Store,safety bowl div,Wk,Associate Material Handling,Associate Falls,Associate Falling Merchandise,Associate Other,Accident Free Week,Safety Meetings,Late Reporting,Total Points,YTD Points, Five Star ,Diff,Safety Bowl Div Rank
893,Store 893 vs Store 845,44,3,1,2,1,7,0,0,14,14, 4.93 ,0 ,1
845,Store 893 vs Store 845,44,3,1,2,1,7,0,0,14,14, 4.84 ,0 ,2
