Store,Market,Store Type,Launch Date ,
1671,433,SUP,3/8,
1673,192,SUP,3/8,
1677,189,SUP,3/8,
1678,442,SUP,3/8,
1681,268,SUP,3/8,
1682,288,SUP,3/8,
1687,289,SUP,3/8,
1688,289,SUP,3/8,
1690,275,SUP,3/8,
1692,445,SUP,3/8,
1694,124,SUP,3/8,
1700,459,SUP,3/8,
1702,92,SUP,3/8,
1704,453,SUP,3/8,
1705,191,SUP,3/8,
1711,2,SUP,3/8,
1712,111,SUP,3/8,
1714,320,SUP,3/8,
1716,508,W/M,3/8,
1717,508,W/M,3/8,
1723,413,SUP,3/8,
1726,315,SUP,3/8,
1731,192,SUP,3/8,
1734,246,SUP,3/8,
1735,269,SUP,3/8,
1736,284,SUP,3/8,
1737,268,SUP,3/8,
1740,263,SUP,3/8,
1741,284,SUP,3/8,
1744,192,SUP,3/8,
1745,239,SUP,3/8,
1746,371,SUP,3/8,
1747,461,SUP,3/8,
1752,204,SUP,3/8,
1755,453,W/M,3/8,
1757,419,SUP,3/8,
1760,455,SUP,3/8,
1761,341,SUP,3/8,
1763,311,SUP,3/8,
1773,288,SUP,3/8,
1774,310,SUP,3/8,
1779,265,W/M,3/8,
1780,315,SUP,3/8,
1781,190,SUP,3/8,
1785,184,W/M,3/8,
1789,452,SUP,3/8,
1790,197,SUP,3/8,
1792,231,SUP,3/8,
1800,583,SUP,3/8,
1801,44,SUP,3/8,
1803,87,SUP,3/8,
1805,463,SUP,3/8,
1806,189,SUP,3/8,
1807,165,SUP,3/8,
1810,164,SUP,3/8,
1811,288,SUP,3/8,
1812,215,SUP,3/8,
1813,192,SUP,3/8,
1814,264,SUP,3/8,
1815,449,SUP,3/8,
1816,297,W/M,3/8,
1825,286,SUP,3/8,
1826,581,SUP,3/8,
1830,191,SUP,3/8,
1831,191,SUP,3/8,
1832,463,SUP,3/8,
1833,291,SUP,3/8,
1835,190,SUP,3/8,
1836,202,SUP,3/8,
1837,59,SUP,3/8,
1840,511,SUP,3/8,
1842,298,SUP,3/8,
1845,109,SUP,3/8,
1847,93,SUP,3/8,
1848,264,SUP,3/8,
1849,308,SUP,3/8,
1851,109,SUP,3/8,
1852,291,SUP,3/8,
1853,461,SUP,3/8,
1855,423,SUP,3/8,
1859,463,SUP,3/8,
1860,284,SUP,3/8,
1861,422,SUP,3/8,
1864,422,SUP,3/8,
1867,293,W/M,3/8,
1870,475,SUP,3/8,
1871,187,SUP,3/8,
1874,118,SUP,3/8,
1876,476,W/M,3/8,
1877,581,W/M,3/8,
1878,400,SUP,3/8,
1879,445,SUP,3/8,
1881,454,SUP,3/8,
1882,581,SUP,3/8,
1883,208,SUP,3/8,
1888,401,SUP,3/8,
1891,162,SUP,3/8,
1892,268,SUP,3/8,
1897,268,SUP,3/8,
1898,264,SUP,3/8,
1899,461,SUP,3/8,
1900,400,SUP,3/8,
1902,400,SUP,3/8,
1903,455,SUP,3/8,
1904,292,SUP,3/8,
1907,184,SUP,3/8,
1909,195,SUP,3/8,
1912,461,SUP,3/8,
1913,207,SUP,3/8,
1914,445,SUP,3/8,
1915,463,SUP,3/8,
1916,108,SUP,3/8,
1918,156,W/M,3/8,
1922,462,W/M,3/8,
1923,200,SUP,3/8,
1926,191,SUP,3/8,
1928,205,SUP,3/8,
1929,419,SUP,3/8,
1934,314,SUP,3/8,
1938,268,SUP,3/8,
1940,188,SUP,3/8,
1941,462,SUP,3/8,
1942,200,SUP,3/8,
1943,433,SUP,3/8,
1948,227,SUP,3/8,
1949,194,SUP,3/8,
1952,422,SUP,3/8,
1955,263,SUP,3/8,
1956,382,SUP,3/8,
1957,105,SUP,3/8,
1958,80,SUP,3/8,
1959,164,SUP,3/8,
1960,112,SUP,3/8,
1961,225,SUP,3/8,
1966,194,SUP,3/8,
1968,281,SUP,3/8,
1969,290,SUP,3/8,
1971,425,SUP,3/8,
1972,511,W/M,3/8,
1973,194,SUP,3/8,
1976,190,SUP,3/8,
1977,178,SUP,3/8,
1978,247,SUP,3/8,
1979,453,W/M,3/8,
1983,450,SUP,3/8,
1985,508,SUP,3/8,
1987,205,SUP,3/8,
1988,455,SUP,3/8,
1989,447,SUP,3/8,
1993,195,SUP,3/8,
1994,187,SUP,3/8,
1995,400,SUP,3/8,
1997,188,SUP,3/8,
1998,267,SUP,3/8,
1999,424,SUP,3/8,
2001,449,SUP,3/8,
2002,451,SUP,3/8,
2005,306,SUP,3/8,
2006,475,SUP,3/8,
2007,473,SUP,3/8,
2009,281,W/M,3/8,
2010,201,SUP,3/8,
2015,292,SUP,3/8,
2025,511,SUP,3/8,
2028,461,SUP,3/8,
2030,450,SUP,3/8,
2031,511,W/M,3/8,
2033,427,SUP,3/8,
2035,239,SUP,3/8,
2037,472,SUP,3/8,
2038,292,SUP,3/8,
2039,450,W/M,3/8,
2040,170,SUP,3/8,
2041,284,W/M,3/8,
2044,457,W/M,3/8,
2048,453,SUP,3/8,
2051,405,SUP,3/8,
2052,453,W/M,3/8,
2056,188,SUP,3/8,
2058,297,SUP,3/8,
2063,208,SUP,3/8,
2065,122,SUP,3/8,
2066,64,SUP,3/8,
2070,469,SUP,3/8,
2071,469,SUP,3/8,
2074,469,SUP,3/8,
2075,478,SUP,3/8,
2077,460,SUP,3/8,
2078,216,SUP,3/8,
2079,196,SUP,3/8,
2080,202,SUP,3/8,
2081,111,SUP,3/8,
2082,464,SUP,3/8,
2083,320,SUP,3/8,
2086,56,SUP,3/8,
2087,422,SUP,3/8,
2088,195,SUP,3/8,
2089,311,SUP,3/8,
2090,174,W/M,3/8,
2091,110,SUP,3/8,
2093,189,SUP,3/8,
2094,460,SUP,3/8,
2097,188,SUP,3/8,
2099,447,W/M,3/8,
2101,475,SUP,3/8,
2103,159,SUP,3/8,
2104,164,SUP,3/8,
2105,53,SUP,3/8,
2106,392,SUP,3/8,
2107,195,SUP,3/8,
2111,13,SUP,3/8,
2112,372,SUP,3/8,
2114,7,SUP,3/8,
2116,187,SUP,3/8,
2117,450,SUP,3/8,
2119,451,SUP,3/8,
2121,472,SUP,3/8,
2123,47,SUP,3/8,
2126,470,W/M,3/8,
2127,440,SUP,3/8,
2129,231,SUP,3/8,
2133,82,SUP,3/8,
2134,306,SUP,3/8,
2136,291,SUP,3/8,
2137,296,SUP,3/8,
2138,181,W/M,3/8,
2139,157,W/M,3/8,
2146,189,SUP,3/8,
2150,458,W/M,3/8,
2152,188,SUP,3/8,
2156,171,W/M,3/8,
2159,194,SUP,3/8,
2160,290,SUP,3/8,
2161,511,W/M,3/8,
2166,191,SUP,3/8,
2175,333,SUP,3/8,
2176,107,SUP,3/8,
2177,459,W/M,3/8,
2180,157,W/M,3/8,
2181,463,SUP,3/8,
2187,473,SUP,3/8,
2188,469,SUP,3/8,
2189,392,SUP,3/8,
2191,207,SUP,3/8,
2194,283,W/M,3/8,
2195,178,SUP,3/8,
2196,472,SUP,3/8,
2197,208,SUP,3/8,
2198,423,SUP,3/8,
2201,505,SUP,3/8,
2204,267,SUP,3/8,
2206,466,W/M,3/8,
2210,195,SUP,3/8,
2211,208,SUP,3/8,
2213,340,SUP,3/8,
2215,265,SUP,3/8,
2218,466,SUP,3/8,
2221,333,SUP,3/8,
2225,161,SUP,3/8,
2226,481,WNM,3/8,
2227,159,W/M,3/8,
2231,279,SUP,3/8,
2234,189,SUP,3/8,
2237,118,SUP,3/8,
2238,200,SUP,3/8,
2239,86,SUP,3/8,
2241,475,SUP,3/8,
2242,464,SUP,3/8,
2243,478,SUP,3/8,
2244,316,SUP,3/8,
2245,460,SUP,3/8,
2247,299,SUP,3/8,
2249,467,SUP,3/8,
2250,225,SUP,3/8,
2251,484,SUP,3/8,
2253,458,SUP,3/8,
2257,67,SUP,3/8,
2262,190,SUP,3/8,
2269,473,SUP,3/8,
2273,205,SUP,3/8,
2274,424,SUP,3/8,
2275,239,SUP,3/8,
2277,449,SUP,3/8,
2280,451,W/M,3/8,
2282,162,SUP,3/8,
2283,161,SUP,3/8,
2285,189,SUP,3/8,
2286,171,W/M,3/8,
2287,229,SUP,3/8,
2288,462,W/M,3/8,
2292,484,SUP,3/8,
2293,585,SUP,3/8,
2295,287,SUP,3/8,
2300,227,SUP,3/8,
2306,11,SUP,3/8,
2308,470,W/M,3/8,
2310,123,SUP,3/8,
2312,312,SUP,3/8,
2314,470,W/M,3/8,
2317,472,W/M,3/8,
2318,231,SUP,3/8,
2319,472,W/M,3/8,
2323,215,SUP,3/8,
2325,472,SUP,3/8,
2332,181,W/M,3/8,
2333,445,W/M,3/8,
2334,233,SUP,3/8,
2338,196,SUP,3/8,
2352,424,SUP,3/8,
2354,205,SUP,3/8,
2355,195,SUP,3/8,
2357,283,SUP,3/8,
2359,209,SUP,3/8,
2361,215,W/M,3/8,
2362,209,SUP,3/8,
2368,174,SUP,3/8,
2369,181,SUP,3/8,
2370,188,SUP,3/8,
2373,161,W/M,3/8,
2385,514,SUP,3/8,
2387,114,SUP,3/8,
2391,548,WNM,3/8,
2392,102,WNM,3/8,
2396,488,WNM,3/8,
2397,58,WNM,3/8,
2401,484,W/M,3/8,
2403,514,SUP,3/8,
2404,87,SUP,3/8,
2405,194,SUP,3/8,
2406,488,WNM,3/8,
2414,500,WNM,3/8,
2418,455,W/M,3/8,
2422,477,W/M,3/8,
2425,495,WNM,3/8,
2432,433,SUP,3/8,
2433,561,WNM,3/8,
2434,196,SUP,3/8,
2437,286,SUP,3/8,
2438,291,SUP,3/8,
2439,60,SUP,3/8,
2443,430,SUP,3/8,
2444,189,SUP,3/8,
2445,170,SUP,3/8,
2446,170,SUP,3/8,
2448,423,SUP,3/8,
2450,471,W/M,3/8,
2457,455,SUP,3/8,
2458,451,SUP,3/8,
2459,115,SUP,3/8,
2463,53,SUP,3/8,
2464,454,SUP,3/8,
2468,552,WNM,3/8,
2469,467,SUP,3/8,
2472,308,SUP,3/8,
2473,470,W/M,3/8,
2476,475,SUP,3/8,
2477,468,SUP,3/8,
2479,459,SUP,3/8,
2482,371,SUP,3/8,
2484,118,SUP,3/8,
2487,515,WNM,3/8,
2488,566,WNM,3/8,
2491,246,SUP,3/8,
2493,200,SUP,3/8,
2494,460,SUP,3/8,
2496,124,SUP,3/8,
2499,96,WNM,3/8,
2502,231,SUP,3/8,
2504,188,SUP,3/8,
2505,62,SUP,3/8,
2508,399,SUP,3/8,
2513,18,SUP,3/8,
2515,371,SUP,3/8,
2516,514,SUP,3/8,
2517,466,SUP,3/8,
2520,291,SUP,3/8,
2523,464,W/M,3/8,
2527,460,W/M,3/8,
2530,181,W/M,3/8,
2531,164,W/M,3/8,
2533,14,SUP,3/8,
2534,7,SUP,3/8,
2537,457,SUP,3/8,
2541,208,SUP,3/8,
2546,464,W/M,3/8,
2547,164,SUP,3/8,
2549,474,SUP,3/8,
2550,476,SUP,3/8,
2551,280,W/M,3/8,
2552,476,SUP,3/8,
2553,453,W/M,3/8,
2554,368,SUP,3/8,
2555,284,W/M,3/8,
2556,447,W/M,3/8,
2557,447,SUP,3/8,
2559,206,SUP,3/8,
2565,315,SUP,3/8,
2567,200,SUP,3/8,
2568,446,W/M,3/8,
2571,514,W/M,3/8,
2576,316,SUP,3/8,
2581,191,SUP,3/8,
2582,174,W/M,3/8,
2583,172,W/M,3/8,
2586,195,SUP,3/8,
2588,235,SUP,3/8,
2590,550,WNM,3/8,
2591,109,SUP,3/8,
2594,471,W/M,3/8,
2595,471,SUP,3/8,
2596,471,SUP,3/8,
2599,86,SUP,3/8,
2600,339,SUP,3/8,
2603,227,W/M,3/8,
2616,339,SUP,3/8,
2619,204,SUP,3/8,
2621,446,W/M,3/8,
2631,197,SUP,3/8,
2632,510,WNM,3/8,
2638,259,SUP,3/8,
2642,423,SUP,3/8,
2643,422,SUP,3/8,
2644,204,SUP,3/8,
2648,511,W/M,3/8,
2649,50,SUP,3/8,
2650,166,SUP,3/8,
2659,183,W/M,3/8,
2667,55,SUP,3/8,
2668,435,SUP,3/8,
2671,373,SUP,3/8,
2683,154,W/M,3/8,
2686,534,WNM,3/8,
2688,45,SUP,3/8,
2689,512,WNM,3/8,
2693,205,SUP,3/8,
2694,340,SUP,3/8,
2695,89,SUP,3/8,
2705,314,SUP,3/8,
2708,460,SUP,3/8,
2713,3,SUP,3/8,
2720,140,SUP,3/8,
2722,469,SUP,3/8,
2723,2,SUP,3/8,
2724,63,SUP,3/8,
2728,275,SUP,3/8,
2730,301,SUP,3/8,
2731,554,WNM,3/8,
2735,454,SUP,3/8,
2739,14,SUP,3/8,
2740,112,SUP,3/8,
2748,1,SUP,3/8,
2755,140,SUP,3/8,
2757,151,SUP,3/8,
2761,311,SUP,3/8,
2762,312,SUP,3/8,
2763,569,SUP,3/8,
2765,569,SUP,3/8,
2766,370,SUP,3/8,
2767,372,SUP,3/8,
2768,372,SUP,3/8,
2769,87,SUP,3/8,
2772,300,SUP,3/8,
2777,368,SUP,3/8,
2780,399,SUP,3/8,
2781,399,SUP,3/8,
2783,260,SUP,3/8,
2785,192,SUP,3/8,
2789,108,SUP,3/8,
2791,285,SUP,3/8,
2793,308,SUP,3/8,
2795,287,SUP,3/8,
2796,111,SUP,3/8,
2799,508,W/M,3/8,
2807,315,SUP,3/8,
2808,290,SUP,3/8,
2809,320,SUP,3/8,
2816,267,W/M,3/8,
2817,238,SUP,3/8,
2821,290,SUP,3/8,
2826,515,WNM,3/8,
2831,400,SUP,3/8,
2834,50,SUP,3/8,
2835,528,WNM,3/8,
2836,299,SUP,3/8,
2839,538,WNM,3/8,
2843,89,SUP,3/8,
2844,188,SUP,3/8,
2847,433,SUP,3/8,
2854,162,SUP,3/8,
2856,361,SUP,3/8,
2859,194,SUP,3/8,
2861,399,SUP,3/8,
2864,506,SUP,3/8,
2866,203,W/M,3/8,
2867,203,W/M,3/8,
2869,203,SUP,3/8,
2870,496,WNM,3/8,
2881,90,SUP,3/8,
2882,422,SUP,3/8,
2883,56,SUP,3/8,
2886,484,SUP,3/8,
2891,73,SUP,3/8,
2898,162,W/M,3/8,
2899,163,W/M,3/8,
2901,154,W/M,3/8,
2902,159,W/M,3/8,
2905,164,W/M,3/8,
2906,171,W/M,3/8,
2907,103,WNM,3/8,
2910,208,SUP,3/8,
2911,191,SUP,3/8,
2912,197,SUP,3/8,
2915,171,W/M,3/8,
2916,172,W/M,3/8,
2917,171,W/M,3/8,
2920,101,SUP,3/8,
2922,366,SUP,3/8,
2925,453,SUP,3/8,
2926,56,SUP,3/8,
2927,476,SUP,3/8,
2929,310,SUP,3/8,
2930,103,WNM,3/8,
2932,122,SUP,3/8,
2937,419,SUP,3/8,
2939,140,SUP,3/8,
2944,549,WNM,3/8,
2946,109,SUP,3/8,
2948,484,SUP,3/8,
2950,448,SUP,3/8,
2951,448,SUP,3/8,
2952,460,W/M,3/8,
2954,173,W/M,3/8,
2956,262,SUP,3/8,
2959,206,SUP,3/8,
2962,108,SUP,3/8,
2963,108,SUP,3/8,
2964,156,SUP,3/8,
2967,225,SUP,3/8,
2973,51,SUP,3/8,
2974,561,WNM,3/8,
2975,561,WNM,3/8,
2976,561,WNM,3/8,
2977,58,WNM,3/8,
2978,44,SUP,3/8,
2979,58,WNM,3/8,
2980,479,SUP,3/8,
2981,58,WNM,3/8,
2985,449,SUP,3/8,
2987,109,SUP,3/8,
2989,511,W/M,3/8,
2991,82,SUP,3/8,
2992,190,SUP,3/8,
2993,62,SUP,3/8,
2995,504,WNM,3/8,
2996,53,SUP,3/8,
2998,515,WNM,3/8,
3004,268,SUP,3/8,
3008,23,SUP,3/8,
3011,488,WNM,3/8,
3013,548,WNM,3/8,
3014,49,SUP,3/8,
3015,561,WNM,3/8,
3022,512,WNM,3/8,
3023,512,WNM,3/8,
3026,515,WNM,3/8,
3035,283,SUP,3/8,
3043,58,WNM,3/8,
3044,50,SUP,3/8,
3046,512,WNM,3/8,
3047,512,WNM,3/8,
3050,550,WNM,3/8,
3056,506,SUP,3/8,
3057,506,SUP,3/8,
3058,86,SUP,3/8,
3059,140,SUP,3/8,
3061,340,SUP,3/8,
3062,538,WNM,3/8,
3066,102,WNM,3/8,
3067,20,SUP,3/8,
3070,554,WNM,3/8,
3075,15,SUP,3/8,
3081,454,SUP,3/8,
3084,551,WNM,3/8,
3088,424,SUP,3/8,
3090,552,WNM,3/8,
3093,399,SUP,3/8,
3094,557,WNM,3/8,
3098,550,WNM,3/8,
3099,551,WNM,3/8,
3101,551,WNM,3/8,
3102,424,SUP,3/8,
3104,488,WNM,3/8,
3106,86,SUP,3/8,
3107,506,SUP,3/8,
3110,495,WNM,3/8,
3111,538,WNM,3/8,
3112,77,SUP,3/8,
3118,20,SUP,3/8,
3119,15,SUP,3/8,
3123,512,WNM,3/8,
3132,515,WNM,3/8,
3135,58,WNM,3/8,
3136,505,SUP,3/8,
3137,149,SUP,3/8,
3138,481,WNM,3/8,
3139,481,WNM,3/8,
3140,481,WNM,3/8,
3141,481,WNM,3/8,
3143,9,WNM,3/8,
3144,550,WNM,3/8,
3145,550,WNM,3/8,
3146,550,WNM,3/8,
3147,481,WNM,3/8,
3151,432,SUP,3/8,
3152,491,WNM,3/8,
3153,491,WNM,3/8,
3154,491,WNM,3/8,
3156,502,WNM,3/8,
3157,502,WNM,3/8,
3159,577,SUP,3/8,
3161,548,WNM,3/8,
3162,96,WNM,3/8,
3169,83,SUP,3/8,
3170,83,SUP,3/8,
3172,491,WNM,3/8,
3173,491,WNM,3/8,
3178,550,WNM,3/8,
3179,481,WNM,3/8,
3180,446,SUP,3/8,
3182,296,SUP,3/8,
3183,103,WNM,3/8,
3184,544,WNM,3/8,
3185,566,WNM,3/8,
3197,112,SUP,3/8,
3198,561,WNM,3/8,
3199,504,WNM,3/8,
3204,561,WNM,3/8,
3207,94,SUP,3/8,
3209,424,SUP,3/8,
3210,275,SUP,3/8,
3213,68,SUP,3/8,
3214,289,SUP,3/8,
3215,320,SUP,3/8,
3216,289,SUP,3/8,
3218,467,SUP,3/8,
3219,288,SUP,3/8,
3223,229,SUP,3/8,
3224,583,SUP,3/8,
3225,583,SUP,3/8,
3226,65,SUP,3/8,
3233,419,SUP,3/8,
3237,430,SUP,3/8,
3238,538,WNM,3/8,
3241,369,SUP,3/8,
3243,312,SUP,3/8,
3248,464,SUP,3/8,
3254,392,SUP,3/8,
3255,246,SUP,3/8,
3261,475,SUP,3/8,
3265,288,SUP,3/8,
3266,558,W/M,3/8,
3267,432,SUP,3/8,
3270,311,SUP,3/8,
3271,13,SUP,3/8,
3274,50,SUP,3/8,
3276,445,W/M,3/8,
3277,392,SUP,3/8,
3278,433,SUP,3/8,
3279,77,SUP,3/8,
3283,409,SUP,3/8,
3284,44,SUP,3/8,
3285,44,SUP,3/8,
3286,52,SUP,3/8,
3287,504,WNM,3/8,
3288,131,SUP,3/8,
3290,470,W/M,3/8,
3294,242,SUP,3/8,
3296,64,SUP,3/8,
3297,67,SUP,3/8,
3298,60,SUP,3/8,
3299,502,WNM,3/8,
3302,64,SUP,3/8,
3304,298,SUP,3/8,
3305,298,SUP,3/8,
3308,101,SUP,3/8,
3309,98,SUP,3/8,
3310,94,SUP,3/8,
3314,510,WNM,3/8,
3315,510,WNM,3/8,
3319,81,SUP,3/8,
3320,80,SUP,3/8,
3322,442,W/M,3/8,
3329,187,SUP,3/8,
3330,502,WNM,3/8,
3332,191,SUP,3/8,
3336,197,SUP,3/8,
3337,178,SUP,3/8,
3340,507,WNM,3/8,
3341,561,WNM,3/8,
3344,286,SUP,3/8,
3347,116,SUP,3/8,
3348,107,SUP,3/8,
3349,118,SUP,3/8,
3352,452,SUP,3/8,
3357,9,WNM,3/8,
3360,373,SUP,3/8,
3362,253,SUP,3/8,
3363,254,SUP,3/8,
3364,423,SUP,3/8,
3370,115,SUP,3/8,
3371,306,SUP,3/8,
3372,111,SUP,3/8,
3377,9,WNM,3/8,
3379,366,SUP,3/8,
3380,475,SUP,3/8,
3383,70,SUP,3/8,
3387,118,SUP,3/8,
3390,68,SUP,3/8,
3391,87,SUP,3/8,
3392,58,WNM,3/8,
3395,429,SUP,3/8,
3397,553,SUP,3/8,
3400,265,SUP,3/8,
3404,422,SUP,3/8,
3406,51,SUP,3/8,
3407,368,SUP,3/8,
3408,392,SUP,3/8,
3411,500,WNM,3/8,
3414,548,WNM,3/8,
3417,105,SUP,3/8,
3418,112,SUP,3/8,
3419,58,WNM,3/8,
3420,172,W/M,3/8,
3424,544,WNM,3/8,
3425,63,SUP,3/8,
3431,48,SUP,3/8,
3432,49,SUP,3/8,
3433,49,SUP,3/8,
3434,270,SUP,3/8,
3439,15,SUP,3/8,
3449,528,WNM,3/8,
3450,528,WNM,3/8,
3452,562,WNM,3/8,
3453,200,SUP,3/8,
3456,500,WNM,3/8,
3459,278,SUP,3/8,
3460,278,SUP,3/8,
3461,16,SUP,3/8,
3463,114,SUP,3/8,
3464,462,SUP,3/8,
3465,369,SUP,3/8,
3472,474,SUP,3/8,
3474,115,SUP,3/8,
3475,167,SUP,3/8,
3477,465,SUP,3/8,
3478,470,W/M,3/8,
3482,51,SUP,3/8,
3484,14,SUP,3/8,
3491,184,W/M,3/8,
3492,409,SUP,3/8,
3493,452,W/M,3/8,
3495,149,SUP,3/8,
3498,422,SUP,3/8,
3500,60,SUP,3/8,
3503,308,SUP,3/8,
3504,498,WNM,3/8,
3509,562,WNM,3/8,
3510,62,SUP,3/8,
3511,474,SUP,3/8,
3513,423,SUP,3/8,
3516,458,SUP,3/8,
3518,88,SUP,3/8,
3520,577,SUP,3/8,
3521,504,WNM,3/8,
3522,484,SUP,3/8,
3523,448,SUP,3/8,
3525,514,SUP,3/8,
3526,104,SUP,3/8,
3527,107,SUP,3/8,
3530,561,WNM,3/8,
3531,467,SUP,3/8,
3533,585,SUP,3/8,
3537,467,SUP,3/8,
3538,92,SUP,3/8,
3542,562,WNM,3/8,
3546,173,W/M,3/8,
3547,173,W/M,3/8,
3549,184,W/M,3/8,
3561,160,W/M,3/8,
3567,80,SUP,3/8,
3569,83,SUP,3/8,
3572,62,SUP,3/8,
3573,286,SUP,3/8,
3579,562,WNM,3/8,
3583,188,SUP,3/8,
3584,64,SUP,3/8,
3585,68,SUP,3/8,
3587,455,SUP,3/8,
3588,291,SUP,3/8,
3591,68,SUP,3/8,
3593,492,WNM,3/8,
3595,310,SUP,3/8,
3597,270,SUP,3/8,
3598,176,W/M,3/8,
3600,500,WNM,3/8,
3601,266,SUP,3/8,
3602,275,SUP,3/8,
3603,509,WNM,3/8,
3604,510,WNM,3/8,
3605,509,WNM,3/8,
3606,549,WNM,3/8,
3607,195,SUP,3/8,
3608,209,SUP,3/8,
3611,26,SUP,3/8,
3612,296,SUP,3/8,
3614,509,WNM,3/8,
3617,559,WNM,3/8,
3622,509,WNM,3/8,
3623,88,SUP,3/8,
3624,424,SUP,3/8,
3626,308,SUP,3/8,
3629,549,WNM,3/8,
3631,44,SUP,3/8,
3639,292,SUP,3/8,
3640,65,SUP,3/8,
3644,289,SUP,3/8,
3645,73,SUP,3/8,
3648,427,SUP,3/8,
3652,454,SUP,3/8,
3653,58,WNM,3/8,
3658,298,SUP,3/8,
3661,526,WNM,3/8,
3700,309,SUP,3/8,
3702,98,SUP,3/8,
3705,467,SUP,3/8,
3708,452,SUP,3/8,
3712,455,SUP,3/8,
3717,153,SUP,3/8,
3725,267,SUP,3/8,
3726,205,SUP,3/8,
3730,364,SUP,3/8,
3739,399,SUP,3/8,
3741,19,SUP,3/8,
3748,26,SUP,3/8,
3752,542,WNM,3/8,
3757,471,SUP,3/8,
3764,45,SUP,3/8,
3771,371,SUP,3/8,
3773,479,SUP,3/8,
3777,56,SUP,3/8,
3782,91,SUP,3/8,
3785,14,SUP,3/8,
3790,265,SUP,3/8,
3794,514,SUP,3/8,
3796,462,SUP,3/8,
3799,371,SUP,3/8,
3801,471,SUP,3/8,
3802,284,SUP,3/8,
3803,173,W/M,3/8,
3810,168,SUP,3/8,
3817,559,WNM,3/8,
3823,433,SUP,3/8,
3826,71,SUP,3/8,
3827,64,SUP,3/8,
3828,46,SUP,3/8,
3829,124,SUP,3/8,
3831,288,SUP,3/8,
3833,372,SUP,3/8,
3835,119,SUP,3/8,
3837,263,SUP,3/8,
3842,192,SUP,3/8,
3844,510,WNM,3/8,
3845,510,WNM,3/8,
3846,510,WNM,3/8,
3850,467,SUP,3/8,
3858,108,SUP,3/8,
3861,373,SUP,3/8,
3862,549,WNM,3/8,
3864,302,SUP,3/8,
3869,287,SUP,3/8,
3870,58,WNM,3/8,
3876,200,SUP,3/8,
3877,93,SUP,3/8,
3880,502,WNM,3/8,
3883,470,W/M,3/8,
3884,367,SUP,3/8,
3885,502,WNM,3/8,
3886,80,SUP,3/8,
3887,115,SUP,3/8,
3889,299,SUP,3/8,
3891,269,SUP,3/8,
3893,269,SUP,3/8,
3894,259,SUP,3/8,
3896,368,SUP,3/8,
3897,400,SUP,3/8,
3935,103,WNM,3/8,
3947,458,SUP,3/8,
3959,498,WNM,3/8,
3990,544,WNM,3/8,
4046,561,WNM,3/8,
4049,266,SUP,3/8,
4055,87,SUP,3/8,
4056,528,WNM,3/8,
4057,538,WNM,3/8,
4063,105,SUP,3/8,
4064,289,SUP,3/8,
4065,300,SUP,3/8,
4100,557,WNM,3/8,
4101,465,SUP,3/8,
4103,77,SUP,3/8,
4104,504,WNM,3/8,
4105,526,WNM,3/8,
4111,65,SUP,3/8,
4112,569,SUP,3/8,
4114,542,WNM,3/8,
4115,87,SUP,3/8,
4118,256,SUP,3/8,
4127,552,WNM,3/8,
4129,128,SUP,3/8,
4130,82,SUP,3/8,
4131,506,SUP,3/8,
4134,551,WNM,3/8,
4137,467,SUP,3/8,
4138,491,WNM,3/8,
4139,491,WNM,3/8,
4140,103,WNM,3/8,
4141,548,WNM,3/8,
4142,96,WNM,3/8,
4147,500,WNM,3/8,
4148,499,WNM,3/8,
4153,175,SUP,3/8,
4157,500,WNM,3/8,
4159,559,WNM,3/8,
4162,506,SUP,3/8,
4163,82,SUP,3/8,
4165,479,SUP,3/8,
4166,121,SUP,3/8,
4169,551,WNM,3/8,
4171,466,SUP,3/8,
4174,512,WNM,3/8,
4180,557,WNM,3/8,
4182,561,WNM,3/8,
4183,85,SUP,3/8,
4188,566,WNM,3/8,
4189,544,WNM,3/8,
4191,287,SUP,3/8,
4193,542,WNM,3/8,
4194,84,SUP,3/8,
4197,96,WNM,3/8,
4201,385,SUP,3/8,
4202,455,SUP,3/8,
4210,545,WNM,3/8,
4211,96,WNM,3/8,
4218,510,WNM,3/8,
4219,82,SUP,3/8,
4220,502,WNM,3/8,
4221,477,SUP,3/8,
4223,122,SUP,3/8,
4224,304,SUP,3/8,
4232,370,SUP,3/8,
4233,510,WNM,3/8,
4238,449,SUP,3/8,
4239,392,SUP,3/8,
4240,53,SUP,3/8,
4243,205,SUP,3/8,
4250,297,SUP,3/8,
4252,364,SUP,3/8,
4257,425,SUP,3/8,
4258,291,SUP,3/8,
4260,107,SUP,3/8,
4262,89,SUP,3/8,
4264,9,WNM,3/8,
4273,300,SUP,3/8,
4274,305,SUP,3/8,
4275,510,WNM,3/8,
4279,44,SUP,3/8,
4286,265,SUP,3/8,
4299,71,SUP,3/8,
4309,455,SUP,3/8,
4317,447,SUP,3/8,
4318,8,SUP,3/8,
4323,262,SUP,3/8,
4324,9,WNM,3/8,
4330,13,SUP,3/8,
4332,90,SUP,3/8,
4333,1,SUP,3/8,
4334,294,SUP,3/8,
4336,368,SUP,3/8,
4340,445,SUP,3/8,
4352,427,SUP,3/8,
4354,102,WNM,3/8,
4357,545,WNM,3/8,
4358,432,SUP,3/8,
4359,469,SUP,3/8,
4365,90,SUP,3/8,
4366,526,WNM,3/8,
4367,542,WNM,3/8,
4368,93,SUP,3/8,
