Store,DSL Gen,DSL Start date,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date
311,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
312,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
313,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,,,
314,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,9/24/2024,,,
315,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
316,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/5/2024,8/5/2024,,,,
317,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
318,,,,,6018,3/17/2025,11/13/2026,3/13/2028,Completed,Completed,7/14/2024,,,
319,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,,,
320,,,,,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,,,,
321,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/9/2024,,,
322,,,,,7036,4/1/2028,7/1/2029,,Completed,Completed,9/10/2024,,,
323,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
324,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,
325,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,,,
326,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,,,
328,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
329,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/5/2024,8/5/2024,,,,
330,,,,,7036,4/1/2028,7/1/2029,,Completed,Completed,9/23/2024,,,6/29/2024
331,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,7/10/2024
332,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
333,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,7/30/2024,,,
334,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,7/24/2024,,,
335,,,,,6066,7/1/2027,10/1/2028,,7/22/2024,7/22/2024,,,,8/1/2024
336,,,,,6018,3/17/2025,11/13/2026,3/13/2028,Completed,Completed,7/16/2024,,,8/8/2024
337,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,,,
338,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,
339,,,,,6018,3/17/2025,11/13/2026,3/13/2028,,,7/31/2024,,,
340,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,
341,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
342,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,Week 33,
343,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,7/9/2024,,,
344,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,
345,,,,,6036,Complete,12/5/2024,4/5/2026,6/24/2024,6/24/2024,9/22/2024,,,
346,,,,,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,,,,
347,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,7/26/2024
348,,,,,6018,3/17/2025,11/13/2026,3/13/2028,Completed,Completed,7/28/2024,,,8/6/2024
350,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
351,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,LIVE,,
352,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
353,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
354,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,1/12/2025,,,
355,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
356,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
357,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,,,
358,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,5/1/2024,,,
359,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,1/1/2028,4/1/2029,,Completed,Completed,10/9/2023,,,
360,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,
361,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
362,,,,,6006,8/22/2024,4/2/2026,8/2/2027,7/22/2024,7/22/2024,,,,
363,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,,,
364,,,,,6036,Complete,12/5/2024,4/5/2026,6/24/2024,6/24/2024,,,,
365,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
366,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,
368,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,
369,,,,,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,,,,
370,,,,,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,,,,
371,Gen 2,6/19/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,4/1/2028,7/1/2029,,Completed,Completed,2/28/2024,,,6/3/2024
372,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,Week 33,8/19/2024
373,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,5/5/2024,,,
374,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,
375,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
376,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,,9/3/2024,,7/24/2024
377,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,,,,7/31/2024
378,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,,Week 33,
379,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
381,,,,,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,9/10/2024,,,
382,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,,,
383,,,,,6036,Complete,12/5/2024,4/5/2026,6/24/2024,6/24/2024,9/8/2024,,,
384,Gen 2,4/7/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/9/2024,TBD,,
385,,,,,7036,4/1/2028,7/1/2029,,Completed,Completed,1/19/2025,,,
386,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
387,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,
388,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,5/1/2024,,,8/13/2024
389,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,
390,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,8/18/2024,,,
391,,,,,6006,8/22/2024,4/2/2026,8/2/2027,7/22/2024,7/22/2024,,,,8/1/2024
392,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,8/26/2024
393,,,,,6066,7/1/2027,10/1/2028,,7/22/2024,7/22/2024,,,,
394,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
395,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/15/2024,,,8/28/2024
396,Gen 2,5/14/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6070,1/1/2028,4/1/2029,,Completed,Completed,,,,
397,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/16/2024,,,8/29/2024
398,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,,,,
399,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,9/16/2024,,,
400,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,
401,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
402,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,7/15/2024
403,,,,,6006,8/22/2024,4/2/2026,8/2/2027,7/22/2024,7/22/2024,,,,
404,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/25/2024,9/11/2024,,6/24/2024
405,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
406,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,6/26/2024,,,
407,,,,,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,9/11/2024,,,
408,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,9/10/2024,TBD,,
409,,,,,6006,8/22/2024,4/2/2026,8/2/2027,7/22/2024,7/22/2024,,,,
410,,,,,6066,7/1/2027,10/1/2028,,7/22/2024,7/22/2024,7/17/2024,,,
411,,,,,6006,8/22/2024,4/2/2026,8/2/2027,,,,,,8/3/2024
412,,,,,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,9/9/2024,,,
413,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
414,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,9/3/2024,,,
415,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
416,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,,,,
417,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,9/17/2024,,,
418,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
419,,,,,6035,8/15/2024,1/26/2026,5/26/2027,7/15/2024,7/15/2024,,,,
420,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,9/8/2024,,,
421,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,3/11/2024,,,
422,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,7/23/2024,,,
423,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/19/2024,8/19/2024,,,,
424,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/19/2024,8/19/2024,,,,
425,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/19/2024,8/19/2024,,,,
426,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,5/19/2024,,,
427,Gen 2,4/30/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,9/18/2024,TBD,,
428,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
429,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
430,,,,,6066,7/1/2027,10/1/2028,,7/22/2024,7/22/2024,7/15/2024,,,8/14/2024
431,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,8/27/2024,,Week 33,
432,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/5/2024,8/5/2024,,,,
433,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
434,,,,,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,,,,
435,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
436,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
437,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,7/2/2024
438,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
440,,,,,7036,4/1/2028,7/1/2029,,Completed,Completed,9/25/2024,,,
442,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
443,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
444,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,,
445,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,7/23/2024,,,
446,,,,,6036,Complete,12/5/2024,4/5/2026,,,,,,
447,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/24/2024,,,
448,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,,9/5/2024,,
449,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,9/11/2024,TBD,,
450,,,,,6048,11/1/2026,2/1/2028,,9/16/2024,9/16/2024,,9/6/2024,,
451,,,,,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,,,Week 33,
452,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
453,,,,,6018,3/17/2025,11/13/2026,3/13/2028,7/22/2024,7/22/2024,,,,8/20/2024
454,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,,,,
456,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
457,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,9/29/2024,,,
458,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
459,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,
461,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
462,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/22/2024,,,
463,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
464,,,,,6016,4/1/2028,7/1/2029,,Completed,Completed,9/15/2024,,,
465,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
466,,,,,6018,3/17/2025,11/13/2026,3/13/2028,7/22/2024,7/22/2024,,,,7/30/2024
467,,,,,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,5/22/2024,LIVE,,
468,,,,,6018,3/17/2025,11/13/2026,3/13/2028,9/16/2024,9/16/2024,,,,8/6/2024
469,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,7/11/2024
470,,,,,6016,4/1/2028,7/1/2029,,Completed,Completed,9/16/2024,,,
471,,,,,6036,Complete,12/5/2024,4/5/2026,9/16/2024,9/16/2024,TBD,TBD,,4/30/2024
472,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,8/14/2024
473,,,,,7036,4/1/2028,7/1/2029,,,,,,,
475,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,9/13/2024,,
476,,,,,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,,,,
477,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,10/1/2024,,,
478,,,,,6016,Complete,11/12/2024,3/12/2026,,,,,,
479,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,8/23/2024
480,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,7/22/2024,,,
481,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,7/16/2024,,,
482,,,,,7036,4/1/2028,7/1/2029,,,,1/14/2025,,,
483,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/19/2024,8/19/2024,8/14/2024,,,
484,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,,Week 33,
485,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
486,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,,,
488,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,3/3/2024,,,4/24/2024
489,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
490,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/17/2024,,,
491,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,7/16/2024,,,
492,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,,,,
493,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,3/10/2024,,,
494,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
495,,,,,6006,8/22/2024,4/2/2026,8/2/2027,7/22/2024,7/22/2024,,,,
497,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,5/28/2024,,,
498,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
499,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,,
500,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,9/18/2024,LIVE,,8/21/2024
501,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
502,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
503,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,
504,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/29/2024,,,6/29/2024
505,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
506,,,,,6069,4/1/2028,7/1/2029,,Completed,Completed,,,,
507,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,3/18/2024,,,
508,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/3/2024,,,
510,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,
511,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,,TBD,,
512,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,9/16/2024,,,
513,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,
514,,,,,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,9/3/2024,,,8/3/2024
515,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/14/2024,,Week 33,
516,Gen 2,4/30/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,,,,
517,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
518,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
519,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,3/17/2024,,,
520,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,
521,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,TBD,,7/12/2024
522,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,
523,,,,,6036,Complete,12/5/2024,4/5/2026,6/24/2024,6/24/2024,9/24/2024,,,
524,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
525,,,,,7035,7/1/2026,10/1/2027,,Completed,Completed,,,,
526,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,5/20/2024,,,
527,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/25/2024,,,
528,,,,,6020,Complete,9/1/2024,In Progress,9/16/2024,9/16/2024,,,,
529,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/30/2024,9/24/2024,,
530,,,,,6018,3/17/2025,11/13/2026,3/13/2028,Completed,Completed,7/17/2024,,,8/5/2024
531,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
532,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,1/19/2025,,,
533,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
535,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,9/10/2024,,,
536,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,9/11/2024,,,
537,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,9/23/2024,,,8/23/2024
538,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,8/19/2024,,,
539,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,Week 33,7/19/2024
540,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
541,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
542,,,,,6048,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,,,,
543,,,,,6048,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,,,,
544,,,,,6094,1/1/2028,4/1/2029,,Completed,Completed,,,Week 33,
545,,,,,6039,Complete,4/18/2025,8/18/2026,,,7/29/2024,,,
546,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,9/15/2024,9/18/2024,,
547,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,6/24/2024,,,7/10/2024
548,,,,,6054,4/1/2027,7/1/2028,,Completed,Completed,,,,
549,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,
550,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,7/17/2024,,,
551,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,8/20/2024,,,
552,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,6/23/2024,,,
553,,,,,6011,Complete,9/12/2025,1/12/2027,7/22/2024,7/22/2024,,,,
554,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,,,,
555,,,,,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,,,,
556,,,,,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,,,,
557,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,,Week 33,
558,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
559,,,,,6009,10/1/2026,1/1/2028,,7/22/2024,7/22/2024,,,Week 33,
560,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,TBD,,
561,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,,,,
562,,,,,6006,8/22/2024,4/2/2026,8/2/2027,8/5/2024,8/5/2024,,,,
563,,,,,7035,7/1/2026,10/1/2027,,Completed,Completed,8/6/2024,,,
564,,,,,6068,4/1/2028,7/1/2029,,7/15/2024,7/15/2024,,,,8/14/2024
565,,,,,6036,Complete,12/5/2024,4/5/2026,Completed,Completed,9/4/2024,LIVE,,
566,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,,,,
567,,,,,7036,4/1/2028,7/1/2029,,,,,,,
568,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,9/9/2024,,,
569,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,8/27/2024,,,
571,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,3/11/2024,,,
572,,,,,6036,Complete,12/5/2024,4/5/2026,6/24/2024,6/24/2024,,,,
573,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,,,
574,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,9/29/2024,,,
575,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
576,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,Week 33,8/13/2024
577,,,,,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,,,Week 33,
578,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/28/2024,,,
579,,,,,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,8/21/2024,,,
580,,,,,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,6/17/2024,,,
581,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,,,Week 33,
582,,,,,7035,7/1/2026,10/1/2027,,Completed,Completed,8/7/2024,,,
583,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,
584,,,,,6017,4/7/2025,10/31/2026,2/29/2028,7/15/2024,7/15/2024,3/12/2024,,,8/13/2024
585,,,,,6070,1/1/2028,4/1/2029,,Completed,Completed,,,,
586,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,9/23/2024,,,
587,,,,,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,,,,
588,,,,,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,,,,7/24/2024
589,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,8/25/2024,,Week 33,
590,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,6/3/2024,TBD,,
591,,,,,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,,,,
592,,,,,6094,1/1/2028,4/1/2029,,7/15/2024,7/15/2024,,,Week 33,
593,,,,,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,,,,7/26/2024
594,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,1/12/2025,,,
595,,,,,6016,Complete,11/12/2024,3/12/2026,Completed,Completed,9/4/2024,,,
596,,,,,6066,7/1/2027,10/1/2028,,Completed,Completed,,,,
598,,,,,6035,8/15/2024,1/26/2026,5/26/2027,8/5/2024,8/5/2024,,,,
599,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,,,,
600,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,
601,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,
602,,,,,7036,4/1/2028,7/1/2029,,6/24/2024,6/24/2024,,,,
603,,,,,6092,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,,,,
604,,,,,6010,Complete,1/6/2025,5/6/2026,8/19/2024,8/19/2024,8/13/2024,,,
605,,,,,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,,,Week 33,7/31/2024
606,,,,,6010,Complete,1/6/2025,5/6/2026,,,,,,
607,,,,,6012,12/18/2024,6/18/2026,10/18/2027,,,,,,8/22/2024
608,,,,,6012,12/18/2024,6/18/2026,10/18/2027,Completed,Completed,,,,
609,,,,,6009,10/1/2026,1/1/2028,,8/5/2024,8/5/2024,,,,
610,,,,,6068,4/1/2028,7/1/2029,,Completed,Completed,9/4/2024,,,
611,,,,,6012,12/18/2024,6/18/2026,10/18/2027,7/15/2024,7/15/2024,,,,8/23/2024
612,,,,,6092,4/1/2028,7/1/2029,,Completed,Completed,,,,
613,,,,,7035,7/1/2026,10/1/2027,,Completed,Completed,8/5/2024,,,
614,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,7/26/2024
615,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
616,,,,,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,8/25/2024,TBD,,
617,,,,,6066,7/1/2027,10/1/2028,,,,,,,
618,,,,,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,,,,
619,,,,,6066,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,9/25/2024,,,
620,,,,,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,9/30/2024,,,
621,,,,,6040,8/15/2024,12/22/2025,4/22/2027,Completed,Completed,9/22/2024,,,
