"Distribution 
Center",Banner,Commodity,Type,Item #,Supplier #,28-Jan,29-Jan,30-Jan,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb
6099,WM,CUT,CASE,552948015,870753942,0,0,0,0,238,0,0,0,0,0,0,0,0
6099,WM,CUT,CASE,555776495,402441940,0,0,0,0,327,0,0,0,0,0,0,0,0
6099,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,176,0,0,0,0,0,0,0
6099,WM,CUT,CASE,577479147,402441940,0,0,0,0,0,162,0,0,0,0,0,0,0
6099,WM,CUT,CASE,655998721,448436940,0,0,0,0,346,0,0,0,0,0,0,0,0
6099,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,421,0,0,0,0,0,0,0
6099,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,299,0,0,0,0,0,0,0
6099,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,0,201,0,0,0,0,0,0
6099,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,27,31,0,0,0,0,0,0
6099,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,77,28,0,0,0,0,0
6099,WM,CUT,PALLET,577479148,402441940,0,0,0,0,0,0,77,0,0,0,0,0,0
6099,WM,CUT,PALLET,577479149,402441940,0,0,0,0,0,0,0,56,91,0,0,0,0
6099,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,58,0,0,0,0,0
6099,WM,CUT,PALLET,656942442,442601940,0,0,0,0,0,0,234,156,70,0,0,0,0
6099,WM,CUT,PALLET,657169067,861990940,0,0,0,0,0,0,0,0,14,0,0,0,0
6099,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6099,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,9,18,21,22,6,6,0,0
6099,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6858,WM,CUT,CASE,552948015,870753942,0,0,0,0,258,0,0,0,0,0,0,0,0
6858,WM,CUT,CASE,555776495,402441940,0,0,0,0,449,0,0,0,0,0,0,0,0
6858,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,231,0,0,0,0,0,0,0
6858,WM,CUT,CASE,577479147,402441940,0,0,0,0,0,199,0,0,0,0,0,0,0
6858,WM,CUT,CASE,655998718,870753942,0,0,0,0,220,0,0,0,0,0,0,0,0
6858,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,535,0,0,0,0,0,0,0
6858,WM,CUT,CASE,657169081,83673940,0,0,0,0,0,337,0,0,0,0,0,0,0
6858,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,0,225,0,0,0,0,0,0
6858,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,78,29,0,0,0,0,0,0
6858,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,67,60,0,0,0,0,0
6858,WM,CUT,PALLET,577479148,402441940,0,0,0,0,0,0,105,0,0,0,0,0,0
6858,WM,CUT,PALLET,577479149,402441940,0,0,0,0,0,0,0,91,143,0,0,0,0
6858,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,234,156,118,0,0,0,0
6858,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,92,0,0,0,0,0
6858,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,37,0,0,0,0
6858,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
6858,WM,LIVE,CASE,674093023,723197560,0,0,0,0,0,3,7,8,9,2,2,0,0
6858,WM,LIVE,CASE,674093024,723197560,0,0,0,0,0,10,21,25,26,7,7,0,0
6858,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,8,16,19,19,5,5,0,0
6858,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,1,2,3,3,1,1,0,0
6858,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
7010,WM,CUT,CASE,552948015,870753942,0,0,0,0,213,0,0,0,0,0,0,0,0
7010,WM,CUT,CASE,555776495,402441940,0,0,0,0,424,0,0,0,0,0,0,0,0
7010,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,215,0,0,0,0,0,0,0
7010,WM,CUT,CASE,577478701,870753942,0,0,0,0,0,0,204,0,0,0,0,0,0
7010,WM,CUT,CASE,579423346,10269949,0,0,0,0,0,218,0,0,0,0,0,0,0
7010,WM,CUT,CASE,597951565,10269949,0,0,0,0,291,0,0,0,0,0,0,0,0
7010,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,340,0,0,0,0,0,0,0
7010,WM,CUT,CASE,666811406,10269949,0,0,0,0,0,320,0,0,0,0,0,0,0
7010,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,78,11,0,0,0,0,0,0
7010,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,125,41,0,0,0,0,0
7010,WM,CUT,PALLET,577478715,870753942,0,0,0,0,0,0,0,142,0,0,0,0,0
7010,WM,CUT,PALLET,579423347,10269949,0,0,0,0,0,45,59,0,0,0,0,0,0
7010,WM,CUT,PALLET,579423348,10269949,0,0,0,0,0,0,48,119,156,0,0,0,0
7010,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,156,143,0,0,0,0
7010,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,110,0,0,0,0
7010,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,98,201,238,244,65,67,0,0
7010,WM,LIVE,CASE,599681009,148353560,0,0,0,0,0,3,5,6,6,2,2,0,0
7010,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,23,47,55,57,15,15,0,0
7010,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,90,184,219,225,59,61,0,0
7010,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,6,12,14,15,4,4,0,0
7010,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,3,7,8,8,2,2,0,0
7010,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,23,47,56,57,15,16,0,0
7010,WM,LIVE,CASE,673759517,148353560,0,0,0,0,0,3,6,7,7,2,2,0,0
7010,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,13,27,32,32,9,9,0,0
7010,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,9,19,22,23,6,6,0,0
7012,SAMS,CUT,PALLET,214451,662556640,0,0,0,0,0,0,43,0,38,0,40,0,0
7012,SAMS,CUT,PALLET,557745,662556640,0,0,0,0,0,0,135,0,89,0,150,0,0
7012,SAMS,CUT,PALLET,980010313,737594640,0,0,0,0,0,0,0,0,15,0,49,0,0
7012,SAMS,CUT,PALLET,980173083,662556640,0,0,0,0,0,135,0,105,0,90,0,0,0
7012,SAMS,CUT,PALLET,984192699,662556640,0,0,0,0,0,0,0,0,0,0,3,0,0
7012,SAMS,LIVE,PALLET,990005772,233093640,12,12,12,0,0,0,0,0,0,9,9,9,9
7012,WM,CUT,CASE,552948015,870753942,0,0,0,0,24,0,0,0,0,0,0,0,0
7012,WM,CUT,CASE,577478835,442601940,0,0,0,0,0,130,0,0,0,0,0,0,0
7012,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,0,147,0,0,0,0,0,0
7012,WM,CUT,CASE,585848823,33068940,0,0,0,0,414,0,0,0,0,0,0,0,0
7012,WM,CUT,CASE,655998645,83673940,0,0,0,0,0,139,0,0,0,0,0,0,0
7012,WM,CUT,CASE,657169078,442601940,0,0,0,0,0,289,0,0,0,0,0,0,0
7012,WM,CUT,CASE,657169085,638471940,0,0,0,0,0,259,0,0,0,0,0,0,0
7012,WM,CUT,CASE,657169091,755520940,0,0,0,0,0,27,0,0,0,0,0,0,0
7012,WM,CUT,PALLET,577478874,442601940,0,0,0,0,0,61,0,0,0,0,0,0,0
7012,WM,CUT,PALLET,577478875,442601940,0,0,0,0,0,0,51,28,0,0,0,0,0
7012,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,50,0,0,0,0,0
7012,WM,CUT,PALLET,655998646,83673940,0,0,0,0,0,29,56,0,0,0,0,0,0
7012,WM,CUT,PALLET,655998647,83673940,0,0,0,0,0,0,0,33,48,0,0,0,0
7012,WM,CUT,PALLET,656942439,870753942,0,0,0,0,0,0,156,156,59,0,0,0,0
7012,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,11,0,0,0,0
7012,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,31,63,75,77,20,21,0,0
7012,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,8,16,19,19,5,5,0,0
7012,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,27,55,66,68,18,18,0,0
7012,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,1,3,3,3,1,1,0,0
7012,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,8,16,19,19,5,5,0,0
7012,WM,LIVE,CASE,674093022,44388560,0,0,0,0,0,10,21,25,25,7,7,0,0
7012,WM,LIVE,CASE,674093030,44388560,0,0,0,0,0,11,22,27,27,7,7,0,0
7012,WM,LIVE,CASE,674093031,44388560,0,0,0,0,0,4,8,10,10,3,3,0,0
7012,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,4,8,10,10,3,3,0,0
7012,WM,LIVE,PALLET,673053929,44388560,0,0,0,0,0,0,0,0,0,0,0,0,0
7012,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,5,11,13,13,4,4,0,0
7013,WM,CUT,CASE,552948015,870753942,0,0,0,0,261,0,0,0,0,0,0,0,0
7013,WM,CUT,CASE,555776495,402441940,0,0,0,0,346,0,0,0,0,0,0,0,0
7013,WM,CUT,CASE,577478682,870753942,0,0,0,0,0,153,0,0,0,0,0,0,0
7013,WM,CUT,CASE,577478718,442601940,0,0,0,0,0,201,0,0,0,0,0,0,0
7013,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,31,180,0,0,0,0,0,0
7013,WM,CUT,CASE,655998718,870753942,0,0,0,0,248,0,0,0,0,0,0,0,0
7013,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,557,0,0,0,0,0,0,0
7013,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,311,0,0,0,0,0,0,0
7013,WM,CUT,PALLET,577478699,870753942,0,0,0,0,0,78,4,0,0,0,0,0,0
7013,WM,CUT,PALLET,577478700,870753942,0,0,0,0,0,0,66,59,0,0,0,0,0
7013,WM,CUT,PALLET,577478723,442601940,0,0,0,0,0,0,79,0,0,0,0,0,0
7013,WM,CUT,PALLET,577478729,442601940,0,0,0,0,0,0,26,52,70,0,0,0,0
7013,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,134,0,0,0,0,0
7013,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,156,167,0,0,0,0
7013,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,102,0,0,0,0
7013,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,7,14,17,17,5,5,0,0
7014,WM,CUT,CASE,552948015,870753942,0,0,0,0,21,0,0,0,0,0,0,0,0
7014,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,124,0,0,0,0,0,0,0
7014,WM,CUT,CASE,577478835,442601940,0,0,0,0,0,136,0,0,0,0,0,0,0
7014,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,0,181,0,0,0,0,0,0
7014,WM,CUT,CASE,585848823,33068940,0,0,0,0,293,0,0,0,0,0,0,0,0
7014,WM,CUT,CASE,657169074,870753942,0,0,0,0,90,136,0,0,0,0,0,0,0
7014,WM,CUT,CASE,657169089,546262940,0,0,0,0,0,294,0,0,0,0,0,0,0
7014,WM,CUT,CASE,657169091,755520940,0,0,0,0,51,0,0,0,0,0,0,0,0
7014,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,72,0,0,0,0,0,0
7014,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,58,76,0,0,0,0
7014,WM,CUT,PALLET,577478874,442601940,0,0,0,0,0,39,29,0,0,0,0,0,0
7014,WM,CUT,PALLET,577478875,442601940,0,0,0,0,0,0,60,29,0,0,0,0,0
7014,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,50,0,0,0,0,0
7014,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,78,78,52,0,0,0,0
7014,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,6,0,0,0,0
7014,WM,LIVE,CASE,674093022,44388560,0,0,0,0,0,18,38,45,46,12,13,0,0
7014,WM,LIVE,CASE,674093030,44388560,0,0,0,0,0,16,33,39,40,11,11,0,0
7014,WM,LIVE,CASE,674093031,44388560,0,0,0,0,0,8,16,19,19,5,5,0,0
7014,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,2,5,6,6,2,2,0,0
7014,WM,LIVE,PALLET,673053929,44388560,0,0,0,0,0,0,0,1,1,0,0,0,0
7015,WM,CUT,CASE,552948015,870753942,0,0,0,0,0,113,0,0,0,0,0,0,0
7015,WM,CUT,CASE,555776495,402441940,0,0,0,0,318,0,0,0,0,0,0,0,0
7015,WM,CUT,CASE,577478835,442601940,0,0,0,0,0,155,0,0,0,0,0,0,0
7015,WM,CUT,CASE,579423346,10269949,0,0,0,0,0,157,0,0,0,0,0,0,0
7015,WM,CUT,CASE,655998722,638471940,0,0,0,0,108,0,0,0,0,0,0,0,0
7015,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,4,0,0,0,0,0,0,0
7015,WM,CUT,CASE,657169085,638471940,0,0,0,0,0,0,290,0,0,0,0,0,0
7015,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,0,195,0,0,0,0,0,0
7015,WM,CUT,PALLET,577478874,442601940,0,0,0,0,0,59,0,0,0,0,0,0,0
7015,WM,CUT,PALLET,577478875,442601940,0,0,0,0,0,0,50,65,0,0,0,0,0
7015,WM,CUT,PALLET,579423347,10269949,0,0,0,0,0,0,81,0,0,0,0,0,0
7015,WM,CUT,PALLET,579423348,10269949,0,0,0,0,0,0,0,40,77,0,0,0,0
7015,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,117,117,70,0,0,0,0
7015,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,74,0,0,0,0,0
7015,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,57,0,0,0,0
7015,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,77,158,188,193,51,53,0,0
7015,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,15,32,38,39,10,11,0,0
7015,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,77,158,188,193,51,53,0,0
7015,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,3,6,7,7,2,2,0,0
7015,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,23,48,56,58,15,16,0,0
7015,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,7,15,18,19,5,5,0,0
7015,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,8,17,21,21,6,6,0,0
7015,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,3,7,8,8,2,2,0,0
7016,WM,CUT,CASE,552948015,870753942,0,0,0,0,0,203,0,0,0,0,0,0,0
7016,WM,CUT,CASE,555776495,402441940,0,0,0,0,347,36,0,0,0,0,0,0,0
7016,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,187,0,0,0,0,0,0,0
7016,WM,CUT,CASE,577478969,755520940,0,0,0,0,0,155,0,0,0,0,0,0,0
7016,WM,CUT,CASE,597793855,448436940,0,0,0,0,0,175,0,0,0,0,0,0,0
7016,WM,CUT,CASE,655998718,870753942,0,0,0,0,96,0,0,0,0,0,0,0,0
7016,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,279,0,0,0,0,0,0,0
7016,WM,CUT,CASE,657169086,456939940,0,0,0,0,0,354,0,0,0,0,0,0,0
7016,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,87,0,0,0,0,0
7016,WM,CUT,PALLET,577478971,755520940,0,0,0,0,0,0,79,0,0,0,0,0,0
7016,WM,CUT,PALLET,577478997,755520940,0,0,0,0,0,0,0,72,92,0,0,0,0
7016,WM,CUT,PALLET,597793852,448436940,0,0,0,0,0,0,94,29,0,0,0,0,0
7016,WM,CUT,PALLET,597793857,448436940,0,0,0,0,0,0,82,0,0,0,0,0,0
7016,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,156,156,101,0,0,0,0
7016,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,36,0,0,0,0
7016,WM,LIVE,CASE,674093022,44388560,0,0,0,0,0,23,48,57,58,15,16,0,0
7016,WM,LIVE,CASE,674093023,723197560,0,0,0,0,0,14,30,35,36,10,10,0,0
7016,WM,LIVE,CASE,674093024,723197560,0,0,0,0,0,43,89,106,109,29,30,0,0
7016,WM,LIVE,CASE,674093030,44388560,0,0,0,0,0,25,52,62,64,17,17,0,0
7016,WM,LIVE,CASE,674093031,44388560,0,0,0,0,0,10,20,23,24,6,7,0,0
7016,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,2,5,6,6,2,2,0,0
7016,WM,LIVE,PALLET,673053929,44388560,0,0,0,0,0,0,1,1,1,0,0,0,0
7017,WM,CUT,CASE,552948015,870753942,0,0,0,0,159,0,0,0,0,0,0,0,0
7017,WM,CUT,CASE,555776495,402441940,0,0,0,0,619,0,0,0,0,0,0,0,0
7017,WM,CUT,CASE,577478835,442601940,0,0,0,0,0,181,0,0,0,0,0,0,0
7017,WM,CUT,CASE,577479172,569194940,0,0,0,0,0,0,166,0,0,0,0,0,0
7017,WM,CUT,CASE,597951565,10269949,0,0,0,0,44,0,0,0,0,0,0,0,0
7017,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,401,0,0,0,0,0,0,0
7017,WM,CUT,CASE,657169089,546262940,0,0,0,0,0,319,0,0,0,0,0,0,0
7017,WM,CUT,CASE,657169091,755520940,0,0,0,0,0,17,0,0,0,0,0,0,0
7017,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,0,202,0,0,0,0,0,0
7017,WM,CUT,PALLET,577478874,442601940,0,0,0,0,0,62,0,0,0,0,0,0,0
7017,WM,CUT,PALLET,577478875,442601940,0,0,0,0,0,0,110,35,0,0,0,0,0
7017,WM,CUT,PALLET,577479353,569194940,0,0,0,0,0,16,63,0,0,0,0,0,0
7017,WM,CUT,PALLET,577479365,569194940,0,0,0,0,0,0,0,115,83,0,0,0,0
7017,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,89,0,0,0,0,0
7017,WM,CUT,PALLET,656942443,402441940,0,0,0,0,0,0,156,156,149,0,0,0,0
7017,WM,CUT,PALLET,657169066,638471940,0,0,0,0,0,0,0,0,63,0,0,0,0
7017,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,27,55,66,68,18,18,0,0
7017,WM,LIVE,CASE,599681009,148353560,0,0,0,0,0,0,0,1,1,0,0,0,0
7017,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,4,8,9,10,3,3,0,0
7017,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,27,55,66,68,18,18,0,0
7017,WM,LIVE,CASE,599698278,148353560,0,0,0,0,0,1,2,2,2,0,1,0,0
7017,WM,LIVE,CASE,599698279,148353560,0,0,0,0,0,3,7,8,8,2,2,0,0
7017,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,8,16,19,19,5,5,0,0
7017,WM,LIVE,CASE,673759517,148353560,0,0,0,0,0,0,0,1,1,0,0,0,0
7017,WM,LIVE,CASE,674093022,44388560,0,0,0,0,0,39,80,94,97,26,26,0,0
7017,WM,LIVE,CASE,674093030,44388560,0,0,0,0,0,42,86,102,105,28,28,0,0
7017,WM,LIVE,CASE,674093031,44388560,0,0,0,0,0,17,35,41,43,11,12,0,0
7017,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,5,10,12,12,3,3,0,0
7017,WM,LIVE,PALLET,673053929,44388560,0,0,0,0,0,0,0,0,0,0,0,0,0
7017,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,4,8,9,10,3,3,0,0
7018,WM,CUT,CASE,552948015,870753942,0,0,0,0,185,0,0,0,0,0,0,0,0
7018,WM,CUT,CASE,555776495,402441940,0,0,0,0,0,260,0,0,0,0,0,0,0
7018,WM,CUT,CASE,577478670,870753942,0,0,0,0,0,157,0,0,0,0,0,0,0
7018,WM,CUT,CASE,597951565,10269949,0,0,0,0,278,0,0,0,0,0,0,0,0
7018,WM,CUT,CASE,656207329,83385940,0,0,0,0,0,170,0,0,0,0,0,0,0
7018,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,229,0,0,0,0,0,0,0
7018,WM,CUT,CASE,657169088,442601940,0,0,0,0,0,0,284,0,0,0,0,0,0
7018,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,0,177,0,0,0,0,0,0
7018,WM,CUT,PALLET,577478673,870753942,0,0,0,0,0,0,71,0,0,0,0,0,0
7018,WM,CUT,PALLET,577478674,870753942,0,0,0,0,0,0,0,34,91,0,0,0,0
7018,WM,CUT,PALLET,598136177,83385940,0,0,0,0,0,0,52,61,0,0,0,0,0
7018,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,82,0,0,0,0,0
7018,WM,CUT,PALLET,656207330,83385940,0,0,0,0,0,63,0,0,0,0,0,0,0
7018,WM,CUT,PALLET,656942442,442601940,0,0,0,0,0,0,156,156,95,0,0,0,0
7018,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,38,0,0,0,0
7018,WM,LIVE,CASE,599681002,148353560,0,0,0,0,0,35,71,85,87,23,24,0,0
7018,WM,LIVE,CASE,599681010,148353560,0,0,0,0,0,12,24,28,29,8,8,0,0
7018,WM,LIVE,CASE,599698277,148353560,0,0,0,0,0,35,71,85,87,23,24,0,0
7018,WM,LIVE,CASE,673097269,148353560,0,0,0,0,0,8,16,19,19,5,5,0,0
7018,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,5,9,11,12,3,3,0,0
7018,WM,LIVE,PALLET,673805671,148353560,0,0,0,0,0,7,14,16,17,4,5,0,0
7019,WM,CUT,CASE,552948015,870753942,0,0,0,0,0,155,0,0,0,0,0,0,0
7019,WM,CUT,CASE,555776495,402441940,0,0,0,0,343,0,0,0,0,0,0,0,0
7019,WM,CUT,CASE,577478835,442601940,0,0,0,0,0,155,0,0,0,0,0,0,0
7019,WM,CUT,CASE,577479153,49924941,0,0,0,0,0,175,0,0,0,0,0,0,0
7019,WM,CUT,CASE,655998721,448436940,0,0,0,0,75,0,0,0,0,0,0,0,0
7019,WM,CUT,CASE,657169074,870753942,0,0,0,0,0,325,0,0,0,0,0,0,0
7019,WM,CUT,CASE,657169079,870753942,0,0,0,0,0,260,0,0,0,0,0,0,0
7019,WM,CUT,CASE,657169091,755520940,0,0,0,0,9,0,0,0,0,0,0,0,0
7019,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,146,0,0,0,0,0,0,0
7019,WM,CUT,PALLET,577478874,442601940,0,0,0,0,0,9,62,0,0,0,0,0,0
7019,WM,CUT,PALLET,577478875,442601940,0,0,0,0,0,0,58,39,0,0,0,0,0
7019,WM,CUT,PALLET,577479154,49924941,0,0,0,0,0,0,69,0,0,0,0,0,0
7019,WM,CUT,PALLET,577479156,49924941,0,0,0,0,0,0,0,49,89,0,0,0,0
7019,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,234,156,67,0,0,0,0
7019,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,47,0,0,0,0,0
7019,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,45,0,0,0,0
7019,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
7019,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,9,18,22,23,6,6,0,0
7019,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
7021,WM,CUT,CASE,555776495,402441940,0,0,0,0,356,0,0,0,0,0,0,0,0
7021,WM,CUT,CASE,577478718,442601940,0,0,0,0,0,147,0,0,0,0,0,0,0
7021,WM,CUT,CASE,577478835,442601940,0,0,0,0,169,0,0,0,0,0,0,0,0
7021,WM,CUT,CASE,655998718,870753942,0,0,0,0,185,0,0,0,0,0,0,0,0
7021,WM,CUT,CASE,657169078,442601940,0,0,0,0,0,351,0,0,0,0,0,0,0
7021,WM,CUT,CASE,657169086,456939940,0,0,0,0,0,302,0,0,0,0,0,0,0
7021,WM,CUT,CASE,657169090,442601940,0,0,0,0,169,0,0,0,0,0,0,0,0
7021,WM,CUT,CASE,657169099,456939940,0,0,0,0,0,0,166,0,0,0,0,0,0
7021,WM,CUT,PALLET,577478723,442601940,0,0,0,0,0,0,69,0,0,0,0,0,0
7021,WM,CUT,PALLET,577478729,442601940,0,0,0,0,0,0,0,16,68,0,0,0,0
7021,WM,CUT,PALLET,577478874,442601940,0,0,0,0,0,0,71,0,0,0,0,0,0
7021,WM,CUT,PALLET,577478875,442601940,0,0,0,0,0,0,66,38,0,0,0,0,0
7021,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,78,78,69,0,0,0,0
7021,WM,CUT,PALLET,599029246,456939940,0,0,0,0,0,0,0,71,0,0,0,0,0
7021,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,30,0,0,0,0
7021,WM,LIVE,PALLET,666166792,233093560,0,0,0,0,0,8,17,20,20,5,6,0,0
7023,WM,CUT,CASE,555776495,402441940,0,0,0,0,234,133,0,0,0,0,0,0,0
7023,WM,CUT,CASE,577478888,442601940,0,0,0,0,0,0,197,0,0,0,0,0,0
7023,WM,CUT,CASE,577478911,456939940,0,0,0,0,0,177,0,0,0,0,0,0,0
7023,WM,CUT,CASE,577479147,402441940,0,0,0,0,0,153,0,0,0,0,0,0,0
7023,WM,CUT,CASE,657169078,442601940,0,0,0,0,0,202,0,0,0,0,0,0,0
7023,WM,CUT,CASE,657169088,442601940,0,0,0,0,0,270,22,0,0,0,0,0,0
7023,WM,CUT,CASE,657169090,442601940,0,0,0,0,220,0,0,0,0,0,0,0,0
7023,WM,CUT,PALLET,577478889,442601940,0,0,0,0,0,0,0,41,0,0,0,0,0
7023,WM,CUT,PALLET,577478912,456939940,0,0,0,0,0,0,66,0,0,0,0,0,0
7023,WM,CUT,PALLET,577478939,456939940,0,0,0,0,0,0,12,56,0,0,0,0,0
7023,WM,CUT,PALLET,577479148,402441940,0,0,0,0,0,0,95,0,0,0,0,0,0
7023,WM,CUT,PALLET,577479149,402441940,0,0,0,0,0,0,0,112,82,0,0,0,0
7023,WM,CUT,PALLET,598507316,755520940,0,0,0,0,0,0,78,78,78,0,0,0,0
7023,WM,CUT,PALLET,657169065,83673940,0,0,0,0,0,0,0,0,64,0,0,0,0
7023,WM,LIVE,CASE,673777118,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
7023,WM,LIVE,PALLET,666166789,233093560,0,0,0,0,0,8,17,21,21,6,6,0,0
7023,WM,LIVE,PALLET,674167997,591685560,0,0,0,0,0,0,0,1,1,0,0,0,0
7024,SAMS,CUT,PALLET,214451,662556640,0,0,0,0,0,0,42,0,37,0,34,0,0
7024,SAMS,CUT,PALLET,557745,662556640,0,0,0,0,0,0,147,0,126,0,168,0,0
7024,SAMS,CUT,PALLET,980010313,737594640,0,0,0,0,0,0,0,0,12,0,40,0,0
7024,SAMS,CUT,PALLET,980173083,662556640,0,0,0,0,0,120,0,107,0,92,0,0,0
