BU,Region,Market,Stores,Wk7,Wk8,Wk9,Wk10,Wk11,Wk12,Wk13,Wk14,,,
F,75,312,3770,"$9,438.66","$9,438.66","$9,438.66","$8,298.52","$8,298.52","$8,298.52","$8,298.52","$8,202.04",,,
B,46,371,3771,"$32,880.10","$32,880.10","$32,880.10","$31,263.61","$31,263.61","$31,263.61","$31,263.61","$23,757.39",,,
E,20,311,3772,"$12,765.11","$12,765.11","$12,765.11","$11,149.69","$11,149.69","$11,149.69","$11,149.69","$9,194.78",,,
B,5,479,3773,"$27,225.92","$27,225.92","$27,225.92","$23,001.61","$23,001.61","$23,001.61","$23,001.61","$21,003.07",,,
F,22,165,3774,"$19,690.44","$19,690.44","$19,690.44","$17,419.86","$17,419.86","$17,419.86","$17,419.86","$15,260.55",,,
B,5,56,3777,"$26,130.11","$26,130.11","$26,130.11","$24,045.07","$24,045.07","$24,045.07","$24,045.07","$18,952.71",,,
M,54,381,3778,"$23,672.90","$23,672.90","$23,672.90","$19,696.46","$19,696.46","$19,696.46","$19,696.46","$16,937.27",,,
F,75,281,3780,"$22,858.21","$22,858.21","$22,858.21","$19,691.09","$19,691.09","$19,691.09","$19,691.09","$17,851.92",,,
E,25,482,3781,"$22,380.02","$22,380.02","$22,380.02","$18,217.08","$18,217.08","$18,217.08","$18,217.08","$15,707.17",,,
A,9,91,3782,"$26,682.27","$26,682.27","$26,682.27","$23,744.52","$23,744.52","$23,744.52","$23,744.52","$19,259.64",,,
E,21,223,3783,"$15,727.08","$15,727.08","$15,727.08","$13,348.39","$13,348.39","$13,348.39","$13,348.39","$12,543.23",,,
E,21,221,3784,"$18,461.47","$18,461.47","$18,461.47","$15,351.25","$15,351.25","$15,351.25","$15,351.25","$13,391.79",,,
A,14,14,3785,"$13,807.80","$13,807.80","$13,807.80","$11,491.64","$11,491.64","$11,491.64","$11,491.64","$9,871.79",,,
A,2,25,3786,"$28,635.10","$28,635.10","$28,635.10","$22,834.50","$22,834.50","$22,834.50","$22,834.50","$18,220.81",,,
M,54,401,3789,"$19,540.24","$19,540.24","$19,540.24","$16,328.91","$16,328.91","$16,328.91","$16,328.91","$14,322.31",,,
E,25,265,3790,"$18,787.10","$18,787.10","$18,787.10","$16,021.39","$16,021.39","$16,021.39","$16,021.39","$14,633.63",,,
E,19,202,3791,"$16,093.40","$16,093.40","$16,093.40","$12,810.53","$12,810.53","$12,810.53","$12,810.53","$11,629.52",,,
E,21,219,3792,"$19,898.12","$19,898.12","$19,898.12","$16,407.78","$16,407.78","$16,407.78","$16,407.78","$14,712.25",,,
M,60,514,3794,"$24,468.99","$24,468.99","$24,468.99","$23,471.01","$23,471.01","$23,471.01","$23,471.01","$21,301.52",,,
F,17,577,3795,"$43,353.16","$43,353.16","$43,353.16","$36,932.93","$36,932.93","$36,932.93","$36,932.93","$33,579.50",,,
M,57,462,3796,"$29,292.18","$29,292.18","$29,292.18","$25,391.55","$25,391.55","$25,391.55","$25,391.55","$22,311.22",,,
B,46,371,3799,"$25,862.85","$25,862.85","$25,862.85","$21,835.42","$21,835.42","$21,835.42","$21,835.42","$16,854.79",,,
M,60,471,3801,"$22,179.71","$22,179.71","$22,179.71","$18,073.76","$18,073.76","$18,073.76","$18,073.76","$14,957.51",,,
F,75,284,3802,"$25,589.49","$25,589.49","$25,589.49","$22,708.04","$22,708.04","$22,708.04","$22,708.04","$19,760.36",,,
F,17,173,3803,"$17,421.70","$17,421.70","$17,421.70","$13,397.36","$13,397.36","$13,397.36","$13,397.36","$13,474.48",,,
F,75,293,3804,"$23,411.02","$23,411.02","$23,411.02","$19,621.63","$19,621.63","$19,621.63","$19,621.63","$17,077.64",,,
M,54,391,3805,"$16,219.30","$16,219.30","$16,219.30","$13,892.53","$13,892.53","$13,892.53","$13,892.53","$13,069.40",,,
M,52,421,3806,"$11,652.62","$11,652.62","$11,652.62","$10,463.43","$10,463.43","$10,463.43","$10,463.43","$9,271.20",,,
B,46,367,3807,"$13,502.39","$13,502.39","$13,502.39","$11,346.14","$11,346.14","$11,346.14","$11,346.14","$9,777.67",,,
E,19,213,3809,"$9,767.47","$9,767.47","$9,767.47","$8,064.74","$8,064.74","$8,064.74","$8,064.74","$7,187.24",,,
F,22,168,3810,"$12,665.34","$12,665.34","$12,665.34","$11,446.59","$11,446.59","$11,446.59","$11,446.59","$10,415.06",,,
E,21,217,3812,"$14,756.92","$14,756.92","$14,756.92","$12,153.38","$12,153.38","$12,153.38","$12,153.38","$11,103.49",,,
M,47,433,3823,"$22,177.68","$22,177.68","$22,177.68","$17,291.44","$17,291.44","$17,291.44","$17,291.44","$16,591.20",,,
M,54,585,3824,"$22,976.62","$22,976.62","$22,976.62","$17,865.07","$17,865.07","$17,865.07","$17,865.07","$16,135.69",,,
F,26,302,3825,"$20,765.38","$20,765.38","$20,765.38","$15,640.80","$15,640.80","$15,640.80","$15,640.80","$12,911.11",,,
B,46,71,3826,"$21,696.25","$21,696.25","$21,696.25","$18,480.32","$18,480.32","$18,480.32","$18,480.32","$15,718.00",,,
B,6,64,3827,"$24,562.27","$24,562.27","$24,562.27","$21,998.28","$21,998.28","$21,998.28","$21,998.28","$19,375.22",,,
B,5,46,3828,"$17,161.54","$17,161.54","$17,161.54","$15,157.98","$15,157.98","$15,157.98","$15,157.98","$13,572.16",,,
F,4,124,3829,"$19,795.41","$19,795.41","$19,795.41","$17,213.55","$17,213.55","$17,213.55","$17,213.55","$14,888.40",,,
F,22,178,3830,"$17,426.95","$17,426.95","$17,426.95","$14,507.21","$14,507.21","$14,507.21","$14,507.21","$13,873.74",,,
F,75,288,3831,"$16,529.83","$16,529.83","$16,529.83","$15,347.22","$15,347.22","$15,347.22","$15,347.22","$12,390.85",,,
B,46,372,3833,"$27,392.87","$27,392.87","$27,392.87","$25,022.93","$25,022.93","$25,022.93","$25,022.93","$20,501.31",,,
A,2,119,3835,"$25,736.23","$25,736.23","$25,736.23","$23,120.82","$23,120.82","$23,120.82","$23,120.82","$19,644.86",,,
E,53,263,3837,"$17,692.23","$17,692.23","$17,692.23","$15,518.85","$15,518.85","$15,518.85","$15,518.85","$13,928.30",,,
E,20,227,3838,"$25,950.15","$25,950.15","$25,950.15","$20,309.94","$20,309.94","$20,309.94","$20,309.94","$17,233.98",,,
E,21,222,3840,"$22,774.77","$22,774.77","$22,774.77","$18,870.02","$18,870.02","$18,870.02","$18,870.02","$17,165.38",,,
F,17,192,3842,"$19,440.65","$19,440.65","$19,440.65","$16,053.80","$16,053.80","$16,053.80","$16,053.80","$13,376.06",,,
F,75,285,3843,"$18,870.15","$18,870.15","$18,870.15","$16,653.48","$16,653.48","$16,653.48","$16,653.48","$15,032.11",,,
B,46,405,3847,"$20,678.55","$20,678.55","$20,678.55","$17,126.96","$17,126.96","$17,126.96","$17,126.96","$14,272.48",,,
M,54,401,3848,"$19,991.33","$19,991.33","$19,991.33","$16,007.16","$16,007.16","$16,007.16","$16,007.16","$14,664.89",,,
M,60,467,3850,"$22,878.08","$22,878.08","$22,878.08","$18,446.30","$18,446.30","$18,446.30","$18,446.30","$16,080.24",,,
E,21,246,3851,"$23,270.63","$23,270.63","$23,270.63","$19,172.31","$19,172.31","$19,172.31","$19,172.31","$17,046.24",,,
F,4,124,3852,"$9,573.30","$9,573.30","$9,573.30","$8,947.45","$8,947.45","$8,947.45","$8,947.45","$7,622.60",,,
M,47,430,3853,"$14,272.08","$14,272.08","$14,272.08","$11,669.66","$11,669.66","$11,669.66","$11,669.66","$9,532.42",,,
E,53,441,3857,"$20,189.99","$20,189.99","$20,189.99","$17,343.23","$17,343.23","$17,343.23","$17,343.23","$15,652.93",,,
A,9,108,3858,"$18,227.62","$18,227.62","$18,227.62","$15,433.59","$15,433.59","$15,433.59","$15,433.59","$12,892.23",,,
E,20,208,3860,"$19,546.08","$19,546.08","$19,546.08","$18,305.76","$18,305.76","$18,305.76","$18,305.76","$16,250.56",,,
B,46,373,3861,"$22,935.87","$22,935.87","$22,935.87","$19,222.50","$19,222.50","$19,222.50","$19,222.50","$17,309.72",,,
F,26,302,3864,"$30,193.91","$30,193.91","$30,193.91","$23,597.95","$23,597.95","$23,597.95","$23,597.95","$18,989.51",,,
M,54,379,3867,"$23,298.43","$23,298.43","$23,298.43","$18,298.61","$18,298.61","$18,298.61","$18,298.61","$16,018.61",,,
A,42,127,3868,"$19,015.12","$19,015.12","$19,015.12","$17,454.07","$17,454.07","$17,454.07","$17,454.07","$14,026.06",,,
F,75,287,3869,"$11,683.75","$11,683.75","$11,683.75","$10,273.61","$10,273.61","$10,273.61","$10,273.61","$8,781.81",,,
M,47,430,3872,"$26,320.72","$26,320.72","$26,320.72","$23,284.75","$23,284.75","$23,284.75","$23,284.75","$20,435.27",,,
A,2,18,3874,"$23,121.01","$23,121.01","$23,121.01","$19,523.62","$19,523.62","$19,523.62","$19,523.62","$17,111.33",,,
M,47,427,3875,"$10,334.70","$10,334.70","$10,334.70","$8,678.24","$8,678.24","$8,678.24","$8,678.24","$7,737.40",,,
E,19,200,3876,"$15,065.16","$15,065.16","$15,065.16","$12,727.10","$12,727.10","$12,727.10","$12,727.10","$11,880.57",,,
A,3,93,3877,"$21,297.45","$21,297.45","$21,297.45","$16,170.25","$16,170.25","$16,170.25","$16,170.25","$14,785.45",,,
M,60,470,3883,"$21,396.08","$21,396.08","$21,396.08","$19,002.54","$19,002.54","$19,002.54","$19,002.54","$16,894.87",,,
B,46,367,3884,"$16,699.43","$16,699.43","$16,699.43","$14,706.43","$14,706.43","$14,706.43","$14,706.43","$12,023.73",,,
B,6,80,3886,"$24,299.64","$24,299.64","$24,299.64","$19,388.09","$19,388.09","$19,388.09","$19,388.09","$17,544.21",,,
A,9,115,3887,"$23,885.25","$23,885.25","$23,885.25","$19,237.87","$19,237.87","$19,237.87","$19,237.87","$16,676.80",,,
B,6,86,3888,"$30,186.98","$30,186.98","$30,186.98","$25,277.70","$25,277.70","$25,277.70","$25,277.70","$19,668.72",,,
F,26,299,3889,"$19,813.85","$19,813.85","$19,813.85","$17,053.61","$17,053.61","$17,053.61","$17,053.61","$15,264.77",,,
E,25,269,3891,"$26,259.77","$26,259.77","$26,259.77","$21,910.06","$21,910.06","$21,910.06","$21,910.06","$19,184.61",,,
E,25,269,3893,"$18,033.47","$18,033.47","$18,033.47","$15,733.34","$15,733.34","$15,733.34","$15,733.34","$14,785.64",,,
E,41,259,3894,"$26,279.16","$26,279.16","$26,279.16","$21,512.45","$21,512.45","$21,512.45","$21,512.45","$18,313.96",,,
B,46,368,3896,"$22,674.02","$22,674.02","$22,674.02","$20,503.81","$20,503.81","$20,503.81","$20,503.81","$16,526.42",,,
M,56,400,3897,"$34,263.14","$34,263.14","$34,263.14","$27,729.76","$27,729.76","$27,729.76","$27,729.76","$24,933.36",,,
F,17,176,3912,"$20,980.10","$20,980.10","$20,980.10","$19,247.42","$19,247.42","$19,247.42","$19,247.42","$18,080.77",,,
M,57,458,3947,"$23,225.61","$23,225.61","$23,225.61","$21,713.27","$21,713.27","$21,713.27","$21,713.27","$18,505.26",,,
E,25,266,4049,"$21,858.75","$21,858.75","$21,858.75","$17,643.42","$17,643.42","$17,643.42","$17,643.42","$14,798.30",,,
B,6,87,4055,"$21,681.46","$21,681.46","$21,681.46","$18,852.72","$18,852.72","$18,852.72","$18,852.72","$15,415.75",,,
A,9,105,4063,"$14,767.64","$14,767.64","$14,767.64","$12,885.52","$12,885.52","$12,885.52","$12,885.52","$10,505.63",,,
F,75,289,4064,"$22,636.04","$22,636.04","$22,636.04","$19,965.56","$19,965.56","$19,965.56","$19,965.56","$17,279.69",,,
F,26,300,4065,"$24,227.51","$24,227.51","$24,227.51","$19,079.39","$19,079.39","$19,079.39","$19,079.39","$15,616.94",,,
M,54,582,4068,"$22,880.23","$22,880.23","$22,880.23","$19,214.85","$19,214.85","$19,214.85","$19,214.85","$16,932.09",,,
M,57,465,4101,"$17,377.92","$17,377.92","$17,377.92","$15,062.04","$15,062.04","$15,062.04","$15,062.04","$12,607.72",,,
B,6,86,4102,"$14,136.72","$14,136.72","$14,136.72","$12,287.39","$12,287.39","$12,287.39","$12,287.39","$10,527.47",,,
B,6,77,4103,"$12,554.61","$12,554.61","$12,554.61","$11,220.36","$11,220.36","$11,220.36","$11,220.36","$9,586.80",,,
A,42,323,4108,"$29,634.50","$29,634.50","$29,634.50","$25,660.88","$25,660.88","$25,660.88","$25,660.88","$23,464.42",,,
B,6,65,4111,"$20,934.65","$20,934.65","$20,934.65","$17,542.54","$17,542.54","$17,542.54","$17,542.54","$15,405.54",,,
B,6,569,4112,"$21,945.16","$21,945.16","$21,945.16","$19,492.99","$19,492.99","$19,492.99","$19,492.99","$16,268.26",,,
B,6,87,4115,"$22,152.64","$22,152.64","$22,152.64","$18,117.30","$18,117.30","$18,117.30","$18,117.30","$15,600.76",,,
E,41,256,4118,"$21,693.87","$21,693.87","$21,693.87","$18,852.69","$18,852.69","$18,852.69","$18,852.69","$15,673.13",,,
B,13,128,4129,"$24,613.26","$24,613.26","$24,613.26","$22,481.65","$22,481.65","$22,481.65","$22,481.65","$19,674.11",,,
B,5,82,4130,"$21,149.18","$21,149.18","$21,149.18","$21,060.16","$21,060.16","$21,060.16","$21,060.16","$16,581.45",,,
B,6,506,4131,"$14,617.58","$14,617.58","$14,617.58","$15,115.18","$15,115.18","$15,115.18","$15,115.18","$13,458.82",,,
M,57,465,4132,"$25,029.99","$25,029.99","$25,029.99","$21,111.85","$21,111.85","$21,111.85","$21,111.85","$18,926.14",,,
M,60,467,4137,"$22,594.21","$22,594.21","$22,594.21","$18,938.34","$18,938.34","$18,938.34","$18,938.34","$16,161.34",,,
A,3,30,4144,"$17,537.22","$17,537.22","$17,537.22","$15,505.32","$15,505.32","$15,505.32","$15,505.32","$14,327.04",,,
F,17,175,4153,"$19,833.67","$19,833.67","$19,833.67","$18,534.88","$18,534.88","$18,534.88","$18,534.88","$16,239.74",,,
F,16,181,4156,"$14,619.19","$14,619.19","$14,619.19","$12,373.91","$12,373.91","$12,373.91","$12,373.91","$10,725.55",,,
A,9,110,4161,"$24,008.76","$24,008.76","$24,008.76","$20,551.47","$20,551.47","$20,551.47","$20,551.47","$16,406.52",,,
B,6,506,4162,"$15,109.45","$15,109.45","$15,109.45","$13,399.66","$13,399.66","$13,399.66","$13,399.66","$11,329.03",,,
B,5,82,4163,"$17,369.70","$17,369.70","$17,369.70","$16,030.81","$16,030.81","$16,030.81","$16,030.81","$14,249.33",,,
B,5,55,4164,"$23,905.71","$23,905.71","$23,905.71","$21,314.81","$21,314.81","$21,314.81","$21,314.81","$18,069.92",,,
B,5,479,4165,"$22,914.73","$22,914.73","$22,914.73","$17,770.06","$17,770.06","$17,770.06","$17,770.06","$15,133.59",,,
A,2,121,4166,"$17,851.20","$17,851.20","$17,851.20","$14,478.52","$14,478.52","$14,478.52","$14,478.52","$12,834.10",,,
A,42,326,4168,"$19,356.88","$19,356.88","$19,356.88","$19,289.13","$19,289.13","$19,289.13","$19,289.13","$14,022.77",,,
M,57,466,4171,"$17,511.47","$17,511.47","$17,511.47","$15,268.25","$15,268.25","$15,268.25","$15,268.25","$13,231.16",,,
M,60,477,4176,"$16,371.69","$16,371.69","$16,371.69","$13,743.75","$13,743.75","$13,743.75","$13,743.75","$12,838.62",,,
B,6,85,4183,"$16,664.66","$16,664.66","$16,664.66","$14,679.79","$14,679.79","$14,679.79","$14,679.79","$12,954.02",,,
A,2,24,4185,"$25,677.87","$25,677.87","$25,677.87","$21,442.75","$21,442.75","$21,442.75","$21,442.75","$16,107.27",,,
A,12,137,4187,"$21,058.03","$21,058.03","$21,058.03","$17,193.63","$17,193.63","$17,193.63","$17,193.63","$14,863.00",,,
F,75,287,4191,"$12,960.16","$12,960.16","$12,960.16","$9,718.67","$9,718.67","$9,718.67","$9,718.67","$8,746.67",,,
B,6,84,4194,"$14,943.82","$14,943.82","$14,943.82","$15,829.72","$15,829.72","$15,829.72","$15,829.72","$13,603.96",,,
B,44,352,4195,"$21,889.63","$21,889.63","$21,889.63","$18,802.34","$18,802.34","$18,802.34","$18,802.34","$16,152.28",,,
A,3,16,4200,"$23,173.97","$23,173.97","$23,173.97","$20,410.26","$20,410.26","$20,410.26","$20,410.26","$14,471.81",,,
B,46,385,4201,"$17,718.56","$17,718.56","$17,718.56","$15,071.35","$15,071.35","$15,071.35","$15,071.35","$13,664.45",,,
M,56,455,4202,"$14,703.10","$14,703.10","$14,703.10","$12,573.16","$12,573.16","$12,573.16","$12,573.16","$11,042.70",,,
M,57,365,4203,"$21,673.36","$21,673.36","$21,673.36","$18,597.15","$18,597.15","$18,597.15","$18,597.15","$17,149.58",,,
M,54,401,4208,"$13,172.20","$13,172.20","$13,172.20","$11,695.59","$11,695.59","$11,695.59","$11,695.59","$10,408.71",,,
M,47,407,4209,"$14,890.63","$14,890.63","$14,890.63","$12,676.97","$12,676.97","$12,676.97","$12,676.97","$12,106.02",,,
B,5,55,4215,"$16,869.59","$16,869.59","$16,869.59","$14,472.64","$14,472.64","$14,472.64","$14,472.64","$12,598.19",,,
E,25,580,4216,"$21,323.21","$21,323.21","$21,323.21","$17,090.81","$17,090.81","$17,090.81","$17,090.81","$16,922.92",,,
B,5,82,4219,"$20,195.21","$20,195.21","$20,195.21","$19,023.58","$19,023.58","$19,023.58","$19,023.58","$16,417.35",,,
M,60,477,4221,"$18,437.62","$18,437.62","$18,437.62","$15,488.39","$15,488.39","$15,488.39","$15,488.39","$14,574.68",,,
A,2,122,4223,"$24,319.33","$24,319.33","$24,319.33","$20,043.74","$20,043.74","$20,043.74","$20,043.74","$18,480.57",,,
F,4,304,4224,"$22,557.56","$22,557.56","$22,557.56","$19,503.21","$19,503.21","$19,503.21","$19,503.21","$16,378.76",,,
A,2,119,4226,"$11,876.61","$11,876.61","$11,876.61","$11,408.30","$11,408.30","$11,408.30","$11,408.30","$9,954.49",,,
E,21,248,4230,"$21,642.20","$21,642.20","$21,642.20","$17,064.00","$17,064.00","$17,064.00","$17,064.00","$15,061.81",,,
E,21,248,4231,"$19,593.26","$19,593.26","$19,593.26","$16,200.90","$16,200.90","$16,200.90","$16,200.90","$14,670.02",,,
B,46,370,4232,"$16,254.56","$16,254.56","$16,254.56","$13,659.26","$13,659.26","$13,659.26","$13,659.26","$11,833.29",,,
E,25,251,4235,"$24,002.23","$24,002.23","$24,002.23","$20,319.44","$20,319.44","$20,319.44","$20,319.44","$18,084.14",,,
F,4,42,4237,"$19,611.52","$19,611.52","$19,611.52","$16,455.41","$16,455.41","$16,455.41","$16,455.41","$13,705.09",,,
M,57,449,4238,"$23,881.86","$23,881.86","$23,881.86","$20,086.57","$20,086.57","$20,086.57","$20,086.57","$18,041.38",,,
M,56,392,4239,"$25,825.31","$25,825.31","$25,825.31","$20,728.48","$20,728.48","$20,728.48","$20,728.48","$17,786.27",,,
B,5,53,4240,"$29,132.87","$29,132.87","$29,132.87","$21,787.42","$21,787.42","$21,787.42","$21,787.42","$17,156.99",,,
B,44,352,4241,"$21,773.17","$21,773.17","$21,773.17","$17,257.97","$17,257.97","$17,257.97","$17,257.97","$15,216.70",,,
E,19,205,4243,"$26,253.48","$26,253.48","$26,253.48","$22,414.25","$22,414.25","$22,414.25","$22,414.25","$20,464.32",,,
M,52,412,4244,"$14,637.39","$14,637.39","$14,637.39","$11,791.88","$11,791.88","$11,791.88","$11,791.88","$10,154.82",,,
M,52,412,4246,"$11,513.40","$11,513.40","$11,513.40","$9,680.24","$9,680.24","$9,680.24","$9,680.24","$8,695.91",,,
M,47,383,4247,"$14,522.61","$14,522.61","$14,522.61","$11,995.41","$11,995.41","$11,995.41","$11,995.41","$10,450.66",,,
M,60,474,4249,"$10,917.77","$10,917.77","$10,917.77","$8,772.24","$8,772.24","$8,772.24","$8,772.24","$8,123.74",,,
F,26,297,4250,"$19,880.19","$19,880.19","$19,880.19","$15,412.64","$15,412.64","$15,412.64","$15,412.64","$12,111.29",,,
B,46,364,4252,"$20,833.19","$20,833.19","$20,833.19","$16,904.36","$16,904.36","$16,904.36","$16,904.36","$14,910.62",,,
M,52,412,4253,"$14,040.86","$14,040.86","$14,040.86","$11,502.70","$11,502.70","$11,502.70","$11,502.70","$11,275.20",,,
E,20,214,4255,"$23,635.04","$23,635.04","$23,635.04","$21,541.51","$21,541.51","$21,541.51","$21,541.51","$18,400.67",,,
M,52,414,4256,"$18,526.65","$18,526.65","$18,526.65","$17,187.24","$17,187.24","$17,187.24","$17,187.24","$14,401.27",,,
E,53,425,4257,"$18,662.86","$18,662.86","$18,662.86","$15,403.48","$15,403.48","$15,403.48","$15,403.48","$13,454.22",,,
F,75,291,4258,"$18,252.55","$18,252.55","$18,252.55","$16,296.84","$16,296.84","$16,296.84","$16,296.84","$13,649.37",,,
E,25,272,4259,"$10,351.26","$10,351.26","$10,351.26","$8,777.96","$8,777.96","$8,777.96","$8,777.96","$8,032.15",,,
A,9,107,4260,"$26,009.06","$26,009.06","$26,009.06","$22,530.19","$22,530.19","$22,530.19","$22,530.19","$19,468.27",,,
A,9,89,4262,"$34,839.16","$34,839.16","$34,839.16","$29,281.77","$29,281.77","$29,281.77","$29,281.77","$21,858.18",,,
M,54,401,4272,"$23,846.34","$23,846.34","$23,846.34","$20,201.11","$20,201.11","$20,201.11","$20,201.11","$17,348.50",,,
F,26,300,4273,"$26,532.49","$26,532.49","$26,532.49","$22,089.64","$22,089.64","$22,089.64","$22,089.64","$18,753.62",,,
F,4,305,4274,"$24,158.06","$24,158.06","$24,158.06","$22,370.26","$22,370.26","$22,370.26","$22,370.26","$19,106.69",,,
F,17,226,4276,"$19,889.43","$19,889.43","$19,889.43","$16,132.48","$16,132.48","$16,132.48","$16,132.48","$13,919.84",,,
E,20,316,4277,"$22,006.08","$22,006.08","$22,006.08","$18,485.59","$18,485.59","$18,485.59","$18,485.59","$16,763.37",,,
E,20,317,4278,"$13,897.18","$13,897.18","$13,897.18","$10,771.01","$10,771.01","$10,771.01","$10,771.01","$10,116.35",,,
B,5,44,4279,"$30,597.61","$30,597.61","$30,597.61","$25,666.41","$25,666.41","$25,666.41","$25,666.41","$21,174.74",,,
E,53,436,4281,"$10,646.38","$10,646.38","$10,646.38","$9,150.86","$9,150.86","$9,150.86","$9,150.86","$8,484.90",,,
A,3,16,4283,"$21,796.79","$21,796.79","$21,796.79","$17,833.01","$17,833.01","$17,833.01","$17,833.01","$15,512.22",,,
M,54,380,4284,"$19,282.00","$19,282.00","$19,282.00","$16,055.85","$16,055.85","$16,055.85","$16,055.85","$14,592.53",,,
E,20,214,4285,"$20,929.91","$20,929.91","$20,929.91","$18,089.87","$18,089.87","$18,089.87","$18,089.87","$16,481.41",,,
E,25,265,4286,"$18,992.37","$18,992.37","$18,992.37","$16,400.21","$16,400.21","$16,400.21","$16,400.21","$14,169.05",,,
M,54,379,4288,"$20,837.86","$20,837.86","$20,837.86","$18,047.12","$18,047.12","$18,047.12","$18,047.12","$15,510.78",,,
B,13,134,4295,"$19,269.84","$19,269.84","$19,269.84","$15,751.09","$15,751.09","$15,751.09","$15,751.09","$14,574.69",,,
B,6,59,4298,"$31,555.87","$31,555.87","$31,555.87","$29,746.26","$29,746.26","$29,746.26","$29,746.26","$24,468.98",,,
B,46,71,4299,"$21,342.72","$21,342.72","$21,342.72","$20,175.72","$20,175.72","$20,175.72","$20,175.72","$17,771.39",,,
