Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
16,2341,DOORDASH,Scheduled Standard Delivery,48,Executive Review,Degrading,Store Focus,202226,70.51%,89.76%,24,88.20%,70.60%,75.90%,67.50%
16,2341,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202226,49.26%,94.15%,11.9,31.30%,46.90%,64.50%,53.70%
16,2095,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202226,64.47%,46.91%,30.9,66.70%,66.70%,55.60%,68.80%
16,2095,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202226,81.10%,41.96%,23.2,81.20%,81.40%,82.20%,79.60%
16,2157,DOORDASH,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Store Focus,202226,92.86%,82.95%,15.2,92.70%,88.90%,97.10%,90.90%
16,2157,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,75.35%,86.49%,20.4,76.30%,58.80%,76.60%,80.00%
16,2157,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202226,89.53%,88.47%,16.5,95.90%,75.90%,90.30%,90.80%
16,2366,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202226,81.94%,74.10%,15.1,89.90%,88.30%,70.20%,66.00%
16,2953,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202226,87.91%,97.96%,14.3,100.00%,85.70%,75.80%,94.70%
16,2953,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,202226,89.94%,94.15%,13.1,91.80%,87.10%,91.40%,87.10%
16,1873,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,83.50%,74.67%,14.8,95.40%,93.20%,78.20%,78.30%
16,1964,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202226,75.00%,53.70%,16,95.00%,100.00%,57.10%,37.50%
16,1964,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202226,80.66%,65.42%,15.2,93.00%,93.10%,69.20%,68.80%
16,2225,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,79.37%,79.05%,20.5,67.00%,87.60%,87.70%,73.90%
16,2225,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,81.74%,82.09%,18.3,78.40%,89.10%,86.60%,74.50%
16,2261,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Recovering,Store Focus,202226,71.11%,73.47%,10.7,100.00%,100.00%,55.60%,79.20%
16,2283,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,69.95%,59.29%,25.5,81.70%,81.10%,48.70%,50.00%
16,2283,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,76.74%,65.01%,18.5,86.80%,85.40%,72.90%,56.30%
16,2885,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,81.44%,86.41%,7.2,71.40%,77.80%,88.90%,77.80%
16,1797,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,67.62%,86.92%,9.5,73.50%,76.00%,63.00%,52.60%
16,1868,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,85.71%,86.36%,9.6,76.50%,100.00%,100.00%,84.60%
16,1939,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202226,73.33%,94.44%,7.3,80.00%,57.10%,100.00%,100.00%
16,2202,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202226,86.49%,96.88%,8.5,80.90%,77.00%,95.20%,89.30%
16,2138,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,75.38%,65.79%,21.8,68.40%,66.70%,88.90%,80.00%
16,2224,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202226,48.35%,96.12%,7.4,66.70%,57.60%,38.50%,25.00%
16,2369,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202226,82.57%,91.95%,8.4,85.30%,81.10%,79.80%,84.90%
16,2369,UBER,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Driver Supply Focus,202226,96.67%,92.50%,7.6,100.00%,75.00%,100.00%,100.00%
16,2369,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,57.97%,90.67%,11.5,80.00%,53.30%,70.80%,35.00%
16,2682,DOORDASH,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202226,88.18%,80.36%,7.9,87.00%,95.20%,82.10%,92.60%
16,2682,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202226,94.63%,86.30%,10.4,95.80%,98.20%,94.90%,88.70%
16,1698,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202226,77.91%,72.09%,14.8,90.30%,70.00%,70.60%,71.40%
16,1788,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,202226,83.33%,90.00%,12.8,100.00%,50.00%,90.00%,75.00%
16,2055,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202226,84.62%,73.13%,15.4,81.80%,90.50%,88.20%,75.00%
16,2055,SPARK,Scheduled Standard Delivery,39,Executive Review,Degrading,Store Focus,202226,67.40%,67.04%,13.1,71.60%,68.20%,54.90%,74.60%
16,2130,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202226,76.74%,83.56%,8.8,79.50%,64.50%,92.10%,82.10%
16,2153,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,79.81%,62.43%,14.3,79.50%,78.60%,74.40%,86.30%
16,1796,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202226,82.56%,67.74%,15.3,81.20%,89.40%,81.70%,79.60%
16,1907,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,79.20%,76.34%,10,81.80%,75.00%,77.80%,80.80%
16,2399,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,63.43%,66.20%,27.4,65.50%,75.90%,57.10%,51.70%
26,1191,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202226,85.69%,78.08%,16.2,92.10%,92.10%,81.80%,78.80%
26,1191,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202226,82.56%,81.75%,13.7,84.50%,91.50%,68.20%,82.90%
26,1287,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202226,57.11%,54.97%,25.8,38.20%,63.20%,74.20%,56.80%
26,1287,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202226,64.61%,61.86%,22,40.60%,68.00%,80.60%,73.50%
26,1288,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202226,75.90%,74.71%,19,64.70%,93.30%,71.40%,85.00%
26,2137,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,202226,79.60%,80.70%,13.6,74.10%,69.20%,79.60%,87.00%
26,2137,UBER,Scheduled Standard Delivery,45,Executive Review,Degrading,Store Focus,202226,75.41%,72.06%,12.7,81.80%,57.10%,67.60%,79.70%
26,3182,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,75.51%,77.88%,15.4,50.80%,0.00%,87.50%,87.30%
26,5346,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202226,75.89%,78.55%,19.8,67.60%,65.90%,86.40%,83.80%
26,5346,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,79.31%,78.33%,18.9,76.60%,77.60%,79.50%,84.10%
26,1614,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,83.99%,78.21%,14.7,83.10%,82.60%,88.80%,85.00%
26,2058,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,77.97%,89.28%,15.4,69.30%,84.60%,76.30%,82.80%
26,2058,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,80.62%,86.21%,20.5,74.20%,89.70%,78.20%,82.70%
26,4250,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202226,65.09%,56.55%,22,51.90%,73.00%,62.50%,76.00%
26,4250,UBER,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202226,98.11%,66.07%,12.8,100.00%,100.00%,93.80%,
26,4250,UBER,Scheduled Standard Delivery,39,Executive Review,Degrading,Store Focus,202226,67.78%,51.35%,24,57.40%,79.50%,61.90%,75.00%
26,4484,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202226,84.71%,78.45%,16.3,75.30%,89.20%,90.70%,85.30%
26,4484,UBER,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202226,79.58%,69.74%,22.8,64.80%,95.20%,94.10%,85.20%
26,5118,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202226,74.87%,68.39%,12.1,70.70%,79.30%,80.00%,83.30%
26,5118,UBER,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202226,83.62%,69.29%,19.4,75.40%,92.60%,89.70%,100.00%
26,5254,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202226,80.03%,59.22%,16.8,62.70%,88.60%,83.00%,82.50%
26,5254,UBER,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202226,77.11%,44.83%,25.2,70.60%,84.60%,54.50%,92.00%
26,1558,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,81.63%,72.84%,12.3,70.90%,92.50%,86.30%,82.20%
26,3304,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,87.78%,85.27%,13.3,79.60%,95.20%,93.10%,82.20%
26,3658,DOORDASH,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202226,78.15%,63.34%,29.9,55.10%,81.10%,93.10%,83.60%
26,3658,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,76.72%,65.81%,21.4,54.70%,76.50%,87.80%,84.00%
26,2836,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202226,79.27%,62.53%,14,97.80%,72.90%,82.00%,68.90%
26,4499,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,81.91%,79.16%,14.1,63.30%,85.50%,89.60%,95.30%
26,5046,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,64.49%,58.18%,24.3,8.70%,94.80%,64.70%,77.80%
26,5046,UBER,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202226,50.33%,42.70%,37.4,10.00%,80.00%,57.10%,73.30%
26,5743,UBER,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202226,68.56%,68.21%,24.7,45.10%,73.50%,76.10%,82.80%
26,1268,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,81.75%,83.45%,9.1,76.60%,75.80%,91.40%,84.80%
26,1268,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,60.00%,73.21%,15.5,68.40%,50.00%,83.30%,20.00%
26,1348,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,-,Store Focus,202226,42.86%,88.89%,13.5,,,,42.90%
26,1348,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,80.32%,65.07%,18.3,75.70%,74.50%,77.90%,90.90%
26,1392,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,54.00%,40.86%,23.5,50.00%,26.20%,100.00%,65.80%
26,1767,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,92.90%,87.46%,12.2,92.50%,98.20%,96.00%,84.70%
26,2772,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,65.03%,61.26%,13.9,64.90%,80.60%,70.50%,47.80%
26,2772,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,71.99%,69.58%,14.5,65.50%,81.30%,71.40%,68.90%
26,4273,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,75.20%,59.26%,20.4,72.90%,66.20%,84.50%,75.60%
26,4273,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,81.93%,59.38%,21.5,87.70%,76.30%,86.90%,78.30%
26,1197,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202226,86.67%,86.67%,11.6,66.70%,85.70%,100.00%,100.00%
26,1197,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,86.22%,69.83%,19,63.50%,87.60%,93.60%,89.20%
26,1527,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,87.92%,93.77%,15.4,84.80%,87.50%,87.50%,92.00%
26,1355,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,76.47%,54.93%,20.7,100.00%,100.00%,90.50%,66.70%
26,1355,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202226,90.96%,71.40%,14.6,90.30%,95.50%,94.60%,83.30%
26,1552,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,73.65%,67.54%,24.2,36.20%,79.50%,91.10%,79.30%
26,1552,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202226,62.56%,70.91%,25.9,18.80%,69.60%,88.20%,54.80%
26,2793,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202226,55.82%,47.64%,26.1,25.50%,60.50%,52.30%,73.50%
26,877,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202226,70.33%,59.84%,19.7,48.80%,55.60%,81.00%,87.80%
26,877,UBER,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202226,58.88%,58.54%,22.7,42.00%,23.30%,64.00%,81.90%
26,1010,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202226,86.67%,62.74%,18.1,61.20%,89.30%,98.10%,96.60%
26,1010,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,82.96%,64.62%,19.6,59.10%,88.40%,97.00%,93.80%
26,1097,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202226,58.94%,44.75%,43.6,55.30%,68.40%,48.90%,62.80%
26,1097,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,60.00%,54.08%,34.2,54.80%,65.10%,61.60%,58.00%
26,1255,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,78.55%,73.66%,15.4,70.20%,84.30%,77.90%,80.40%
26,3700,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,68.43%,62.23%,22.2,54.80%,76.00%,67.80%,78.00%
26,3700,UBER,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202226,66.08%,60.13%,28.2,43.90%,67.90%,70.10%,76.10%
59,2414,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,82.61%,79.17%,13.7,72.70%,75.00%,100.00%,100.00%
59,4157,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,79.47%,63.24%,13.1,78.10%,78.20%,81.10%,81.00%
59,4157,UBER,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202226,72.50%,58.49%,18.5,75.00%,100.00%,50.00%,81.00%
59,6176,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,-,Driver Supply Focus,202226,100.00%,100.00%,6.7,,,,100.00%
59,6263,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202226,83.56%,79.71%,14.2,84.80%,87.90%,87.90%,73.00%
3,494,POINTPICKUP,Scheduled Express Delivery ,9,Executive Review,Degrading,Store Focus,202226,90.00%,87.50%,16.4,66.70%,100.00%,87.50%,100.00%
3,494,POINTPICKUP,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202226,75.00%,71.93%,15.2,42.90%,,58.80%,92.90%
3,494,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202226,85.70%,84.08%,12.8,86.60%,87.90%,83.50%,84.70%
3,843,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202226,78.98%,95.56%,8.8,82.10%,84.40%,77.40%,71.80%
3,889,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202226,83.26%,77.73%,14.1,98.20%,90.80%,58.60%,85.70%
3,2615,POINTPICKUP,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202226,77.78%,79.49%,17.7,84.60%,44.40%,83.30%,100.00%
3,556,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,86.67%,60.00%,18.5,80.00%,80.00%,100.00%,100.00%
3,556,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,79.77%,67.84%,12.8,72.20%,79.70%,72.70%,100.00%
3,593,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,78.00%,63.64%,28.1,80.00%,82.40%,66.70%,81.80%
3,593,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,72.48%,67.99%,17.8,66.70%,72.60%,73.00%,80.30%
3,639,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202226,62.00%,47.52%,23.4,52.10%,52.90%,65.50%,74.60%
3,836,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,80.77%,68.81%,17.1,66.90%,81.80%,88.00%,87.20%
3,864,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,81.41%,71.90%,20.5,77.20%,78.30%,89.40%,80.70%
3,754,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,74.24%,59.24%,16.6,53.30%,80.90%,77.10%,90.80%
3,754,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202226,77.24%,61.00%,16.7,58.80%,75.00%,75.60%,88.10%
3,1227,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,84.92%,70.63%,16.7,80.90%,87.30%,83.60%,89.40%
3,1227,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,79.38%,62.64%,22.8,64.70%,76.50%,85.70%,90.00%
3,1367,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,81.88%,72.02%,18.2,56.90%,82.60%,89.50%,85.50%
3,538,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,90.90%,89.16%,12.6,88.70%,91.30%,94.70%,88.60%
3,551,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202226,81.68%,73.10%,18.2,85.90%,83.30%,90.70%,70.50%
3,551,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202226,88.87%,76.14%,16.9,91.70%,93.40%,95.80%,71.10%
3,697,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,83.94%,73.93%,15.5,82.60%,87.10%,86.80%,79.50%
3,1081,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202226,76.77%,74.68%,24.9,84.70%,88.00%,66.80%,65.30%
3,1081,UBER,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202226,70.39%,71.22%,27.7,85.90%,84.90%,45.10%,56.90%
3,3877,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,86.54%,80.67%,10.2,86.10%,72.10%,96.00%,91.70%
3,563,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,79.86%,72.17%,19.2,49.00%,89.50%,78.90%,87.60%
3,582,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202226,83.05%,64.52%,16,90.00%,73.70%,83.10%,83.10%
3,582,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,86.54%,67.00%,18.4,90.00%,85.70%,83.40%,86.30%
3,857,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202226,92.17%,89.56%,13.2,93.90%,91.90%,93.60%,89.40%
3,1391,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202226,72.28%,60.82%,19.1,71.40%,65.50%,86.40%,64.60%
3,1391,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,77.38%,58.82%,19.7,67.60%,77.50%,88.80%,75.70%
3,928,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,90.01%,79.71%,13,87.20%,92.80%,90.60%,90.10%
3,928,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202226,82.43%,77.99%,14.3,80.40%,89.70%,74.70%,85.70%
3,3309,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202226,82.60%,85.43%,11.5,84.90%,79.30%,86.20%,79.20%
3,3309,UBER,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202226,84.82%,84.26%,12.9,91.40%,81.20%,84.40%,82.90%
3,4444,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202226,90.70%,92.88%,11.1,97.60%,89.00%,88.70%,81.60%
3,5037,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202226,87.00%,70.40%,12.3,87.60%,78.20%,91.20%,89.60%
3,5037,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202226,85.51%,72.14%,12.5,75.30%,87.10%,89.90%,91.00%
3,1083,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,84.18%,88.70%,14.4,85.90%,82.30%,87.10%,81.10%
3,1083,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,84.06%,86.13%,18.1,86.90%,89.70%,81.30%,80.90%
3,1090,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,-,Store Focus,202226,100.00%,100.00%,17.3,,,,100.00%
3,1219,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,86.03%,83.86%,13,88.50%,83.90%,86.30%,84.80%
3,1219,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202226,90.67%,79.04%,15.2,90.70%,91.80%,92.40%,89.20%
72,4517,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202226,95.65%,82.61%,10.3,100.00%,85.70%,100.00%,100.00%
59,920,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202226,91.26%,85.78%,13.1,92.20%,97.10%,87.50%,87.80%
19,2872,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,88.68%,92.99%,9.3,84.00%,83.50%,94.50%,93.80%
19,3336,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202226,87.18%,89.70%,11.5,87.60%,85.20%,83.50%,93.10%
19,3476,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,77.48%,66.95%,17.4,87.10%,80.00%,69.40%,81.30%
19,3476,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202226,82.91%,67.12%,16.5,94.30%,84.80%,76.10%,81.40%
19,4383,DOORDASH,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202226,51.88%,70.42%,23.1,66.70%,52.60%,34.50%,54.70%
19,4383,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202226,74.93%,76.38%,16.8,80.90%,57.70%,79.80%,73.90%
19,5842,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202226,87.62%,87.12%,13.2,89.10%,81.10%,92.00%,89.70%
19,2238,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202226,76.81%,87.84%,11.9,70.00%,73.30%,91.70%,83.30%
19,3453,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202226,85.57%,75.63%,10.6,82.70%,86.50%,85.30%,88.10%
19,3876,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,66.67%,75.44%,11.8,60.90%,42.90%,68.40%,100.00%
19,2061,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202226,66.04%,78.03%,9.3,55.30%,58.70%,64.50%,84.10%
19,2678,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,73.06%,68.48%,18.5,70.10%,76.70%,81.00%,66.70%
19,5280,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,202226,68.93%,69.58%,16.2,76.60%,43.80%,72.40%,78.20%
19,5472,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,87.19%,93.96%,9.3,85.80%,86.10%,86.40%,91.70%
19,1754,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202226,92.08%,88.56%,8.4,95.70%,94.10%,91.00%,87.80%
19,2618,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202226,92.92%,92.04%,10.9,92.50%,89.70%,94.30%,94.80%
19,2618,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202226,87.38%,93.52%,9.4,83.10%,89.80%,89.40%,87.20%
19,2700,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202226,89.83%,97.11%,7.9,86.20%,87.80%,92.10%,93.40%
19,2869,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202226,78.88%,76.22%,18.7,84.70%,65.30%,87.50%,82.80%
19,4540,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202226,86.54%,80.63%,7.3,86.80%,88.70%,83.30%,86.20%
19,5048,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202226,88.48%,97.06%,8.2,80.00%,87.90%,95.50%,90.70%
19,5893,DOORDASH,Scheduled Express Delivery ,8,Executive Review,Recovering,Store Focus,202226,90.32%,87.88%,12.3,90.90%,100.00%,87.50%,85.70%
19,5893,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Recovering,Store Focus,202226,93.12%,90.16%,13.9,92.70%,94.90%,88.00%,97.10%
19,2619,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202226,81.08%,91.03%,10.8,87.50%,72.70%,77.80%,88.90%
19,5097,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202226,77.97%,95.24%,6.3,76.50%,82.40%,71.40%,77.80%
19,1611,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202226,88.42%,93.75%,8.3,93.50%,86.40%,90.90%,80.00%
