StoreNumber,Category,Item #,Item Description,Hot PLU, New Retails  
1081,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1081,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1081,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1081,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1081,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1081,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1081,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1082,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1082,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1082,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1082,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1082,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1082,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1082,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1082,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1082,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1082,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1083,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1083,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1083,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1083,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1083,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1083,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1083,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1083,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1083,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1083,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1085,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1085,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1085,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1085,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1085,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1085,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1085,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1085,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1085,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1085,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1086,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1086,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1086,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1086,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1086,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1086,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1086,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1086,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1086,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1086,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1087,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1087,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1087,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1087,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1087,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1087,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1087,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1087,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1087,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1087,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1088,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1088,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1088,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1088,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1088,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1088,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1088,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1088,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1088,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1088,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1089,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1089,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1089,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1089,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1089,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1089,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1089,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1089,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1089,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1089,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1090,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1090,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1090,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1090,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1090,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1090,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1090,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1090,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1090,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1090,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1091,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1091,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1091,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1091,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1091,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1091,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1091,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1091,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1091,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1091,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1093,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1093,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1093,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1093,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1093,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1093,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1093,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1093,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1093,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1093,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1094,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1094,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1094,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1094,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1094,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1094,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1094,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1094,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1094,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1094,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1096,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1096,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1096,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1096,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1096,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1096,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1096,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1096,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1096,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1096,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1097,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1097,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1097,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1097,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1097,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1097,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1097,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1097,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1097,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1097,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1098,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1098,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1098,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1098,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1098,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1098,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1098,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1098,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1098,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1098,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1099,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1099,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1099,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1099,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1099,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1099,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1099,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1099,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1099,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1099,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1100,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1100,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1100,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1100,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1100,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1100,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1100,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1100,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1100,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1100,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1101,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1101,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1101,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1101,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1101,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1101,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1101,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1101,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1101,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1101,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1102,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1102,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1102,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1102,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1102,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1102,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1102,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1102,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1102,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1102,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1103,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1103,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1103,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1103,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1103,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1103,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1103,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1103,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1103,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1103,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1104,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1104,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1104,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1104,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1104,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1104,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1104,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1104,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1104,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1104,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1105,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1105,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1105,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1105,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1105,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1105,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1105,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1105,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1105,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1105,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1106,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1106,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1106,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1106,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1106,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1106,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1106,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1106,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1106,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1106,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1107,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1107,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1107,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1107,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1107,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1107,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1107,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1107,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1107,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1107,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1108,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1108,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1108,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1108,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1108,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1108,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1108,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1108,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1108,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1108,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1109,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1109,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1109,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1109,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1109,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1109,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1109,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1109,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1109,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1109,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1110,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1110,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1110,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1110,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1110,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1110,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1110,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1110,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1110,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1110,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1111,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1111,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1111,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1111,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1111,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1111,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1111,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1111,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1111,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1111,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1112,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1112,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1112,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1112,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1112,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1112,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1112,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1112,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1112,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1112,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1113,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1113,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1113,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1113,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1113,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1113,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1113,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1113,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1113,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1113,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1114,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1114,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1114,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1114,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1114,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1114,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1114,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1114,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1114,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1114,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1115,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1115,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1115,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1115,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1115,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1115,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1115,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1115,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1115,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1115,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1116,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1116,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1116,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1116,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1116,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1116,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1116,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1116,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1116,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1116,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1117,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1117,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1117,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1117,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1117,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1117,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1117,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1117,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1117,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1117,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1118,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1118,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1118,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
1118,HOT FOODS,596716294,8PC CHICKEN TENDERS,62867, $10.37 
1118,HOT FOODS,596705093,3PC TENDER MEAL 1S,62853, $4.97 
1118,HOT FOODS,596705094,3PC TENDER MEAL 2S,62854, $5.47 
1118,HOT FOODS,576142448,8PC FRIED CHICKEN MEAL,62182, $12.97 
1118,HOT FOODS,596716288,12PC CHKN TENDER MEAL,62860, $19.47 
1118,HOT FOODS,596716289,24PC BONELESS CHICKEN WING MEAL,62861, $17.47 
1118,HOT FOODS,596716318,48PC FRIED CHICKEN,62888, $54.97 
1120,HOT FOODS,576142436,16PC CHICKEN TENDER,62169, $14.84 
1120,HOT FOODS,596716292,2PC CHICKEN TENDERS,62865, $2.67 
1120,HOT FOODS,596716293,4PC CHICKEN TENDERS,62866, $5.37 
