Area,Last Published By,Last Published Date,Last Modified Date,Last Modified By,Published Status,Name,Parent Path,Page Link
Operations,a2corre,12/2/2019,12/2/2019,a2corre,Active,nuevoempaquededonas.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/nuevoempaquededonas.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,categoria1010.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/categoria1010.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,chocolatesbajari.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/chocolatesbajari.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,nystyle.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/nystyle.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,liquidofregar.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/liquidofregar.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,mtrdvd.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/mtrdvd.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,tab4al17noviembre.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/tab4al17noviembre.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,chickenlunch.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/chickenlunch.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,guineomaduro.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/guineomaduro.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,sofiajeans.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/sofiajeans.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,snakium.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/snakium.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,atomizadores1.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/atomizadores1.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,mapos.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/mapos.pdf"">Page Link</a>"
Operations,a2corre,10/14/2019,10/14/2019,a2corre,Active,hojasuelta5diciembreamigo.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-38/hojasuelta5diciembreamigo.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/28/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/D88_Tobacco_Law_ID40Age21_Register_Spn.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/27/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23productosnuevos.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/cerveza.pdf"">Page Link</a>"
Operations,a2corre,7/1/2019,7/1/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23notas.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/28/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23apparel.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/27/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23lunchable.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/28/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/layoutislander.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/nuevocounter.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/islanderverano.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/rbjuegosdepatio.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/27/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23minicombo.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/sortijas.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/27/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23salsatomate.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/polos2.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/cafe.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/28/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/layout12ftsc.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/cosechomanzana.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/28/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23safety.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/ropadelicencias.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/27/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23incrementarventasd81.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/notafss.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/28/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/layout8ftamigo.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/27/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23mtrgvarroz.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/28/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/layout4ftamigo.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/28/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/23noivu.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/rollbackfirman.pdf"">Page Link</a>"
Operations,a2corre,6/21/2019,6/21/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/sidekick.pdf"">Page Link</a>"
Operations,a2corre,6/28/2019,6/28/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk22/layout8ftsc.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,sc12ft.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/sc12ft.pdf"">Page Link</a>"
Operations,a2corre,12/13/2019,12/13/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/notas47y48.pdf"">Page Link</a>"
Operations,a2corre,12/13/2019,12/13/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/hrcajero.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,sc8ft.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/sc8ft.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,amigo8ft.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/amigo8ft.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,lecheevaporada.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/lecheevaporada.pdf"">Page Link</a>"
Operations,a2corre,12/13/2019,12/13/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/hrasociadomesa.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,kasserola.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/kasserola.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,pollorotiserrie.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/pollorotiserrie.pdf"">Page Link</a>"
Operations,a2corre,12/13/2019,12/13/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/hrasociadodecarros.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,amigo84ft.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/amigo84ft.pdf"">Page Link</a>"
Operations,a2corre,12/13/2019,12/13/2019,a2corre,Active,rhconsejosdesalud.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/rhconsejosdesalud.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/islander.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,Accion requerida Mandarina Hallo y Uva Red Globe.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/Accion%20requerida%20Mandarina%20Hallo%20y%20Uva%20Red%20Globe.pdf"">Page Link</a>"
Operations,a2corre,12/22/2019,12/22/2019,a2corre,Active,Lay Out Warmer Comidas Calientes Navidad 2019 - Amigo.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/Lay%20Out%20Warmer%20Comidas%20Calientes%20Navidad%202019%20-%20Amigo.pdf"">Page Link</a>"
Operations,a2corre,12/12/2019,12/12/2019,a2corre,Active,harinadeguineo.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/harinadeguineo.pdf"">Page Link</a>"
Operations,a2corre,12/13/2019,12/13/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk46/hrasociadoselfcheckout.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Boom Chick a Pop.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Boom%20Chick%20a%20Pop.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Comunicado Proceso descongelacion - Amigo.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Comunicado%20Proceso%20descongelacion%20-%20Amigo.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/AMIGO%20–%20Retailtainment%20Re-inauguración.pdf"">Page Link</a>"
Operations,a2corre,11/1/2019,11/1/2019,a2corre,Active,Items recomendados para Store Associate Demos.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Items%20recomendados%20para%20Store%20Associate%20Demos.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Nota Aclaratoria Cat Electronica 2019.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Nota%20Aclaratoria%20Cat%20Electronica%202019.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Boom Chick A Pop sabores Navidenos (002).pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Boom%20Chick%20A%20Pop%20sabores%20Navidenos%20(002).pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Recall Zantac update.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Recall%20Zantac%20update.pdf"">Page Link</a>"
Operations,a2corre,11/4/2019,11/4/2019,a2corre,Active,Nuevos Items para Big Bets de Q4 2019.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Nuevos%20Items%20para%20Big%20Bets%20de%20Q4%202019.pdf"">Page Link</a>"
Operations,a2corre,11/1/2019,10/31/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Procedimiento%20-%20Carritos%20de%20Compras.pdf"">Page Link</a>"
Operations,a2corre,11/6/2019,11/6/2019,a2corre,Active,Programa Postres Q4.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Programa%20Postres%20Q4.pdf"">Page Link</a>"
Operations,a2corre,11/5/2019,11/5/2019,a2corre,Active,Recetario Deli 2019.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Recetario%20Deli%202019.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Comunicado Accion requerida Blitz 2019 001.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Comunicado%20Accion%20requerida%20Blitz%202019%20001.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Retailtainment Walmart - Con Todo Esta Navidad.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Retailtainment%20Walmart%20-%20Con%20Todo%20Esta%20Navidad.pdf"">Page Link</a>"
Operations,a2corre,11/1/2019,11/1/2019,a2corre,Active,Dawn Gain.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Dawn%20Gain.pdf"">Page Link</a>"
Operations,a2corre,11/6/2019,11/6/2019,a2corre,Active,GV Huevos Medianos – Out of Stock .pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/GV%20Huevos%20Medianos%20–%20Out%20of%20Stock%20.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Deli Amigo desongelacion (002).pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Deli%20Amigo%20desongelacion%20(002).pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Guia de Front End_Update 11-06-19 (2).pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Guia%20de%20Front%20End_Update%2011-06-19%20(2).pdf"">Page Link</a>"
Operations,a2corre,11/5/2019,11/5/2019,a2corre,Active,Formulario de Raincheck Juguetes.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Formulario%20de%20Raincheck%20Juguetes.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Listado Items.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Listado%20Items.pdf"">Page Link</a>"
Operations,a2corre,11/6/2019,11/6/2019,a2corre,Active,Chocolates Sorini .pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Chocolates%20Sorini%20.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Salutaris Galón.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Salutaris%20Galón.pdf"">Page Link</a>"
Operations,a2corre,11/5/2019,11/5/2019,a2corre,Active,Ordenes de Carnes Shopper Amigo valido del 21 de noviembre al 4 de diciembre 2019..pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Ordenes%20de%20Carnes%20Shopper%20Amigo%20valido%20del%2021%20de%20noviembre%20al%204%20de%20diciembre%202019..pdf"">Page Link</a>"
Operations,a2corre,11/6/2019,11/6/2019,a2corre,Active,No Disponibilidad GV Salmon.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/No%20Disponibilidad%20GV%20Salmon.pdf"">Page Link</a>"
Operations,a2corre,11/4/2019,11/4/2019,a2corre,Active,Categoria 1010 PR Writing WK42.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Categoria%201010%20PR%20Writing%20WK42.pdf"">Page Link</a>"
Operations,a2corre,11/4/2019,11/4/2019,a2corre,Active,Listado Noviembre Digital 4 Noviembre.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Listado%20Noviembre%20Digital%204%20Noviembre.pdf"">Page Link</a>"
Operations,a2corre,11/4/2019,11/4/2019,a2corre,Active,Arboles de Navidad v2.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Arboles%20de%20Navidad%20v2.pdf"">Page Link</a>"
Operations,a2corre,11/4/2019,11/4/2019,a2corre,Active,Arboles de Navidad.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Arboles%20de%20Navidad.pdf"">Page Link</a>"
Operations,a2corre,11/1/2019,11/1/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Amigo%20AE%20MTR%20Rubbermaid%20(2).pdf"">Page Link</a>"
Operations,a2corre,11/1/2019,11/1/2019,a2corre,Active,Amigo AE MTR Rubbermaid .pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Amigo%20AE%20MTR%20Rubbermaid%20.pdf"">Page Link</a>"
Operations,a2corre,11/7/2019,11/7/2019,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/92365%20NA%20Shopper%2011-7.pdf"">Page Link</a>"
Operations,a2corre,11/4/2019,11/4/2019,a2corre,Active,Cambio retail guineo maduro.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/wk-42/Cambio%20retail%20guineo%20maduro.pdf"">Page Link</a>"
Operations,a2corre,12/2/2019,12/2/2019,a2corre,Active,agua.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/agua.pdf"">Page Link</a>"
