Region,Store #,First Carrier Assigned,Fulfilment Type,Weeks With Status, Status, Trend,Directional Focus  ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
14,356,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202249,86.30%,72.70%,13.3,78.10%,90.40%,80.60%,93.80%
14,432,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202249,81.80%,79.20%,11.1,76.50%,76.60%,75.00%,92.10%
14,733,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202249,79.10%,91.70%,13.2,80.30%,84.70%,61.90%,89.20%
14,764,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202249,77.60%,76.20%,13.5,88.50%,79.60%,58.30%,80.00%
14,2306,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,86.80%,83.30%,12.8,95.50%,93.50%,74.80%,78.30%
14,423,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,84.00%,92.60%,13.8,86.90%,90.90%,71.30%,87.40%
14,1229,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,58.00%,69.30%,22,87.10%,83.30%,45.00%,45.10%
14,1481,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202249,58.10%,75.10%,21.6,68.20%,71.00%,23.20%,61.50%
14,2111,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,83.70%,85.40%,15.1,94.20%,91.00%,69.60%,82.10%
14,3271,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202249,87.40%,96.50%,11,89.80%,87.60%,83.70%,88.00%
14,4330,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202249,76.50%,63.90%,19.4,69.90%,85.70%,69.60%,82.50%
14,4497,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202249,75.20%,86.80%,18.9,92.80%,91.20%,62.20%,67.90%
14,990,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202249,78.70%,77.70%,22.1,87.60%,95.10%,52.50%,80.90%
14,1222,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,92.40%,92.90%,11.3,96.10%,93.50%,85.00%,93.90%
14,1224,,Scheduled Delivery Standard,33,Executive Review,Recovering,Store Focus,202249,82.30%,75.30%,17.3,93.20%,92.90%,63.80%,83.10%
14,1605,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,85.20%,72.20%,16.5,89.30%,86.30%,71.60%,92.60%
14,495,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,88.80%,97.10%,15,96.80%,87.70%,84.70%,84.80%
3,494,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202249,81.60%,90.30%,15.6,85.20%,79.50%,82.10%,74.70%
3,614,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,70.00%,64.60%,14.9,73.00%,70.30%,51.60%,77.60%
3,932,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,75.70%,80.10%,18.6,82.70%,80.90%,43.40%,78.30%
3,1284,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,72.60%,67.00%,19.1,82.40%,76.10%,47.90%,77.60%
3,1311,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202249,69.00%,63.70%,18.1,80.50%,59.10%,49.00%,76.80%
3,4200,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202249,81.70%,81.80%,12.6,79.50%,81.20%,77.60%,89.10%
3,889,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202249,87.70%,82.40%,16,88.40%,93.00%,71.80%,90.00%
3,2615,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202249,83.00%,81.70%,19.8,84.90%,89.50%,73.00%,82.20%
3,5797,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202249,78.20%,75.30%,18.4,87.20%,80.50%,50.20%,83.30%
3,556,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202249,54.00%,42.80%,22.2,65.40%,42.60%,29.60%,64.10%
3,593,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202249,49.30%,46.30%,23.6,59.90%,55.10%,31.80%,45.50%
3,639,,Scheduled Delivery Express,3,Active Monitoring,Recovering,Store Focus,202249,89.90%,45.60%,19.5,96.70%,93.80%,84.50%,84.20%
3,639,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202249,70.20%,72.50%,19.3,93.10%,78.80%,42.10%,58.20%
3,836,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202249,73.80%,54.20%,15.1,73.30%,76.10%,62.80%,78.60%
3,862,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,61.00%,49.50%,23.7,77.40%,64.30%,21.00%,65.70%
3,864,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202249,50.60%,47.50%,24.3,61.10%,45.90%,12.40%,63.80%
3,754,,Scheduled Delivery Standard,40,Executive Review,Recovering,Store Focus,202249,75.60%,69.10%,14.4,90.30%,88.30%,52.80%,72.40%
3,1227,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202249,64.50%,60.90%,20.9,86.40%,62.60%,24.40%,67.90%
3,1293,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,89.80%,89.40%,12.9,94.00%,87.90%,77.50%,93.60%
3,3570,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,80.70%,71.90%,18.6,93.30%,80.30%,47.20%,90.20%
3,4144,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,86.50%,85.10%,14.4,94.40%,84.50%,62.70%,95.30%
3,5735,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,83.30%,75.10%,17.9,96.40%,79.70%,60.20%,85.00%
3,555,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,72.90%,72.80%,13.5,92.90%,49.40%,67.10%,75.40%
3,1076,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,81.80%,84.90%,15.6,85.70%,76.40%,67.70%,92.50%
3,1153,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,67.50%,79.30%,16.9,85.30%,56.30%,34.30%,70.10%
3,1367,,Scheduled Delivery Standard,33,Executive Review,Recovering,Store Focus,202249,87.80%,82.70%,14.2,94.90%,89.30%,72.00%,89.80%
3,2890,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,69.80%,77.20%,15.2,83.10%,59.70%,39.10%,79.00%
3,3750,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,73.60%,61.20%,20.4,72.40%,82.60%,51.30%,84.80%
3,538,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202249,85.20%,83.40%,14.2,90.70%,92.10%,72.20%,88.20%
3,551,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,85.30%,66.80%,15.1,93.90%,97.30%,67.10%,83.30%
3,697,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202249,74.40%,56.70%,20.5,87.60%,76.40%,63.10%,69.00%
3,1081,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202249,67.90%,65.10%,31.6,56.10%,69.00%,60.80%,81.00%
3,1847,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,84.50%,74.20%,17.3,87.60%,97.80%,71.30%,82.40%
3,3877,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202249,72.50%,59.10%,17.8,50.50%,89.00%,62.80%,85.60%
3,563,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202249,80.90%,72.30%,20.5,88.70%,83.70%,62.20%,86.40%
3,579,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,80.50%,81.90%,17.4,85.50%,71.60%,63.60%,93.70%
3,582,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,91.10%,84.80%,15.1,95.30%,96.40%,80.50%,92.70%
3,613,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,80.90%,67.80%,17.8,92.20%,75.80%,66.00%,87.50%
3,857,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202249,82.50%,69.30%,16.1,80.70%,74.10%,78.90%,94.30%
3,1079,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,94.30%,82.40%,9.4,96.00%,98.20%,88.20%,95.60%
3,1391,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,90.10%,85.40%,14.3,90.70%,89.70%,84.00%,96.30%
3,3207,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,73.20%,66.80%,17.9,71.60%,73.90%,54.80%,89.40%
3,3310,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,80.80%,60.10%,22.7,95.60%,83.60%,64.50%,77.60%
3,488,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,81.50%,69.30%,14.2,93.80%,68.30%,76.20%,83.50%
3,1077,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202249,71.80%,52.20%,16.9,69.70%,72.40%,52.60%,88.30%
3,1223,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,66.50%,56.30%,20.1,78.90%,75.70%,48.10%,59.80%
3,1375,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,85.70%,65.80%,14.9,88.40%,91.80%,63.10%,88.90%
3,1408,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202249,90.50%,77.70%,13.5,95.00%,88.80%,82.70%,93.90%
3,3307,,Scheduled Delivery Express,18,Executive Review,Degrading,Store Focus,202249,92.00%,82.10%,12.7,88.20%,81.80%,100.00%,100.00%
3,4427,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202249,92.60%,96.90%,11.2,95.20%,91.90%,87.50%,94.20%
3,4520,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202249,77.80%,73.80%,19.5,86.20%,82.80%,58.10%,80.70%
3,5172,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202249,85.90%,65.70%,11.2,92.70%,94.70%,68.80%,87.50%
3,1172,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202249,85.10%,71.40%,14,89.40%,89.50%,79.00%,83.10%
3,1173,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,93.00%,90.20%,11.5,95.10%,96.90%,83.90%,96.40%
3,3309,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202249,89.10%,95.20%,12.2,89.80%,91.80%,83.00%,91.60%
3,3702,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,89.20%,82.50%,12.4,94.90%,94.20%,81.20%,85.30%
3,5037,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,87.90%,76.90%,10.2,89.80%,96.40%,76.20%,89.60%
3,767,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,83.60%,76.40%,17.8,85.60%,88.30%,67.00%,90.40%
3,1090,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202249,57.20%,83.20%,16.2,59.70%,63.80%,47.50%,58.80%
3,1090,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,91.70%,90.50%,15.7,93.30%,95.00%,81.80%,96.60%
3,1219,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202249,69.30%,56.80%,21.1,73.20%,57.30%,67.90%,73.20%
3,1225,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,93.20%,89.50%,11.1,95.60%,98.40%,82.70%,96.50%
3,2920,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,86.80%,69.70%,14.2,94.30%,94.90%,68.80%,88.40%
3,6978,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202249,90.10%,91.00%,17.3,88.60%,97.30%,84.20%,91.00%
12,332,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,58.60%,54.40%,17.9,73.90%,67.90%,40.20%,44.70%
12,375,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202249,86.90%,90.60%,12.5,91.50%,61.70%,90.80%,94.00%
12,433,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,86.30%,78.50%,13.9,89.60%,85.40%,83.40%,85.90%
12,434,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202249,95.80%,73.10%,10.8,100.00%,93.30%,89.70%,100.00%
12,434,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,69.50%,51.30%,18.8,85.90%,52.10%,50.50%,79.90%
12,5197,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202249,83.50%,67.30%,12.8,80.90%,69.30%,85.90%,92.10%
12,7324,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202249,76.60%,66.40%,16.5,85.70%,68.50%,65.70%,83.20%
12,155,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,82.20%,84.80%,13.6,86.30%,83.20%,78.00%,81.10%
12,182,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,82.60%,74.60%,21.1,94.60%,87.30%,51.30%,82.20%
12,716,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,85.60%,85.00%,12,90.00%,86.90%,67.90%,92.10%
12,1074,,Scheduled Delivery Express,25,Executive Review,Recovering,Store Focus,202249,87.60%,90.10%,10.3,91.40%,83.30%,87.10%,85.20%
12,1530,,Scheduled Delivery Express,12,Executive Review,Recovering,Store Focus,202249,91.40%,64.20%,15.7,95.70%,90.90%,86.70%,81.80%
12,1530,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,89.70%,79.90%,14.2,95.00%,94.30%,75.80%,90.70%
12,660,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,85.40%,84.50%,14.4,93.00%,89.00%,65.80%,90.00%
12,661,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202249,68.00%,63.30%,16.7,68.60%,83.10%,51.40%,70.10%
12,662,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,85.60%,81.80%,15.8,93.00%,76.40%,67.10%,95.50%
12,766,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,86.80%,79.20%,12.6,93.60%,91.90%,73.60%,84.80%
12,1124,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,86.00%,68.30%,10.5,96.90%,80.80%,72.70%,90.30%
12,2690,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,76.40%,73.30%,14.1,91.90%,71.40%,55.90%,80.30%
12,5703,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,73.00%,49.90%,13.5,84.50%,64.80%,56.30%,85.10%
12,175,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202249,74.50%,67.60%,19.8,82.50%,76.40%,71.30%,68.90%
12,848,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,80.90%,82.40%,19.8,83.00%,82.00%,70.20%,84.70%
12,1248,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,77.30%,81.50%,15.3,89.50%,75.00%,75.60%,62.70%
12,2846,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,70.60%,75.40%,15.7,74.50%,68.80%,61.80%,73.30%
12,5196,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,83.50%,95.80%,16.9,92.00%,86.00%,74.70%,82.10%
12,5419,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,73.00%,52.80%,17.7,66.50%,80.50%,52.50%,84.90%
12,6964,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,78.70%,70.90%,17,83.60%,65.70%,73.90%,83.50%
12,93,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202249,90.30%,76.80%,12.6,93.80%,89.80%,84.00%,89.70%
12,94,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202249,94.20%,64.40%,16.1,97.90%,96.00%,90.90%,92.30%
12,94,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,71.20%,71.40%,19.1,79.10%,65.50%,55.10%,79.50%
12,950,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,69.20%,73.00%,17.6,90.40%,67.20%,26.90%,54.80%
12,1561,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202249,79.50%,97.30%,16.7,82.80%,82.50%,71.30%,80.90%
12,2322,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202249,88.20%,88.30%,11.5,94.00%,95.20%,71.30%,90.60%
12,6807,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,76.70%,70.60%,15.1,79.50%,84.70%,67.80%,73.20%
12,192,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202249,85.70%,82.70%,11,85.70%,89.80%,80.30%,87.40%
12,393,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,81.00%,78.70%,10.8,85.60%,76.10%,73.50%,84.30%
12,683,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,83.80%,76.50%,11,86.40%,77.10%,78.30%,90.40%
12,304,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,87.60%,90.70%,10.5,98.20%,77.80%,78.80%,89.40%
12,673,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202249,88.00%,87.40%,15.3,90.30%,87.90%,82.80%,89.70%
12,3495,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,88.40%,90.60%,13.7,95.70%,83.40%,86.20%,87.20%
12,4435,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,87.70%,90.20%,12.1,91.20%,85.00%,84.30%,88.40%
12,4483,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,88.30%,85.20%,12.3,96.50%,81.10%,81.30%,90.90%
12,314,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,86.00%,73.90%,13.8,86.90%,85.00%,82.40%,93.00%
12,656,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,88.00%,92.20%,11.6,94.70%,90.80%,72.50%,93.30%
12,682,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,84.10%,91.40%,17.3,92.90%,86.80%,61.30%,88.30%
12,2757,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,81.00%,73.90%,20,84.90%,88.30%,57.90%,84.40%
12,272,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,79.30%,75.70%,13.8,78.20%,81.80%,78.60%,79.20%
12,406,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,72.30%,57.10%,16.8,82.00%,84.40%,41.20%,72.60%
12,659,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,88.50%,94.20%,10.7,88.90%,87.80%,84.60%,91.70%
12,688,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,83.70%,74.60%,13.1,95.40%,84.90%,68.70%,84.10%
12,710,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,79.80%,78.70%,12.9,80.80%,79.30%,68.90%,88.70%
12,3717,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,81.60%,88.90%,15.7,90.20%,84.50%,62.20%,86.30%
12,4482,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202249,85.70%,85.80%,11.7,97.10%,83.80%,77.20%,83.20%
12,5058,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202249,70.60%,75.00%,18.8,81.40%,68.60%,55.20%,75.20%
12,5616,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,82.60%,82.50%,13.3,85.50%,79.70%,79.40%,84.20%
12,7020,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,85.80%,84.10%,14.8,90.90%,81.70%,82.00%,87.00%
12,36,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,85.70%,64.80%,17.7,94.50%,82.90%,70.60%,89.70%
12,70,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,82.80%,71.00%,13.6,92.30%,85.50%,59.00%,87.10%
2,1070,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202249,66.80%,55.50%,14.2,72.40%,53.20%,54.00%,85.90%
2,1403,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202249,79.90%,68.10%,17.3,92.30%,71.50%,66.90%,84.50%
2,3485,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,87.00%,86.80%,10.9,95.60%,82.10%,76.30%,92.10%
2,3874,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,69.50%,56.70%,16.4,84.20%,71.50%,37.70%,78.00%
2,4616,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202249,80.40%,72.10%,9.5,83.80%,79.20%,74.10%,83.50%
2,5786,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202249,86.70%,80.70%,9.2,92.30%,70.40%,82.20%,96.60%
2,5812,,Scheduled Delivery Express,14,Executive Review,Recovering,Store Focus,202249,93.50%,81.30%,6,91.70%,83.30%,100.00%,100.00%
2,5812,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202249,63.60%,64.60%,14.7,66.70%,35.80%,58.40%,83.00%
2,745,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,81.40%,89.00%,17.4,93.20%,68.70%,62.20%,92.80%
2,3201,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,72.80%,89.00%,17.5,85.90%,72.90%,42.50%,76.40%
2,3401,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,85.20%,89.80%,15.9,88.80%,79.50%,76.30%,89.70%
2,3402,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,71.60%,73.30%,20.9,85.60%,61.20%,55.10%,73.60%
2,3609,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,67.80%,69.90%,24.3,82.30%,47.10%,59.10%,63.80%
2,3709,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,74.40%,78.40%,20.1,85.80%,75.60%,49.40%,77.10%
2,3741,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,83.20%,88.10%,13.7,88.70%,80.30%,73.60%,86.40%
2,6998,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,74.20%,74.70%,14.3,80.00%,75.90%,47.10%,81.90%
2,1184,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,78.10%,85.50%,14.4,88.30%,80.70%,62.10%,78.40%
2,1340,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,81.80%,90.70%,17.2,85.00%,84.00%,74.00%,81.10%
2,2475,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202249,80.80%,86.10%,16.3,83.30%,82.60%,66.60%,87.70%
2,2584,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,80.00%,87.50%,13.3,84.50%,79.90%,71.10%,83.40%
2,3067,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,70.20%,62.00%,15.7,77.10%,41.90%,72.20%,82.60%
2,3118,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,70.00%,81.70%,14.2,65.70%,77.80%,58.50%,77.30%
2,3188,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202249,88.50%,84.60%,12.1,91.40%,88.80%,76.00%,94.90%
2,3710,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,76.00%,74.30%,15.7,84.60%,74.40%,53.20%,86.00%
2,4472,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,82.60%,82.00%,13.1,90.90%,80.10%,67.90%,87.70%
2,3,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,84.20%,76.70%,11.7,85.40%,95.20%,70.20%,85.80%
2,510,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,75.90%,70.60%,16.5,87.50%,72.90%,61.60%,77.30%
2,1121,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,73.30%,76.70%,12.8,70.30%,55.20%,73.80%,90.40%
2,1400,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,78.70%,78.90%,11.1,84.10%,91.50%,58.60%,79.10%
2,3627,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,59.80%,50.60%,19.6,63.60%,83.40%,39.40%,54.90%
2,594,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202249,61.40%,86.40%,25,79.60%,62.80%,51.50%,48.50%
2,722,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,77.60%,69.20%,18.1,90.50%,58.90%,57.20%,87.40%
2,787,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,73.30%,76.00%,16.2,88.10%,62.50%,43.70%,75.20%
2,1047,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,66.00%,71.90%,16.4,90.00%,45.00%,46.20%,72.00%
2,1488,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,88.10%,90.30%,14.1,90.90%,90.60%,74.00%,90.50%
2,2732,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202249,83.80%,73.40%,15.6,92.60%,91.30%,62.60%,84.70%
2,3205,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,84.70%,76.30%,15.9,86.70%,86.20%,73.00%,88.00%
2,4409,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,85.60%,84.60%,9.2,91.30%,83.20%,73.20%,91.30%
2,1181,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,73.70%,69.70%,18.3,59.10%,77.70%,70.80%,87.40%
2,1578,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202249,86.20%,86.60%,15,91.50%,87.50%,75.00%,90.60%
2,1766,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202249,91.80%,56.60%,14.6,100.00%,100.00%,89.50%,77.80%
2,1766,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,72.70%,67.50%,13.2,80.10%,87.20%,66.30%,60.20%
2,2360,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,83.90%,87.70%,12.3,81.70%,90.50%,77.90%,86.40%
2,3008,,Scheduled Delivery Standard,9,Executive Review,-,Store Focus,202249,74.40%,80.10%,12.4,,64.80%,78.30%,78.60%
2,3621,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,61.50%,73.90%,14.4,68.90%,69.00%,54.50%,51.80%
2,3775,,Scheduled Delivery Express,14,Executive Review,-,Store Focus,202249,95.60%,54.90%,12.4,,,94.20%,96.70%
2,3775,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,65.60%,86.60%,22,68.40%,60.00%,77.00%,58.70%
