Region,Store #,First Carrier Assigned,Fulfilment Type,Weeks With Status, Status, Trend,Directional Focus  ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
5,284,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,78.10%,79.80%,21.7,83.60%,92.40%,64.90%,71.30%
5,1455,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,90.40%,88.90%,16.9,93.90%,94.90%,75.20%,89.00%
5,1801,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202249,83.20%,89.60%,15.8,94.00%,90.50%,68.60%,76.10%
5,2978,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,86.20%,88.70%,16.3,95.90%,93.80%,70.10%,84.00%
5,3284,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,87.90%,87.00%,10.1,96.30%,94.10%,73.70%,86.80%
5,3285,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,82.20%,76.80%,17.1,92.60%,95.70%,60.40%,76.70%
5,4279,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,86.50%,81.60%,13.7,92.60%,93.00%,68.30%,89.60%
5,5147,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,77.10%,87.80%,14.4,85.00%,79.60%,63.60%,74.90%
5,265,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202249,72.70%,63.90%,20.6,84.80%,74.70%,43.50%,82.20%
5,516,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,90.60%,83.50%,13.4,95.00%,95.90%,78.60%,90.20%
5,1022,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,88.40%,84.20%,11.9,96.40%,95.50%,76.60%,82.00%
5,2688,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,82.40%,74.10%,16.8,94.30%,88.80%,57.80%,82.20%
5,6467,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,81.80%,78.60%,13.8,90.90%,83.30%,54.70%,91.00%
5,345,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202249,87.30%,80.40%,11.8,95.80%,94.80%,63.70%,88.90%
5,398,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,86.60%,84.90%,15.8,93.60%,92.50%,63.70%,89.00%
5,918,,Scheduled Delivery Express,10,Executive Review,Degrading,Store Focus,202249,85.60%,74.30%,10.3,80.00%,93.80%,72.70%,91.40%
5,918,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202249,81.20%,81.80%,11.2,86.10%,84.60%,59.50%,88.00%
5,3828,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,90.40%,87.30%,11.7,94.60%,92.20%,78.80%,93.50%
5,220,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,92.20%,90.90%,11.8,97.00%,97.90%,82.90%,90.00%
5,353,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202249,41.20%,91.50%,11.6,37.00%,47.10%,46.70%,36.00%
5,371,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,88.20%,87.10%,11.2,92.90%,96.40%,74.80%,87.60%
5,590,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,78.70%,80.20%,26,81.00%,88.10%,61.30%,81.60%
5,804,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202249,88.70%,75.20%,15.2,94.60%,88.80%,81.10%,92.70%
5,471,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,87.50%,87.40%,15.2,93.80%,92.40%,73.90%,88.20%
5,896,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,78.00%,73.20%,18.8,88.00%,70.30%,61.50%,84.40%
5,3014,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,83.90%,77.60%,18,97.10%,96.70%,65.50%,71.20%
5,3432,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202249,87.80%,62.50%,14,98.10%,97.90%,76.30%,81.80%
5,3432,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,72.40%,82.80%,19.3,93.10%,86.20%,27.80%,27.00%
5,3433,,Scheduled Delivery Express,9,Executive Review,Recovering,Store Focus,202249,90.30%,67.80%,19,95.10%,92.00%,79.70%,97.00%
5,3433,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,76.60%,77.00%,20.7,91.10%,68.90%,32.00%,82.00%
5,4503,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202249,65.70%,80.50%,24.6,84.80%,80.30%,18.50%,58.20%
5,5288,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,83.40%,73.90%,16.2,94.90%,91.80%,76.30%,73.10%
5,5810,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,87.00%,99.10%,13.7,96.00%,92.90%,72.60%,86.10%
5,807,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,83.80%,83.00%,15.2,95.10%,87.50%,67.00%,83.50%
5,880,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202249,80.30%,75.00%,17.2,89.60%,85.10%,60.40%,82.80%
5,1178,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202249,57.90%,37.80%,19.5,72.00%,67.60%,35.90%,54.40%
5,2649,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,85.60%,83.20%,19.9,90.00%,87.60%,77.20%,85.90%
5,3044,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,89.80%,89.60%,10.3,94.10%,97.00%,91.50%,74.40%
5,3274,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202249,77.40%,58.40%,17.2,89.30%,78.90%,59.90%,80.10%
5,5080,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202249,82.80%,75.80%,14.4,88.60%,90.60%,64.30%,83.60%
5,5416,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,86.20%,83.50%,14.3,95.20%,94.00%,67.90%,84.90%
5,1117,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,79.00%,74.10%,12.7,90.50%,89.30%,50.40%,78.30%
5,2918,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,81.30%,70.90%,11.4,80.30%,93.00%,70.20%,83.40%
5,3406,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,75.10%,74.50%,20.1,73.00%,78.20%,60.50%,84.20%
5,206,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202249,85.20%,82.70%,13.2,94.60%,94.40%,56.70%,90.90%
5,2427,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,86.90%,85.90%,15.8,94.50%,94.10%,70.50%,88.40%
5,6963,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,87.30%,86.20%,12.5,92.10%,93.80%,69.60%,88.70%
5,426,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,69.50%,58.60%,12.7,72.30%,79.80%,51.10%,70.90%
5,2105,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,82.50%,80.80%,15.4,84.60%,89.40%,79.30%,76.80%
5,2996,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,90.40%,88.30%,14.4,91.70%,94.70%,81.60%,94.00%
5,4240,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,87.60%,75.50%,15.2,89.20%,97.90%,67.60%,92.90%
5,5092,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202249,79.80%,65.10%,19.6,83.50%,77.80%,69.60%,86.60%
5,1118,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202249,79.20%,79.40%,19.6,86.40%,82.50%,61.30%,82.90%
5,2667,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,86.10%,89.90%,14.8,96.30%,93.70%,71.20%,84.80%
5,5191,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,83.50%,76.70%,17.9,83.40%,93.70%,68.60%,84.10%
5,2086,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,87.80%,94.00%,11.9,87.70%,91.70%,84.10%,87.70%
5,6300,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202249,79.40%,73.50%,17.2,82.60%,85.70%,56.30%,85.50%
5,536,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,90.90%,81.50%,13.1,96.80%,95.00%,77.10%,89.20%
5,3381,,Scheduled Delivery Express,14,Executive Review,Recovering,Store Focus,202249,88.60%,80.90%,9,93.90%,85.20%,90.10%,86.80%
5,610,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202249,92.40%,76.10%,12.2,95.80%,100.00%,86.40%,90.00%
5,746,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,90.00%,85.10%,15.1,96.30%,98.30%,71.90%,92.20%
5,939,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,88.50%,84.60%,11.3,92.50%,93.10%,70.40%,95.10%
5,1254,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,85.00%,80.00%,13.6,96.60%,94.50%,67.50%,79.10%
5,6929,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,89.50%,73.00%,14.2,93.10%,97.30%,75.90%,88.60%
5,7156,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,86.80%,81.60%,13.3,96.80%,95.00%,63.10%,89.80%
5,781,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,92.30%,86.10%,8,98.50%,96.40%,80.00%,90.10%
5,1253,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202249,76.60%,82.40%,15.2,81.80%,85.70%,70.40%,76.50%
5,2133,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202249,84.30%,87.10%,13.1,90.60%,93.30%,68.50%,86.30%
5,2991,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202249,78.70%,69.30%,15.7,89.80%,86.20%,70.30%,69.60%
5,4163,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202249,86.30%,87.40%,13.7,88.90%,97.40%,66.80%,90.90%
5,4219,,Scheduled Delivery Express,22,Executive Review,Recovering,Store Focus,202249,90.70%,84.50%,13.9,95.50%,100.00%,100.00%,72.70%
5,4219,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202249,80.30%,86.70%,12.1,83.80%,85.10%,74.10%,79.50%
5,4554,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,82.40%,86.50%,10.2,90.20%,89.10%,71.00%,81.20%
5,475,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,89.10%,92.60%,12,94.40%,94.40%,77.50%,91.30%
5,1185,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202249,88.20%,95.20%,11.7,91.20%,91.80%,74.70%,94.40%
5,3169,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,90.90%,84.40%,10.2,97.10%,94.90%,78.60%,92.60%
5,3569,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,87.50%,89.80%,12,91.80%,95.40%,73.90%,91.80%
5,5480,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,88.50%,83.80%,11.2,90.50%,96.90%,68.10%,93.30%
5,940,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202249,82.70%,79.70%,14.2,89.80%,87.40%,66.90%,83.90%
5,972,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,68.10%,71.60%,21.4,77.90%,66.20%,48.30%,75.80%
5,2980,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202249,77.00%,67.50%,19.6,89.10%,81.70%,55.50%,77.20%
5,3773,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,85.00%,89.20%,16.7,95.10%,92.70%,73.30%,75.70%
5,4165,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,82.70%,85.50%,12,91.70%,94.40%,61.40%,84.00%
5,5247,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202249,82.90%,77.30%,13.4,88.90%,92.20%,67.00%,82.10%
5,5312,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,88.30%,98.70%,10.7,94.40%,95.00%,81.70%,81.60%
5,5316,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,85.40%,87.70%,16.5,97.00%,98.30%,66.10%,74.80%
5,5764,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,84.60%,67.80%,13.7,95.90%,96.20%,73.50%,74.10%
5,1055,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202249,91.90%,73.10%,10.4,91.70%,94.00%,92.70%,89.90%
5,1055,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,85.00%,88.70%,11.3,91.00%,86.80%,73.10%,86.10%
5,1800,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,80.80%,74.90%,16.1,95.70%,88.80%,48.90%,81.50%
5,3224,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,77.20%,70.70%,18.5,97.10%,79.70%,46.80%,79.10%
5,3225,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202249,81.80%,76.40%,18.9,94.70%,92.30%,61.20%,74.40%
5,5823,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,84.70%,87.60%,18,91.30%,89.50%,70.60%,88.20%
5,8930,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202249,92.10%,96.80%,10.3,94.90%,95.20%,85.90%,92.60%
44,417,,Scheduled Delivery Express,7,Executive Review,Degrading,Store Focus,202249,81.60%,80.80%,12.1,87.60%,92.00%,76.50%,71.30%
44,427,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,87.60%,86.20%,12.7,93.10%,86.70%,73.50%,92.20%
44,468,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,87.30%,74.00%,15,98.50%,93.40%,68.80%,87.90%
44,2123,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,90.20%,79.40%,11.5,96.60%,95.30%,80.30%,86.80%
44,221,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,86.90%,79.90%,15.2,92.00%,98.90%,66.30%,83.90%
44,392,,Scheduled Delivery Express,7,Executive Review,Degrading,Store Focus,202249,84.80%,75.30%,13.9,87.70%,85.00%,81.80%,84.90%
44,564,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,86.90%,90.30%,13.3,92.60%,97.60%,73.10%,84.40%
44,576,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202249,88.10%,89.80%,12.5,84.10%,97.20%,76.10%,93.20%
44,12,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202249,78.90%,62.70%,19,93.80%,76.30%,48.70%,85.40%
44,28,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,91.20%,76.20%,12.5,91.90%,97.70%,73.90%,93.20%
44,130,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202249,80.50%,70.20%,16.8,87.30%,87.00%,73.40%,73.50%
44,185,,Scheduled Delivery Express,26,Executive Review,Recovering,Store Focus,202249,92.90%,83.10%,10.9,93.30%,100.00%,100.00%,76.90%
44,1295,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202249,63.30%,90.60%,12,64.70%,66.70%,55.60%,53.30%
44,389,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,81.70%,85.00%,16.6,94.10%,86.30%,53.00%,83.00%
44,1626,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,75.20%,79.00%,21.5,92.00%,72.20%,46.40%,77.80%
44,2803,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202249,81.90%,76.60%,14.2,87.80%,85.60%,64.40%,81.60%
44,2804,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,77.90%,76.00%,18.9,74.30%,84.20%,63.40%,84.60%
44,3430,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,89.80%,76.00%,14,94.80%,97.00%,73.90%,92.00%
44,212,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202249,88.60%,86.30%,15,98.80%,98.40%,73.70%,83.40%
44,517,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,84.80%,80.20%,18.4,96.40%,96.80%,54.50%,90.50%
44,544,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202249,89.40%,87.90%,16,97.40%,98.30%,69.80%,91.50%
44,743,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,91.40%,77.70%,13.6,91.50%,98.70%,81.00%,94.80%
44,7326,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,88.40%,84.00%,16.1,92.70%,97.00%,75.60%,88.20%
13,331,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202249,83.60%,65.50%,15.6,89.00%,96.00%,70.50%,78.40%
13,521,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,91.00%,94.90%,11.9,95.10%,96.10%,75.10%,96.60%
13,651,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,90.10%,93.60%,11.2,92.90%,92.20%,81.50%,89.30%
13,1204,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202249,90.50%,89.20%,12.1,97.30%,97.20%,66.50%,96.30%
13,553,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,87.70%,83.60%,16.4,95.00%,96.70%,69.90%,86.40%
13,909,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,83.50%,83.40%,16.7,98.20%,93.90%,54.40%,83.20%
13,912,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,90.50%,91.90%,10.5,95.50%,92.00%,78.40%,93.20%
13,1163,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,90.90%,88.30%,10.3,96.90%,95.30%,79.30%,90.00%
13,2665,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,87.10%,80.00%,14.6,96.40%,97.80%,61.30%,90.30%
13,2706,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,85.90%,88.00%,14.7,95.70%,90.90%,67.70%,85.30%
13,3167,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202249,44.10%,76.30%,13,61.40%,49.60%,29.50%,39.20%
13,3167,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,77.80%,83.30%,13.2,85.80%,86.50%,53.90%,83.70%
13,5022,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202249,90.40%,60.60%,13.5,91.70%,91.10%,83.50%,94.60%
13,5022,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,74.50%,80.60%,14.8,78.60%,76.50%,54.80%,80.30%
13,489,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,84.00%,73.40%,17,96.50%,94.80%,59.70%,80.90%
13,541,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,78.50%,79.10%,16.7,90.40%,83.50%,50.90%,74.40%
13,989,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202249,79.00%,68.70%,15.7,91.70%,79.50%,57.80%,75.40%
13,1342,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202249,93.40%,63.80%,16.2,100.00%,96.50%,82.00%,97.70%
13,1342,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,86.20%,87.50%,15.6,93.20%,88.00%,71.00%,87.80%
13,1353,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,80.20%,83.10%,18,87.10%,82.10%,54.70%,86.50%
13,4129,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,67.80%,58.50%,23.9,83.10%,69.20%,48.00%,62.40%
13,485,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202249,88.00%,83.30%,7.8,100.00%,100.00%,50.00%,100.00%
13,2913,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,84.50%,76.50%,16.2,96.70%,87.20%,69.30%,82.60%
13,428,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,88.60%,87.30%,11.8,93.30%,92.60%,70.00%,94.00%
13,532,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,84.20%,75.40%,16.2,92.80%,95.20%,48.30%,85.40%
13,839,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202249,90.00%,88.00%,12.9,95.40%,94.00%,78.80%,90.90%
13,935,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202249,80.40%,66.60%,16.6,90.60%,90.50%,52.50%,83.10%
13,1102,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,71.10%,66.20%,20.8,68.50%,76.40%,35.90%,87.10%
13,1206,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,86.80%,83.90%,11.3,89.90%,83.00%,85.80%,87.60%
13,1266,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202249,80.00%,71.80%,15.1,85.30%,83.50%,63.60%,84.70%
13,4683,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,78.30%,73.10%,13.3,88.20%,85.20%,61.70%,76.00%
13,1136,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,94.90%,94.40%,10.8,95.80%,98.30%,84.20%,96.00%
13,2132,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202249,84.90%,89.50%,12.5,88.50%,89.20%,71.70%,89.80%
13,2822,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,90.90%,89.30%,11.9,97.10%,94.80%,76.10%,94.20%
13,3288,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,92.00%,85.70%,11.1,95.80%,94.30%,74.20%,94.80%
13,5056,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202249,80.40%,70.50%,15.3,77.30%,90.20%,63.00%,89.70%
13,310,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202249,86.10%,96.90%,12.6,86.80%,89.80%,81.80%,86.20%
13,543,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202249,91.10%,97.40%,10.7,98.30%,94.40%,85.00%,84.40%
13,75,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202249,96.80%,69.00%,16.3,98.40%,100.00%,89.40%,99.00%
13,75,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202249,88.30%,77.20%,14.7,84.80%,96.60%,72.90%,95.00%
13,170,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,87.70%,94.50%,10.5,90.50%,91.50%,79.70%,88.90%
13,405,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,86.50%,90.30%,12.7,91.40%,89.20%,81.10%,84.90%
13,539,,Scheduled Delivery Standard,46,Executive Review,Recovering,Store Focus,202249,89.50%,75.00%,12.5,92.80%,96.00%,74.40%,91.30%
13,4295,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202249,85.40%,84.50%,12.1,91.50%,87.10%,66.30%,85.70%
13,365,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202249,92.00%,82.00%,14.1,100.00%,89.70%,85.70%,92.30%
13,365,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202249,78.70%,87.80%,14,88.80%,82.80%,49.50%,82.90%
13,708,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,88.80%,85.20%,14.3,95.90%,95.50%,58.10%,94.10%
13,875,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202249,78.50%,84.20%,15.7,87.60%,80.00%,48.70%,83.40%
13,903,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,71.00%,64.40%,15.5,93.90%,70.10%,49.10%,64.50%
13,1710,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202249,79.90%,79.70%,17.4,94.80%,89.50%,46.60%,79.40%
13,2720,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202249,81.50%,78.20%,13.9,93.50%,90.70%,52.60%,79.40%
13,2755,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,80.30%,80.40%,15.3,94.10%,87.20%,28.60%,85.50%
13,3059,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202249,72.10%,90.70%,11.2,85.80%,84.70%,46.80%,71.80%
13,6469,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202249,83.50%,86.70%,13.9,95.90%,81.80%,65.00%,86.20%
13,501,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202249,76.80%,84.10%,15.7,81.90%,87.80%,57.60%,78.10%
13,816,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202249,83.90%,86.70%,12.2,97.70%,88.10%,67.30%,82.30%
13,916,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,87.20%,91.50%,14.7,97.00%,94.90%,68.70%,86.60%
13,1025,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202249,81.20%,89.40%,15.9,89.20%,88.30%,63.00%,83.10%
13,969,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,93.20%,83.00%,13.2,97.50%,98.20%,82.60%,93.80%
13,970,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202249,93.00%,89.50%,10.7,93.60%,96.70%,85.90%,97.30%
13,2715,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202249,80.10%,65.00%,17.5,65.70%,88.20%,62.00%,94.50%
6,744,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,86.00%,92.50%,18.3,90.90%,94.60%,64.00%,94.10%
6,849,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202249,93.80%,83.10%,12.9,98.10%,96.60%,82.30%,97.30%
6,849,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,87.70%,93.50%,12.9,93.50%,94.90%,71.90%,91.00%
6,522,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202249,86.20%,81.60%,12,90.50%,96.70%,72.30%,85.80%
6,1186,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,82.80%,87.20%,8.2,83.80%,90.80%,75.20%,83.80%
6,2439,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202249,84.90%,93.40%,13.2,94.30%,92.20%,65.20%,89.80%
6,3298,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202249,87.90%,89.40%,12.4,89.70%,93.60%,77.00%,91.90%
6,3500,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202249,84.10%,91.90%,18.8,90.70%,91.10%,63.60%,88.60%
6,462,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202249,92.00%,94.00%,12,94.20%,96.20%,80.80%,96.00%
