Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
253,41,655,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Driver Supply Focus,202219,93.26%,93.14%,7.8,90.00%,87.00%,100.00%,95.70%
254,41,299,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202219,81.42%,74.01%,10.3,81.30%,87.70%,94.90%,71.80%
256,41,4118,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202219,89.16%,98.45%,4.9,94.60%,95.80%,89.80%,76.80%
257,41,825,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202219,86.42%,100.00%,4.8,76.90%,92.30%,87.50%,92.30%
258,41,1113,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,87.83%,88.95%,10.8,88.40%,88.20%,86.10%,88.50%
259,41,591,POINTPICKUP,Scheduled Express Delivery ,8,Executive Review,Degrading,Driver Supply Focus,202219,66.67%,97.56%,5.6,66.70%,50.00%,33.30%,100.00%
259,41,1426,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,73.88%,75.94%,10.5,44.10%,72.20%,80.00%,87.00%
259,41,3894,DOORDASH,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202219,74.84%,49.28%,14.8,94.80%,84.60%,56.90%,70.00%
259,41,3894,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202219,82.62%,61.29%,9.2,92.10%,89.00%,68.60%,78.90%
260,41,1210,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202219,85.13%,72.46%,9.9,85.30%,85.10%,87.30%,83.10%
494,59,4524,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202219,82.00%,91.59%,4.9,81.10%,91.20%,83.60%,72.20%
1,14,853,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202219,71.99%,65.46%,15,66.00%,60.80%,82.90%,74.50%
1,14,866,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202219,83.44%,74.19%,8.8,78.90%,100.00%,91.70%,84.00%
1,14,991,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202219,83.05%,78.90%,9.8,83.80%,91.40%,79.00%,81.30%
1,14,991,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202219,79.96%,83.69%,8.5,87.70%,88.20%,79.70%,62.60%
1,14,1212,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202219,87.19%,86.85%,8.6,89.00%,91.90%,83.30%,84.50%
1,14,2748,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202219,36.88%,34.33%,39.8,57.90%,56.80%,27.80%,25.00%
1,14,2748,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202219,40.41%,44.14%,24.3,54.30%,57.40%,35.60%,28.00%
2,14,1158,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202219,76.61%,90.90%,8,78.80%,79.50%,69.50%,78.00%
2,14,1711,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202219,78.61%,65.06%,17,72.20%,72.20%,85.20%,86.50%
2,14,1711,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,78.93%,70.28%,9.1,72.40%,81.00%,84.90%,81.10%
3,14,301,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202219,87.86%,86.88%,8.8,90.10%,88.00%,89.90%,84.20%
3,14,2713,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202219,70.59%,63.77%,28.2,63.60%,80.00%,66.70%,71.90%
3,14,2713,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202219,68.50%,63.51%,19.3,48.50%,75.60%,91.70%,76.80%
11,14,715,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202219,90.64%,82.10%,7.2,89.10%,94.90%,93.60%,88.20%
11,14,764,UBER,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202219,91.89%,86.08%,9.6,92.30%,100.00%,100.00%,87.50%
11,14,764,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202219,79.54%,75.60%,12.2,77.60%,87.10%,86.00%,75.60%
13,14,1481,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202219,74.87%,81.98%,9.9,61.50%,70.50%,85.40%,88.80%
13,14,1481,UBER,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202219,64.04%,73.89%,19.8,55.00%,71.20%,69.10%,70.60%
13,14,4497,POINTPICKUP,Scheduled Express Delivery ,5,At Risk,Recovering,Store Focus,202219,93.75%,67.28%,15.7,90.00%,76.50%,95.00%,100.00%
13,14,4497,POINTPICKUP,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202219,82.49%,75.72%,11.5,77.40%,74.90%,86.30%,85.90%
13,14,4497,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202219,80.31%,75.35%,10,85.10%,77.50%,83.10%,77.30%
14,14,990,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,85.13%,89.63%,9.2,88.00%,90.40%,78.50%,82.90%
14,14,990,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202219,83.18%,88.61%,12.6,83.60%,85.80%,77.40%,85.80%
14,14,1224,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,83.50%,85.92%,7.6,84.40%,89.90%,74.10%,85.30%
15,14,818,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,81.06%,78.16%,7,74.50%,74.10%,87.10%,87.00%
15,14,919,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202219,79.51%,87.30%,12.8,71.60%,80.80%,77.00%,85.50%
15,14,944,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202219,75.89%,74.37%,9.2,83.80%,84.70%,66.00%,74.90%
15,14,944,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202219,70.41%,70.67%,14.9,63.20%,80.40%,59.70%,82.40%
15,14,1032,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,85.07%,60.31%,10,88.30%,88.10%,80.90%,79.60%
15,14,1362,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202219,78.38%,90.04%,12.3,70.60%,86.00%,68.90%,86.60%
15,14,1362,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202219,80.74%,94.34%,6.6,77.90%,76.00%,77.00%,91.00%
15,14,3075,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202219,75.62%,71.96%,10,64.20%,83.30%,73.50%,78.10%
15,14,3119,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,74.30%,83.44%,5.4,80.80%,63.10%,73.90%,79.90%
15,14,5845,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202219,78.37%,62.85%,9.7,39.80%,85.30%,82.00%,89.90%
15,14,5845,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202219,75.95%,63.37%,14.9,26.90%,74.80%,81.80%,97.50%
544,72,4504,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202219,83.93%,91.69%,5.5,85.10%,82.60%,85.50%,82.30%
545,72,5740,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202219,86.75%,86.66%,6.4,89.70%,83.10%,89.70%,84.20%
545,72,5744,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,202219,91.64%,81.60%,7.8,96.30%,88.90%,87.10%,92.80%
44,5,1801,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202219,87.08%,80.17%,9.7,83.20%,89.30%,83.50%,93.30%
44,5,5147,SPARK,Scheduled Standard Delivery,39,Executive Review,Degrading,Store Focus,202219,88.32%,86.66%,7.8,86.30%,91.50%,87.50%,87.70%
45,5,827,POINTPICKUP,Scheduled Express Delivery ,15,Executive Review,Recovering,Driver Supply Focus,202219,84.09%,92.79%,7.3,92.90%,68.40%,89.50%,81.80%
46,5,572,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202219,89.06%,91.67%,5.9,93.40%,89.00%,88.00%,85.40%
49,5,471,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202219,89.06%,88.64%,8.1,87.20%,90.90%,88.60%,89.80%
49,5,3014,SPARK,Scheduled Standard Delivery,40,Executive Review,Degrading,Driver Supply Focus,202219,91.97%,97.56%,6.6,88.70%,96.10%,94.30%,89.20%
49,5,5810,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,202219,89.69%,96.05%,6.6,88.70%,95.30%,89.30%,85.20%
50,5,2649,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202219,86.01%,83.53%,8.7,86.60%,87.90%,88.20%,81.30%
52,5,2427,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202219,79.60%,73.45%,10.1,72.10%,82.40%,82.30%,81.50%
53,5,2105,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,87.39%,70.78%,13.1,82.70%,86.40%,91.10%,89.30%
53,5,5889,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202219,83.41%,99.52%,4.5,84.20%,86.40%,82.00%,80.60%
74,5,535,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202219,89.74%,83.46%,8.4,89.90%,86.60%,89.70%,92.50%
74,5,3381,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Degrading,Driver Supply Focus,202219,94.44%,91.58%,8.5,87.50%,96.20%,90.50%,100.00%
81,5,813,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202219,78.72%,98.33%,8.6,69.20%,86.40%,81.80%,79.20%
82,5,1129,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202219,85.48%,72.81%,10.5,80.80%,90.70%,79.40%,90.40%
82,5,1129,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202219,83.17%,74.39%,9.6,77.50%,88.70%,85.30%,81.80%
82,5,1253,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202219,81.90%,85.92%,5.5,89.10%,86.90%,82.00%,64.50%
82,5,2991,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202219,85.91%,80.89%,8.3,79.90%,87.70%,85.00%,91.70%
82,5,4130,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202219,76.11%,70.02%,13.3,80.60%,62.10%,85.20%,76.40%
82,5,4219,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202219,83.41%,79.56%,6.2,77.80%,82.10%,78.00%,92.10%
82,5,4554,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202219,88.86%,93.56%,4.1,87.90%,90.10%,91.50%,86.30%
83,5,475,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202219,88.42%,76.74%,8.9,93.70%,92.20%,87.40%,84.90%
83,5,475,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202219,87.09%,77.02%,6.7,94.90%,92.30%,86.40%,79.40%
83,5,1185,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202219,72.42%,65.84%,21.4,64.40%,73.60%,81.70%,70.50%
83,5,1185,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202219,69.72%,65.04%,11.5,69.00%,79.40%,71.80%,56.70%
83,5,3169,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202219,78.18%,80.05%,11.9,62.30%,79.50%,83.00%,84.70%
83,5,3170,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202219,74.13%,80.25%,7.1,73.80%,70.00%,77.30%,75.00%
83,5,3569,DOORDASH,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202219,79.85%,66.69%,12.5,76.00%,80.30%,78.90%,85.00%
83,5,5479,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202219,84.19%,72.67%,8.3,79.20%,87.80%,91.20%,78.80%
83,5,5480,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202219,91.63%,76.26%,9.4,89.70%,95.80%,89.70%,91.20%
83,5,5480,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202219,92.48%,79.51%,5.5,97.90%,96.40%,90.20%,85.30%
479,5,940,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202219,80.97%,71.79%,7.6,78.60%,89.00%,90.00%,68.30%
561,64,3198,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202219,85.80%,67.86%,9,92.80%,90.90%,85.70%,73.70%
561,64,3341,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Store Focus,202219,52.30%,71.83%,12.2,55.40%,61.20%,55.40%,36.70%
154,16,1967,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,76.43%,70.39%,20.7,78.10%,83.80%,87.50%,58.10%
154,16,1967,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,74.26%,73.88%,13.2,68.80%,80.10%,85.70%,61.90%
154,16,2174,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202219,69.78%,74.97%,15,50.80%,71.10%,78.40%,79.50%
154,16,5278,DOORDASH,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202219,75.24%,80.93%,18.7,80.60%,85.90%,87.70%,43.80%
154,16,5278,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202219,70.35%,85.43%,12.3,67.20%,77.80%,82.20%,44.60%
156,16,2629,POINTPICKUP,Scheduled Express Delivery ,29,Executive Review,Recovering,Store Focus,202219,87.50%,88.37%,11.9,92.30%,88.90%,84.60%,85.20%
156,16,2964,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202219,94.05%,95.64%,4.4,97.90%,99.10%,96.10%,83.50%
156,16,4387,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202219,71.35%,63.28%,15.7,40.10%,84.90%,75.50%,77.80%
156,16,4387,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202219,73.87%,64.27%,13.1,41.80%,90.80%,83.30%,78.70%
157,16,1762,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202219,70.44%,61.48%,7.2,78.00%,80.40%,59.80%,52.00%
157,16,2222,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202219,73.64%,74.75%,10.4,67.30%,76.40%,76.80%,78.10%
157,16,3114,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202219,49.23%,54.07%,14.5,41.20%,55.70%,64.40%,42.20%
157,16,3535,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202219,91.37%,83.92%,6.9,95.20%,97.30%,94.30%,82.30%
157,16,3535,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,82.28%,87.06%,6.1,84.30%,89.60%,84.70%,74.80%
159,16,1970,DOORDASH,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202219,87.07%,60.79%,10.1,85.80%,89.40%,84.10%,88.70%
159,16,1970,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202219,79.50%,70.10%,7.3,79.40%,85.10%,78.40%,75.20%
159,16,2103,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202219,75.27%,75.32%,11.7,76.50%,89.60%,86.50%,53.10%
159,16,2128,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202219,84.36%,92.54%,6.3,86.70%,91.00%,89.20%,72.20%
159,16,2336,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202219,72.22%,60.92%,9.2,73.50%,65.60%,82.40%,69.70%
159,16,2341,DOORDASH,Scheduled Standard Delivery,48,Executive Review,Degrading,Store Focus,202219,72.54%,90.29%,10.7,67.50%,75.60%,75.00%,74.20%
159,16,2341,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202219,47.62%,91.32%,8.3,45.40%,53.20%,54.60%,37.30%
160,16,2095,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202219,81.06%,48.93%,15.3,85.20%,78.60%,63.60%,85.90%
160,16,2095,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202219,77.10%,56.62%,10.5,77.10%,79.50%,83.10%,69.90%
160,16,2157,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202219,75.96%,80.07%,10.8,68.50%,76.00%,82.30%,77.20%
160,16,2366,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202219,83.46%,78.83%,7.8,86.70%,84.50%,87.00%,75.60%
160,16,2953,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202219,80.61%,90.92%,6.8,80.50%,72.80%,80.20%,87.90%
160,16,5448,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202219,89.82%,84.98%,7.9,89.80%,97.00%,89.00%,86.20%
160,16,5448,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202219,84.68%,83.29%,8.2,89.70%,97.20%,88.30%,66.40%
161,16,1964,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202219,73.76%,58.31%,10.1,77.00%,60.50%,89.10%,68.30%
161,16,2225,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,79.47%,81.67%,9.9,63.90%,76.90%,86.40%,84.90%
161,16,2261,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202219,86.89%,91.47%,4.3,82.20%,79.40%,86.00%,95.60%
161,16,2283,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202219,83.11%,74.32%,10.9,80.80%,88.60%,89.30%,74.70%
180,16,1939,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202219,71.60%,59.41%,14.5,54.50%,75.90%,82.10%,72.80%
180,16,1939,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202219,80.32%,63.99%,10.8,73.30%,85.10%,77.10%,88.00%
180,16,2202,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202219,82.43%,91.96%,5.8,86.20%,83.00%,84.00%,76.40%
181,16,2682,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202219,83.84%,71.00%,11.4,83.30%,97.10%,70.80%,75.00%
181,16,2682,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202219,77.31%,83.86%,7.6,76.00%,81.00%,77.70%,73.60%
183,16,1698,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202219,89.96%,81.38%,7.1,90.60%,95.20%,87.60%,86.10%
183,16,1788,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202219,86.93%,94.58%,5.1,68.70%,94.20%,89.20%,93.90%
183,16,2055,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202219,83.08%,58.09%,14.5,75.00%,85.70%,86.00%,88.30%
183,16,2055,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202219,62.50%,60.65%,10.8,58.10%,69.70%,75.40%,52.30%
183,16,2130,POINTPICKUP,Scheduled Express Delivery ,35,Executive Review,Degrading,Driver Supply Focus,202219,78.57%,100.00%,6.3,60.00%,100.00%,,80.00%
183,16,2130,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202219,77.12%,85.12%,7.4,72.20%,91.70%,78.30%,75.00%
183,16,2130,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202219,92.12%,83.44%,7,92.40%,94.00%,95.40%,88.10%
184,16,1796,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202219,65.58%,62.21%,11.5,67.30%,73.40%,66.80%,57.10%
296,26,1191,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202219,82.35%,79.31%,7.8,84.00%,82.20%,86.50%,76.50%
296,26,1287,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Store Focus,202219,90.48%,78.68%,23.9,96.00%,88.90%,85.00%,90.90%
296,26,1287,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202219,58.68%,60.67%,22.4,58.50%,64.70%,43.20%,63.10%
296,26,1287,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202219,65.73%,61.74%,19.1,61.30%,79.70%,39.10%,66.90%
296,26,1288,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202219,82.35%,79.31%,10.4,77.00%,82.90%,78.50%,93.20%
296,26,2137,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202219,54.88%,61.44%,13,50.60%,65.80%,47.40%,52.00%
296,26,2137,UBER,Scheduled Express Delivery ,7,Executive Review,Degrading,Store Focus,202219,81.36%,70.77%,22.1,69.20%,94.40%,71.40%,85.70%
296,26,2137,UBER,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,202219,53.91%,56.93%,20.6,51.20%,67.60%,58.70%,37.40%
296,26,3182,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202219,84.64%,90.45%,4.8,92.40%,87.20%,78.70%,79.50%
296,26,3182,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202219,82.57%,84.48%,12.6,85.00%,86.50%,84.80%,75.60%
296,26,5346,POINTPICKUP,Scheduled Express Delivery ,5,At Risk,Degrading,Store Focus,202219,89.74%,76.09%,15.6,83.30%,100.00%,100.00%,87.00%
296,26,5346,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202219,81.53%,85.80%,10.5,88.90%,93.00%,64.50%,81.00%
296,26,5346,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202219,88.06%,81.67%,11.9,92.50%,90.20%,77.50%,90.80%
297,26,1614,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202219,85.26%,91.41%,7.5,92.40%,88.80%,83.20%,75.80%
297,26,4250,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202219,36.52%,42.47%,25.8,31.70%,65.10%,44.70%,17.10%
297,26,4250,UBER,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202219,45.15%,34.49%,36.9,34.90%,47.40%,57.70%,43.80%
297,26,4484,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,-,Store Focus,202219,20.00%,40.00%,20,,,,20.00%
297,26,4484,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202219,71.56%,60.23%,13.2,82.30%,63.60%,57.30%,86.20%
297,26,4484,UBER,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202219,72.19%,59.16%,22.1,82.70%,63.00%,64.30%,75.70%
297,26,5118,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202219,63.68%,60.73%,12.2,44.40%,73.50%,64.00%,78.60%
297,26,5118,UBER,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202219,68.89%,54.48%,21.9,51.40%,78.70%,70.70%,85.50%
297,26,5254,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202219,83.53%,56.33%,11.3,80.90%,93.90%,71.90%,88.40%
297,26,5254,UBER,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202219,76.69%,55.02%,17.3,68.90%,78.40%,79.50%,82.00%
298,26,2704,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202219,87.30%,93.75%,7.3,80.00%,90.90%,92.00%,82.40%
298,26,3658,DOORDASH,Scheduled Standard Delivery,28,Executive Review,Recovering,Store Focus,202219,92.44%,87.16%,9,95.90%,89.70%,86.90%,96.90%
299,26,2836,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202219,71.43%,63.64%,20.4,0.00%,78.60%,72.20%,68.80%
299,26,4499,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202219,87.71%,78.87%,7.3,93.00%,92.00%,76.10%,89.40%
