Store,Market,Region,Initiative Name ,Delivery Week
23,135,42,Scan and Go Easy Exit,Wk 13
61,361,40,Scan and Go Easy Exit,Wk 13
85,324,42,Scan and Go Easy Exit,Wk 13
219,359,40,Scan and Go Easy Exit,Wk 13
307,135,42,Scan and Go Easy Exit,Wk 13
376,127,42,Scan and Go Easy Exit,Wk 13
560,360,40,Scan and Go Easy Exit,Wk 13
100,323,42,Scan and Go Easy Exit,Wk 13
2973,51,5,Scan and Go Easy Exit,Wk 13
206,52,5,Scan and Go Easy Exit,Wk 19
217,53,5,Scan and Go Easy Exit,Wk 19
220,48,5,Scan and Go Easy Exit,Wk 19
228,48,5,Scan and Go Easy Exit,Wk 19
260,55,5,Scan and Go Easy Exit,Wk 19
265,45,5,Scan and Go Easy Exit,Wk 19
284,44,5,Scan and Go Easy Exit,Wk 19
286,55,5,Scan and Go Easy Exit,Wk 19
371,48,5,Scan and Go Easy Exit,Wk 19
421,479,5,Scan and Go Easy Exit,Wk 19
426,53,5,Scan and Go Easy Exit,Wk 19
467,52,5,Scan and Go Easy Exit,Wk 19 
471,49,5,Scan and Go Easy Exit,Wk 19 
590,48,5,Scan and Go Easy Exit,Wk 19 
789,583,5,Scan and Go Easy Exit,Wk 20
804,48,5,Scan and Go Easy Exit,Wk 20
807,50,5,Scan and Go Easy Exit,Wk 20
880,50,5,Scan and Go Easy Exit,Wk 20
896,49,5,Scan and Go Easy Exit,Wk 20
940,479,5,Scan and Go Easy Exit,Wk 20
963,48,5,Scan and Go Easy Exit,Wk 20
972,479,5,Scan and Go Easy Exit,Wk 20
1117,51,5,Scan and Go Easy Exit,Wk 20
1118,55,5,Scan and Go Easy Exit,Wk 20
1178,50,5,Scan and Go Easy Exit,Wk 20
1216,53,5,Scan and Go Easy Exit,Wk 20
1455,44,5,Scan and Go Easy Exit,Wk 20
1800,583,5,Scan and Go Easy Exit,Wk 20
1801,44,5,Scan and Go Easy Exit,Wk 21
2086,56,5,Scan and Go Easy Exit,Wk 21
2105,53,5,Scan and Go Easy Exit,Wk 21
2427,52,5,Scan and Go Easy Exit,Wk 21
2649,50,5,Scan and Go Easy Exit,Wk 21
2667,55,5,Scan and Go Easy Exit,Wk 21
2834,50,5,Scan and Go Easy Exit,Wk 21
2918,51,5,Scan and Go Easy Exit,Wk 21
2926,56,5,Scan and Go Easy Exit,Wk 21
2978,44,5,Scan and Go Easy Exit,Wk 21
2980,479,5,Scan and Go Easy Exit,Wk 21
2996,53,5,Scan and Go Easy Exit,Wk 21
3014,49,5,Scan and Go Easy Exit,Wk 21
3044,50,5,Scan and Go Easy Exit,Wk 21
3224,583,5,Scan and Go Easy Exit,Wk 21
3225,583,5,Scan and Go Easy Exit,Wk 22
3284,44,5,Scan and Go Easy Exit,Wk 22
3285,44,5,Scan and Go Easy Exit,Wk 22
3286,52,5,Scan and Go Easy Exit,Wk 22
3406,51,5,Scan and Go Easy Exit,Wk 22
3432,49,5,Scan and Go Easy Exit,Wk 22
3433,49,5,Scan and Go Easy Exit,Wk 22
3482,51,5,Scan and Go Easy Exit,Wk 22
3631,44,5,Scan and Go Easy Exit,Wk 22
3773,479,5,Scan and Go Easy Exit,Wk 22
3777,56,5,Scan and Go Easy Exit,Wk 22
4165,479,5,Scan and Go Easy Exit,Wk 22
4215,55,5,Scan and Go Easy Exit,Wk 22
4279,44,5,Scan and Go Easy Exit,Wk 22
4503,49,5,Scan and Go Easy Exit,Wk 22
4509,48,5,Scan and Go Easy Exit,Wk 23
4627,52,5,Scan and Go Easy Exit,Wk 23
5080,50,5,Scan and Go Easy Exit,Wk 23
5147,44,5,Scan and Go Easy Exit,Wk 23
5288,49,5,Scan and Go Easy Exit,Wk 23
5312,479,5,Scan and Go Easy Exit,Wk 23
5316,479,5,Scan and Go Easy Exit,Wk 23
5359,48,5,Scan and Go Easy Exit,Wk 23
5416,50,5,Scan and Go Easy Exit,Wk 23
5707,52,5,Scan and Go Easy Exit,Wk 23
5810,49,5,Scan and Go Easy Exit,Wk 23
5823,583,5,Scan and Go Easy Exit,Wk 23
5866,56,5,Scan and Go Easy Exit,Wk 23
5889,53,5,Scan and Go Easy Exit,Wk 23
7178,56,5,Scan and Go Easy Exit,Wk 23
8930,583,5,Scan and Go Easy Exit,Wk 23
2438,291,75,Scan and Go Easy Exit,Wk 27
627,38,4,Scan and Go Easy Exit,Wk 27
2152,188,17,Scan and Go Easy Exit,Wk 27
3778,381,54,Scan and Go Easy Exit,Wk 27
1426,259,41,Scan and Go Easy Exit,Wk 27
1771,202,19,Scan and Go Easy Exit,Wk 27
2768,372,46,Scan and Go Easy Exit,Wk 27
3408,392,56,Scan and Go Easy Exit,Wk 27
1266,130,13,Scan and Go Easy Exit,Wk 27
5319,317,20,Scan and Go Easy Exit,Wk 27
2316,214,20,Scan and Go Easy Exit,Wk 27
2855,362,40,Scan and Go Easy Exit,Wk 27
2694,340,40,Scan and Go Easy Exit,Wk 27
1630,457,56,Scan and Go Easy Exit,Wk 27
148,47,44,Scan and Go Easy Exit,Wk 27
3739,399,56,Scan and Go Easy Exit,Wk 27
4392,445,57,Scan and Go Easy Exit,Wk 27
1429,213,19,Scan and Go Easy Exit,Wk 27
5137,376,47,Scan and Go Easy Exit,Wk 27
481,273,25,Scan and Go Easy Exit,Wk 27
2210,195,17,Scan and Go Easy Exit,Wk 27
3522,484,57,Scan and Go Easy Exit,Wk 27
497,242,41,Scan and Go Easy Exit,Wk 27
2584,20,2,Scan and Go Easy Exit,Wk 27
2812,425,53,Scan and Go Easy Exit,Wk 27
1598,370,46,Scan and Go Easy Exit,Wk 27
2419,285,75,Scan and Go Easy Exit,Wk 27
316,3,14,Scan and Go Easy Exit,Wk 27
667,151,12,Scan and Go Easy Exit,Wk 27
3780,281,75,Scan and Go Easy Exit,Wk 27
5235,403,54,Scan and Go Easy Exit,Wk 27
1109,135,42,Scan and Go Easy Exit,Wk 27
1579,296,26,Scan and Go Easy Exit,Wk 27
859,116,9,Scan and Go Easy Exit,Wk 27
1685,430,54,Scan and Go Easy Exit,Wk 27
2015,292,75,Scan and Go Easy Exit,Wk 27
2600,339,40,Scan and Go Easy Exit,Wk 27
5146,506,6,Scan and Go Easy Exit,Wk 27
2583,172,17,Scan and Go Easy Exit,Wk 27
548,25,2,Scan and Go Easy Exit,Wk 27
429,80,6,Scan and Go Easy Exit,Wk 27
5200,233,22,Scan and Go Easy Exit,Wk 27
559,418,52,Scan and Go Easy Exit,Wk 27
5466,219,21,Scan and Go Easy Exit,Wk 27
3520,577,17,Scan and Go Easy Exit,Wk 27
2019,235,20,Scan and Go Easy Exit,Wk 27
585,42,4,Scan and Go Easy Exit,Wk 27
121,351,44,Scan and Go Easy Exit,Wk 27
4235,251,25,Scan and Go Easy Exit,Wk 27
74,329,12,Scan and Go Easy Exit,Wk 27
1040,65,6,Scan and Go Easy Exit,Wk 27
4384,36,4,Scan and Go Easy Exit,Wk 27
408,66,13,Scan and Go Easy Exit,Wk 27
1393,413,52,Scan and Go Easy Exit,Wk 27
1595,217,21,Scan and Go Easy Exit,Wk 27
1320,122,2,Scan and Go Easy Exit,Wk 27
2009,281,75,Scan and Go Easy Exit,Wk 27
4281,436,53,Scan and Go Easy Exit,Wk 27
2592,394,57,Scan and Go Easy Exit,Wk 27
866,1,14,Scan and Go Easy Exit,Wk 27
430,253,41,Scan and Go Easy Exit,Wk 27
911,128,13,Scan and Go Easy Exit,Wk 27
4679,131,13,Scan and Go Easy Exit,Wk 27
5922,289,75,Scan and Go Easy Exit,Wk 27
3860,208,20,Scan and Go Easy Exit,Wk 27
3893,269,25,Scan and Go Easy Exit,Wk 27
2494,460,57,Scan and Go Easy Exit,Wk 27
741,121,2,Scan and Go Easy Exit,Wk 27
748,414,52,Scan and Go Easy Exit,Wk 27
5964,112,9,Scan and Go Easy Exit,Wk 27
2652,384,46,Scan and Go Easy Exit,Wk 27
2715,143,13,Scan and Go Easy Exit,Wk 27
3587,455,56,Scan and Go Easy Exit,Wk 27
4161,110,9,Scan and Go Easy Exit,Wk 27
2243,478,60,Scan and Go Easy Exit,Wk 27
2175,333,40,Scan and Go Easy Exit,Wk 27
2149,216,20,Scan and Go Easy Exit,Wk 27
3725,267,25,Scan and Go Easy Exit,Wk 27
3348,107,9,Scan and Go Easy Exit,Wk 27
1486,314,75,Scan and Go Easy Exit,Wk 27
1942,200,19,Scan and Go Easy Exit,Wk 27
3329,187,17,Scan and Go Easy Exit,Wk 27
2270,375,46,Scan and Go Easy Exit,Wk 27
6998,19,2,Scan and Go Easy Exit,Wk 27
39,410,44,Scan and Go Easy Exit,Wk 27
1412,381,54,Scan and Go Easy Exit,Wk 27
1254,76,5,Scan and Go Easy Exit,Wk 27
947,350,44,Scan and Go Easy Exit,Wk 27
1395,272,25,Scan and Go Easy Exit,Wk 27
5228,282,75,Scan and Go Easy Exit,Wk 27
96,361,40,Scan and Go Easy Exit,Wk 27
5441,411,47,Scan and Go Easy Exit,Wk 27
3484,14,14,Scan and Go Easy Exit,Wk 27
13,334,42,Scan and Go Easy Exit,Wk 27
2218,466,57,Scan and Go Easy Exit,Wk 27
2484,118,9,Scan and Go Easy Exit,Wk 27
5301,107,9,Scan and Go Easy Exit,Wk 27
2049,237,22,Scan and Go Easy Exit,Wk 27
1093,246,21,Scan and Go Easy Exit,Wk 27
955,91,9,Scan and Go Easy Exit,Wk 27
796,279,25,Scan and Go Easy Exit,Wk 27
2183,180,16,Scan and Go Easy Exit,Wk 27
413,569,6,Scan and Go Easy Exit,Wk 27
2193,208,20,Scan and Go Easy Exit,Wk 27
2904,159,16,Scan and Go Easy Exit,Wk 27
3831,288,75,Scan and Go Easy Exit,Wk 27
4506,41,4,Scan and Go Easy Exit,Wk 27
666,115,9,Scan and Go Easy Exit,Wk 27
5064,201,19,Scan and Go Easy Exit,Wk 27
1011,29,4,Scan and Go Easy Exit,Wk 27
1378,247,21,Scan and Go Easy Exit,Wk 27
2629,156,16,Scan and Go Easy Exit,Wk 27
1975,181,16,Scan and Go Easy Exit,Wk 27
522,60,6,Scan and Go Easy Exit,Wk 27
3829,124,4,Scan and Go Easy Exit,Wk 27
3595,310,26,Scan and Go Easy Exit,Wk 27
2222,157,16,Scan and Go Easy Exit,Wk 27
1253,82,5,Scan and Go Easy Exit,Wk 27
5797,27,3,Scan and Go Easy Exit,Wk 27
5672,51,5,Scan and Go Easy Exit,Wk 27
259,583,5,Scan and Go Easy Exit,Complete
2479,459,57,Scan and Go Easy Exit,Wk 27
1035,42,4,Scan and Go Easy Exit,Wk 27
2244,316,20,Scan and Go Easy Exit,Wk 27
598,429,47,Scan and Go Easy Exit,Wk 27
2491,246,21,Scan and Go Easy Exit,Wk 27
1327,243,25,Scan and Go Easy Exit,Wk 27
2841,558,22,Scan and Go Easy Exit,Wk 27
3597,270,25,Scan and Go Easy Exit,Wk 27
5396,478,60,Scan and Go Easy Exit,Wk 27
1008,378,54,Scan and Go Easy Exit,Wk 27
4171,466,57,Scan and Go Easy Exit,Wk 27
32,333,40,Scan and Go Easy Exit,Wk 27
399,46,5,Scan and Go Easy Exit,Wk 27
2756,280,75,Scan and Go Easy Exit,Wk 27
1545,412,52,Scan and Go Easy Exit,Wk 27
681,3,14,Scan and Go Easy Exit,Wk 27
1504,221,21,Scan and Go Easy Exit,Wk 27
1345,314,75,Scan and Go Easy Exit,Wk 27
1933,267,25,Scan and Go Easy Exit,Wk 27
3784,221,21,Scan and Go Easy Exit,Wk 27
2634,180,16,Scan and Go Easy Exit,Wk 27
860,94,3,Scan and Go Easy Exit,Wk 27
3233,419,52,Scan and Go Easy Exit,Wk 27
2820,421,52,Scan and Go Easy Exit,Wk 27
184,361,40,Scan and Go Easy Exit,Wk 27
131,47,44,Scan and Go Easy Exit,Wk 27
2751,380,47,Scan and Go Easy Exit,Wk 27
2828,435,53,Scan and Go Easy Exit,Wk 28
239,138,14,Scan and Go Easy Exit,Wk 28
1805,463,57,Scan and Go Easy Exit,Wk 28
3742,476,60,Scan and Go Easy Exit,Wk 28
1992,462,57,Scan and Go Easy Exit,Wk 28
2888,233,22,Scan and Go Easy Exit,Wk 28
1172,98,3,Scan and Go Easy Exit,Wk 28
1326,429,47,Scan and Go Easy Exit,Wk 28
1991,251,25,Scan and Go Easy Exit,Wk 28
3858,108,9,Scan and Go Easy Exit,Wk 28
1634,419,52,Scan and Go Easy Exit,Wk 28
1219,101,3,Scan and Go Easy Exit,Wk 28
224,272,25,Scan and Go Easy Exit,Wk 28
1141,249,25,Scan and Go Easy Exit,Wk 28
2075,478,60,Scan and Go Easy Exit,Wk 28
5090,440,53,Scan and Go Easy Exit,Wk 28
2932,122,2,Scan and Go Easy Exit,Wk 28
2230,237,22,Scan and Go Easy Exit,Wk 28
2552,476,60,Scan and Go Easy Exit,Wk 28
2924,384,46,Scan and Go Easy Exit,Wk 28
2311,248,21,Scan and Go Easy Exit,Wk 28
2860,29,4,Scan and Go Easy Exit,Wk 28
1162,580,25,Scan and Go Easy Exit,Wk 28
3395,429,47,Scan and Go Easy Exit,Wk 28
2916,172,17,Scan and Go Easy Exit,Wk 28
313,335,40,Scan and Go Easy Exit,Wk 28
1348,300,26,Scan and Go Easy Exit,Wk 28
2469,467,60,Scan and Go Easy Exit,Wk 28
4219,82,5,Scan and Go Easy Exit,Wk 28
4423,280,75,Scan and Go Easy Exit,Wk 28
4049,266,25,Scan and Go Easy Exit,Wk 28
3505,441,53,Scan and Go Easy Exit,Wk 28
1099,409,44,Scan and Go Easy Exit,Wk 28
1452,309,26,Scan and Go Easy Exit,Wk 28
3213,68,6,Scan and Go Easy Exit,Wk 28
3799,371,46,Scan and Go Easy Exit,Wk 28
2617,392,56,Scan and Go Easy Exit,Wk 28
5469,234,22,Scan and Go Easy Exit,Wk 28
2581,191,17,Scan and Go Easy Exit,Wk 28
2402,392,56,Scan and Go Easy Exit,Wk 28
2515,371,46,Scan and Go Easy Exit,Wk 28
2239,86,6,Scan and Go Easy Exit,Wk 28
2845,296,26,Scan and Go Easy Exit,Wk 28
1264,222,21,Scan and Go Easy Exit,Wk 28
4299,71,46,Scan and Go Easy Exit,Wk 28
1533,369,46,Scan and Go Easy Exit,Wk 28
1680,110,9,Scan and Go Easy Exit,Wk 28
1283,93,3,Scan and Go Easy Exit,Wk 28
5361,432,47,Scan and Go Easy Exit,Wk 28
2679,247,21,Scan and Go Easy Exit,Wk 28
1590,553,9,Scan and Go Easy Exit,Wk 28
1192,141,13,Scan and Go Easy Exit,Wk 28
3708,452,56,Scan and Go Easy Exit,Wk 28
1997,188,17,Scan and Go Easy Exit,Wk 28
465,77,6,Scan and Go Easy Exit,Wk 28
3581,216,20,Scan and Go Easy Exit,Wk 28
3494,459,57,Scan and Go Easy Exit,Wk 28
3252,167,22,Scan and Go Easy Exit,Wk 28
2308,470,60,Scan and Go Easy Exit,Wk 28
1875,282,75,Scan and Go Easy Exit,Wk 28
397,80,6,Scan and Go Easy Exit,Wk 28
908,90,9,Scan and Go Easy Exit,Wk 28
1846,366,46,Scan and Go Easy Exit,Wk 28
5129,508,75,Scan and Go Easy Exit,Wk 28
5266,104,9,Scan and Go Easy Exit,Wk 28
5935,477,60,Scan and Go Easy Exit,Wk 28
1575,457,56,Scan and Go Easy Exit,Wk 28
818,15,14,Scan and Go Easy Exit,Wk 28
582,94,3,Scan and Go Easy Exit,Wk 28
1083,101,3,Scan and Go Easy Exit,Wk 28
1437,406,47,Scan and Go Easy Exit,Wk 28
5857,219,21,Scan and Go Easy Exit,Wk 28
1664,299,26,Scan and Go Easy Exit,Wk 28
1399,315,75,Scan and Go Easy Exit,Wk 28
930,8,14,Scan and Go Easy Exit,Wk 28
1972,511,56,Scan and Go Easy Exit,Wk 28
1358,36,4,Scan and Go Easy Exit,Wk 28
836,28,3,Scan and Go Easy Exit,Wk 28
150,344,44,Scan and Go Easy Exit,Wk 28
1293,30,3,Scan and Go Easy Exit,Wk 28
1349,109,9,Scan and Go Easy Exit,Wk 28
5629,457,56,Scan and Go Easy Exit,Wk 28
1794,232,22,Scan and Go Easy Exit,Wk 28
470,78,6,Scan and Go Easy Exit,Wk 28
1556,266,25,Scan and Go Easy Exit,Wk 28
4538,67,6,Scan and Go Easy Exit,Wk 28
1913,207,19,Scan and Go Easy Exit,Wk 28
2198,423,52,Scan and Go Easy Exit,Wk 28
79,334,42,Scan and Go Easy Exit,Wk 28
3344,286,75,Scan and Go Easy Exit,Wk 28
2170,162,17,Scan and Go Easy Exit,Wk 28
2490,362,40,Scan and Go Easy Exit,Wk 28
2472,308,26,Scan and Go Easy Exit,Wk 28
2121,472,60,Scan and Go Easy Exit,Wk 28
3067,20,2,Scan and Go Easy Exit,Wk 28
5174,1,14,Scan and Go Easy Exit,Wk 28
2530,181,16,Scan and Go Easy Exit,Wk 28
5116,60,6,Scan and Go Easy Exit,Wk 28
3658,298,26,Scan and Go Easy Exit,Wk 28
903,140,13,Scan and Go Easy Exit,Wk 28
573,361,40,Scan and Go Easy Exit,Wk 28
1290,304,4,Scan and Go Easy Exit,Wk 28
5047,558,22,Scan and Go Easy Exit,Wk 28
2765,569,6,Scan and Go Easy Exit,Wk 28
3469,175,17,Scan and Go Easy Exit,Wk 28
5352,264,25,Scan and Go Easy Exit,Wk 28
5025,248,21,Scan and Go Easy Exit,Wk 28
1784,477,60,Scan and Go Easy Exit,Wk 28
3150,432,47,Scan and Go Easy Exit,Wk 28
5229,166,22,Scan and Go Easy Exit,Wk 28
1559,394,57,Scan and Go Easy Exit,Wk 28
1135,38,4,Scan and Go Easy Exit,Wk 28
851,387,46,Scan and Go Easy Exit,Wk 28
5386,200,19,Scan and Go Easy Exit,Wk 28
1850,234,22,Scan and Go Easy Exit,Wk 28
1730,287,75,Scan and Go Easy Exit,Wk 28
2705,314,75,Scan and Go Easy Exit,Wk 28
2643,422,52,Scan and Go Easy Exit,Wk 28
2656,375,46,Scan and Go Easy Exit,Wk 28
2576,316,20,Scan and Go Easy Exit,Wk 28
652,406,47,Scan and Go Easy Exit,Wk 28
2640,157,16,Scan and Go Easy Exit,Wk 28
277,353,44,Scan and Go Easy Exit,Wk 28
3290,470,60,Scan and Go Easy Exit,Wk 28
2142,184,16,Scan and Go Easy Exit,Wk 28
5422,97,3,Scan and Go Easy Exit,Wk 28
5418,242,41,Scan and Go Easy Exit,Wk 28
1867,293,75,Scan and Go Easy Exit,Wk 28
3453,200,19,Scan and Go Easy Exit,Wk 28
2869,203,19,Scan and Go Easy Exit,Wk 28
839,130,13,Scan and Go Easy Exit,Wk 28
388,321,42,Scan and Go Easy Exit,Wk 28
4849,419,52,Scan and Go Easy Exit,Wk 28
3525,514,60,Scan and Go Easy Exit,Wk 28
495,138,14,Scan and Go Easy Exit,Wk 28
1332,426,52,Scan and Go Easy Exit,Wk 28
2778,373,46,Scan and Go Easy Exit,Wk 28
1908,440,53,Scan and Go Easy Exit,Wk 28
4511,279,25,Scan and Go Easy Exit,Wk 28
1653,320,75,Scan and Go Easy Exit,Wk 28
3912,176,17,Scan and Go Easy Exit,Wk 28
5189,369,46,Scan and Go Easy Exit,Wk 28
2180,157,16,Scan and Go Easy Exit,Wk 28
2599,86,6,Scan and Go Easy Exit,Wk 28
77,83,5,Scan and Go Easy Exit,Wk 28
1291,367,46,Scan and Go Easy Exit,Wk 28
3058,86,6,Scan and Go Easy Exit,Wk 28
5344,281,75,Scan and Go Easy Exit,Wk 28
3495,149,12,Scan and Go Easy Exit,Wk 28
4115,87,6,Scan and Go Easy Exit,Wk 28
4370,392,56,Scan and Go Easy Exit,Wk 29
4594,305,4,Scan and Go Easy Exit,Wk 29
3782,91,9,Scan and Go Easy Exit,Wk 29
1435,413,52,Scan and Go Easy Exit,Wk 29
1790,197,19,Scan and Go Easy Exit,Wk 29
2422,477,60,Scan and Go Easy Exit,Wk 29
764,11,14,Scan and Go Easy Exit,Wk 29
1782,216,20,Scan and Go Easy Exit,Wk 29
319,361,40,Scan and Go Easy Exit,Wk 29
2556,447,57,Scan and Go Easy Exit,Wk 29
1666,306,4,Scan and Go Easy Exit,Wk 29
1690,275,25,Scan and Go Easy Exit,Wk 29
3601,266,25,Scan and Go Easy Exit,Wk 29
781,81,5,Scan and Go Easy Exit,Wk 29
3891,269,25,Scan and Go Easy Exit,Wk 29
848,144,12,Scan and Go Easy Exit,Wk 29
5196,144,12,Scan and Go Easy Exit,Wk 29
290,77,6,Scan and Go Easy Exit,Wk 29
4564,299,26,Scan and Go Easy Exit,Wk 29
1904,292,75,Scan and Go Easy Exit,Wk 29
3830,178,22,Scan and Go Easy Exit,Wk 29
3584,64,6,Scan and Go Easy Exit,Wk 29
2769,87,6,Scan and Go Easy Exit,Wk 29
65,336,40,Scan and Go Easy Exit,Wk 29
1311,16,3,Scan and Go Easy Exit,Wk 29
312,134,13,Scan and Go Easy Exit,Wk 29
5471,213,19,Scan and Go Easy Exit,Wk 29
1619,192,17,Scan and Go Easy Exit,Wk 29
1534,427,54,Scan and Go Easy Exit,Wk 29
855,22,2,Scan and Go Easy Exit,Wk 29
375,5,12,Scan and Go Easy Exit,Wk 29
1611,205,19,Scan and Go Easy Exit,Wk 29
2237,118,9,Scan and Go Easy Exit,Wk 29
2850,293,75,Scan and Go Easy Exit,Wk 29
151,351,44,Scan and Go Easy Exit,Wk 29
2263,167,22,Scan and Go Easy Exit,Wk 29
2404,87,6,Scan and Go Easy Exit,Wk 29
5045,67,6,Scan and Go Easy Exit,Wk 29
5944,558,22,Scan and Go Easy Exit,Wk 29
1953,297,26,Scan and Go Easy Exit,Wk 29
5411,202,19,Scan and Go Easy Exit,Wk 29
7188,38,4,Scan and Go Easy Exit,Wk 29
2650,166,22,Scan and Go Easy Exit,Wk 29
2535,232,22,Scan and Go Easy Exit,Wk 29
3459,278,25,Scan and Go Easy Exit,Wk 29
1287,296,26,Scan and Go Easy Exit,Wk 29
5244,324,42,Scan and Go Easy Exit,Wk 29
699,136,12,Scan and Go Easy Exit,Wk 29
1329,247,21,Scan and Go Easy Exit,Wk 29
7294,353,44,Scan and Go Easy Exit,Wk 29
1307,262,25,Scan and Go Easy Exit,Wk 29
2985,449,57,Scan and Go Easy Exit,Wk 29
1165,256,41,Scan and Go Easy Exit,Wk 29
285,503,6,Scan and Go Easy Exit,Wk 29
1639,247,21,Scan and Go Easy Exit,Wk 29
5298,305,4,Scan and Go Easy Exit,Wk 29
3659,119,2,Scan and Go Easy Exit,Wk 29
1400,21,2,Scan and Go Easy Exit,Wk 29
586,37,4,Scan and Go Easy Exit,Wk 29
1328,364,46,Scan and Go Easy Exit,Wk 29
3883,470,60,Scan and Go Easy Exit,Wk 29
1496,415,52,Scan and Go Easy Exit,Wk 29
1825,286,75,Scan and Go Easy Exit,Wk 29
3167,125,13,Scan and Go Easy Exit,Wk 29
1938,268,25,Scan and Go Easy Exit,Wk 29
951,85,6,Scan and Go Easy Exit,Wk 29
1872,383,54,Scan and Go Easy Exit,Wk 29
2591,109,9,Scan and Go Easy Exit,Wk 29
5123,391,47,Scan and Go Easy Exit,Wk 29
1645,581,57,Scan and Go Easy Exit,Wk 29
2154,24,2,Scan and Go Easy Exit,Wk 29
20,357,40,Scan and Go Easy Exit,Wk 29
1526,426,52,Scan and Go Easy Exit,Wk 29
1995,400,56,Scan and Go Easy Exit,Wk 29
2480,226,17,Scan and Go Easy Exit,Wk 29
1566,247,21,Scan and Go Easy Exit,Wk 29
331,66,13,Scan and Go Easy Exit,Wk 29
6576,39,2,Scan and Go Easy Exit,Wk 29
2733,32,3,Scan and Go Easy Exit,Wk 29
