Store,Market,Region,Initiative Name ,Delivery Week
329,10,14,Scan and Go Easy Exit,Wk 30
5477,359,40,Scan and Go Easy Exit,Wk 30
59,334,42,Scan and Go Easy Exit,Wk 30
491,253,41,Scan and Go Easy Exit,Wk 30
3081,454,56,Scan and Go Easy Exit,Wk 30
2081,111,9,Scan and Go Easy Exit,Wk 30
1638,7,14,Scan and Go Easy Exit,Wk 30
26,411,47,Scan and Go Easy Exit,Wk 30
2031,511,56,Scan and Go Easy Exit,Wk 30
2747,161,16,Scan and Go Easy Exit,Wk 30
599,124,4,Scan and Go Easy Exit,Wk 30
2084,382,54,Scan and Go Easy Exit,Wk 30
4262,89,9,Scan and Go Easy Exit,Wk 30
2012,156,16,Scan and Go Easy Exit,Wk 30
2575,326,42,Scan and Go Easy Exit,Wk 30
309,132,13,Scan and Go Easy Exit,Wk 30
919,15,14,Scan and Go Easy Exit,Wk 30
5092,53,5,Scan and Go Easy Exit,Complete
2047,179,16,Scan and Go Easy Exit,Wk 30
5777,162,17,Scan and Go Easy Exit,Wk 30
2185,232,22,Scan and Go Easy Exit,Wk 30
1988,455,56,Scan and Go Easy Exit,Wk 30
3580,219,21,Scan and Go Easy Exit,Wk 30
1488,22,2,Scan and Go Easy Exit,Wk 30
5154,484,57,Scan and Go Easy Exit,Wk 30
1107,134,13,Scan and Go Easy Exit,Wk 30
2069,468,56,Scan and Go Easy Exit,Wk 30
249,503,6,Scan and Go Easy Exit,Wk 30
1949,194,17,Scan and Go Easy Exit,Wk 30
1256,266,25,Scan and Go Easy Exit,Wk 30
3785,14,14,Scan and Go Easy Exit,Wk 30
1788,183,16,Scan and Go Easy Exit,Wk 30
2507,447,57,Scan and Go Easy Exit,Wk 30
297,59,6,Scan and Go Easy Exit,Wk 30
1108,135,42,Scan and Go Easy Exit,Wk 30
943,91,9,Scan and Go Easy Exit,Wk 30
588,27,3,Scan and Go Easy Exit,Wk 30
2181,463,57,Scan and Go Easy Exit,Wk 30
5033,378,54,Scan and Go Easy Exit,Wk 30
1243,312,75,Scan and Go Easy Exit,Wk 30
5368,477,60,Scan and Go Easy Exit,Wk 30
1080,124,4,Scan and Go Easy Exit,Wk 30
2248,293,75,Scan and Go Easy Exit,Wk 30
1427,218,21,Scan and Go Easy Exit,Wk 30
1702,92,9,Scan and Go Easy Exit,Wk 30
1921,178,22,Scan and Go Easy Exit,Wk 30
2269,473,60,Scan and Go Easy Exit,Wk 30
762,2,14,Scan and Go Easy Exit,Wk 30
3461,16,3,Scan and Go Easy Exit,Wk 30
1421,278,25,Scan and Go Easy Exit,Wk 30
2045,281,75,Scan and Go Easy Exit,Wk 30
3894,259,41,Scan and Go Easy Exit,Wk 30
775,279,25,Scan and Go Easy Exit,Wk 30
2727,110,9,Scan and Go Easy Exit,Wk 30
4428,294,2,Scan and Go Easy Exit,Wk 30
1314,24,2,Scan and Go Easy Exit,Wk 30
819,105,9,Scan and Go Easy Exit,Wk 30
872,62,6,Scan and Go Easy Exit,Wk 30
4403,187,17,Scan and Go Easy Exit,Wk 30
3163,553,9,Scan and Go Easy Exit,Wk 30
3732,385,46,Scan and Go Easy Exit,Wk 30
962,389,47,Scan and Go Easy Exit,Wk 30
5676,380,47,Scan and Go Easy Exit,Wk 30
1839,214,20,Scan and Go Easy Exit,Wk 30
33,325,42,Scan and Go Easy Exit,Wk 30
4410,304,4,Scan and Go Easy Exit,Wk 30
1979,453,56,Scan and Go Easy Exit,Wk 30
925,114,9,Scan and Go Easy Exit,Wk 30
1761,341,25,Scan and Go Easy Exit,Wk 30
3545,163,17,Scan and Go Easy Exit,Wk 30
1688,289,75,Scan and Go Easy Exit,Wk 30
3728,394,57,Scan and Go Easy Exit,Wk 30
2821,290,75,Scan and Go Easy Exit,Wk 30
2790,280,75,Scan and Go Easy Exit,Wk 30
2903,157,16,Scan and Go Easy Exit,Wk 30
2956,262,25,Scan and Go Easy Exit,Wk 30
1924,179,16,Scan and Go Easy Exit,Wk 30
1120,360,40,Scan and Go Easy Exit,Wk 30
2659,183,16,Scan and Go Easy Exit,Wk 30
2849,316,20,Scan and Go Easy Exit,Wk 30
1193,135,42,Scan and Go Easy Exit,Wk 30
2195,178,22,Scan and Go Easy Exit,Wk 30
624,39,2,Scan and Go Easy Exit,Wk 30
4611,362,40,Scan and Go Easy Exit,Wk 30
3641,223,21,Scan and Go Easy Exit,Wk 30
3771,371,46,Scan and Go Easy Exit,Wk 30
1549,368,46,Scan and Go Easy Exit,Wk 30
3804,293,75,Scan and Go Easy Exit,Wk 30
504,61,6,Scan and Go Easy Exit,Wk 30
243,339,40,Scan and Go Easy Exit,Wk 30
1833,291,75,Scan and Go Easy Exit,Wk 30
3180,446,57,Scan and Go Easy Exit,Wk 30
5626,367,46,Scan and Go Easy Exit,Wk 30
1692,445,57,Scan and Go Easy Exit,Wk 30
3474,115,9,Scan and Go Easy Exit,Wk 30
3362,253,41,Scan and Go Easy Exit,Wk 30
3334,187,17,Scan and Go Easy Exit,Wk 30
2528,232,22,Scan and Go Easy Exit,Wk 30
3640,65,6,Scan and Go Easy Exit,Wk 30
3571,221,21,Scan and Go Easy Exit,Wk 30
4200,16,3,Scan and Go Easy Exit,Wk 30
1211,270,25,Scan and Go Easy Exit,Wk 30
1376,152,41,Scan and Go Easy Exit,Wk 30
3511,474,60,Scan and Go Easy Exit,Wk 30
2763,569,6,Scan and Go Easy Exit,Wk 30
2267,156,16,Scan and Go Easy Exit,Wk 30
1637,432,47,Scan and Go Easy Exit,Wk 30
2531,164,17,Scan and Go Easy Exit,Wk 30
2554,368,46,Scan and Go Easy Exit,Wk 30
2627,112,9,Scan and Go Easy Exit,Wk 30
1170,256,41,Scan and Go Easy Exit,Wk 30
2534,7,14,Scan and Go Easy Exit,Wk 30
1458,120,2,Scan and Go Easy Exit,Wk 30
765,87,6,Scan and Go Easy Exit,Wk 30
2902,159,16,Scan and Go Easy Exit,Wk 30
389,352,44,Scan and Go Easy Exit,Wk 30
2504,188,17,Scan and Go Easy Exit,Wk 30
9,335,40,Scan and Go Easy Exit,Wk 30
2041,284,75,Scan and Go Easy Exit,Wk 30
1606,119,2,Scan and Go Easy Exit,Wk 30
271,349,44,Scan and Go Easy Exit,Wk 30
2527,460,57,Scan and Go Easy Exit,Wk 30
1923,200,19,Scan and Go Easy Exit,Wk 30
1361,426,52,Scan and Go Easy Exit,Wk 30
984,391,47,Scan and Go Easy Exit,Wk 30
205,138,14,Scan and Go Easy Exit,Wk 30
5216,70,46,Scan and Go Easy Exit,Wk 30
4460,324,42,Scan and Go Easy Exit,Wk 30
2063,208,20,Scan and Go Easy Exit,Wk 30
449,66,13,Scan and Go Easy Exit,Wk 30
1529,233,22,Scan and Go Easy Exit,Wk 30
5499,221,21,Scan and Go Easy Exit,Wk 30
1434,391,47,Scan and Go Easy Exit,Wk 30
605,29,4,Scan and Go Easy Exit,Wk 30
2387,114,9,Scan and Go Easy Exit,Wk 30
2718,64,6,Scan and Go Easy Exit,Wk 30
5996,459,57,Scan and Go Easy Exit,Wk 30
630,38,4,Scan and Go Easy Exit,Wk 30
1507,409,44,Scan and Go Easy Exit,Wk 30
4405,264,25,Scan and Go Easy Exit,Wk 31
1419,248,21,Scan and Go Easy Exit,Wk 31
1450,316,20,Scan and Go Easy Exit,Wk 31
673,149,12,Scan and Go Easy Exit,Wk 31
890,91,9,Scan and Go Easy Exit,Wk 31
3524,458,57,Scan and Go Easy Exit,Wk 31
479,349,44,Scan and Go Easy Exit,Wk 31
1410,223,21,Scan and Go Easy Exit,Wk 31
668,152,41,Scan and Go Easy Exit,Wk 31
2214,41,4,Scan and Go Easy Exit,Wk 31
3402,19,2,Scan and Go Easy Exit,Wk 31
3008,23,2,Scan and Go Easy Exit,Wk 31
645,433,47,Scan and Go Easy Exit,Wk 31
2160,290,75,Scan and Go Easy Exit,Wk 31
1544,320,75,Scan and Go Easy Exit,Wk 31
2511,582,54,Scan and Go Easy Exit,Wk 31
2452,444,53,Scan and Go Easy Exit,Wk 31
2862,399,56,Scan and Go Easy Exit,Wk 31
1868,180,16,Scan and Go Easy Exit,Wk 31
1465,314,75,Scan and Go Easy Exit,Wk 31
924,378,54,Scan and Go Easy Exit,Wk 31
2201,505,46,Scan and Go Easy Exit,Wk 31
1697,454,56,Scan and Go Easy Exit,Wk 31
5075,460,57,Scan and Go Easy Exit,Wk 31
7199,383,54,Scan and Go Easy Exit,Wk 31
1849,308,26,Scan and Go Easy Exit,Wk 31
240,47,44,Scan and Go Easy Exit,Wk 31
157,328,42,Scan and Go Easy Exit,Wk 31
468,47,44,Scan and Go Easy Exit,Wk 31
2825,175,17,Scan and Go Easy Exit,Wk 31
1722,421,52,Scan and Go Easy Exit,Wk 31
5118,297,26,Scan and Go Easy Exit,Wk 31
2453,392,56,Scan and Go Easy Exit,Wk 31
3747,239,21,Scan and Go Easy Exit,Wk 31
3573,286,75,Scan and Go Easy Exit,Wk 31
1832,463,57,Scan and Go Easy Exit,Wk 31
780,25,2,Scan and Go Easy Exit,Wk 31
174,92,9,Scan and Go Easy Exit,Wk 31
4521,41,4,Scan and Go Easy Exit,Wk 31
3548,173,17,Scan and Go Easy Exit,Wk 31
5078,473,60,Scan and Go Easy Exit,Wk 31
2254,165,22,Scan and Go Easy Exit,Wk 31
4283,16,3,Scan and Go Easy Exit,Wk 31
2065,122,2,Scan and Go Easy Exit,Wk 31
1204,66,13,Scan and Go Easy Exit,Wk 31
2690,137,12,Scan and Go Easy Exit,Wk 31
1698,183,16,Scan and Go Easy Exit,Wk 31
3230,324,42,Scan and Go Easy Exit,Wk 31
1880,468,56,Scan and Go Easy Exit,Wk 31
2475,20,2,Scan and Go Easy Exit,Wk 31
2147,383,54,Scan and Go Easy Exit,Wk 31
723,7,14,Scan and Go Easy Exit,Wk 31
6286,81,5,Scan and Go Easy Exit,Wk 31
1597,356,44,Scan and Go Easy Exit,Wk 31
3726,205,19,Scan and Go Easy Exit,Wk 31
3313,376,47,Scan and Go Easy Exit,Wk 31
5751,451,56,Scan and Go Easy Exit,Wk 31
5727,115,9,Scan and Go Easy Exit,Wk 31
1754,203,19,Scan and Go Easy Exit,Wk 31
1119,105,9,Scan and Go Easy Exit,Wk 31
1570,248,21,Scan and Go Easy Exit,Wk 31
2548,316,20,Scan and Go Easy Exit,Wk 31
5274,470,60,Scan and Go Easy Exit,Wk 31
4664,37,4,Scan and Go Easy Exit,Wk 31
1600,447,57,Scan and Go Easy Exit,Wk 31
2612,505,46,Scan and Go Easy Exit,Wk 31
700,8,14,Scan and Go Easy Exit,Wk 31
2900,163,17,Scan and Go Easy Exit,Wk 31
663,119,2,Scan and Go Easy Exit,Wk 31
1648,392,56,Scan and Go Easy Exit,Wk 31
2615,27,3,Scan and Go Easy Exit,Wk 31
1871,187,17,Scan and Go Easy Exit,Wk 31
2506,215,20,Scan and Go Easy Exit,Wk 31
2079,196,53,Scan and Go Easy Exit,Wk 31
2228,154,16,Scan and Go Easy Exit,Wk 31
2333,445,57,Scan and Go Easy Exit,Wk 31
1675,256,41,Scan and Go Easy Exit,Wk 31
714,327,42,Scan and Go Easy Exit,Wk 31
1163,125,13,Scan and Go Easy Exit,Wk 31
3227,391,47,Scan and Go Easy Exit,Wk 31
1525,287,75,Scan and Go Easy Exit,Wk 31
1984,154,16,Scan and Go Easy Exit,Wk 31
1552,308,26,Scan and Go Easy Exit,Wk 31
14,357,40,Scan and Go Easy Exit,Wk 31
2174,154,16,Scan and Go Easy Exit,Wk 31
2566,280,75,Scan and Go Easy Exit,Wk 31
451,359,40,Scan and Go Easy Exit,Wk 31
5448,160,16,Scan and Go Easy Exit,Wk 31
611,387,46,Scan and Go Easy Exit,Wk 31
2495,466,57,Scan and Go Easy Exit,Wk 31
2247,299,26,Scan and Go Easy Exit,Wk 31
126,324,42,Scan and Go Easy Exit,Wk 31
1072,27,3,Scan and Go Easy Exit,Wk 31
488,97,3,Scan and Go Easy Exit,Wk 31
72,410,44,Scan and Go Easy Exit,Wk 31
2722,469,60,Scan and Go Easy Exit,Wk 31
935,130,13,Scan and Go Easy Exit,Wk 31
1773,288,75,Scan and Go Easy Exit,Wk 31
3352,452,56,Scan and Go Easy Exit,Wk 31
594,22,2,Scan and Go Easy Exit,Wk 31
5191,55,5,Scan and Go Easy Exit,Wk 31
2197,208,20,Scan and Go Easy Exit,Wk 31
2206,466,57,Scan and Go Easy Exit,Wk 31
1896,391,47,Scan and Go Easy Exit,Wk 31
1917,459,57,Scan and Go Easy Exit,Wk 31
2557,447,57,Scan and Go Easy Exit,Wk 31
6931,256,41,Scan and Go Easy Exit,Wk 31
1798,205,19,Scan and Go Easy Exit,Wk 31
2132,131,13,Scan and Go Easy Exit,Wk 31
1318,122,2,Scan and Go Easy Exit,Wk 31
3547,173,17,Scan and Go Easy Exit,Wk 31
1263,254,41,Scan and Go Easy Exit,Wk 31
5382,282,75,Scan and Go Easy Exit,Wk 31
69,335,40,Scan and Go Easy Exit,Wk 31
914,322,42,Scan and Go Easy Exit,Wk 31
2793,308,26,Scan and Go Easy Exit,Wk 31
672,122,2,Scan and Go Easy Exit,Wk 31
1279,59,6,Scan and Go Easy Exit,Wk 31
5144,77,6,Scan and Go Easy Exit,Wk 31
3059,140,13,Scan and Go Easy Exit,Wk 31
5233,403,54,Scan and Go Easy Exit,Wk 31
1742,165,22,Scan and Go Easy Exit,Wk 31
4284,380,47,Scan and Go Easy Exit,Wk 31
3843,285,75,Scan and Go Easy Exit,Wk 31
892,414,52,Scan and Go Easy Exit,Wk 31
2272,285,75,Scan and Go Easy Exit,Wk 31
1532,369,46,Scan and Go Easy Exit,Wk 31
5880,292,75,Scan and Go Easy Exit,Wk 31
70,329,12,Scan and Go Easy Exit,Wk 31
3390,68,6,Scan and Go Easy Exit,Wk 31
1961,225,21,Scan and Go Easy Exit,Wk 31
4129,128,13,Scan and Go Easy Exit,Wk 31
4,323,42,Scan and Go Easy Exit,Wk 31
918,46,5,Scan and Go Easy Exit,Complete
2099,447,57,Scan and Go Easy Exit,Wk 31
3296,64,6,Scan and Go Easy Exit,Wk 31
407,81,5,Scan and Go Easy Exit,Wk 31
2250,225,21,Scan and Go Easy Exit,Wk 31
4055,87,6,Scan and Go Easy Exit,Wk 31
2111,13,14,Scan and Go Easy Exit,Wk 31
4377,388,54,Scan and Go Easy Exit,Wk 31
2637,164,17,Scan and Go Easy Exit,Wk 31
4487,39,2,Scan and Go Easy Exit,Wk 31
5403,246,21,Scan and Go Easy Exit,Wk 31
3712,455,56,Scan and Go Easy Exit,Wk 31
1505,258,41,Scan and Go Easy Exit,Wk 31
3710,20,2,Scan and Go Easy Exit,Wk 31
3281,228,17,Scan and Go Easy Exit,Wk 31
3215,320,75,Scan and Go Easy Exit,Wk 31
5888,234,22,Scan and Go Easy Exit,Wk 31
2125,380,47,Scan and Go Easy Exit,Wk 31
2027,280,75,Scan and Go Easy Exit,Wk 32
3332,191,17,Scan and Go Easy Exit,Wk 32
494,16,3,Scan and Go Easy Exit,Wk 32
2739,14,14,Scan and Go Easy Exit,Wk 32
3518,88,46,Scan and Go Easy Exit,Wk 32
3824,585,47,Scan and Go Easy Exit,Wk 32
5070,396,57,Scan and Go Easy Exit,Wk 32
1453,440,53,Scan and Go Easy Exit,Wk 32
593,28,3,Scan and Go Easy Exit,Wk 32
3585,68,6,Scan and Go Easy Exit,Wk 32
507,260,41,Scan and Go Easy Exit,Wk 32
3812,217,21,Scan and Go Easy Exit,Wk 32
3741,19,2,Scan and Go Easy Exit,Wk 32
5250,90,9,Scan and Go Easy Exit,Wk 32
875,140,13,Scan and Go Easy Exit,Wk 32
459,25,2,Scan and Go Easy Exit,Wk 32
1267,441,53,Scan and Go Easy Exit,Wk 32
2361,215,20,Scan and Go Easy Exit,Wk 32
5853,467,60,Scan and Go Easy Exit,Wk 32
5155,387,46,Scan and Go Easy Exit,Wk 32
62,329,12,Scan and Go Easy Exit,Wk 32
1954,183,16,Scan and Go Easy Exit,Wk 32
2070,469,60,Scan and Go Easy Exit,Wk 32
1922,462,57,Scan and Go Easy Exit,Wk 32
10,347,44,Scan and Go Easy Exit,Wk 32
2683,154,16,Scan and Go Easy Exit,Wk 32
2006,475,60,Scan and Go Easy Exit,Wk 32
186,409,44,Scan and Go Easy Exit,Wk 32
881,41,4,Scan and Go Easy Exit,Wk 32
5743,299,26,Scan and Go Easy Exit,Wk 32
2929,310,26,Scan and Go Easy Exit,Wk 32
5293,172,17,Scan and Go Easy Exit,Wk 32
2068,170,22,Scan and Go Easy Exit,Wk 32
2889,415,52,Scan and Go Easy Exit,Wk 32
87,127,42,Scan and Go Easy Exit,Wk 32
365,140,13,Scan and Go Easy Exit,Wk 32
1963,450,56,Scan and Go Easy Exit,Wk 32
5325,109,9,Scan and Go Easy Exit,Wk 32
2058,297,26,Scan and Go Easy Exit,Wk 32
5203,217,21,Scan and Go Easy Exit,Wk 32
386,132,13,Scan and Go Easy Exit,Wk 32
640,35,2,Scan and Go Easy Exit,Wk 32
2208,226,17,Scan and Go Easy Exit,Wk 32
2536,581,57,Scan and Go Easy Exit,Wk 32
5192,454,56,Scan and Go Easy Exit,Wk 32
103,351,44,Scan and Go Easy Exit,Wk 32
2523,464,57,Scan and Go Easy Exit,Wk 32
1957,105,9,Scan and Go Easy Exit,Wk 32
3837,263,53,Scan and Go Easy Exit,Wk 32
1299,364,46,Scan and Go Easy Exit,Wk 32
1976,190,17,Scan and Go Easy Exit,Wk 32
602,68,6,Scan and Go Easy Exit,Wk 32
2885,161,16,Scan and Go Easy Exit,Wk 32
3749,225,21,Scan and Go Easy Exit,Wk 32
3477,465,57,Scan and Go Easy Exit,Wk 32
1411,366,46,Scan and Go Easy Exit,Wk 32
862,28,3,Scan and Go Easy Exit,Wk 32
2458,451,56,Scan and Go Easy Exit,Wk 32
5388,61,6,Scan and Go Easy Exit,Wk 32
1986,213,19,Scan and Go Easy Exit,Wk 32
657,152,41,Scan and Go Easy Exit,Wk 32
5673,51,5,Scan and Go Easy Exit,Wk 32
1914,445,57,Scan and Go Easy Exit,Wk 32
1586,26,2,Scan and Go Easy Exit,Wk 32
3481,282,75,Scan and Go Easy Exit,Wk 32
1331,223,21,Scan and Go Easy Exit,Wk 32
5867,176,17,Scan and Go Easy Exit,Wk 32
1020,425,53,Scan and Go Easy Exit,Wk 32
2890,32,3,Scan and Go Easy Exit,Wk 32
1383,29,4,Scan and Go Easy Exit,Wk 32
3652,454,56,Scan and Go Easy Exit,Wk 32
5632,449,57,Scan and Go Easy Exit,Wk 32
5079,143,13,Scan and Go Easy Exit,Wk 32
2357,283,75,Scan and Go Easy Exit,Wk 32
629,42,4,Scan and Go Easy Exit,Wk 32
5717,505,46,Scan and Go Easy Exit,Wk 32
4203,365,57,Scan and Go Easy Exit,Wk 32
2692,206,19,Scan and Go Easy Exit,Wk 32
485,129,13,Scan and Go Easy Exit,Wk 32
3201,19,2,Scan and Go Easy Exit,Wk 32
5398,263,53,Scan and Go Easy Exit,Wk 32
1041,569,6,Scan and Go Easy Exit,Wk 32
51,339,40,Scan and Go Easy Exit,Wk 32
237,271,25,Scan and Go Easy Exit,Wk 32
1260,143,13,Scan and Go Easy Exit,Wk 32
909,125,13,Scan and Go Easy Exit,Wk 32
3337,178,22,Scan and Go Easy Exit,Wk 32
1357,387,46,Scan and Go Easy Exit,Wk 32
1053,242,41,Scan and Go Easy Exit,Wk 32
3700,309,26,Scan and Go Easy Exit,Wk 32
35,407,47,Scan and Go Easy Exit,Wk 32
3382,389,47,Scan and Go Easy Exit,Wk 32
533,132,13,Scan and Go Easy Exit,Wk 32
3397,553,9,Scan and Go Easy Exit,Wk 32
2871,558,22,Scan and Go Easy Exit,Wk 32
5287,68,6,Scan and Go Easy Exit,Wk 32
5843,511,56,Scan and Go Easy Exit,Wk 32
2158,156,16,Scan and Go Easy Exit,Wk 32
2080,202,19,Scan and Go Easy Exit,Wk 32
5076,179,16,Scan and Go Easy Exit,Wk 32
853,1,14,Scan and Go Easy Exit,Wk 32
1735,269,25,Scan and Go Easy Exit,Wk 32
2547,164,17,Scan and Go Easy Exit,Wk 32
1959,164,17,Scan and Go Easy Exit,Wk 32
910,442,53,Scan and Go Easy Exit,Wk 32
2258,283,75,Scan and Go Easy Exit,Wk 32
1811,288,75,Scan and Go Easy Exit,Wk 32
1704,453,56,Scan and Go Easy Exit,Wk 32
854,246,21,Scan and Go Easy Exit,Wk 32
370,406,47,Scan and Go Easy Exit,Wk 32
3259,383,54,Scan and Go Easy Exit,Wk 32
689,257,41,Scan and Go Easy Exit,Wk 32
19,335,40,Scan and Go Easy Exit,Wk 32
4606,413,52,Scan and Go Easy Exit,Wk 32
1977,178,22,Scan and Go Easy Exit,Wk 32
1337,304,4,Scan and Go Easy Exit,Wk 32
6963,52,5,Scan and Go Easy Exit,Wk 32
1729,239,21,Scan and Go Easy Exit,Wk 32
2582,174,17,Scan and Go Easy Exit,Wk 32
2166,191,17,Scan and Go Easy Exit,Wk 32
2115,216,20,Scan and Go Easy Exit,Wk 32
606,29,4,Scan and Go Easy Exit,Wk 32
2799,508,75,Scan and Go Easy Exit,Wk 32
6477,369,46,Scan and Go Easy Exit,Wk 32
887,141,13,Scan and Go Easy Exit,Wk 32
5649,170,22,Scan and Go Easy Exit,Wk 32
5317,82,5,Scan and Go Easy Exit,Wk 32
68,329,12,Scan and Go Easy Exit,Wk 32
3447,219,21,Scan and Go Easy Exit,Wk 32
7301,132,13,Scan and Go Easy Exit,Wk 32
1723,413,52,Scan and Go Easy Exit,Wk 32
5040,227,20,Scan and Go Easy Exit,Wk 32
5941,283,75,Scan and Go Easy Exit,Wk 32
2915,171,17,Scan and Go Easy Exit,Wk 32
3367,36,4,Scan and Go Easy Exit,Wk 32
1809,202,19,Scan and Go Easy Exit,Wk 32
3404,422,52,Scan and Go Easy Exit,Wk 32
1065,325,42,Scan and Go Easy Exit,Wk 32
41,345,44,Scan and Go Easy Exit,Wk 32
637,429,47,Scan and Go Easy Exit,Wk 32
2539,474,60,Scan and Go Easy Exit,Wk 32
5130,166,22,Scan and Go Easy Exit,Wk 32
1286,41,4,Scan and Go Easy Exit,Wk 32
581,414,52,Scan and Go Easy Exit,Wk 32
4340,445,57,Scan and Go Easy Exit,Wk 32
2786,482,25,Scan and Go Easy Exit,Wk 32
158,350,44,Scan and Go Easy Exit,Wk 33
6467,45,5,Scan and Go Easy Exit,Wk 33
1671,433,47,Scan and Go Easy Exit,Wk 33
4683,130,13,Scan and Go Easy Exit,Wk 33
685,123,2,Scan and Go Easy Exit,Wk 33
483,8,14,Scan and Go Easy Exit,Wk 33
3591,68,6,Scan and Go Easy Exit,Wk 33
2032,446,57,Scan and Go Easy Exit,Wk 33
1116,349,44,Scan and Go Easy Exit,Wk 33
2586,195,17,Scan and Go Easy Exit,Wk 33
2176,107,9,Scan and Go Easy Exit,Wk 33
3434,270,25,Scan and Go Easy Exit,Wk 33
3486,218,21,Scan and Go Easy Exit,Wk 33
2159,194,17,Scan and Go Easy Exit,Wk 33
1752,204,19,Scan and Go Easy Exit,Wk 33
147,350,44,Scan and Go Easy Exit,Wk 33
1750,222,21,Scan and Go Easy Exit,Wk 33
3372,111,9,Scan and Go Easy Exit,Wk 33
1715,285,75,Scan and Go Easy Exit,Wk 33
5686,448,57,Scan and Go Easy Exit,Wk 33
3867,379,47,Scan and Go Easy Exit,Wk 33
1051,71,46,Scan and Go Easy Exit,Wk 33
6579,59,6,Scan and Go Easy Exit,Wk 33
4459,301,26,Scan and Go Easy Exit,Wk 33
58,325,42,Scan and Go Easy Exit,Wk 33
5087,37,4,Scan and Go Easy Exit,Wk 33
2289,154,16,Scan and Go Easy Exit,Wk 33
988,104,9,Scan and Go Easy Exit,Wk 33
60,339,40,Scan and Go Easy Exit,Wk 33
1076,32,3,Scan and Go Easy Exit,Wk 33
3861,373,46,Scan and Go Easy Exit,Wk 33
1209,305,4,Scan and Go Easy Exit,Wk 33
1557,482,25,Scan and Go Easy Exit,Wk 33
538,93,3,Scan and Go Easy Exit,Wk 33
113,349,44,Scan and Go Easy Exit,Wk 33
2279,282,75,Scan and Go Easy Exit,Wk 33
674,152,41,Scan and Go Easy Exit,Wk 33
671,152,41,Scan and Go Easy Exit,Wk 33
5051,378,54,Scan and Go Easy Exit,Wk 33
7156,76,5,Scan and Go Easy Exit,Wk 33
1869,165,22,Scan and Go Easy Exit,Wk 33
2474,320,75,Scan and Go Easy Exit,Wk 33
1417,364,46,Scan and Go Easy Exit,Wk 33
945,71,46,Scan and Go Easy Exit,Wk 33
3851,246,21,Scan and Go Easy Exit,Wk 33
678,123,2,Scan and Go Easy Exit,Wk 33
2766,370,46,Scan and Go Easy Exit,Wk 33
1161,339,40,Scan and Go Easy Exit,Wk 33
2950,448,57,Scan and Go Easy Exit,Wk 33
1102,130,13,Scan and Go Easy Exit,Wk 33
3758,412,52,Scan and Go Easy Exit,Wk 33
1017,38,4,Scan and Go Easy Exit,Wk 33
3823,433,47,Scan and Go Easy Exit,Wk 33
4131,506,6,Scan and Go Easy Exit,Wk 33
1338,16,3,Scan and Go Easy Exit,Wk 33
381,81,5,Scan and Go Easy Exit,Wk 33
5313,339,40,Scan and Go Easy Exit,Wk 33
3235,553,9,Scan and Go Easy Exit,Wk 33
5030,207,19,Scan and Go Easy Exit,Wk 33
1222,14,14,Scan and Go Easy Exit,Wk 33
1644,232,22,Scan and Go Easy Exit,Wk 33
1633,424,52,Scan and Go Easy Exit,Wk 33
2674,228,17,Scan and Go Easy Exit,Wk 33
690,124,4,Scan and Go Easy Exit,Wk 33
1196,131,13,Scan and Go Easy Exit,Wk 33
3492,409,44,Scan and Go Easy Exit,Wk 33
1309,312,75,Scan and Go Easy Exit,Wk 33
4295,134,13,Scan and Go Easy Exit,Wk 33
1140,259,41,Scan and Go Easy Exit,Wk 33
2783,260,41,Scan and Go Easy Exit,Wk 33
4644,227,20,Scan and Go Easy Exit,Wk 33
2046,180,16,Scan and Go Easy Exit,Wk 33
634,38,4,Scan and Go Easy Exit,Wk 33
5399,279,25,Scan and Go Easy Exit,Wk 33
4239,392,56,Scan and Go Easy Exit,Wk 33
5667,435,53,Scan and Go Easy Exit,Wk 33
1004,115,9,Scan and Go Easy Exit,Wk 33
2434,196,53,Scan and Go Easy Exit,Wk 33
2199,216,20,Scan and Go Easy Exit,Wk 33
322,85,6,Scan and Go Easy Exit,Wk 33
2,322,42,Scan and Go Easy Exit,Wk 33
2283,161,16,Scan and Go Easy Exit,Wk 33
1126,506,6,Scan and Go Easy Exit,Wk 33
2276,238,19,Scan and Go Easy Exit,Wk 33
1584,396,57,Scan and Go Easy Exit,Wk 33
76,322,42,Scan and Go Easy Exit,Wk 33
1151,362,40,Scan and Go Easy Exit,Wk 33
1350,315,75,Scan and Go Easy Exit,Wk 33
2249,467,60,Scan and Go Easy Exit,Wk 33
2720,140,13,Scan and Go Easy Exit,Wk 33
2341,159,16,Scan and Go Easy Exit,Wk 33
5930,464,57,Scan and Go Easy Exit,Wk 33
5449,62,6,Scan and Go Easy Exit,Wk 33
2917,171,17,Scan and Go Easy Exit,Wk 33
4278,317,20,Scan and Go Easy Exit,Wk 33
1252,380,47,Scan and Go Easy Exit,Wk 33
828,251,25,Scan and Go Easy Exit,Wk 33
2202,180,16,Scan and Go Easy Exit,Wk 33
1406,286,75,Scan and Go Easy Exit,Wk 33
1479,238,19,Scan and Go Easy Exit,Wk 33
1294,247,21,Scan and Go Easy Exit,Wk 33
4643,229,20,Scan and Go Easy Exit,Wk 33
3471,26,2,Scan and Go Easy Exit,Wk 33
2288,462,57,Scan and Go Easy Exit,Wk 33
2910,208,20,Scan and Go Easy Exit,Wk 33
2704,298,26,Scan and Go Easy Exit,Wk 33
