Store #,First Carrier Assigned,Fulfilment Type, Status,Weeks With Status, Trend,Directional Focus ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
5494,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,97.06%,81.53%,8.92,100.00%,97.64%,100.00%,88.54%
2030,,Scheduled Delivery Standard,Executive Review,22,Degrading,Store Focus,202245,82.69%,70.18%,17.37,74.83%,80.88%,75.72%,93.85%
2117,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,94.44%,71.37%,16.54,95.77%,98.39%,100.00%,80.39%
5710,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.48%,77.45%,15.69,97.16%,97.30%,100.00%,81.75%
5710,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,75.78%,55.99%,23.57,78.37%,67.20%,73.00%,84.49%
2119,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,83.01%,82.11%,13.89,70.31%,82.16%,82.96%,92.87%
5435,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,89.66%,87.11%,14.44,87.23%,88.85%,86.15%,94.75%
5884,,Scheduled Delivery Standard,At Risk,4,Recovering,Store Focus,202245,85.21%,79.55%,17.04,90.73%,72.16%,92.68%,88.95%
3493,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,82.86%,92.26%,12.62,84.86%,88.92%,71.04%,85.71%
1651,,Scheduled Delivery Standard,At Risk,6,Recovering,Store Focus,202245,89.98%,84.86%,13.37,90.45%,89.93%,85.32%,93.35%
1755,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,75.48%,77.63%,8.66,75.11%,71.30%,76.07%,80.84%
2553,,Scheduled Delivery Standard,Active Monitoring,2,Recovering,Store Focus,202245,79.38%,82.62%,10.78,92.97%,75.28%,64.49%,81.21%
2925,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,88.76%,77.25%,11.87,96.23%,94.74%,97.37%,65.00%
5139,,Scheduled Delivery Standard,Executive Review,11,Recovering,Store Focus,202245,89.76%,88.38%,10.73,90.80%,88.44%,86.36%,93.12%
1903,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.29%,84.30%,14.48,97.58%,97.56%,97.28%,75.61%
1988,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.99%,66.34%,15.46,99.50%,97.76%,94.67%,76.81%
2418,,Scheduled Delivery Standard,Executive Review,13,Recovering,Store Focus,202245,89.01%,81.77%,9.37,92.98%,84.16%,81.43%,96.20%
3587,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,95.73%,64.50%,13.35,96.49%,100.00%,100.00%,81.48%
3587,,Scheduled Delivery Standard,Active Monitoring,2,Recovering,Store Focus,202245,90.01%,82.28%,11.16,95.24%,91.48%,86.81%,88.45%
1575,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,91.03%,68.05%,11.67,96.00%,92.11%,97.30%,74.19%
1575,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,77.47%,69.25%,15.37,77.89%,68.09%,76.75%,90.81%
1608,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,96.15%,63.77%,17.91,100.00%,95.24%,100.00%,89.74%
2044,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.83%,79.34%,14.19,100.00%,100.00%,100.00%,80.65%
2537,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,90.60%,73.20%,13.85,83.42%,90.17%,92.18%,97.62%
5424,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,97.11%,69.54%,13.47,100.00%,100.00%,100.00%,88.37%
1972,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,83.07%,74.46%,8.56,80.33%,82.44%,83.15%,87.13%
2025,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,94.58%,87.26%,17.05,99.10%,99.02%,95.28%,84.76%
2031,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,73.56%,90.66%,17.25,80.37%,63.16%,71.18%,78.92%
2161,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,88.80%,83.95%,13.25,93.02%,81.63%,86.18%,94.49%
2648,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,86.65%,93.79%,10.18,83.99%,87.99%,83.93%,90.73%
2989,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,73.53%,63.16%,14.19,100.00%,80.00%,85.71%,25.00%
2989,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,80.79%,82.20%,15.54,86.92%,80.00%,67.11%,85.87%
5426,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,79.30%,79.82%,13.58,81.66%,78.01%,75.91%,81.62%
5434,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.39%,79.23%,9.16,96.55%,97.50%,100.00%,78.38%
5434,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,86.35%,82.29%,12.09,88.42%,90.46%,77.92%,87.33%
1872,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,85.77%,74.10%,10.56,86.60%,88.60%,80.00%,85.63%
2147,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.48%,78.22%,7.12,96.30%,95.71%,98.44%,85.58%
2455,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.46%,67.92%,11.8,98.61%,99.12%,97.92%,76.42%
26,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,91.39%,76.54%,10.49,97.33%,98.78%,98.61%,69.86%
484,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,97.02%,84.21%,9.28,97.50%,94.74%,97.83%,97.73%
484,,Scheduled Delivery Standard,Executive Review,10,Degrading,Store Focus,202245,88.50%,78.81%,9.39,87.96%,90.14%,89.39%,86.51%
2131,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.02%,76.06%,10.25,97.75%,98.94%,98.75%,75.31%
1534,,Scheduled Delivery Standard,Active Monitoring,1,Recovering,Store Focus,202245,71.64%,73.26%,12.67,90.85%,86.52%,47.78%,61.74%
1567,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,93.87%,70.88%,14.64,95.65%,96.06%,95.56%,85.53%
1567,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,83.51%,70.71%,13.39,82.11%,80.27%,89.52%,82.32%
1581,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,96.14%,57.88%,10.68,100.00%,98.72%,96.00%,90.79%
1581,,Scheduled Delivery Standard,Executive Review,18,Degrading,Store Focus,202245,75.36%,66.77%,12.62,81.58%,69.66%,64.81%,85.25%
1627,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,89.77%,74.06%,9.3,95.52%,100.00%,96.10%,75.49%
1695,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.55%,75.00%,5.86,100.00%,100.00%,100.00%,71.43%
4352,,Scheduled Delivery Standard,Executive Review,16,Recovering,Store Focus,202245,85.69%,95.02%,10.01,90.15%,88.56%,74.64%,86.84%
598,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,90.09%,80.62%,11.25,97.50%,100.00%,76.92%,72.00%
598,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,70.42%,71.79%,12.45,67.42%,71.35%,70.45%,73.33%
1326,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,81.31%,62.50%,15.48,71.60%,81.30%,89.51%,82.46%
1585,,Scheduled Delivery Standard,Active Monitoring,3,Degrading,Store Focus,202245,89.18%,75.01%,14.3,88.10%,89.42%,90.60%,88.74%
3395,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.75%,53.47%,13.03,92.19%,93.33%,100.00%,80.00%
3395,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,80.21%,63.54%,13.88,67.78%,74.58%,87.70%,89.66%
1535,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,96.86%,82.01%,12.46,97.53%,100.00%,100.00%,88.73%
4865,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,94.70%,74.45%,9.94,97.14%,100.00%,97.06%,83.33%
776,,Scheduled Delivery Standard,Active Monitoring,3,Recovering,Store Focus,202245,86.77%,81.70%,9.18,90.81%,96.15%,79.36%,77.59%
3151,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,89.93%,64.82%,13.05,99.28%,96.00%,96.77%,67.92%
4358,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,76.99%,81.67%,14.18,76.21%,70.51%,70.77%,88.23%
5361,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,73.94%,64.77%,16.23,87.57%,65.10%,54.57%,82.58%
645,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.18%,75.00%,6.69,93.33%,100.00%,100.00%,50.00%
774,,Scheduled Delivery Standard,Executive Review,36,Degrading,Store Focus,202245,80.65%,72.47%,13.02,76.92%,77.05%,74.42%,91.11%
1943,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.27%,68.53%,16.08,98.53%,98.48%,96.92%,87.27%
1943,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,81.39%,69.49%,14.52,83.63%,82.95%,74.86%,83.77%
2432,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,79.79%,82.25%,14.91,85.96%,84.67%,65.81%,79.42%
2174,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,94.37%,68.78%,16.3,96.48%,97.96%,95.16%,86.52%
2901,,Scheduled Delivery Express,Executive Review,10,Degrading,Store Focus,202245,88.24%,90.00%,10.45,83.33%,100.00%,75.00%,100.00%
1918,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,95.45%,68.18%,10.97,100.00%,100.00%,100.00%,80.00%
1918,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,73.90%,88.12%,14.08,78.95%,71.67%,60.67%,82.42%
2012,,Scheduled Delivery Standard,Executive Review,25,Degrading,Store Focus,202245,87.81%,85.13%,12.9,87.08%,90.22%,83.71%,89.65%
2158,,Scheduled Delivery Standard,Executive Review,23,Degrading,Store Focus,202245,82.51%,75.78%,12.38,83.82%,85.53%,78.00%,82.01%
2267,,Scheduled Delivery Standard,Executive Review,17,Degrading,Store Focus,202245,86.56%,86.73%,7.37,81.08%,91.07%,83.54%,90.59%
2629,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,97.30%,60.66%,11.54,100.00%,100.00%,50.00%,
2629,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,76.75%,72.45%,14.5,73.85%,88.70%,60.21%,68.33%
2964,,Scheduled Delivery Express,Active Monitoring,3,Degrading,Store Focus,202245,82.39%,77.63%,18.08,84.00%,90.74%,85.71%,64.86%
4387,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,66.78%,60.12%,17,51.87%,71.64%,63.89%,76.96%
1762,,Scheduled Delivery Standard,Executive Review,44,Degrading,Store Focus,202245,73.91%,76.74%,8.89,73.55%,78.70%,63.98%,79.51%
2139,,Scheduled Delivery Express,Active Monitoring,3,Degrading,Store Focus,202245,75.71%,69.62%,17.98,62.50%,80.95%,100.00%,63.16%
2139,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,48.09%,69.53%,19.54,49.72%,42.71%,48.81%,52.45%
2180,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,71.43%,75.82%,14.6,84.15%,50.39%,66.67%,84.52%
2222,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,71.08%,75.87%,17.4,63.42%,56.33%,69.39%,89.18%
2640,,Scheduled Delivery Express,At Risk,4,Degrading,Store Focus,202245,46.15%,80.00%,8.72,80.00%,15.38%,38.46%,45.45%
2640,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,69.50%,66.91%,8.29,73.68%,64.10%,63.16%,75.79%
2660,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,76.23%,86.07%,7.1,80.60%,74.36%,66.67%,83.33%
2903,,Scheduled Delivery Standard,At Risk,6,Degrading,Store Focus,202245,79.90%,80.95%,9.64,83.05%,70.59%,78.05%,86.79%
3114,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,50.84%,66.65%,23.15,60.86%,40.00%,51.40%,52.26%
3535,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,69.28%,69.44%,16.41,72.85%,70.66%,64.18%,68.84%
1970,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,39.07%,45.13%,36.98,15.07%,30.84%,50.36%,59.83%
2103,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,78.75%,69.02%,15.67,79.74%,73.77%,79.37%,82.74%
2122,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,75.26%,69.71%,15.62,74.78%,71.33%,68.26%,84.94%
2128,,Scheduled Delivery Express,At Risk,6,Recovering,Store Focus,202245,88.24%,89.62%,17.4,95.65%,87.50%,90.00%,78.95%
2128,,Scheduled Delivery Standard,Executive Review,20,Degrading,Store Focus,202245,55.20%,67.05%,25.3,63.49%,30.24%,32.89%,76.56%
2227,,Scheduled Delivery Standard,Executive Review,17,Degrading,Store Focus,202245,49.87%,52.09%,14.01,54.43%,52.58%,47.27%,46.60%
2336,,Scheduled Delivery Standard,Executive Review,13,Degrading,Store Focus,202245,63.05%,50.88%,19.29,57.68%,62.93%,64.42%,68.78%
2341,,Scheduled Delivery Express,Executive Review,10,Degrading,Store Focus,202245,90.77%,74.83%,10.95,87.25%,91.73%,89.83%,94.12%
2341,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,55.46%,97.41%,11.78,51.41%,54.62%,51.13%,63.93%
2902,,Scheduled Delivery Express,Active Monitoring,3,Degrading,Store Focus,202245,70.59%,44.44%,16.51,66.67%,0.00%,80.00%,80.00%
2902,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,46.47%,66.54%,16.61,45.05%,31.17%,38.64%,68.48%
3200,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,69.61%,60.14%,16.02,63.43%,68.71%,64.12%,82.35%
2021,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,79.55%,70.29%,16.56,71.66%,79.79%,78.01%,88.57%
2157,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,78.22%,87.54%,18.5,66.67%,87.44%,67.61%,87.85%
2184,,Scheduled Delivery Standard,Executive Review,17,Degrading,Store Focus,202245,74.25%,61.73%,12.53,85.48%,55.38%,65.54%,88.07%
2366,,Scheduled Delivery Express,At Risk,5,Recovering,Store Focus,202245,94.17%,62.46%,12.87,94.74%,93.10%,94.64%,93.33%
2366,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,75.65%,76.35%,15.46,73.59%,74.30%,75.74%,80.84%
2953,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,87.97%,79.63%,10.77,94.12%,96.77%,90.00%,73.17%
2953,,Scheduled Delivery Standard,Executive Review,25,Recovering,Store Focus,202245,91.19%,91.82%,11.02,90.38%,91.27%,91.10%,92.09%
3560,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,91.79%,80.34%,13.36,97.78%,98.04%,98.65%,67.09%
3561,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,79.10%,84.92%,16.2,72.73%,72.73%,76.47%,94.12%
1873,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,80.23%,71.52%,14.17,80.83%,73.62%,77.65%,88.29%
2225,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,61.89%,70.72%,21.92,67.91%,68.38%,44.50%,62.86%
2283,,Scheduled Delivery Standard,Executive Review,11,Degrading,Store Focus,202245,52.47%,48.56%,20.34,45.21%,50.97%,40.48%,67.84%
2747,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,96.83%,82.31%,7.61,97.37%,100.00%,100.00%,89.66%
2885,,Scheduled Delivery Express,At Risk,4,Degrading,Store Focus,202245,95.65%,86.96%,13.63,83.33%,100.00%,100.00%,100.00%
1797,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,95.16%,76.06%,9.52,100.00%,100.00%,100.00%,80.00%
1797,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,87.52%,87.91%,9.3,96.03%,92.96%,81.36%,75.45%
5076,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,96.04%,82.65%,8.1,98.80%,97.44%,98.91%,88.00%
1868,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,92.16%,76.74%,15.17,97.74%,97.85%,94.74%,74.32%
2046,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,93.23%,78.00%,12.6,97.56%,100.00%,96.67%,79.41%
2202,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,77.94%,87.80%,12.12,95.65%,85.71%,100.00%,29.41%
1975,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,94.59%,70.00%,12,100.00%,100.00%,100.00%,75.00%
1975,,Scheduled Delivery Standard,Executive Review,15,Recovering,Store Focus,202245,84.65%,76.76%,10.05,91.45%,77.86%,88.06%,80.65%
2224,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,52.85%,74.21%,14.27,69.05%,58.49%,47.92%,38.00%
2332,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,84.21%,66.67%,5.52,100.00%,91.67%,50.00%,57.14%
2332,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,47.06%,67.50%,7.54,37.50%,42.55%,42.31%,57.81%
2682,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,93.98%,79.00%,7.79,100.00%,95.00%,100.00%,80.00%
2682,,Scheduled Delivery Standard,At Risk,4,Degrading,Store Focus,202245,66.06%,63.44%,11.92,63.03%,67.08%,68.46%,66.23%
1788,,Scheduled Delivery Express,Active Monitoring,3,Degrading,Store Focus,202245,88.19%,77.89%,14.19,85.37%,91.49%,100.00%,76.67%
1788,,Scheduled Delivery Standard,Executive Review,7,Degrading,Store Focus,202245,80.91%,78.48%,13.33,81.19%,80.47%,76.26%,84.79%
2055,,Scheduled Delivery Standard,Executive Review,12,Degrading,Store Focus,202245,67.71%,52.80%,17.41,53.78%,67.16%,79.22%,75.55%
2130,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,78.06%,68.97%,10.92,79.92%,72.00%,83.48%,77.17%
2153,,Scheduled Delivery Standard,Executive Review,23,Degrading,Store Focus,202245,79.18%,68.36%,12.98,88.46%,83.13%,76.99%,67.37%
2659,,Scheduled Delivery Express,Executive Review,9,Recovering,Store Focus,202245,75.86%,76.67%,8.55,100.00%,75.00%,100.00%,28.57%
2659,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,65.85%,91.55%,10.59,69.88%,56.90%,64.18%,79.03%
1785,,Scheduled Delivery Standard,Executive Review,17,Degrading,Store Focus,202245,63.61%,73.33%,15.36,73.10%,40.85%,63.75%,67.19%
1796,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,70.44%,72.00%,19.3,87.11%,61.47%,53.51%,75.31%
1907,,Scheduled Delivery Express,Executive Review,8,Recovering,Store Focus,202245,94.44%,79.03%,9.99,100.00%,100.00%,100.00%,86.36%
1907,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,59.09%,77.19%,12.82,65.71%,38.64%,38.78%,82.95%
1930,,Scheduled Delivery Standard,At Risk,5,Degrading,Store Focus,202245,55.00%,66.25%,13.18,48.51%,45.65%,57.53%,70.00%
2142,,Scheduled Delivery Standard,Active Monitoring,2,Degrading,Store Focus,202245,75.85%,95.32%,18.21,71.74%,70.82%,72.58%,87.52%
2399,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,81.24%,73.44%,17.58,80.89%,77.80%,89.64%,75.32%
1191,,Scheduled Delivery Standard,Executive Review,48,Degrading,Store Focus,202245,81.19%,83.97%,13.27,85.90%,70.79%,78.40%,86.06%
1287,,Scheduled Delivery Express,At Risk,4,Recovering,Store Focus,202245,77.91%,71.84%,17.38,92.75%,88.89%,62.50%,54.29%
1287,,Scheduled Delivery Standard,Executive Review,36,Degrading,Store Focus,202245,47.04%,79.33%,26.18,75.82%,42.71%,37.50%,37.84%
1288,,Scheduled Delivery Standard,Executive Review,18,Recovering,Store Focus,202245,86.62%,86.86%,13.15,91.20%,85.93%,77.63%,89.60%
1579,,Scheduled Delivery Express,Active Monitoring,3,Recovering,Store Focus,202245,90.48%,72.73%,9.89,100.00%,100.00%,100.00%,50.00%
1579,,Scheduled Delivery Standard,Active Monitoring,1,Degrading,Store Focus,202245,79.52%,72.30%,10.07,80.36%,80.52%,75.00%,82.89%
2256,,Scheduled Delivery Standard,Executive Review,17,Degrading,Store Focus,202245,67.58%,75.63%,20.83,69.71%,55.56%,54.64%,81.58%
3182,,Scheduled Delivery Standard,Executive Review,28,Degrading,Store Focus,202245,65.83%,75.16%,12.4,83.98%,51.63%,57.34%,74.22%
1614,,Scheduled Delivery Standard,Executive Review,29,Degrading,Store Focus,202245,75.06%,79.95%,18.62,77.34%,78.65%,66.96%,75.88%
1816,,Scheduled Delivery Express,Executive Review,7,Recovering,Store Focus,202245,93.94%,82.35%,8.98,100.00%,90.91%,83.33%,100.00%
1816,,Scheduled Delivery Standard,Executive Review,15,Degrading,Store Focus,202245,81.28%,81.62%,10.12,78.95%,72.06%,81.82%,100.00%
1953,,Scheduled Delivery Standard,Executive Review,7,Degrading,Store Focus,202245,48.68%,60.52%,15.7,57.58%,28.85%,57.89%,53.85%
2058,,Scheduled Delivery Standard,Executive Review,25,Degrading,Store Focus,202245,61.17%,64.15%,22.8,73.33%,59.65%,41.45%,68.53%
4250,,Scheduled Delivery Standard,Executive Review,45,Degrading,Store Focus,202245,73.20%,82.04%,18.32,83.00%,71.74%,66.09%,100.00%
4484,,Scheduled Delivery Express,Active Monitoring,2,Recovering,Store Focus,202245,91.95%,87.11%,13.36,100.00%,100.00%,86.36%,82.02%
5118,,Scheduled Delivery Standard,Executive Review,36,Degrading,Store Focus,202245,54.16%,66.33%,21.54,70.40%,52.36%,68.46%,10.59%
5254,,Scheduled Delivery Standard,Executive Review,25,Recovering,Store Focus,202245,80.39%,84.71%,15.27,90.06%,80.66%,60.59%,78.35%
