Market,Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
124,620,2,YES,HIRE,4,WK 37,120
124,690,2,YES,MOVE EXISTING,4,WK 37,120
124,742,2,YES,MOVE EXISTING,4,WK 37,120
124,1080,2,YES,MOVE EXISTING,4,WK 37,120
124,1694,2,YES,MOVE EXISTING,4,WK 37,120
124,2496,3,NO,-,4,WK 37,80
124,2749,3,NO,-,3,WK 37,80
124,3289,3,NO,-,4,WK 37,80
124,3829,2,YES,MOVE EXISTING,4,WK 37,120
124,3852,3,NO,-,3,WK 37,80
149,264,1,YES,MOVE EXISTING,4,WK 37,140
149,304,2,YES,HIRE,4,WK 37,120
149,390,3,NO,-,3,WK 37,80
149,673,1,YES,MOVE EXISTING,4,WK 37,140
149,1075,1,YES,HIRE,4,WK 37,140
149,1226,3,NO,-,3,WK 37,80
149,3137,3,NO,-,3,WK 37,80
149,3495,2,YES,MOVE EXISTING,4,WK 37,120
149,4435,2,YES,MOVE EXISTING,4,WK 37,120
149,4483,2,YES,MOVE EXISTING,4,WK 37,120
152,568,3,NO,-,3,WK 37,80
152,671,1,YES,MOVE EXISTING,4,WK 37,140
152,674,1,YES,MOVE EXISTING,4,WK 37,140
152,695,2,YES,MOVE EXISTING,4,WK 37,120
152,710,2,YES,MOVE EXISTING,4,WK 37,120
152,879,2,YES,HIRE,4,WK 37,120
152,1376,1,YES,MOVE EXISTING,4,WK 37,140
152,4414,3,NO,-,3,WK 37,80
152,4482,2,YES,HIRE,4,WK 37,120
153,192,1,YES,MOVE EXISTING,4,WK 37,140
153,272,1,YES,MOVE EXISTING,4,WK 37,140
153,659,2,YES,MOVE EXISTING,4,WK 37,120
153,688,2,YES,HIRE,4,WK 37,120
153,3017,2,YES,MOVE EXISTING,4,WK 37,120
153,3717,2,YES,MOVE EXISTING,4,WK 37,120
153,5058,2,YES,MOVE EXISTING,4,WK 37,120
153,5616,3,NO,-,3,WK 37,80
153,7020,2,YES,MOVE EXISTING,4,WK 37,120
1,853,2,YES,MOVE EXISTING,4,WK 37,120
1,866,1,YES,MOVE EXISTING,4,WK 37,140
1,904,2,YES,MOVE EXISTING,4,WK 37,120
1,934,3,NO,-,4,WK 37,80
1,991,2,YES,MOVE EXISTING,4,WK 37,120
1,1212,2,YES,MOVE EXISTING,4,WK 37,120
1,2748,2,YES,MOVE EXISTING,4,WK 37,120
1,4333,3,NO,-,4,WK 37,80
1,4581,3,NO,-,4,WK 37,80
1,5174,2,YES,HIRE,4,WK 37,120
1,6173,3,NO,-,4,WK 37,80
2,562,3,NO,-,4,WK 37,80
2,670,1,YES,MOVE EXISTING,4,WK 37,140
2,762,2,YES,MOVE EXISTING,4,WK 37,120
2,1158,3,NO,-,4,WK 37,80
2,1711,2,YES,MOVE EXISTING,4,WK 37,120
2,2723,3,NO,-,4,WK 37,80
2,5113,2,YES,MOVE EXISTING,4,WK 37,120
2,7280,2,YES,MOVE EXISTING,4,WK 37,120
3,298,2,YES,HIRE,4,WK 37,120
3,300,3,NO,-,4,WK 37,80
3,301,2,YES,MOVE EXISTING,4,WK 37,120
3,315,3,NO,-,4,WK 37,80
3,316,3,NO,-,4,WK 37,80
3,691,1,YES,MOVE EXISTING,4,WK 37,140
3,1201,2,YES,MOVE EXISTING,4,WK 37,120
3,2713,2,YES,MOVE EXISTING,4,WK 37,120
3,3386,3,NO,-,4,WK 37,80
3,5126,3,NO,-,4,WK 37,80
7,604,1,YES,MOVE EXISTING,4,WK 37,140
7,723,2,YES,MOVE EXISTING,4,WK 37,120
7,734,2,YES,MOVE EXISTING,4,WK 37,120
7,740,3,NO,-,4,WK 37,80
7,1063,3,NO,-,3,WK 37,80
7,1091,2,YES,MOVE EXISTING,4,WK 37,120
7,1134,2,YES,MOVE EXISTING,4,WK 37,120
7,1462,3,NO,-,4,WK 37,80
7,1638,3,NO,-,4,WK 37,80
7,2114,3,NO,-,4,WK 37,80
7,2534,2,YES,MOVE EXISTING,4,WK 37,120
8,424,2,YES,MOVE EXISTING,4,WK 37,120
8,483,2,YES,MOVE EXISTING,4,WK 37,120
8,700,2,YES,MOVE EXISTING,4,WK 37,120
8,930,2,YES,MOVE EXISTING,4,WK 37,120
8,938,2,YES,MOVE EXISTING,4,WK 37,120
8,1101,2,YES,MOVE EXISTING,4,WK 37,120
8,4318,2,YES,MOVE EXISTING,4,WK 37,120
8,4407,2,YES,MOVE EXISTING,4,WK 37,120
8,5348,2,YES,MOVE EXISTING,4,WK 37,120
10,329,2,YES,MOVE EXISTING,4,WK 37,120
10,355,2,YES,MOVE EXISTING,4,WK 37,120
10,356,2,YES,MOVE EXISTING,4,WK 37,120
10,432,3,NO,-,3,WK 37,80
10,726,3,NO,-,4,WK 37,80
10,730,2,YES,MOVE EXISTING,4,WK 37,120
10,733,2,YES,HIRE,4,WK 37,120
10,809,2,YES,MOVE EXISTING,4,WK 37,120
10,863,3,NO,-,3,WK 37,80
10,1057,3,NO,-,3,WK 37,80
13,423,2,YES,HIRE,4,WK 37,120
13,1229,2,YES,MOVE EXISTING,4,WK 37,120
13,1481,2,YES,MOVE EXISTING,4,WK 37,120
13,2111,2,YES,MOVE EXISTING,4,WK 37,120
13,3271,2,YES,MOVE EXISTING,4,WK 37,120
13,4330,2,YES,HIRE,4,WK 37,120
13,4497,2,YES,MOVE EXISTING,4,WK 37,120
13,5262,2,YES,HIRE,4,WK 37,120
14,990,1,YES,MOVE EXISTING,4,WK 37,140
14,1174,3,NO,-,3,WK 37,80
14,1222,1,YES,HIRE,4,WK 37,140
14,1224,2,YES,MOVE EXISTING,4,WK 37,120
14,1493,3,NO,-,3,WK 37,80
14,1605,2,YES,MOVE EXISTING,4,WK 37,120
14,1620,2,YES,HIRE,4,WK 37,120
14,2533,2,YES,MOVE EXISTING,4,WK 37,120
14,2739,3,NO,-,4,WK 37,80
14,2760,3,NO,-,3,WK 37,80
14,3484,2,YES,HIRE,4,WK 37,120
14,3785,3,NO,-,3,WK 37,80
14,7247,3,NO,-,3,WK 37,80
15,818,1,YES,MOVE EXISTING,4,WK 37,140
15,919,1,YES,HIRE,4,WK 37,140
15,944,2,YES,MOVE EXISTING,4,WK 37,120
15,1032,2,YES,MOVE EXISTING,4,WK 37,120
15,1207,2,YES,MOVE EXISTING,4,WK 37,120
15,1362,1,YES,MOVE EXISTING,4,WK 37,140
15,3075,2,YES,HIRE,4,WK 37,120
15,3119,2,YES,MOVE EXISTING,4,WK 37,120
15,3439,2,YES,HIRE,4,WK 37,120
15,5845,2,YES,HIRE,4,WK 37,120
15,5872,3,NO,-,4,WK 37,80
16,494,2,YES,MOVE EXISTING,4,WK 37,120
16,614,1,YES,HIRE,4,WK 37,140
16,932,1,YES,MOVE EXISTING,4,WK 37,140
16,1112,2,YES,HIRE,4,WK 37,120
16,1284,1,YES,MOVE EXISTING,4,WK 37,140
16,1311,2,YES,HIRE,4,WK 37,120
16,1338,2,YES,HIRE,4,WK 37,120
16,3461,1,YES,MOVE EXISTING,4,WK 37,140
16,4200,2,YES,MOVE EXISTING,4,WK 37,120
16,4283,2,YES,HIRE,4,WK 37,120
16,5363,2,YES,MOVE EXISTING,4,WK 37,120
70,600,3,NO,-,4,WK 37,80
70,755,1,YES,MOVE EXISTING,4,WK 37,140
70,793,3,NO,-,4,WK 37,80
70,812,2,YES,HIRE,4,WK 37,120
70,822,2,YES,MOVE EXISTING,4,WK 37,120
70,900,3,NO,-,3,WK 37,80
70,1516,3,NO,-,4,WK 37,80
70,3383,2,YES,MOVE EXISTING,4,WK 37,120
70,3384,3,NO,-,4,WK 37,80
70,5216,2,YES,MOVE EXISTING,4,WK 37,120
71,549,1,YES,MOVE EXISTING,4,WK 37,140
71,821,2,YES,MOVE EXISTING,4,WK 37,120
71,861,1,YES,HIRE,4,WK 37,140
71,927,2,YES,HIRE,4,WK 37,120
71,945,1,YES,HIRE,4,WK 37,140
71,1051,3,NO,-,4,WK 37,80
71,2653,3,NO,-,4,WK 37,80
71,3826,2,YES,MOVE EXISTING,4,WK 37,120
71,4299,1,YES,MOVE EXISTING,4,WK 37,140
71,6898,2,YES,MOVE EXISTING,4,WK 37,120
73,513,2,YES,MOVE EXISTING,4,WK 37,120
73,537,1,YES,MOVE EXISTING,4,WK 37,140
73,608,1,YES,MOVE EXISTING,4,WK 37,140
73,626,3,NO,-,3,WK 37,80
73,897,3,NO,-,4,WK 37,80
73,898,3,NO,-,3,WK 37,80
73,2891,1,YES,MOVE EXISTING,4,WK 37,140
73,3645,1,YES,MOVE EXISTING,4,WK 37,140
74,438,3,NO,-,3,WK 37,80
74,535,1,YES,MOVE EXISTING,4,WK 37,140
74,536,1,YES,MOVE EXISTING,4,WK 37,140
74,601,2,YES,HIRE,4,WK 37,120
74,1078,3,NO,-,2,WK 37,80
74,1249,2,YES,HIRE,4,WK 37,120
74,1257,3,NO,-,3,WK 37,80
74,1272,3,NO,-,3,WK 37,80
74,3381,3,NO,-,3,WK 37,80
74,7281,2,YES,HIRE,4,WK 37,120
77,290,3,NO,-,3,WK 37,80
77,465,2,YES,HIRE,4,WK 37,120
77,478,3,NO,-,2,WK 37,80
77,757,2,YES,HIRE,4,WK 37,120
77,901,2,YES,MOVE EXISTING,4,WK 37,120
77,1313,1,YES,MOVE EXISTING,4,WK 37,140
77,3112,2,YES,HIRE,4,WK 37,120
77,3279,1,YES,MOVE EXISTING,4,WK 37,140
77,4103,3,NO,-,3,WK 37,80
77,5144,2,YES,MOVE EXISTING,4,WK 37,120
77,5245,1,YES,MOVE EXISTING,4,WK 37,140
81,381,1,YES,HIRE,4,WK 37,140
81,407,1,YES,MOVE EXISTING,4,WK 37,140
81,476,3,NO,-,3,WK 37,80
81,781,1,YES,MOVE EXISTING,4,WK 37,140
81,813,2,YES,MOVE EXISTING,4,WK 37,120
81,917,3,NO,-,3,WK 37,80
81,1073,3,NO,-,3,WK 37,80
81,1232,2,YES,HIRE,4,WK 37,120
81,1303,1,YES,MOVE EXISTING,4,WK 37,140
81,3319,1,YES,MOVE EXISTING,4,WK 37,140
81,6286,2,YES,MOVE EXISTING,4,WK 37,120
82,1129,2,YES,MOVE EXISTING,4,WK 37,120
82,1253,1,YES,MOVE EXISTING,4,WK 37,140
82,2133,1,YES,MOVE EXISTING,4,WK 37,140
82,2991,1,YES,MOVE EXISTING,4,WK 37,140
82,4130,2,YES,HIRE,4,WK 37,120
82,4163,2,YES,HIRE,4,WK 37,120
82,4219,2,YES,HIRE,4,WK 37,120
82,4554,3,NO,-,3,WK 37,80
82,5317,1,YES,MOVE EXISTING,4,WK 37,140
83,77,2,YES,HIRE,4,WK 37,120
83,280,3,NO,-,3,WK 37,80
83,475,1,YES,MOVE EXISTING,4,WK 37,140
83,1185,1,YES,MOVE EXISTING,4,WK 37,140
83,3169,2,YES,HIRE,4,WK 37,120
83,3170,3,NO,-,3,WK 37,80
83,3569,1,YES,MOVE EXISTING,4,WK 37,140
83,5479,2,YES,MOVE EXISTING,4,WK 37,120
83,5480,1,YES,MOVE EXISTING,4,WK 37,140
86,999,1,YES,HIRE,4,WK 37,140
86,1235,3,NO,-,3,WK 37,80
86,2239,1,YES,HIRE,4,WK 37,140
86,2599,1,YES,HIRE,4,WK 37,140
86,3058,1,YES,MOVE EXISTING,4,WK 37,140
86,3106,1,YES,MOVE EXISTING,4,WK 37,140
86,3888,1,YES,MOVE EXISTING,4,WK 37,140
86,4102,3,NO,-,3,WK 37,80
86,5145,1,YES,MOVE EXISTING,4,WK 37,140
88,443,3,NO,-,4,WK 37,80
88,447,1,YES,MOVE EXISTING,4,WK 37,140
88,461,1,YES,MOVE EXISTING,4,WK 37,140
88,554,1,YES,MOVE EXISTING,4,WK 37,140
88,782,2,YES,MOVE EXISTING,4,WK 37,120
88,1046,3,NO,-,2,WK 37,80
88,3518,1,YES,MOVE EXISTING,4,WK 37,140
88,3623,2,YES,MOVE EXISTING,4,WK 37,120
88,5713,1,YES,MOVE EXISTING,4,WK 37,140
505,500,1,YES,MOVE EXISTING,4,WK 37,140
505,512,1,YES,HIRE,4,WK 37,140
505,964,1,YES,HIRE,4,WK 37,140
505,1015,1,YES,MOVE EXISTING,4,WK 37,140
505,2201,1,YES,HIRE,4,WK 37,140
505,2612,1,YES,MOVE EXISTING,4,WK 37,140
505,3136,1,YES,MOVE EXISTING,4,WK 37,140
505,3763,1,YES,MOVE EXISTING,4,WK 37,140
505,5717,1,YES,MOVE EXISTING,4,WK 37,140
505,5947,2,YES,HIRE,4,WK 37,120
506,508,1,YES,MOVE EXISTING,4,WK 37,140
506,1126,2,YES,MOVE EXISTING,4,WK 37,120
506,1154,2,YES,HIRE,4,WK 37,120
506,1198,1,YES,MOVE EXISTING,4,WK 37,140
506,2864,1,YES,MOVE EXISTING,4,WK 37,140
506,3056,2,YES,MOVE EXISTING,4,WK 37,120
506,3057,2,YES,MOVE EXISTING,4,WK 37,120
506,3107,3,NO,-,4,WK 37,80
506,4131,2,YES,HIRE,4,WK 37,120
506,4162,2,YES,MOVE EXISTING,4,WK 37,120
506,5146,2,YES,MOVE EXISTING,4,WK 37,120
46,146,3,NO,-,4,WK 37,80
46,165,2,YES,MOVE EXISTING,4,WK 37,120
46,180,2,YES,HIRE,4,WK 37,120
46,345,2,YES,MOVE EXISTING,4,WK 37,120
46,398,2,YES,MOVE EXISTING,4,WK 37,120
46,399,2,YES,HIRE,4,WK 37,120
46,523,3,NO,-,3,WK 37,80
46,572,2,YES,HIRE,4,WK 37,120
46,918,2,YES,MOVE EXISTING,4,WK 37,120
46,3828,2,YES,HIRE,4,WK 37,120
66,283,3,NO,-,3,WK 37,80
66,331,2,YES,MOVE EXISTING,4,WK 37,120
66,383,3,NO,-,4,WK 37,80
66,384,3,NO,-,4,WK 37,80
66,408,1,YES,MOVE EXISTING,4,WK 37,140
66,449,2,YES,HIRE,4,WK 37,120
66,457,2,YES,MOVE EXISTING,4,WK 37,120
66,469,2,YES,MOVE EXISTING,4,WK 37,120
66,521,2,YES,HIRE,4,WK 37,120
66,651,1,YES,MOVE EXISTING,4,WK 37,140
66,777,2,YES,MOVE EXISTING,4,WK 37,120
66,1204,2,YES,MOVE EXISTING,4,WK 37,120
68,351,3,NO,-,3,WK 37,80
68,400,1,YES,MOVE EXISTING,4,WK 37,140
68,602,2,YES,HIRE,4,WK 37,120
68,3213,2,YES,MOVE EXISTING,4,WK 37,120
68,3390,2,YES,HIRE,4,WK 37,120
68,3585,2,YES,HIRE,4,WK 37,120
68,3591,2,YES,MOVE EXISTING,4,WK 37,120
68,5287,2,YES,MOVE EXISTING,4,WK 37,120
125,553,2,YES,MOVE EXISTING,4,WK 37,120
125,909,1,YES,MOVE EXISTING,4,WK 37,140
125,912,2,YES,MOVE EXISTING,4,WK 37,120
125,1163,2,YES,MOVE EXISTING,4,WK 37,120
125,2665,2,YES,MOVE EXISTING,4,WK 37,120
125,2706,1,YES,MOVE EXISTING,4,WK 37,140
125,3167,3,NO,-,4,WK 37,80
125,5022,2,YES,MOVE EXISTING,4,WK 37,120
128,489,2,YES,MOVE EXISTING,4,WK 37,120
128,541,1,YES,MOVE EXISTING,5,WK 37,140
128,803,3,NO,-,3,WK 37,80
128,911,1,YES,MOVE EXISTING,4,WK 37,140
128,989,1,YES,MOVE EXISTING,5,WK 37,140
128,1342,1,YES,MOVE EXISTING,4,WK 37,140
128,1353,1,YES,MOVE EXISTING,5,WK 37,140
128,3616,3,NO,-,4,WK 37,80
128,4129,2,YES,HIRE,4,WK 37,120
129,311,3,NO,-,2,WK 37,80
129,485,3,NO,-,3,WK 37,80
129,502,3,NO,-,4,WK 37,80
129,540,2,YES,MOVE EXISTING,4,WK 37,120
129,542,2,YES,HIRE,4,WK 37,120
129,761,3,NO,-,4,WK 37,80
129,961,2,YES,MOVE EXISTING,4,WK 37,120
129,1016,2,YES,MOVE EXISTING,4,WK 37,120
129,2913,2,YES,MOVE EXISTING,4,WK 37,120
129,3483,2,YES,MOVE EXISTING,4,WK 37,120
130,428,3,NO,-,4,WK 37,80
130,532,1,YES,MOVE EXISTING,5,WK 37,140
130,839,2,YES,MOVE EXISTING,4,WK 37,120
130,935,2,YES,MOVE EXISTING,4,WK 37,120
130,1102,3,NO,-,4,WK 37,80
130,1206,1,YES,MOVE EXISTING,4,WK 37,140
130,1266,2,YES,HIRE,4,WK 37,120
130,4683,3,NO,-,4,WK 37,80
131,401,3,NO,-,3,WK 37,80
131,1136,3,NO,-,4,WK 37,80
131,1196,3,NO,-,3,WK 37,80
131,2132,2,YES,MOVE EXISTING,4,WK 37,120
131,2822,2,YES,MOVE EXISTING,4,WK 37,120
131,3288,2,YES,MOVE EXISTING,4,WK 37,120
131,4679,3,NO,-,4,WK 37,80
131,5056,2,YES,MOVE EXISTING,4,WK 37,120
134,75,2,YES,MOVE EXISTING,4,WK 37,120
134,170,2,YES,MOVE EXISTING,4,WK 37,120
134,312,3,NO,-,3,WK 37,80
134,405,2,YES,MOVE EXISTING,4,WK 37,120
134,498,3,NO,-,3,WK 37,80
134,505,2,YES,MOVE EXISTING,4,WK 37,120
134,539,2,YES,MOVE EXISTING,4,WK 37,120
134,773,2,YES,HIRE,4,WK 37,120
134,1107,3,NO,-,3,WK 37,80
134,1128,3,NO,-,4,WK 37,80
134,4295,2,YES,MOVE EXISTING,4,WK 37,120
141,501,1,YES,MOVE EXISTING,4,WK 37,140
141,785,3,NO,-,4,WK 37,80
141,816,2,YES,MOVE EXISTING,4,WK 37,120
141,874,2,YES,HIRE,4,WK 37,120
141,887,3,NO,-,4,WK 37,80
141,916,2,YES,MOVE EXISTING,4,WK 37,120
141,954,3,NO,-,3,WK 37,80
141,1025,2,YES,MOVE EXISTING,4,WK 37,120
141,1106,3,NO,-,3,WK 37,80
141,1168,2,YES,HIRE,4,WK 37,120
141,1192,3,NO,-,4,WK 37,80
141,2717,3,NO,-,4,WK 37,80
143,969,1,YES,MOVE EXISTING,4,WK 37,140
143,970,2,YES,HIRE,4,WK 37,120
143,1066,2,YES,MOVE EXISTING,4,WK 37,120
143,1088,2,YES,HIRE,4,WK 37,120
143,1195,2,YES,HIRE,4,WK 37,120
143,1260,2,YES,HIRE,4,WK 37,120
143,1346,2,YES,MOVE EXISTING,4,WK 37,120
143,2715,1,YES,MOVE EXISTING,4,WK 37,140
143,3528,3,NO,-,4,WK 37,80
143,5079,2,YES,MOVE EXISTING,4,WK 37,120
503,140,1,YES,MOVE EXISTING,4,WK 37,140
503,163,1,YES,MOVE EXISTING,4,WK 37,140
503,214,2,YES,MOVE EXISTING,4,WK 37,120
503,236,3,NO,-,3,WK 37,80
503,249,2,YES,MOVE EXISTING,4,WK 37,120
503,275,2,YES,MOVE EXISTING,4,WK 37,120
503,285,2,YES,MOVE EXISTING,4,WK 37,120
503,288,3,NO,-,3,WK 37,80
503,364,3,NO,-,4,WK 37,80
47,38,3,NO,-,4,WK 37,80
47,49,3,NO,-,3,WK 37,80
47,117,3,NO,-,3,WK 37,80
47,131,2,YES,MOVE EXISTING,4,WK 37,120
47,148,2,YES,MOVE EXISTING,4,WK 37,120
47,181,3,NO,-,4,WK 37,80
47,226,3,NO,-,4,WK 37,80
47,240,3,NO,-,3,WK 37,80
47,417,2,YES,MOVE EXISTING,4,WK 37,120
47,427,2,YES,MOVE EXISTING,4,WK 37,120
47,468,2,YES,MOVE EXISTING,4,WK 37,120
47,2123,2,YES,MOVE EXISTING,4,WK 37,120
344,108,3,NO,-,4,WK 37,80
344,132,3,NO,-,3,WK 37,80
344,134,3,NO,-,4,WK 37,80
344,150,3,NO,-,4,WK 37,80
344,178,3,NO,-,3,WK 37,80
344,221,2,YES,MOVE EXISTING,4,WK 37,120
344,227,3,NO,-,4,WK 37,80
344,392,3,NO,-,4,WK 37,80
344,499,2,YES,MOVE EXISTING,4,WK 37,120
344,564,1,YES,MOVE EXISTING,4,WK 37,140
344,622,1,YES,MOVE EXISTING,4,WK 37,140
345,41,2,YES,MOVE EXISTING,4,WK 37,120
345,136,3,NO,-,2,WK 37,80
345,168,1,YES,MOVE EXISTING,4,WK 37,140
345,207,3,NO,-,3,WK 37,80
345,246,3,NO,-,3,WK 37,80
345,576,1,YES,MOVE EXISTING,4,WK 37,140
345,823,2,YES,HIRE,4,WK 37,120
345,838,2,YES,MOVE EXISTING,4,WK 37,120
345,3055,3,NO,-,4,WK 37,80
347,10,2,YES,MOVE EXISTING,4,WK 37,120
347,12,2,YES,MOVE EXISTING,4,WK 37,120
347,22,2,YES,MOVE EXISTING,4,WK 37,120
347,28,3,NO,-,4,WK 37,80
347,50,3,NO,-,3,WK 37,80
347,63,3,NO,-,3,WK 37,80
347,81,3,NO,-,3,WK 37,80
347,90,3,NO,-,4,WK 37,80
347,130,2,YES,MOVE EXISTING,4,WK 37,120
347,374,3,NO,-,4,WK 37,80
349,113,2,YES,MOVE EXISTING,4,WK 37,120
349,162,3,NO,-,3,WK 37,80
349,269,2,YES,MOVE EXISTING,4,WK 37,120
349,271,3,NO,-,4,WK 37,80
349,414,2,YES,MOVE EXISTING,4,WK 37,120
349,420,2,YES,MOVE EXISTING,4,WK 37,120
349,479,2,YES,HIRE,4,WK 37,120
349,607,3,NO,-,2,WK 37,80
349,893,3,NO,-,2,WK 37,80
349,1116,2,YES,MOVE EXISTING,4,WK 37,120
349,1148,2,YES,MOVE EXISTING,4,WK 37,120
349,3229,3,NO,-,3,WK 37,80
349,5071,2,YES,MOVE EXISTING,4,WK 37,120
350,129,2,YES,MOVE EXISTING,4,WK 37,120
350,147,2,YES,MOVE EXISTING,4,WK 37,120
350,151,2,YES,MOVE EXISTING,4,WK 37,120
350,158,3,NO,-,4,WK 37,80
350,185,2,YES,MOVE EXISTING,4,WK 37,120
350,225,3,NO,-,3,WK 37,80
350,232,3,NO,-,3,WK 37,80
350,947,1,YES,MOVE EXISTING,4,WK 37,140
350,975,2,YES,MOVE EXISTING,4,WK 37,120
350,1043,3,NO,-,3,WK 37,80
350,1295,3,NO,-,3,WK 37,80
351,31,2,YES,MOVE EXISTING,4,WK 37,120
351,47,3,NO,-,4,WK 37,80
351,103,1,YES,MOVE EXISTING,4,WK 37,140
351,121,3,NO,-,4,WK 37,80
351,123,3,NO,-,3,WK 37,80
351,210,3,NO,-,2,WK 37,80
351,231,2,YES,MOVE EXISTING,4,WK 37,120
351,247,3,NO,-,3,WK 37,80
351,276,3,NO,-,3,WK 37,80
351,340,3,NO,-,4,WK 37,80
352,137,2,YES,HIRE,4,WK 37,120
352,360,3,NO,-,4,WK 37,80
352,387,3,NO,-,3,WK 37,80
352,389,2,YES,MOVE EXISTING,4,WK 37,120
352,1626,2,YES,MOVE EXISTING,4,WK 37,120
352,2803,2,YES,MOVE EXISTING,4,WK 37,120
352,2804,2,YES,MOVE EXISTING,4,WK 37,120
352,3430,3,NO,-,3,WK 37,80
352,4195,3,NO,-,4,WK 37,80
352,4241,3,NO,-,4,WK 37,80
353,139,3,NO,-,3,WK 37,80
353,212,2,YES,MOVE EXISTING,4,WK 37,120
353,277,2,YES,HIRE,4,WK 37,120
353,517,2,YES,MOVE EXISTING,4,WK 37,120
353,544,1,YES,MOVE EXISTING,4,WK 37,140
353,743,1,YES,MOVE EXISTING,4,WK 37,140
353,1056,3,NO,-,4,WK 37,80
353,2734,3,NO,-,4,WK 37,80
353,7294,3,NO,-,4,WK 37,80
353,7326,2,YES,MOVE EXISTING,4,WK 37,120
409,186,3,NO,-,4,WK 37,80
409,346,3,NO,-,3,WK 37,80
409,794,2,YES,MOVE EXISTING,4,WK 37,120
409,1099,2,YES,MOVE EXISTING,4,WK 37,120
409,1221,1,YES,MOVE EXISTING,4,WK 37,140
409,1507,2,YES,MOVE EXISTING,4,WK 37,120
409,2428,3,NO,-,4,WK 37,80
409,3103,3,NO,-,4,WK 37,80
409,3283,2,YES,MOVE EXISTING,4,WK 37,120
409,3492,2,YES,MOVE EXISTING,4,WK 37,120
409,4321,2,YES,HIRE,4,WK 37,120
410,39,3,NO,-,3,WK 37,80
410,42,3,NO,-,3,WK 37,80
410,72,2,YES,MOVE EXISTING,4,WK 37,120
410,111,3,NO,-,3,WK 37,80
410,242,3,NO,-,3,WK 37,80
410,368,3,NO,-,3,WK 37,80
410,382,3,NO,-,4,WK 37,80
410,1187,3,NO,-,3,WK 37,80
410,2893,3,NO,-,3,WK 37,80
410,5307,3,NO,-,4,WK 37,80
366,1218,1,YES,MOVE EXISTING,4,WK 37,140
366,1324,1,YES,MOVE EXISTING,4,WK 37,140
366,1325,2,YES,MOVE EXISTING,4,WK 37,120
366,1411,1,YES,MOVE EXISTING,4,WK 37,140
366,1612,1,YES,MOVE EXISTING,4,WK 37,140
366,1846,2,YES,MOVE EXISTING,4,WK 37,120
366,2922,1,YES,MOVE EXISTING,4,WK 37,140
366,3379,2,YES,MOVE EXISTING,4,WK 37,120
366,5031,1,YES,MOVE EXISTING,4,WK 37,140
367,1149,2,YES,HIRE,4,WK 37,120
367,1240,1,YES,HIRE,4,WK 37,140
367,1291,1,YES,MOVE EXISTING,4,WK 37,140
367,3807,3,NO,-,3,WK 37,80
367,3884,2,YES,MOVE EXISTING,4,WK 37,120
367,5626,1,YES,MOVE EXISTING,4,WK 37,140
367,5799,3,NO,-,3,WK 37,80
367,5858,3,NO,-,3,WK 37,80
368,1549,1,YES,MOVE EXISTING,4,WK 37,140
368,2554,2,YES,HIRE,4,WK 37,120
368,2777,1,YES,MOVE EXISTING,4,WK 37,140
368,3407,1,YES,MOVE EXISTING,4,WK 37,140
368,3896,2,YES,HIRE,4,WK 37,120
368,4336,2,YES,MOVE EXISTING,4,WK 37,120
368,5331,1,YES,MOVE EXISTING,4,WK 37,140
368,5369,1,YES,MOVE EXISTING,4,WK 37,140
368,5429,1,YES,HIRE,4,WK 37,140
369,1532,1,YES,MOVE EXISTING,4,WK 37,140
369,1533,1,YES,MOVE EXISTING,4,WK 37,140
369,2512,1,YES,MOVE EXISTING,4,WK 37,140
369,3241,2,YES,HIRE,4,WK 37,120
369,3465,1,YES,MOVE EXISTING,4,WK 37,140
369,5124,2,YES,MOVE EXISTING,4,WK 37,120
369,5189,1,YES,MOVE EXISTING,4,WK 37,140
369,5330,1,YES,MOVE EXISTING,4,WK 37,140
371,1512,3,NO,-,4,WK 37,80
371,1746,1,YES,MOVE EXISTING,4,WK 37,140
371,2768,2,YES,MOVE EXISTING,4,WK 37,120
371,3771,1,YES,MOVE EXISTING,4,WK 37,140
371,3799,2,YES,MOVE EXISTING,4,WK 37,120
371,5768,3,NO,-,2,WK 37,80
371,6480,2,YES,HIRE,4,WK 37,120
372,1334,3,NO,-,3,WK 37,80
372,1381,2,YES,MOVE EXISTING,4,WK 37,120
372,1646,2,YES,HIRE,4,WK 37,120
372,2112,2,YES,HIRE,4,WK 37,120
372,2482,1,YES,MOVE EXISTING,4,WK 37,140
372,2766,2,YES,MOVE EXISTING,4,WK 37,120
372,2767,2,YES,MOVE EXISTING,4,WK 37,120
372,5428,2,YES,MOVE EXISTING,4,WK 37,120
373,2671,2,YES,HIRE,4,WK 37,120
373,2778,3,NO,-,4,WK 37,80
373,3360,2,YES,MOVE EXISTING,4,WK 37,120
373,3751,1,YES,HIRE,4,WK 37,140
373,3833,1,YES,MOVE EXISTING,4,WK 37,140
373,3861,2,YES,MOVE EXISTING,4,WK 37,120
373,4430,2,YES,MOVE EXISTING,4,WK 37,120
373,4451,1,YES,MOVE EXISTING,4,WK 37,140
373,5186,2,YES,MOVE EXISTING,4,WK 37,120
375,826,1,YES,MOVE EXISTING,4,WK 37,140
375,869,2,YES,MOVE EXISTING,4,WK 37,120
375,873,3,NO,-,3,WK 37,80
375,966,2,YES,HIRE,4,WK 37,120
