Store #, Market #,Store Type, Volume Classification
2516,514,SUP,Medium
2517,466,SUP,High
2518,178,W/M,Medium
2519,233,SUP,Medium
2520,291,SUP,Medium
2522,196,SUP,Low
2523,464,W/M,Medium
2526,446,SUP,High
2527,460,W/M,Medium
2528,232,SUP,Low
2529,289,SUP,Medium
2530,181,W/M,Low
2531,164,W/M,Medium
2532,263,SUP,Medium
2533,14,SUP,Medium
2534,7,SUP,Medium
2535,232,SUP,Medium
2536,581,W/M,Medium
2537,457,SUP,Medium
2538,478,W/M,Medium
2539,474,SUP,Medium
2540,229,SUP,Medium
2541,208,SUP,Medium
2542,222,SUP,Low
2543,226,SUP,High
2544,238,SUP,High
2545,196,SUP,Medium
2546,464,W/M,Medium
2547,164,SUP,Medium
2548,316,SUP,Low
2549,474,SUP,Medium
2550,476,SUP,Medium
2551,280,W/M,Medium
2553,457,W/M,Medium
2554,368,SUP,Medium
2555,284,W/M,High
2556,447,W/M,Medium
2557,447,SUP,High
2558,206,W/M,Medium
2559,206,SUP,Medium
2560,285,SUP,Medium
2561,228,SUP,Medium
2562,406,,Low
2563,580,SUP,Low
2564,286,SUP,Low
2565,315,SUP,Medium
2566,280,SUP,Medium
2567,200,SUP,Medium
2568,446,W/M,High
2571,514,W/M,Medium
2572,218,SUP,Medium
2574,234,SUP,Medium
2575,326,SUP,Medium
2576,316,SUP,Medium
2577,281,SUP,Medium
2579,429,SUP,Low
2580,300,SUP,Low
2581,191,SUP,Medium
2582,174,W/M,Medium
2583,172,W/M,Medium
2584,23,SUP,Medium
2585,173,W/M,Medium
2586,195,SUP,High
2587,326,SUP,Medium
2588,227,SUP,Medium
2590,550,WNM,Low
2591,109,SUP,Medium
2592,394,SUP,High
2593,396,SUP,High
2594,471,W/M,High
2595,471,SUP,Medium
2596,471,SUP,Medium
2597,228,SUP,Medium
2598,453,W/M,Medium
2599,86,SUP,Medium
2600,339,SUP,Medium
2603,229,W/M,High
2604,174,W/M,Low
2605,218,SUP,Medium
2607,383,SUP,Low
2608,382,SUP,Low
2609,465,SUP,Medium
2610,316,SUP,Low
2611,235,SUP,Medium
2612,505,SUP,High
2613,213,SUP,Medium
2614,168,SUP,Medium
2615,27,SUP,Medium
2616,339,SUP,Medium
2617,399,SUP,Low
2618,203,SUP,Medium
2619,204,SUP,Medium
2620,202,SUP,Low
2621,446,W/M,Medium
2626,101,SUP,Medium
2627,112,SUP,Medium
2628,260,SUP,Medium
2629,156,SUP,Medium
2630,28,SUP,Low
2631,197,SUP,Medium
2632,510,WNM,Low
2633,175,W/M,High
2634,180,SUP,Low
2636,466,W/M,Medium
2637,164,SUP,Medium
2638,259,SUP,Medium
2639,181,SUP,Low
2640,157,W/M,High
2641,168,SUP,High
2642,423,SUP,Medium
2643,422,SUP,Medium
2644,204,SUP,Medium
2645,314,SUP,Low
2646,317,SUP,Low
2647,286,SUP,Low
2648,511,W/M,Medium
2649,50,SUP,Medium
2650,170,SUP,Medium
2651,175,SUP,Medium
2652,384,SUP,Low
2653,71,SUP,Low
2654,257,SUP,Low
2656,375,SUP,Low
2658,444,SUP,Medium
2659,183,W/M,Medium
2660,157,W/M,High
2662,317,SUP,Low
2663,231,SUP,Medium
2664,231,SUP,Low
2665,125,SUP,Medium
2667,55,SUP,Medium
2668,435,SUP,Medium
2671,373,SUP,Medium
2672,389,SUP,Low
2674,228,SUP,Low
2678,201,SUP,Medium
2679,247,SUP,Medium
2681,180,SUP,Low
2682,181,SUP,Low
2683,154,W/M,Medium
2684,216,SUP,Low
2686,534,WNM,Medium
2687,35,SUP,Medium
2688,45,SUP,Medium
2689,512,WNM,Medium
2690,137,SUP,Medium
2691,243,SUP,High
2692,206,SUP,Medium
2693,205,SUP,Medium
2694,340,SUP,Medium
2695,89,SUP,Medium
2696,320,,Low
2697,452,SUP,Medium
2699,497,WNM,Low
2700,203,SUP,Medium
2702,333,SUP,Medium
2703,38,SUP,Medium
2704,298,SUP,Medium
2705,314,SUP,Low
2706,125,SUP,Medium
2708,460,SUP,Medium
2712,37,SUP,Medium
2713,3,SUP,Medium
2714,426,SUP,Low
2715,143,SUP,Medium
2716,415,SUP,Medium
2717,141,SUP,Medium
2719,163,W/M,Medium
2720,140,SUP,Medium
2721,801,,Low
2722,469,SUP,Low
2723,2,SUP,Low
2724,63,SUP,Medium
2725,217,SUP,Medium
2726,219,SUP,High
2727,110,SUP,Medium
2728,275,SUP,Medium
2729,378,SUP,Medium
2730,301,SUP,Low
2731,497,WNM,Low
2732,22,SUP,Medium
2733,32,SUP,Medium
2734,353,SUP,Medium
2735,454,SUP,Medium
2739,14,SUP,Low
2740,104,SUP,Medium
2741,534,WNM,Medium
2742,534,WNM,Medium
2743,492,WNM,Low
2744,537,WNM,Low
2745,537,WNM,Medium
2747,161,W/M,Medium
2748,1,SUP,Medium
2749,124,SUP,Low
2751,380,SUP,Medium
2752,585,SUP,Medium
2753,18,SUP,Low
2754,30,SUP,Low
2755,140,SUP,Medium
2756,280,SUP,Medium
2757,151,SUP,Medium
2758,181,SUP,Low
2760,14,SUP,Low
2761,311,SUP,Low
2762,312,SUP,Medium
2763,569,SUP,Medium
2764,414,SUP,Medium
2765,569,SUP,Low
2766,372,SUP,Medium
2767,372,SUP,Medium
2768,371,SUP,High
2769,87,SUP,Medium
2771,246,SUP,Low
2772,300,SUP,Low
2773,546,WNM,Low
2774,217,SUP,Medium
2777,368,SUP,Medium
2778,373,SUP,Low
2780,399,SUP,Medium
2781,399,SUP,Medium
2782,400,SUP,Medium
2783,260,SUP,High
2784,407,SUP,Low
2785,192,SUP,Medium
2786,482,SUP,Medium
2787,249,SUP,Medium
2788,482,SUP,Medium
2789,108,SUP,Medium
2790,280,SUP,Medium
2791,285,SUP,Medium
2792,316,SUP,Low
2793,308,SUP,Medium
2794,405,SUP,Low
2795,287,SUP,Medium
2796,111,SUP,Medium
2797,154,W/M,Medium
2799,508,W/M,Medium
2801,546,WNM,Low
2803,352,SUP,Medium
2804,352,SUP,Medium
2805,314,SUP,Low
2806,42,SUP,Medium
2807,315,SUP,Low
2808,290,SUP,Medium
2809,320,SUP,Low
2810,316,,Low
2811,21,SUP,Medium
2812,425,SUP,Medium
2813,440,SUP,Low
2814,110,SUP,High
2815,268,W/M,Medium
2816,267,W/M,High
2817,238,SUP,Medium
2818,238,SUP,Medium
2819,248,SUP,Low
2820,421,SUP,Low
2821,290,SUP,Medium
2822,131,SUP,Medium
2823,216,SUP,Medium
2825,175,W/M,High
2826,515,WNM,Low
2827,418,SUP,Medium
2828,435,SUP,High
2830,166,W/M,High
2831,400,SUP,Low
2832,29,SUP,Medium
2833,320,SUP,Low
2834,50,SUP,High
2835,528,WNM,Low
2836,299,SUP,Medium
2838,396,SUP,High
2839,538,WNM,Low
2840,496,WNM,Low
2841,558,W/M,Medium
2842,461,SUP,Medium
2843,95,SUP,Medium
2844,188,SUP,Medium
2845,296,SUP,Low
2846,144,SUP,Medium
2847,432,SUP,Medium
2849,316,SUP,Medium
2850,293,SUP,Medium
2852,216,SUP,Low
2853,508,W/M,Medium
2854,162,SUP,Medium
2855,362,SUP,Medium
2856,361,SUP,Medium
2857,360,SUP,Medium
2858,546,WNM,Low
2859,192,SUP,Medium
2860,29,SUP,Medium
2861,399,SUP,Medium
2862,399,SUP,High
2864,506,SUP,Medium
2865,474,W/M,High
2866,203,W/M,Medium
2867,203,W/M,Medium
2869,203,SUP,Medium
2870,516,WNM,Low
2871,558,SUP,Medium
2872,197,SUP,Medium
2873,206,SUP,Medium
2874,189,SUP,High
2875,533,WNM,Medium
2876,533,WNM,Low
2877,533,WNM,Low
2878,533,WNM,Low
2880,507,WNM,Low
2881,90,SUP,Medium
2882,422,SUP,Medium
2883,56,SUP,Medium
2884,394,SUP,Medium
2885,161,W/M,Medium
2886,484,SUP,High
2887,516,WNM,Medium
2888,233,SUP,Medium
2889,415,SUP,Low
2890,32,SUP,Medium
2891,73,SUP,Medium
2892,376,SUP,Medium
2893,410,SUP,Low
2894,320,SUP,Low
2897,163,W/M,Medium
2898,162,W/M,Low
2899,163,W/M,Medium
2900,163,W/M,High
2901,154,W/M,Medium
2902,159,W/M,Medium
2903,157,W/M,Medium
2904,159,W/M,High
2905,164,W/M,High
2906,171,W/M,Medium
2907,103,WNM,Medium
2908,309,SUP,Low
2909,228,SUP,Low
2910,208,SUP,Medium
2911,191,SUP,Medium
2912,197,SUP,Medium
2913,129,SUP,Low
2914,215,SUP,Medium
2915,171,W/M,Medium
2916,172,W/M,High
2917,171,W/M,Medium
2918,51,SUP,Medium
2919,542,WNM,Low
2920,101,SUP,Medium
2921,401,SUP,Medium
2922,366,SUP,Medium
2923,382,SUP,Medium
2924,384,SUP,Medium
2925,452,SUP,Low
2926,56,SUP,Medium
2927,476,SUP,Medium
2928,36,SUP,Medium
2929,310,SUP,Medium
2930,103,WNM,Low
2931,285,SUP,Medium
2932,122,SUP,Medium
2933,317,SUP,Medium
2934,273,SUP,Low
2935,413,,Low
2937,419,SUP,Low
2938,132,SUP,Medium
2939,140,SUP,Medium
2940,542,WNM,Low
2941,24,SUP,Medium
2944,549,WNM,Low
2945,167,SUP,Medium
2946,109,SUP,Medium
2947,476,W/M,Medium
2948,484,SUP,High
2950,448,SUP,Medium
2951,448,SUP,Medium
2952,460,W/M,Medium
2953,160,SUP,Medium
2954,173,W/M,Medium
2955,362,SUP,Medium
2956,266,SUP,Medium
2957,412,SUP,Low
2958,439,SUP,Medium
2959,206,SUP,High
2962,108,SUP,Medium
2963,108,SUP,Medium
2964,156,SUP,Medium
2965,163,W/M,Medium
2966,215,SUP,Medium
2967,225,SUP,Medium
2968,242,SUP,Low
2973,51,SUP,Medium
2974,504,WNM,Low
2975,561,WNM,Low
2976,561,WNM,Low
2977,561,WNM,Low
2978,44,SUP,Medium
2979,58,WNM,Low
2980,479,SUP,Medium
2981,58,WNM,Low
2984,533,WNM,Low
2985,449,SUP,Medium
2986,439,SUP,Medium
2987,109,SUP,Medium
2988,120,SUP,Low
2989,511,W/M,Medium
2990,430,SUP,Low
2991,82,SUP,Medium
2992,190,SUP,Medium
2993,62,SUP,Medium
2994,360,SUP,Low
2995,504,WNM,Low
2996,53,SUP,Medium
2998,515,WNM,Medium
3004,268,SUP,Medium
3011,488,WNM,Low
3013,548,WNM,Low
3014,49,SUP,Medium
3015,561,WNM,Low
3017,153,SUP,Medium
3018,389,SUP,Medium
3019,490,WNM,Low
3022,552,WNM,Medium
3023,512,WNM,Low
3026,515,WNM,Low
3035,283,SUP,Medium
3042,543,WNM,Medium
3043,58,WNM,Low
3044,50,SUP,Medium
3046,512,WNM,Low
3047,512,WNM,Medium
3049,9,WNM,Low
3050,550,WNM,Medium
3053,471,SUP,Medium
3055,345,SUP,Medium
3056,506,SUP,Medium
3057,506,SUP,Medium
3058,86,SUP,Medium
3059,140,SUP,Medium
3060,140,SUP,Low
3061,340,SUP,Medium
3062,538,WNM,Low
3066,102,WNM,Low
3067,23,SUP,Medium
3070,554,WNM,Low
3071,554,WNM,Low
3072,554,WNM,Low
3074,554,WNM,Low
3075,15,SUP,Medium
3077,292,SUP,Medium
3078,175,SUP,High
3081,454,SUP,Medium
3082,490,WNM,Medium
3083,490,WNM,Low
3084,551,WNM,Low
3087,446,W/M,Medium
3088,424,SUP,Low
3090,552,WNM,Low
3093,399,SUP,Medium
3094,557,WNM,Low
3098,550,WNM,Medium
3099,551,WNM,Low
3101,551,WNM,Low
3102,424,SUP,Low
3103,409,SUP,Low
3104,488,WNM,Medium
3106,86,SUP,Low
3107,506,SUP,Low
3110,494,WNM,Medium
3111,538,WNM,Low
3112,77,SUP,Medium
3114,157,SUP,High
3118,20,SUP,Medium
3119,15,SUP,Medium
3123,512,WNM,Medium
3126,490,WNM,Medium
3127,490,WNM,Low
3128,490,WNM,Medium
3131,515,WNM,Medium
3132,515,WNM,Low
3133,515,WNM,Low
3135,58,WNM,Low
3136,505,SUP,Medium
3137,149,SUP,Medium
3138,481,WNM,Low
3139,481,WNM,Low
3140,481,WNM,Low
3141,481,WNM,Medium
3143,9,WNM,Low
3144,550,WNM,Medium
3145,550,WNM,Low
3146,550,WNM,Low
3147,481,WNM,Low
3150,432,SUP,Medium
3151,432,SUP,Medium
3152,491,WNM,Low
3153,491,WNM,Low
3154,491,WNM,Low
3155,491,WNM,Low
3156,502,WNM,Low
3157,502,WNM,Medium
3159,577,SUP,High
3161,548,WNM,Medium
3162,96,WNM,Medium
3163,553,SUP,Medium
3164,534,WNM,Medium
3167,125,SUP,Medium
3168,537,WNM,Low
3169,83,SUP,Low
3170,83,SUP,Low
3172,491,WNM,Low
3173,491,WNM,Low
3175,490,WNM,Low
3176,490,WNM,Medium
3177,378,SUP,Medium
3178,550,WNM,Low
3179,481,WNM,Low
3180,446,SUP,High
3182,296,SUP,Low
3183,103,WNM,Low
3184,544,WNM,Low
3188,23,SUP,Medium
3191,35,SUP,Low
3192,35,SUP,Medium
3197,112,SUP,High
3198,504,WNM,Low
3199,504,WNM,Low
3200,159,W/M,High
3201,19,SUP,Medium
3202,533,WNM,Low
3204,561,WNM,Low
3205,22,SUP,Medium
3206,222,SUP,Medium
3207,94,SUP,High
3208,582,SUP,Medium
3209,424,SUP,Medium
3210,275,SUP,Medium
3212,165,SUP,Medium
3213,68,SUP,Medium
3214,288,SUP,Medium
3215,320,SUP,Medium
3216,289,SUP,Medium
3217,473,SUP,Low
3218,467,SUP,Medium
3219,287,SUP,Medium
3220,405,SUP,Medium
3221,190,SUP,Low
3222,35,SUP,Medium
3223,229,SUP,Medium
3224,583,SUP,Medium
3225,583,SUP,Medium
3226,65,SUP,Medium
3227,391,SUP,Medium
3228,231,SUP,Medium
3229,349,SUP,Low
3230,324,SUP,Medium
3231,321,SUP,Low
3232,403,SUP,Medium
3233,419,SUP,Low
3234,123,SUP,Low
3235,553,SUP,Medium
3236,178,SUP,Medium
3237,430,SUP,Medium
3238,538,WNM,Low
3239,478,SUP,Medium
3241,369,SUP,High
3243,312,SUP,Medium
3245,436,SUP,Low
3247,442,SUP,Medium
3248,464,SUP,Medium
3250,209,SUP,Medium
3251,218,SUP,Low
3252,166,W/M,High
3253,228,SUP,Medium
3254,392,SUP,Medium
3255,273,SUP,Medium
3258,478,SUP,Medium
3259,383,SUP,Medium
3260,473,SUP,Low
3261,475,SUP,Medium
3262,216,SUP,Low
3265,288,SUP,High
3266,178,W/M,High
3267,432,SUP,Medium
3268,440,SUP,Low
3269,180,,Low
3270,311,SUP,Low
3271,13,SUP,Medium
3273,362,SUP,Medium
3274,50,SUP,Medium
3275,533,WNM,Low
3276,445,W/M,Medium
3277,392,SUP,Medium
3278,433,SUP,Medium
3279,77,SUP,Medium
3280,192,SUP,Medium
3281,228,SUP,Medium
3282,218,SUP,Low
3283,409,SUP,Medium
3284,44,SUP,High
3285,44,SUP,Medium
3286,52,SUP,Medium
3287,504,WNM,Low
3288,131,SUP,Medium
3289,124,SUP,Low
3290,470,W/M,Medium
3291,174,W/M,Medium
3292,176,W/M,High
3293,209,SUP,Medium
3294,242,SUP,Medium
3295,356,SUP,Medium
3296,64,SUP,Medium
3297,67,SUP,Medium
3298,60,SUP,Medium
3299,502,WNM,Low
3300,222,SUP,Medium
3301,161,W/M,High
3302,64,SUP,Medium
3304,298,SUP,Medium
3305,298,SUP,Low
3307,97,SUP,Low
3308,101,SUP,Medium
3309,98,SUP,Medium
3310,94,SUP,Medium
3311,553,SUP,High
3313,376,SUP,Medium
3314,510,WNM,Low
3315,510,WNM,Low
3317,570,WNM,Low
3319,81,SUP,Medium
3320,80,SUP,Medium
3322,442,W/M,Medium
3324,444,SUP,Medium
3327,533,WNM,Low
3328,200,SUP,Low
3329,187,SUP,Low
3330,502,WNM,Low
3331,327,SUP,Medium
3332,191,SUP,Medium
3334,187,SUP,Low
3336,197,SUP,High
3337,165,SUP,Medium
3338,497,WNM,Medium
3339,165,SUP,Medium
3340,507,WNM,Medium
3341,58,WNM,Medium
3342,225,SUP,Low
3344,286,SUP,Medium
3347,116,SUP,Medium
3348,107,SUP,Low
3349,118,SUP,Medium
3350,394,SUP,Medium
3351,394,SUP,Medium
3352,452,SUP,Medium
3354,397,WNM,Medium
3355,397,WNM,Low
3356,397,WNM,Medium
3357,9,WNM,Low
3359,499,WNM,Medium
3360,373,SUP,Medium
3362,253,SUP,Medium
3363,254,SUP,Medium
3364,422,SUP,Medium
3366,401,SUP,Medium
3367,36,SUP,Medium
3370,115,SUP,Medium
3371,309,SUP,Medium
3372,111,SUP,Medium
3377,9,WNM,Low
3379,366,SUP,Medium
3380,475,SUP,Medium
3381,74,SUP,Low
3382,389,SUP,Medium
3383,70,SUP,Medium
3384,70,SUP,Low
3385,570,WNM,Low
3386,3,SUP,Low
3387,118,SUP,Medium
3388,25,SUP,Medium
3389,25,SUP,Medium
3390,68,SUP,Medium
3391,87,SUP,Medium
3392,58,WNM,Low
3394,413,SUP,Low
3395,433,SUP,Medium
3397,553,SUP,High
3400,265,SUP,High
3401,20,SUP,Medium
3402,19,SUP,Medium
3403,26,SUP,Medium
3404,422,SUP,Medium
3406,51,SUP,Medium
3407,368,SUP,Medium
3408,455,SUP,Medium
3409,156,SUP,Medium
3411,500,WNM,Low
3412,232,SUP,Low
3414,548,WNM,Medium
3415,104,SUP,Medium
3417,105,SUP,Medium
3418,104,SUP,High
3419,58,WNM,Low
3420,172,W/M,High
3422,558,SUP,Medium
3423,385,SUP,Low
3424,544,WNM,Low
3425,63,SUP,Medium
3427,387,SUP,Low
3428,375,SUP,Low
3429,228,SUP,Medium
3430,352,SUP,Medium
3431,48,SUP,Medium
3432,49,SUP,Medium
3433,49,SUP,Medium
3434,270,SUP,Medium
3435,249,SUP,Medium
3436,201,SUP,Medium
3439,15,SUP,Medium
3442,516,WNM,Low
3443,577,W/M,Medium
3445,207,SUP,Medium
3447,219,SUP,Medium
3449,528,WNM,Low
3450,528,WNM,Low
3452,562,WNM,Low
3453,200,SUP,Medium
3454,401,SUP,Medium
3455,452,W/M,Medium
3456,500,WNM,Low
3457,507,WNM,Low
3458,200,SUP,Low
3459,278,SUP,Medium
3460,278,SUP,Medium
3461,16,SUP,Medium
3462,24,SUP,Medium
3463,114,SUP,Medium
3464,462,SUP,Medium
3465,369,SUP,Medium
3469,175,SUP,Medium
3471,26,SUP,Medium
3472,474,SUP,Medium
3473,394,SUP,Medium
3474,115,SUP,Medium
3475,167,SUP,Medium
3476,197,SUP,Medium
3477,465,SUP,Medium
3478,470,W/M,Medium
3479,534,WNM,Medium
3480,311,SUP,Low
3481,282,W/M,Medium
3482,51,SUP,Medium
3483,129,SUP,Medium
3484,14,SUP,Medium
3485,18,SUP,Low
3486,218,SUP,Low
3487,206,SUP,Medium
3488,435,SUP,Low
3489,281,SUP,Medium
3490,282,W/M,Medium
3491,184,W/M,High
3492,409,SUP,Medium
3493,452,W/M,Medium
3494,459,W/M,Medium
3495,149,SUP,Medium
3497,444,SUP,Low
3498,422,SUP,Medium
3499,442,SUP,Low
3500,60,SUP,High
3501,167,SUP,Medium
3502,221,SUP,Medium
3503,308,SUP,Medium
3504,499,WNM,Low
3505,441,SUP,Low
3508,507,WNM,Low
3509,562,WNM,Low
3510,62,SUP,Medium
3511,474,SUP,Medium
3512,570,WNM,Low
3513,423,SUP,Medium
3514,228,SUP,Medium
3515,218,SUP,Low
3516,458,SUP,Medium
3517,570,WNM,Low
3518,88,SUP,Medium
3520,577,SUP,High
3521,504,WNM,Low
3522,484,SUP,High
3523,448,SUP,Medium
3525,514,SUP,Medium
3526,95,SUP,Medium
3527,107,SUP,Medium
3528,143,SUP,Low
3529,249,SUP,Medium
3530,561,WNM,Low
3531,467,SUP,Medium
3533,585,SUP,Medium
3534,425,SUP,Low
3535,157,SUP,Medium
3537,467,SUP,Medium
3538,92,SUP,Medium
3541,167,SUP,Medium
3542,562,WNM,Low
3543,173,W/M,Medium
3545,173,W/M,Medium
3546,173,W/M,Medium
3548,163,W/M,Medium
3549,184,W/M,Low
3560,160,SUP,Medium
3561,160,W/M,Low
3562,577,W/M,High
3563,168,W/M,Medium
3564,170,SUP,High
3566,380,SUP,Medium
3567,80,SUP,Low
3568,403,SUP,Medium
3569,83,SUP,Medium
3570,30,SUP,Medium
3571,221,SUP,Medium
3572,62,SUP,Medium
3573,286,SUP,Medium
3574,504,WNM,Low
3579,562,WNM,Low
3580,219,SUP,Medium
3581,216,SUP,Medium
3582,391,SUP,Medium
3583,188,SUP,Medium
3584,64,SUP,Medium
3585,68,SUP,Medium
3587,455,SUP,Medium
3588,291,SUP,Medium
3589,403,SUP,Medium
3590,426,SUP,Low
3591,68,SUP,Medium
3593,492,WNM,Medium
3594,58,WNM,Low
3595,310,SUP,Medium
3596,384,SUP,Low
3597,270,SUP,Medium
3598,176,W/M,High
3599,492,WNM,Low
3600,500,WNM,Low
3601,266,SUP,Medium
3602,275,SUP,Medium
3603,498,WNM,Low
3604,510,WNM,Low
3605,498,WNM,Low
3606,549,WNM,Low
3607,195,SUP,Medium
3608,209,SUP,Medium
3609,19,SUP,Medium
3611,26,SUP,Medium
3612,296,SUP,Medium
3614,498,WNM,Low
3615,533,WNM,Low
3616,128,SUP,Low
3617,559,WNM,Medium
3619,554,WNM,Low
3620,403,SUP,Medium
3621,23,SUP,Medium
3622,498,WNM,Medium
3623,88,SUP,Medium
3624,424,SUP,Medium
3625,109,SUP,High
3626,308,SUP,Medium
3627,21,SUP,Medium
3628,497,WNM,Medium
3629,549,WNM,Low
3630,415,SUP,Medium
3631,44,SUP,Medium
3632,205,SUP,Low
3633,234,SUP,Medium
3634,232,SUP,Medium
3635,554,WNM,Medium
3637,533,WNM,Low
3638,516,WNM,Medium
3639,292,SUP,Medium
3640,65,SUP,Medium
3641,223,SUP,Medium
3643,440,,Low
3644,289,SUP,Medium
3645,73,SUP,Medium
3646,496,WNM,Medium
3648,427,SUP,Medium
3650,446,W/M,Medium
3652,453,SUP,Medium
3653,58,WNM,Low
3654,534,WNM,Medium
3655,397,WNM,Low
3658,298,SUP,Medium
3659,119,SUP,Medium
3660,120,SUP,Medium
3661,526,WNM,Low
3700,309,SUP,Medium
3701,302,SUP,Low
3702,98,SUP,Medium
3703,543,WNM,Medium
3705,467,SUP,Low
3708,453,SUP,Medium
3709,20,SUP,Medium
3710,20,SUP,Medium
3712,455,SUP,Medium
3713,496,WNM,Medium
3716,811,SUP,Low
3717,153,SUP,Medium
3720,293,SUP,High
3722,208,SUP,Medium
3723,537,WNM,Low
3724,496,WNM,Medium
3725,267,SUP,High
3726,205,SUP,Medium
3727,541,WNM,Low
3728,394,SUP,Medium
3729,392,SUP,Medium
3730,364,SUP,Medium
3731,385,SUP,Medium
3732,385,SUP,Medium
3733,42,SUP,Medium
3734,430,SUP,Low
3736,541,WNM,Low
3738,227,SUP,Medium
3739,399,SUP,Medium
3740,490,WNM,Low
3741,22,SUP,Medium
3742,476,SUP,Medium
3743,542,WNM,Low
3745,542,WNM,Low
3746,542,WNM,Low
3747,239,SUP,Medium
3748,26,SUP,Medium
3749,221,SUP,Medium
3750,32,SUP,Medium
3751,373,SUP,Medium
3752,542,WNM,Low
3754,473,,Low
3757,471,SUP,Medium
3758,412,,Low
3760,421,SUP,Low
3761,412,SUP,Low
3762,413,SUP,Medium
3763,505,SUP,Medium
3764,45,SUP,Low
3765,239,SUP,Low
3768,314,SUP,Low
3770,312,,Low
3771,371,SUP,Medium
3772,311,SUP,Low
3773,479,SUP,Medium
3774,165,SUP,Medium
3777,56,SUP,Medium
3778,381,SUP,Low
3780,281,SUP,Medium
3781,482,SUP,Medium
3782,91,SUP,Medium
3783,223,SUP,Medium
3784,221,SUP,Medium
3785,14,SUP,Medium
3786,25,SUP,Medium
3788,397,WNM,Low
3789,401,SUP,Medium
3790,265,SUP,Medium
3791,202,SUP,Low
3792,219,SUP,Medium
3794,514,SUP,Medium
3795,577,SUP,High
3796,462,SUP,High
3799,371,SUP,Medium
3801,471,SUP,Medium
3802,284,SUP,Medium
3803,173,W/M,Medium
3804,293,SUP,Medium
3805,391,SUP,Low
3806,421,SUP,Low
3807,367,SUP,Low
3809,213,SUP,Low
3810,168,SUP,Medium
3812,217,SUP,Medium
3817,559,WNM,Medium
3823,433,SUP,Medium
3824,585,SUP,Medium
3825,302,SUP,Low
3826,71,SUP,Medium
3827,64,SUP,High
3828,46,SUP,Medium
3829,124,SUP,Medium
3830,178,SUP,Medium
3831,288,SUP,Medium
3833,373,SUP,Medium
3835,119,SUP,Medium
3837,263,SUP,Medium
3838,227,SUP,Medium
3840,222,SUP,Medium
3842,192,SUP,High
3843,285,SUP,Medium
3844,510,WNM,Low
3845,510,WNM,Low
3846,510,WNM,Low
3847,405,SUP,Low
3848,401,SUP,Medium
3850,467,SUP,Medium
3851,246,SUP,Medium
3852,124,SUP,Low
3853,430,SUP,Low
3857,441,SUP,Medium
3858,108,SUP,Medium
3860,208,SUP,Medium
3861,373,SUP,Medium
3862,549,WNM,Low
3864,302,SUP,Medium
3867,379,SUP,Medium
3868,127,SUP,Medium
3869,287,SUP,Medium
3870,561,WNM,Low
3872,429,SUP,Low
3874,18,SUP,Medium
3875,427,SUP,Low
3876,200,SUP,Low
3877,93,SUP,Medium
3880,502,WNM,Low
3883,470,W/M,Medium
3884,367,SUP,Medium
3886,80,SUP,Medium
3887,116,SUP,Medium
3888,86,SUP,Medium
3889,299,SUP,Medium
3891,269,SUP,Medium
3893,269,SUP,Medium
3894,260,SUP,Medium
3896,368,SUP,Medium
3897,400,SUP,Medium
3899,496,WNM,Medium
3912,176,SUP,Medium
3935,103,WNM,Medium
3947,458,SUP,Medium
3959,498,WNM,Medium
3988,557,WNM,Low
3990,492,WNM,Low
4046,561,WNM,Low
4048,541,WNM,Low
4049,266,SUP,Medium
4053,494,WNM,Medium
4054,494,WNM,Low
4055,87,SUP,Medium
4056,528,WNM,Low
4057,538,WNM,Low
4063,105,SUP,Low
4064,289,SUP,Medium
4065,300,SUP,Medium
4068,582,SUP,Medium
4100,557,WNM,Low
4101,465,SUP,Medium
4102,86,SUP,Low
4103,77,SUP,Low
4104,504,WNM,Low
4105,526,WNM,Low
4108,323,SUP,High
4111,65,SUP,Medium
4112,569,SUP,Medium
4114,542,WNM,Low
4115,87,SUP,Medium
4118,256,SUP,Medium
4127,552,WNM,Low
4128,537,WNM,Low
4129,128,SUP,Medium
4130,82,SUP,Medium
4131,506,SUP,Medium
4132,465,SUP,Medium
4134,551,WNM,Medium
4137,467,SUP,Medium
4138,491,WNM,Low
4139,491,WNM,Low
4140,103,WNM,Medium
4141,548,WNM,Medium
4142,96,WNM,Medium
4144,30,SUP,High
4145,497,WNM,Medium
4147,500,WNM,Low
4148,499,WNM,Medium
4153,175,SUP,High
4156,181,SUP,Low
4157,500,WNM,Medium
4159,559,WNM,Medium
4160,96,,Low
4161,110,SUP,High
4162,506,SUP,Medium
4163,82,SUP,Medium
4164,55,SUP,Low
4165,479,SUP,Medium
4166,121,SUP,Medium
4168,326,SUP,Medium
4169,551,WNM,Low
4171,466,SUP,Medium
4174,512,WNM,Medium
4176,477,SUP,Medium
4178,550,WNM,Low
4180,557,WNM,Low
4182,504,WNM,Low
4183,85,SUP,Medium
4184,502,WNM,Medium
4185,24,SUP,Medium
4187,137,SUP,Medium
4188,566,WNM,Low
4189,544,WNM,Low
4191,287,SUP,Medium
4193,542,WNM,Low
4194,84,SUP,Low
4195,352,SUP,Low
4196,490,WNM,Low
4197,96,WNM,Medium
4198,485,WNM,Low
4200,16,SUP,Medium
4201,385,SUP,Low
4202,455,SUP,Medium
4203,365,SUP,Low
4206,497,WNM,Low
4208,401,SUP,Medium
4209,407,,Low
4210,545,WNM,Low
4211,96,WNM,Medium
4215,55,SUP,Low
