STORE,Alignment Week,Alignment Date,Delivery Type,Current DC,New DC,MPDD SD/ND,MPDD Delivery Window,First Day MPDD Comments
154,37,10/14/2025,MPDD,6097,3010,Next Day Delivery,09:00:00-23:59:00,No MPDD Mismatch Delivery from 3010 on 8/19/25. Additional Freight will be added to deliveries before alignment date
1194,37,10/14/2025,MPDD,6097,3010,Next Day Delivery,09:00:00-23:59:00,No MPDD Mismatch Delivery from 3010 on 8/19/25. Additional Freight will be added to deliveries before alignment date
1318,37,10/14/2025,MPDD,6097,3010,Next Day Delivery,09:00:00-23:59:00,No MPDD Mismatch Delivery from 3010 on 8/19/25. Additional Freight will be added to deliveries before alignment date
1319,37,10/14/2025,MPDD,6097,3010,Next Day Delivery,09:00:00-23:59:00,No MPDD Mismatch Delivery from 3010 on 8/19/25. Additional Freight will be added to deliveries before alignment date
2310,37,10/14/2025,MPDD,6097,3010,Next Day Delivery,09:00:00-23:59:00,No MPDD Mismatch Delivery from 3010 on 8/19/25. Additional Freight will be added to deliveries before alignment date
3480,37,10/14/2025,MPDD,6097,3010,Next Day Delivery,18:00:00-23:59:00,No Change
3959,37,10/14/2025,MPDD,6097,3010,Next Day Delivery,16:00:00-23:59:00,No MPDD Mismatch Delivery from 3010 on 8/19/25. Additional Freight will be added to deliveries before alignment date
4635,37,10/14/2025,MPDD,6097,3010,Next Day Delivery,09:00:00-23:59:00,No MPDD Mismatch Delivery from 3010 on 8/19/25. Additional Freight will be added to deliveries before alignment date
