DC,Store,City,State,Banner,Commodity,Delivery Class,Delivery Saturday,Delivery Sunday,Delivery Monday,Delivery Tuesday,Delivery Wednesday,Delivery Thursday,Delivery Friday,Store Delivery Frequency,DC Order fill comments,Store Notification
6059,5313,LAKE ST. LOUIS MO,MO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6042,5314,"OKLAHOMA CITY (44), OK",OK,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6064,5316,SAGINAW TX,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6083,5317,AUSTIN (S) TX,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7012,5319,"MACARTHUR, WV",WV,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,5320,GREENSBORO (SE) NC,NC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,5321,"FORT MYERS (COL-MAC), FL",FL,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Fri,New delivery on Fri
6042,5323,Oklahoma City Santa Fe & 134Th OK,OK,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Fri,New delivery on Fri
7023,5325,MARGATE FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6099,5326,OCALA (SW) FL,FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6057,5327,"BATON ROUGE (HAMMOND), LA",LA,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6057,5328,BATON ROUGE(COURSEY) LA,LA,Neighborhood Market,DRY,Same Day Delivery,0,1,1,1,1,Closed,1,5,No change needed,No change needed
7013,5329,"PHOENIX, AZ",AZ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7013,5330,"PHOENIX, AZ",AZ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7013,5331,PHOENIX TOLLESON AZ,AZ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7013,5332,MESA AZ,AZ,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Wed,No change needed
7077,5334,AURORA (DIA) CO,CO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7013,5335,BRAWLEY CA,CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7015,5336,Jenks Elm OK,OK,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7048,5337,CLOVIS (N) CA,CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,5338,"SAN DIEGO, CA EF",CA,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,5340,CHERRY HILL NJ,NJ,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7077,5341,BROOMFIELD FLLRONS CO,CO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7013,5342,YUMA (W) AZ,AZ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7016,5343,"FREDERICKSBURG, VA",VA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6047,5345,DUNKIRK MD,MD,Wal-Mart,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7016,5346,MEBANE NC,NC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,5347,FORT MYERS FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7019,5348,"MONTGOMERY (C), AL",AL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7013,5349,"MESA, AZ",AZ,Neighborhood Market,DRY,Next Day Delivery,0,1,1,0,1,Closed,1,4,No change needed. Keep existing Order fill on Wed,No change needed
6090,5350,"SALT LAKE CITY, UT",UT,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,5352,BATAVIA IL,IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7010,5353,Spring Aldine Westfield TX,TX,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7012,5355,KENTON OH,OH,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Keep existing Order fill on Wed,No change needed
6047,5356,BLAIRSVILLE PA,PA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6047,5358,SHIPPENSBURG PA,PA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,5359,AZLE TX,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7017,5360,"TITUSVILLE, PA",PA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7018,5361,"OMAHA, NE",NE,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6095,5363,"HAMPTON, GA",GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7015,5364,STILLWATER LAKEVIEW OK,OK,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
2364,5365,"MELBOURNE, FL",FL,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
2364,5366,"MELBOURNE, FL",FL,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,5367,MYRTLE BEACH 17TH AVE SC,SC,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7021,5368,"SALEM (C), OR",OR,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7013,5369,"GOODYEAR, AZ",AZ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7077,5370,"LONGMONT (N), CO",CO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6055,5371,SIMPSONVILLE SC,SC,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6059,5372,"EVANSVILLE, IN",IN,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,5373,"CHIPPEWA FALLS, WI",WI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,5374,EATON OH,OH,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7055,5376,"TAWAS CITY, MI",MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6055,5378,WEST COLUMBIA CHARLESTON HWY,SC,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6047,5379,"CONNELLSVILLE, PA",PA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7017,5381,"BETHEL PARK, PA",PA,Wal-Mart,DRY,Same Day Delivery,1,0,1,0,1,Closed,1,4,No change needed,No change needed
6047,5382,"PASADENA, MD",MD,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,5383,SUMTER BULTMAN DR SC,SC,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,5384,"BRIDGETON, NJ",NJ,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,5385,"DEFIANCE, OH",OH,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7055,5386,"GRAND HAVEN, MI",MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Wed,No change needed
7017,5387,"MIDDLEFIELD, OH",OH,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7010,5388,"LEAGUE CITY (HWY 646), TX",TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,5389,WACO (WOODWAY) TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6095,5390,"MARIETTA (TRADE CTR), GA",GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,5391,NAPLES (I-75) FL,FL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6099,5392,"BAXLEY, GA",GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,5393,GREENSBORO ALAMANCE CHURCH,NC,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7048,5394,DINUBA CA,CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7021,5396,ALBANY OR,OR,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,5397,"WINONA, MN",MN,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,5398,"ROCKFORD(W), IL",IL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,5399,DIXON IL,IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,5402,CHICAGO (W) IL,IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6059,5403,URBANA IL,IL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,5408,"INDIANAPOLIS, IN",IN,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,5409,ENGLEWOOD OH,OH,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7017,5410,"CANTON(C), OH",OH,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,5411,IONIA MI,MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,5414,FORKED RIVER NJ,NJ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,5416,ARLINGTON (N) TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6097,5417,"LOUISVILLE, KY",KY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6097,5418,"LOUISVILLE (BASHFORD), KY",KY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6072,5419,"HERNANDO, MS",MS,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
2364,5420,"KISSIMMEE, FL",FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6059,5421,ST. PETERS SUTTERS MILL MO,MO,Neighborhood Market,DRY,Next Day Delivery,1,0,1,1,1,Closed,1,5,No change needed. Keep existing Order fill on Wed,No change needed
7019,5422,"BAINBRIDGE, GA",GA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,5423,"LAS VEGAS (HOLLYWOOD), NV",NV,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7048,5424,"EAGLE POINT, OR",OR,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,5425,"SAN JACINTO, CA",CA,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6059,5427,ST. PETERS HOWELL MO,MO,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7013,5428,"MESA (GREENFIELD), AZ",AZ,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7013,5429,"SURPRISE, AZ",AZ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6084,5430,"ALBUQUERQUE, NM",NM,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6085,5432,"NEW RICHMOND, WI",WI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6082,5433,"HOT SPRINGS VILLAGE, AR",AR,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7048,5434,"SAN LEANDRO (S), CA",CA,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7048,5435,SAN JOSE(CENTRAL) CA,CA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,5436,"NEW CASTLE, DE EF",DE,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,5438,"NEW BERLIN, WI",WI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,5439,"NEW HAVEN, CT",CT,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7021,5440,CLACKAMAS OR,OR,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6065,5441,"TOPEKA (N), KS",KS,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,5442,ADDISON IL,IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7055,5443,"INDIANAPOLIS(EMRSN), IN",IN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,5444,IRONWOOD MI,MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7017,5445,ERIE C PA,PA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7017,5446,WAYNESBURG PA,PA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,5447,KEARNY NJ,NJ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7014,5448,"RAYNHAM (N), MA",MA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7010,5449,"MISSOURI CITY (SIEN), TX",TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7030,5450,"NORTH EAST, MD",MD,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,5451,"FORT MYERS-CAPE CORAL,FL",FL,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6059,5452,"EVANSVILLE, IN",IN,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7023,5453,"CAPE CORAL (N), FL",FL,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
2364,5455,"PALM BAY, FL",FL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6090,5458,DELTA CO,CO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6072,5459,STARKVILLE MS,MS,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7010,5460,PORTLAND TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7021,5461,VANCOUVER (NE) WA,WA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7021,5462,VANCOUVER (SE) WA,WA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6085,5463,"HARTFORD, WI",WI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6057,5464,THIBODAUX S LA,LA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,5466,GROVE CITY OH,OH,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6097,5467,MORRISTOWN BUFFALO TRAIL TN,TN,Neighborhood Market,DRY,Next Day Delivery,1,1,1,0,1,Closed,1,5,No change needed. Keep existing Order fill on Wed,No change needed
6047,5469,HANOVER (S) PA,PA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6047,5470,HUNTINGDON PA,PA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,5471,MANSFIELD (S) OH,OH,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7055,5472,SALINE MI,MI,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,5476,DEPTFORD (WEST) NJ,NJ,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6065,5477,JEFFERSON CITY E MO,MO,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6083,5479,"PFLUGERVILLE, TX",TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6083,5480,ROUND ROCK (NE) TX,TX,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,5481,"CHARLOTTE, NC",NC,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6055,5482,"EATONTON, GA",GA,WM Supercenter,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,Add Order fill on Tue. Keep existing Order fill on Wed,New delivery on Wed
7055,5483,GREENWOOD IN,IN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,5485,"EVERGREEN PARK, IL",IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7024,5486,"COUNTRY CLUB HILLS, IL",IL,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6055,5487,"TRAVELERS REST, SC",SC,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7016,5488,"NORFOLK (N), VA",VA,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6073,5489,"PEMBROKE,NC",NC,WM Supercenter,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,Keep existing Order fill on Wed,No change needed
6083,5490,SAN ANTONIO SHAENFIELD TX,TX,Neighborhood Market,DRY,Next Day Delivery,1,1,1,0,1,Closed,1,5,No change needed. Keep existing Order fill on Wed,New delivery on Fri
6084,5491,"ALBUQUERQUE (EC), NM",NM,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6084,5492,"SOCORRO, NM",NM,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6090,5494,"IDAHO FALLS (W), ID",ID,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7030,5495,"GLENOLDEN, PA",PA,Wal-Mart,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,5497,"LERAY, NY",NY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6096,5498,"LOWVILLE, NY",NY,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7012,5499,"MILFORD, OH",OH,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,5600,RANCHO SANTA MARGARITA CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,Add Order fill on Wed,No change needed
7047,5601,HUNTINGTON BEACH CA,CA,Neighborhood Market,DRY,Next Day Delivery,0,1,1,0,1,Closed,1,4,No change needed. Keep existing Order fill on Wed,No change needed
7047,5602,CARSON CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Wed,No change needed
7047,5603,DOWNEY CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,Add Order fill on Wed,No change needed
7047,5604,HAWTHORNE CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7047,5605,PANORAMA CITY CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7048,5606,WOODLAND E CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7048,5608,VACAVILLE ALAMO CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Tue. Keep existing Order fill on Wed,New delivery on Wed
7048,5609,VALLEJO SERENO CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7048,5610,SAN RAMON ALCOSTA CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,Add Order fill on Wed,No change needed
7048,5611,PLEASANTON S RITA CA,CA,Neighborhood Market,DRY,Next Day Delivery,1,1,0,1,1,Closed,1,5,No change needed. Keep existing Order fill on Wed,New delivery on Fri
7010,5612,HOUSTON I-45 AND WAYSIDE TX,TX,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
6064,5613,ARLINGTON N TX,TX,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6064,5614,COLLEYVILLE TX,TX,Neighborhood Market,DRY,Same Day Delivery,1,0,1,0,1,Closed,1,4,No change needed,No change needed
7023,5615,HIALEAH GARDENS FL,FL,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
6097,5616,NASHVILLE TN,TN,WM Supercenter,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
7024,5617,CHICAGO HERMOSA IL,IL,WM Supercenter,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7023,5622,BRANDON FL,FL,Neighborhood Market,DRY,Same Day Delivery,1,1,1,1,1,Closed,1,6,No change needed,No change needed
7019,5623,GULF BREEZE FL,FL,Neighborhood Market,DRY,Next Day Delivery,0,1,1,0,1,Closed,1,4,Add Order fill on Wed,No change needed
6064,5624,FARMERS BRANCH TX,TX,Neighborhood Market,DRY,Next Day Delivery,1,1,1,1,1,Closed,1,6,No change needed. Keep existing Order fill on Wed,No change needed
