Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
2827,2,YES,MOVE EXISTING,4,WK 37,120
5115,2,YES,MOVE EXISTING,4,WK 37,120
1447,2,YES,MOVE EXISTING,4,WK 37,120
1609,2,YES,MOVE EXISTING,4,WK 37,120
1634,2,YES,HIRE,4,WK 37,120
1654,2,YES,MOVE EXISTING,4,WK 37,120
1757,2,YES,MOVE EXISTING,4,WK 37,120
1929,2,YES,MOVE EXISTING,4,WK 37,120
2367,3,NO,-,3,WK 37,80
2937,3,NO,-,4,WK 37,80
3233,2,YES,MOVE EXISTING,4,WK 37,120
4849,3,NO,-,4,WK 37,80
1415,3,NO,-,4,WK 37,80
1470,2,YES,MOVE EXISTING,4,WK 37,120
1473,2,YES,MOVE EXISTING,4,WK 37,120
1722,3,NO,-,4,WK 37,80
1738,3,NO,-,4,WK 37,80
1858,3,NO,-,3,WK 37,80
1865,3,NO,-,3,WK 37,80
2820,2,YES,MOVE EXISTING,4,WK 37,120
3760,3,NO,-,3,WK 37,80
3806,3,NO,-,3,WK 37,80
4374,3,NO,-,3,WK 37,80
1861,2,YES,HIRE,4,WK 37,120
1864,1,YES,MOVE EXISTING,4,WK 37,140
1952,2,YES,MOVE EXISTING,4,WK 37,120
2087,2,YES,MOVE EXISTING,4,WK 37,120
2643,3,NO,-,4,WK 37,80
2882,2,YES,MOVE EXISTING,4,WK 37,120
3364,3,NO,-,4,WK 37,80
3404,1,YES,MOVE EXISTING,4,WK 37,140
3498,2,YES,MOVE EXISTING,4,WK 37,120
1472,3,NO,-,4,WK 37,80
1786,3,NO,-,3,WK 37,80
1855,3,NO,-,4,WK 37,80
2198,2,YES,MOVE EXISTING,4,WK 37,120
2448,2,YES,MOVE EXISTING,4,WK 37,120
2642,2,YES,MOVE EXISTING,4,WK 37,120
3513,2,YES,MOVE EXISTING,4,WK 37,120
5089,3,NO,-,3,WK 37,80
5977,3,NO,-,4,WK 37,80
5992,3,NO,-,4,WK 37,80
1562,3,NO,-,4,WK 37,80
1577,3,NO,-,4,WK 37,80
1633,2,YES,MOVE EXISTING,4,WK 37,120
1999,2,YES,MOVE EXISTING,4,WK 37,120
2274,2,YES,MOVE EXISTING,4,WK 37,120
2352,2,YES,MOVE EXISTING,4,WK 37,120
3088,3,NO,-,4,WK 37,80
3102,3,NO,-,4,WK 37,80
3209,3,NO,-,4,WK 37,80
3624,2,YES,MOVE EXISTING,4,WK 37,120
5976,3,NO,-,4,WK 37,80
1616,3,NO,-,3,WK 37,80
2106,2,YES,MOVE EXISTING,4,WK 37,120
2189,2,YES,MOVE EXISTING,4,WK 37,120
2453,2,YES,MOVE EXISTING,4,WK 37,120
3254,2,YES,MOVE EXISTING,4,WK 37,120
3277,2,YES,HIRE,4,WK 37,120
3729,2,YES,MOVE EXISTING,4,WK 37,120
4239,2,YES,HIRE,4,WK 37,120
4370,3,NO,-,4,WK 37,80
1951,1,YES,MOVE EXISTING,4,WK 37,140
2508,1,YES,MOVE EXISTING,4,WK 37,140
2617,3,NO,-,4,WK 37,80
2780,1,YES,MOVE EXISTING,4,WK 37,140
2781,1,YES,MOVE EXISTING,4,WK 37,140
2861,3,NO,-,4,WK 37,80
2862,2,YES,HIRE,4,WK 37,120
3093,2,YES,HIRE,4,WK 37,120
3739,1,YES,MOVE EXISTING,4,WK 37,140
5841,2,YES,MOVE EXISTING,4,WK 37,120
1878,2,YES,MOVE EXISTING,4,WK 37,120
1900,2,YES,HIRE,4,WK 37,120
1902,1,YES,MOVE EXISTING,4,WK 37,140
1905,3,NO,-,4,WK 37,80
1995,1,YES,MOVE EXISTING,4,WK 37,140
2402,2,YES,HIRE,4,WK 37,120
2782,3,NO,-,4,WK 37,80
2831,2,YES,HIRE,4,WK 37,120
3897,1,YES,MOVE EXISTING,4,WK 37,140
5494,1,YES,MOVE EXISTING,4,WK 37,140
1587,1,YES,MOVE EXISTING,4,WK 37,140
1840,2,YES,MOVE EXISTING,4,WK 37,120
1963,1,YES,MOVE EXISTING,4,WK 37,140
1983,1,YES,MOVE EXISTING,4,WK 37,140
2030,2,YES,MOVE EXISTING,4,WK 37,120
2039,2,YES,MOVE EXISTING,4,WK 37,120
5710,2,YES,HIRE,4,WK 37,120
5843,2,YES,MOVE EXISTING,4,WK 37,120
5890,2,YES,HIRE,4,WK 37,120
1554,1,YES,MOVE EXISTING,4,WK 37,140
1615,2,YES,HIRE,4,WK 37,120
1651,1,YES,MOVE EXISTING,4,WK 37,140
1755,1,YES,HIRE,4,WK 37,140
2697,1,YES,MOVE EXISTING,4,WK 37,140
2925,3,NO,-,4,WK 37,80
3352,1,YES,MOVE EXISTING,4,WK 37,140
3455,1,YES,MOVE EXISTING,4,WK 37,140
3493,1,YES,HIRE,4,WK 37,140
1704,2,YES,MOVE EXISTING,4,WK 37,120
1881,3,NO,-,4,WK 37,80
2048,2,YES,MOVE EXISTING,4,WK 37,120
2190,2,YES,HIRE,4,WK 37,120
2598,1,YES,HIRE,4,WK 37,140
3652,2,YES,MOVE EXISTING,4,WK 37,120
3708,2,YES,HIRE,4,WK 37,120
4393,2,YES,MOVE EXISTING,4,WK 37,120
5139,2,YES,HIRE,4,WK 37,120
1697,2,YES,HIRE,4,WK 37,120
1789,1,YES,MOVE EXISTING,4,WK 37,140
2054,2,YES,MOVE EXISTING,4,WK 37,120
2457,3,NO,-,4,WK 37,80
2464,2,YES,MOVE EXISTING,4,WK 37,120
2735,1,YES,MOVE EXISTING,4,WK 37,140
3081,2,YES,MOVE EXISTING,4,WK 37,120
5231,3,NO,-,4,WK 37,80
5848,2,YES,HIRE,4,WK 37,120
1648,2,YES,HIRE,4,WK 37,120
1760,2,YES,HIRE,4,WK 37,120
1988,2,YES,MOVE EXISTING,4,WK 37,120
2418,2,YES,HIRE,4,WK 37,120
3408,2,YES,HIRE,4,WK 37,120
3587,2,YES,MOVE EXISTING,4,WK 37,120
3712,2,YES,MOVE EXISTING,4,WK 37,120
4202,3,NO,-,4,WK 37,80
4309,3,NO,-,3,WK 37,80
5192,2,YES,MOVE EXISTING,4,WK 37,120
5864,3,NO,-,4,WK 37,80
1575,2,YES,MOVE EXISTING,4,WK 37,120
1608,2,YES,MOVE EXISTING,4,WK 37,120
1903,1,YES,MOVE EXISTING,4,WK 37,140
1979,2,YES,HIRE,4,WK 37,120
2044,2,YES,HIRE,4,WK 37,120
2052,2,YES,HIRE,4,WK 37,120
2053,3,NO,-,3,WK 37,80
2537,1,YES,MOVE EXISTING,4,WK 37,140
2553,1,YES,MOVE EXISTING,4,WK 37,140
5133,2,YES,HIRE,4,WK 37,120
5136,1,YES,MOVE EXISTING,4,WK 37,140
1630,3,NO,-,4,WK 37,80
1772,2,YES,MOVE EXISTING,4,WK 37,120
1834,2,YES,MOVE EXISTING,4,WK 37,120
1880,2,YES,MOVE EXISTING,4,WK 37,120
1910,3,NO,-,4,WK 37,80
2069,2,YES,MOVE EXISTING,4,WK 37,120
2320,3,NO,-,3,WK 37,80
2477,2,YES,HIRE,4,WK 37,120
5424,3,NO,-,4,WK 37,80
5629,3,NO,-,3,WK 37,80
5839,2,YES,MOVE EXISTING,4,WK 37,120
1972,3,NO,-,3,WK 37,80
2025,1,YES,MOVE EXISTING,4,WK 37,140
2031,1,YES,MOVE EXISTING,4,WK 37,140
2119,2,YES,MOVE EXISTING,4,WK 37,120
2161,2,YES,MOVE EXISTING,4,WK 37,120
2648,1,YES,HIRE,4,WK 37,140
2989,2,YES,MOVE EXISTING,4,WK 37,120
5434,1,YES,HIRE,4,WK 37,140
1559,1,YES,MOVE EXISTING,4,WK 37,140
1838,2,YES,MOVE EXISTING,4,WK 37,120
2483,2,YES,MOVE EXISTING,4,WK 37,120
2592,1,YES,MOVE EXISTING,4,WK 37,140
2884,1,YES,MOVE EXISTING,4,WK 37,140
3350,1,YES,HIRE,4,WK 37,140
3351,1,YES,MOVE EXISTING,4,WK 37,140
3473,1,YES,MOVE EXISTING,4,WK 37,140
3728,2,YES,HIRE,4,WK 37,120
1560,1,YES,MOVE EXISTING,4,WK 37,140
1584,2,YES,MOVE EXISTING,4,WK 37,120
2050,2,YES,MOVE EXISTING,4,WK 37,120
2593,1,YES,MOVE EXISTING,4,WK 37,140
2838,1,YES,MOVE EXISTING,4,WK 37,140
4356,1,YES,MOVE EXISTING,4,WK 37,140
4557,2,YES,MOVE EXISTING,4,WK 37,120
5070,1,YES,MOVE EXISTING,4,WK 37,140
5101,2,YES,MOVE EXISTING,4,WK 37,120
1438,1,YES,MOVE EXISTING,4,WK 37,140
1439,1,YES,MOVE EXISTING,4,WK 37,140
1442,3,NO,-,4,WK 37,80
1573,2,YES,MOVE EXISTING,4,WK 37,120
2051,1,YES,HIRE,4,WK 37,140
2794,3,NO,-,3,WK 37,80
3220,2,YES,MOVE EXISTING,4,WK 37,120
3847,2,YES,HIRE,4,WK 37,120
4678,2,YES,MOVE EXISTING,4,WK 37,120
5168,3,NO,-,4,WK 37,80
2032,1,YES,MOVE EXISTING,4,WK 37,140
2526,1,YES,MOVE EXISTING,4,WK 37,140
2568,1,YES,MOVE EXISTING,4,WK 37,140
2621,1,YES,MOVE EXISTING,4,WK 37,140
3087,2,YES,MOVE EXISTING,4,WK 37,120
3180,1,YES,MOVE EXISTING,4,WK 37,140
3650,2,YES,MOVE EXISTING,4,WK 37,120
5152,2,YES,MOVE EXISTING,4,WK 37,120
1574,1,YES,MOVE EXISTING,4,WK 37,140
1600,2,YES,HIRE,4,WK 37,120
1624,1,YES,MOVE EXISTING,4,WK 37,140
1989,2,YES,MOVE EXISTING,4,WK 37,120
2099,1,YES,HIRE,4,WK 37,140
2507,1,YES,HIRE,4,WK 37,140
2556,1,YES,HIRE,4,WK 37,140
2557,1,YES,MOVE EXISTING,4,WK 37,140
4317,2,YES,HIRE,4,WK 37,120
5134,1,YES,MOVE EXISTING,4,WK 37,140
1563,1,YES,MOVE EXISTING,4,WK 37,140
1660,1,YES,MOVE EXISTING,4,WK 37,140
2297,2,YES,HIRE,4,WK 37,120
2950,1,YES,MOVE EXISTING,4,WK 37,140
2951,2,YES,HIRE,4,WK 37,120
3523,1,YES,HIRE,4,WK 37,140
5162,2,YES,HIRE,4,WK 37,120
5686,1,YES,MOVE EXISTING,4,WK 37,140
1583,1,YES,HIRE,4,WK 37,140
1815,1,YES,MOVE EXISTING,4,WK 37,140
2001,1,YES,MOVE EXISTING,4,WK 37,140
2277,2,YES,MOVE EXISTING,4,WK 37,120
2985,1,YES,MOVE EXISTING,4,WK 37,140
4238,2,YES,MOVE EXISTING,4,WK 37,120
5337,1,YES,MOVE EXISTING,4,WK 37,140
5632,2,YES,MOVE EXISTING,4,WK 37,120
5701,2,YES,HIRE,4,WK 37,120
2110,1,YES,MOVE EXISTING,4,WK 37,140
2609,1,YES,MOVE EXISTING,4,WK 37,140
3477,2,YES,MOVE EXISTING,4,WK 37,120
4101,2,YES,HIRE,4,WK 37,120
4132,1,YES,MOVE EXISTING,4,WK 37,140
5072,1,YES,MOVE EXISTING,4,WK 37,140
5807,1,YES,MOVE EXISTING,4,WK 37,140
5874,2,YES,HIRE,4,WK 37,120
2126,1,YES,HIRE,4,WK 37,140
2308,1,YES,MOVE EXISTING,4,WK 37,140
2314,2,YES,MOVE EXISTING,4,WK 37,120
2321,1,YES,MOVE EXISTING,4,WK 37,140
2473,1,YES,MOVE EXISTING,4,WK 37,140
3290,1,YES,MOVE EXISTING,4,WK 37,140
3478,1,YES,MOVE EXISTING,4,WK 37,140
3883,1,YES,MOVE EXISTING,4,WK 37,140
5274,1,YES,MOVE EXISTING,4,WK 37,140
1645,1,YES,MOVE EXISTING,4,WK 37,140
1826,1,YES,MOVE EXISTING,4,WK 37,140
1877,1,YES,HIRE,4,WK 37,140
1882,2,YES,HIRE,4,WK 37,120
2536,1,YES,HIRE,4,WK 37,140
5215,1,YES,MOVE EXISTING,4,WK 37,140
5394,1,YES,MOVE EXISTING,4,WK 37,140
5859,2,YES,HIRE,4,WK 37,120
5956,2,YES,MOVE EXISTING,4,WK 37,120
1175,2,YES,MOVE EXISTING,4,WK 37,120
1230,1,YES,MOVE EXISTING,4,WK 37,140
1299,2,YES,MOVE EXISTING,4,WK 37,120
1328,3,NO,-,3,WK 37,80
1369,3,NO,-,4,WK 37,80
1417,2,YES,MOVE EXISTING,4,WK 37,120
3730,2,YES,MOVE EXISTING,4,WK 37,120
4252,2,YES,HIRE,4,WK 37,120
4355,3,NO,-,4,WK 37,80
5303,3,NO,-,4,WK 37,80
1364,2,YES,MOVE EXISTING,4,WK 37,120
1370,2,YES,MOVE EXISTING,4,WK 37,120
1474,1,YES,HIRE,4,WK 37,140
4203,3,NO,-,4,WK 37,80
4325,1,YES,HIRE,4,WK 37,140
4337,1,YES,MOVE EXISTING,4,WK 37,140
4543,3,NO,-,3,WK 37,80
5342,1,YES,MOVE EXISTING,4,WK 37,140
1588,1,YES,MOVE EXISTING,4,WK 37,140
1692,2,YES,MOVE EXISTING,4,WK 37,120
1693,1,YES,HIRE,4,WK 37,140
1879,2,YES,MOVE EXISTING,4,WK 37,120
1914,1,YES,HIRE,4,WK 37,140
2333,2,YES,MOVE EXISTING,4,WK 37,120
3276,1,YES,MOVE EXISTING,4,WK 37,140
4340,1,YES,MOVE EXISTING,4,WK 37,140
4392,2,YES,HIRE,4,WK 37,120
2150,1,YES,HIRE,4,WK 37,140
2253,1,YES,HIRE,4,WK 37,140
2291,1,YES,HIRE,4,WK 37,140
3516,1,YES,HIRE,4,WK 37,140
3947,2,YES,HIRE,4,WK 37,120
5023,1,YES,MOVE EXISTING,4,WK 37,140
5305,1,YES,HIRE,4,WK 37,140
5938,2,YES,MOVE EXISTING,4,WK 37,120
1700,2,YES,MOVE EXISTING,4,WK 37,120
1917,2,YES,HIRE,4,WK 37,120
2177,1,YES,MOVE EXISTING,4,WK 37,140
2479,1,YES,MOVE EXISTING,4,WK 37,140
3494,2,YES,MOVE EXISTING,4,WK 37,120
5140,1,YES,MOVE EXISTING,4,WK 37,140
5338,1,YES,HIRE,4,WK 37,140
5886,3,NO,-,3,WK 37,80
5996,2,YES,MOVE EXISTING,4,WK 37,120
2077,2,YES,MOVE EXISTING,4,WK 37,120
2094,2,YES,HIRE,4,WK 37,120
2245,2,YES,MOVE EXISTING,4,WK 37,120
2494,2,YES,MOVE EXISTING,4,WK 37,120
2527,3,NO,-,3,WK 37,80
2708,1,YES,MOVE EXISTING,4,WK 37,140
2952,1,YES,MOVE EXISTING,4,WK 37,140
5075,3,NO,-,4,WK 37,80
1747,1,YES,MOVE EXISTING,4,WK 37,140
1853,1,YES,MOVE EXISTING,4,WK 37,140
1899,1,YES,MOVE EXISTING,4,WK 37,140
1912,2,YES,HIRE,4,WK 37,120
2028,1,YES,HIRE,4,WK 37,140
2842,2,YES,HIRE,4,WK 37,120
5193,1,YES,MOVE EXISTING,4,WK 37,140
5425,1,YES,MOVE EXISTING,4,WK 37,140
1756,1,YES,MOVE EXISTING,4,WK 37,140
1862,1,YES,MOVE EXISTING,4,WK 37,140
1922,1,YES,HIRE,4,WK 37,140
1941,2,YES,HIRE,4,WK 37,120
1992,2,YES,HIRE,4,WK 37,120
2288,2,YES,HIRE,4,WK 37,120
3464,1,YES,MOVE EXISTING,4,WK 37,140
3796,1,YES,MOVE EXISTING,4,WK 37,140
2082,1,YES,MOVE EXISTING,4,WK 37,140
2242,1,YES,HIRE,4,WK 37,140
2523,2,YES,MOVE EXISTING,4,WK 37,120
2546,1,YES,MOVE EXISTING,4,WK 37,140
3248,2,YES,HIRE,4,WK 37,120
5032,1,YES,MOVE EXISTING,4,WK 37,140
5641,3,NO,-,3,WK 37,80
5930,2,YES,HIRE,4,WK 37,120
2206,2,YES,HIRE,4,WK 37,120
2218,2,YES,MOVE EXISTING,4,WK 37,120
2495,2,YES,MOVE EXISTING,4,WK 37,120
2517,1,YES,MOVE EXISTING,4,WK 37,140
2636,2,YES,MOVE EXISTING,4,WK 37,120
4171,2,YES,HIRE,4,WK 37,120
5644,2,YES,MOVE EXISTING,4,WK 37,120
2249,1,YES,MOVE EXISTING,4,WK 37,140
2469,2,YES,MOVE EXISTING,4,WK 37,120
3218,2,YES,MOVE EXISTING,4,WK 37,120
3531,1,YES,MOVE EXISTING,4,WK 37,140
3537,1,YES,MOVE EXISTING,4,WK 37,140
3705,2,YES,HIRE,4,WK 37,120
3850,2,YES,HIRE,4,WK 37,120
4137,2,YES,MOVE EXISTING,4,WK 37,120
5853,3,NO,-,4,WK 37,80
2070,2,YES,MOVE EXISTING,4,WK 37,120
2071,1,YES,HIRE,4,WK 37,140
2074,1,YES,MOVE EXISTING,4,WK 37,140
2188,3,NO,-,3,WK 37,80
2710,3,NO,-,3,WK 37,80
2711,3,NO,-,3,WK 37,80
2722,1,YES,MOVE EXISTING,4,WK 37,140
4359,2,YES,HIRE,4,WK 37,120
4474,2,YES,MOVE EXISTING,4,WK 37,120
2319,2,YES,HIRE,4,WK 37,120
2450,1,YES,HIRE,4,WK 37,140
2594,1,YES,HIRE,4,WK 37,140
2595,2,YES,MOVE EXISTING,4,WK 37,120
2596,1,YES,MOVE EXISTING,4,WK 37,140
3053,3,NO,-,4,WK 37,80
3757,2,YES,MOVE EXISTING,4,WK 37,120
3801,2,YES,MOVE EXISTING,4,WK 37,120
5628,2,YES,MOVE EXISTING,4,WK 37,120
2037,2,YES,MOVE EXISTING,4,WK 37,120
2121,2,YES,MOVE EXISTING,4,WK 37,120
2196,2,YES,MOVE EXISTING,4,WK 37,120
2317,2,YES,HIRE,4,WK 37,120
2325,2,YES,MOVE EXISTING,4,WK 37,120
5272,2,YES,MOVE EXISTING,4,WK 37,120
5273,3,NO,-,4,WK 37,80
5861,3,NO,-,4,WK 37,80
1947,2,YES,HIRE,4,WK 37,120
2007,1,YES,MOVE EXISTING,4,WK 37,140
2016,2,YES,MOVE EXISTING,4,WK 37,120
2187,2,YES,MOVE EXISTING,4,WK 37,120
2269,1,YES,MOVE EXISTING,4,WK 37,140
3217,3,NO,-,3,WK 37,80
3260,3,NO,-,4,WK 37,80
3754,3,NO,-,3,WK 37,80
5078,1,YES,MOVE EXISTING,4,WK 37,140
2485,2,YES,HIRE,4,WK 37,120
2539,1,YES,HIRE,4,WK 37,140
2549,1,YES,MOVE EXISTING,4,WK 37,140
2865,2,YES,HIRE,4,WK 37,120
3472,2,YES,MOVE EXISTING,4,WK 37,120
3511,1,YES,MOVE EXISTING,4,WK 37,140
4249,3,NO,-,2,WK 37,80
4394,2,YES,MOVE EXISTING,4,WK 37,120
4395,3,NO,-,3,WK 37,80
5883,2,YES,HIRE,4,WK 37,120
1817,2,YES,MOVE EXISTING,4,WK 37,120
1870,3,NO,-,4,WK 37,80
1889,3,NO,-,4,WK 37,80
2006,1,YES,MOVE EXISTING,4,WK 37,140
2101,1,YES,HIRE,4,WK 37,140
2241,2,YES,HIRE,4,WK 37,120
2476,2,YES,HIRE,4,WK 37,120
2492,3,NO,-,4,WK 37,80
3261,1,YES,MOVE EXISTING,4,WK 37,140
3380,1,YES,MOVE EXISTING,4,WK 37,140
5869,3,NO,-,3,WK 37,80
1876,2,YES,HIRE,4,WK 37,120
2422,3,NO,-,4,WK 37,80
2550,2,YES,MOVE EXISTING,4,WK 37,120
2927,1,YES,MOVE EXISTING,4,WK 37,140
2947,2,YES,HIRE,4,WK 37,120
3742,3,NO,-,3,WK 37,80
5461,2,YES,HIRE,4,WK 37,120
5462,2,YES,HIRE,4,WK 37,120
5929,3,NO,-,4,WK 37,80
1784,2,YES,MOVE EXISTING,4,WK 37,120
1793,2,YES,MOVE EXISTING,4,WK 37,120
1843,2,YES,HIRE,4,WK 37,120
1920,2,YES,MOVE EXISTING,4,WK 37,120
4176,3,NO,-,4,WK 37,80
4221,2,YES,MOVE EXISTING,4,WK 37,120
5368,1,YES,MOVE EXISTING,4,WK 37,140
5440,1,YES,MOVE EXISTING,4,WK 37,140
5935,2,YES,MOVE EXISTING,4,WK 37,120
1775,2,YES,HIRE,4,WK 37,120
1925,3,NO,-,3,WK 37,80
2075,2,YES,HIRE,4,WK 37,120
2243,1,YES,MOVE EXISTING,4,WK 37,140
2315,3,NO,-,3,WK 37,80
2538,2,YES,MOVE EXISTING,4,WK 37,120
3239,1,YES,MOVE EXISTING,4,WK 37,140
3258,2,YES,HIRE,4,WK 37,120
5396,2,YES,MOVE EXISTING,4,WK 37,120
1166,3,NO,-,3,WK 22,80
1268,2,YES,HIRE,4,WK 22,120
1348,1,YES,MOVE EXISTING,4,WK 22,140
1352,3,NO,-,3,WK 22,80
1392,2,YES,MOVE EXISTING,4,WK 22,120
2580,2,YES,HIRE,4,WK 22,120
2772,3,NO,-,4,WK 22,80
4065,2,YES,MOVE EXISTING,4,WK 22,120
4273,1,YES,HIRE,4,WK 22,140
7243,3,NO,-,3,WK 22,80
1871,1,YES,MOVE EXISTING,4,WK 22,140
1946,2,YES,MOVE EXISTING,4,WK 22,120
1994,1,YES,MOVE EXISTING,4,WK 22,140
2092,3,NO,-,3,WK 22,80
2116,1,YES,MOVE EXISTING,4,WK 22,140
2424,3,NO,-,3,WK 22,80
3329,2,YES,HIRE,4,WK 22,120
3334,2,YES,HIRE,4,WK 22,120
4403,2,YES,MOVE EXISTING,4,WK 22,120
5497,2,YES,HIRE,4,WK 22,120
5498,3,NO,-,3,WK 22,80
3159,1,YES,MOVE EXISTING,4,WK 22,140
3443,1,YES,HIRE,4,WK 22,140
3520,1,YES,MOVE EXISTING,4,WK 22,140
3562,1,YES,HIRE,4,WK 22,140
3795,1,YES,MOVE EXISTING,4,WK 22,140
5077,2,YES,HIRE,4,WK 22,120
5752,1,YES,MOVE EXISTING,4,WK 22,140
1742,1,YES,MOVE EXISTING,4,WK 22,140
2108,2,YES,HIRE,4,WK 22,120
2109,2,YES,HIRE,4,WK 22,120
2254,3,NO,-,3,WK 22,80
3212,1,YES,MOVE EXISTING,4,WK 22,140
3337,1,YES,MOVE EXISTING,4,WK 22,140
3339,1,YES,MOVE EXISTING,4,WK 22,140
3774,2,YES,MOVE EXISTING,4,WK 22,120
5384,2,YES,HIRE,4,WK 22,120
5476,2,YES,HIRE,4,WK 22,120
2141,1,YES,MOVE EXISTING,4,WK 22,140
2830,1,YES,MOVE EXISTING,4,WK 22,140
3252,2,YES,HIRE,4,WK 22,120
5103,1,YES,MOVE EXISTING,4,WK 22,140
5229,2,YES,MOVE EXISTING,4,WK 22,120
5495,2,YES,HIRE,4,WK 22,120
5881,2,YES,HIRE,4,WK 22,120
5891,2,YES,HIRE,4,WK 22,120
2167,2,YES,HIRE,4,WK 22,120
2236,3,NO,-,3,WK 22,80
2263,3,NO,-,4,WK 22,80
2945,2,YES,MOVE EXISTING,4,WK 22,120
3475,2,YES,MOVE EXISTING,4,WK 22,120
3501,3,NO,-,4,WK 22,80
3541,2,YES,MOVE EXISTING,4,WK 22,120
4687,3,NO,-,3,WK 22,80
5239,2,YES,HIRE,4,WK 22,120
2068,1,YES,MOVE EXISTING,4,WK 22,140
2096,3,NO,-,3,WK 22,80
2445,2,YES,MOVE EXISTING,4,WK 22,120
2446,1,YES,MOVE EXISTING,4,WK 22,140
2650,2,YES,MOVE EXISTING,4,WK 22,120
3564,2,YES,MOVE EXISTING,4,WK 22,120
5130,1,YES,MOVE EXISTING,4,WK 22,140
5131,1,YES,HIRE,4,WK 22,140
5649,2,YES,HIRE,4,WK 22,120
1844,2,YES,HIRE,4,WK 22,120
1921,2,YES,HIRE,4,WK 22,120
1977,2,YES,MOVE EXISTING,4,WK 22,120
2195,2,YES,HIRE,4,WK 22,120
2518,1,YES,MOVE EXISTING,4,WK 22,140
3236,2,YES,MOVE EXISTING,4,WK 22,120
3266,2,YES,HIRE,4,WK 22,120
3830,3,NO,-,4,WK 22,80
5012,1,YES,MOVE EXISTING,4,WK 22,140
5142,1,YES,MOVE EXISTING,4,WK 22,140
5414,2,YES,HIRE,4,WK 22,120
1644,1,YES,HIRE,4,WK 22,140
1794,1,YES,MOVE EXISTING,4,WK 22,140
1887,2,YES,HIRE,4,WK 22,120
2169,1,YES,HIRE,4,WK 22,140
2185,2,YES,HIRE,4,WK 22,120
2255,1,YES,MOVE EXISTING,4,WK 22,140
2481,2,YES,HIRE,4,WK 22,120
2528,2,YES,MOVE EXISTING,4,WK 22,120
2535,2,YES,HIRE,4,WK 22,120
3412,3,NO,-,4,WK 22,80
3634,3,NO,-,4,WK 22,80
1529,1,YES,MOVE EXISTING,4,WK 22,140
2023,2,YES,MOVE EXISTING,4,WK 22,120
2205,2,YES,MOVE EXISTING,4,WK 22,120
2334,1,YES,MOVE EXISTING,4,WK 22,140
2340,2,YES,MOVE EXISTING,4,WK 22,120
2519,2,YES,MOVE EXISTING,4,WK 22,120
2888,2,YES,HIRE,4,WK 22,120
4404,3,NO,-,4,WK 22,80
5200,2,YES,MOVE EXISTING,4,WK 22,120
1537,3,NO,-,3,WK 22,80
1591,1,YES,MOVE EXISTING,4,WK 22,140
1823,2,YES,HIRE,4,WK 22,120
1850,2,YES,MOVE EXISTING,4,WK 22,120
1886,1,YES,HIRE,4,WK 22,140
2574,2,YES,HIRE,4,WK 22,120
3633,2,YES,HIRE,4,WK 22,120
5358,3,NO,-,4,WK 22,80
5469,3,NO,-,4,WK 22,80
5888,3,NO,-,3,WK 22,80
1607,1,YES,HIRE,4,WK 22,140
1640,3,NO,-,4,WK 22,80
1684,3,NO,-,3,WK 22,80
1769,2,YES,HIRE,4,WK 22,120
1792,3,NO,-,4,WK 22,80
2049,1,YES,MOVE EXISTING,4,WK 22,140
2129,3,NO,-,4,WK 22,80
2230,2,YES,HIRE,4,WK 22,120
4348,3,NO,-,4,WK 22,80
5470,3,NO,-,4,WK 22,80
1736,2,YES,HIRE,4,WK 22,120
1741,1,YES,HIRE,4,WK 22,140
1860,1,YES,HIRE,4,WK 22,140
2041,2,YES,HIRE,4,WK 22,120
2555,2,YES,HIRE,4,WK 22,120
3802,1,YES,HIRE,4,WK 22,140
5039,1,YES,HIRE,4,WK 22,140
5436,2,YES,HIRE,4,WK 22,120
5795,2,YES,HIRE,4,WK 22,120
1715,3,NO,-,3,WK 22,80
1890,2,YES,HIRE,4,WK 22,120
2272,3,NO,-,4,WK 22,80
2419,2,YES,HIRE,4,WK 22,120
2460,2,YES,HIRE,4,WK 22,120
2514,3,NO,-,4,WK 22,80
2560,1,YES,HIRE,4,WK 22,140
2791,2,YES,HIRE,4,WK 22,120
2931,2,YES,HIRE,4,WK 22,120
3843,2,YES,HIRE,4,WK 22,120
4378,3,NO,-,4,WK 22,80
1807,2,YES,HIRE,4,WK 22,120
1869,2,YES,HIRE,4,WK 22,120
2040,2,YES,MOVE EXISTING,4,WK 22,120
2841,2,YES,HIRE,4,WK 22,120
2871,2,YES,MOVE EXISTING,4,WK 22,120
3422,2,YES,MOVE EXISTING,4,WK 22,120
4456,2,YES,MOVE EXISTING,4,WK 22,120
5047,2,YES,HIRE,4,WK 22,120
5340,2,YES,HIRE,4,WK 22,120
5944,3,NO,-,3,WK 22,80
1132,1,YES,MOVE EXISTING,4,WK 22,140
1498,2,YES,MOVE EXISTING,4,WK 22,120
1558,2,YES,HIRE,4,WK 22,120
1842,1,YES,HIRE,4,WK 22,140
2704,3,NO,-,4,WK 22,80
3304,2,YES,HIRE,4,WK 22,120
3305,3,NO,-,4,WK 22,80
3658,2,YES,HIRE,4,WK 22,120
5320,2,YES,HIRE,4,WK 22,120
1335,3,NO,-,4,WK 22,80
1344,2,YES,HIRE,4,WK 22,120
1350,2,YES,MOVE EXISTING,4,WK 22,120
1726,2,YES,HIRE,4,WK 22,120
1780,2,YES,HIRE,4,WK 22,120
