Store Number,Department Category Description ,WK05,WK06,WK07,WK08,WK09,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,WK21,WK22,WK23,WK24,WK25,WK26,WK27,WK28,WK29,WK30,WK31,WK32,WK33,WK34,WK35,WK36,WK37,WK38,WK39,WK40,WK41,WK42,WK43,WK44,WK45,WK46,WK47,WK48,WK49,WK50,WK51,WK52,WK01,WK02,WK03,WK04,WK05,,,
5239,FULL SIZE GRIDDLES,1,3,,1,,2,1,1,7,6,1,5,4,5,3,8,9,6,8,,3,2,7,,,,,1,1,1,,,,,,1,,,,2,3,1,3,2,,,4,1,1,1,,2,,,,
5239,FULL SIZE PELLET GRILLS,,,,1,,,,1,,1,,2,2,2,3,2,1,,1,1,,1,,,,,,,,,,1,,,2,,,,1,,,,,,,,4,2,1,1,1,1,2,,,
5240,COMBO GRILLS,,,,1,,,,,1,1,,1,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,
5240,FULL SIZE GAS GRILLS,,1,2,1,1,3,2,1,3,8,7,6,3,9,4,4,11,6,5,5,2,2,1,2,9,3,,,2,,3,,1,,2,,,,,1,,,,,,,3,2,,,,3,,,,
5240,FULL SIZE GRIDDLES,,,3,1,2,1,1,,,3,3,,2,1,,2,4,3,2,3,2,,1,,,,,,,,1,,,,,1,,,,2,,,,1,,,1,,,,,,,,,
5240,FULL SIZE PELLET GRILLS,,,,,1,1,,,,1,,1,2,2,,2,,1,,,,,1,,,,1,1,,3,,,,,,,,,,,,2,,,,,1,4,2,,3,1,,,,
5241,COMBO GRILLS,1,,1,,,,,,,,,2,1,1,,1,1,,2,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
5241,FULL SIZE GAS GRILLS,2,4,3,1,3,5,0,1,5,2,8,4,7,4,2,7,8,13,9,2,2,2,3,4,2,2,3,4,5,1,,,,1,0,3,,,,,3,,1,,,,,1,,1,,,,,,
5241,FULL SIZE GRIDDLES,1,2,5,3,,2,7,2,5,5,11,6,10,11,12,14,15,14,8,2,1,1,5,5,4,1,3,7,2,1,3,2,1,,1,,2,,5,3,2,3,1,5,1,1,1,,4,3,1,2,,,,
5241,FULL SIZE PELLET GRILLS,,1,2,,,1,,,,1,,,,,2,,,,,,0,,,,1,,,1,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5242,COMBO GRILLS,1,,,,,,,,2,1,3,2,,,,2,,,2,,,,,,,,4,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
5242,FULL SIZE GAS GRILLS,,1,3,4,,1,8,4,8,10,13,8,7,5,1,1,5,4,5,3,2,5,7,3,3,3,6,8,5,12,2,2,0,1,0,,,1,,,2,,,,1,,,,,,,1,,,,
5242,FULL SIZE GRIDDLES,1,,2,3,1,2,3,,2,4,1,4,8,3,2,6,8,3,4,,,1,1,1,1,1,7,,1,5,2,,,,,,,,1,1,,,2,,,,,,,1,,1,,,,
5242,FULL SIZE PELLET GRILLS,,1,,,,1,1,1,,1,,1,1,2,1,2,,1,,2,1,2,1,,,,19,12,4,5,,2,,,1,,,,8,1,,,1,1,2,1,0,,,,,,1,,,
5244,COMBO GRILLS,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,FULL SIZE GAS GRILLS,1,1,1,,,2,1,1,1,1,2,,2,,,2,6,4,2,3,3,,2,,,1,,,,,2,1,,,,2,,,,,1,2,,1,1,,,,,,,1,,,,
5244,FULL SIZE GRIDDLES,,,,,1,3,2,1,,1,4,1,2,2,3,1,5,1,,1,,1,,2,1,,3,,1,,,,,,1,1,,1,,3,1,,1,,2,1,2,1,,,,,,,,
5244,FULL SIZE PELLET GRILLS,,,,,1,,,3,1,2,,1,,5,3,1,1,2,3,,,1,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
5245,COMBO GRILLS,1,1,,1,1,1,2,1,,,1,,,1,,,,,,,0,3,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,2,,,,
5245,FULL SIZE GAS GRILLS,2,2,2,3,,1,7,4,1,1,3,1,4,4,3,3,6,2,5,2,5,3,6,,1,1,,0,,2,2,2,2,,,1,,1,1,,1,1,5,1,1,2,5,,2,,1,1,1,,,
5245,FULL SIZE GRIDDLES,,2,1,1,3,4,4,2,2,1,3,1,1,2,4,4,4,4,3,4,2,2,0,2,3,1,7,3,1,1,,2,3,2,,,,1,2,6,2,1,4,,2,2,,1,1,1,2,4,,,,
5245,FULL SIZE PELLET GRILLS,2,3,2,2,3,2,1,1,3,1,1,3,1,4,1,4,4,3,3,3,1,,1,1,1,,3,3,1,3,1,,1,,,1,,1,1,1,1,,3,1,,,5,,2,3,2,2,,,,
5246,COMBO GRILLS,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5246,FULL SIZE GAS GRILLS,,,2,1,,2,,1,,1,,1,,1,1,2,2,1,1,,1,1,,1,,1,3,3,,,2,,,,2,1,1,,,,,,,,1,,,1,1,,,,,,,
5246,FULL SIZE GRIDDLES,1,,,1,1,,,2,,,1,1,1,1,1,1,1,1,,,1,,,,,1,1,,1,1,,,,,,,,,,2,,,,2,,2,,,,1,1,,,,,
5246,FULL SIZE PELLET GRILLS,,,2,3,1,1,1,1,1,1,,,2,2,,1,2,2,0,,3,,,,,6,4,,,1,,,,,,,2,,1,,,1,,,,1,,2,,,,,,,,
5247,COMBO GRILLS,,1,1,,,,,1,,,,,3,,0,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,1,,,,1,,,,1,,,,,,
5247,FULL SIZE GAS GRILLS,,,1,1,1,,2,2,1,1,1,3,4,4,7,7,4,4,6,1,3,,1,3,0,2,,9,7,6,4,5,4,3,4,2,2,1,1,,,,,,2,2,,,,,,0,,,,
5247,FULL SIZE GRIDDLES,1,1,3,2,3,2,1,1,3,,4,3,4,5,4,4,6,6,2,2,1,2,,,2,2,4,5,4,1,1,3,,4,,1,,,2,,2,0,1,1,1,1,1,1,,,2,,1,,,
5247,FULL SIZE PELLET GRILLS,1,,1,2,4,3,3,1,,1,3,1,1,6,6,2,0,3,2,1,,1,1,1,1,,2,4,,2,2,4,,1,1,,,,1,,,1,,2,,,1,2,,1,1,,,,,
5250,COMBO GRILLS,1,,,1,,2,1,,1,,,2,1,,1,1,1,1,,1,,,1,,2,1,,,,,2,1,,,1,,,,,,,,,,1,,1,,,1,,,,,,
5250,FULL SIZE GAS GRILLS,6,6,3,6,4,7,2,5,2,6,9,15,15,16,8,11,21,12,26,6,7,2,4,4,6,5,11,9,6,6,2,3,3,3,,5,4,5,3,2,1,2,6,8,1,1,2,2,2,4,2,2,2,,,
5250,FULL SIZE GRIDDLES,,2,3,,1,,1,1,1,,,1,3,2,5,2,3,3,,1,2,1,1,2,,,6,1,,2,3,,2,,,,1,1,2,2,1,,2,1,,2,1,,1,4,3,3,,,,
5250,FULL SIZE PELLET GRILLS,,3,1,1,1,0,,2,1,,1,,1,1,,2,2,,1,,,1,2,,,,1,2,,2,1,,1,,1,,,,,,,1,1,,,1,1,2,1,,,2,,,,
5251,COMBO GRILLS,,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,
5251,FULL SIZE GAS GRILLS,1,1,,2,3,,,,,,1,1,2,0,2,,1,4,3,,,2,0,1,1,,1,2,1,1,1,,,1,1,,1,,,,,1,1,,,1,,3,4,2,4,,,,,
5251,FULL SIZE GRIDDLES,2,2,1,1,2,,,1,,,3,1,,1,,2,1,1,,1,1,,,,1,1,1,,,1,,1,6,,1,,,1,1,,,,1,0,,1,,1,1,,,1,1,,,
5251,FULL SIZE PELLET GRILLS,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,
5252,COMBO GRILLS,,,,,,,,,1,,1,0,1,1,,1,0,,1,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,
5252,FULL SIZE GAS GRILLS,1,,,,3,4,6,6,3,6,3,,3,10,3,6,7,7,8,4,1,0,,1,3,5,4,5,,3,1,2,,2,,2,,,,,,1,,0,,,,3,3,1,,,,,,
5252,FULL SIZE GRIDDLES,5,,3,1,1,4,1,4,4,1,3,6,7,4,6,8,12,5,6,1,3,1,2,2,3,4,,3,,3,3,2,1,,4,,,3,1,1,,,4,2,,2,2,2,3,4,2,4,,,,
5252,FULL SIZE PELLET GRILLS,,2,1,,,,3,,,,,2,1,,4,1,1,1,3,,1,,1,,,1,,1,2,3,1,1,,2,2,3,2,1,,,,,,,,,,,,1,3,,1,,,
5253,COMBO GRILLS,2,,,1,2,,,2,1,2,2,2,1,2,2,,1,1,,,1,1,3,1,,3,,1,1,,,,,,,,,,1,,,,1,,,,,,,2,,,,,,
5253,FULL SIZE GAS GRILLS,2,4,1,2,1,4,1,2,6,1,1,2,1,1,2,4,3,1,5,,,1,3,4,2,3,3,9,3,2,,,3,2,1,,2,1,1,1,2,3,4,2,1,,1,,,3,3,3,,,,
5253,FULL SIZE GRIDDLES,1,1,2,,2,2,3,1,3,5,3,1,2,10,6,6,4,5,7,4,1,,,2,4,,5,4,3,3,1,,1,1,,6,4,1,,1,,2,6,,,1,1,1,,,1,3,2,,,
5253,FULL SIZE PELLET GRILLS,1,1,,,1,1,2,,1,2,4,10,3,9,,1,2,2,2,,,,,1,1,1,4,5,2,,1,1,3,1,,3,5,1,1,,,2,1,,,,2,,1,2,1,3,1,,,
5254,COMBO GRILLS,,,,,,,,,,,,,,0,,,,,,,1,,1,,,,,,,,,1,,,,,,0,,1,,,,,,,,,1,,,,,,,
5254,FULL SIZE GAS GRILLS,1,3,3,4,2,1,,0,3,5,4,2,6,3,1,4,3,10,10,2,2,5,4,3,2,1,2,3,2,2,4,,1,2,,,1,,,,1,,1,,,,2,,2,2,,4,,,,
5254,FULL SIZE GRIDDLES,2,4,2,2,2,4,7,2,1,5,4,3,3,6,2,5,14,6,4,3,,1,2,,,2,1,1,,2,2,1,1,,,,1,1,1,,,0,3,1,,,,,,,,,1,,,
5254,FULL SIZE PELLET GRILLS,,1,,2,1,1,,1,,,,1,1,1,2,2,6,2,2,1,,,2,,,,,1,,,1,1,2,,,,,,,1,,,1,,,,,,,,0,,1,,,
5260,COMBO GRILLS,1,,,2,3,2,,,2,1,1,2,,5,2,,,1,1,,,,,,,1,,,2,,,1,,,,1,,,1,,,,,,,,,,,,1,,,,,
5260,FULL SIZE GAS GRILLS,2,,4,2,3,3,5,5,3,6,4,7,5,14,9,11,7,7,9,5,9,5,1,5,4,5,6,5,4,8,2,4,2,,1,2,,2,6,2,2,3,1,1,2,1,,1,2,,3,3,1,,,
5260,FULL SIZE GRIDDLES,1,7,2,3,3,2,4,3,2,8,4,3,9,1,2,9,11,5,7,3,2,3,,2,2,5,5,4,4,12,3,2,,1,1,,1,1,1,1,2,1,2,,0,1,1,,1,2,,3,,,,
5260,FULL SIZE PELLET GRILLS,1,,4,4,2,1,3,1,3,5,2,2,5,6,2,7,4,6,6,2,3,1,4,3,,2,3,2,4,1,7,3,1,1,,2,1,1,3,0,1,2,3,4,0,,1,4,2,2,,2,,,,
5261,COMBO GRILLS,1,1,1,1,,,1,,1,,,1,1,2,1,2,1,1,1,,1,,,,2,,,1,3,1,,1,,,,1,,,,,,,,,,,1,,,,,,,,,
5261,FULL SIZE GAS GRILLS,,,2,6,5,4,,6,3,7,6,1,1,5,4,2,11,8,10,,3,1,3,3,7,8,3,11,8,9,6,2,4,1,2,6,,,1,2,2,1,,2,3,3,2,2,1,2,4,4,,,,
5261,FULL SIZE GRIDDLES,2,1,2,2,2,2,3,2,3,1,2,1,2,3,1,,4,4,7,2,1,4,,3,3,2,4,7,3,,2,1,1,2,1,,1,3,,7,2,,5,1,,,,2,,1,,1,1,,,
5261,FULL SIZE PELLET GRILLS,1,,1,1,2,1,2,1,1,1,2,1,2,1,3,2,2,4,4,1,,1,3,2,1,,1,1,4,1,2,1,2,1,1,1,1,1,2,,3,,3,3,,,1,1,1,2,1,1,1,,,
5262,COMBO GRILLS,,,2,,,3,,,,,,,,,2,1,1,,1,,,,,,1,,,,1,,,,1,1,,,2,,,,,2,,,,,,,,1,,,,,,
5262,FULL SIZE GAS GRILLS,,1,,,,,1,,,1,3,1,2,,,2,3,2,5,3,,1,2,,,2,1,5,1,2,3,,1,,1,1,,2,1,1,1,1,2,2,1,1,,,2,1,1,1,,,,
5262,FULL SIZE GRIDDLES,6,2,2,,,,,3,2,2,2,1,1,3,1,2,5,2,3,3,1,,1,,2,1,,,3,1,1,,,2,3,1,,,,7,1,2,5,1,,2,2,1,2,2,4,,,,,
5262,FULL SIZE PELLET GRILLS,1,,0,3,1,,,,,,,1,,2,1,3,2,1,1,,3,,,,,,,1,2,,,,,1,0,1,,1,1,,,1,3,,,,1,2,2,1,,,,,,
5263,COMBO GRILLS,,1,,,,,1,1,,1,,,,,1,,1,,,,,,,,,1,2,1,,,5,,,,,,,,,,,,,,,1,,,,1,,,,,,
5263,FULL SIZE GAS GRILLS,,2,2,8,5,1,2,4,2,5,1,3,6,5,2,8,11,7,2,2,2,1,,3,2,1,3,4,4,6,5,4,8,3,1,,3,1,2,2,3,1,4,1,2,1,1,1,,1,3,2,,,,
5263,FULL SIZE GRIDDLES,2,3,6,3,2,,,2,1,1,1,3,5,2,5,5,2,1,1,,,1,,1,4,,1,,1,2,,,2,,,1,,1,1,,,,,2,,,,1,2,1,1,1,,,,
5263,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,,1,2,1,1,,2,2,1,,,1,1,1,,,,,,,,,,,2,,4,1,2,,,,2,2,,,2,,2,1,,,,,1,3,,,,
5264,COMBO GRILLS,1,1,,1,1,,,,,,,,,1,1,,1,1,1,,1,,,1,,,1,1,,2,,,1,,,1,,,,2,,,,,,,,,,,1,,,,,
5264,FULL SIZE GAS GRILLS,1,4,8,2,2,1,4,5,3,,1,10,3,4,2,2,7,10,11,2,4,2,8,3,2,5,2,4,2,8,4,7,5,5,7,2,6,4,5,9,9,10,7,10,7,9,7,8,12,11,,10,,,,
5264,FULL SIZE GRIDDLES,1,4,,1,1,3,,1,2,1,1,1,1,1,0,2,3,,3,3,1,1,1,1,,,,5,2,,,2,,,1,1,,,1,2,1,2,9,5,5,2,1,3,1,,4,4,,,,
5264,FULL SIZE PELLET GRILLS,,,,,,1,,,,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,1,,1,1,,3,2,2,4,2,,3,1,1,1,1,1,2,,,,
5266,COMBO GRILLS,,,1,1,,1,3,2,,1,,2,1,1,1,,1,2,2,,,,,2,,1,,,,3,2,4,,,,,,,,,,,,,,1,,,0,1,,,,,,
5266,FULL SIZE GAS GRILLS,5,6,3,3,6,2,5,7,4,4,6,4,15,13,5,5,6,18,10,7,7,5,0,5,5,6,5,7,6,5,11,25,6,5,4,7,2,8,4,4,7,3,12,5,3,6,4,6,7,7,4,3,2,,,
5266,FULL SIZE GRIDDLES,,2,1,,2,6,2,6,5,1,3,2,0,5,3,3,6,5,3,3,3,1,3,1,4,1,2,8,7,4,2,7,3,1,,1,,2,,5,1,,3,3,1,,3,3,4,1,5,4,3,,,
5266,FULL SIZE PELLET GRILLS,,2,,3,1,,1,1,2,2,2,,1,1,1,3,3,1,1,,,1,,2,,1,,,2,3,1,,0,2,,1,1,1,2,2,,1,2,1,1,,,,2,4,2,1,1,,,
5270,COMBO GRILLS,1,,,,,1,,1,,,1,,,1,,,,1,,,1,,1,1,,,3,8,1,2,,,,,1,,,,,,,,,,,1,,,,,,,,,,
5270,FULL SIZE GAS GRILLS,1,,1,2,7,9,3,3,4,1,5,5,3,4,6,10,12,8,18,8,2,6,4,6,3,1,4,12,12,2,3,,2,,1,1,,,,,,,,,,,,,,1,2,1,1,,,
5270,FULL SIZE GRIDDLES,2,,,,1,1,2,,1,1,2,3,3,4,2,3,7,3,5,2,1,2,1,2,2,,1,10,1,2,,,,,,,,,,3,,,1,1,,,1,1,1,1,,1,,,,
5270,FULL SIZE PELLET GRILLS,,2,1,2,2,3,1,1,1,3,2,3,1,3,3,3,10,2,6,,3,2,1,1,1,,2,28,16,7,17,9,5,4,0,,,,2,1,1,2,5,2,,1,,,,1,,,,,,
5272,COMBO GRILLS,,,1,,1,1,1,0,,,,2,1,1,1,1,1,1,,1,1,1,2,1,1,,2,5,2,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,
5272,FULL SIZE GAS GRILLS,4,1,1,,2,5,,3,2,3,1,3,4,6,5,6,12,5,8,4,6,8,5,3,3,6,2,3,9,1,5,0,1,2,,2,1,2,,,,3,2,1,2,3,,2,,2,2,,,,,
5272,FULL SIZE GRIDDLES,,1,1,1,4,1,,1,1,3,2,3,4,5,2,5,8,3,3,5,7,8,3,7,4,1,3,4,3,,1,2,1,1,,,,,2,2,1,,1,1,3,,1,,1,3,1,,,,,
5272,FULL SIZE PELLET GRILLS,1,,,2,1,,,3,2,2,3,,2,2,3,6,5,3,5,1,1,6,,,1,,,6,1,1,2,1,2,,,,,1,,5,1,2,2,,,,,1,2,,2,1,,,,
5273,COMBO GRILLS,,,,,2,,,,,,,1,,2,,,,1,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
5273,FULL SIZE GAS GRILLS,,1,2,2,2,1,1,2,,1,,1,4,3,2,4,8,6,5,7,1,6,2,3,2,1,1,,3,3,2,,,,1,3,,,,,1,2,1,,1,1,1,,,,2,,,,,
5273,FULL SIZE GRIDDLES,2,2,,2,2,,1,1,1,2,,2,3,1,1,3,,2,4,2,2,1,2,1,,1,1,1,2,1,1,2,,1,1,,,2,,1,,2,1,,,,,1,2,1,,,,,,
5273,FULL SIZE PELLET GRILLS,1,1,,1,,,1,,1,,1,1,3,1,1,,1,,1,,1,2,,1,,3,1,4,1,1,2,,,,,,,,2,,,,1,,1,,1,,1,,,1,,,,
5274,COMBO GRILLS,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
5274,FULL SIZE GAS GRILLS,2,1,,1,,1,4,1,6,3,,1,2,1,5,8,2,6,1,1,,2,3,2,6,,4,3,,3,0,2,2,1,1,1,2,2,,,,,3,,1,,,,,1,3,,,,,
5274,FULL SIZE GRIDDLES,2,1,2,1,2,1,2,3,1,3,3,,2,2,1,3,1,4,2,6,2,4,1,,1,,2,1,,1,,3,1,,1,,1,1,,,,,2,,,1,,2,3,2,,1,,,,
5274,FULL SIZE PELLET GRILLS,,,1,2,,,,2,,,,,1,,1,3,,,2,,,,,3,4,1,,2,1,,,2,2,,,,1,,,1,,,1,1,,,,,,2,,1,,,,
5275,COMBO GRILLS,,,1,1,1,1,,4,2,1,3,,3,3,2,3,1,,2,1,,2,1,,3,0,2,,,,,,,1,,,,,1,2,1,1,,,,1,,1,,,,,,,,
5275,FULL SIZE GAS GRILLS,1,1,,1,4,4,6,1,5,4,4,8,4,17,12,34,3,12,21,3,2,2,3,1,9,1,4,5,10,5,2,3,2,3,2,2,3,4,3,3,5,3,5,6,,3,4,1,5,2,1,9,,,,
5275,FULL SIZE GRIDDLES,1,3,,1,1,4,2,4,3,7,6,9,7,8,8,5,9,6,7,,0,3,4,5,16,4,2,9,12,15,2,,5,4,,1,2,0,1,4,1,4,2,2,,1,,4,3,3,,2,,,,
5275,FULL SIZE PELLET GRILLS,2,1,1,1,4,,4,,3,,1,2,3,2,1,14,6,2,,2,3,1,1,2,7,1,,2,4,10,6,1,,,2,,1,,2,1,1,1,1,2,,,1,,1,1,1,,1,,,
5276,COMBO GRILLS,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,FULL SIZE GAS GRILLS,3,2,2,3,3,1,1,2,2,2,5,6,5,16,6,1,8,4,7,7,9,5,6,4,2,4,3,,2,,1,,,1,,,,1,2,1,,,4,,,,1,,,1,2,,,,,
5276,FULL SIZE GRIDDLES,1,,,3,3,,,1,4,,1,3,2,,4,5,3,1,1,3,2,1,,2,,1,,2,,1,,,,,,,,,2,,,1,1,,,,,,,1,,5,,,,
5276,FULL SIZE PELLET GRILLS,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,
5278,COMBO GRILLS,,,2,,,1,1,3,1,2,,1,3,3,3,2,1,3,1,3,1,2,,,1,2,1,1,1,,1,2,,,,,,,1,,,,,,,,,1,,,1,,,,,
5278,FULL SIZE GAS GRILLS,,1,1,4,4,2,6,5,6,17,10,11,12,10,0,9,7,14,16,3,8,6,4,4,3,4,3,2,,4,1,,1,13,,,0,,1,,,2,1,1,2,2,1,1,,1,,1,,,,
5278,FULL SIZE GRIDDLES,,1,2,6,4,1,2,3,3,5,4,6,11,3,1,4,6,4,3,4,3,2,4,,5,1,1,6,4,1,2,,,1,1,1,,,3,1,,1,1,1,1,5,,2,1,1,2,,1,,,
5278,FULL SIZE PELLET GRILLS,1,,,,2,1,,1,,,,1,,,2,1,,1,2,0,,,,2,3,,,1,1,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,
5280,COMBO GRILLS,,,,,,,1,,1,2,,,,1,,3,,,1,,,,,1,,1,1,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,
5280,FULL SIZE GAS GRILLS,,4,3,3,1,1,4,4,1,2,6,4,7,9,3,4,6,5,6,3,1,4,,,1,,1,3,2,7,2,0,1,,1,,1,,,,1,,,,1,1,1,,,1,1,1,,,,
5280,FULL SIZE GRIDDLES,,2,3,4,4,,3,3,5,3,3,5,10,11,6,4,5,6,4,5,3,2,2,2,,1,3,4,,1,,,,,1,,,,1,1,,,3,,,,1,,1,,1,1,,,,
5280,FULL SIZE PELLET GRILLS,,,,3,1,,2,1,2,,2,2,1,3,2,1,3,3,2,2,,1,1,,,,1,1,4,8,,,,1,1,,,2,1,1,,1,1,1,0,1,1,,,1,1,,,,,
5281,COMBO GRILLS,,1,,,,1,,,1,,2,,2,,,,1,,1,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281,FULL SIZE GAS GRILLS,,1,2,3,2,,7,5,3,4,2,5,3,4,2,1,2,4,3,3,2,1,3,4,8,2,3,4,0,1,,,,,,,,,,,,,,,2,,2,,,,1,1,,,,
5281,FULL SIZE GRIDDLES,,,,,2,1,,,,2,5,3,2,4,3,9,7,2,1,2,,2,,,1,0,,1,1,1,4,,,1,,,,,,,,,2,1,0,0,1,,1,2,1,1,,,,
5281,FULL SIZE PELLET GRILLS,,,,,,,,1,,,,1,1,,,1,,,1,1,1,5,,,,,,,,1,,0,,,,2,5,,,,,,,,,,,,1,2,,,,,,
5282,COMBO GRILLS,,,2,,,,,,1,3,0,,3,,0,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5282,FULL SIZE GAS GRILLS,2,,2,4,5,4,2,4,7,11,20,11,10,10,0,5,6,23,20,12,11,4,4,6,12,6,3,3,3,,,1,,1,0,1,1,,1,1,1,1,2,1,,,,,,1,1,2,2,,,
5282,FULL SIZE GRIDDLES,,,2,1,,1,4,1,2,2,4,3,2,3,2,5,7,2,1,5,1,,2,2,3,2,1,2,,,,,1,,,,,,1,,,,,,,,,,,1,,2,,,,
5282,FULL SIZE PELLET GRILLS,,,,1,0,,1,1,,1,,1,,1,,,1,0,,,1,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
5285,COMBO GRILLS,1,1,,1,,1,,,1,1,,4,,2,2,,,1,,1,,,,2,,,2,3,,2,,,,,,1,,,,,,1,,,,,,,,1,,,,,,
5285,FULL SIZE GAS GRILLS,2,2,2,1,2,5,5,5,4,6,10,11,8,8,8,9,10,9,6,4,4,3,3,5,,4,3,10,2,3,2,5,,2,4,1,,1,1,2,,,,,,2,,1,2,1,1,1,,,,
5285,FULL SIZE GRIDDLES,,3,2,3,1,1,2,1,1,3,8,2,2,6,6,20,10,6,5,7,1,1,2,1,,2,6,,1,1,1,,,1,0,,1,1,,,1,2,2,,1,,,,2,,2,8,1,,,
5285,FULL SIZE PELLET GRILLS,,,1,1,2,,,,,,2,1,7,4,1,3,2,4,,,,1,2,,,,1,4,2,3,1,1,,2,1,,,,,1,,,,,1,2,1,1,,,1,1,,,,
5287,COMBO GRILLS,1,,,,,1,,,,,3,1,,4,1,1,1,,,,,,1,,,2,1,,,,,1,,1,,,,,1,,,,,,1,,,,,1,,,,,,
5287,FULL SIZE GAS GRILLS,1,,1,2,,,2,5,1,,4,4,3,5,2,6,5,5,12,5,4,1,3,3,4,2,,3,1,1,1,5,,2,,,,,2,,,2,1,,1,3,2,2,2,,1,3,1,,,
5287,FULL SIZE GRIDDLES,,,2,2,1,1,1,3,,1,1,4,1,2,1,7,2,1,3,2,3,2,1,2,1,1,1,,0,,,1,,3,,,1,1,1,,,1,,,,2,,2,2,,1,,1,,,
5287,FULL SIZE PELLET GRILLS,1,2,,1,,3,2,,2,2,2,,1,5,2,3,3,2,3,,1,0,2,,1,,,,2,2,2,,1,1,,,1,1,3,,,2,,2,,2,2,1,,,3,,1,,,
5288,COMBO GRILLS,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,1,,2,,,1,,,,,,,,
5288,FULL SIZE GAS GRILLS,,4,0,1,3,3,6,2,1,2,3,2,1,3,4,7,9,8,8,5,4,4,1,1,4,4,5,5,4,6,5,2,5,3,1,1,1,,2,,3,,3,1,,1,1,3,,,,,,,,
5288,FULL SIZE GRIDDLES,1,2,,2,2,1,2,2,2,,3,4,4,1,9,4,4,1,2,,1,3,,1,1,1,2,,1,1,3,1,,,1,1,4,,3,1,1,5,1,1,,1,1,1,4,1,,,1,,,
5288,FULL SIZE PELLET GRILLS,,1,,1,,,1,,1,1,,1,,3,1,3,,1,1,1,1,,1,0,,1,,2,,,1,1,,,1,2,,1,1,,,1,2,,1,1,,,1,,,2,,,,
5292,COMBO GRILLS,,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,2,,,1,,,,,,1,,,,1,,,1,,,,,,1,,,,,,,
5292,FULL SIZE GAS GRILLS,,2,2,3,0,2,4,1,2,4,,2,1,6,2,2,7,2,3,,3,,2,2,1,,2,4,1,2,,,3,1,,1,2,1,2,2,,,1,1,2,,,1,1,,1,2,,,,
5292,FULL SIZE GRIDDLES,2,1,2,,,,,1,1,3,,2,1,1,1,4,3,,1,1,1,0,,,1,3,5,2,1,1,,,2,1,,1,,,3,5,,2,3,2,1,3,2,1,,1,2,3,1,,,
5292,FULL SIZE PELLET GRILLS,,,,,,,,,,1,,,1,,1,1,0,2,,1,,1,,,1,1,,,1,1,,,,2,1,1,,1,1,1,2,1,2,,,,,,,,3,2,,,,
5293,COMBO GRILLS,,1,2,,2,,,3,,,,1,2,,1,2,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5293,FULL SIZE GAS GRILLS,1,,2,3,,3,3,8,2,2,5,7,21,7,11,1,7,11,5,6,1,9,3,4,9,4,4,2,,1,,,,,,,,,,,,,,,1,,1,,1,,,,,,,
5293,FULL SIZE GRIDDLES,,1,2,2,1,2,,1,2,,3,3,8,3,3,2,5,5,4,3,2,1,1,,,1,3,,,,,,,,,1,,,,,1,,,,,,1,,1,,,,,,,
5293,FULL SIZE PELLET GRILLS,,,,,,,,,,,,1,1,1,,,2,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,
