Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
13,541,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,79.90%,76.20%,14.4,72.10%,64.20%,88.20%,96.40%
13,989,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,86.00%,89.30%,13.5,83.30%,85.40%,88.90%,86.80%
13,1353,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,92.40%,96.80%,12.5,88.20%,95.40%,92.80%,93.20%
13,4129,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,92.00%,93.30%,17.2,87.60%,93.50%,93.70%,93.40%
13,501,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,76.00%,74.00%,11.7,72.20%,83.20%,78.50%,70.20%
13,916,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202406,85.60%,92.80%,16.8,76.60%,83.30%,91.30%,90.70%
7,2991,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202406,88.20%,84.90%,15.2,86.50%,88.50%,92.80%,84.80%
7,3569,,Scheduled Delivery Standard,34,Executive Review,Recovering,Store Focus,202406,90.30%,87.50%,11.1,90.60%,93.00%,92.30%,85.10%
7,861,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202406,92.40%,97.40%,13.3,95.00%,90.50%,96.00%,88.60%
46,3771,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202406,84.80%,83.10%,18.1,77.20%,87.80%,92.40%,81.70%
46,2482,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,85.10%,86.50%,13.7,86.00%,86.20%,80.90%,87.00%
46,3884,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202406,92.30%,93.50%,13,91.20%,89.50%,94.80%,93.80%
59,5767,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202406,82.20%,69.30%,11.4,74.10%,90.60%,74.40%,89.30%
59,5804,,Scheduled Delivery Standard,49,Executive Review,-,Store Focus,202406,87.00%,85.50%,9.9,,100.00%,91.30%,82.70%
41,1026,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202406,93.30%,96.00%,12,96.80%,94.70%,87.60%,93.90%
41,1580,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202406,58.80%,68.70%,36,55.40%,62.70%,32.60%,76.40%
41,2787,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202406,82.40%,90.40%,15.9,86.30%,84.80%,76.80%,81.80%
41,3529,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,75.80%,74.50%,16.3,82.30%,88.80%,45.10%,76.50%
41,5443,,Scheduled Delivery Standard,42,Executive Review,Recovering,Store Focus,202406,76.20%,83.20%,22.3,91.60%,93.60%,42.40%,72.00%
41,1655,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202406,86.20%,89.10%,15.5,85.40%,90.10%,80.00%,89.40%
41,3781,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202406,88.90%,94.20%,12.5,92.40%,89.20%,82.00%,91.40%
41,3294,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202406,87.00%,85.60%,14.2,90.40%,84.40%,86.10%,87.10%
41,5417,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202406,91.80%,91.30%,16.5,91.70%,94.10%,88.40%,93.20%
41,5418,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202406,80.70%,81.10%,20.4,81.80%,83.70%,87.30%,70.30%
19,3476,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202406,90.60%,89.30%,11.9,88.70%,93.10%,92.20%,88.40%
19,4383,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202406,80.50%,90.40%,13.8,75.20%,77.00%,83.20%,87.10%
19,5842,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202406,91.60%,92.70%,11.2,89.60%,95.90%,92.60%,88.60%
19,2080,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202406,88.80%,90.40%,12.3,85.90%,89.00%,87.80%,92.50%
19,5160,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,87.10%,86.50%,17,77.60%,93.00%,87.90%,90.10%
19,5029,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,83.70%,96.30%,14.9,85.00%,85.00%,82.30%,82.40%
19,5030,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,75.80%,79.50%,15.9,88.50%,68.80%,67.70%,83.90%
19,5097,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202406,82.90%,90.60%,11.2,84.10%,91.70%,80.90%,75.50%
19,3726,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202406,92.70%,90.90%,12.6,94.10%,92.30%,97.10%,88.60%
19,2959,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202406,87.00%,91.10%,13.3,92.60%,91.50%,77.00%,86.70%
19,5844,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,89.20%,91.60%,13.9,87.70%,90.50%,87.50%,91.30%
19,1923,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202406,85.30%,84.10%,12.1,84.80%,86.40%,83.00%,87.00%
19,2238,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202406,91.80%,96.60%,12.4,92.70%,92.10%,87.70%,94.90%
19,2493,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202406,78.60%,78.90%,13.2,75.10%,82.70%,80.90%,75.50%
19,3453,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,61.90%,52.40%,18.7,56.70%,57.00%,68.90%,66.50%
19,3876,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202406,71.30%,66.70%,15.2,76.60%,71.20%,62.20%,75.70%
19,2678,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202406,88.70%,90.10%,11,94.10%,93.30%,89.00%,81.00%
19,5064,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202406,86.40%,91.40%,10.4,86.30%,89.90%,86.40%,83.10%
19,2817,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202406,90.00%,90.90%,13.1,83.90%,92.70%,95.80%,88.90%
19,2818,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202406,78.90%,90.50%,18.5,77.00%,86.20%,70.40%,79.60%
19,4631,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,92.00%,96.70%,15.3,89.60%,93.50%,96.80%,88.60%
25,1307,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202406,89.50%,89.60%,10.6,91.80%,92.60%,91.80%,82.00%
25,4286,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202406,94.30%,94.70%,13.2,95.20%,96.30%,96.30%,89.40%
25,481,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202406,93.20%,90.40%,11.1,95.70%,94.00%,89.10%,93.60%
25,1734,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202406,87.10%,87.60%,11.2,87.60%,83.80%,83.70%,93.30%
25,2491,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202406,86.20%,89.40%,10.1,82.90%,87.70%,89.20%,85.70%
25,1454,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,91.20%,89.40%,10.7,85.20%,91.90%,96.40%,91.30%
25,1602,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,80.40%,88.80%,15.7,77.00%,88.30%,74.00%,83.00%
25,2728,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,87.10%,89.40%,12,81.80%,92.70%,88.60%,85.80%
25,3210,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,80.90%,88.00%,15.6,76.10%,89.10%,81.00%,78.10%
25,3602,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202406,80.50%,89.90%,18.3,78.60%,81.50%,80.70%,81.70%
25,1028,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202406,88.40%,89.30%,13.6,85.10%,88.60%,91.30%,88.80%
25,1125,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202406,89.10%,94.70%,15.1,89.50%,91.80%,88.20%,87.10%
25,3460,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202406,85.00%,91.80%,14.9,80.20%,84.10%,85.70%,89.70%
25,5402,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,84.40%,93.20%,11.7,72.80%,87.30%,92.20%,85.40%
25,5617,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,83.20%,93.80%,11,77.30%,86.20%,81.10%,88.30%
25,1938,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202406,90.80%,93.40%,14.5,87.50%,92.50%,93.90%,89.40%
25,3004,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,89.20%,90.30%,13.1,79.60%,94.80%,92.90%,90.00%
25,5485,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,86.50%,95.80%,18.3,85.10%,86.50%,89.50%,84.80%
20,2541,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202406,88.80%,92.10%,14.2,84.80%,95.10%,82.50%,92.60%
20,2300,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202406,91.30%,81.30%,16.1,90.70%,95.70%,89.50%,89.10%
20,2588,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,80.90%,79.60%,15.6,86.80%,89.30%,87.20%,63.90%
20,1739,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,90.20%,83.90%,13.6,88.40%,91.10%,87.90%,93.20%
20,1863,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,84.10%,80.80%,17.8,84.30%,86.50%,80.80%,84.70%
20,1927,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,82.80%,89.10%,15.5,78.00%,87.40%,79.10%,86.70%
20,2362,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,80.90%,92.10%,16.3,89.30%,90.90%,84.50%,64.70%
20,1839,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,89.30%,85.60%,14.9,89.50%,89.40%,84.20%,93.60%
20,2073,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,81.00%,94.60%,16.7,80.40%,84.40%,67.80%,88.70%
20,2316,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202406,86.30%,85.60%,18.3,84.50%,92.00%,81.80%,86.50%
20,1911,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,84.60%,94.50%,18.1,82.10%,87.40%,82.20%,86.50%
20,2966,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,86.00%,90.10%,14.6,81.70%,86.50%,88.80%,87.50%
20,2115,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202406,76.80%,79.80%,17.7,64.90%,80.50%,73.50%,87.10%
20,2209,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,87.70%,95.70%,11.7,87.40%,89.40%,84.50%,89.80%
20,3262,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,88.60%,92.90%,11.4,89.00%,85.90%,89.70%,89.90%
20,2244,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,89.80%,98.30%,11.3,87.50%,90.90%,92.90%,88.40%
40,80,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202406,85.80%,84.70%,13,86.60%,87.90%,86.10%,82.30%
40,159,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202406,90.90%,94.30%,10,92.20%,92.70%,90.60%,88.60%
40,451,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,85.60%,82.70%,11.7,88.70%,88.70%,85.00%,79.90%
40,1094,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202406,82.70%,86.10%,16.1,84.80%,81.10%,79.30%,85.90%
40,4553,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,86.80%,84.60%,15.5,87.90%,87.60%,85.60%,86.10%
40,2855,,Scheduled Delivery Standard,31,Executive Review,Degrading,Store Focus,202406,87.80%,78.10%,13.2,86.90%,84.40%,84.10%,96.10%
40,213,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202406,89.60%,96.20%,10.7,84.40%,86.40%,91.10%,96.90%
40,1161,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202406,88.20%,86.00%,11.7,87.80%,90.00%,89.10%,85.70%
40,1188,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,83.60%,88.30%,17.8,88.20%,79.00%,83.90%,83.70%
40,1265,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202406,90.00%,98.40%,13.2,92.70%,94.30%,85.40%,86.60%
40,2616,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202406,88.70%,87.10%,18.2,80.30%,89.30%,91.10%,95.60%
40,5313,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202406,94.00%,91.90%,10.9,96.10%,97.40%,92.70%,88.30%
40,5927,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202406,88.10%,93.80%,13.6,87.70%,88.20%,89.10%,87.60%
40,172,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202406,88.80%,97.50%,11.5,86.10%,89.90%,85.40%,93.50%
40,2694,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202406,75.00%,78.20%,20.3,80.80%,58.70%,74.50%,87.20%
40,3061,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202406,72.80%,88.50%,19.8,78.00%,80.60%,53.30%,77.70%
40,5150,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,70.80%,88.80%,21.9,71.30%,75.20%,67.10%,69.10%
21,3783,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,77.40%,79.50%,21.2,66.90%,87.20%,73.60%,82.90%
21,5104,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202406,61.90%,62.50%,21.4,38.20%,72.20%,70.40%,62.70%
21,1510,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202406,82.20%,76.50%,19,83.40%,70.20%,87.50%,87.40%
21,2250,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202406,91.80%,95.10%,15.9,91.30%,94.30%,91.90%,89.90%
21,2967,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,84.80%,91.10%,15.4,87.50%,81.90%,81.50%,88.00%
21,3749,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202406,84.20%,73.50%,14.6,76.60%,88.50%,89.30%,82.90%
21,3894,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202406,91.00%,97.00%,14.3,91.40%,91.70%,89.70%,91.10%
21,1294,,Scheduled Delivery Standard,33,Executive Review,Recovering,Store Focus,202406,92.10%,90.00%,16.1,98.00%,94.90%,83.40%,92.60%
21,2726,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202406,81.50%,87.90%,15.9,81.30%,70.60%,86.70%,86.10%
21,3447,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202406,81.90%,89.50%,14.8,76.20%,85.30%,82.90%,83.30%
21,5466,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,85.50%,83.70%,16.6,86.70%,87.80%,83.60%,83.60%
21,3206,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202406,90.90%,87.10%,10.4,91.10%,91.10%,85.90%,95.20%
53,2452,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202406,79.10%,84.30%,19.4,77.70%,92.30%,80.80%,64.60%
53,6394,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202406,81.50%,93.20%,17,77.50%,84.70%,82.80%,80.40%
14,991,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202406,88.60%,93.30%,12.2,91.80%,89.60%,84.00%,88.70%
14,930,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,82.60%,90.00%,14.7,84.80%,86.80%,86.00%,70.90%
14,938,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,85.80%,90.40%,11.3,84.90%,86.00%,86.40%,86.00%
14,1101,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,83.80%,86.10%,11.1,80.00%,80.50%,89.40%,85.40%
14,5348,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,74.70%,79.50%,18.5,76.60%,86.90%,81.60%,54.00%
14,2111,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,88.30%,93.40%,16.9,86.30%,87.80%,91.60%,87.60%
72,4504,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202406,78.40%,85.80%,15.5,88.00%,85.20%,87.50%,37.30%
14,990,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202406,85.20%,90.20%,19.1,76.40%,84.50%,88.50%,90.70%
14,1222,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202406,85.20%,84.40%,14.5,78.70%,84.80%,88.00%,89.70%
14,1224,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202406,89.20%,90.80%,13,90.50%,91.40%,88.80%,85.60%
14,4520,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,79.70%,76.00%,12.3,81.50%,73.50%,79.40%,84.50%
14,1711,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202406,89.40%,97.10%,13.7,89.60%,90.70%,86.80%,90.50%
14,356,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202406,86.70%,92.40%,12.9,95.10%,82.90%,89.80%,79.50%
14,432,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202406,85.20%,92.70%,10.2,84.10%,84.60%,83.80%,88.30%
14,730,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202406,86.80%,87.30%,11.8,87.20%,83.70%,82.10%,93.90%
14,4200,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202406,87.50%,90.10%,12.8,79.80%,86.60%,89.40%,94.50%
3,1390,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,79.90%,80.00%,18.6,78.70%,76.60%,76.40%,87.30%
3,1536,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202406,88.40%,93.60%,13.9,84.50%,93.00%,86.30%,89.70%
3,1245,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,77.80%,75.10%,22.7,71.30%,70.30%,87.60%,82.70%
3,705,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202406,72.60%,86.10%,23.6,68.90%,83.80%,72.70%,59.70%
3,942,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202406,84.50%,80.10%,16.1,86.40%,94.90%,84.40%,72.40%
3,899,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202406,87.00%,93.30%,11.9,94.80%,85.70%,78.10%,88.40%
3,952,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202406,87.80%,89.00%,13.1,94.90%,82.40%,85.20%,89.50%
3,1072,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202406,88.20%,90.80%,14.5,95.00%,88.50%,83.80%,85.40%
3,5797,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202406,85.30%,89.60%,12.7,93.80%,85.10%,75.40%,87.80%
3,1219,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,87.70%,94.50%,12.3,87.80%,87.10%,87.50%,88.30%
12,3659,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202406,85.50%,94.20%,14.8,75.90%,89.80%,89.60%,88.10%
12,1469,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202406,68.90%,61.80%,21.9,78.90%,73.50%,74.60%,46.00%
12,5173,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202406,88.50%,87.10%,13.5,83.30%,84.80%,96.30%,89.20%
12,2310,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202406,76.90%,75.10%,16.7,59.80%,81.20%,80.40%,86.90%
12,690,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,83.90%,90.50%,13,75.10%,82.40%,88.90%,89.40%
11,716,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202406,88.90%,91.40%,13.5,92.60%,96.40%,93.60%,74.40%
11,175,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202406,70.60%,66.20%,25.9,80.50%,83.20%,60.20%,54.70%
11,848,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202406,74.10%,78.20%,18.3,70.40%,78.00%,73.00%,74.60%
11,5196,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202406,81.60%,85.00%,19,76.60%,91.50%,85.70%,72.60%
11,950,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202406,89.70%,90.50%,14.4,93.10%,87.00%,87.40%,90.80%
11,1561,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202406,82.70%,93.60%,19.1,85.10%,86.90%,70.60%,87.30%
11,2322,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202406,88.50%,87.50%,14,87.90%,87.60%,91.10%,87.30%
12,332,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,85.60%,85.60%,13.1,85.40%,87.10%,85.80%,84.10%
12,433,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,84.00%,85.50%,13.1,86.40%,85.70%,83.60%,80.30%
12,4435,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202406,88.40%,92.50%,13,88.50%,87.70%,85.40%,92.00%
12,272,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202406,92.80%,87.10%,12.1,90.90%,97.30%,93.50%,89.50%
12,659,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,77.60%,74.80%,17.1,62.90%,87.20%,83.90%,73.20%
12,710,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202406,83.10%,90.40%,11.2,83.60%,86.10%,86.50%,75.80%
12,5058,,Scheduled Delivery Standard,13,At Risk,Recovering,Store Focus,202406,87.60%,78.20%,14.4,94.80%,86.80%,77.00%,90.80%
11,715,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202406,89.10%,96.80%,12.1,90.20%,90.00%,86.60%,89.40%
11,2306,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202406,86.30%,89.30%,15,90.20%,87.20%,84.50%,82.50%
11,112,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,86.00%,98.00%,13.8,89.80%,80.50%,84.70%,89.20%
11,875,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,83.70%,91.50%,11.4,81.10%,81.90%,87.20%,84.60%
2,594,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,86.40%,93.60%,13.5,85.80%,86.20%,89.00%,84.70%
2,745,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202406,87.60%,95.40%,14.3,92.20%,88.70%,84.20%,85.60%
2,3609,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202406,87.30%,91.70%,14,91.20%,86.90%,89.10%,82.10%
2,3401,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202406,87.30%,92.00%,13.5,87.50%,85.30%,89.90%,86.30%
2,1400,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,86.50%,87.90%,12.3,86.10%,86.30%,89.10%,84.20%
2,758,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202406,84.20%,83.00%,15.3,77.70%,84.50%,90.50%,83.80%
2,1153,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202406,73.20%,68.90%,18.9,83.50%,71.60%,66.10%,71.90%
2,1367,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202406,73.50%,82.10%,25.4,78.90%,83.00%,63.80%,67.60%
59,5267,,Scheduled Delivery Standard,31,Executive Review,Recovering,Store Focus,202406,88.00%,86.30%,5.2,92.90%,90.80%,87.30%,83.50%
2,1070,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202406,83.40%,80.10%,10.1,79.90%,83.40%,84.40%,86.00%
2,1403,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202406,83.50%,78.90%,12.2,63.30%,90.50%,92.50%,86.30%
2,618,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,87.60%,90.50%,13.4,87.90%,85.80%,89.30%,87.50%
2,855,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202406,82.40%,91.80%,17,81.10%,86.80%,83.30%,77.40%
2,3118,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,79.30%,91.80%,12.9,77.50%,78.20%,81.00%,80.60%
2,6998,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202406,77.60%,78.30%,15.2,73.30%,84.90%,72.70%,79.40%
2,722,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202406,88.70%,94.10%,11.8,93.80%,85.80%,88.70%,86.90%
2,3205,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202406,86.00%,87.80%,13.8,86.30%,89.50%,87.00%,80.80%
2,3741,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,81.50%,96.10%,16,88.90%,85.20%,78.90%,70.10%
2,459,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202406,85.10%,97.10%,14.8,84.00%,85.60%,87.90%,82.90%
2,1340,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202406,83.40%,90.50%,20.7,91.40%,85.50%,73.90%,81.40%
2,754,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,64.80%,74.70%,17.1,75.20%,66.30%,59.30%,55.80%
2,1227,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202406,75.40%,86.00%,19.3,74.30%,74.80%,81.90%,70.20%
2,1293,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202406,84.70%,90.90%,14.7,86.70%,87.30%,83.60%,81.20%
2,1658,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202406,83.50%,95.30%,10.1,79.50%,90.20%,87.20%,75.50%
42,1105,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202406,91.90%,95.30%,10.1,88.40%,91.90%,93.90%,93.30%
42,278,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202406,75.30%,66.40%,10.9,82.00%,82.70%,66.90%,68.10%
