Store ,Aisle Nav Ship date ,Tracking ,Pkg Wt (Lbs) ,Pkg Dimensions (in) ,Endcap Pusher Ship Date,1 Shelf Tracking,8 Shelf Tracking
4470,5/22/2023,646046661741,18,50x14x5,N/A,N/A,N/A
4471,5/23/2023,646046669878,18,50x14x5,N/A,N/A,N/A
4472,5/22/2023,646046661752,18,50x14x5,N/A,N/A,N/A
4473,5/23/2023,646046672175,18,50x14x5,N/A,N/A,N/A
4474,5/19/2023,646046638950,18,,N/A,N/A,N/A
4475,5/22/2023,646046661763,18,50x14x5,N/A,N/A,N/A
4476,5/19/2023,646046643227,6.3,50x14x5,N/A,N/A,N/A
4477,5/19/2023,646046643238,18,50x14x5,4/10/2023,642429482644,642429481214
4478,5/22/2023,646046661774,18,49x14x5,N/A,N/A,N/A
4479,5/22/2023,646046661785,18,50x14x5,N/A,N/A,N/A
4482,5/22/2023,646046661796,18,50x14x5,4/11/2023,642429487212,642429485573
4483,5/22/2023,646046661800,18,50x14x5,4/11/2023,642429487201,642429485562
4484,5/19/2023,646046643249,18,49x14x5,N/A,N/A,N/A
4487,5/19/2023,646046643250,18,50x14x5,N/A,N/A,N/A
4488,5/23/2023,646046672360,18,49x14x5,N/A,N/A,N/A
4490,5/23/2023,646046672197,18,50x14x5,N/A,N/A,N/A
4491,5/23/2023,646046669889,18,50x14x5,N/A,N/A,N/A
4494,5/23/2023,646046669890,18,50x14x5,4/10/2023,642429366450,642429368144
4497,5/22/2023,646046661811,18,50x14x5,N/A,N/A,N/A
4498,5/22/2023,646046661822,18,50x14x6,4/3/2023,642429381288,642429379737
4499,5/19/2023,646046643260,18,14x11x5,4/10/2023,642429482541,642429481177
4501,5/22/2023,646046661833,18,50x14x5,4/11/2023,642429486812,642429485220
4503,5/22/2023,646046661844,18,50x14x5,4/5/2023,642429427776,642429426059
4504,5/22/2023,646046661855,18,50x14x5,4/5/2023,642429443809,642429445363
4506,5/19/2023,646046643271,18,50x14x5,N/A,N/A,N/A
4508,5/22/2023,646046661866,18,50x14x5,N/A,N/A,N/A
4509,5/22/2023,646046661877,18,50x14x6,N/A,N/A,N/A
4511,5/22/2023,646046661888,18,50x14x5,4/5/2023,642429444415,642429445970
4512,5/22/2023,646046661899,18,50x14x5,N/A,N/A,N/A
4514,5/19/2023,646046643282,18,50x13x5,4/5/2023,642429470055,642429468412
4516,5/22/2023,646046661903,18,50x14x5,N/A,N/A,N/A
4517,5/22/2023,646046661914,18,50x14x5,N/A,N/A,N/A
4519,5/22/2023,646046661925,18,50x14x5,N/A,N/A,N/A
4520,5/22/2023,646046661936,18,50x14x5,4/3/2023,642429381336,642429379818
4521,5/19/2023,646046643293,18,50x14x6,N/A,N/A,N/A
4524,5/22/2023,646046661947,18,50x14x5,N/A,N/A,N/A
4525,5/22/2023,646046661958,18,50x14x5,N/A,N/A,N/A
4526,5/22/2023,646046661969,18,50x14x5,N/A,N/A,N/A
4527,5/22/2023,646046661970,18,50x14x5,N/A,N/A,N/A
4528,5/22/2023,646046661980,18,50x14x5,N/A,N/A,N/A
4529,5/22/2023,646046661991,18,50x14x5,N/A,N/A,N/A
4530,5/22/2023,646046662005,18,50x14x5,N/A,N/A,N/A
4531,5/22/2023,646046662016,18,50x14x5,N/A,N/A,N/A
4533,5/22/2023,646046662027,18,49x14x5,4/11/2023,642429487197,642429485551
4538,5/22/2023,646046662038,18,50x14x5,N/A,N/A,N/A
4540,5/22/2023,646046662049,18,50x14x5,N/A,N/A,N/A
4543,5/23/2023,646046672201,18,50x14x5,N/A,N/A,N/A
4545,5/19/2023,646046643308,18,50x14x5,N/A,N/A,N/A
4546,5/22/2023,646046662050,18,49x15x6,N/A,N/A,N/A
4553,5/22/2023,646046662060,18,50x14x5,N/A,N/A,N/A
4554,5/22/2023,646046662071,18,49x14x5,N/A,N/A,N/A
4556,5/22/2023,646046662082,18,50x14x5,N/A,N/A,N/A
4557,5/23/2023,646046672212,18,50x14x5,N/A,N/A,N/A
4558,5/22/2023,646046662093,18,50x14x5,N/A,N/A,N/A
4560,5/22/2023,646046662108,18,50x14x5,N/A,N/A,N/A
4561,5/22/2023,646046662119,18,50x14x5,4/3/2023,642429381921,642429380443
4563,5/22/2023,646046662120,18,49x14x5,N/A,N/A,N/A
4564,5/19/2023,646046643319,18,50x14x5,N/A,N/A,N/A
4565,5/22/2023,646046662130,18,49x13x6,N/A,N/A,N/A
4567,5/23/2023,646046669904,18,50x14x5,N/A,N/A,N/A
4568,5/22/2023,646046662141,18,50x14x5,N/A,N/A,N/A
4569,5/22/2023,646046662152,18,50x14x5,N/A,N/A,N/A
4570,5/19/2023,646046643320,18,50x14x5,4/5/2023,642429469603,642429467714
4574,5/19/2023,646046643330,18,50x14x5,N/A,N/A,N/A
4577,5/22/2023,646046662163,18,50x14x5,N/A,N/A,N/A
4579,5/22/2023,646046662174,18,50x14x6,N/A,N/A,N/A
4580,5/22/2023,646046662185,18,50x13x6,N/A,N/A,N/A
4581,5/22/2023,646046662196,18,49x14x5,N/A,N/A,N/A
4582,5/22/2023,646046662200,18,50x14x5,N/A,N/A,N/A
4583,5/19/2023,646046643341,18,50x14x5,N/A,N/A,N/A
4585,5/23/2023,646046669915,18,50x14x5,N/A,N/A,N/A
4586,5/22/2023,646046662211,18,50x14x6,N/A,N/A,N/A
4588,5/22/2023,646046662222,18,50x14x6,N/A,N/A,N/A
4589,5/22/2023,646046662233,18,50x14x6,N/A,N/A,N/A
4590,5/22/2023,646046662244,18,50x14x5,4/6/2023,642429476053,642429477634
4591,5/22/2023,646046662255,18,50x14x6,N/A,N/A,N/A
4593,5/19/2023,646046643352,18,50x14x5,N/A,N/A,N/A
4594,5/19/2023,646046643363,18,50x13x5,N/A,N/A,N/A
4595,5/22/2023,646046662266,18,50x14x5,N/A,N/A,N/A
4597,5/19/2023,646046643374,18,50x14x5,N/A,N/A,N/A
4599,5/23/2023,646046669926,18,50x13x5,N/A,N/A,N/A
4600,5/22/2023,646046662277,18,49x14x5,N/A,N/A,N/A
4601,5/23/2023,646046669937,18,50x14x5,N/A,N/A,N/A
4603,5/23/2023,646046672223,18,49x14x5,N/A,N/A,N/A
4605,5/22/2023,646046662288,18,50x14x6,N/A,N/A,N/A
4606,5/22/2023,646046662299,18,49x14x5,N/A,N/A,N/A
4607,5/22/2023,646046662303,18,50x14x5,N/A,N/A,N/A
4609,5/22/2023,646046662314,18,50x13x5,N/A,N/A,N/A
4611,5/22/2023,646046662325,18,50x14x5,4/3/2023,642429387698,642429386132
4612,5/22/2023,646046662336,18,50x14x5,N/A,N/A,N/A
4615,5/23/2023,646046669948,18,49x14x6,N/A,N/A,N/A
4616,5/22/2023,646046662347,18,50x14x5,N/A,N/A,N/A
4617,5/22/2023,646046662358,18,49x14x5,4/3/2023,642429381325,642429379792
4618,5/22/2023,646046662369,18,50x14x5,N/A,N/A,N/A
4619,5/22/2023,646046662370,18,49x14x5,N/A,N/A,N/A
4623,5/19/2023,646046643385,18,50x14x5,N/A,N/A,N/A
4625,5/22/2023,646046662380,18,50x14x5,N/A,N/A,N/A
4626,5/22/2023,646046662391,18,50x14x5,N/A,N/A,N/A
4627,5/22/2023,646046662406,18,50x14x7,N/A,N/A,N/A
4631,5/22/2023,646046662417,18,50x14x5,N/A,N/A,N/A
4635,5/22/2023,646046662428,18,50x14x5,N/A,N/A,N/A
4636,5/19/2023,646046643396,18,50x14x5,N/A,N/A,N/A
4637,5/23/2023,646046669959,18,49x14x6,N/A,N/A,N/A
4638,5/19/2023,646046643400,18,50x14x6,4/5/2023,642429470033,642429468386
4639,5/23/2023,646046669960,18,50x13x6,N/A,N/A,N/A
4641,5/22/2023,646046662439,18,51x14x5,N/A,N/A,N/A
4643,5/22/2023,646046662440,18,50x14x5,4/11/2023,642429486904,642429485297
4644,5/22/2023,646046662450,18,51x14x5,N/A,N/A,N/A
4648,5/22/2023,646046662461,18,49x14x5,N/A,N/A,N/A
4653,5/23/2023,646046669970,18,50x14x5,N/A,N/A,N/A
4654,5/22/2023,646046662472,18,51x13x5,N/A,N/A,N/A
4655,5/23/2023,646046669981,18,50x14x6,N/A,N/A,N/A
4657,5/22/2023,646046662483,18,49x14x5,4/5/2023,642429443842,642429445400
4659,5/22/2023,646046662494,18,50x14x5,4/5/2023,642429427191,642429443187
4660,5/22/2023,646046662509,18,50x14x5,N/A,N/A,N/A
4664,5/19/2023,646046643411,18,50x13x5,N/A,N/A,N/A
4667,5/22/2023,646046662510,18,50x14x5,4/3/2023,642429381358,642429379840
4672,5/22/2023,646046662520,18,50x14x5,N/A,N/A,N/A
4673,5/22/2023,646046662531,18,50x14x5,N/A,N/A,N/A
4674,5/22/2023,646046662542,18,50x14x6,N/A,N/A,N/A
4676,5/23/2023,646046669992,18,50x14x5,N/A,N/A,N/A
4677,5/22/2023,646046662553,18,50x14x5,N/A,N/A,N/A
4678,5/23/2023,646046672234,18,49x14x6,N/A,N/A,N/A
4679,5/22/2023,646046662564,18,50x14x5,4/5/2023,642429427250,642429425512
4681,5/22/2023,646046662575,18,50x14x5,N/A,N/A,N/A
4682,5/19/2023,646046643422,8.6,50x14x5,N/A,N/A,N/A
4683,5/22/2023,646046662586,18,50x14x5,4/5/2023,642429427294,642429425545
4686,5/22/2023,646046662597,18,50x14x5,4/3/2023,642429386912,642429385353
4687,5/22/2023,646046662601,18,50x14x5,N/A,N/A,N/A
4689,5/23/2023,646046672245,18,50x14x5,4/10/2023,642429367089,642429368740
4690,5/22/2023,646046662612,18,50x14x5,4/3/2023,642429381391,642429379921
4691,5/22/2023,646046662623,18,50x14x5,N/A,N/A,N/A
4692,5/22/2023,646046662634,18,49x14x6,N/A,N/A,N/A
4695,5/22/2023,646046662645,18,49x14x5,N/A,N/A,N/A
4696,5/23/2023,646046672256,18,50x14x5,4/10/2023,642429367126,642429368773
4697,5/19/2023,646046643433,18,50x14x5,N/A,N/A,N/A
4699,5/22/2023,646046662656,18,49x14x5,N/A,N/A,N/A
4700,5/23/2023,646046672267,18,50x14x5,4/10/2023,642429391624,642429391863
4706,5/23/2023,646046672278,18,50x13x5,4/10/2023,642429367159,642429391830
4734,5/23/2023,646046670003,18,50x14x5,N/A,N/A,N/A
4747,5/23/2023,646046670014,18,50x14x5,N/A,N/A,N/A
4756,5/22/2023,646046662667,18,50x14x5,N/A,N/A,N/A
4757,5/23/2023,646046670025,18,50x14x5,N/A,N/A,N/A
4759,5/23/2023,646046673138,18,49x14x5,N/A,N/A,N/A
4762,5/23/2023,646046673962,18,50x14x5,3/31/2023,642429363705,642429361790
4826,5/22/2023,646046662678,18,50x14x5,N/A,N/A,N/A
4848,5/19/2023,646046643444,18,50x14x5,4/10/2023,642429482839,642429481291
4849,5/22/2023,646046662689,18,50x14x5,N/A,N/A,N/A
4865,5/22/2023,646046662690,18,50x14x5,N/A,N/A,N/A
5003,5/23/2023,646046670036,18,50x14x5,N/A,N/A,N/A
5005,5/22/2023,646046662704,18,50x14x5,4/3/2023,642429381690,642429380237
5007,5/23/2023,646046673252,18,50x14x5,N/A,N/A,N/A
5008,5/23/2023,646046674443,18,50x14x5,N/A,N/A,N/A
5012,5/22/2023,646046662715,18,50x14x6,N/A,N/A,N/A
5013,5/19/2023,646046643455,18,50x14x5,N/A,N/A,N/A
5014,5/19/2023,646046643466,18,50x14x5,N/A,N/A,N/A
5021,5/22/2023,646046662726,18,50x14x6,4/5/2023,642429427662,642429425946
5022,5/22/2023,646046662737,18,50x14x5,N/A,N/A,N/A
5023,5/23/2023,646046674086,18,50x14x5,N/A,N/A,N/A
5025,5/22/2023,646046662748,18,50x14x5,4/11/2023,642429486124,642429484496
5027,5/19/2023,646046643477,18,50x14x5,4/5/2023,642429469566,642429467666
5028,5/22/2023,646046662759,18,50x14x5,N/A,N/A,N/A
5029,5/22/2023,646046662760,18,50x14x5,4/11/2023,642429504322,642429502422
5030,5/22/2023,646046662770,18,50x14x5,N/A,N/A,N/A
5031,5/23/2023,646046672337,18,50x14x5,N/A,N/A,N/A
5032,5/23/2023,646046673697,18,49x14x6,N/A,N/A,N/A
5033,5/23/2023,646046670047,18,50x14x5,N/A,N/A,N/A
5034,5/22/2023,646046662781,18,50x14x5,4/3/2023,642429381027,642429379358
5035,5/22/2023,646046662792,18,50x14x5,N/A,N/A,N/A
5036,5/22/2023,646046662807,18,50x37x6,N/A,N/A,N/A
5037,5/22/2023,646046662818,18,50x14x5,N/A,N/A,N/A
5039,5/19/2023,646046643488,18,50x14x5,N/A,N/A,N/A
5040,5/22/2023,646046662829,18,50x14x6,N/A,N/A,N/A
5041,5/23/2023,646046670058,18,50x14x5,N/A,N/A,N/A
5043,5/22/2023,646046662830,18,49x14x6,N/A,N/A,N/A
5044,5/22/2023,646046662840,18,50x14x5,N/A,N/A,N/A
5045,5/22/2023,646046662851,18,50x14x5,N/A,N/A,N/A
5046,5/19/2023,646046643499,18,50x14x5,4/10/2023,642429482302,642429480994
5047,5/22/2023,646046662862,18,50x14x5,N/A,N/A,N/A
5048,5/22/2023,646046662873,18,50x14x5,N/A,N/A,N/A
5049,5/23/2023,646046670069,18,50x14x5,N/A,N/A,N/A
5051,5/23/2023,646046670070,18,50x13x5,N/A,N/A,N/A
5054,5/22/2023,646046662884,18,50x14x5,N/A,N/A,N/A
5055,5/22/2023,646046662895,18,50x13x6,N/A,N/A,N/A
5056,5/22/2023,646046662900,18,49x14x5,4/5/2023,642429427103,642429425383
5057,5/22/2023,646046662910,18,50x14x6,N/A,N/A,N/A
5058,5/22/2023,646046662921,18,50x14x6,4/11/2023,642429487153,642429485518
5059,5/22/2023,646046662932,18,50x14x5,N/A,N/A,N/A
5060,5/22/2023,646046662943,18,50x13x5,N/A,N/A,N/A
5062,5/22/2023,646046662954,18,50x14x5,N/A,N/A,N/A
5063,5/19/2023,646046643503,18,21x14x5,4/10/2023,642429482379,642429481074
5064,5/22/2023,646046662965,18,50x14x5,N/A,N/A,N/A
5065,5/22/2023,646046662976,18,50x14x5,4/6/2023,642429475090,642429476650
5066,5/22/2023,646046662987,18,49x14x5,N/A,N/A,N/A
5070,5/23/2023,646046672359,18,50x14x5,N/A,N/A,N/A
5071,5/23/2023,646046670080,18,50x14x6,N/A,N/A,N/A
5072,5/23/2023,646046673664,18,50x14x5,N/A,N/A,N/A
5073,5/23/2023,646046670091,18,51x14x5,N/A,N/A,N/A
5075,5/23/2023,646046674156,18,50x14x5,N/A,N/A,N/A
5076,5/19/2023,646046643514,18,50x14x5,N/A,N/A,N/A
5077,5/22/2023,646046662998,18,50x14x5,N/A,N/A,N/A
5078,5/23/2023,646046670106,18,50x14x5,4/10/2023,642429367321,642429369026
5079,5/22/2023,646046663001,18,49x14x6,N/A,N/A,N/A
5080,5/22/2023,646046663012,18,50x14x5,N/A,N/A,N/A
5081,5/22/2023,646046663023,18,50x14x5,N/A,N/A,N/A
5082,5/22/2023,646046663034,18,49x14x5,4/11/2023,642429504377,642429502455
5085,5/19/2023,646046643525,18,23x13x5,N/A,N/A,N/A
5087,5/19/2023,646046643536,18,50x13x5,N/A,N/A,N/A
5088,5/19/2023,646046643547,18,50x14x5,N/A,N/A,N/A
5089,5/22/2023,646046663045,18,50x14x5,N/A,N/A,N/A
5090,5/22/2023,646046663056,18,50x14x5,N/A,N/A,N/A
5091,5/22/2023,646046663067,18,50x14x5,4/5/2023,642429410862,642429412453
5092,5/22/2023,646046663078,18,9x6x4,N/A,N/A,N/A
5093,5/23/2023,646046670117,18,49x14x5,N/A,N/A,N/A
5094,5/22/2023,646046663089,18,49x14x5,N/A,N/A,N/A
5095,5/19/2023,646046643558,18,50x14x5,N/A,N/A,N/A
5096,5/23/2023,646046674259,18,50x14x6,N/A,N/A,N/A
5097,5/22/2023,646046663090,18,50x14x5,N/A,N/A,N/A
5098,5/22/2023,646046663104,18,49x14x5,N/A,N/A,N/A
5099,5/23/2023,646046670128,18,50x14x5,N/A,N/A,N/A
5100,5/22/2023,646046663115,18,49x14x5,4/5/2023,642429443772,642429445330
5101,5/23/2023,646046672392,18,50x14x5,N/A,N/A,N/A
5102,5/22/2023,646046663126,18,50x14x6,N/A,N/A,N/A
5103,5/22/2023,646046663137,18,50x14x5,N/A,N/A,N/A
5104,5/22/2023,646046663148,18,50x14x5,N/A,N/A,N/A
5105,5/19/2023,646046643569,18,50x14x5,N/A,N/A,N/A
5106,5/22/2023,646046663159,18,50x14x5,N/A,N/A,N/A
5107,5/22/2023,646046663160,18,50x14x5,N/A,N/A,N/A
5108,5/22/2023,646046663170,18,50x14x5,N/A,N/A,N/A
5109,5/23/2023,646046672407,18,50x14x6,N/A,N/A,N/A
5110,5/23/2023,646046672418,18,50x13x5,4/10/2023,642429366976,642429368648
5111,5/22/2023,646046663181,18,50x14x5,N/A,N/A,N/A
5113,5/22/2023,646046663192,18,50x14x5,N/A,N/A,N/A
5115,5/22/2023,646046663207,18,50x14x5,4/3/2023,642429387301,642429385721
5116,5/22/2023,646046663218,18,50x14x5,N/A,N/A,N/A
5117,5/19/2023,646046643570,18,50x14x5,N/A,N/A,N/A
5118,5/19/2023,646046643580,18,49x14x5,4/10/2023,642429482324,642429481019
5119,5/22/2023,646046663229,18,50x14x5,4/11/2023,642429487142,642429485507
5122,5/22/2023,646046663230,18,49x14x5,N/A,N/A,N/A
5123,5/23/2023,646046670139,18,50x14x5,N/A,N/A,N/A
5124,5/23/2023,646046672429,18,49x14x5,N/A,N/A,N/A
5125,5/22/2023,646046663240,18,49x14x6,N/A,N/A,N/A
5126,5/22/2023,646046663251,18,50x14x5,N/A,N/A,N/A
5127,5/22/2023,646046663262,18,50x14x5,4/5/2023,642429445000,642429446565
5129,5/19/2023,646046643591,18,50x14x5,N/A,N/A,N/A
5130,5/22/2023,646046663273,18,50x14x5,N/A,N/A,N/A
5131,5/22/2023,646046663284,18,50x14x5,N/A,N/A,N/A
5132,5/22/2023,646046663295,18,50x14x5,4/3/2023,642429381049,642429379370
5133,5/23/2023,646046673528,18,50x14x6,3/31/2023,642429363006,642429361025
5134,5/23/2023,646046671547,18,50x14x6,N/A,N/A,N/A
5135,5/22/2023,646046663300,18,50x14x5,N/A,N/A,N/A
5136,5/23/2023,646046673480,18,50x14x6,N/A,N/A,N/A
5137,5/23/2023,646046670140,18,50x13x5,N/A,N/A,N/A
5139,5/23/2023,646046673149,18,50x14x6,N/A,N/A,N/A
5140,5/23/2023,646046674064,18,50x14x5,N/A,N/A,N/A
5141,5/22/2023,646046663310,18,50x14x5,N/A,N/A,N/A
5142,5/22/2023,646046663321,18,50x14x5,N/A,N/A,N/A
5143,5/22/2023,646046663332,18,50x14x5,N/A,N/A,N/A
5144,5/22/2023,646046663343,18,49x14x5,N/A,N/A,N/A
5145,5/22/2023,646046663354,18,50x13x5,N/A,N/A,N/A
5146,5/22/2023,646046663365,18,49x14x6,N/A,N/A,N/A
5147,5/22/2023,646046663376,18,50x14x5,N/A,N/A,N/A
5148,5/22/2023,646046663387,18,50x14x5,N/A,N/A,N/A
5149,5/22/2023,646046663398,18,49x14x5,N/A,N/A,N/A
5150,5/22/2023,646046663402,18,50x14x5,N/A,N/A,N/A
5151,5/22/2023,646046663413,18,50x14x5,N/A,N/A,N/A
5152,5/23/2023,646046673837,18,51x14x6,N/A,N/A,N/A
5154,5/23/2023,646046673995,18,50x14x5,N/A,N/A,N/A
5155,5/23/2023,646046670150,18,50x14x6,N/A,N/A,N/A
5156,5/23/2023,646046674260,18,50x14x6,N/A,N/A,N/A
5157,5/22/2023,646046663424,18,50x14x5,4/5/2023,642429444367,642429445937
5159,5/22/2023,646046663435,18,50x14x5,N/A,N/A,N/A
5160,5/22/2023,646046663446,18,50x14x5,N/A,N/A,N/A
5162,5/23/2023,646046673870,18,50x14x6,N/A,N/A,N/A
5165,5/22/2023,646046663457,18,50x14x5,N/A,N/A,N/A
5166,5/23/2023,646046670161,18,50x14x5,N/A,N/A,N/A
5167,5/23/2023,646046672521,18,50x14x5,4/10/2023,642429366998,642429368670
5168,5/23/2023,646046672532,18,50x14x5,4/10/2023,642429367012,642429368681
5170,5/22/2023,646046663468,18,50x15x6,N/A,N/A,N/A
5172,5/22/2023,646046663479,18,50x14x6,N/A,N/A,N/A
5173,5/22/2023,646046663480,18,50x14x5,N/A,N/A,N/A
5174,5/22/2023,646046663490,18,49x14x5,N/A,N/A,N/A
5175,5/22/2023,646046663505,18,50x14x6,4/11/2023,642429487164,642429485529
5178,5/22/2023,646046663516,18,49x13x1,N/A,N/A,N/A
5179,5/22/2023,646046663527,18,50x14x5,4/3/2023,642429381082,642429379439
5182,5/22/2023,646046663538,18,50x14x6,N/A,N/A,N/A
5183,5/22/2023,646046663549,18,50x14x5,N/A,N/A,N/A
5184,5/22/2023,646046663550,18,50x14x6,N/A,N/A,N/A
5185,5/22/2023,646046663560,18,49x14x5,4/11/2023,642429504414,642429502499
5186,5/23/2023,646046672543,18,50x14x5,N/A,N/A,N/A
5188,5/22/2023,646046663571,18,50x14x6,N/A,N/A,N/A
5189,5/23/2023,646046672554,18,50x14x5,3/31/2023,642429362422,642429360522
5190,5/23/2023,646046672565,18,50x14x5,N/A,N/A,N/A
5191,5/22/2023,646046663582,18,50x14x6,N/A,N/A,N/A
5192,5/23/2023,646046673469,18,50x14x5,N/A,N/A,N/A
5193,5/23/2023,646046674454,18,50x14x5,N/A,N/A,N/A
5196,5/22/2023,646046663593,18,50x13x5,4/11/2023,642429487175,642429485530
5197,5/22/2023,646046663608,18,50x14x5,N/A,N/A,N/A
5198,5/22/2023,646046663619,18,46x14x6,N/A,N/A,N/A
5199,5/22/2023,646046663620,18,50x14x5,N/A,N/A,N/A
5200,5/22/2023,646046663630,18,50x14x5,N/A,N/A,N/A
5201,5/22/2023,646046663641,18,50x14x5,N/A,N/A,N/A
5202,5/19/2023,646046643606,18,50x14x5,N/A,N/A,N/A
5203,5/22/2023,646046663652,18,49x14x6,4/11/2023,642429504399,642429502488
5204,5/22/2023,646046663663,18,50x14x5,N/A,N/A,N/A
5205,5/23/2023,646046672598,18,50x16x8,4/10/2023,642429367034,642429368707
5206,5/23/2023,646046672602,18,50x14x5,4/10/2023,642429366987,642429368659
5207,5/22/2023,646046663674,18,50x14x5,N/A,N/A,N/A
5210,5/22/2023,646046663685,18,50x14x6,N/A,N/A,N/A
5211,5/22/2023,646046663696,18,50x14x6,N/A,N/A,N/A
5214,5/22/2023,646046663700,18,50x14x5,N/A,N/A,N/A
5215,5/23/2023,646046671238,18,50x14x6,N/A,N/A,N/A
5216,5/22/2023,646046663711,18,50x14x5,4/5/2023,642429410830,642429412409
5218,5/22/2023,646046663722,18,51x14x5,N/A,N/A,N/A
5219,5/22/2023,646046663733,18,50x14x5,N/A,N/A,N/A
5220,5/22/2023,646046663744,18,50x38x6,N/A,N/A,N/A
5221,5/22/2023,646046663755,18,50x14x6,N/A,N/A,N/A
5224,5/22/2023,646046663766,18,49x14x5,N/A,N/A,N/A
5226,5/22/2023,646046663777,18,49x14x6,N/A,N/A,N/A
5227,5/19/2023,646046643617,18,50x14x6,N/A,N/A,N/A
5228,5/19/2023,646046643628,18,50x14x5,N/A,N/A,N/A
5229,5/22/2023,646046663788,18,50x13x6,N/A,N/A,N/A
5231,5/23/2023,646046673160,18,50x14x6,N/A,N/A,N/A
5232,5/23/2023,646046670172,18,51x14x5,4/10/2023,642429366163,642429367939
5233,5/23/2023,646046672635,18,50x13x6,N/A,N/A,N/A
5234,5/23/2023,646046672646,18,50x14x5,4/10/2023,642429367023,642429368692
5235,5/23/2023,646046672657,18,50x13x6,N/A,N/A,N/A
5236,5/22/2023,646046663799,18,50x14x6,N/A,N/A,N/A
5239,5/22/2023,646046663803,18,50x14x5,N/A,N/A,N/A
5240,5/19/2023,646046643639,18,50x14x5,4/5/2023,642429469316,642429467596
5241,5/22/2023,646046663814,18,50x14x5,N/A,N/A,N/A
5242,5/19/2023,646046643640,18,50x14x5,N/A,N/A,N/A
5244,5/22/2023,646046663825,18,50x14x5,N/A,N/A,N/A
5245,5/22/2023,646046663836,18,49x14x5,N/A,N/A,N/A
5246,5/22/2023,646046663847,18,50x14x5,4/5/2023,642429410840,642429412420
5247,5/22/2023,646046663858,18,50x14x6,N/A,N/A,N/A
5248,5/22/2023,646046663869,18,49x14x5,N/A,N/A,N/A
5250,5/22/2023,646046663870,18,50x14x5,N/A,N/A,N/A
5251,5/22/2023,646046663880,18,50x14x6,N/A,N/A,N/A
5252,5/22/2023,646046663891,18,50x14x5,N/A,N/A,N/A
5253,5/19/2023,646046643650,18,50x14x5,N/A,N/A,N/A
5254,5/19/2023,646046643661,18,50x11x5,N/A,N/A,N/A
5255,5/22/2023,646046663906,18,50x14x6,N/A,N/A,N/A
5256,5/22/2023,646046663917,18,49x14x5,N/A,N/A,N/A
5257,5/23/2023,646046672668,18,50x14x5,N/A,N/A,N/A
5258,5/23/2023,646046672679,18,50x14x5,N/A,N/A,N/A
5259,5/23/2023,646046672680,18,50x14x5,N/A,N/A,N/A
5260,5/22/2023,646046663928,18,50x14x5,N/A,N/A,N/A
5261,5/22/2023,646046663939,18,49x14x5,N/A,N/A,N/A
5262,5/22/2023,646046663940,18,50x14x5,N/A,N/A,N/A
5263,5/22/2023,646046663950,18,50x14x5,N/A,N/A,N/A
5264,5/22/2023,646046663961,18,50x14x5,N/A,N/A,N/A
5265,5/22/2023,646046663972,18,50x14x5,4/3/2023,642429381851,642429380362
5266,5/22/2023,646046663983,18,50x14x5,N/A,N/A,N/A
5267,5/22/2023,646046663994,18,50x14x5,N/A,N/A,N/A
5269,5/23/2023,646046672690,18,50x14x5,N/A,N/A,N/A
5270,5/23/2023,646046672705,18,50x14x5,N/A,N/A,N/A
5272,5/23/2023,646046670183,18,50x14x5,4/10/2023,642429367273,642429368924
5273,5/23/2023,646046670194,18,50x14x5,N/A,N/A,N/A
5274,5/19/2023,646046638879,18,50x14x5,N/A,N/A,N/A
5275,5/22/2023,646046664008,18,50x14x5,N/A,N/A,N/A
5276,5/22/2023,646046664019,18,50x14x5,N/A,N/A,N/A
5278,5/19/2023,646046643672,18,49x14x5,N/A,N/A,N/A
5279,5/19/2023,646046643683,18,50x14x5,N/A,N/A,N/A
5280,5/22/2023,646046664020,18,50x14x5,N/A,N/A,N/A
5281,5/22/2023,646046664030,18,50x14x5,N/A,N/A,N/A
5282,5/19/2023,646046643694,18,50x14x5,N/A,N/A,N/A
5285,5/22/2023,646046664041,18,50x14x6,N/A,N/A,N/A
5286,5/23/2023,646046670209,18,50x14x5,N/A,N/A,N/A
5287,5/22/2023,646046664052,18,50x14x6,N/A,N/A,N/A
5288,5/22/2023,646046664063,18,50x14x5,N/A,N/A,N/A
5290,5/22/2023,646046664074,18,49x14x6,N/A,N/A,N/A
5291,5/19/2023,646046643709,18,50x14x5,N/A,N/A,N/A
5292,5/19/2023,646046643710,18,50x14x5,4/10/2023,642429482357,642429481041
5293,5/19/2023,646046643720,18,49x14x5,N/A,N/A,N/A
5294,5/19/2023,646046643731,18,50x14x5,N/A,N/A,N/A
5295,5/19/2023,646046643742,18,51x14x5,N/A,N/A,N/A
5296,5/19/2023,646046643753,18,50x14x5,N/A,N/A,N/A
5297,5/22/2023,646046664085,18,50x14x5,N/A,N/A,N/A
5298,5/19/2023,646046643764,18,50x13x5,4/10/2023,642429482346,642429481030
5299,5/22/2023,646046664096,18,50x14x5,N/A,N/A,N/A
5300,5/22/2023,646046664100,18,50x14x5,N/A,N/A,N/A
5301,5/22/2023,646046664111,18,49x13x6,N/A,N/A,N/A
5303,5/23/2023,646046672716,18,49x14x5,N/A,N/A,N/A
5304,5/23/2023,646046672727,18,50x14x5,N/A,N/A,N/A
5305,5/23/2023,646046674042,18,50x14x5,N/A,N/A,N/A
