Store ,Aisle Nav Ship date ,Tracking ,Pkg Wt (Lbs) ,Pkg Dimensions (in) ,Endcap Pusher Ship Date,1 Shelf Tracking,8 Shelf Tracking
1,5/19/2023,646046644749,18,49x14x5,N/A,N/A,N/A
2,5/19/2023,646046644750,18,50x14x5,N/A,N/A,N/A
3,5/25/2023,646046682853,34,49x20x8,4/5/2023,642429426232,642429424480
4,5/19/2023,646046644760,18,49x14x5,N/A,N/A,N/A
5,5/25/2023,646046682864,34,49x19x7,4/3/2023,642429386739,642429385170
7,5/26/2023,646046688439,34,51x20x8,4/3/2023,642429386740,642429385180
8,5/19/2023,646046644771,18,50x14x6,N/A,N/A,N/A
9,5/25/2023,646046682875,34,25x20x7,4/6/2023,642429475583,642429477185
10,5/26/2023,646046689067,34,51x21x8,4/3/2023,642429387952,642429386393
11,5/19/2023,646046644782,18,50x14x5,N/A,N/A,N/A
12,5/26/2023,646046689078,34,51x21x8,4/3/2023,642429387963,642429386419
13,5/19/2023,646046644793,18,49x14x5,N/A,N/A,N/A
14,5/19/2023,646046644808,18,50x13x5,N/A,N/A,N/A
15,5/19/2023,646046644819,18,50x14x5,4/6/2023,642429475594,642429477196
16,5/19/2023,646046644820,18,50x14x5,N/A,N/A,N/A
17,5/25/2023,646046682886,34,27x19x8,4/6/2023,642429475609,642429477200
18,5/19/2023,646046644830,18,50x14x6,N/A,N/A,N/A
19,5/19/2023,646046644841,18,50x14x5,N/A,N/A,N/A
20,5/19/2023,646046644852,18,50x14x5,N/A,N/A,N/A
21,5/19/2023,646046644863,18,50x13x5,4/6/2023,642429475610,642429477211
22,5/26/2023,646046689089,34,51x21x8,4/3/2023,642429387974,642429386420
23,5/25/2023,646046682897,34,49x20x7,4/5/2023,642429426817,642429425085
24,5/26/2023,646046682901,34,51x20x10,4/3/2023,642429386750,642429385191
25,5/19/2023,646046644874,18,50x13x5,4/6/2023,642429475620,642429477222
26,5/19/2023,646046644885,18,50x13x5,4/3/2023,642429387415,642429385868
27,5/19/2023,646046644896,18,50x13x5,N/A,N/A,N/A
28,5/23/2023,646046667474,18,50x14x5,N/A,N/A,N/A
29,5/19/2023,646046644900,18,50x13x5,N/A,N/A,N/A
30,5/19/2023,646046644911,18,50x14x6,4/6/2023,642429475631,642429477233
31,5/23/2023,646046667485,18,49x14x6,N/A,N/A,N/A
32,5/19/2023,646046644922,18,50x14x5,N/A,N/A,N/A
33,5/19/2023,646046644933,18,50x14x6,N/A,N/A,N/A
34,5/19/2023,646046644944,18,49x14x6,N/A,N/A,N/A
35,5/19/2023,646046644955,18,49x14x5,4/3/2023,642429387437,642429385879
36,5/25/2023,646046682912,34,49x19x7,4/3/2023,642429386761,642429385206
37,5/19/2023,646046644966,18,50x13x5,N/A,N/A,N/A
38,5/23/2023,646046667496,18,50x14x6,N/A,N/A,N/A
39,5/19/2023,646046644977,18,49x14x5,N/A,N/A,N/A
40,5/25/2023,646046682923,34,49x20x7,4/6/2023,642429475642,642429477244
41,5/26/2023,646046689090,34,51x21x8,4/3/2023,642429388000,642429386441
42,5/25/2023,646046682934,34,24x20x8,4/3/2023,642429387448,642429385880
43,5/19/2023,646046644988,18,50x13x5,N/A,N/A,N/A
44,5/19/2023,646046644999,18,50x13x5,N/A,N/A,N/A
45,5/26/2023,646046688440,34,51x21x8,4/3/2023,642429386772,642429385217
46,5/25/2023,646046682945,34,49x19x8,4/6/2023,642429475653,642429477255
47,5/23/2023,646046667500,18,49x15x7,N/A,N/A,N/A
48,5/19/2023,646046645002,18,49x14x5,N/A,N/A,N/A
49,5/23/2023,646046667511,18,50x14x5,4/3/2023,642429388010,642429386452
50,5/23/2023,646046667522,18,50x14x5,N/A,N/A,N/A
51,5/19/2023,646046645013,18,50x14x5,N/A,N/A,N/A
52,5/19/2023,646046645024,18,50x14x5,N/A,N/A,N/A
54,5/19/2023,646046645035,18,49x14x5,N/A,N/A,N/A
55,5/19/2023,646046645046,18,50x14x5,N/A,N/A,N/A
56,5/19/2023,646046645057,18,49x14x5,N/A,N/A,N/A
57,5/19/2023,646046645068,18,50x14x5,N/A,N/A,N/A
58,5/25/2023,646046682956,34,49x20x10,4/3/2023,642429386783,642429385228
59,5/19/2023,646046645079,18,49x14x5,N/A,N/A,N/A
60,5/19/2023,646046645080,18,50x14x5,N/A,N/A,N/A
61,5/25/2023,646046682967,34,49x19x7,4/6/2023,642429475664,642429477266
62,5/19/2023,646046645090,18,50x14x5,N/A,N/A,N/A
63,5/23/2023,646046667533,18,49x14x6,N/A,N/A,N/A
64,5/19/2023,646046645105,18,50x14x5,N/A,N/A,N/A
65,5/19/2023,646046645116,18,50x13x5,N/A,N/A,N/A
66,5/19/2023,646046645127,18,50x14x5,N/A,N/A,N/A
67,5/19/2023,646046645138,18,50x14x5,N/A,N/A,N/A
68,5/19/2023,646046645149,18,50x14x5,N/A,N/A,N/A
69,5/19/2023,646046645150,18,50x14x5,4/6/2023,642429475675,642429477277
70,5/19/2023,646046645160,18,50x14x5,N/A,N/A,N/A
71,5/19/2023,646046645171,18,50x14x5,N/A,N/A,N/A
72,5/26/2023,646046688450,34,51x21x8,4/3/2023,642429387459,642429385890
73,5/23/2023,646046667544,18,49x14x6,N/A,N/A,N/A
74,5/19/2023,646046645182,18,50x14x5,N/A,N/A,N/A
75,5/25/2023,646046682978,34,49x20x7,4/5/2023,642429426828,642429425096
76,5/19/2023,646046645193,18,49x14x6,4/3/2023,642429386794,642429385239
77,5/19/2023,646046645208,18,50x14x5,N/A,N/A,N/A
78,5/19/2023,646046645219,18,49x14x5,N/A,N/A,N/A
79,5/19/2023,646046645220,18,49x14x5,4/6/2023,642429475686,642429477288
80,5/19/2023,646046645230,18,50x13x5,N/A,N/A,N/A
81,5/23/2023,646046667555,18,49x14x5,N/A,N/A,N/A
82,5/19/2023,646046645241,18,50x14x5,N/A,N/A,N/A
83,5/19/2023,646046645252,18,50x14x5,N/A,N/A,N/A
85,5/25/2023,646046682989,34,50x20x10,4/3/2023,642429386809,642429385240
86,5/19/2023,646046645263,18,49x14x5,N/A,N/A,N/A
87,5/25/2023,646046682990,34,50x21x8,4/5/2023,642429426839,642429425100
88,5/19/2023,646046645274,18,49x14x5,4/6/2023,642429475697,642429477299
89,5/19/2023,646046645285,18,50x13x5,N/A,N/A,N/A
90,5/23/2023,646046667566,18,49x14x5,N/A,N/A,N/A
91,5/19/2023,646046645296,18,50x14x5,N/A,N/A,N/A
92,5/19/2023,646046645300,18,49x14x5,4/6/2023,642429475701,642429477303
93,5/19/2023,646046645311,18,50x14x5,4/11/2023,642429486960,642429485323
94,5/19/2023,646046645322,18,50x14x5,4/11/2023,642429486970,642429485334
95,5/19/2023,646046645333,18,50x14x5,4/6/2023,642429475712,642429477314
96,5/19/2023,646046645344,18,50x14x5,N/A,N/A,N/A
97,5/19/2023,646046645355,18,50x14x5,N/A,N/A,N/A
98,5/19/2023,646046645366,18,50x14x5,N/A,N/A,N/A
99,5/19/2023,646046645377,18,50x13x5,N/A,N/A,N/A
100,5/26/2023,646046688461,34,51x21x8,4/3/2023,642429386810,642429385250
101,5/19/2023,646046645388,18,50x13x5,N/A,N/A,N/A
102,5/19/2023,646046645399,18,51x14x6,4/3/2023,642429386820,642429385261
103,5/26/2023,646046689104,34,51x21x8,4/3/2023,642429388032,642429386474
104,5/19/2023,646046645403,18,50x14x5,N/A,N/A,N/A
105,5/19/2023,646046645414,18,50x14x5,N/A,N/A,N/A
106,5/19/2023,646046645425,18,50x14x5,N/A,N/A,N/A
107,5/19/2023,646046645436,18,50x14x5,N/A,N/A,N/A
108,5/23/2023,646046667577,18,50x14x5,4/3/2023,642429388043,642429386485
109,5/19/2023,646046645447,18,50x14x6,N/A,N/A,N/A
110,5/25/2023,646046683003,34,50x21x8,4/3/2023,642429381873,642429380384
111,5/19/2023,646046645458,18,50x13x5,N/A,N/A,N/A
112,5/25/2023,646046683014,34,57x24x7,4/6/2023,642429476075,642429477656
113,5/23/2023,646046667588,18,49x14x5,N/A,N/A,N/A
114,5/19/2023,646046645469,18,50x14x6,N/A,N/A,N/A
115,5/19/2023,646046645470,18,50x14x5,N/A,N/A,N/A
116,5/19/2023,646046645480,18,50x14x6,N/A,N/A,N/A
117,5/23/2023,646046667599,18,50x14x5,N/A,N/A,N/A
118,5/19/2023,646046645491,18,50x14x5,N/A,N/A,N/A
119,5/25/2023,646046683025,34,49x19x11,4/3/2023,642429386831,642429385272
120,5/19/2023,646046645506,18,50x14x5,N/A,N/A,N/A
121,5/23/2023,646046667603,18,49x14x5,N/A,N/A,N/A
122,5/19/2023,646046645517,18,50x14x5,4/6/2023,642429475723,642429477325
123,5/23/2023,646046667614,18,50x14x5,N/A,N/A,N/A
124,5/19/2023,646046645528,18,50x14x6,4/3/2023,642429386842,642429385283
125,5/19/2023,646046645539,18,50x14x5,N/A,N/A,N/A
126,5/26/2023,646046683036,34,49x21x8,4/3/2023,642429386853,642429385294
127,5/19/2023,646046645540,18,50x14x5,N/A,N/A,N/A
128,5/25/2023,646046683047,34,49x18x8,4/3/2023,642429386864,642429385309
129,5/23/2023,646046667625,18,50x14x5,4/3/2023,642429388054,642429386496
130,5/26/2023,646046689115,34,51x21x9,4/3/2023,642429388065,642429386500
131,5/26/2023,646046688472,34,51x22x8,4/5/2023,642429410141,642429411700
132,5/23/2023,646046667636,18,50x14x5,N/A,N/A,N/A
133,5/19/2023,646046645550,18,50x14x6,N/A,N/A,N/A
134,5/30/2023,646046689836,34,,4/3/2023,642429388076,642429386511
135,5/19/2023,646046645561,18,50x14x5,N/A,N/A,N/A
136,5/23/2023,646046667647,18,50x14x6,4/3/2023,642429409398,642429386522
137,5/23/2023,646046667658,18,50x14x5,N/A,N/A,N/A
138,5/19/2023,646046645572,18,49x14x5,N/A,N/A,N/A
139,5/23/2023,646046667669,18,50x14x5,4/3/2023,642429388238,642429386670
140,5/19/2023,646046645583,18,50x14x5,N/A,N/A,N/A
141,5/19/2023,646046645594,18,50x14x5,N/A,N/A,N/A
143,5/19/2023,646046645609,18,50x14x5,4/10/2023,642429481615,642429480056
144,5/26/2023,646046688483,34,51x21x8,N/A,N/A,N/A
145,5/19/2023,646046645610,18,50x14x5,N/A,N/A,N/A
147,5/19/2023,646046645620,18,50x14x5,N/A,N/A,N/A
148,5/19/2023,646046645631,18,50x14x5,N/A,N/A,N/A
149,5/19/2023,646046645642,18,50x14x5,N/A,N/A,N/A
150,5/23/2023,646046667670,18,49x14x5,N/A,N/A,N/A
151,5/23/2023,646046667680,18,50x14x5,N/A,N/A,N/A
152,5/19/2023,646046645653,18,50x14x5,4/6/2023,642429475734,642429477336
153,5/19/2023,646046645664,18,50x14x5,N/A,N/A,N/A
154,5/19/2023,646046638960,18,50x14x5,4/5/2023,642429470136,642429468490
155,5/19/2023,646046645675,18,50x14x5,N/A,N/A,N/A
157,5/19/2023,646046645686,18,50x14x6,N/A,N/A,N/A
158,5/19/2023,646046645697,18,50x14x5,N/A,N/A,N/A
159,5/19/2023,646046645701,18,50x13x5,N/A,N/A,N/A
160,5/19/2023,646046645712,18,50x14x5,4/3/2023,642429386875,642429385310
161,5/19/2023,646046645723,18,50x14x5,N/A,N/A,N/A
162,5/23/2023,646046667691,18,50x14x5,4/3/2023,642429388098,642429386533
163,5/19/2023,646046645734,18,50x14x5,N/A,N/A,N/A
164,5/19/2023,646046645745,18,50x14x5,N/A,N/A,N/A
165,5/19/2023,646046645756,18,50x14x5,N/A,N/A,N/A
166,5/19/2023,646046645767,18,50x13x5,4/6/2023,642429475745,642429477347
167,5/19/2023,646046645778,18,50x13x5,N/A,N/A,N/A
168,5/26/2023,646046689126,34,54x22x8,4/3/2023,642429388102,642429386544
169,5/19/2023,646046645789,18,50x14x6,N/A,N/A,N/A
170,5/25/2023,646046683058,34,50x19x8,4/5/2023,642429426840,642429425111
171,5/19/2023,646046645790,18,50x14x5,N/A,N/A,N/A
172,5/19/2023,646046645804,18,50x13x5,N/A,N/A,N/A
173,5/19/2023,646046645815,18,50x13x5,N/A,N/A,N/A
174,5/19/2023,646046645826,18,50x14x5,N/A,N/A,N/A
175,5/19/2023,646046645837,18,50x14x5,4/11/2023,642429486981,642429485345
176,5/19/2023,646046645848,18,50x14x6,N/A,N/A,N/A
177,5/19/2023,646046645859,18,50x14x6,N/A,N/A,N/A
178,5/23/2023,646046667706,18,50x14x6,N/A,N/A,N/A
179,5/25/2023,646046683069,34,49x19x8,4/6/2023,642429475756,642429477358
180,5/19/2023,646046645860,18,50x14x5,N/A,N/A,N/A
181,5/19/2023,646046645870,18,50x14x6,N/A,N/A,N/A
182,5/19/2023,646046645881,18,50x14x5,N/A,N/A,N/A
183,5/19/2023,646046645892,18,50x14x6,N/A,N/A,N/A
184,5/19/2023,646046645907,18,50x13x5,4/6/2023,642429475767,642429477370
185,5/25/2023,646046683070,34,49x20x11,4/5/2023,642429410163,642429411722
186,5/26/2023,646046688494,34,51x21x8,4/3/2023,642429387481,642429385927
188,5/19/2023,646046645918,18,50x14x5,4/6/2023,642429475778,642429477380
189,5/25/2023,646046683080,34,49x16x7,4/6/2023,642429475790,642429477391
190,5/19/2023,646046645929,18,50x14x5,4/6/2023,642429475804,642429477406
192,5/19/2023,646046645930,18,50x14x6,N/A,N/A,N/A
194,5/25/2023,646046683091,34,50x20x8,4/5/2023,642429410196,642429411744
195,5/19/2023,646046645940,18,50x13x5,N/A,N/A,N/A
196,5/19/2023,646046645951,18,50x14x5,4/5/2023,642429443934,642429445499
197,5/19/2023,646046645962,18,50x14x5,N/A,N/A,N/A
198,5/19/2023,646046645973,18,50x14x5,N/A,N/A,N/A
199,5/25/2023,646046683106,34,50x20x7,4/5/2023,642429443956,642429445514
200,5/19/2023,646046645984,18,50x14x5,N/A,N/A,N/A
201,5/19/2023,646046645995,18,50x14x5,N/A,N/A,N/A
202,5/19/2023,646046646009,18,50x14x5,N/A,N/A,N/A
203,5/19/2023,646046646010,18,50x13x5,N/A,N/A,N/A
204,5/25/2023,646046683117,34,50x20x7,4/10/2023,642429481626,642429480067
205,5/19/2023,646046646020,18,50x14x6,N/A,N/A,N/A
206,5/19/2023,646046646031,18,50x14x6,N/A,N/A,N/A
207,5/23/2023,646046667717,18,49x14x5,N/A,N/A,N/A
210,5/23/2023,646046667728,18,50x14x5,N/A,N/A,N/A
211,5/19/2023,646046646042,18,50x14x5,N/A,N/A,N/A
212,5/23/2023,646046667739,18,50x14x5,N/A,N/A,N/A
213,5/19/2023,646046646053,18,50x14x5,N/A,N/A,N/A
214,5/19/2023,646046646064,18,50x14x5,N/A,N/A,N/A
216,5/25/2023,646046683128,34,50x20x8,4/5/2023,642429443967,642429445525
217,5/25/2023,646046683139,34,51x21x10,4/5/2023,642429427504,642429425784
218,5/19/2023,646046646075,18,50x14x5,N/A,N/A,N/A
219,5/19/2023,646046646086,18,50x13x5,N/A,N/A,N/A
220,5/25/2023,646046683140,34,50x20x8,4/5/2023,642429410211,642429411766
221,5/23/2023,646046667740,18,50x14x5,N/A,N/A,N/A
222,5/19/2023,646046646097,18,50x14x5,4/5/2023,642429443989,642429445536
224,5/25/2023,646046683150,34,50x20x8,4/5/2023,642429444003,642429445558
225,5/23/2023,646046667750,18,50x14x5,4/3/2023,642429388113,642429386555
226,5/19/2023,646046646101,18,50x14x5,N/A,N/A,N/A
227,5/23/2023,646046667761,18,50x14x5,N/A,N/A,N/A
228,5/19/2023,646046646112,18,50x14x5,N/A,N/A,N/A
229,5/19/2023,646046646123,18,50x14x5,N/A,N/A,N/A
230,5/19/2023,646046646134,18,50x14x6,N/A,N/A,N/A
231,5/26/2023,646046689137,34,51x21x8,4/3/2023,642429388124,642429386566
233,5/19/2023,646046646145,18,50x14x5,N/A,N/A,N/A
234,5/19/2023,646046646156,18,50x14x5,4/6/2023,642429475826,642429477417
236,5/19/2023,646046646167,18,50x14x5,4/5/2023,642429410233,642429411788
237,5/25/2023,646046683161,34,49x20x7,4/5/2023,642429444025,642429445569
238,5/19/2023,646046646178,18,50x14x5,N/A,N/A,N/A
239,5/19/2023,646046646189,18,49x14x6,N/A,N/A,N/A
240,5/19/2023,646046646190,18,50x14x6,N/A,N/A,N/A
242,5/19/2023,646046646204,18,50x14x5,N/A,N/A,N/A
243,5/19/2023,646046646215,18,50x14x5,N/A,N/A,N/A
244,5/19/2023,646046646226,18,50x14x5,N/A,N/A,N/A
246,5/23/2023,646046667772,18,49x14x5,N/A,N/A,N/A
247,5/23/2023,646046667783,18,50x14x5,N/A,N/A,N/A
248,5/19/2023,646046646237,18,50x14x5,N/A,N/A,N/A
249,5/25/2023,646046683172,34,49x19x7,4/5/2023,642429410255,642429411803
250,5/19/2023,646046646248,18,49x14x5,N/A,N/A,N/A
251,5/19/2023,646046646259,18,49x14x5,N/A,N/A,N/A
252,5/19/2023,646046646260,18,50x14x5,N/A,N/A,N/A
253,5/25/2023,646046683183,34,50x22x7,4/5/2023,642429444047,642429445580
254,5/19/2023,646046646270,18,50x14x5,N/A,N/A,N/A
256,5/19/2023,646046646281,18,50x14x5,4/5/2023,642429444058,642429445606
257,5/19/2023,646046646292,18,45x14x6,4/10/2023,642429481637,642429480078
258,5/19/2023,646046646307,18,49x14x5,N/A,N/A,N/A
259,5/25/2023,646046683194,34,51x21x8,4/5/2023,642429427515,642429425795
260,5/25/2023,646046683209,34,50x20x10,4/5/2023,642429427526,642429425800
261,5/19/2023,646046646318,18,50x14x5,N/A,N/A,N/A
262,5/19/2023,646046646329,18,50x14x5,N/A,N/A,N/A
264,5/19/2023,646046646330,18,50x14x6,N/A,N/A,N/A
265,5/19/2023,646046646340,18,50x14x6,N/A,N/A,N/A
266,5/25/2023,646046683210,34,49x19x9,4/5/2023,642429410277,642429411825
267,5/19/2023,646046646351,18,49x14x5,N/A,N/A,N/A
268,5/19/2023,646046646362,18,49x14x5,N/A,N/A,N/A
269,5/23/2023,646046667794,18,50x14x6,4/3/2023,642429388135,642429386577
271,5/19/2023,646046646373,18,50x14x5,4/5/2023,642429410299,642429411847
272,5/19/2023,646046646384,18,50x14x5,4/11/2023,642429486992,642429485356
273,5/19/2023,646046646395,18,50x14x6,N/A,N/A,N/A
274,5/19/2023,646046646400,18,50x14x5,N/A,N/A,N/A
275,5/19/2023,646046646410,18,50x14x5,4/5/2023,642429410314,642429411869
276,5/23/2023,646046667809,18,50x14x5,N/A,N/A,N/A
277,5/23/2023,646046667810,18,50x14x5,4/3/2023,642429388146,642429386588
278,5/19/2023,646046646421,18,50x14x5,N/A,N/A,N/A
279,5/19/2023,646046646432,18,49x14x6,N/A,N/A,N/A
280,5/19/2023,646046646443,18,49x14x6,N/A,N/A,N/A
281,5/19/2023,646046646454,18,50x14x5,N/A,N/A,N/A
282,5/25/2023,646046683220,34,50x19x8,4/10/2023,642429481648,642429480089
283,5/22/2023,646046646465,18,50x14x5,N/A,N/A,N/A
284,5/25/2023,646046683231,34,51x21x8,4/5/2023,642429410336,642429411880
285,5/19/2023,646046646476,18,50x14x6,N/A,N/A,N/A
286,5/25/2023,646046683242,34,52x22x8,4/5/2023,642429427537,642429425810
287,5/25/2023,646046683253,34,49x22x8,4/5/2023,642429443522,642429445087
288,5/19/2023,646046646487,18,50x14x6,4/5/2023,642429410358,642429411891
289,5/19/2023,646046646498,18,49x14x6,N/A,N/A,N/A
290,5/19/2023,646046646502,18,50x14x5,N/A,N/A,N/A
292,5/19/2023,646046646513,18,50x14x5,N/A,N/A,N/A
293,5/19/2023,646046646524,18,49x14x5,N/A,N/A,N/A
294,5/19/2023,646046646535,18,50x14x6,N/A,N/A,N/A
295,5/25/2023,646046683264,34,50x20x7,4/6/2023,642429475837,642429477428
296,5/19/2023,646046646546,18,50x14x5,N/A,N/A,N/A
297,5/25/2023,646046683275,34,50x20x8,4/5/2023,642429410370,642429411928
298,5/25/2023,646046683286,34,49x20x7,4/5/2023,642429443533,642429445098
299,5/25/2023,646046683297,34,49x20x7,4/10/2023,642429481660,642429480090
300,5/19/2023,646046646557,18,50x14x5,N/A,N/A,N/A
301,5/25/2023,646046683301,34,50x19x7,4/5/2023,642429443555,642429445102
302,5/19/2023,646046646568,18,50x14x5,N/A,N/A,N/A
303,5/19/2023,646046646579,18,50x14x5,N/A,N/A,N/A
304,5/19/2023,646046646580,18,50x14x5,N/A,N/A,N/A
305,5/19/2023,646046646590,18,50x14x5,N/A,N/A,N/A
306,5/19/2023,646046646605,18,50x14x5,N/A,N/A,N/A
307,5/19/2023,646046646616,18,50x14x5,N/A,N/A,N/A
308,5/19/2023,646046646627,18,50x14x6,N/A,N/A,N/A
309,5/26/2023,646046688509,34,51x21x8,4/5/2023,642429426861,642429425133
310,5/19/2023,646046646638,18,49x14x5,N/A,N/A,N/A
312,5/19/2023,646046646649,18,49x14x6,4/5/2023,642429426872,642429425144
313,5/25/2023,646046683312,34,50x20x8,4/6/2023,642429475848,642429477439
314,5/19/2023,646046646650,18,50x13x5,N/A,N/A,N/A
315,5/19/2023,646046646660,18,50x14x5,N/A,N/A,N/A
316,5/19/2023,646046646671,18,50x14x5,N/A,N/A,N/A
317,5/19/2023,646046646682,18,50x14x5,N/A,N/A,N/A
318,5/19/2023,646046646693,18,49x14x5,N/A,N/A,N/A
319,5/19/2023,646046646708,18,50x14x5,N/A,N/A,N/A
320,5/19/2023,646046646719,18,50x14x5,N/A,N/A,N/A
321,5/25/2023,646046683323,34,50x19x8,4/5/2023,642429410391,642429411940
322,5/19/2023,646046646720,18,50x14x5,N/A,N/A,N/A
323,5/22/2023,646046646730,18,50x14x6,N/A,N/A,N/A
324,5/23/2023,646046667820,18,50x14x5,N/A,N/A,N/A
325,5/19/2023,646046646741,18,50x14x6,N/A,N/A,N/A
326,5/19/2023,646046646752,18,50x14x5,N/A,N/A,N/A
328,5/19/2023,646046646763,18,50x14x5,N/A,N/A,N/A
329,5/25/2023,646046683334,34,49x19x7,4/5/2023,642429443566,642429445113
330,5/19/2023,646046646774,18,49x14x6,N/A,N/A,N/A
331,5/26/2023,646046688510,34,51x21x8,4/5/2023,642429426883,642429425155
332,5/19/2023,646046646785,18,50x14x5,N/A,N/A,N/A
333,5/19/2023,646046646796,18,50x14x6,N/A,N/A,N/A
334,5/19/2023,646046646800,18,50x14x5,N/A,N/A,N/A
335,5/19/2023,646046646811,18,49x14x5,N/A,N/A,N/A
336,5/19/2023,646046646822,18,50x14x5,N/A,N/A,N/A
337,5/19/2023,646046646833,18,49x14x6,N/A,N/A,N/A
338,5/19/2023,646046646844,18,49x14x5,N/A,N/A,N/A
339,5/19/2023,646046646855,18,49x14x6,N/A,N/A,N/A
340,5/23/2023,646046667831,18,50x14x6,N/A,N/A,N/A
341,5/19/2023,646046646866,18,49x14x5,N/A,N/A,N/A
342,5/19/2023,646046646877,18,50x13x5,N/A,N/A,N/A
343,5/19/2023,646046646888,18,50x14x5,N/A,N/A,N/A
344,5/19/2023,646046646899,18,50x14x5,N/A,N/A,N/A
345,5/19/2023,646046646903,18,49x14x5,N/A,N/A,N/A
346,5/19/2023,646046646914,18,50x13x6,N/A,N/A,N/A
347,5/19/2023,646046646925,18,50x14x6,N/A,N/A,N/A
348,5/19/2023,646046646936,18,49x14x5,N/A,N/A,N/A
350,5/26/2023,646046688520,34,59x20x9,4/3/2023,642429387860,642429386305
351,5/19/2023,646046646947,18,50x14x6,N/A,N/A,N/A
352,5/19/2023,646046646958,18,50x14x5,N/A,N/A,N/A
353,5/19/2023,646046646969,18,49x14x5,N/A,N/A,N/A
354,5/19/2023,646046646970,18,49x13x5,N/A,N/A,N/A
355,5/25/2023,646046683345,34,50x20x8,4/5/2023,642429443577,642429445124
356,5/19/2023,646046646980,18,50x14x6,N/A,N/A,N/A
357,5/19/2023,646046646991,18,50x13x5,N/A,N/A,N/A
358,5/19/2023,646046647005,18,50x14x6,N/A,N/A,N/A
359,5/25/2023,646046683356,34,49x20x8,4/3/2023,642429386886,642429385320
360,5/23/2023,646046667842,18,49x14x5,N/A,N/A,N/A
361,5/26/2023,646046683367,34,50x21x8,4/5/2023,642429444080,642429445639
362,5/19/2023,646046647016,18,50x14x5,4/5/2023,642429443588,642429445146
363,5/19/2023,646046647027,18,50x13x5,N/A,N/A,N/A
364,5/19/2023,646046647038,18,49x14x6,N/A,N/A,N/A
365,5/26/2023,646046688531,34,51x21x8,4/6/2023,642429476086,642429477667
366,5/19/2023,646046647049,18,14x7x5,N/A,N/A,N/A
368,5/19/2023,646046647050,18,50x14x5,N/A,N/A,N/A
369,5/26/2023,646046683378,34,49x19x7,4/3/2023,642429387507,642429385949
370,5/19/2023,646046647060,18,50x13x5,N/A,N/A,N/A
371,5/19/2023,646046647071,18,49x14x5,N/A,N/A,N/A
372,5/25/2023,646046683389,34,49x19x8,4/3/2023,642429387518,642429385950
373,5/19/2023,646046647082,18,49x14x5,N/A,N/A,N/A
374,5/23/2023,646046667853,18,49x14x6,N/A,N/A,N/A
375,5/19/2023,646046647093,18,50x14x5,4/5/2023,642429443599,642429445157
376,5/19/2023,646046647108,18,49x14x5,N/A,N/A,N/A
377,5/19/2023,646046638971,18,50x14x5,N/A,N/A,N/A
378,5/19/2023,646046647119,18,49x14x5,N/A,N/A,N/A
379,5/26/2023,646046688542,34,51x21x8,4/6/2023,642429475859,642429477440
381,5/25/2023,646046683390,34,49x19x9,4/5/2023,642429410417,642429411950
382,5/26/2023,646046683404,34,49x20x8,4/3/2023,642429387529,642429385960
383,5/25/2023,646046683415,34,50x23x8,4/5/2023,642429410439,642429411983
384,5/19/2023,646046647120,18,50x14x5,4/5/2023,642429410440,642429411994
385,5/19/2023,646046647130,18,50x14x5,N/A,N/A,N/A
386,5/26/2023,646046688553,34,51x21x8,4/5/2023,642429426894,642429425166
387,5/23/2023,646046667864,18,50x14x6,N/A,N/A,N/A
388,5/25/2023,646046683426,34,24x21x8,4/3/2023,642429386897,642429385331
389,5/23/2023,646046667875,18,50x14x5,N/A,N/A,N/A
390,5/19/2023,646046647141,18,50x14x6,N/A,N/A,N/A
391,5/26/2023,646046683437,34,53x21x8,4/6/2023,642429476097,642429477678
392,5/23/2023,646046667886,18,50x14x5,4/3/2023,642429388157,642429386599
393,5/19/2023,646046647152,18,49x14x5,N/A,N/A,N/A
394,5/19/2023,646046647163,18,50x14x5,N/A,N/A,N/A
395,5/19/2023,646046647174,18,50x14x5,4/5/2023,642429410461,642429412020
396,5/19/2023,646046638982,18,50x14x5,4/5/2023,642429444459,642429446017
397,5/19/2023,646046647185,18,50x14x5,4/5/2023,642429410494,642429412030
398,5/26/2023,646046688564,34,51x21x8,4/5/2023,642429410509,642429412063
399,5/26/2023,646046683448,34,49x20x8,4/5/2023,642429410531,642429412074
400,5/26/2023,646046688575,34,52x20x8,4/5/2023,642429410553,642429412096
401,5/19/2023,646046647196,18,50x14x5,N/A,N/A,N/A
402,5/19/2023,646046647200,18,50x14x5,N/A,N/A,N/A
403,5/19/2023,646046647211,18,50x14x5,N/A,N/A,N/A
404,5/19/2023,646046648799,18,50x14x5,N/A,N/A,N/A
405,5/19/2023,646046647222,18,50x14x5,N/A,N/A,N/A
406,5/19/2023,646046647233,18,50x14x5,N/A,N/A,N/A
407,5/26/2023,646046683459,34,50x20x8,4/5/2023,642429410575,642429412111
408,5/19/2023,646046647244,18,50x14x5,4/5/2023,642429410597,642429412133
409,5/19/2023,646046647255,18,50x14x5,N/A,N/A,N/A
410,5/19/2023,646046647266,18,50x14x5,N/A,N/A,N/A
411,5/19/2023,646046647277,18,49x14x5,N/A,N/A,N/A
412,5/19/2023,646046647288,18,50x14x5,N/A,N/A,N/A
413,5/19/2023,646046647299,18,50x14x5,N/A,N/A,N/A
414,5/19/2023,646046647303,18,50x14x5,N/A,N/A,N/A
