Store #,City,Category,Declaration Category,Declared Items,UPC ,Cat,Sub-Cat,Change Request Action ,Store-UPC,Zahra Comments
512,EL PASO,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,512-78742079646,
512,EL PASO,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,512-78742217307,
512,EL PASO,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,512-78742374581,
512,EL PASO,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,512-78742067735,
512,EL PASO,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,512-78742430218,
512,EL PASO,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,512-78742097473,
512,EL PASO,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,512-78742430195,
512,EL PASO,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,512-78742119076,
512,EL PASO,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,512-78742430225,
512,EL PASO,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,512-78742148786,
512,EL PASO,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,512-41716232163,
512,EL PASO,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,512-78742062570,
512,EL PASO,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,512-78742352282,
512,EL PASO,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,512-78742229799,
512,EL PASO,Frozen Juice,Orange 12 oz - Other Country Style Frozen,GV Orange County Style 12 oz Frozen,78742430843,4,5,No Change,512-78742430843,
512,EL PASO,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,512-78742122373,
512,EL PASO,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,512-78742371672,
512,EL PASO,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,512-16300220017,
512,EL PASO,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,512-78742088198,
512,EL PASO,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,512-78742066929,
512,EL PASO,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,512-78742069906,
512,EL PASO,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,512-78742226903,
512,EL PASO,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,512-78742226897,
512,EL PASO,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,512-16300220055,
512,EL PASO,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,512-78742296609,
512,EL PASO,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,512-16300220062,
512,EL PASO,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,512-78742014678,
512,EL PASO,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,512-78742062099,
512,EL PASO,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,512-78742062037,
512,EL PASO,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,512-78742351889,
512,EL PASO,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,512-78742352022,
512,EL PASO,Milk,1% Quart Milk,Sarah Farms 1% Quart,1.80E+11,52,1,No Change,512-180411000391,
512,EL PASO,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,512-78742351896,
512,EL PASO,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,512-78742352039,
512,EL PASO,Milk,Skim Quart Milk,Sarah Farms Skim Quart,1.80E+11,52,1,No Change,512-180411000407,
512,EL PASO,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,512-78742351865,
512,EL PASO,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,512-78742352008,
512,EL PASO,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,512-78742228822,
512,EL PASO,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,512-78742352169,
512,EL PASO,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,512-78742229126,
513,BIG SPRING,Milk,1% Buttermilk,DFA GANDYS 1% BUTTERMILK HG-064OZ,72650000525,1,3,Add,513-72650000525,
513,BIG SPRING,Milk,1% Quart Milk,DFA GANDYS 1% QT-032OZ,72650000792,52,1,Add,513-72650000792,
513,BIG SPRING,Milk,Whole Quart Milk,DFA GANDYS WHOLE QT-032OZ,72650000037,50,1,Add,513-72650000037,
513,BIG SPRING,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,513-72945611030,
513,BIG SPRING,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,513-78742353272,
513,BIG SPRING,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,513-78742430201,
513,BIG SPRING,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,513-78742079646,
513,BIG SPRING,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,513-78742217307,
513,BIG SPRING,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,513-78742374581,
513,BIG SPRING,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,513-78742067735,
513,BIG SPRING,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,513-78742430218,
513,BIG SPRING,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,513-78742097473,
513,BIG SPRING,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,513-78742430195,
513,BIG SPRING,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,513-78742119076,
513,BIG SPRING,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,513-78742430225,
513,BIG SPRING,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,513-78742148786,
513,BIG SPRING,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,513-41716232163,
513,BIG SPRING,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,513-78742062570,
513,BIG SPRING,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,513-78742352282,
513,BIG SPRING,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,513-78742229799,
513,BIG SPRING,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,513-78742122373,
513,BIG SPRING,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,513-78742371672,
513,BIG SPRING,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,513-16300220017,
513,BIG SPRING,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,513-78742088198,
513,BIG SPRING,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,513-78742066929,
513,BIG SPRING,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,513-78742069906,
513,BIG SPRING,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,513-78742226903,
513,BIG SPRING,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,513-78742226897,
513,BIG SPRING,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,513-16300220055,
513,BIG SPRING,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,513-78742296609,
513,BIG SPRING,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,513-16300220062,
513,BIG SPRING,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,513-78742014678,
513,BIG SPRING,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,513-78742062099,
513,BIG SPRING,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,513-78742062037,
513,BIG SPRING,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,513-78742351889,
513,BIG SPRING,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,513-78742352022,
513,BIG SPRING,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,513-78742351896,
513,BIG SPRING,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,513-78742352039,
513,BIG SPRING,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,513-78742351865,
513,BIG SPRING,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,513-78742352008,
513,BIG SPRING,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,513-78742228822,
513,BIG SPRING,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,513-78742352169,
513,BIG SPRING,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,513-78742229126,
516,GUN BARREL CITY,Milk,1% Buttermilk,PRAIRIE FARMS HILAND LOWFAT BUTTERMILK HG-064OZ,72060025118,1,3,Add,516-72060025118,
516,GUN BARREL CITY,Milk,1% Quart Milk,PRAIRIE FARMS HILAND 1% QT-032OZ,72060000559,52,1,Add,516-72060000559,
516,GUN BARREL CITY,Milk,Skim Quart Milk,PRAIRIE FARMS HILAND SKIM QT-032OZ,72060000863,52,1,Add,516-72060000863,
516,GUN BARREL CITY,Milk,Whole Quart Milk,PRAIRIE FARMS HILAND WHOLE QT-032OZ,72060000122,50,1,Add,516-72060000122,
516,GUN BARREL CITY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,516-72945611030,
516,GUN BARREL CITY,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,516-78742353272,
516,GUN BARREL CITY,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,516-78742430201,
516,GUN BARREL CITY,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,516-78742079646,
516,GUN BARREL CITY,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,516-78742217307,
516,GUN BARREL CITY,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,516-78742374581,
516,GUN BARREL CITY,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,516-78742067735,
516,GUN BARREL CITY,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,516-78742430218,
516,GUN BARREL CITY,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,516-78742097473,
516,GUN BARREL CITY,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,516-78742430195,
516,GUN BARREL CITY,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,516-78742119076,
516,GUN BARREL CITY,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,516-78742430225,
516,GUN BARREL CITY,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,516-78742148786,
516,GUN BARREL CITY,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,516-41716232163,
516,GUN BARREL CITY,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,516-78742062570,
516,GUN BARREL CITY,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,516-78742352282,
516,GUN BARREL CITY,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,516-78742122373,
516,GUN BARREL CITY,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,516-78742371672,
516,GUN BARREL CITY,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,516-16300220017,
516,GUN BARREL CITY,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,516-78742088198,
516,GUN BARREL CITY,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,516-78742066929,
516,GUN BARREL CITY,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,516-78742069906,
516,GUN BARREL CITY,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,516-78742226903,
516,GUN BARREL CITY,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,516-78742226897,
516,GUN BARREL CITY,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,516-16300220055,
516,GUN BARREL CITY,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,516-78742296609,
516,GUN BARREL CITY,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,516-16300220062,
516,GUN BARREL CITY,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,516-78742014678,
516,GUN BARREL CITY,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,516-78742062099,
516,GUN BARREL CITY,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,516-78742062037,
516,GUN BARREL CITY,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,516-78742351889,
516,GUN BARREL CITY,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,516-78742352022,
516,GUN BARREL CITY,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,516-78742351896,
516,GUN BARREL CITY,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,516-78742352039,
516,GUN BARREL CITY,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,516-78742351865,
516,GUN BARREL CITY,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,516-78742352008,
516,GUN BARREL CITY,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,516-78742228822,
516,GUN BARREL CITY,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,516-78742352169,
516,GUN BARREL CITY,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,516-78742229126,
522,CROSBY,Milk,1% Buttermilk,PRAIRIE FARMS HILAND LOWFAT BUTTERMILK HG-064OZ,72060025118,1,3,Add,522-72060025118,
522,CROSBY,Milk,1% Quart Milk,PRAIRIE FARMS HILAND 1% QT-032OZ,72060000559,52,1,Add,522-72060000559,
522,CROSBY,Milk,Skim Quart Milk,PRAIRIE FARMS HILAND SKIM QT-032OZ,72060000863,52,1,Add,522-72060000863,
522,CROSBY,Milk,Whole Quart Milk,PRAIRIE FARMS HILAND WHOLE QT-032OZ,72060000122,50,1,Add,522-72060000122,
522,CROSBY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,522-72945611030,
522,CROSBY,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,522-78742353272,
522,CROSBY,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,522-78742430201,
522,CROSBY,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,522-78742079646,
522,CROSBY,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,522-78742217307,
522,CROSBY,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,522-78742374581,
522,CROSBY,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,522-78742067735,
522,CROSBY,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,522-78742430218,
522,CROSBY,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,522-78742097473,
522,CROSBY,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,522-78742430195,
522,CROSBY,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,522-78742119076,
522,CROSBY,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,522-78742430225,
522,CROSBY,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,522-78742148786,
522,CROSBY,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,522-41716232163,
522,CROSBY,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,522-78742062570,
522,CROSBY,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,522-78742352282,
522,CROSBY,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,522-78742229799,
522,CROSBY,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,522-78742371672,
522,CROSBY,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,522-16300220017,
522,CROSBY,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,522-78742088198,
522,CROSBY,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,522-78742066929,
522,CROSBY,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,522-78742069906,
522,CROSBY,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,522-78742226903,
522,CROSBY,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,522-78742226897,
522,CROSBY,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,522-16300220055,
522,CROSBY,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,522-78742296609,
522,CROSBY,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,522-16300220062,
522,CROSBY,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,522-78742014678,
522,CROSBY,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,522-78742062099,
522,CROSBY,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,522-78742062037,
522,CROSBY,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,522-78742351889,
522,CROSBY,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,522-78742352022,
522,CROSBY,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,522-78742351896,
522,CROSBY,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,522-78742352039,
522,CROSBY,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,522-78742351865,
522,CROSBY,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,522-78742352008,
522,CROSBY,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,522-78742228822,
522,CROSBY,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,522-78742352169,
522,CROSBY,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,522-78742229126,
523,CARTHAGE,Milk,1% Buttermilk,PRAIRIE FARMS HILAND LOWFAT BUTTERMILK HG-064OZ,72060025118,1,3,Add,523-72060025118,
523,CARTHAGE,Milk,1% Quart Milk,PRAIRIE FARMS HILAND 1% QT-032OZ,72060000559,52,1,Add,523-72060000559,
523,CARTHAGE,Milk,Skim Quart Milk,PRAIRIE FARMS HILAND SKIM QT-032OZ,72060000863,52,1,Add,523-72060000863,
523,CARTHAGE,Milk,Whole Quart Milk,PRAIRIE FARMS HILAND WHOLE QT-032OZ,72060000122,50,1,Add,523-72060000122,
523,CARTHAGE,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,523-72945611030,
523,CARTHAGE,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,523-78742353272,
523,CARTHAGE,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,523-78742430201,
523,CARTHAGE,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,523-78742079646,
523,CARTHAGE,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,523-78742217307,
523,CARTHAGE,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,523-78742374581,
523,CARTHAGE,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,523-78742067735,
523,CARTHAGE,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,523-78742430218,
523,CARTHAGE,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,523-78742097473,
523,CARTHAGE,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,523-78742430195,
523,CARTHAGE,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,523-78742119076,
523,CARTHAGE,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,523-78742430225,
523,CARTHAGE,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,523-78742148786,
523,CARTHAGE,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,523-41716232163,
523,CARTHAGE,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,523-78742062570,
523,CARTHAGE,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,523-78742352282,
523,CARTHAGE,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,523-78742229799,
523,CARTHAGE,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,523-78742371672,
523,CARTHAGE,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,523-16300220017,
523,CARTHAGE,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,523-78742088198,
523,CARTHAGE,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,523-78742066929,
523,CARTHAGE,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,523-78742069906,
523,CARTHAGE,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,523-78742226903,
523,CARTHAGE,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,523-78742226897,
523,CARTHAGE,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,523-16300220055,
523,CARTHAGE,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,523-78742296609,
523,CARTHAGE,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,523-16300220062,
523,CARTHAGE,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,523-78742014678,
523,CARTHAGE,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,523-78742062099,
523,CARTHAGE,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,523-78742062037,
523,CARTHAGE,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,523-78742351889,
523,CARTHAGE,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,523-78742352022,
523,CARTHAGE,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,523-78742351896,
523,CARTHAGE,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,523-78742352039,
523,CARTHAGE,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,523-78742351865,
523,CARTHAGE,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,523-78742352008,
523,CARTHAGE,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,523-78742228822,
523,CARTHAGE,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,523-78742352169,
523,CARTHAGE,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,523-78742229126,
524,KENEDY,Milk,1% Buttermilk,DFA OAK FARMS 1% BUTTERMILK HG-064OZ,41271003567,1,3,Add,524-41271003567,
524,KENEDY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,524-72945611030,
524,KENEDY,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,524-78742353272,
524,KENEDY,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,524-78742430201,
524,KENEDY,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,524-78742079646,
524,KENEDY,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,524-78742217307,
524,KENEDY,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,524-78742374581,
