Store #,City,Category,Declaration Category,Declared Items,UPC ,Cat,Sub-Cat,Change Request Action ,Store-UPC,Zahra Comments
1198,SAN ANTONIO,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,1198-78742352008,
1198,SAN ANTONIO,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,1198-78742228822,
1198,SAN ANTONIO,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,1198-78742352169,
1198,SAN ANTONIO,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,1198-78742229126,
1216,CARROLLTON,Milk,1% Buttermilk,PRAIRIE FARMS HILAND LOWFAT BUTTERMILK HG-064OZ,72060025118,1,3,Add,1216-72060025118,
1216,CARROLLTON,Milk,1% Quart Milk,PRAIRIE FARMS HILAND 1% QT-032OZ,72060000559,52,1,Add,1216-72060000559,
1216,CARROLLTON,Milk,Skim Quart Milk,PRAIRIE FARMS HILAND SKIM QT-032OZ,72060000863,52,1,Add,1216-72060000863,
1216,CARROLLTON,Milk,Whole Quart Milk,PRAIRIE FARMS HILAND WHOLE QT-032OZ,72060000122,50,1,Add,1216-72060000122,
1216,CARROLLTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,1216-72945611030,
1216,CARROLLTON,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,1216-78742353272,
1216,CARROLLTON,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,1216-78742430201,
1216,CARROLLTON,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,1216-78742079646,
1216,CARROLLTON,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,1216-78742217307,
1216,CARROLLTON,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,1216-78742374581,
1216,CARROLLTON,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,1216-78742067735,
1216,CARROLLTON,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,1216-78742430218,
1216,CARROLLTON,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,1216-78742097473,
1216,CARROLLTON,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,1216-78742430195,
1216,CARROLLTON,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,1216-78742119076,
1216,CARROLLTON,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,1216-78742430225,
1216,CARROLLTON,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,1216-78742148786,
1216,CARROLLTON,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,1216-41716232163,
1216,CARROLLTON,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,1216-78742062570,
1216,CARROLLTON,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,1216-78742352282,
1216,CARROLLTON,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,1216-78742229799,
1216,CARROLLTON,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,1216-78742122373,
1216,CARROLLTON,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,1216-78742371672,
1216,CARROLLTON,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,1216-16300220017,
1216,CARROLLTON,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,1216-78742088198,
1216,CARROLLTON,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,1216-78742066929,
1216,CARROLLTON,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,1216-78742069906,
1216,CARROLLTON,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,1216-78742226903,
1216,CARROLLTON,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,1216-78742226897,
1216,CARROLLTON,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,1216-16300220055,
1216,CARROLLTON,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,1216-78742296609,
1216,CARROLLTON,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,1216-16300220062,
1216,CARROLLTON,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,1216-78742014678,
1216,CARROLLTON,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,1216-78742062099,
1216,CARROLLTON,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,1216-78742062037,
1216,CARROLLTON,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,1216-78742351889,
1216,CARROLLTON,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,1216-78742352022,
1216,CARROLLTON,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,1216-78742351896,
1216,CARROLLTON,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,1216-78742352039,
1216,CARROLLTON,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,1216-78742351865,
1216,CARROLLTON,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,1216-78742352008,
1216,CARROLLTON,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,1216-78742228822,
1216,CARROLLTON,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,1216-78742352169,
1216,CARROLLTON,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,1216-78742229126,
1232,BELTON,Milk,1% Buttermilk,DFA OAK FARMS 1% BUTTERMILK HG-064OZ,41271003567,1,3,Add,1232-41271003567,
1232,BELTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,1232-72945611030,
1232,BELTON,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,1232-78742353272,
1232,BELTON,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,1232-78742430201,
1232,BELTON,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,1232-78742079646,
1232,BELTON,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,1232-78742217307,
1232,BELTON,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,1232-78742374581,
1232,BELTON,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,1232-78742067735,
1232,BELTON,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,1232-78742430218,
1232,BELTON,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,1232-78742097473,
1232,BELTON,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,1232-78742430195,
1232,BELTON,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,1232-78742119076,
1232,BELTON,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,1232-78742430225,
1232,BELTON,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,1232-78742148786,
1232,BELTON,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,1232-41716232163,
1232,BELTON,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,1232-78742062570,
1232,BELTON,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,1232-78742352282,
1232,BELTON,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,1232-78742229799,
1232,BELTON,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,1232-78742122373,
1232,BELTON,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,1232-78742371672,
1232,BELTON,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,1232-16300220017,
1232,BELTON,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,1232-78742088198,
1232,BELTON,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,1232-78742066929,
1232,BELTON,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,1232-78742069906,
1232,BELTON,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,1232-78742226903,
1232,BELTON,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,1232-78742226897,
1232,BELTON,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,1232-16300220055,
1232,BELTON,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,1232-78742296609,
1232,BELTON,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,1232-16300220062,
1232,BELTON,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,1232-78742014678,
1232,BELTON,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,1232-78742062099,
1232,BELTON,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,1232-78742062037,
1232,BELTON,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,1232-78742351889,
1232,BELTON,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,1232-78742352022,
1232,BELTON,Milk,1% Quart Milk,DFA OAK FARMS 1% QT-032OZ,70026351264,52,1,No Change,1232-70026351264,
1232,BELTON,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,1232-78742351896,
1232,BELTON,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,1232-78742352039,
1232,BELTON,Milk,Skim Quart Milk,DFA OAK FARMS WHOLE QT-032OZ,41271004113,50,1,No Change,1232-41271004113,
1232,BELTON,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,1232-78742351865,
1232,BELTON,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,1232-78742352008,
1232,BELTON,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,1232-78742228822,
1232,BELTON,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,1232-78742352169,
1232,BELTON,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,1232-78742229126,
1235,SAN ANTONIO,Milk,1% Buttermilk,DFA OAK FARMS 1% BUTTERMILK HG-064OZ,41271003567,1,3,Add,1235-41271003567,
1235,SAN ANTONIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,1235-72945611030,
1235,SAN ANTONIO,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,1235-78742353272,
1235,SAN ANTONIO,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,1235-78742430201,
1235,SAN ANTONIO,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,1235-78742079646,
1235,SAN ANTONIO,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,1235-78742217307,
1235,SAN ANTONIO,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,1235-78742374581,
1235,SAN ANTONIO,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,1235-78742067735,
1235,SAN ANTONIO,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,1235-78742430218,
1235,SAN ANTONIO,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,1235-78742097473,
1235,SAN ANTONIO,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,1235-78742430195,
1235,SAN ANTONIO,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,1235-78742119076,
1235,SAN ANTONIO,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,1235-78742430225,
1235,SAN ANTONIO,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,1235-78742148786,
1235,SAN ANTONIO,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,1235-41716232163,
1235,SAN ANTONIO,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,1235-78742062570,
1235,SAN ANTONIO,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,1235-78742352282,
1235,SAN ANTONIO,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,1235-78742229799,
1235,SAN ANTONIO,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,1235-78742122373,
1235,SAN ANTONIO,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,1235-78742371672,
1235,SAN ANTONIO,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,1235-16300220017,
1235,SAN ANTONIO,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,1235-78742088198,
1235,SAN ANTONIO,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,1235-78742066929,
1235,SAN ANTONIO,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,1235-78742069906,
1235,SAN ANTONIO,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,1235-78742226903,
1235,SAN ANTONIO,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,1235-78742226897,
1235,SAN ANTONIO,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,1235-16300220055,
1235,SAN ANTONIO,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,1235-78742296609,
1235,SAN ANTONIO,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,1235-16300220062,
1235,SAN ANTONIO,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,1235-78742014678,
1235,SAN ANTONIO,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,1235-78742062099,
1235,SAN ANTONIO,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,1235-78742062037,
1235,SAN ANTONIO,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,1235-78742351889,
1235,SAN ANTONIO,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,1235-78742352022,
1235,SAN ANTONIO,Milk,1% Quart Milk,DFA OAK FARMS 1% QT-032OZ,70026351264,52,1,No Change,1235-70026351264,
1235,SAN ANTONIO,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,1235-78742351896,
1235,SAN ANTONIO,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,1235-78742352039,
1235,SAN ANTONIO,Milk,Skim Quart Milk,DFA OAK FARMS WHOLE QT-032OZ,41271004113,50,1,No Change,1235-41271004113,
1235,SAN ANTONIO,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,1235-78742351865,
1235,SAN ANTONIO,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,1235-78742352008,
1235,SAN ANTONIO,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,1235-78742228822,
1235,SAN ANTONIO,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,1235-78742352169,
1235,SAN ANTONIO,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,1235-78742229126,
1249,SAN ANGELO,Milk,1% Buttermilk,DFA GANDYS 1% BUTTERMILK HG-064OZ,72650000525,1,3,Add,1249-72650000525,
1249,SAN ANGELO,Milk,1% Quart Milk,DFA GANDYS 1% QT-032OZ,72650000792,52,1,Add,1249-72650000792,
1249,SAN ANGELO,Milk,Whole Quart Milk,DFA GANDYS WHOLE QT-032OZ,72650000037,50,1,Add,1249-72650000037,
1249,SAN ANGELO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,1249-72945611030,
1249,SAN ANGELO,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,1249-78742353272,
1249,SAN ANGELO,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,1249-78742430201,
1249,SAN ANGELO,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,1249-78742079646,
1249,SAN ANGELO,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,1249-78742217307,
1249,SAN ANGELO,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,1249-78742374581,
1249,SAN ANGELO,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,1249-78742067735,
1249,SAN ANGELO,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,1249-78742430218,
1249,SAN ANGELO,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,1249-78742097473,
1249,SAN ANGELO,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,1249-78742430195,
1249,SAN ANGELO,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,1249-78742119076,
1249,SAN ANGELO,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,1249-78742430225,
1249,SAN ANGELO,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,1249-78742148786,
1249,SAN ANGELO,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,1249-41716232163,
1249,SAN ANGELO,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,1249-78742062570,
1249,SAN ANGELO,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,1249-78742352282,
1249,SAN ANGELO,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,1249-78742229799,
1249,SAN ANGELO,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,1249-78742122373,
1249,SAN ANGELO,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,1249-78742371672,
1249,SAN ANGELO,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,1249-16300220017,
1249,SAN ANGELO,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,1249-78742088198,
1249,SAN ANGELO,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,1249-78742066929,
1249,SAN ANGELO,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,1249-78742069906,
1249,SAN ANGELO,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,1249-78742226903,
1249,SAN ANGELO,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,1249-78742226897,
1249,SAN ANGELO,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,1249-16300220055,
1249,SAN ANGELO,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,1249-78742296609,
1249,SAN ANGELO,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,1249-16300220062,
1249,SAN ANGELO,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,1249-78742014678,
1249,SAN ANGELO,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,1249-78742062099,
1249,SAN ANGELO,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,1249-78742062037,
1249,SAN ANGELO,Milk,1% Gallon Milk,GV 1% Milk Gallon,78742351889,1,2,No Change,1249-78742351889,
1249,SAN ANGELO,Milk,1% Half Gallon Milk,GV 1% Milk Half Gallon,78742352022,1,6,No Change,1249-78742352022,
1249,SAN ANGELO,Milk,Skim Gallon Milk,GV Skim Milk Gallon,78742351896,1,2,No Change,1249-78742351896,
1249,SAN ANGELO,Milk,Skim Half Gallon Milk,GV Skim Milk Half Gallon,78742352039,1,6,No Change,1249-78742352039,
1249,SAN ANGELO,Milk,Whole Gallon Milk,GV Whole Milk Gallon,78742351865,51,1,No Change,1249-78742351865,
1249,SAN ANGELO,Milk,Whole Half Gallon Milk,GV Whole Milk Half Gallon,78742352008,51,2,No Change,1249-78742352008,
1249,SAN ANGELO,Refrigerated Juice,Orange 64 oz Country Style Refrigerated,GV Orange Country Style 64 oz R,78742228822,4,4,No Change,1249-78742228822,
1249,SAN ANGELO,Refrigerated Juice,Orange 64 oz Refrigerated,GV Orange Juice 64 oz R,78742352169,4,4,No Change,1249-78742352169,
1249,SAN ANGELO,Refrigerated Juice,Orange 64 oz w/ Calcium Refrigerated,GV Orange w calc Juice 64 oz R,78742229126,4,4,No Change,1249-78742229126,
1253,AUSTIN,Milk,1% Buttermilk,PRAIRIE FARMS HILAND LOWFAT BUTTERMILK HG-064OZ,72060025118,1,3,Add,1253-72060025118,
1253,AUSTIN,Milk,1% Quart Milk,PRAIRIE FARMS HILAND 1% QT-032OZ,72060000559,52,1,Add,1253-72060000559,
1253,AUSTIN,Milk,Skim Quart Milk,PRAIRIE FARMS HILAND SKIM QT-032OZ,72060000863,52,1,Add,1253-72060000863,
1253,AUSTIN,Milk,Whole Quart Milk,PRAIRIE FARMS HILAND WHOLE QT-032OZ,72060000122,50,1,Add,1253-72060000122,
1253,AUSTIN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,72945611030,16,1,No Change,1253-72945611030,
1253,AUSTIN,Cheese,American,GV Deluxe Sliced American ,78742353272,2,12,No Change,1253-78742353272,
1253,AUSTIN,Cheese,Colby 1 lb,GV Colby 1lb,78742430201,2,12,No Change,1253-78742430201,
1253,AUSTIN,Cheese,Colby Jack 1 lb,GV Colby Jack,78742079646,2,12,No Change,1253-78742079646,
1253,AUSTIN,Cheese,Med Cheddar 1 lb,GV Med Cheddar 1lb,78742217307,2,12,No Change,1253-78742217307,
1253,AUSTIN,Cheese,Mild Cheddar 1 lb,GV Mild Cheddar 1lb,78742374581,2,12,No Change,1253-78742374581,
1253,AUSTIN,Cheese,Mild Cheddar 2 lb,GV Mild Cheddar 2lb,78742067735,2,12,No Change,1253-78742067735,
1253,AUSTIN,Cheese,Monterey Jack - 1 lb,GV Mont Jack,78742430218,2,12,No Change,1253-78742430218,
1253,AUSTIN,Cheese,Monterey Jack - 2 lb,GV Mont Jack,78742097473,2,12,No Change,1253-78742097473,
1253,AUSTIN,Cheese,Mozzarella 1 lb,GV Mozzarella,78742430195,2,12,No Change,1253-78742430195,
1253,AUSTIN,Cheese,Mozzarella 2 lb,GV Mozzarella,78742119076,2,12,No Change,1253-78742119076,
1253,AUSTIN,Cheese,Sharp Cheddar 1 lb,GV Sharp Cheddar 1lb,78742430225,2,12,No Change,1253-78742430225,
1253,AUSTIN,Cheese,Sharp Cheddar 2 lb,GV Sharp Cheddar 2lb,78742148786,2,12,No Change,1253-78742148786,
1253,AUSTIN,Cheese,String ,Frigo String Cheese,41716232163,2,12,No Change,1253-41716232163,
1253,AUSTIN,Cheese,X Sharp Cheddar 1 lb,GV XSharp Cheddar 1lb,78742062570,2,12,No Change,1253-78742062570,
1253,AUSTIN,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,78742352282,4,5,No Change,1253-78742352282,
1253,AUSTIN,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,78742229799,4,5,No Change,1253-78742229799,
1253,AUSTIN,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,78742122373,4,5,No Change,1253-78742122373,
1253,AUSTIN,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,78742371672,4,5,No Change,1253-78742371672,
1253,AUSTIN,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,16300220017,4,5,No Change,1253-16300220017,
1253,AUSTIN,Juice,Apple 64 oz.,GV Apple 64 oz,78742088198,4,4,No Change,1253-78742088198,
1253,AUSTIN,Juice,Cranberry 64 oz,GV Cranberry 64 oz,78742066929,4,4,No Change,1253-78742066929,
1253,AUSTIN,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,78742069906,4,4,No Change,1253-78742069906,
1253,AUSTIN,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,78742226903,4,4,No Change,1253-78742226903,
1253,AUSTIN,Juice,Grape White 64 oz.,GV Grape White 64 oz,78742226897,4,4,No Change,1253-78742226897,
1253,AUSTIN,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,16300220055,4,5,No Change,1253-16300220055,
1253,AUSTIN,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,78742296609,4,4,No Change,1253-78742296609,
1253,AUSTIN,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,16300220062,4,5,No Change,1253-16300220062,
1253,AUSTIN,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,78742014678,4,4,No Change,1253-78742014678,
1253,AUSTIN,Juice,Tomato 64 oz,GV Tomato 64 oz,78742062099,4,4,No Change,1253-78742062099,
1253,AUSTIN,Juice,Vegetable 64 oz,GV Vegetable 64 oz,78742062037,4,4,No Change,1253-78742062037,
