Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Pallet  Count
3409,TBD,TBD,TBD,TBD
3411,9/16/2021,7 am to 6 pm,Shred It ,1
3412,TBD,TBD,TBD,TBD
3414,3/12/2021,7 am to 6 pm,Shred It ,1
3415,No Service required per store,7 am to 6 pm,Shred It ,0
3417,2/23/2021,7 am to 6 pm,Shred It ,1
3418,3/9/2021,7 am to 6 pm,Shred It ,2
3419,6/24/2021,7 am to 6 pm,Shred It ,3
3420,TBD,TBD,TBD,TBD
3422,10/5/2021,7 am to 6 pm,Shred It ,10
3423,TBD,TBD,TBD,TBD
3424,TBD,TBD,TBD,TBD
3425,7/24/2021,7 am to 6 pm,Shred It ,13
3427,TBD,TBD,TBD,TBD
3428,3/22/2021,7 am to 6 pm,Shred It ,8
3429,TBD,TBD,TBD,TBD
3430,TBD,TBD,TBD,TBD
3431,TBD,TBD,TBD,TBD
3432,TBD,TBD,TBD,TBD
3433,TBD,TBD,TBD,TBD
3434,TBD,TBD,TBD,TBD
3435,TBD,TBD,TBD,TBD
3436,TBD,TBD,TBD,TBD
3439,5/4/2021,7 am to 6 pm,Shred It ,2
3442,No service required per store,7 am to 6 pm,Shred It ,0
3443,TBD,TBD,TBD,TBD
3445,TBD,TBD,TBD,TBD
3447,1/14/2022,7 am to 6 pm,Shred It ,9
3449,7/15/2021,7 am to 6 pm,Shred It ,2
3450,TBD,TBD,TBD,TBD
3452,7/24/2021,7 am to 6 pm,Shred It ,5
3453,TBD,TBD,TBD,TBD
3454,No Service required per store,7 am to 6 pm,Shred It ,0
3455,TBD,TBD,TBD,TBD
3456,9/16/2021,7 am to 6 pm,Shred It ,2
3457,TBD,TBD,TBD,TBD
3458,TBD,TBD,TBD,TBD
3459,9/29/2021,7 am to 6 pm,Shred It ,2
3460,TBD,TBD,TBD,TBD
3461,3/17/2021,7 am to 6 pm,Shred It ,6
3462,3/9/2022,7 am to 6 pm,Shred It ,3
3463,3/12/2021,7 am to 6 pm,Shred It ,6
3464,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
3465,TBD,TBD,TBD,TBD
3469,TBD,TBD,TBD,TBD
3471,No Service required per store,7 am to 6 pm,Shred It ,0
3472,7/12/2021,7 am to 6 pm,Shred It ,4
3473,TBD,TBD,TBD,TBD
3474,3/25/2021,7 am to 6 pm,Shred It ,15
3475,TBD,TBD,TBD,TBD
3476,TBD,TBD,TBD,TBD
3477,TBD,TBD,TBD,TBD
3478,7/19/2021,7 am to 6 pm,Shred It ,7
3479,TBD,TBD,TBD,TBD
3480,TBD,TBD,TBD,TBD
3481,TBD,TBD,TBD,TBD
3482,TBD,TBD,TBD,TBD
3483,6/1/2021,7 am to 6 pm,Shred It ,11
3484,5/7/2021,7 am to 6 pm,Shred It ,5
3485,TBD,TBD,TBD,TBD
3486,TBD,TBD,TBD,TBD
3487,TBD,TBD,TBD,TBD
3488,TBD,TBD,TBD,TBD
3489,TBD,TBD,TBD,TBD
3490,TBD,TBD,TBD,TBD
3491,TBD,TBD,TBD,TBD
3492,TBD,TBD,TBD,TBD
3493,9/2/2021,7 am to 6 pm,Shred It ,12
3494,TBD,TBD,TBD,TBD
3495,TBD,TBD,TBD,TBD
3497,TBD,TBD,TBD,TBD
3498,TBD,TBD,TBD,TBD
3499,TBD,TBD,TBD,TBD
3500,9/23/2021,7 am to 6 pm,Shred It ,1
3501,9/22/2021,7 am to 6 pm,Shred It ,4
3502,1/13/2022,7 am to 6 pm,Shred It ,1
3503,TBD,TBD,TBD,TBD
3504,8/20/2021,7 am to 6 pm,Shred It ,2
3505,TBD,TBD,TBD,TBD
3508,1/11/2022,7 am to 6 pm,Shred It ,3
3509,7/24/2021,7 am to 6 pm,Shred It ,4
3510,7/10/2021,7 am to 6 pm,Shred It ,2
3511,7/12/2021,7 am to 6 pm,Shred It ,4
3512,TBD,TBD,TBD,TBD
3513,9/15/2021,7 am to 6 pm,Shred It ,10
3514,TBD,TBD,TBD,TBD
3515,TBD,TBD,TBD,TBD
3516,TBD,TBD,TBD,TBD
3517,6/3/2021,7 am to 6 pm,Shred It ,3
3518,TBD,TBD,TBD,TBD
3520,TBD,TBD,TBD,TBD
3521,7/15/2021,7 am to 6 pm,Shred It ,2
3522,TBD,TBD,TBD,TBD
3523,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
3524,TBD,TBD,TBD,TBD
3525,7/26/2021,7 am to 6 pm,Shred It ,5
3526,No Service required per store,7 am to 6 pm,Shred It ,0
3527,2/25/2021,7 am to 6 pm,Shred It ,10
3528,6/8/2021,7 am to 6 pm,Shred It ,5
3529,TBD,TBD,TBD,TBD
3530,7/15/2021,7 am to 6 pm,Shred It ,7
3531,7/16/2021,7 am to 6 pm,Shred It ,6
3533,TBD,TBD,TBD,TBD
3534,10/14/2021,7 am to 6 pm,Shred It ,7
3535,TBD,TBD,TBD,TBD
3537,7/28/2021,7 am to 6 pm,Shred It ,4
3538,2/23/2021,7 am to 6 pm,Shred It ,1
3541,TBD,TBD,TBD,TBD
3542,7/24/2021,7 am to 6 pm,Shred It ,4
3543,TBD,TBD,TBD,TBD
3544,TBD,TBD,TBD,TBD
3545,TBD,TBD,TBD,TBD
3546,TBD,TBD,TBD,TBD
3547,TBD,TBD,TBD,TBD
3548,6/4/2021,7 am to 6 pm,Shred It ,3
3549,TBD,TBD,TBD,TBD
3560,TBD,TBD,TBD,TBD
3561,TBD,TBD,TBD,TBD
3562,TBD,TBD,TBD,TBD
3563,TBD,TBD,TBD,TBD
3564,TBD,TBD,TBD,TBD
3566,TBD,TBD,TBD,TBD
3567,6/29/2021,7 am to 6 pm,Shred It ,5
3568,7/14/2021,7 am to 6 pm,Shred It ,5
3569,5/18/2021,7 am to 6 pm,Shred It ,2
3570,3/23/2021,7 am to 6 pm,Shred It ,11
3571,TBD,TBD,TBD,TBD
3572,TBD,TBD,TBD,TBD
3573,TBD,TBD,TBD,TBD
3574,No Service required per store,7 am to 6 pm,Shred It ,0
3579,7/24/2021,7 am to 6 pm,Shred It ,1
3580,9/30/2021,7 am to 6 pm,Shred It ,7
3581,4/16/2021,7 am to 6 pm,Shred It ,3
3582,TBD,TBD,TBD,TBD
3583,7/6/2021,7 am to 6 pm,Shred It ,5
3584,7/10/2021,7 am to 6 pm,Shred It ,7
3585,7/10/2021,7 am to 6 pm,Shred It ,3
3587,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,4
3588,TBD,TBD,TBD,TBD
3589,No Service required per store,7 am to 6 pm,Shred It ,0
3590,7/24/2021,7 am to 6 pm,Shred It ,3
3591,TBD,TBD,TBD,TBD
3593,3/24/2021,7 am to 6 pm,Shred It ,4
3594,7/1/2021,7 am to 6 pm,Shred It ,2
3595,TBD,TBD,TBD,TBD
3596,TBD,TBD,TBD,TBD
3597,TBD,TBD,TBD,TBD
3598,TBD,TBD,TBD,TBD
3599,9/24/2021,7 am to 6 pm,Shred It ,2
3600,9/16/2021,7 am to 6 pm,Shred It ,1
3601,1/20/2022,7 am to 6 pm,Shred It ,20
3602,TBD,TBD,TBD,TBD
3603,No Service Required per Store,n/a,n/a,0
3604,TBD,TBD,TBD,TBD
3605,9/9/2021,7 am to 6 pm,Shred It ,2
3606,TBD,TBD,TBD,TBD
3607,TBD,TBD,TBD,TBD
3608,5/7/2021,7 am to 6 pm,Shred It ,3
3609,2/23/2022,7 am to 6 pm,Shred It ,3
3610,1/10/2022,7 am to 6 pm,Shred It ,20
3611,3/4/2022,7 am to 6 pm,Shred It ,11
3612,TBD,TBD,TBD,TBD
3614,9/24/2021,7 am to 6 pm,Shred It ,2
3615,9/28/2021,7 am to 6 pm,Shred It ,2
3616,6/8/2021,7 am to 6 pm,Shred It ,3
3617,TBD,TBD,TBD,TBD
3619,TBD,TBD,TBD,TBD
3620,7/20/2021,7 am to 6 pm,Shred It ,7
3621,3/8/2022,7 am to 6 pm,Shred It ,1
3622,9/24/2021,7 am to 6 pm,Shred It ,1
3623,TBD,TBD,TBD,TBD
3624,TBD,TBD,TBD,TBD
3625,2/26/2021,7 am to 6 pm,Shred It ,12
3626,TBD,TBD,TBD,TBD
3627,5/26/2021,7 am to 6 pm,Shred It ,2
3628,TBD,TBD,TBD,TBD
3629,10/1/2021,7 am to 6 pm,Shred It ,1
3630,TBD,TBD,TBD,TBD
3631,TBD,TBD,TBD,TBD
3632,TBD,TBD,TBD,TBD
3633,TBD,TBD,TBD,TBD
3634,8/24/2021,7 am to 6 pm,Shred It ,12
3635,7/14/2021,7 am to 6 pm,Shred It ,1
3637,TBD,TBD,TBD,TBD
3638,8/24/2021,7 am to 6 pm,Shred It ,2
3639,TBD,TBD,TBD,TBD
3640,7/10/2021,7 am to 6 pm,Shred It ,7
3641,TBD,TBD,TBD,TBD
3643,TBD,TBD,TBD,TBD
3644,TBD,TBD,TBD,TBD
3645,TBD,TBD,TBD,TBD
3646,8/13/2021,7 am to 6 pm,Shred It ,2
3648,TBD,TBD,TBD,TBD
3650,TBD,TBD,TBD,TBD
3652,TBD,TBD,TBD,TBD
3653,6/24/2021,7 am to 6 pm,Shred It ,1
3654,10/15/2021,7 am to 6 pm,Shred It ,1
3655,6/11/2021,7 am to 6 pm,Shred It ,4
3656,TBD,TBD,TBD,TBD
3658,TBD,TBD,TBD,TBD
3659,TBD,TBD,TBD,TBD
3660,TBD,TBD,TBD,TBD
3661,9/17/2021,7 am to 6 pm,Shred It ,2
3700,TBD,TBD,TBD,TBD
3701,TBD,TBD,TBD,TBD
3702,4/5/2021,7 am to 6 pm,Shred It ,11
3703,6/24/2021,7 am to 6 pm,Shred It ,2
3705,7/21/2021,7 am to 6 pm,Shred It ,9
3708,TBD,TBD,TBD,TBD
3709,9/30/2021,7 am to 6 pm,Shred It ,17
3710,3/8/2022,7 am to 6 pm,Shred It ,7
3712,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,1
3713,TBD,TBD,TBD,TBD
3717,TBD,TBD,TBD,TBD
3720,TBD,TBD,TBD,TBD
3722,3/30/2021,7 am to 6 pm,Shred It ,5
3723,9/27/2021,7 am to 6 pm,Shred It ,2
3724,TBD,TBD,TBD,TBD
3725,9/22/2021,7 am to 6 pm,Shred It ,20
3726,10/5/2021,7 am to 6 pm,Shred It ,11
3727,6/25/2021,7 am to 6 pm,Shred It ,4
3728,8/26/2021,7 am to 6 pm,Shred It ,5
3729,8/24/2021,7 am to 6 pm,Shred It ,3
3730,7/9/2021,7 am to 6 pm,Shred It ,5
3731,TBD,TBD,TBD,TBD
3732,TBD,TBD,TBD,TBD
3733,7/22/2021,7 am to 6 pm,Shred It ,5
3734,9/16/2021,7 am to 6 pm,Shred It ,4
3736,6/25/2021,7 am to 6 pm,Shred It ,3
3738,4/6/2021,7 am to 6 pm,Shred It ,3
3739,7/15/2021,7 am to 6 pm,Shred It ,5
3740,TBD,TBD,TBD,TBD
3741,5/27/2021,7 am to 6 pm,Shred It ,8
3742,No Service required per store,7 am to 6 pm,Shred It ,0
3743,No Service required per store,7 am to 6 pm,Shred It ,0
3745,6/9/2021,7 am to 6 pm,Shred It ,1
3746,6/4/2021,7 am to 6 pm,Shred It ,2
3747,TBD,TBD,TBD,TBD
3748,2/25/2022,7 am to 6 pm,Shred It ,5
3749,TBD,TBD,TBD,TBD
3750,3/17/2021,7 am to 6 pm,Shred It ,3
3751,7/16/2021,7 am to 6 pm,Shred It ,1
3752,No Service required per store,7 am to 6 pm,Shred It ,0
3754,8/31/2021,7 am to 6 pm,Shred It ,1
3757,No Service required per store,7 am to 6 pm,Shred It ,0
3758,7/20/2021,7 am to 6 pm,Shred It ,2
3760,7/20/2021,7 am to 6 pm,Shred It ,4
3761,7/20/2021,7 am to 6 pm,Shred It ,5
3762,TBD,TBD,TBD,TBD
3763,TBD,TBD,TBD,TBD
3764,9/14/2012,7 am to 6 pm,Shred It ,4
3765,TBD,TBD,TBD,TBD
3768,TBD,TBD,TBD,TBD
3770,TBD,TBD,TBD,TBD
3771,TBD,TBD,TBD,TBD
3772,10/13/2021,7 am to 6 pm,Shred It ,2
3773,TBD,TBD,TBD,TBD
3774,TBD,TBD,TBD,TBD
3775,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,3
3777,TBD,TBD,TBD,TBD
3778,TBD,TBD,TBD,TBD
3780,TBD,TBD,TBD,TBD
3781,TBD,TBD,TBD,TBD
3782,2/15/2021,7 am to 6 pm,Shred It ,1
3783,TBD,TBD,TBD,TBD
3784,TBD,TBD,TBD,TBD
3785,5/7/2021,7 am to 6 pm,Shred It ,3
3786,TBD,TBD,TBD,TBD
3788,6/1/2021,7 am to 6 pm,Shred It ,5
3789,8/23/2021,7 am to 6 pm,Shred It ,4
3790,TBD,TBD,TBD,TBD
3791,9/2/2021,7 am to 6 pm,Shred It ,9
3792,10/1/2021,7 am to 6 pm,Shred It ,6
3794,7/27/2021,7 am to 6 pm,Shred It ,7
3795,TBD,TBD,TBD,TBD
3796,2/23/2022,7 am to 6 pm,Shred It ,6
3799,TBD,TBD,TBD,TBD
3801,No Service required per store,7 am to 6 pm,Shred It ,0
3802,TBD,TBD,TBD,TBD
3803,TBD,TBD,TBD,TBD
3804,TBD,TBD,TBD,TBD
3805,TBD,TBD,TBD,TBD
3806,7/22/2021,7 am to 6 pm,Shred It ,9
3807,7/13/2021,7 am to 6 pm,Shred It ,6
3809,TBD,TBD,TBD,TBD
3810,TBD,TBD,TBD,TBD
3812,1/14/2022,7 am to 6 pm,Shred It ,5
3816,TBD,TBD,TBD,TBD
3817,3/10/2021,7 am to 6 pm,Shred It ,2
3823,TBD,TBD,TBD,TBD
3824,No Service required per store,7 am to 6 pm,Shred It ,0
3825,TBD,TBD,TBD,TBD
3826,9/28/2021,7 am to 6 pm,Shred It ,10
3827,7/10/2021,7 am to 6 pm,Shred It ,1
3828,TBD,TBD,TBD,TBD
3829,7/23/2021,7 am to 6 pm,Shred It ,16
3830,TBD,TBD,TBD,TBD
3831,TBD,TBD,TBD,TBD
3833,TBD,TBD,TBD,TBD
3835,TBD,TBD,TBD,TBD
3837,TBD,TBD,TBD,TBD
3838,3/29/2021,7 am to 6 pm,Shred It ,10
3840,TBD,TBD,TBD,TBD
3842,TBD,TBD,TBD,TBD
3843,TBD,TBD,TBD,TBD
3844,TBD,TBD,TBD,TBD
3845,TBD,TBD,TBD,TBD
3846,5/6/25021,7 am to 6 pm,Shred It ,3
3847,TBD,TBD,TBD,TBD
3848,9/15/2021,7 am to 6 pm,Shred It ,4
3850,7/15/2021,7 am to 6 pm,Shred It ,7
3851,TBD,TBD,TBD,TBD
3852,7/26/2021,7 am to 6 pm,Shred It ,3
3853,9/14/2021,7 am to 6 pm,Shred It ,4
3857,7/21/2021,7 am to 6 pm,Shred It ,5
3858,2/16/2021,7 am to 6 pm,Shred It ,7
3860,TBD,TBD,TBD,TBD
3861,5/26/2021,7 am to 6 pm,Shred It ,12
3862,3/30/2021,7 am to 6 pm,Shred It ,3
3864,TBD,TBD,TBD,TBD
3867,TBD,TBD,TBD,TBD
3868,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,6
3869,TBD,TBD,TBD,TBD
3870,TBD,TBD,TBD,TBD
3872,8/16/2021,7 am to 6 pm,Shred It ,1
3874,TBD,TBD,TBD,TBD
3875,TBD,TBD,TBD,TBD
3876,TBD,TBD,TBD,TBD
3877,3/26/2021,7 am to 6 pm,Shred It ,9
3880,10/15/2021,7 am to 6 pm,Shred It ,1
3883,6/29/2021,7 am to 6 pm,Shred It ,2
3884,7/19/2021,7 am to 6 pm,Shred It ,2
3885,TBD,TBD,TBD,TBD
3886,6/30/2021,7 am to 6 pm,Shred It ,3
3887,3/11/2021,7 am to 6 pm,Shred It ,2
3888,7/13/2021,7 am to 6 pm,Shred It ,6
3889,TBD,TBD,TBD,TBD
3891,10/5/2021,7 am to 6 pm,Shred It ,9
3893,TBD,TBD,TBD,TBD
3894,TBD,TBD,TBD,TBD
3896,7/28/2021,7 am to 6 pm,Shred It ,7
3897,7/16/2021,7 am to 6 pm,Shred It ,4
3899,8/13/2021,7 am to 6 pm,Shred It ,3
3912,TBD,TBD,TBD,TBD
3935,3/8/2021,7 am to 6 pm,Shred It ,1
3947,TBD,TBD,TBD,TBD
3959,9/29/2021,7 am to 6 pm,Shred It ,2
3988,TBD,TBD,TBD,TBD
3990,5/13/2021,7 am to 6 pm,Shred It ,1
4046,TBD,TBD,TBD,TBD
4048,6/17/2021,7 am to 6 pm,Shred It ,2
4049,9/15/2021,7 am to 6 pm,Shred It ,2
4053,9/16/2021,7 am to 6 pm,Shred It ,3
4054,10/7/2021,7 am to 6 pm,Shred It ,2
4055,7/16/2021,7 am to 6 pm,Shred It ,3
4056,TBD,TBD,TBD,TBD
4057,TBD,TBD,TBD,TBD
4063,2/22/2021,7 am to 6 pm,Shred It ,5
4064,TBD,TBD,TBD,TBD
4065,TBD,TBD,TBD,TBD
4068,TBD,TBD,TBD,TBD
4100,TBD,TBD,TBD,TBD
4101,TBD,TBD,TBD,TBD
4102,7/15/2021,7 am to 6 pm,Shred It ,1
4103,7/2/2021,7 am to 6 pm,Shred It ,3
4104,7/15/2021,7 am to 6 pm,Shred It ,2
4105,9/17/2021,7 am to 6 pm,Shred It ,1
4108,TBD,TBD,TBD,TBD
4111,7/10/2021,7 am to 6 pm,Shred It ,4
4112,7/16/2021,7 am to 6 pm,Shred It ,4
4114,7/15/2021,7 am to 6 pm,Shred It ,2
4115,7/16/2021,7 am to 6 pm,Shred It ,1
4118,TBD,TBD,TBD,TBD
4127,2/22/2022,7 am to 6 pm,Shred It ,1
4128,TBD,TBD,TBD,TBD
4129,6/15/2021,7 am to 6 pm,Shred It ,3
4130,TBD,TBD,TBD,TBD
4131,7/16/2021,7 am to 6 pm,Shred It ,2
4132,2/26/2022,7 am to 6 pm,Shred It ,5
4134,TBD,TBD,TBD,TBD
4137,7/28/2021,7 am to 6 pm,Shred It ,2
4138,6/18/2021,7 am to 6 pm,Shred It ,5
4139,1/11/2022,7 am to 6 pm,Shred It ,4
4140,3/3/2021,7 am to 6 pm,Shred It ,2
4141,3/8/2021,7 am to 6 pm,Shred It ,2
4142,3/5/2021,7 am to 6 pm,Shred It ,2
4144,3/23/2021,7 am to 6 pm,Shred It ,7
4145,TBD,TBD,TBD,TBD
4147,No Service required per store,7 am to 6 pm,Shred It ,0
4148,No Service required per store,7 am to 6 pm,Shred It ,0
4153,TBD,TBD,TBD,TBD
4156,TBD,TBD,TBD,TBD
4157,9/15/2021,7 am to 6 pm,Shred It ,3
4159,3/22/2021,7 am to 6 pm,Shred It ,2
4160,2/26/2021,7 am to 6 pm,Shred It ,1
4161,TBD,TBD,TBD,TBD
4162,7/14/2021,7 am to 6 pm,Shred It ,4
4163,TBD,TBD,TBD,TBD
4164,TBD,TBD,TBD,TBD
4165,TBD,TBD,TBD,TBD
4166,TBD,TBD,TBD,TBD
4168,TBD,TBD,TBD,TBD
4169,TBD,TBD,TBD,TBD
4171,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,3
4174,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,1
4176,7/21/2021,7 am to 6 pm,Shred It ,3
4178,TBD,TBD,TBD,TBD
4180,7/15/2021,7 am to 6 pm,Shred It ,3
4182,7/15/2021,7 am to 6 pm,Shred It ,1
4183,No Service required per store,7 am to 6 pm,Shred It ,0
4184,9/28/2021,7 am to 6 pm,Shred It ,4
4185,2/23/2022,7 am to 6 pm,Shred It ,1
4187,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
4188,No Service required per store,7 am to 6 pm,Shred It ,0
4189,5/11/2021,7 am to 6 pm,Shred It ,4
4191,TBD,TBD,TBD,TBD
4193,7/14/2021,7 am to 6 pm,Shred It ,1
4194,TBD,TBD,TBD,TBD
4195,TBD,TBD,TBD,TBD
4196,TBD,TBD,TBD,TBD
4197,3/2/2021,7 am to 6 pm,Shred It ,1
4198,10/6/2021,7 am to 6 pm,Shred It ,1
4200,9/27/2021,7 am to 6 pm,Shred It ,2
4201,TBD,TBD,TBD,TBD
4202,9/1/2021,7 am to 6 pm,Shred It ,3
4203,TBD,TBD,TBD,TBD
4206,9/27/2021,7 am to 6 pm,Shred It ,2
4208,8/30/2021,7 am to 6 pm,Shred It ,7
4209,TBD,TBD,TBD,TBD
4210,5/10/2021,7 am to 6 pm,Shred It ,1
4211,3/12/2021,7 am to 6 pm,Shred It ,1
4215,TBD,TBD,TBD,TBD
4216,TBD,TBD,TBD,TBD
4218,TBD,TBD,TBD,TBD
4219,TBD,TBD,TBD,TBD
4220,TBD,TBD,TBD,TBD
4221,7/16/2021,7 am to 6 pm,Shred It ,5
4223,TBD,TBD,TBD,TBD
4224,7/21/2021,7 am to 6 pm,Shred It ,1
4226,TBD,TBD,TBD,TBD
4230,TBD,TBD,TBD,TBD
4231,TBD,TBD,TBD,TBD
4232,TBD,TBD,TBD,TBD
4233,TBD,TBD,TBD,TBD
4235,TBD,TBD,TBD,TBD
4237,7/19/2021,7 am to 6 pm,Shred It ,8
4238,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,3
4239,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,3
4240,TBD,TBD,TBD,TBD
4241,TBD,TBD,TBD,TBD
4243,TBD,TBD,TBD,TBD
4244,1/18/2022,7 am to 6 pm,Shred It ,2
4246,1/18/2022,7 am to 6 pm,Shred It ,5
4247,TBD,TBD,TBD,TBD
4249,No Service required per store,7 am to 6 pm,Shred It ,0
4250,TBD,TBD,TBD,TBD
4252,TBD,TBD,TBD,TBD
4253,7/24/2021,7 am to 6 pm,Shred It ,3
4255,No Service required per store,7 am to 6 pm,Shred It ,0
4256,TBD,TBD,TBD,TBD
4257,TBD,TBD,TBD,TBD
4258,TBD,TBD,TBD,TBD
4259,TBD,TBD,TBD,TBD
4260,2/22/2021,7 am to 6 pm,Shred It ,4
4262,2/15/2021,7 am to 6 pm,Shred It ,6
4264,7/12/2021,7 am to 6 pm,Shred It ,1
4272,9/22/2021,7 am to 6 pm,Shred It ,11
4273,TBD,TBD,TBD,TBD
4274,9/2/2021,7 am to 6 pm,Shred It ,10
4275,TBD,TBD,TBD,TBD
4276,TBD,TBD,TBD,TBD
4277,No Service required per store,7 am to 6 pm,Shred It ,0
4278,1/10/2022,7 am to 6 pm,Shred It ,10
4279,9/2/2021,7 am to 6 pm,Shred It ,6
4281,No Service required per store,7 am to 6 pm,Shred It ,0
4283,3/19/2021,7 am to 6 pm,Shred It ,13
4284,TBD,TBD,TBD,TBD
4285,6/2/2021,7 am to 6 pm,Shred It ,6
4286,TBD,TBD,TBD,TBD
4288,TBD,TBD,TBD,TBD
4293,TBD,TBD,TBD,TBD
4295,7/6/2021,7 am to 6 pm,Shred It ,7
4298,TBD,TBD,TBD,TBD
4299,TBD,TBD,TBD,TBD
4303,3/12/2021,7 am to 6 pm,Shred It ,9
4309,TBD,TBD,TBD,TBD
4317,TBD,TBD,TBD,TBD
4318,TBD,TBD,TBD,TBD
4321,TBD,TBD,TBD,TBD
4322,TBD,TBD,TBD,TBD
4323,9/15/2021,7 am to 6 pm,Shred It ,7
4324,7/13/2021,7 am to 6 pm,Shred It ,1
4325,7/13/2021,7 am to 6 pm,Shred It ,9
4330,TBD,TBD,TBD,TBD
4332,2/24/2021,7 am to 6 pm,Shred It ,11
4333,4/27/2021,7 am to 6 pm,Shred It ,2
4334,TBD,TBD,TBD,TBD
4335,TBD,TBD,TBD,TBD
4336,TBD,TBD,TBD,TBD
4337,7/14/2021,7 am to 6 pm,Shred It ,8
4339,6/7/2021,7 am to 6 pm,Shred It ,3
4340,TBD,TBD,TBD,TBD
4341,TBD,TBD,TBD,TBD
4348,10/4/2021,7 am to 6 pm,Shred It ,2
4350,TBD,TBD,TBD,TBD
4352,TBD,TBD,TBD,TBD
4354,2/23/2021,7 am to 6 pm,Shred It ,3
4355,7/23/2021,7 am to 6 pm,Shred It ,2
4356,TBD,TBD,TBD,TBD
4357,5/14/2021,7 am to 6 pm,Shred It ,1
4358,TBD,TBD,TBD,TBD
4359,TBD,TBD,TBD,TBD
4365,3/10/2021,7 am to 6 pm,Shred It ,2
4366,9/17/2021,7 am to 6 pm,Shred It ,5
4367,7/19/2021,7 am to 6 pm,Shred It ,2
4368,3/26/2021,7 am to 6 pm,Shred It ,12
4370,TBD,TBD,TBD,TBD
4371,No Service required per store,7 am to 6 pm,Shred It ,0
4372,TBD,TBD,TBD,TBD
4373,No Service required per store,7 am to 6 pm,Shred It ,0
4374,9/15/2021,7 am to 6 pm,Shred It ,4
4375,10/15/2021,7 am to 6 pm,Shred It ,1
4376,9/24/2021,7 am to 6 pm,Shred It ,1
4377,TBD,TBD,TBD,TBD
4378,TBD,TBD,TBD,TBD
4380,3/8/2021,7 am to 6 pm,Shred It ,10
4381,TBD,TBD,TBD,TBD
4383,TBD,TBD,TBD,TBD
4384,9/17/2021,7 am to 6 pm,Shred It ,12
4387,9/30/2021,7 am to 6 pm,Shred It ,4
4388,TBD,TBD,TBD,TBD
4389,TBD,TBD,TBD,TBD
4390,8/30/2021,7 am to 6 pm,Shred It ,3
4392,TBD,TBD,TBD,TBD
4393,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,3
4394,7/16/2021,7 am to 6 pm,Shred It ,2
4395,7/12/2021,7 am to 6 pm,Shred It ,2
4399,TBD,TBD,TBD,TBD
4403,TBD,TBD,TBD,TBD
4404,9/20/2021,7 am to 6 pm,Shred It ,5
4405,TBD,TBD,TBD,TBD
4407,TBD,TBD,TBD,TBD
4409,2/22/2022,7 am to 6 pm,Shred It ,1
4410,7/22/2021,7 am to 6 pm,Shred It ,5
4412,7/20/2021,7 am to 6 pm,Shred It ,3
4413,TBD,TBD,TBD,TBD
4414,TBD,TBD,TBD,TBD
4415,9/17/2021,7 am to 6 pm,Shred It ,1
4416,10/9/2021,7 am to 6 pm,Shred It ,8
4417,TBD,TBD,TBD,TBD
4420,9/25/2021,7 am to 6 pm,Shred It ,3
4421,No Service required per store,7 am to 6 pm,Shred It ,0
4423,TBD,TBD,TBD,TBD
4424,TBD,TBD,TBD,TBD
4425,2/24/2021,7 am to 6 pm,Shred It ,2
4426,9/27/2021,7 am to 6 pm,Shred It ,20
4427,4/1/2021,7 am to 6 pm,Shred It ,3
4428,TBD,TBD,TBD,TBD
4430,7/8/2021,7 am to 6 pm,Shred It ,5
4431,10/1/2021,7 am to 6 pm,Shred It ,1
4432,9/2/2021,7 am to 6 pm,Shred It ,2
4434,3/26/2021,7 am to 6 pm,Shred It ,16
4435,9/15/2021,7 am to 6 pm,Shred It ,11
4436,3/11/2022,7 am to 6 pm,Shred It ,2
4438,TBD,TBD,TBD,TBD
4439,TBD,TBD,TBD,TBD
4440,8/23/2021,7 am to 6 pm,Shred It ,2
4441,2/23/2021,7 am to 6 pm,Shred It ,3
4443,1/11/2022,7 am to 6 pm,Shred It ,3
4444,TBD,TBD,TBD,TBD
4445,No Service required per store,7 am to 6 pm,Shred It ,0
4446,2/25/2021,7 am to 6 pm,Shred It ,9
4450,9/28/2021,7 am to 6 pm,Shred It ,8
4451,7/27/2021,7 am to 6 pm,Shred It ,6
4452,9/27/2021,7 am to 6 pm,Shred It ,2
4453,7/1/2021,7 am to 6 pm,Shred It ,4
4456,9/2/2021,7 am to 6 pm,Shred It ,10
4457,7/21/2021,7 am to 6 pm,Shred It ,2
4458,TBD,TBD,TBD,TBD
4459,TBD,TBD,TBD,TBD
4460,TBD,TBD,TBD,TBD
4461,TBD,TBD,TBD,TBD
4464,TBD,TBD,TBD,TBD
4465,7/24/2021,7 am to 6 pm,Shred It ,1
4466,7/24/2021,7 am to 6 pm,Shred It ,1
4468,10/9/2021,7 am to 6 pm,Shred It ,2
