Store,Guide,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1612,2025 Winter,Dept 02,Olay 24PC Lotion,SDK,1,2,
1612,2025 Winter,Dept 04,Ziploc Holiday Freezer,Half Stack,1,2,
1612,2025 Winter,Dept 13,Ajax Dish 90oz Shipper 144 units,Full Stack,1,2,
1612,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1612,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,2,
1612,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1612,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1612,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1612,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,2,
1612,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,1,2,
1613,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,2,
1613,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1613,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1613,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1613,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1614,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1616,2025 Winter,Dept 13,Ajax Dish 90oz Shipper 144 units,Full Stack,1,2,
1616,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1616,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,2,
1616,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1616,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1616,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,2,2,
1616,2025 Winter,Dept 46,Neutrogena Wipes 25 ct - 100pc,Full Endcap,1,2,
1616,2025 Winter,Dept 67,Stick Balloon Assorted 2 24CT,PDQ,1,2,
1616,2025 Winter,Dept 67,Stick Balloons PDQ Assorted 24ct,PDQ,1,2,
1616,2025 Winter,Dept 79,Single Fruit 36 units,SDK,1,2,
1617,2025 Winter,Dept 02,294 PC Working Hands Combo Pallet,Full Stack,1,2,
1617,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1617,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1617,2025 Winter,Dept 95,Carrot Cake Donettes Bag 9.5oz,Half Endcap,2,2,
1617,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1618,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1618,2025 Winter,Dept 13,Ajax Dish 90oz Shipper 144 units,Full Stack,1,2,
1618,2025 Winter,Dept 24,120PC BOYS WN NOVELTY 4PK BOXER BRIEF,Half Stack,1,2,
1618,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1618,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1618,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,2,2,
1618,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1619,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1621,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1621,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,2,
1621,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1621,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1622,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1622,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,2,2,
1622,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1622,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1622,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1625,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1626,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1627,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1627,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1627,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1627,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,2,2,
1627,2025 Winter,Dept 79,Assortment: Parent's Choice 4PK Electrolyte Drink,4-way,1,2,
1628,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1628,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1629,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1629,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1629,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1629,2025 Winter,Dept 95,Carrot Cake Donettes Bag 9.5oz,Half Endcap,1,2,
1629,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1631,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1631,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1631,2025 Winter,Dept 79,Assortment: Parent's Choice 4PK Electrolyte Drink,4-way,1,2,
1631,2025 Winter,Dept 82,BIC 2pk Ult Ltr,Full Endcap,1,2,
1632,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,2,2,
1632,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,2,2,
1632,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,1,2,
1632,2025 Winter,Dept 79,Assortment: Parent's Choice 4PK Electrolyte Drink,4-way,1,2,
1632,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,2,
1633,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1633,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1633,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1633,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,2,2,
1634,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,2,
1634,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1634,2025 Winter,Dept 13,Ajax Dish 90oz Shipper 144 units,Full Stack,1,2,
1634,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1634,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,2,
1634,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1634,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1634,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1634,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,2,
1635,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1635,2025 Winter,Dept 04,Ziploc Holiday Freezer,Half Stack,1,2,
1635,2025 Winter,Dept 13,Drano 96 units,PDQ,1,2,
1635,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1635,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1635,2025 Winter,Dept 71,"MS LW FLD CHR Black, 36 units",Full Endcap,1,2,
1636,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1636,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1636,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,1,2,
1637,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,2,2,
1637,2025 Winter,Dept 16,"27IN SNOW ROLLER, 6 units",PDQ,3,2,
1637,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,2,2,
1637,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1637,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1637,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1637,2025 Winter,Dept 79,Assortment: Parent's Choice 4PK Electrolyte Drink,4-way,1,2,
1638,2025 Winter,Dept 02,EOS 40PC BODY MIST,SDK,1,2,
1638,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1640,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,2,
1640,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1640,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1640,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1640,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,2,
1642,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1642,2025 Winter,Dept 16,"27IN SNOW ROLLER, 6 units",PDQ,2,2,
1642,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,2,
1642,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1642,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,2,2,
1642,2025 Winter,Dept 79,Assortment: Parent's Choice 4PK Electrolyte Drink,4-way,2,2,
1642,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,2,
1642,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1643,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,2,2,
1643,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1643,2025 Winter,Dept 79,Single Fruit 36 units,SDK,1,2,
1644,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1644,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1644,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1644,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,2,2,
1646,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,2,2,
1647,2025 Winter,Dept 04,Ziploc Mixed 160ct,Half Stack,1,2,
1647,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1647,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1647,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1647,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,2,
1647,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1649,2025 Winter,Dept 02,"Aveeno Body Lotion 18oz, 88pcs ",4-way,1,2,
1649,2025 Winter,Dept 02,Cetaphil Moisturizing Cream and Lotion,SDK,1,2,
1649,2025 Winter,Dept 02,EOS 40PC BODY MIST,SDK,1,2,
1649,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1649,2025 Winter,Dept 13,Ajax Dish 90oz Shipper 144 units,Full Stack,1,2,
1649,2025 Winter,Dept 13,Drano 96 units,PDQ,1,2,
1649,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1649,2025 Winter,Dept 24,120PC BOYS WN NOVELTY 4PK BOXER BRIEF,Half Stack,1,2,
1649,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1649,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1649,2025 Winter,Dept 40,Quest Bars 72 pieces,4-way,1,2,
1649,2025 Winter,Dept 92,"FL Sweethearts Half Pallet, 126ct",Half Stack,1,2,
1649,2025 Winter,Dept 92,Ocean's Halo Half Pallet Dump Bin - 120 units,Half Stack,1,2,
1649,2025 Winter,Dept 95,Carrot Cake Donettes Bag 9.5oz,Half Endcap,1,2,
1649,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1650,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,2,
1650,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1650,2025 Winter,Dept 13,Ajax Dish 90oz Shipper 144 units,Full Stack,1,2,
1650,2025 Winter,Dept 13,Drano 96 units,PDQ,1,2,
1650,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,2,
1650,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,2,2,
1650,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1650,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1650,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,2,2,
1650,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1650,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,2,
1651,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1652,2025 Winter,Dept 16,"SJ 20LB BLEND MELT, 100pcs",Full Stack,2,2,
1652,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1652,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1653,2025 Winter,Dept 16,"SJ 20LB BLEND MELT, 100pcs",Full Stack,2,2,
1653,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1653,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1653,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1654,2025 Winter,Dept 02,294 PC Working Hands Combo Pallet,Full Stack,1,2,
1654,2025 Winter,Dept 02,Cetaphil Moisturizing Cream and Lotion,SDK,1,2,
1654,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1654,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1654,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,2,2,
1654,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,2,2,
1654,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,2,2,
1654,2025 Winter,Dept 79,Assortment: Parent's Choice 4PK Electrolyte Drink,4-way,2,2,
1654,2025 Winter,Dept 79,Single Fruit 36 units,SDK,1,2,
1654,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,2,
1654,2025 Winter,Dept 95,Carrot Cake Donettes Bag 9.5oz,Half Endcap,2,2,
1654,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1655,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1655,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,2,2,
1655,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,2,2,
1655,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,2,2,
1655,2025 Winter,Dept 82,BIC 2pk Ult Ltr,Full Endcap,1,2,
1655,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1656,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1657,2025 Winter,Dept 13,Ajax Dish 90oz Shipper 144 units,Full Stack,1,2,
1657,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1657,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,2,2,
1657,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1658,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1658,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1659,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1659,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,2,2,
1659,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,2,2,
1661,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1661,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1661,2025 Winter,Dept 92,"FL Sweethearts Half Pallet, 126ct",Half Stack,1,2,
1662,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1662,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1663,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1663,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1663,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,2,2,
1663,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1664,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1667,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1668,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1668,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1668,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1668,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1669,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1669,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1670,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1670,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1670,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1670,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1670,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1670,2025 Winter,Dept 67,Stick Balloons PDQ Assorted 24ct,PDQ,1,2,
1670,2025 Winter,Dept 79,Assortment: Parent's Choice 4PK Electrolyte Drink,4-way,1,2,
1671,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1671,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1672,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,2,
1672,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1672,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1672,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,2,
1672,2025 Winter,Dept 82,BIC 2pk Ult Ltr,Full Endcap,1,2,
1672,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,2,
1673,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1673,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1675,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1675,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1676,2025 Winter,Dept 04,Ziploc Mixed 160ct,Half Stack,1,2,
1676,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1676,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1676,2025 Winter,Dept 79,Single Fruit 36 units,SDK,1,2,
1676,2025 Winter,Dept 95,Carrot Cake Donettes Bag 9.5oz,Half Endcap,1,2,
1676,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1678,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1678,2025 Winter,Dept 13,Drano 96 units,PDQ,1,2,
1678,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,2,
1679,2025 Winter,Dept 02,"Aveeno Body Lotion 18oz, 88pcs ",4-way,1,2,
1679,2025 Winter,Dept 16,"PREM BLEND Ice Melt, 100pcs",Full Stack,1,2,
1679,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1679,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1679,2025 Winter,Dept 79,Assortment: Parent's Choice 4PK Electrolyte Drink,4-way,2,2,
1680,2025 Winter,Dept 13,Ajax Dish 90oz Shipper 144 units,Full Stack,1,2,
1680,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,2,
1680,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1680,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1680,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1680,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,2,
1680,2025 Winter,Dept 71,"MS LW FLD CHR Black, 36 units",Full Endcap,1,2,
1680,2025 Winter,Dept 82,BIC 2pk Ult Ltr,Full Endcap,1,2,
1681,2025 Winter,Dept 13,Ajax Dish 90oz Shipper 144 units,Full Stack,1,2,
1681,2025 Winter,Dept 13,Drano 96 units,PDQ,1,2,
1681,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,2,
1681,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1681,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1683,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1683,2025 Winter,Dept 95,Carrot Cake Donettes Bag 9.5oz,Half Endcap,2,2,
1683,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1684,2025 Winter,Dept 02,Cetaphil Moisturizing Cream and Lotion,SDK,1,2,
1684,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1684,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,2,2,
1684,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1684,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1684,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,2,
1684,2025 Winter,Dept 95,Carrot Cake Donettes Bag 9.5oz,Half Endcap,1,2,
1685,2025 Winter,Dept 02,294 PC Working Hands Combo Pallet,Full Stack,1,2,
1685,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1685,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1685,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1686,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1686,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1686,2025 Winter,Dept 95,Carrot Cake Donettes Bag 9.5oz,Half Endcap,2,2,
1686,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1689,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1689,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,1,2,
1689,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1690,2025 Winter,Dept 16,"18IN SNOWSHVL COMBO, 10 units",PDQ,1,2,
1690,2025 Winter,Dept 16,"27IN SNOW ROLLER, 6 units",PDQ,1,2,
1690,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1690,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1690,2025 Winter,Dept 46,Neutrogena 50ct Wipe PDQ - 100pc,Full Endcap,1,2,
1691,2025 Winter,Dept 02,eos Body Lotion 24pc,SDK,1,2,
1691,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1691,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,2,2,
1691,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1691,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1691,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,2,2,
1692,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1693,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1693,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1693,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1693,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1693,2025 Winter,Dept 79,Assortment: Parent's Choice 4PK Electrolyte Drink,4-way,2,2,
1693,2025 Winter,Dept 92,"Quaker Protein Oatmeal Half Pallet, 184ct",Half Stack,1,2,
1693,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
1694,2025 Winter,Dept 13,"Mr. Clean Magic Eraser, 20 count",SDK,1,2,
1694,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1694,2025 Winter,Dept 40,EQ No Drip Nasal Sprays 36PC,SDK,1,2,
1694,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1694,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1695,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1695,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1695,2025 Winter,Dept 40,EQ Small Bag Cough Drops,PDQ,1,2,
1696,2025 Winter,Dept 40,EQ CCF BASE 12OZ,Full Endcap,1,2,
1696,2025 Winter,Dept 40,Eq Omep 42Ct 180pcs,Full Endcap,1,2,
1697,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1697,2025 Winter,Dept 71,"MS 6FT BM TABLE White, 8 units",Full Stack,1,2,
1697,2025 Winter,Dept 71,"MS LW FLD CHR Black, 36 units",Full Endcap,1,2,
1699,2025 Winter,Dept 02,"EQ Jumbo Pouf, 312pcs",Full Endcap,1,2,
1699,2025 Winter,Dept 13,Windex 32oz 120 units,PDQ,1,2,
1699,2025 Winter,Dept 95,Strawberry Twinkies 8-count 10.86oz,Half Endcap,1,2,
