STORE #,TAP SUPPLIER NAME,Parking Lot Layout,Parking Lot Layout File,Patio Layout - Mod Stores,Patio Layout - Mod Stores File,Patio Layout non-mod Stores,Patio Layout Non-Mod Stores File
3508,BELA FLOR NURSERIES,NO PARKING LOT TRAIT #116226,,,,,
3509,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,,
3510,"ALTMAN PLANTS, INC",SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3511,SMITH GARDENS INC,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3512,PROGRO PARTNERS,NO PARKING LOT TRAIT #116226,,,,,
3513,INSTORE MERCHANDISERS,NO PARKING LOT TRAIT #116226,,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3514,DAN SCHANTZ FARM & GREENHOUSES,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3515,KALAMAZOO GARDEN SOLUTIONS,SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3516,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3517,PROGRO PARTNERS,NO PARKING LOT TRAIT #116226,,,,,
3518,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3520,SIMPLY SET (GARDEN STATE GROWERS),NO PARKING LOT TRAIT #116226,,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3521,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,,
3522,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3523,"ALTMAN PLANTS, INC",SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3524,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,,
3525,SMITH GARDENS INC,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3526,FLORALOGIX,NO PARKING LOT TRAIT #116226,,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3527,FLORALOGIX,NO PARKING LOT TRAIT #116226,,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3528,SHORE ACRES PLANT FARM INC,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3529,KALAMAZOO GARDEN SOLUTIONS,SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3530,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,,
3531,SMITH GARDENS INC,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3533,PROGRO PARTNERS,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3534,INSTORE MERCHANDISERS,SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3535,GROWER MERCHANDISING SERVICE,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3537,SMITH GARDENS INC,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3538,FLORALOGIX,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3541,DAN SCHANTZ FARM & GREENHOUSES,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3542,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,,
3543,GROWER MERCHANDISING SERVICE,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3545,GROWER MERCHANDISING SERVICE,NO PARKING LOT TRAIT #116226,,,,,
3546,GROWER MERCHANDISING SERVICE,NO PARKING LOT TRAIT #116226,,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3547,GROWER MERCHANDISING SERVICE,NO PARKING LOT TRAIT #116226,,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3548,GROWER MERCHANDISING SERVICE,NO PARKING LOT TRAIT #116226,,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3549,GROWER MERCHANDISING SERVICE,NO PARKING LOT TRAIT #116226,,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3560,GROWER MERCHANDISING SERVICE,NO PARKING LOT TRAIT #116226,,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3561,GROWER MERCHANDISING SERVICE,NO PARKING LOT TRAIT #116226,,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3562,SIMPLY SET (GARDEN STATE GROWERS),NO PARKING LOT TRAIT #116226,,,,,
3563,SIMPLY SET (GARDEN STATE GROWERS),NO PARKING LOT TRAIT #116226,,,,,
3564,SIMPLY SET (GARDEN STATE GROWERS),NO PARKING LOT TRAIT #116226,,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3566,PROGRO PARTNERS,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3567,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3568,PROGRO PARTNERS,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3569,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3570,PPI,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3571,KALAMAZOO GARDEN SOLUTIONS,SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3572,"ALTMAN PLANTS, INC",SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3573,PPI,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3574,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,,
3579,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,,
3580,KALAMAZOO GARDEN SOLUTIONS,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3581,KALAMAZOO GARDEN SOLUTIONS,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3582,PROGRO PARTNERS,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3583,SIMPLY SET (GARDEN STATE GROWERS),MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3584,"ALTMAN PLANTS, INC",SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3585,"ALTMAN PLANTS, INC",MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3587,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3588,PPI,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3589,PROGRO PARTNERS,NO PARKING LOT TRAIT #116226,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3590,NEAL MAST & SON GREENHOUSES,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3591,"ALTMAN PLANTS, INC",LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Modular.pdf,,
3593,PLANT KINETICS,NO PARKING LOT TRAIT #116226,,,,,
3594,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,,
3595,PPI,NO PARKING LOT TRAIT #116226,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3596,PROGRO PARTNERS,NO PARKING LOT TRAIT #116226,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3597,NEAL MAST & SON GREENHOUSES,SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3598,SIMPLY SET (GARDEN STATE GROWERS),NO PARKING LOT TRAIT #116226,,,,,
3599,PLANT KINETICS,NO PARKING LOT TRAIT #116226,,,,,
3600,PPI,NO PARKING LOT TRAIT #116226,,,,,
3601,NEAL MAST & SON GREENHOUSES,NO PARKING LOT TRAIT #116226,,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3602,GARDENPRO (NG HEIMOS),NO PARKING LOT TRAIT #116226,,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3603,PPI,NO PARKING LOT TRAIT #116226,,,,,
3604,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,,,,
3605,PPI,NO PARKING LOT TRAIT #116226,,,,,
3606,FLORALOGIX,NO PARKING LOT TRAIT #116226,,,,,
3607,SIMPLY SET (GARDEN STATE GROWERS),NO PARKING LOT TRAIT #116226,,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3608,KALAMAZOO GARDEN SOLUTIONS,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3609,PPI,NO PARKING LOT TRAIT #116226,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3611,PPI,NO PARKING LOT TRAIT #116226,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3612,PPI,NO PARKING LOT TRAIT #116226,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3614,PPI,NO PARKING LOT TRAIT #116226,,,,,
3615,BELA FLOR NURSERIES,NO PARKING LOT TRAIT #116226,,,,,
3616,PLANT KINETICS,NO PARKING LOT TRAIT #116226,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3617,FLORALOGIX,NO PARKING LOT TRAIT #116226,,,,,
3619,PPI,NO PARKING LOT TRAIT #116226,,,,,
3620,PROGRO PARTNERS,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3621,PPI,NO PARKING LOT TRAIT #116226,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3622,PPI,NO PARKING LOT TRAIT #116226,,,,,
3623,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3624,INSTORE MERCHANDISERS,SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3625,FLORALOGIX,NO PARKING LOT TRAIT #116226,,,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Non-Modular.pdf
3626,PPI,NO PARKING LOT TRAIT #116226,,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3627,PPI,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,Large,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/LargePatioLayout-Modular.pdf,,
3628,PPI,NO PARKING LOT TRAIT #116226,,,,,
3629,FLORALOGIX,NO PARKING LOT TRAIT #116226,,,,,
3630,NEAL MAST & SON GREENHOUSES,NO PARKING LOT TRAIT #116226,,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3631,"ALTMAN PLANTS, INC",NO PARKING LOT TRAIT #116226,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Modular.pdf,,
3632,KALAMAZOO GARDEN SOLUTIONS,LRG PARKING LOT TRAIT # 7355,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023LargeParkingLotLayout.pdf,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3633,DAN SCHANTZ FARM & GREENHOUSES,MED PARKING LOT TRAIT #7300,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023MediumParkingLotLayout.pdf,,,Small,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/SmallPatioLayout-Non-Modular.pdf
3634,DAN SCHANTZ FARM & GREENHOUSES,SML PARKING LOT TRAIT #7290,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/2023SmallParkingLotLayout.pdf,,,Medium,https://one.walmart.com/content/dam/us-wire-wm1/documents/work/merchandise/seasonal/lawn-and-garden/spring-modular/lookup-tools/parking-lot/MediumPatioLayout-Non-Modular.pdf
3635,PPI,NO PARKING LOT TRAIT #116226,,,,,
3637,BELA FLOR NURSERIES,NO PARKING LOT TRAIT #116226,,,,,
3638,PPI,NO PARKING LOT TRAIT #116226,,,,,
