,,,,Action Alley,,,,Endcaps,,,,,,,,,,,Frozen Doors ,,,,
Store Nbr,Bakecenter + Trian ,Train No Bakecenter,Bakecenter No Train ,AA - Sparkling Water Pallet,AA - Tortilla Chips Pallet,AA - Potato Chips Pallet,AA - Cookies 1/2 Stack,1/2 EC - Coffee,1/2 EC - Soup,1/2 EC - Crackers,1/2 EC - Pasta,1/2 EC - Pasta Sauce,1/2 EC - Sparkling Water,1/2 EC - Fruit Juice,1/2 EC - Tortilla Chips,1/2 EC - Potato Chips,1/2 EC - Cookies,1/2 EC - Fruit Snacks,FD - Frozen Pizza,FD - Frozen Pot Pie,FD - Frozen Potatoes,FD - Frozen Smoothies,FD - Frozen Wings
3154,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,,YES,,YES
3155,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3156,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,YES,YES,YES,YES
3157,,,,,,,,,,YES,,,YES,YES,,,YES,,YES,,YES,,YES
3161,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3162,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3164,,,,,,,,,,,,,,,,,,,,,,,
3168,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3172,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3173,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3175,,,,,,,,,YES,,,,YES,YES,,,YES,YES,,,,,
3176,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3178,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
3179,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,
3183,,,,,,,,,,,,,YES,YES,,,,YES,,,,,
3184,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3185,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3198,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
3199,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,,YES
3202,,,,,,,,,YES,YES,,,YES,YES,,,YES,,,,,,
3204,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,
3238,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES
3275,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,,,,
3287,,,,,,,,,,,,,YES,YES,,,,YES,YES,,YES,,
3299,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
3314,,,,,,,,,,,,,YES,YES,,,,,YES,,YES,YES,YES
3315,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,
3317,,,,,,,,,,YES,,,YES,YES,YES,YES,,,YES,YES,YES,YES,
3327,,,,,,,,,YES,,,,YES,YES,,,,,YES,,YES,,
3330,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
3338,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3340,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,,,,,YES
3341,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,,YES,YES,YES
3354,,,,,,,,,,YES,,,YES,YES,YES,YES,YES,,YES,,,,
3355,,,,,,,,,,,,,YES,YES,,,,YES,YES,,,,
3356,,,,,,,,,YES,YES,,,YES,YES,,,,,YES,,YES,YES,
3357,,,,,,,,,,,,,YES,YES,,,,,YES,YES,YES,YES,
3359,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,,,,,
3377,,,,,,,,,,YES,,,YES,YES,,,,YES,YES,YES,YES,YES,
3385,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,
3392,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,,,,,
3411,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,,YES
3414,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES
3419,,,,,,,,,,YES,,,YES,YES,,,,,YES,,YES,YES,YES
3424,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,,,
3442,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,,YES,YES,YES
3449,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,,,YES
3450,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,YES,YES,YES,YES
3452,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,YES,YES,YES
3456,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,YES,YES,YES,YES
3457,,,,,,,,,,,,,YES,YES,,,,YES,YES,YES,,,YES
3479,,,,,,,,,,,,,YES,YES,,,,,YES,,YES,YES,
3504,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3508,,,,,,,,,,YES,,,YES,YES,,,,,YES,YES,,YES,
3509,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,YES,YES,YES
3512,,,,,,,,,YES,YES,,,YES,YES,YES,,YES,YES,YES,,YES,YES,YES
3517,,,,,,,,,YES,YES,,,YES,YES,YES,,,YES,YES,YES,YES,YES,YES
3521,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,YES
3530,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES
3542,,,,,,,,,YES,,,,YES,YES,,,,,YES,,YES,YES,YES
3574,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,,YES,,YES
3579,,,,,,,,,,,,,YES,YES,,,,YES,YES,YES,YES,YES,
3593,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,,,,YES
3594,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,
3599,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
3600,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,,YES,,YES
3603,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
3604,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,,YES,,
3605,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES
3606,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,,,,,
3614,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3615,,,,,,,,,YES,,,,YES,YES,,,YES,,YES,,,,YES
3617,,,,,,,,,,,,,YES,YES,YES,YES,,YES,,,,,
3619,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,,YES,YES
3622,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3628,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3629,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES
3635,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
3637,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES
3638,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
3646,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3653,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3654,,,,,,,,,,YES,,,YES,YES,,,YES,,YES,,,YES,YES
3655,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,,,,
3661,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,YES,YES,
3703,,,,,,,,,,YES,,,YES,YES,YES,YES,,YES,YES,,YES,YES,YES
3713,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3723,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,,,YES,YES
3724,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
3727,,,,,,,,,YES,,,,YES,YES,,,YES,YES,,,,,
3736,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,
3740,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES
3743,,,,,,,,,YES,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3745,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3746,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
3752,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3788,,,,,,,,,YES,YES,,,YES,YES,,,,,YES,YES,,,YES
3817,,,,,,,,,,,,,YES,YES,YES,YES,,YES,YES,,YES,,YES
3844,,,,,,,,,,,,,,,,,,,YES,,YES,,YES
3845,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,,YES,YES,YES
3846,,,,,,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,
3862,,,,,,,,,,,,,YES,YES,,,,,YES,YES,YES,,YES
3870,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
3880,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
3899,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3935,,,,,,,,,,,,,YES,YES,,,,,YES,,YES,,
3959,,,,,,,,,,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
3988,,,,,,,,,,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
3990,,,,,,,,,,,,,YES,YES,,,,,YES,,,YES,YES
4046,,,,,,,,,YES,YES,,,YES,YES,,,,YES,,,,,
4048,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES
4053,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4054,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,,YES,YES,YES
4056,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,YES,YES,YES,YES
4057,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
4100,,,,,,,,,,,,,,,,,,,,,,,
4104,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES
4105,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4114,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4127,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
4128,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
4134,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,,YES
4138,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,,YES,YES,YES
4139,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4140,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4141,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4142,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
4145,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES
4147,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,YES,,YES
4148,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4157,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,,YES,YES,YES
4159,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
4160,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
4169,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,,,
4174,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,,YES,YES,YES
4178,,,,,,,,,YES,,,,,,,,,YES,YES,YES,YES,YES,YES
4180,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
4182,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,YES,YES,,YES
4184,,,,,,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES
4188,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,,YES,YES,YES
4189,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES
4193,,,,,,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES
4196,,,,,,,,,,,,,,,,,,,,,,,
4197,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4198,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES
4206,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4210,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4211,,,,,,,,,,,,,YES,YES,,,YES,,YES,,,,YES
4218,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,,YES,,YES
4220,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
4233,,,,,,,,,,YES,,,YES,YES,,,,YES,YES,,YES,YES,
4264,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
4275,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4293,,,,,,,,,,YES,,,YES,YES,,,YES,,YES,,YES,YES,YES
4324,,,,,,,,,YES,,,,YES,YES,,,,YES,,,,,
4339,,,,,,,,,,YES,,,YES,YES,,,,YES,YES,,,,YES
4354,,,,,,,,,,,,,,,YES,YES,,,YES,,YES,YES,YES
4357,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4366,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,,YES,YES,
4367,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4371,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4373,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4375,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES
4376,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,,YES,
4380,,,,,,,,,,,,,YES,YES,,,,YES,YES,,,,YES
4388,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,,
4390,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4413,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,,YES,YES,YES
4415,,,,,,,,,,,,,YES,YES,,,,YES,YES,,YES,YES,YES
4421,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4425,,,,,,,,,,,,,YES,YES,,,YES,,YES,YES,YES,,YES
4426,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4431,,,,,,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES
4432,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
4434,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,YES,,YES
4441,,,,,,,,,,,,,YES,YES,,,,YES,YES,YES,YES,,YES
4443,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4445,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4452,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4453,,,,,,,,,YES,YES,,,YES,YES,,,YES,,,,,,
4464,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES
4465,,,,,,,,,YES,YES,,,YES,YES,,,,,,YES,YES,,
4466,,,,,,,,,,,,,YES,YES,,,,,,,YES,,YES
4468,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,YES,YES,,YES
4469,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,YES,,,YES
4470,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,YES,,,YES
4473,,,,,,,,,,,,,YES,YES,,,,,YES,YES,YES,YES,
4478,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES
4490,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
4491,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4494,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4498,,,,,,,,,YES,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES
4504,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
4516,,,,,,,,,,,,,YES,YES,YES,YES,,YES,YES,,YES,YES,YES
4517,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4519,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4524,,,,,,,,,,YES,,,YES,YES,,,,YES,YES,,YES,YES,YES
4525,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4527,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4528,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
4530,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4545,,,,,,,,,,YES,,,YES,YES,,,YES,YES,,,,,
4546,,,,,,,,,,,,,YES,YES,YES,YES,,,YES,,YES,YES,YES
4560,,,,,,,,,,,,,YES,YES,,,,,YES,YES,YES,YES,YES
4561,,,,,,,,,,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
4563,,,,,,,,,YES,,,,YES,YES,YES,YES,,,YES,,,,YES
4565,,,,,,,,,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,
4577,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,,YES
4579,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4580,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,YES,,,YES
4582,,,,,,,,,,,,,YES,YES,YES,YES,,,,YES,YES,,
4585,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,YES,,,YES
4586,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,,YES,YES,,YES
4589,,,,,,,,,YES,,,,YES,YES,,,YES,YES,YES,,YES,,YES
4591,,,,,,,,,,YES,,,YES,YES,,,YES,,YES,,,YES,YES
4595,,,,,,,,,,,,,YES,YES,,,,,YES,,YES,YES,YES
4603,,,,,,,,,,,,,YES,YES,,,,,YES,,YES,YES,YES
4605,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,YES,YES,,
4607,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,,YES,,YES
4617,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES
4618,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,,YES
4619,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,YES,YES,YES
4625,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,,YES
4626,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4648,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4654,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4655,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,YES,,,YES
4657,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,
4659,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES
4667,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4672,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,,YES,YES,YES
4673,,,,,,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES
4674,,,,,,,,,YES,YES,,,YES,YES,,,,,,YES,YES,,
4676,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4686,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,,,,,
4691,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
4692,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,,,,
4700,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4706,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4747,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4756,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,,,,
4757,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4759,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
4762,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
4826,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
4848,,,,,,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES
5005,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
5007,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5008,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,,,YES
5013,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES
5014,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,,,YES
5021,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,YES,YES,YES
5043,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,YES,YES,YES,
5059,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,,YES,YES,YES
5062,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,,,,,
5081,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES
5093,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,,,YES,YES
5094,,,,,,,,,,,,,YES,YES,YES,YES,,YES,YES,,YES,YES,YES
5098,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,
5100,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,,,YES
5102,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,,YES,YES,,YES
5106,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,,,,,
5107,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
5108,,,,,,,,,YES,,,,YES,YES,,,,,YES,,YES,,YES
5109,,,,,,,,,,,,,YES,YES,,,,,YES,,YES,YES,
5110,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
5119,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,YES,,YES,YES
5122,,,,,,,,,YES,,,,YES,YES,,,,,YES,,,,YES
5125,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
5132,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,,YES,YES,YES
5135,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
5143,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,,,YES,YES
5148,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,,,YES
5149,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,,YES,YES,YES,YES,YES
5179,,,,,,,,,,,,,YES,YES,,,,YES,YES,YES,YES,YES,YES
5182,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5183,,,,,,,,,,YES,,,YES,YES,YES,YES,,,,,,,
5188,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,,YES,YES
5198,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
5204,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,,YES
5205,,,,,,,,,,,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,
5206,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5207,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,,,YES,YES
5221,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,,,YES,YES
5224,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,,,
5226,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,YES,YES,YES
5248,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,,,,YES
5255,,,,,,,,,,YES,,,YES,YES,,,YES,YES,YES,,YES,YES,YES
5256,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,,,YES,YES
5257,,,,,,,,,,YES,,,YES,YES,,,YES,,YES,,YES,YES,YES
5258,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,,,,
5259,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,YES,,,
5265,,,,,,,,,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES
5267,,,,,,,,,YES,YES,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES
5269,,,,,,,,,,,,,YES,YES,YES,YES,,,YES,,YES,YES,
5279,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES
5286,,,,,,,,,YES,,,,YES,YES,YES,YES,,YES,YES,,,YES,YES
5290,,,,,,,,,YES,YES,,,YES,YES,,,YES,,,,,,
5291,,,,,,,,,YES,YES,,,YES,YES,,,YES,,YES,YES,YES,YES,
5297,,,,,,,,,YES,,,,YES,YES,YES,YES,,,YES,YES,YES,YES,YES
5304,,,,,,,,,,YES,,,,,,,,,YES,,,,
5306,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,,YES,YES,YES
5308,,,,,,,,,YES,YES,,,YES,YES,,,,YES,YES,YES,,YES,YES
5310,,,,,,,,,,,,,YES,YES,,,,YES,YES,,YES,,YES
5314,,,,,,,,,YES,YES,,,YES,YES,,,,,YES,,YES,YES,
5321,,,,,,,,,YES,,,,YES,YES,,,YES,,YES,,YES,YES,YES
5323,,,,,,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,,,YES,YES
5327,,,,,,,,,YES,,,,YES,YES,,,,YES,YES,,YES,YES,YES
5328,,,,,,,,,YES,,,,YES,YES,YES,YES,,,YES,YES,YES,YES,YES
