Market,Region,Date,Start,End,Session,Room/Level,Room/Level
22,Central,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
22,Central,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
22,Central,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
23,Central,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
23,Central,8/27/2025,7:30 AM,8:15 AM,Membership Mastery,Indiana Convention Center,RM 234/235
23,Central,8/27/2025,8:20 AM,9:05 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
23,Central,8/27/2025,9:10 AM,9:55 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
23,Central,8/27/2025,10:00 AM,10:45 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
23,Central,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
23,Central,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
23,Central,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
23,Central,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
33,East,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
33,East,8/27/2025,7:30 AM,8:15 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
33,East,8/27/2025,8:20 AM,9:05 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
33,East,8/27/2025,9:10 AM,9:55 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
33,East,8/27/2025,10:00 AM,10:45 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
33,East,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
33,East,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
33,East,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
33,East,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
34,East,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
34,East,8/27/2025,7:30 AM,8:15 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
34,East,8/27/2025,8:20 AM,9:05 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
34,East,8/27/2025,9:10 AM,9:55 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
34,East,8/27/2025,10:00 AM,10:45 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
34,East,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
34,East,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
34,East,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
34,East,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
37,East,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
37,East,8/27/2025,7:30 AM,8:15 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
37,East,8/27/2025,8:20 AM,9:05 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
37,East,8/27/2025,9:10 AM,9:55 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
37,East,8/27/2025,10:00 AM,10:45 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
37,East,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
37,East,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
37,East,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
37,East,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
38,East,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
38,East,8/27/2025,7:30 AM,8:15 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
38,East,8/27/2025,8:20 AM,9:05 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
38,East,8/27/2025,9:10 AM,9:55 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
38,East,8/27/2025,10:00 AM,10:45 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
38,East,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
38,East,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
38,East,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
38,East,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
39,East,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
39,East,8/27/2025,7:30 AM,8:15 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
39,East,8/27/2025,8:20 AM,9:05 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
39,East,8/27/2025,9:10 AM,9:55 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
39,East,8/27/2025,10:00 AM,10:45 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
39,East,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
39,East,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
39,East,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
39,East,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
40,East,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
40,East,8/27/2025,7:30 AM,8:15 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
40,East,8/27/2025,8:20 AM,9:05 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
40,East,8/27/2025,9:10 AM,9:55 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
40,East,8/27/2025,10:00 AM,10:45 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
40,East,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
40,East,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
40,East,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
40,East,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
8,North,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
8,North,8/27/2025,7:30 AM,8:15 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
8,North,8/27/2025,8:20 AM,9:05 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
8,North,8/27/2025,9:10 AM,9:55 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
8,North,8/27/2025,10:00 AM,10:45 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
8,North,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
8,North,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
8,North,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
8,North,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
18,North,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
18,North,8/27/2025,7:30 AM,8:15 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
18,North,8/27/2025,8:20 AM,9:05 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
18,North,8/27/2025,9:10 AM,9:55 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
18,North,8/27/2025,10:00 AM,10:45 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
18,North,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
18,North,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
18,North,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
18,North,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
20,North,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
20,North,8/27/2025,7:30 AM,8:15 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
20,North,8/27/2025,8:20 AM,9:05 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
20,North,8/27/2025,9:10 AM,9:55 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
20,North,8/27/2025,10:00 AM,10:45 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
20,North,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
20,North,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
20,North,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
20,North,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
25,North,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
25,North,8/27/2025,7:30 AM,8:15 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
25,North,8/27/2025,8:20 AM,9:05 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
25,North,8/27/2025,9:10 AM,9:55 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
25,North,8/27/2025,10:00 AM,10:45 AM,TEO,Indiana Convention Center,"HALL I,J,K"
25,North,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
25,North,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
25,North,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
25,North,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
26,North,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
26,North,8/27/2025,7:30 AM,8:15 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
26,North,8/27/2025,8:20 AM,9:05 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
26,North,8/27/2025,9:10 AM,9:55 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
26,North,8/27/2025,10:00 AM,10:45 AM,TEO,Indiana Convention Center,"HALL I,J,K"
26,North,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
26,North,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
26,North,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
26,North,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
27,North,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
27,North,8/27/2025,7:30 AM,8:15 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
27,North,8/27/2025,8:20 AM,9:05 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
27,North,8/27/2025,9:10 AM,9:55 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
27,North,8/27/2025,10:00 AM,10:45 AM,TEO,Indiana Convention Center,"HALL I,J,K"
27,North,8/27/2025,10:50 AM,11:50 AM,LUNCH,Indiana Convention Center,SAGAMORE
27,North,8/27/2025,11:55 AM,12:55 PM,Own Your Business,Indiana Convention Center,
27,North,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
27,North,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
11,South,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
11,South,8/27/2025,7:30 AM,8:15 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
11,South,8/27/2025,8:20 AM,9:05 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
11,South,8/27/2025,9:10 AM,9:55 AM,TEO,Indiana Convention Center,"HALL I,J,K"
11,South,8/27/2025,10:00 AM,10:45 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
11,South,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
11,South,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
11,South,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
11,South,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
12,South,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
12,South,8/27/2025,7:30 AM,8:15 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
12,South,8/27/2025,8:20 AM,9:05 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
12,South,8/27/2025,9:10 AM,9:55 AM,TEO,Indiana Convention Center,"HALL I,J,K"
12,South,8/27/2025,10:00 AM,10:45 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
12,South,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
12,South,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
12,South,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
12,South,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
13,South,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
13,South,8/27/2025,7:30 AM,8:15 AM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
13,South,8/27/2025,8:20 AM,9:05 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
13,South,8/27/2025,9:10 AM,9:55 AM,TEO,Indiana Convention Center,"HALL I,J,K"
13,South,8/27/2025,10:00 AM,10:45 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
13,South,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
13,South,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
13,South,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
13,South,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
14,South,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
14,South,8/27/2025,7:30 AM,8:15 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
14,South,8/27/2025,8:20 AM,9:05 AM,TEO,Indiana Convention Center,"HALL I,J,K"
14,South,8/27/2025,9:10 AM,9:55 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
14,South,8/27/2025,10:00 AM,10:45 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
14,South,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
14,South,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
14,South,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
14,South,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
15,South,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
15,South,8/27/2025,7:30 AM,8:15 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
15,South,8/27/2025,8:20 AM,9:05 AM,TEO,Indiana Convention Center,"HALL I,J,K"
15,South,8/27/2025,9:10 AM,9:55 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
15,South,8/27/2025,10:00 AM,10:45 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
15,South,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
15,South,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
15,South,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
15,South,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
17,South,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
17,South,8/27/2025,7:30 AM,8:15 AM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
17,South,8/27/2025,8:20 AM,9:05 AM,TEO,Indiana Convention Center,"HALL I,J,K"
17,South,8/27/2025,9:10 AM,9:55 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
17,South,8/27/2025,10:00 AM,10:45 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
17,South,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
17,South,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
17,South,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
17,South,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
24,Southeast,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
24,Southeast,8/27/2025,7:30 AM,8:15 AM,TEO,Indiana Convention Center,"HALL I,J,K"
24,Southeast,8/27/2025,8:20 AM,9:05 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
24,Southeast,8/27/2025,9:10 AM,9:55 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
24,Southeast,8/27/2025,10:00 AM,10:45 AM,Fresh 2,Indiana Convention Center,"HALL I,J,K"
24,Southeast,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
24,Southeast,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
24,Southeast,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
24,Southeast,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
28,Southeast,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
28,Southeast,8/27/2025,7:30 AM,8:15 AM,TEO,Indiana Convention Center,"HALL I,J,K"
28,Southeast,8/27/2025,8:20 AM,9:05 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
28,Southeast,8/27/2025,9:10 AM,9:55 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
28,Southeast,8/27/2025,10:00 AM,10:45 AM,Fresh 2,Indiana Convention Center,"HALL I,J,K"
28,Southeast,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
28,Southeast,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
28,Southeast,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
28,Southeast,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
29,Southeast,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
29,Southeast,8/27/2025,7:30 AM,8:15 AM,TEO,Indiana Convention Center,"HALL I,J,K"
29,Southeast,8/27/2025,8:20 AM,9:05 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
29,Southeast,8/27/2025,9:10 AM,9:55 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
29,Southeast,8/27/2025,10:00 AM,10:45 AM,Fresh 2,Indiana Convention Center,"HALL I,J,K"
29,Southeast,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
29,Southeast,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
29,Southeast,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
29,Southeast,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
30,Southeast,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
30,Southeast,8/27/2025,7:30 AM,8:15 AM,TEO,Indiana Convention Center,"HALL I,J,K"
30,Southeast,8/27/2025,8:20 AM,9:05 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
30,Southeast,8/27/2025,9:10 AM,9:55 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
30,Southeast,8/27/2025,10:00 AM,10:45 AM,Fresh 2,Indiana Convention Center,"HALL I,J,K"
30,Southeast,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
30,Southeast,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
30,Southeast,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
30,Southeast,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
31,Southeast,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
31,Southeast,8/27/2025,7:30 AM,8:15 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
31,Southeast,8/27/2025,8:20 AM,9:05 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
31,Southeast,8/27/2025,9:10 AM,9:55 AM,Fresh 2,Indiana Convention Center,"HALL I,J,K"
31,Southeast,8/27/2025,10:00 AM,10:45 AM,Next 45 Days,Indiana Convention Center,RM 232/233
31,Southeast,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
31,Southeast,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
31,Southeast,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
31,Southeast,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
32,Southeast,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
32,Southeast,8/27/2025,7:30 AM,8:15 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
32,Southeast,8/27/2025,8:20 AM,9:05 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
32,Southeast,8/27/2025,9:10 AM,9:55 AM,Fresh 2,Indiana Convention Center,"HALL I,J,K"
32,Southeast,8/27/2025,10:00 AM,10:45 AM,Next 45 Days,Indiana Convention Center,RM 232/233
32,Southeast,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
32,Southeast,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
32,Southeast,8/27/2025,1:15 PM,2:15 PM,Listening Session,Indiana Convention Center,HALL H
32,Southeast,8/27/2025,2:30 PM,3:30 PM,Closing General Session,Indiana Convention Center,HALL H
35,Southeast,8/27/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
35,Southeast,8/27/2025,7:30 AM,8:15 AM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
35,Southeast,8/27/2025,8:20 AM,9:05 AM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
35,Southeast,8/27/2025,9:10 AM,9:55 AM,Fresh 2,Indiana Convention Center,"HALL I,J,K"
35,Southeast,8/27/2025,10:00 AM,10:45 AM,Next 45 Days,Indiana Convention Center,RM 232/233
35,Southeast,8/27/2025,10:50 AM,11:50 AM,Own Your Business,Indiana Convention Center,
35,Southeast,8/27/2025,11:55 AM,12:55 PM,LUNCH,Indiana Convention Center,SAGAMORE
