Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
47,774,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202349,86.50%,90.90%,14.1,88.20%,93.20%,80.10%,85.50%
47,2847,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,89.30%,90.80%,17.1,91.40%,91.00%,86.00%,88.70%
47,652,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,90.00%,87.40%,9.2,90.00%,86.40%,93.80%,89.80%
47,5441,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,87.50%,81.30%,10.9,89.90%,87.60%,85.60%,86.90%
47,3267,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,90.30%,93.80%,14,96.60%,92.40%,87.00%,84.90%
47,1956,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202349,89.60%,80.50%,12.7,89.50%,91.90%,84.20%,91.90%
47,1872,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202349,89.30%,77.20%,10.5,91.40%,88.60%,82.30%,95.20%
47,1901,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,84.50%,78.90%,16.8,75.10%,86.30%,89.00%,94.50%
47,598,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,81.00%,73.40%,17.7,86.80%,83.00%,61.80%,93.10%
22,3339,,Scheduled Delivery Standard,6,Active Monitoring,Degrading,Store Focus,202349,93.40%,93.70%,16.2,88.90%,96.90%,91.40%,97.10%
22,3422,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,84.50%,91.90%,17.6,84.90%,89.50%,82.90%,81.60%
22,3774,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,88.10%,86.90%,17.9,90.20%,89.50%,84.70%,88.00%
22,2641,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202349,75.10%,93.50%,21.7,95.40%,97.80%,67.30%,29.40%
22,1591,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,92.90%,95.60%,10.8,94.80%,96.90%,95.50%,85.10%
22,1850,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202349,91.00%,90.10%,11.7,93.40%,92.60%,91.90%,86.20%
22,1860,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202349,80.50%,84.10%,17,90.50%,71.10%,74.90%,83.30%
22,2041,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202349,89.70%,86.60%,12.1,91.50%,85.60%,89.50%,92.50%
22,5436,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202349,84.80%,90.90%,19.1,86.40%,83.70%,81.10%,87.50%
22,2141,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202349,91.90%,93.30%,12.3,92.90%,95.10%,91.30%,89.10%
22,2650,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,81.20%,82.80%,16,89.40%,94.30%,68.30%,74.70%
22,2830,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,85.70%,81.70%,13.7,90.80%,89.00%,85.10%,79.60%
22,5103,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,84.90%,91.40%,17.6,87.30%,88.50%,84.50%,80.20%
22,3475,,Scheduled Delivery Standard,37,Executive Review,Recovering,Store Focus,202349,86.20%,79.40%,14.1,91.00%,93.80%,81.60%,80.00%
22,4687,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202349,70.00%,63.00%,23.2,64.50%,82.20%,79.60%,55.10%
22,2255,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,74.00%,78.90%,24.6,70.60%,70.00%,81.70%,72.70%
22,2535,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,76.30%,76.40%,19.7,73.90%,80.10%,75.50%,76.30%
22,2205,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,82.40%,86.20%,18,85.90%,96.80%,89.50%,52.80%
22,2334,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,79.80%,72.80%,14.6,73.10%,80.00%,86.30%,79.80%
22,2945,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,81.30%,74.70%,14.5,85.30%,86.60%,74.90%,79.80%
16,2155,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,86.60%,92.30%,15.5,84.30%,93.10%,79.10%,92.80%
16,3409,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,83.50%,88.80%,14.4,84.70%,81.10%,80.50%,86.90%
16,4387,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,84.90%,87.80%,15,82.50%,95.30%,80.10%,83.00%
16,1970,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202349,89.50%,80.80%,15.9,88.00%,92.30%,83.70%,94.40%
16,2103,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,87.20%,84.20%,15.9,89.60%,89.50%,82.10%,87.70%
16,2336,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202349,79.90%,74.90%,15.8,86.80%,81.30%,65.80%,82.10%
16,2341,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,70.50%,78.20%,14,83.80%,85.50%,54.80%,59.80%
16,2021,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,87.10%,89.80%,17.9,93.90%,91.60%,78.30%,84.90%
16,2095,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202349,88.10%,88.00%,14.1,90.80%,92.00%,82.90%,87.40%
16,2157,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202349,83.30%,82.70%,16,85.90%,87.30%,80.40%,80.40%
16,2366,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,78.50%,86.50%,18.2,77.40%,91.00%,81.40%,68.60%
16,3560,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,90.10%,91.90%,15.8,95.40%,95.50%,84.60%,88.40%
16,2180,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,90.00%,82.60%,12.5,95.40%,89.00%,86.20%,89.80%
16,2222,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,85.30%,83.40%,9.1,86.00%,87.90%,83.30%,83.50%
16,3114,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202349,89.10%,89.80%,14.9,89.30%,90.10%,86.10%,91.20%
16,5076,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,94.40%,91.80%,10.2,96.90%,97.50%,87.80%,92.60%
16,1939,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,85.10%,82.60%,13.5,90.20%,93.00%,66.50%,86.60%
16,2046,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,81.90%,70.50%,12.5,84.80%,85.30%,73.00%,82.40%
16,1698,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202349,87.80%,84.70%,11.3,90.70%,92.80%,85.20%,83.50%
16,1788,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,85.20%,67.50%,10.8,88.60%,84.50%,77.80%,87.30%
16,2153,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,86.10%,83.10%,9.3,87.70%,85.40%,83.30%,88.10%
16,1753,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,83.10%,69.50%,10.8,84.70%,80.20%,82.60%,84.40%
16,1796,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202349,85.80%,83.80%,11.3,89.30%,88.80%,81.20%,84.00%
16,1930,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202349,85.10%,89.50%,11.8,88.80%,87.80%,81.20%,82.90%
16,2142,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,76.70%,73.20%,20,85.00%,91.70%,73.00%,59.30%
16,2224,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202349,83.80%,84.70%,11.5,93.00%,93.80%,68.70%,78.00%
16,2639,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202349,85.80%,98.40%,11.3,88.50%,80.20%,86.80%,86.80%
16,3329,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,85.70%,84.90%,11,87.10%,81.10%,87.00%,86.70%
16,1940,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202349,93.00%,96.20%,12.3,95.00%,97.40%,83.80%,96.20%
16,1997,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202349,92.60%,98.80%,11.3,94.80%,96.50%,94.20%,83.70%
16,3583,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202349,91.80%,98.10%,14.7,94.90%,94.60%,92.60%,85.50%
16,2093,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,92.60%,96.30%,12.9,94.00%,96.20%,91.00%,89.90%
16,2146,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,85.20%,90.50%,17,91.90%,83.00%,84.20%,80.60%
16,2285,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,84.50%,86.70%,16.9,87.20%,84.10%,84.50%,82.30%
16,2874,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,87.50%,93.30%,15.2,87.60%,91.90%,82.00%,88.70%
17,1873,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202349,87.20%,96.40%,15,77.10%,92.70%,85.70%,93.10%
17,5095,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202349,85.20%,94.30%,16.2,74.20%,91.70%,86.10%,89.00%
17,5295,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,79.50%,90.30%,22.3,86.20%,79.80%,74.00%,75.20%
17,2284,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202349,90.70%,97.00%,16.4,87.70%,95.00%,89.30%,91.80%
17,2954,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,86.00%,96.80%,13.4,92.40%,90.20%,79.10%,83.60%
59,4184,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202349,89.60%,85.10%,13.2,97.20%,96.70%,91.00%,74.70%
17,2637,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,89.00%,93.10%,14.8,84.30%,94.50%,90.60%,87.30%
17,2368,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,81.90%,85.90%,16.7,89.70%,81.50%,83.40%,72.40%
17,3078,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,89.90%,97.20%,12.5,95.70%,91.10%,88.30%,84.20%
17,3469,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,87.70%,97.00%,12.6,79.90%,95.20%,89.30%,86.90%
17,5447,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,88.10%,95.70%,12.4,84.40%,91.90%,86.50%,89.80%
17,1835,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202349,83.60%,81.80%,21,88.00%,84.90%,70.10%,89.90%
17,3795,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,83.70%,96.80%,13.1,74.60%,88.10%,84.20%,88.50%
76,1656,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202349,89.60%,89.50%,15.3,94.00%,93.10%,83.20%,88.00%
76,2278,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202349,92.20%,96.00%,10.7,95.20%,94.20%,87.70%,92.20%
76,5445,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,92.20%,94.00%,14.6,94.60%,97.30%,92.70%,85.40%
26,1237,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,77.60%,79.90%,18.3,83.10%,63.80%,71.10%,88.10%
26,2247,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,87.60%,88.00%,17.8,94.60%,93.10%,80.00%,83.60%
26,5046,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202349,78.10%,83.70%,20.3,90.90%,63.40%,68.50%,83.80%
26,1290,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,85.00%,89.00%,13.4,86.60%,89.00%,83.50%,81.50%
26,1385,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,82.00%,76.10%,14.1,92.90%,72.10%,72.70%,89.70%
26,1464,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,88.80%,89.80%,13.3,86.60%,91.30%,89.90%,89.10%
26,5298,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202349,85.10%,88.60%,18.4,90.90%,89.10%,79.60%,81.60%
26,5481,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202349,72.10%,71.90%,18.4,69.10%,77.90%,57.40%,87.10%
26,5745,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,79.70%,80.50%,18.4,88.40%,67.10%,74.60%,86.40%
26,1156,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202349,82.00%,98.90%,16.1,86.90%,78.50%,80.70%,81.60%
26,2134,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,74.50%,85.40%,26.6,80.00%,80.80%,81.10%,58.30%
26,3371,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,86.50%,88.30%,17.2,81.00%,91.90%,85.90%,88.20%
26,4574,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,89.10%,93.50%,13.6,94.10%,93.50%,84.40%,85.60%
26,5879,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202349,93.20%,91.60%,14.4,95.10%,96.60%,88.00%,94.50%
26,1322,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,87.60%,85.50%,15.3,96.30%,83.30%,79.70%,90.80%
26,1613,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,87.60%,78.40%,11.9,92.90%,93.60%,76.80%,86.30%
26,1849,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,85.70%,86.40%,17.4,88.70%,92.70%,73.50%,89.70%
26,2472,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,87.90%,82.70%,12.3,93.00%,86.10%,80.00%,90.00%
26,4477,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,91.80%,84.60%,13.6,97.10%,96.00%,81.60%,93.00%
26,1097,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202349,68.70%,73.00%,21.2,88.80%,63.70%,51.70%,65.80%
26,1255,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,88.60%,91.50%,14.4,93.90%,91.60%,78.90%,90.00%
26,3700,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,79.30%,80.10%,15.8,90.00%,89.90%,57.80%,79.30%
76,2405,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,92.00%,90.20%,13.1,95.50%,95.90%,97.10%,84.10%
76,2502,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202349,88.70%,95.60%,12.4,85.50%,92.30%,88.30%,89.00%
76,5241,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,86.80%,89.80%,13.2,85.50%,95.70%,81.30%,85.50%
76,1674,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,87.70%,88.00%,12.5,87.60%,92.90%,85.90%,85.20%
76,2233,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,84.60%,83.30%,13.3,92.30%,97.60%,73.20%,77.30%
76,2357,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202349,81.00%,80.50%,18.5,86.20%,97.90%,52.00%,85.00%
76,1985,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202349,90.00%,90.70%,12.4,95.70%,95.60%,84.70%,84.60%
76,5129,,Scheduled Delivery Standard,35,Executive Review,Recovering,Store Focus,202349,91.20%,98.90%,14.2,95.40%,93.80%,91.80%,84.60%
76,1544,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202349,90.20%,87.90%,9.3,90.80%,94.00%,82.80%,95.00%
76,2083,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202349,86.60%,87.10%,15.1,90.80%,92.60%,87.20%,75.30%
76,2166,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202349,91.60%,99.20%,15,88.50%,94.90%,93.00%,90.60%
76,2581,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202349,88.20%,98.60%,17.6,86.60%,95.50%,79.30%,91.80%
76,1744,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202349,84.70%,74.60%,16.4,87.90%,94.00%,85.20%,70.20%
76,1813,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202349,85.20%,82.20%,11.3,86.60%,92.20%,84.50%,79.00%
76,3842,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202349,85.10%,79.50%,11.7,92.90%,89.60%,76.70%,80.20%
26,5346,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,87.70%,91.40%,11.4,85.00%,94.20%,81.60%,90.60%
26,1614,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202349,83.50%,94.00%,20.9,81.90%,82.10%,84.80%,85.30%
26,2058,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202349,77.40%,90.20%,19.4,87.50%,67.50%,68.10%,85.80%
26,4250,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,71.40%,82.80%,25.7,89.50%,91.70%,60.90%,35.30%
26,5118,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,82.40%,82.80%,12.8,92.60%,79.30%,71.10%,84.70%
26,5254,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,79.50%,78.10%,17.4,89.00%,87.30%,62.80%,79.40%
26,1132,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202349,88.40%,92.60%,12.5,94.90%,89.60%,85.40%,83.50%
26,1842,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202349,88.20%,90.40%,15.5,93.60%,87.20%,85.10%,86.80%
26,3658,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,86.80%,91.10%,15.1,93.30%,92.30%,73.50%,88.70%
26,1197,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,72.30%,86.30%,24.9,78.90%,88.70%,52.20%,70.70%
26,1354,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,77.80%,72.50%,16.1,85.30%,75.70%,67.20%,82.80%
26,1379,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,87.20%,88.50%,14.3,96.70%,95.30%,70.70%,84.70%
26,1502,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,75.10%,78.70%,20.9,75.70%,83.70%,57.70%,83.20%
26,1298,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,92.10%,92.60%,13,92.00%,97.00%,91.00%,89.40%
59,7162,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,88.70%,91.30%,12,90.40%,89.50%,85.70%,89.10%
75,1292,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202349,84.90%,78.20%,13,78.90%,91.60%,86.00%,83.60%
75,1309,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202349,91.30%,83.40%,12.6,85.30%,97.00%,86.30%,94.00%
75,1652,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202349,84.30%,78.90%,13.7,82.60%,95.60%,80.40%,81.00%
75,1344,,Scheduled Delivery Standard,33,Executive Review,Recovering,Store Focus,202349,88.70%,92.70%,10,94.20%,89.90%,83.80%,86.80%
75,1350,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,87.80%,87.60%,14.3,92.60%,92.90%,76.10%,89.70%
75,1780,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202349,90.00%,86.10%,11.9,88.30%,95.50%,87.00%,90.40%
75,5117,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202349,79.90%,79.30%,13.4,75.80%,87.80%,76.10%,81.80%
59,7174,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202349,82.80%,79.00%,14.2,50.10%,89.20%,92.70%,94.60%
75,1525,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202349,82.60%,77.70%,13.7,85.80%,87.60%,72.40%,86.20%
75,2295,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202349,92.30%,89.90%,10.3,88.20%,96.80%,91.80%,93.30%
75,7032,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202349,80.40%,77.60%,16.2,81.30%,87.30%,85.50%,60.20%
75,1631,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,86.80%,85.00%,17,94.50%,97.20%,85.30%,72.80%
75,3214,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,78.10%,73.40%,17.8,87.00%,94.00%,68.10%,67.70%
75,3831,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202349,84.60%,85.90%,15.3,85.10%,90.00%,89.00%,75.60%
75,4623,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,91.10%,92.30%,14.3,94.60%,93.30%,85.20%,91.60%
75,1811,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,92.30%,98.80%,13.3,95.20%,96.10%,85.70%,92.90%
75,1841,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,86.70%,93.90%,13.2,91.60%,94.30%,78.40%,81.70%
75,5253,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,88.70%,87.50%,12.3,92.70%,91.90%,86.30%,84.60%
75,5488,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202349,94.50%,93.40%,10.6,97.00%,96.80%,89.00%,94.70%
75,1424,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202349,64.80%,87.10%,35.2,89.60%,72.40%,43.20%,50.10%
75,1524,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202349,85.40%,92.30%,19,96.80%,81.40%,75.90%,86.80%
75,4476,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,85.50%,99.00%,15.4,91.70%,71.80%,88.40%,87.50%
75,5343,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,92.50%,95.00%,15.9,96.00%,98.10%,87.80%,88.60%
75,2577,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202349,81.70%,73.90%,14.6,81.10%,76.20%,78.80%,90.40%
75,1875,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202349,90.10%,92.40%,13.3,93.10%,89.30%,84.30%,92.20%
75,2279,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,74.80%,74.50%,21,82.90%,67.00%,74.60%,73.70%
75,2435,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202349,83.40%,81.40%,17.2,86.70%,77.70%,81.80%,86.80%
75,3490,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202349,80.90%,85.20%,13.4,90.50%,87.90%,71.00%,80.50%
75,2412,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202349,89.30%,91.20%,12.9,91.80%,92.70%,90.40%,82.90%
75,3720,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202349,86.30%,88.70%,13.7,91.60%,90.70%,87.90%,75.90%
75,3804,,Scheduled Delivery Standard,45,Executive Review,Recovering,Store Focus,202349,78.60%,84.00%,22.2,95.80%,70.60%,69.10%,75.00%
75,2853,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,89.90%,89.30%,12.4,98.30%,95.60%,85.10%,80.40%
4,635,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202349,84.50%,84.60%,12,85.90%,82.70%,83.80%,85.20%
4,728,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,86.90%,81.70%,11,91.40%,87.30%,82.60%,86.30%
4,1383,,Scheduled Delivery Standard,45,Executive Review,Recovering,Store Focus,202349,89.20%,92.10%,10.2,94.80%,90.10%,79.80%,92.90%
4,2832,,Scheduled Delivery Standard,47,Executive Review,Recovering,Store Focus,202349,90.10%,79.40%,9.3,92.80%,90.30%,85.80%,91.90%
4,2860,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202349,87.60%,82.90%,11.7,94.20%,89.60%,72.60%,94.20%
4,631,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202349,75.10%,81.20%,27.9,96.80%,70.30%,31.50%,88.50%
4,641,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202349,77.10%,76.10%,20.2,80.50%,88.40%,62.20%,80.00%
4,2265,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202349,78.60%,86.00%,26.6,90.40%,71.10%,70.80%,79.90%
4,2687,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202349,89.30%,74.70%,12.2,92.70%,94.40%,81.70%,89.50%
4,3192,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,80.40%,71.50%,15.7,91.20%,85.70%,60.70%,81.30%
4,396,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202349,89.40%,82.10%,12.9,92.80%,90.20%,87.90%,86.90%
4,1164,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202349,85.30%,84.50%,13.8,90.80%,91.80%,68.20%,88.50%
4,1183,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202349,90.20%,91.10%,13.8,92.80%,93.40%,84.10%,89.90%
4,1286,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202349,67.00%,64.80%,28.7,84.40%,73.00%,36.20%,68.00%
4,2214,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202349,84.90%,82.40%,15.4,96.30%,94.20%,62.70%,84.50%
4,4420,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202349,76.20%,63.60%,17.6,80.80%,68.70%,61.00%,88.30%
4,4506,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202349,76.80%,78.10%,16.2,70.00%,85.80%,68.90%,82.00%
4,1035,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202349,82.60%,85.50%,15.9,87.60%,85.00%,73.50%,84.90%
4,2806,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202349,61.20%,63.90%,27.5,52.30%,68.70%,38.20%,74.30%
4,3733,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202349,93.60%,94.90%,13.6,94.80%,88.40%,96.90%,96.40%
