Store,Week,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Total
1197,43,1,2,1,1,2,1,1,9
1198,43,2,2,2,2,2,2,1,13
1199,43,2,1,2,2,2,1,2,12
1200,43,3,2,2,3,2,3,2,17
1201,43,2,1,2,1,2,2,1,11
1207,43,1,2,2,1,2,1,2,11
1209,43,2,2,2,1,1,2,2,12
1213,43,1,2,2,2,1,2,2,12
1215,43,2,2,1,2,2,2,1,12
1217,43,2,1,1,2,1,2,1,10
1218,43,2,1,1,2,1,2,1,10
1219,43,1,2,1,2,1,2,1,10
1220,43,2,1,2,1,2,2,1,11
1221,43,1,2,2,1,2,1,2,11
1222,43,2,2,1,2,2,2,2,13
1227,43,1,2,1,2,1,2,1,10
1230,43,1,1,2,1,1,1,1,8
1231,43,2,3,2,2,2,2,2,15
1233,43,2,2,2,2,2,2,2,14
1237,43,1,2,2,1,2,1,2,11
1239,43,1,2,1,1,2,1,2,10
1240,43,2,1,2,2,1,2,2,12
1242,43,2,1,2,1,2,1,1,10
1244,43,1,2,1,1,1,2,1,9
1245,43,2,3,2,2,3,2,2,16
1247,43,2,1,1,1,2,1,1,9
1248,43,2,2,1,2,2,1,2,12
1253,43,2,1,2,2,2,1,2,12
1256,43,2,1,2,1,2,1,1,10
1268,43,2,2,2,2,2,2,2,14
1270,43,1,2,1,1,1,2,1,9
1271,43,1,2,2,2,2,2,2,13
1279,43,1,1,2,1,1,1,1,8
1280,43,2,2,2,2,2,1,2,13
1281,43,2,1,2,1,2,1,1,10
1284,43,1,2,1,1,2,1,1,9
1285,43,1,2,1,1,2,1,2,10
1291,43,2,2,1,2,1,2,1,11
1293,43,1,2,1,2,1,2,1,10
1297,43,2,2,2,1,2,2,1,12
1298,43,2,2,2,2,2,2,2,14
1302,43,2,2,2,2,2,2,1,13
1303,43,1,2,2,1,2,1,2,11
1306,43,2,2,1,2,2,2,2,13
1310,43,2,1,2,1,2,2,1,11
1311,43,2,1,2,1,2,1,2,11
1313,43,1,1,1,1,2,1,1,8
1315,43,1,1,1,1,1,2,1,8
1321,43,2,1,2,1,2,2,1,11
1322,43,1,2,1,2,1,1,2,10
1324,43,2,1,2,2,2,1,2,12
1326,43,2,1,2,1,2,2,1,11
1352,43,1,2,1,1,1,2,1,9
1353,43,1,1,1,2,1,1,2,9
1355,43,2,1,2,1,2,1,2,11
1358,43,1,2,1,1,1,1,1,8
1359,43,2,2,2,2,1,2,2,13
1360,43,1,1,2,1,1,1,1,8
1361,43,1,1,2,2,2,2,1,11
1362,43,2,2,2,2,2,2,2,14
1363,43,2,2,2,2,2,1,2,13
1364,43,2,1,1,2,1,2,1,10
1367,43,1,2,1,1,1,1,1,8
1368,43,2,2,2,2,2,1,2,13
1375,43,1,2,1,1,1,1,1,8
1379,43,1,2,1,1,2,1,2,10
1380,43,2,1,2,2,1,2,2,12
1383,43,2,1,1,1,2,1,1,9
1385,43,1,2,1,1,1,2,1,9
1386,43,2,1,2,2,2,1,2,12
1387,43,1,2,1,2,1,1,2,10
1390,43,1,2,2,2,2,2,1,12
1392,43,2,1,1,2,1,2,1,10
1394,43,2,2,2,2,2,2,2,14
1397,43,1,2,1,1,2,1,1,9
1400,43,1,1,2,1,1,2,1,9
1403,43,1,2,2,2,1,2,2,12
1404,43,1,2,1,1,1,2,1,9
1407,43,1,2,1,1,2,1,2,10
1412,43,2,1,1,1,1,1,1,8
1414,43,2,1,2,2,1,2,2,12
1415,43,1,2,1,2,1,2,1,10
1424,43,2,2,2,2,2,2,2,14
1426,43,2,1,2,1,1,2,1,10
1427,43,1,2,1,1,2,1,1,9
1432,43,1,1,2,1,1,1,1,8
1439,43,1,2,1,1,1,2,1,9
1440,43,1,1,2,1,1,1,1,8
1445,43,2,2,1,2,2,1,2,12
1446,43,2,1,1,2,1,2,1,10
1447,43,2,1,2,1,2,2,1,11
1452,43,1,2,1,2,1,2,1,10
1458,43,2,1,2,2,1,2,1,11
1463,43,2,1,2,2,2,1,2,12
1465,43,1,2,1,1,2,1,1,9
1469,43,2,1,2,1,2,1,2,11
1470,43,2,1,2,1,2,1,1,10
1474,43,1,1,1,1,1,1,2,8
1478,43,2,2,2,1,2,2,1,12
1482,43,2,1,2,2,2,1,2,12
1486,43,1,2,1,1,2,1,1,9
1488,43,2,1,2,1,2,2,1,11
1490,43,1,1,2,1,1,1,1,8
1493,43,1,1,1,1,2,1,1,8
1495,43,2,1,2,1,2,2,1,11
1497,43,2,1,2,2,1,2,2,12
1500,43,2,1,1,1,2,1,1,9
1503,43,2,1,1,1,1,1,1,8
1505,43,2,1,2,2,2,1,2,12
1513,43,2,2,1,2,2,2,1,12
1514,43,2,2,1,2,2,2,1,12
1519,43,2,2,2,2,2,2,2,14
1523,43,2,1,1,2,1,1,1,9
1524,43,1,2,1,1,1,1,1,8
1525,43,1,2,1,2,1,1,2,10
1527,43,2,2,1,2,2,2,1,12
1528,43,1,1,1,2,1,1,1,8
1529,43,1,2,2,1,2,2,2,12
1530,43,2,2,1,2,1,2,1,11
1532,43,2,2,2,2,1,2,2,13
1533,43,1,1,1,2,1,1,2,9
1535,43,2,2,1,2,2,2,1,12
1536,43,2,1,2,1,1,2,1,10
1539,43,2,2,1,2,1,2,1,11
1541,43,2,1,1,2,1,1,1,9
1543,43,2,1,1,1,1,2,1,9
1544,43,1,2,1,1,2,1,1,9
1545,43,3,2,3,2,2,3,2,17
1552,43,1,2,1,2,2,1,2,11
1554,43,2,1,2,1,2,1,1,10
1555,43,2,2,2,1,2,2,1,12
1556,43,1,1,1,2,1,1,1,8
1560,43,1,2,1,1,2,1,1,9
1561,43,1,1,1,1,1,1,2,8
1564,43,2,2,1,2,1,2,1,11
1565,43,2,1,1,2,1,1,1,9
1567,43,2,2,2,2,2,2,2,14
1568,43,2,1,2,2,1,2,2,12
1569,43,1,2,2,2,1,2,2,12
1570,43,2,2,2,2,2,2,2,14
1576,43,2,1,2,2,1,2,2,12
1577,43,1,2,1,2,1,2,1,10
1579,43,1,2,2,1,2,1,2,11
1581,43,2,2,2,2,2,2,2,14
1583,43,1,2,1,2,2,1,2,11
1584,43,2,1,2,1,2,1,2,11
1588,43,2,2,2,1,2,2,2,13
1591,43,2,1,2,1,1,2,1,10
1593,43,1,2,1,1,1,1,1,9
1595,43,2,1,2,2,2,2,2,13
1604,43,1,1,1,2,1,1,1,8
1606,43,1,2,2,1,2,2,2,12
1607,43,1,1,1,1,2,1,1,8
1612,43,1,2,2,2,2,2,2,13
1613,43,3,2,2,2,3,2,2,16
1614,43,1,2,1,1,1,1,1,8
1622,43,1,2,2,2,2,2,2,13
1624,43,1,1,2,2,1,1,1,9
1626,43,2,1,2,1,2,1,1,10
1631,43,2,1,2,1,2,1,2,11
1632,43,2,1,2,2,1,2,1,11
1634,43,2,1,2,1,1,2,1,10
1636,43,1,1,2,1,1,1,1,8
1637,43,1,2,1,1,2,1,2,10
1638,43,1,1,2,1,1,1,1,8
1640,43,1,1,1,2,1,1,1,8
1642,43,1,2,1,2,1,2,2,11
1645,43,1,1,1,1,1,1,2,8
1654,43,1,2,2,1,2,2,2,12
1656,43,2,1,2,2,1,2,1,11
1657,43,2,1,2,1,2,2,1,11
1658,43,1,2,1,1,2,1,1,9
1660,43,1,1,1,2,1,1,1,8
1662,43,2,1,2,1,2,1,1,10
1663,43,2,2,2,2,2,2,1,13
1664,43,2,2,2,2,2,1,2,13
1666,43,1,2,1,1,1,1,1,8
1671,43,2,1,2,1,2,1,1,10
1677,43,1,1,1,2,1,1,1,8
1679,43,1,1,2,1,2,1,2,10
1680,43,1,2,1,2,1,2,1,10
1682,43,1,1,2,1,1,2,1,9
1685,43,2,1,2,1,2,1,2,11
1686,43,2,1,1,2,1,1,1,9
1688,43,2,2,2,2,2,2,2,14
1691,43,2,2,1,2,2,2,1,12
1692,43,1,2,1,1,2,1,1,9
1693,43,1,2,1,1,1,1,1,8
1694,43,1,2,1,2,1,2,1,10
1695,43,2,2,2,2,2,2,2,14
1696,43,2,1,2,2,2,2,2,13
1699,43,1,1,1,1,1,2,1,8
1700,43,2,2,2,2,2,2,2,14
1708,43,2,2,2,1,2,2,2,13
1710,43,2,1,2,1,2,1,1,10
1712,43,2,2,1,2,1,2,1,11
1716,43,2,1,1,1,1,1,1,8
1717,43,1,1,2,1,1,1,1,8
1718,43,2,2,2,2,2,1,2,13
1720,43,1,1,2,1,1,1,1,8
1721,43,2,2,2,2,2,1,2,13
1722,43,1,1,2,1,1,1,1,8
1734,43,2,1,2,1,2,2,1,11
1735,43,2,1,2,1,2,2,1,11
1737,43,1,1,1,1,1,1,2,8
1738,43,2,1,2,2,1,2,2,12
1739,43,2,2,1,2,1,2,1,11
1740,43,1,2,1,2,2,1,2,11
1741,43,2,1,1,2,1,2,1,10
1744,43,1,2,1,2,1,2,2,11
1746,43,1,1,2,1,1,1,2,9
1747,43,1,2,2,1,2,1,2,11
1748,43,2,1,2,2,2,1,2,12
1750,43,2,2,2,2,2,2,1,13
1753,43,1,2,1,1,2,1,2,10
1757,43,2,2,2,1,2,2,2,13
1759,43,2,1,1,1,1,1,1,8
1762,43,2,2,1,2,2,2,2,13
1764,43,1,1,1,1,1,1,2,8
1765,43,1,2,1,2,1,2,1,10
1767,43,3,2,2,2,3,2,2,16
1770,43,2,1,1,1,2,1,1,9
1773,43,2,2,1,2,1,2,1,11
1774,43,1,1,1,1,1,1,2,8
1782,43,1,2,1,2,1,2,1,10
1785,43,2,2,1,2,1,2,1,11
1788,43,2,1,1,2,1,1,1,9
1790,43,2,1,1,2,1,2,1,10
1796,43,2,1,1,2,1,2,1,10
1797,43,2,2,2,2,2,2,1,13
1799,43,2,1,1,2,1,2,1,10
1802,43,2,2,2,2,2,1,2,13
1803,43,2,2,1,2,2,2,1,12
1804,43,1,2,1,1,1,1,1,8
1806,43,1,2,1,1,2,1,2,10
1810,43,2,1,2,1,1,2,1,10
1811,43,2,2,1,2,2,2,1,12
1812,43,1,2,1,2,1,2,1,10
1813,43,2,2,2,2,2,2,1,13
1814,43,2,1,2,1,2,1,1,10
1819,43,2,3,2,2,2,2,2,15
1820,43,2,2,1,2,2,1,2,12
1821,43,1,1,2,1,1,1,2,9
1830,43,1,2,2,1,2,2,2,12
1831,43,2,2,2,2,2,2,2,14
1832,43,1,2,1,1,1,1,1,8
1833,43,2,2,2,3,2,2,3,16
1835,43,1,2,1,2,1,1,2,10
1836,43,2,1,1,2,1,2,1,10
1842,43,3,2,2,3,2,2,2,16
1846,43,1,1,2,1,1,1,1,8
1847,43,1,1,2,1,1,1,1,8
1848,43,1,1,1,2,1,1,2,9
1849,43,1,1,1,1,1,1,2,8
1850,43,2,2,1,2,1,2,1,11
1852,43,1,1,1,1,1,2,1,8
1853,43,2,1,1,1,1,1,2,9
1857,43,2,2,2,2,2,2,2,14
1859,43,1,2,1,1,2,1,2,10
1861,43,2,1,2,1,1,2,1,10
1862,43,2,1,2,1,1,2,1,10
1863,43,2,1,2,1,2,1,2,11
1864,43,2,2,2,1,2,2,2,13
1867,43,2,1,2,1,2,1,1,10
1868,43,1,1,1,1,1,2,1,8
1870,43,2,1,2,1,2,1,1,10
1871,43,2,1,1,1,2,1,1,9
1872,43,1,1,1,1,2,1,1,8
1873,43,2,1,2,1,1,2,1,10
1874,43,2,2,1,2,1,2,1,11
1876,43,2,2,1,2,1,2,1,11
1877,43,1,2,1,1,1,2,1,9
1879,43,2,1,2,1,2,1,2,11
1884,43,1,2,1,2,1,2,2,11
1885,43,2,1,2,2,1,2,1,11
1886,43,2,1,1,1,2,1,1,9
1887,43,1,2,2,1,2,2,2,12
1889,43,2,2,1,2,1,2,1,11
1890,43,1,1,2,1,1,2,1,9
1891,43,2,1,2,1,1,2,1,10
1892,43,2,2,1,2,1,2,1,11
1894,43,2,1,1,2,1,1,1,9
1897,43,1,2,1,1,2,1,1,9
1899,43,2,1,1,1,1,1,1,8
1903,43,2,2,2,2,3,2,2,15
1906,43,1,2,1,2,1,2,1,10
1907,43,2,2,2,2,2,2,2,14
1911,43,1,1,2,1,1,1,1,8
1913,43,1,1,1,1,1,1,2,8
1914,43,2,2,1,2,1,2,1,11
1917,43,1,1,1,1,1,2,1,8
1918,43,1,2,1,2,2,1,2,11
1921,43,1,1,1,1,2,1,1,8
1922,43,2,1,1,1,2,1,1,9
1923,43,2,1,1,1,1,1,1,8
1924,43,2,2,1,2,2,2,1,12
1926,43,1,1,1,1,1,1,2,8
1927,43,2,2,1,2,2,2,1,12
1928,43,1,1,2,1,1,1,2,9
1929,43,1,2,1,1,1,2,1,9
1930,43,2,2,2,2,2,2,2,14
1932,43,1,2,1,1,2,1,1,9
1935,43,2,2,2,2,2,2,3,15
1937,43,2,2,1,2,2,1,2,12
1938,43,1,1,2,1,1,2,1,9
1939,43,1,1,2,1,1,1,1,8
1940,43,1,1,1,2,1,2,1,9
1943,43,1,1,1,1,1,1,2,8
1946,43,2,1,2,1,2,1,1,10
1947,43,2,1,2,1,2,2,1,11
1948,43,1,2,1,2,1,2,1,10
1951,43,1,2,1,2,1,2,1,10
1952,43,1,2,1,1,1,2,1,9
1954,43,1,2,2,1,2,2,2,12
1956,43,1,2,1,2,1,1,2,10
1958,43,1,2,1,2,1,2,1,10
1959,43,1,1,1,1,1,2,1,8
1960,43,1,2,2,2,1,2,2,12
1963,43,1,2,2,1,2,1,2,11
1970,43,1,1,1,2,1,1,1,8
1971,43,2,1,2,1,1,2,1,10
1973,43,2,2,1,2,1,2,1,11
1976,43,2,1,2,1,2,2,1,11
1979,43,2,1,2,1,2,1,1,10
1980,43,2,1,1,1,2,1,1,9
1981,43,2,2,1,2,2,2,1,12
1986,43,2,2,1,2,1,2,1,11
1993,43,1,1,1,1,2,1,1,8
1995,43,2,2,1,2,1,2,1,11
1996,43,2,2,1,2,2,2,1,12
1997,43,2,1,2,2,1,2,1,11
1999,43,1,1,1,2,1,1,1,8
2000,43,1,1,1,1,2,1,1,8
2002,43,2,1,2,1,2,1,1,10
2003,43,1,1,1,1,1,2,1,8
2005,43,1,1,1,1,1,2,1,8
2010,43,2,2,2,3,2,2,2,15
2012,43,2,2,2,1,2,2,1,12
2013,43,1,1,2,1,1,1,1,8
2015,43,1,1,2,1,1,1,2,9
2016,43,1,1,1,2,1,1,2,9
2019,43,2,1,2,1,2,1,2,11
2021,43,1,2,1,2,1,2,1,10
2022,43,2,1,2,2,1,2,1,11
2027,43,2,2,1,2,1,2,1,11
2032,43,2,2,1,2,2,2,2,13
2033,43,1,1,2,1,1,1,1,8
2035,43,2,1,1,1,2,1,1,9
2036,43,1,2,1,2,1,2,2,11
2038,43,1,2,1,1,1,2,1,9
2040,43,1,2,1,1,1,1,1,8
2041,43,1,2,1,2,2,1,2,11
2046,43,2,1,1,2,1,2,1,10
2047,43,2,2,1,2,2,2,1,12
2049,43,2,2,2,2,2,2,2,14
2050,43,1,1,1,1,1,1,2,8
2051,43,2,2,1,2,2,2,1,12
2059,43,2,1,2,1,2,1,1,10
2061,43,1,2,1,2,1,2,1,10
2062,43,2,2,2,2,1,2,2,13
2063,43,1,2,2,2,1,2,2,12
2064,43,1,2,1,1,2,1,1,9
2065,43,2,1,1,1,2,1,1,9
2073,43,2,1,2,2,2,1,2,12
2078,43,2,2,2,2,2,2,2,14
2080,43,1,1,2,1,1,1,2,9
2081,43,1,1,1,1,2,1,1,8
2082,43,1,2,1,2,1,2,1,10
2087,43,2,1,2,2,1,2,1,11
2090,43,1,2,1,1,1,1,1,8
2091,43,2,1,1,2,1,1,1,9
2092,43,3,2,2,3,2,2,2,16
2095,43,1,2,1,2,2,1,2,11
2097,43,2,1,2,1,2,2,1,11
2101,43,2,2,2,2,1,2,2,13
2102,43,1,1,2,1,2,1,2,10
2104,43,2,1,2,1,2,1,1,10
2107,43,2,2,2,1,2,2,2,13
2108,43,2,2,2,2,2,2,1,13
2111,43,2,2,1,2,2,2,2,13
2112,43,2,1,2,2,1,2,2,12
2113,43,2,3,2,3,2,3,2,17
2114,43,1,2,1,1,1,1,1,8
2115,43,2,1,1,1,2,1,1,9
2116,43,1,1,2,1,1,2,1,9
2118,43,1,2,1,1,2,1,2,10
2119,43,2,1,2,1,2,1,1,10
2123,43,2,1,2,2,1,2,1,11
2124,43,1,1,2,1,1,2,1,9
2129,43,2,1,2,1,2,1,2,11
2133,43,2,1,2,1,2,1,1,10
2138,43,2,1,2,1,2,1,1,10
2141,43,2,1,2,1,2,1,1,10
2142,43,2,2,1,2,2,1,2,12
2143,43,2,2,1,2,2,2,1,12
2147,43,1,2,2,1,2,2,2,12
2149,43,2,3,3,3,2,3,3,19
2150,43,1,1,2,1,1,1,1,8
2153,43,2,1,2,2,2,1,2,12
2154,43,2,1,2,2,2,1,2,12
2155,43,1,2,1,2,1,2,2,11
2156,43,2,1,1,2,1,2,1,10
2157,43,2,1,2,1,2,1,1,10
2159,43,1,1,1,1,2,1,1,8
2169,43,2,1,2,1,2,2,1,11
2170,43,2,2,2,1,2,2,1,12
2174,43,2,1,1,1,2,1,1,9
2175,43,1,1,2,1,1,1,1,8
2176,43,1,1,2,1,1,2,1,9
2183,43,1,2,2,1,2,2,2,12
2184,43,2,1,2,2,1,2,2,12
2191,43,2,2,2,1,2,2,2,13
2193,43,2,1,2,2,1,2,1,11
2194,43,1,2,1,2,1,2,1,10
2196,43,2,2,2,2,1,2,2,13
2197,43,2,3,2,2,2,2,2,15
2199,43,3,2,3,3,2,3,2,18
2201,43,2,2,1,2,2,2,2,13
2204,43,1,2,1,2,2,1,2,11
2205,43,2,1,2,1,2,2,1,11
2208,43,1,1,2,1,1,1,2,9
2209,43,2,1,2,2,1,2,2,12
2210,43,2,2,1,2,1,2,1,11
2211,43,2,1,2,1,2,1,1,10
2213,43,1,1,1,1,2,1,1,8
2214,43,1,1,1,1,2,1,1,8
2221,43,2,1,1,2,1,1,1,9
2222,43,2,1,2,2,2,2,1,12
2225,43,2,2,2,1,2,2,2,13
2227,43,2,1,2,1,2,1,2,11
2236,43,2,2,1,2,2,2,2,13
2237,43,2,2,1,2,2,2,1,12
2239,43,1,2,1,1,2,1,1,9
2241,43,1,2,2,2,1,2,2,12
2242,43,1,2,2,1,2,1,2,11
2244,43,2,1,2,1,2,2,1,11
2245,43,2,1,1,1,2,1,1,9
2247,43,1,2,1,1,2,1,2,10
2249,43,2,2,1,2,2,1,2,12
2251,43,1,2,1,1,2,1,2,10
2252,43,2,1,2,1,2,1,1,10
2253,43,1,1,1,1,1,2,1,8
2258,43,2,1,2,1,2,1,1,10
2259,43,1,2,1,1,2,1,1,9
2264,43,1,2,1,1,2,1,1,9
2265,43,1,2,1,1,1,1,1,8
2267,43,1,2,1,1,1,2,1,9
2269,43,2,1,2,1,2,1,2,11
2270,43,1,2,1,2,1,2,1,10
2271,43,2,2,1,2,1,2,1,11
2273,43,2,1,2,1,2,2,1,11
2274,43,2,1,1,2,1,1,1,9
2277,43,1,2,1,1,2,1,1,9
2279,43,1,2,1,1,1,2,1,9
2281,43,2,2,1,2,2,2,2,13
2282,43,2,2,2,1,2,2,1,12
2284,43,2,1,1,1,1,1,1,8
2285,43,1,1,2,1,1,2,1,10
2286,43,2,1,2,1,1,2,1,10
2287,43,2,1,1,2,1,2,1,10
2288,43,1,2,1,1,1,1,1,8
2289,43,2,2,1,2,2,2,1,12
2295,43,1,1,1,1,1,1,2,8
2299,43,1,2,2,1,2,1,2,11
2300,43,1,2,1,1,2,1,1,9
2306,43,1,1,1,2,1,1,1,8
2307,43,2,1,2,1,1,2,1,10
2309,43,2,1,2,1,2,1,1,10
2310,43,1,2,1,2,1,1,2,10
2313,43,2,1,2,1,1,2,1,10
2318,43,2,1,2,1,2,1,2,11
2319,43,1,2,1,1,2,1,1,9
2322,43,1,1,1,1,2,1,1,8
2330,43,2,1,2,1,2,1,2,11
2331,43,2,2,2,1,2,2,2,13
2336,43,2,2,2,2,2,2,1,13
2337,43,1,1,2,1,1,1,1,8
2341,43,1,2,1,2,1,2,1,10
2348,43,2,2,2,2,2,3,2,15
2351,43,2,2,1,2,2,2,2,13
2352,43,2,1,1,2,1,2,1,10
2354,43,1,2,1,1,2,1,2,10
2355,43,1,1,1,1,1,2,1,8
2359,43,2,1,2,1,2,1,2,11
2361,43,2,1,1,1,1,1,1,8
2362,43,2,2,1,2,2,2,1,12
2365,43,2,3,2,3,2,3,3,18
2366,43,1,1,1,2,1,1,2,9
2369,43,1,1,2,1,1,1,1,8
2370,43,1,2,1,1,1,1,1,8
2371,43,1,2,1,2,1,1,2,10
2373,43,1,1,1,1,2,1,1,8
2386,43,2,1,2,2,2,1,2,12
2388,43,2,2,1,2,1,2,1,11
2399,43,2,1,2,1,2,2,1,11
2401,43,1,2,1,2,2,1,2,11
2403,43,1,2,1,2,1,2,1,10
2420,43,1,1,1,1,2,1,1,8
2421,43,1,1,2,1,1,2,1,9
2422,43,1,1,2,1,1,1,2,9
2428,43,2,1,2,2,2,1,2,12
2432,43,2,2,2,1,2,2,1,12
2438,43,2,1,2,1,2,1,2,11
2439,43,1,2,1,1,1,1,1,8
2443,43,2,2,2,2,1,2,2,13
2444,43,1,2,1,1,2,1,1,9
2445,43,2,2,2,2,2,2,2,14
2446,43,1,1,2,1,1,2,1,9
2459,43,2,1,1,2,1,2,1,10
2464,43,1,2,2,1,2,1,2,11
2472,43,2,2,2,2,2,2,2,14
2474,43,2,1,2,1,1,2,1,10
2479,43,2,1,2,1,2,2,1,11
2480,43,2,1,1,2,1,2,1,10
2481,43,1,2,1,1,1,2,1,9
2482,43,1,1,2,1,1,1,1,8
2484,43,1,1,1,1,1,1,2,8
2490,43,2,1,2,2,1,2,2,12
2502,43,1,2,1,2,1,2,1,10
2504,43,2,1,1,2,1,2,1,10
2505,43,2,1,2,2,1,1,2,11
2506,43,2,1,2,1,2,1,2,11
2508,43,1,1,2,1,1,1,1,8
2512,43,1,2,1,2,2,1,2,11
2515,43,2,1,1,2,1,2,1,10
2516,43,2,1,2,1,1,2,1,10
2520,43,1,1,2,1,1,1,1,8
2527,43,2,1,2,1,2,1,1,10
2528,43,1,1,1,1,1,1,2,8
2529,43,1,1,1,1,1,1,2,8
2530,43,1,2,1,1,2,1,2,10
2531,43,2,1,1,2,1,2,1,10
2533,43,2,2,1,2,1,2,1,11
2537,43,1,2,1,1,2,1,1,9
2540,43,1,2,2,1,2,1,2,11
2541,43,1,2,1,2,1,2,1,10
2543,43,1,2,1,1,1,2,1,9
2544,43,1,1,2,1,2,1,2,10
2545,43,2,1,2,1,2,2,1,11
2547,43,1,1,2,1,1,1,1,8
2548,43,1,2,1,1,1,2,1,9
2549,43,1,1,2,1,1,2,1,9
2554,43,1,1,1,1,2,1,1,8
2559,43,1,2,2,2,1,2,2,12
2561,43,1,2,1,1,2,1,1,9
2565,43,1,2,1,1,2,1,2,10
2566,43,2,2,1,2,1,2,1,11
2571,43,2,2,1,2,2,2,1,12
2574,43,2,1,1,2,1,2,1,10
2575,43,2,2,2,1,2,2,1,12
2581,43,2,2,1,2,2,2,1,12
2585,43,2,1,2,1,2,1,2,11
2586,43,2,2,2,2,1,2,2,13
2587,43,2,1,1,1,2,1,1,9
2588,43,2,2,1,2,2,2,1,12
2591,43,2,2,2,2,1,2,2,13
2592,43,2,2,2,2,2,2,2,14
2593,43,1,2,1,2,1,2,1,10
2594,43,2,1,2,2,2,1,2,12
2595,43,2,2,1,2,1,2,1,11
2596,43,1,2,1,2,2,1,2,11
2597,43,2,2,2,1,2,2,1,12
2598,43,2,2,2,1,2,2,1,12
2599,43,1,2,1,2,1,2,1,10
2604,43,2,1,2,1,2,2,1,11
2605,43,1,1,1,1,1,1,1,8
2607,43,2,1,2,1,2,1,2,11
2610,43,1,1,2,1,1,1,1,8
2612,43,2,2,2,2,2,2,1,13
2613,43,1,2,1,1,2,1,2,10
2615,43,1,2,1,1,2,1,2,10
2618,43,1,1,2,1,1,2,1,9
2627,43,1,2,1,1,1,2,1,9
2629,43,2,2,2,2,2,2,1,13
2630,43,2,1,2,1,2,1,2,11
2631,43,2,2,1,2,2,2,1,12
2634,43,1,1,1,1,1,1,2,8
2638,43,2,1,2,2,2,1,2,12
2639,43,2,1,1,2,1,2,1,10
2640,43,1,2,2,1,2,2,2,12
2642,43,1,1,2,1,1,1,1,8
2643,43,1,2,1,1,1,2,1,9
2648,43,1,1,1,1,1,2,1,8
2650,43,1,2,2,1,2,1,2,11
2651,43,1,2,1,2,1,1,2,10
2656,43,1,2,1,1,2,1,1,9
2660,43,1,2,1,1,1,2,1,9
2663,43,2,1,2,2,1,2,2,12
2665,43,2,1,2,1,1,2,1,10
2667,43,1,2,1,2,1,2,1,10
2674,43,2,1,2,1,2,2,1,11
2679,43,1,2,1,1,1,2,1,9
2682,43,1,1,2,1,1,2,1,9
2684,43,2,1,2,2,1,2,1,11
2687,43,2,2,2,2,1,2,2,13
2690,43,2,1,2,1,1,2,1,10
2692,43,1,1,2,1,1,1,1,8
2693,43,1,1,1,1,1,2,1,8
2695,43,1,1,2,1,1,2,1,9
2697,43,1,2,1,1,1,1,1,8
2702,43,2,2,1,2,2,2,1,12
2704,43,1,1,1,2,1,1,1,8
2713,43,1,2,2,1,2,1,2,11
2715,43,1,2,1,1,1,2,1,9
2720,43,1,1,1,1,1,2,1,8
2723,43,2,2,1,2,1,2,1,11
2726,43,1,1,1,1,1,1,2,8
2727,43,1,1,2,1,1,1,1,8
2732,43,2,1,1,1,1,1,1,8
2733,43,1,2,1,2,1,2,1,10
2739,43,1,1,1,2,1,1,1,8
2753,43,1,1,1,1,1,1,2,8
2755,43,1,1,1,1,1,2,1,8
2758,43,1,1,1,1,2,1,1,8
2763,43,1,2,1,2,1,2,1,10
2765,43,2,2,2,2,2,2,1,13
2767,43,2,2,2,1,2,2,2,13
2768,43,1,2,1,1,2,1,1,9
2769,43,2,1,2,2,2,2,2,13
2777,43,1,2,2,2,1,2,2,12
2781,43,2,1,1,2,1,2,1,10
2786,43,2,2,1,2,1,2,1,11
2788,43,1,1,1,1,1,2,1,8
2789,43,1,2,2,1,2,1,2,11
2791,43,2,2,2,1,2,2,2,13
2793,43,2,2,2,2,3,2,2,15
2796,43,1,2,1,2,2,1,2,11
2799,43,1,1,2,1,1,1,1,8
2803,43,2,2,2,2,2,2,2,14
2806,43,2,1,2,1,2,1,1,10
2807,43,2,2,1,2,1,2,1,11
2808,43,2,2,2,2,2,2,2,14
2809,43,2,2,2,2,2,2,1,13
2812,43,2,1,2,1,2,1,1,10
2814,43,2,2,1,2,2,2,2,13
2817,43,2,1,2,2,1,2,2,12
2818,43,1,2,1,2,1,2,2,11
2820,43,2,2,2,1,2,2,2,13
2821,43,1,2,1,2,1,2,1,10
2823,43,3,2,3,2,2,3,2,17
2825,43,2,2,2,2,2,2,1,13
2830,43,1,2,2,1,2,1,2,11
2836,43,2,2,1,2,1,2,1,11
2838,43,2,2,1,2,2,2,1,12
2843,43,2,1,2,1,2,1,1,10
2844,43,2,3,2,2,2,3,2,16
2847,43,2,1,2,1,2,1,2,11
2850,43,2,1,2,1,2,1,1,10
2852,43,1,2,2,2,1,2,2,13
2853,43,2,1,2,1,1,2,1,10
2854,43,1,2,1,2,1,2,2,11
2855,43,2,2,1,2,1,2,1,11
2857,43,1,2,2,1,2,1,2,11
2859,43,2,1,2,2,2,1,2,12
2860,43,1,2,2,2,1,2,2,12
2864,43,2,1,2,1,2,2,1,11
2869,43,2,1,1,2,1,2,1,10
2874,43,1,2,1,1,1,2,1,9
2881,43,1,2,1,1,1,2,1,9
2883,43,1,1,1,2,1,1,1,8
2886,43,2,1,2,2,1,2,2,12
2888,43,1,1,1,1,1,2,1,8
2889,43,1,2,1,1,1,1,1,8
2891,43,2,1,2,2,2,1,2,12
