Club #,Workgroup,Role,FY23 FT HC Pln,FY23 PT HC Pln,FY23 Total HC Pln,YoY FT HC Change,YoY PT HC Change,YoY Total HC Change
4774,Specialty,Pharmacy Tech,1,2,3,0,0,0
4774,Specialty,TBC Lead,1,0,1,0,0,0
4774,Specialty,TBC Tire Tech,5,4,9,0,0,0
4774,Specialty,Wholesale Trading,1,0,1,0,0,0
4774,Specialty,Wholesale Trading Lead,1,0,1,1,0,1
6333,Fresh,Baker/Packager,2,3,5,0,2,2
6333,Fresh,Bakery Lead,1,0,1,0,0,0
6333,Fresh,Café,2,5,7,0,1,1
6333,Fresh,Cake Decorator,2,1,3,0,0,0
6333,Fresh,Freezer/Cooler/Deli,3,2,5,0,1,1
6333,Fresh,HMS/Rotisserie,3,4,7,0,2,2
6333,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6333,Fresh,Meat Lead,1,0,1,0,0,0
6333,Fresh,Prepared Food Lead,1,0,1,0,0,0
6333,Fresh,Produce,2,4,6,0,1,1
6333,Fresh,Produce Lead,1,0,1,0,0,0
6333,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6333,Member Team,Member Assist,3,5,8,0,0,0
6333,Member Team,Member Frontline,6,16,22,0,0,0
6333,Member Team,Member Specialist,6,3,9,0,1,1
6333,Member Team,Member Support,0,0,0,0,0,0
6333,Member Team,Member Team Lead,5,0,5,0,0,0
6333,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6333,Merchandising Team,Forklift Driver,5,0,5,1,0,1
6333,Merchandising Team,Merchandising,10,9,19,-1,1,0
6333,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6333,Personal Shopper,Personal Shopper,5,2,7,-1,2,1
6333,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6333,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6333,Specialty,Maintenance,3,2,5,0,0,0
6333,Specialty,Optical,2,1,3,0,0,0
6333,Specialty,Pharmacy Tech,3,1,4,0,0,0
6333,Specialty,TBC Lead,1,0,1,0,0,0
6333,Specialty,TBC Tire Tech,5,2,7,0,0,0
6352,Fresh,Baker/Packager,2,3,5,0,2,2
6352,Fresh,Bakery Lead,1,0,1,0,0,0
6352,Fresh,Café,2,5,7,0,1,1
6352,Fresh,Cake Decorator,2,1,3,0,0,0
6352,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
6352,Fresh,HMS/Rotisserie,3,2,5,0,0,0
6352,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6352,Fresh,Meat Lead,1,0,1,0,0,0
6352,Fresh,Prepared Food Lead,1,0,1,0,0,0
6352,Fresh,Produce,2,3,5,0,1,1
6352,Fresh,Produce Lead,1,0,1,0,0,0
6352,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6352,Member Team,Member Assist,2,5,7,0,1,1
6352,Member Team,Member Frontline,5,16,21,0,1,1
6352,Member Team,Member Specialist,5,3,8,0,1,1
6352,Member Team,Member Support,0,0,0,0,0,0
6352,Member Team,Member Team Lead,4,0,4,0,0,0
6352,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6352,Merchandising Team,Forklift Driver,4,0,4,1,0,1
6352,Merchandising Team,Merchandising,8,8,16,0,0,0
6352,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6352,Personal Shopper,Personal Shopper,6,4,10,-1,2,1
6352,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6352,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6352,Specialty,Maintenance,2,2,4,0,0,0
6352,Specialty,Optical,1,1,2,0,0,0
6352,Specialty,Pharmacy Tech,3,1,4,0,0,0
6352,Specialty,TBC Lead,1,0,1,0,0,0
6352,Specialty,TBC Tire Tech,4,2,6,0,0,0
6356,Fresh,Baker/Packager,2,3,5,0,0,0
6356,Fresh,Bakery Lead,1,0,1,0,0,0
6356,Fresh,Café,2,3,5,0,-1,-1
6356,Fresh,Cake Decorator,1,2,3,-1,0,-1
6356,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
6356,Fresh,HMS/Rotisserie,3,2,5,0,0,0
6356,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6356,Fresh,Meat Lead,1,0,1,0,0,0
6356,Fresh,Prepared Food Lead,1,0,1,0,0,0
6356,Fresh,Produce,4,2,6,0,0,0
6356,Fresh,Produce Lead,1,0,1,0,0,0
6356,Fresh,Senior Meat Cutter,4,1,5,0,0,0
6356,Member Team,Member Assist,3,3,6,0,0,0
6356,Member Team,Member Frontline,5,16,21,0,0,0
6356,Member Team,Member Specialist,5,3,8,0,0,0
6356,Member Team,Member Support,0,0,0,0,0,0
6356,Member Team,Member Team Lead,5,0,5,0,0,0
6356,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6356,Merchandising Team,Forklift Driver,4,0,4,0,0,0
6356,Merchandising Team,Merchandising,10,9,19,0,0,0
6356,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6356,Personal Shopper,Personal Shopper,3,2,5,1,1,2
6356,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6356,Specialty,Maintenance,2,2,4,0,0,0
6356,Specialty,Optical,2,0,2,0,0,0
6356,Specialty,Pharmacy Tech,2,0,2,0,0,0
6356,Specialty,TBC Lead,1,0,1,0,0,0
6356,Specialty,TBC Tire Tech,4,2,6,0,0,0
6369,Fresh,Baker/Packager,4,4,8,0,2,2
6369,Fresh,Bakery Lead,1,0,1,0,0,0
6369,Fresh,Café,3,5,8,0,0,0
6369,Fresh,Cake Decorator,3,0,3,0,0,0
6369,Fresh,Freezer/Cooler/Deli,4,3,7,1,0,1
6369,Fresh,HMS/Rotisserie,3,2,5,0,0,0
6369,Fresh,Meat Cutter/Wrapper,2,1,3,0,0,0
6369,Fresh,Meat Lead,1,0,1,0,0,0
6369,Fresh,Prepared Food Lead,1,0,1,0,0,0
6369,Fresh,Produce,3,6,9,0,0,0
6369,Fresh,Produce Lead,1,0,1,0,0,0
6369,Fresh,Senior Meat Cutter,4,2,6,0,0,0
6369,Member Team,Member Assist,2,8,10,0,0,0
6369,Member Team,Member Frontline,6,17,23,0,0,0
6369,Member Team,Member Specialist,7,4,11,0,0,0
6369,Member Team,Member Support,0,0,0,0,0,0
6369,Member Team,Member Team Lead,5,0,5,0,0,0
6369,Merchandising Team,Backroom Associate,5,0,5,1,0,1
6369,Merchandising Team,Forklift Driver,5,0,5,1,0,1
6369,Merchandising Team,Merchandising,12,13,25,1,0,1
6369,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6369,Personal Shopper,Personal Shopper,8,3,11,0,1,1
6369,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6369,Specialty,Fuel/Car Wash,6,8,14,1,2,3
6369,Specialty,Maintenance,3,3,6,0,0,0
6369,Specialty,Optical,1,1,2,0,0,0
6369,Specialty,Pharmacy Tech,1,2,3,0,0,0
6369,Specialty,TBC Lead,1,0,1,0,0,0
6369,Specialty,TBC Tire Tech,3,3,6,0,0,0
6369,Specialty,Wholesale Trading Lead,0,0,0,0,0,0
6386,Fresh,Baker/Packager,2,2,4,0,1,1
6386,Fresh,Bakery Lead,1,0,1,0,0,0
6386,Fresh,Café,2,2,4,0,-1,-1
6386,Fresh,Cake Decorator,1,2,3,0,0,0
6386,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
6386,Fresh,HMS/Rotisserie,2,3,5,0,0,0
6386,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6386,Fresh,Meat Lead,1,0,1,0,0,0
6386,Fresh,Prepared Food Lead,1,0,1,0,0,0
6386,Fresh,Produce,2,3,5,0,1,1
6386,Fresh,Produce Lead,1,0,1,0,0,0
6386,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6386,Member Team,Member Assist,2,4,6,0,0,0
6386,Member Team,Member Frontline,5,14,19,0,0,0
6386,Member Team,Member Specialist,5,2,7,0,0,0
6386,Member Team,Member Support,0,0,0,0,0,0
6386,Member Team,Member Team Lead,4,0,4,0,0,0
6386,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6386,Merchandising Team,Forklift Driver,3,0,3,0,0,0
6386,Merchandising Team,Merchandising,8,8,16,0,0,0
6386,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6386,Personal Shopper,Personal Shopper,5,2,7,-1,2,1
6386,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6386,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6386,Specialty,Maintenance,2,2,4,0,0,0
6386,Specialty,Optical,1,1,2,0,0,0
6386,Specialty,Pharmacy Tech,1,2,3,0,0,0
6386,Specialty,TBC Lead,1,0,1,0,0,0
6386,Specialty,TBC Tire Tech,4,3,7,0,0,0
6423,Fresh,Baker/Packager,3,2,5,0,1,1
6423,Fresh,Bakery Lead,1,0,1,0,0,0
6423,Fresh,Café,3,3,6,0,-1,-1
6423,Fresh,Cake Decorator,3,1,4,0,0,0
6423,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
6423,Fresh,HMS/Rotisserie,4,3,7,0,0,0
6423,Fresh,Meat Cutter/Wrapper,1,2,3,0,0,0
6423,Fresh,Meat Lead,1,0,1,0,0,0
6423,Fresh,Prepared Food Lead,1,0,1,0,0,0
6423,Fresh,Produce,2,5,7,0,1,1
6423,Fresh,Produce Lead,1,0,1,0,0,0
6423,Fresh,Senior Meat Cutter,4,1,5,0,0,0
6423,Member Team,Member Assist,3,5,8,0,0,0
6423,Member Team,Member Frontline,5,17,22,0,0,0
6423,Member Team,Member Specialist,6,3,9,0,0,0
6423,Member Team,Member Support,0,0,0,0,0,0
6423,Member Team,Member Team Lead,5,0,5,0,0,0
6423,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6423,Merchandising Team,Forklift Driver,5,0,5,0,0,0
6423,Merchandising Team,Merchandising,11,9,20,0,0,0
6423,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6423,Personal Shopper,Personal Shopper,4,1,5,0,0,0
6423,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6423,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6423,Specialty,Maintenance,3,2,5,0,0,0
6423,Specialty,Optical,1,1,2,0,0,0
6423,Specialty,Pharmacy Tech,2,1,3,0,0,0
6423,Specialty,TBC Lead,1,0,1,0,0,0
6423,Specialty,TBC Tire Tech,3,3,6,0,0,0
6428,Fresh,Baker/Packager,4,2,6,1,0,1
6428,Fresh,Bakery Lead,1,0,1,0,0,0
6428,Fresh,Café,3,4,7,0,-1,-1
6428,Fresh,Cake Decorator,3,2,5,0,0,0
6428,Fresh,Freezer/Cooler/Deli,4,3,7,1,0,1
6428,Fresh,HMS/Rotisserie,4,3,7,0,0,0
6428,Fresh,Meat Cutter/Wrapper,2,1,3,0,0,0
6428,Fresh,Meat Lead,1,0,1,0,0,0
6428,Fresh,Prepared Food Lead,1,0,1,0,0,0
6428,Fresh,Produce,3,6,9,0,1,1
6428,Fresh,Produce Lead,1,0,1,0,0,0
6428,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6428,Member Team,Member Assist,4,5,9,0,0,0
6428,Member Team,Member Frontline,6,20,26,0,3,3
6428,Member Team,Member Specialist,6,5,11,0,2,2
6428,Member Team,Member Support,0,0,0,0,0,0
6428,Member Team,Member Team Lead,5,0,5,0,0,0
6428,Merchandising Team,Backroom Associate,5,0,5,1,0,1
6428,Merchandising Team,Forklift Driver,6,0,6,0,0,0
6428,Merchandising Team,Merchandising,14,12,26,0,0,0
6428,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6428,Personal Shopper,Personal Shopper,12,5,17,5,3,8
6428,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6428,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6428,Specialty,Maintenance,3,3,6,0,0,0
6428,Specialty,Optical,2,1,3,0,0,0
6428,Specialty,Pharmacy Tech,2,1,3,0,0,0
6428,Specialty,TBC Lead,1,0,1,0,0,0
6428,Specialty,TBC Tire Tech,3,3,6,0,0,0
6462,Fresh,Baker/Packager,2,2,4,0,1,1
6462,Fresh,Bakery Lead,1,0,1,0,0,0
6462,Fresh,Café,2,4,6,0,0,0
6462,Fresh,Cake Decorator,2,1,3,0,0,0
6462,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
6462,Fresh,HMS/Rotisserie,3,3,6,0,1,1
6462,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
6462,Fresh,Meat Lead,1,0,1,0,0,0
6462,Fresh,Prepared Food Lead,1,0,1,0,0,0
6462,Fresh,Produce,2,3,5,0,1,1
6462,Fresh,Produce Lead,1,0,1,0,0,0
6462,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6462,Member Team,Member Assist,3,4,7,0,0,0
6462,Member Team,Member Frontline,5,16,21,0,0,0
6462,Member Team,Member Specialist,6,2,8,0,0,0
6462,Member Team,Member Support,0,0,0,0,0,0
6462,Member Team,Member Team Lead,5,0,5,0,0,0
6462,Merchandising Team,Backroom Associate,4,0,4,0,0,0
6462,Merchandising Team,Forklift Driver,4,0,4,0,0,0
6462,Merchandising Team,Merchandising,10,9,19,0,1,1
6462,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6462,Personal Shopper,Personal Shopper,3,2,5,0,0,0
6462,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6462,Specialty,Maintenance,3,0,3,0,0,0
6462,Specialty,TBC Lead,1,0,1,0,0,0
6462,Specialty,TBC Tire Tech,4,2,6,0,0,0
6581,Fresh,Baker/Packager,4,2,6,1,1,2
6581,Fresh,Bakery Lead,1,0,1,0,0,0
6581,Fresh,Café,3,5,8,0,1,1
6581,Fresh,Cake Decorator,2,2,4,0,0,0
6581,Fresh,Freezer/Cooler/Deli,4,2,6,1,1,2
6581,Fresh,HMS/Rotisserie,3,4,7,0,0,0
6581,Fresh,Meat Cutter/Wrapper,1,2,3,0,0,0
6581,Fresh,Meat Lead,1,0,1,0,0,0
6581,Fresh,Prepared Food Lead,1,0,1,0,0,0
6581,Fresh,Produce,3,4,7,0,2,2
6581,Fresh,Produce Lead,1,0,1,0,0,0
6581,Fresh,Senior Meat Cutter,3,1,4,0,0,0
6581,Member Team,Member Assist,3,5,8,0,0,0
6581,Member Team,Member Frontline,7,18,25,1,1,2
6581,Member Team,Member Specialist,7,3,10,0,0,0
6581,Member Team,Member Support,0,0,0,0,0,0
6581,Member Team,Member Team Lead,5,0,5,0,0,0
6581,Merchandising Team,Backroom Associate,5,0,5,1,0,1
6581,Merchandising Team,Forklift Driver,6,0,6,1,0,1
6581,Merchandising Team,Merchandising,13,12,25,-1,1,0
6581,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6581,Personal Shopper,Personal Shopper,9,4,13,3,2,5
6581,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6581,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6581,Specialty,Maintenance,3,2,5,0,0,0
6581,Specialty,Optical,2,0,2,0,0,0
6581,Specialty,Pharmacy Tech,1,2,3,0,0,0
6581,Specialty,TBC Lead,1,0,1,0,0,0
6581,Specialty,TBC Tire Tech,4,2,6,0,0,0
6636,Fresh,Baker/Packager,4,4,8,1,1,2
6636,Fresh,Bakery Lead,1,0,1,0,0,0
6636,Fresh,Café,3,4,7,0,-1,-1
6636,Fresh,Cake Decorator,2,3,5,0,1,1
6636,Fresh,Freezer/Cooler/Deli,4,3,7,1,1,2
6636,Fresh,HMS/Rotisserie,4,2,6,0,0,0
6636,Fresh,Meat Cutter/Wrapper,2,3,5,0,0,0
6636,Fresh,Meat Lead,1,0,1,0,0,0
6636,Fresh,Prepared Food Lead,1,0,1,0,0,0
6636,Fresh,Produce,3,6,9,0,1,1
6636,Fresh,Produce Lead,1,0,1,0,0,0
6636,Fresh,Senior Meat Cutter,4,1,5,0,0,0
6636,Member Team,Member Assist,4,5,9,0,0,0
6636,Member Team,Member Frontline,6,19,25,0,0,0
6636,Member Team,Member Specialist,8,3,11,0,0,0
6636,Member Team,Member Support,0,0,0,0,0,0
6636,Member Team,Member Team Lead,5,0,5,0,0,0
6636,Merchandising Team,Backroom Associate,5,0,5,1,0,1
6636,Merchandising Team,Forklift Driver,5,0,5,0,0,0
6636,Merchandising Team,Merchandising,11,9,20,0,0,0
6636,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6636,Personal Shopper,Personal Shopper,4,1,5,0,0,0
6636,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6636,Specialty,Fuel/Car Wash,2,1,3,0,0,0
6636,Specialty,Liquor,2,1,3,0,1,1
6636,Specialty,Maintenance,3,3,6,0,0,0
6636,Specialty,Pharmacy Tech,1,2,3,0,0,0
6674,Fresh,Baker/Packager,4,3,7,0,0,0
6674,Fresh,Bakery Lead,1,0,1,0,0,0
6674,Fresh,Café,4,3,7,0,-1,-1
6674,Fresh,Cake Decorator,3,0,3,0,-1,-1
6674,Fresh,Freezer/Cooler/Deli,5,4,9,1,0,1
6674,Fresh,HMS/Rotisserie,4,3,7,0,0,0
6674,Fresh,Meat Cutter/Wrapper,4,2,6,0,0,0
6674,Fresh,Meat Lead,1,0,1,0,0,0
6674,Fresh,Prepared Food Lead,1,0,1,0,0,0
6674,Fresh,Produce,5,6,11,1,1,2
6674,Fresh,Produce Lead,1,0,1,0,0,0
6674,Fresh,Senior Meat Cutter,4,1,5,0,0,0
6674,Member Team,Member Assist,5,6,11,0,0,0
6674,Member Team,Member Frontline,7,19,26,0,0,0
6674,Member Team,Member Specialist,9,5,14,0,0,0
6674,Member Team,Member Support,0,0,0,0,0,0
6674,Member Team,Member Team Lead,6,0,6,0,0,0
6674,Merchandising Team,Backroom Associate,5,0,5,0,0,0
6674,Merchandising Team,Forklift Driver,6,0,6,0,0,0
6674,Merchandising Team,Merchandising,14,10,24,0,0,0
6674,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
6674,Personal Shopper,Personal Shopper,4,2,6,-1,2,1
6674,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
6674,Specialty,Maintenance,4,3,7,0,0,0
6674,Specialty,Optical,2,0,2,0,0,0
6674,Specialty,Pharmacy Tech,2,1,3,0,0,0
6674,Specialty,TBC Lead,1,0,1,0,0,0
6674,Specialty,TBC Tire Tech,4,3,7,0,0,0
8186,Fresh,Baker/Packager,2,2,4,0,-1,-1
8186,Fresh,Bakery Lead,1,0,1,0,0,0
8186,Fresh,Café,2,3,5,0,1,1
8186,Fresh,Cake Decorator,2,1,3,0,0,0
8186,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
8186,Fresh,HMS/Rotisserie,3,2,5,0,0,0
8186,Fresh,Meat Cutter/Wrapper,1,1,2,0,0,0
8186,Fresh,Meat Lead,1,0,1,0,0,0
8186,Fresh,Prepared Food Lead,1,0,1,0,0,0
8186,Fresh,Produce,2,4,6,0,1,1
8186,Fresh,Produce Lead,1,0,1,0,0,0
8186,Fresh,Senior Meat Cutter,3,1,4,0,0,0
8186,Member Team,Member Assist,4,3,7,0,0,0
8186,Member Team,Member Frontline,6,15,21,0,0,0
8186,Member Team,Member Specialist,6,3,9,1,1,2
8186,Member Team,Member Support,0,0,0,0,0,0
8186,Member Team,Member Team Lead,5,0,5,0,0,0
8186,Merchandising Team,Backroom Associate,4,0,4,0,0,0
8186,Merchandising Team,Forklift Driver,4,0,4,0,0,0
8186,Merchandising Team,Merchandising,10,9,19,0,1,1
8186,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8186,Personal Shopper,Personal Shopper,5,2,7,-1,2,1
8186,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8186,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8186,Specialty,Maintenance,3,2,5,0,0,0
8186,Specialty,Optical,1,1,2,0,0,0
8186,Specialty,Pharmacy Tech,1,2,3,0,0,0
8186,Specialty,TBC Lead,1,0,1,0,0,0
8186,Specialty,TBC Tire Tech,3,3,6,0,0,0
8191,Fresh,Baker/Packager,4,5,9,1,2,3
8191,Fresh,Bakery Lead,1,0,1,0,0,0
8191,Fresh,Café,3,5,8,0,1,1
8191,Fresh,Cake Decorator,3,2,5,0,0,0
8191,Fresh,Freezer/Cooler/Deli,4,3,7,1,1,2
8191,Fresh,HMS/Rotisserie,4,3,7,0,0,0
8191,Fresh,Meat Cutter/Wrapper,2,1,3,0,0,0
8191,Fresh,Meat Lead,1,0,1,0,0,0
8191,Fresh,Prepared Food Lead,1,0,1,0,0,0
8191,Fresh,Produce,3,3,6,1,0,1
8191,Fresh,Produce Lead,1,0,1,0,0,0
8191,Fresh,Senior Meat Cutter,4,1,5,0,0,0
8191,Member Team,Member Assist,3,6,9,0,1,1
8191,Member Team,Member Frontline,7,20,27,1,3,4
8191,Member Team,Member Specialist,8,5,13,0,3,3
8191,Member Team,Member Support,0,0,0,0,0,0
8191,Member Team,Member Team Lead,5,0,5,0,0,0
8191,Merchandising Team,Backroom Associate,5,0,5,0,0,0
8191,Merchandising Team,Forklift Driver,6,0,6,1,0,1
8191,Merchandising Team,Merchandising,16,13,29,3,1,4
8191,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
8191,Personal Shopper,Personal Shopper,4,2,6,0,2,2
8191,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
8191,Specialty,Asset Protection,1,0,1,0,0,0
8191,Specialty,Fuel/Car Wash,2,1,3,0,0,0
8191,Specialty,Maintenance,3,1,4,0,0,0
8191,Specialty,Optical,1,1,2,0,0,0
8191,Specialty,Pharmacy Tech,3,1,4,0,0,0
8191,Specialty,TBC Lead,1,0,1,0,0,0
8191,Specialty,TBC Tire Tech,4,2,6,0,0,0
4703,Fresh,Baker/Packager,3,3,6,1,0,1
4703,Fresh,Bakery Lead,1,0,1,0,0,0
4703,Fresh,Café,4,5,9,1,0,1
4703,Fresh,Cake Decorator,2,2,4,0,0,0
4703,Fresh,Freezer/Cooler/Deli,4,2,6,1,0,1
4703,Fresh,HMS/Rotisserie,2,3,5,0,0,0
4703,Fresh,Meat Cutter/Wrapper,2,1,3,0,0,0
4703,Fresh,Meat Lead,1,0,1,0,0,0
4703,Fresh,Prepared Food Lead,1,0,1,0,0,0
4703,Fresh,Produce,2,4,6,0,1,1
4703,Fresh,Produce Lead,1,0,1,0,0,0
4703,Fresh,Senior Meat Cutter,4,1,5,0,0,0
4703,Member Team,Member Assist,3,4,7,0,0,0
4703,Member Team,Member Frontline,6,17,23,0,0,0
4703,Member Team,Member Specialist,7,3,10,0,0,0
4703,Member Team,Member Support,0,0,0,0,0,0
4703,Member Team,Member Team Lead,5,0,5,0,0,0
4703,Merchandising Team,Backroom Associate,4,0,4,0,0,0
4703,Merchandising Team,Forklift Driver,4,0,4,0,0,0
4703,Merchandising Team,Merchandising,10,10,20,0,1,1
4703,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4703,Personal Shopper,Personal Shopper,6,4,10,-1,2,1
4703,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4703,Specialty,Fuel/Car Wash,2,1,3,0,0,0
4703,Specialty,Maintenance,3,2,5,0,0,0
4703,Specialty,Optical,2,1,3,0,0,0
4703,Specialty,Pharmacy Tech,3,1,4,0,0,0
4703,Specialty,TBC Lead,1,0,1,0,0,0
4703,Specialty,TBC Tire Tech,4,1,5,0,0,0
4784,Fresh,Baker/Packager,3,3,6,1,0,1
4784,Fresh,Bakery Lead,1,0,1,0,0,0
4784,Fresh,Café,4,8,12,0,1,1
4784,Fresh,Cake Decorator,2,2,4,0,0,0
4784,Fresh,Freezer/Cooler/Deli,3,2,5,0,0,0
4784,Fresh,HMS/Rotisserie,3,4,7,0,0,0
4784,Fresh,Meat Cutter/Wrapper,3,1,4,0,0,0
4784,Fresh,Meat Lead,1,0,1,0,0,0
4784,Fresh,Prepared Food Lead,1,0,1,0,0,0
4784,Fresh,Produce,3,3,6,0,1,1
4784,Fresh,Produce Lead,1,0,1,0,0,0
4784,Fresh,Senior Meat Cutter,4,1,5,0,1,1
4784,Member Team,Member Assist,3,6,9,0,1,1
4784,Member Team,Member Frontline,6,18,24,0,0,0
4784,Member Team,Member Specialist,8,5,13,0,0,0
4784,Member Team,Member Support,0,0,0,0,0,0
4784,Member Team,Member Team Lead,5,0,5,0,0,0
4784,Merchandising Team,Backroom Associate,5,0,5,1,0,1
4784,Merchandising Team,Forklift Driver,5,0,5,0,0,0
4784,Merchandising Team,Merchandising,12,11,23,1,2,3
4784,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4784,Personal Shopper,Personal Shopper,5,3,8,-1,2,1
4784,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4784,Specialty,Fuel/Car Wash,2,1,3,0,0,0
4784,Specialty,Maintenance,3,1,4,0,0,0
4784,Specialty,Optical,2,1,3,0,0,0
4784,Specialty,Pharmacy Tech,3,1,4,0,0,0
4784,Specialty,TBC Lead,1,0,1,0,0,0
4784,Specialty,TBC Tire Tech,4,2,6,0,0,0
4938,Fresh,Baker/Packager,2,4,6,0,1,1
4938,Fresh,Bakery Lead,1,0,1,0,0,0
4938,Fresh,Café,4,6,10,0,0,0
4938,Fresh,Cake Decorator,3,1,4,0,0,0
4938,Fresh,Freezer/Cooler/Deli,4,2,6,1,0,1
4938,Fresh,HMS/Rotisserie,3,3,6,0,1,1
4938,Fresh,Meat Cutter/Wrapper,2,2,4,0,0,0
4938,Fresh,Meat Lead,1,0,1,0,0,0
4938,Fresh,Prepared Food Lead,1,0,1,0,0,0
4938,Fresh,Produce,3,3,6,0,1,1
4938,Fresh,Produce Lead,1,0,1,0,0,0
4938,Fresh,Senior Meat Cutter,4,2,6,0,0,0
4938,Member Team,Member Assist,3,6,9,0,0,0
4938,Member Team,Member Frontline,7,16,23,0,0,0
4938,Member Team,Member Specialist,9,3,12,0,0,0
4938,Member Team,Member Support,0,0,0,0,0,0
4938,Member Team,Member Team Lead,5,0,5,0,0,0
4938,Merchandising Team,Backroom Associate,5,0,5,0,0,0
4938,Merchandising Team,Forklift Driver,6,0,6,1,0,1
4938,Merchandising Team,Merchandising,13,12,25,0,1,1
4938,Merchandising Team,Merchandising Lead,4,0,4,0,0,0
4938,Personal Shopper,Personal Shopper,11,5,16,3,3,6
4938,Personal Shopper,Personal Shopper Lead,1,0,1,0,0,0
4938,Specialty,Asset Protection,1,0,1,0,0,0
4938,Specialty,Fuel/Car Wash,2,1,3,0,0,0
4938,Specialty,Maintenance,3,3,6,0,0,0
4938,Specialty,Optical,2,1,3,0,0,0
4938,Specialty,Pharmacy Tech,2,1,3,0,0,0
4938,Specialty,TBC Lead,1,0,1,0,0,0
4938,Specialty,TBC Tire Tech,4,2,6,0,0,0
4961,Fresh,Baker/Packager,2,1,3,0,0,0
4961,Fresh,Bakery Lead,1,0,1,0,0,0
4961,Fresh,Café,3,6,9,1,0,1
4961,Fresh,Cake Decorator,2,1,3,0,0,0
4961,Fresh,Freezer/Cooler/Deli,3,1,4,0,0,0
4961,Fresh,HMS/Rotisserie,2,2,4,0,0,0
4961,Fresh,Meat Cutter/Wrapper,1,2,3,0,0,0
4961,Fresh,Meat Lead,1,0,1,0,0,0
4961,Fresh,Prepared Food Lead,1,0,1,0,0,0
4961,Fresh,Produce,2,3,5,0,1,1
4961,Fresh,Produce Lead,1,0,1,0,0,0
4961,Fresh,Senior Meat Cutter,4,1,5,0,0,0
4961,Member Team,Member Assist,2,4,6,0,0,0
4961,Member Team,Member Frontline,5,16,21,0,0,0
4961,Member Team,Member Specialist,6,3,9,0,0,0
4961,Member Team,Member Support,0,0,0,0,0,0
4961,Member Team,Member Team Lead,4,0,4,0,0,0
4961,Merchandising Team,Backroom Associate,4,0,4,0,0,0
