Store Number,NSW2 CONSOLE - QTY,NSW2 MARIO KART WLD - QTY,Total Estimate: In-store Launch (QTY) ,Time Zone,Event Type
3549,5,11,16,EST,Morning Event- June 5
3560,5,11,16,EST,Morning Event- June 5
3561,6,11,17,EST,Morning Event- June 5
3562,3,11,14,EST,Morning Event- June 5
3563,6,11,17,EST,Morning Event- June 5
3564,6,6,12,EST,Morning Event- June 5
3567,6,11,17,CST,Morning Event- June 5
3569,6,11,17,CST,Morning Event- June 5
3570,6,11,17,EST,Morning Event- June 5
3571,5,11,16,EST,Morning Event- June 5
3572,6,11,17,CST,Morning Event- June 5
3573,6,11,17,EST,Morning Event- June 5
3580,5,11,16,EST,Morning Event- June 5
3581,7,11,18,EST,Morning Event- June 5
3583,2,11,13,EST,Morning Event- June 5
3584,2,11,13,CST,Morning Event- June 5
3585,2,11,13,CST,Morning Event- June 5
3588,3,6,9,EST,Morning Event- June 5
3590,11,11,22,CST,Morning Event- June 5
3591,6,11,17,CST,Morning Event- June 5
3595,6,11,17,EST,Morning Event- June 5
3597,4,11,15,CST,Morning Event- June 5
3598,2,11,13,EST,Morning Event- June 5
3601,5,11,16,CST,Morning Event- June 5
3602,3,11,14,CST,Morning Event- June 5
3607,2,5,7,EST,Morning Event- June 5
3608,2,11,13,EST,Morning Event- June 5
3609,6,6,12,EST,Morning Event- June 5
3611,5,5,10,EST,Morning Event- June 5
3612,3,6,9,EST,Morning Event- June 5
3616,6,5,11,CST,Morning Event- June 5
3621,4,11,15,EST,Morning Event- June 5
3623,6,11,17,CST,Morning Event- June 5
3624,3,11,14,CST,Morning Event- June 5
3625,6,6,12,EST,Morning Event- June 5
3626,5,11,16,EST,Morning Event- June 5
3627,3,11,14,EST,Morning Event- June 5
3630,3,11,14,CST,Morning Event- June 5
3631,4,11,15,CST,Morning Event- June 5
3632,7,5,12,EST,Morning Event- June 5
3633,6,11,17,EST,Morning Event- June 5
3634,6,6,12,EST,Morning Event- June 5
3639,2,11,13,EST,Morning Event- June 5
3640,5,11,16,CST,Morning Event- June 5
3641,6,5,11,EST,Morning Event- June 5
3643,7,5,12,CST,Morning Event- June 5
3644,5,6,11,EST,Morning Event- June 5
3645,14,16,30,CST,Morning Event- June 5
3648,2,11,13,CST,Morning Event- June 5
3658,3,6,9,EST,Morning Event- June 5
3659,5,11,16,EST,Morning Event- June 5
3660,6,11,17,EST,Morning Event- June 5
3693,50,125,175,AST,Morning Event- June 5
3700,6,11,17,EST,Morning Event- June 5
3701,6,5,11,EST,Morning Event- June 5
3702,5,11,16,EST,Morning Event- June 5
3709,5,5,10,EST,Morning Event- June 5
3710,5,6,11,EST,Morning Event- June 5
3716,65,180,245,AST,Morning Event- June 5
3717,2,6,8,CST,Morning Event- June 5
3720,2,6,8,EST,Morning Event- June 5
3722,4,11,15,EST,Morning Event- June 5
3725,3,11,14,CST,Morning Event- June 5
3726,4,16,20,EST,Morning Event- June 5
3733,5,11,16,EST,Morning Event- June 5
3734,5,5,10,CST,Morning Event- June 5
3738,5,11,16,EST,Morning Event- June 5
3741,4,5,9,EST,Morning Event- June 5
3747,4,6,10,EST,Morning Event- June 5
3748,5,11,16,EST,Morning Event- June 5
3749,5,5,10,EST,Morning Event- June 5
3750,2,11,13,EST,Morning Event- June 5
3758,3,5,8,CST,Morning Event- June 5
3760,7,6,13,CST,Morning Event- June 5
3761,4,6,10,CST,Morning Event- June 5
3762,2,16,18,CST,Morning Event- June 5
3764,11,11,22,CST,Morning Event- June 5
3765,6,6,12,EST,Morning Event- June 5
3768,6,5,11,EST,Morning Event- June 5
3770,3,5,8,EST,Morning Event- June 5
3772,2,5,7,EST,Morning Event- June 5
3773,4,11,15,CST,Morning Event- June 5
3774,3,6,9,EST,Morning Event- June 5
3777,3,6,9,CST,Morning Event- June 5
3780,3,6,9,EST,Morning Event- June 5
3781,2,5,7,EST,Morning Event- June 5
3782,6,16,22,EST,Morning Event- June 5
3783,2,6,8,EST,Morning Event- June 5
3784,3,11,14,EST,Morning Event- June 5
3785,6,5,11,CST,Morning Event- June 5
3786,3,11,14,EST,Morning Event- June 5
3790,3,6,9,CST,Morning Event- June 5
3791,7,11,18,EST,Morning Event- June 5
3792,6,11,17,EST,Morning Event- June 5
3795,5,18,23,EST,Morning Event- June 5
3802,3,11,14,EST,Morning Event- June 5
3803,3,11,14,EST,Morning Event- June 5
3804,2,5,7,EST,Morning Event- June 5
3806,8,11,19,CST,Morning Event- June 5
3809,2,5,7,EST,Morning Event- June 5
3810,6,5,11,EST,Morning Event- June 5
3812,2,6,8,EST,Morning Event- June 5
3823,4,11,15,CST,Morning Event- June 5
3825,4,11,15,EST,Morning Event- June 5
3826,6,11,17,CST,Morning Event- June 5
3827,6,11,17,CST,Morning Event- June 5
3828,8,11,19,CST,Morning Event- June 5
3829,2,11,13,EST,Morning Event- June 5
3830,4,6,10,EST,Morning Event- June 5
3831,6,5,11,EST,Morning Event- June 5
3835,3,11,14,EST,Morning Event- June 5
3837,4,6,10,CST,Morning Event- June 5
3838,2,11,13,EST,Morning Event- June 5
3840,2,11,13,EST,Morning Event- June 5
3842,3,11,14,EST,Morning Event- June 5
3843,6,11,17,EST,Morning Event- June 5
3851,6,11,17,EST,Morning Event- June 5
3852,5,5,10,EST,Morning Event- June 5
3853,6,5,11,CST,Morning Event- June 5
3857,3,11,14,CST,Morning Event- June 5
3858,3,5,8,EST,Morning Event- June 5
3860,5,11,16,EST,Morning Event- June 5
3864,10,11,21,EST,Morning Event- June 5
3868,6,6,12,CST,Morning Event- June 5
3869,5,5,10,EST,Morning Event- June 5
3874,3,16,19,EST,Morning Event- June 5
3875,7,5,12,CST,Morning Event- June 5
3876,4,5,9,EST,Morning Event- June 5
3877,6,6,12,EST,Morning Event- June 5
3886,2,16,18,CST,Morning Event- June 5
3887,9,11,20,EST,Morning Event- June 5
3888,3,18,21,CST,Morning Event- June 5
3889,4,5,9,EST,Morning Event- June 5
3891,2,16,18,CST,Morning Event- June 5
3893,6,11,17,CST,Morning Event- June 5
3894,4,11,15,EST,Morning Event- June 5
3912,4,11,15,EST,Morning Event- June 5
4049,2,5,7,CST,Morning Event- June 5
4055,4,11,15,CST,Morning Event- June 5
4063,6,5,11,EST,Morning Event- June 5
4064,3,11,14,EST,Morning Event- June 5
4065,2,11,13,EST,Morning Event- June 5
4102,5,5,10,CST,Morning Event- June 5
4103,3,6,9,CST,Morning Event- June 5
4108,12,20,32,CST,Morning Event- June 5
4111,6,11,17,CST,Morning Event- June 5
4112,4,16,20,CST,Morning Event- June 5
4115,2,11,13,CST,Morning Event- June 5
4118,6,11,17,EST,Morning Event- June 5
4129,6,5,11,CST,Morning Event- June 5
4130,3,11,14,CST,Morning Event- June 5
4131,4,6,10,CST,Morning Event- June 5
4144,6,5,11,EST,Morning Event- June 5
4153,3,6,9,EST,Morning Event- June 5
4156,8,11,19,EST,Morning Event- June 5
4161,3,11,14,EST,Morning Event- June 5
4162,2,11,13,CST,Morning Event- June 5
4163,6,11,17,CST,Morning Event- June 5
4164,9,11,20,CST,Morning Event- June 5
4165,6,5,11,CST,Morning Event- June 5
4166,4,6,10,EST,Morning Event- June 5
4168,3,11,14,CST,Morning Event- June 5
4183,3,11,14,CST,Morning Event- June 5
4185,6,5,11,EST,Morning Event- June 5
4187,7,5,12,CST,Morning Event- June 5
4191,5,5,10,EST,Morning Event- June 5
4194,6,11,17,CST,Morning Event- June 5
4195,6,11,17,CST,Morning Event- June 5
4200,6,6,12,EST,Morning Event- June 5
4209,6,5,11,CST,Morning Event- June 5
4215,3,5,8,CST,Morning Event- June 5
4216,5,11,16,EST,Morning Event- June 5
4219,6,11,17,CST,Morning Event- June 5
4223,2,11,13,EST,Morning Event- June 5
4224,2,16,18,EST,Morning Event- June 5
4226,5,5,10,CST,Morning Event- June 5
4230,2,11,13,EST,Morning Event- June 5
4231,5,5,10,EST,Morning Event- June 5
4235,2,16,18,EST,Morning Event- June 5
4237,6,11,17,EST,Morning Event- June 5
4240,6,11,17,CST,Morning Event- June 5
4241,8,11,19,CST,Morning Event- June 5
4243,2,16,18,EST,Morning Event- June 5
4244,10,5,15,CST,Morning Event- June 5
4246,7,5,12,CST,Morning Event- June 5
4250,3,5,8,EST,Morning Event- June 5
4253,8,5,13,CST,Morning Event- June 5
4255,6,11,17,EST,Morning Event- June 5
4256,4,11,15,CST,Morning Event- June 5
4257,6,11,17,CST,Morning Event- June 5
4258,4,6,10,EST,Morning Event- June 5
4259,6,5,11,CST,Morning Event- June 5
4260,5,11,16,EST,Morning Event- June 5
4262,4,11,15,EST,Morning Event- June 5
4273,6,11,17,EST,Morning Event- June 5
4274,4,11,15,EST,Morning Event- June 5
4276,5,16,21,EST,Morning Event- June 5
4277,5,11,16,EST,Morning Event- June 5
4278,6,6,12,EST,Morning Event- June 5
4279,4,11,15,CST,Morning Event- June 5
4281,3,5,8,CST,Morning Event- June 5
4283,6,11,17,EST,Morning Event- June 5
4285,4,5,9,EST,Morning Event- June 5
4286,6,11,17,CST,Morning Event- June 5
4295,6,5,11,CST,Morning Event- June 5
4298,6,11,17,CST,Morning Event- June 5
4299,3,11,14,CST,Morning Event- June 5
4303,5,11,16,EST,Morning Event- June 5
4318,2,11,13,CST,Morning Event- June 5
4321,3,11,14,CST,Morning Event- June 5
4322,5,5,10,CST,Morning Event- June 5
4323,2,5,7,CST,Morning Event- June 5
4330,6,6,12,CST,Morning Event- June 5
4332,6,28,34,EST,Morning Event- June 5
4333,6,16,22,CST,Morning Event- June 5
4334,2,11,13,EST,Morning Event- June 5
4348,6,11,17,EST,Morning Event- June 5
4350,6,5,11,EST,Morning Event- June 5
4352,3,17,20,CST,Morning Event- June 5
4358,3,11,14,CST,Morning Event- June 5
4365,2,16,18,EST,Morning Event- June 5
4368,5,11,16,EST,Morning Event- June 5
4372,6,5,11,EST,Morning Event- June 5
4374,9,5,14,CST,Morning Event- June 5
4378,8,5,13,EST,Morning Event- June 5
4381,8,11,19,CST,Morning Event- June 5
4383,6,11,17,EST,Morning Event- June 5
4384,4,5,9,EST,Morning Event- June 5
4387,5,11,16,EST,Morning Event- June 5
4389,6,6,12,EST,Morning Event- June 5
4399,3,11,14,EST,Morning Event- June 5
4403,3,11,14,EST,Morning Event- June 5
4404,4,11,15,EST,Morning Event- June 5
4405,3,6,9,CST,Morning Event- June 5
4407,6,5,11,CST,Morning Event- June 5
4409,6,11,17,EST,Morning Event- June 5
4410,5,11,16,EST,Morning Event- June 5
4414,4,5,9,CST,Morning Event- June 5
4416,4,11,15,CST,Morning Event- June 5
4417,6,11,17,EST,Morning Event- June 5
4420,5,6,11,EST,Morning Event- June 5
4423,4,16,20,EST,Morning Event- June 5
4424,3,11,14,EST,Morning Event- June 5
4427,5,5,10,EST,Morning Event- June 5
4428,3,11,14,EST,Morning Event- June 5
4435,3,5,8,CST,Morning Event- June 5
4436,6,5,11,EST,Morning Event- June 5
4439,5,5,10,EST,Morning Event- June 5
4440,2,11,13,EST,Morning Event- June 5
4444,3,11,14,EST,Morning Event- June 5
4446,4,5,9,EST,Morning Event- June 5
4450,3,5,8,EST,Morning Event- June 5
4456,3,11,14,EST,Morning Event- June 5
4457,3,5,8,EST,Morning Event- June 5
4458,3,6,9,EST,Morning Event- June 5
4459,6,5,11,EST,Morning Event- June 5
4460,5,6,11,CST,Morning Event- June 5
4461,2,5,7,EST,Morning Event- June 5
4472,6,5,11,EST,Morning Event- June 5
4475,3,11,14,CST,Morning Event- June 5
4476,3,6,9,EST,Morning Event- June 5
4477,3,6,9,EST,Morning Event- June 5
4479,2,11,13,EST,Morning Event- June 5
4482,5,11,16,CST,Morning Event- June 5
4483,4,11,15,CST,Morning Event- June 5
4484,2,5,7,EST,Morning Event- June 5
4487,4,11,15,EST,Morning Event- June 5
4497,6,5,11,CST,Morning Event- June 5
4499,6,6,12,EST,Morning Event- June 5
4501,5,5,10,EST,Morning Event- June 5
4503,3,11,14,CST,Morning Event- June 5
4506,5,5,10,EST,Morning Event- June 5
4508,2,11,13,CST,Morning Event- June 5
4509,5,11,16,CST,Morning Event- June 5
4511,5,11,16,CST,Morning Event- June 5
4512,6,11,17,CST,Morning Event- June 5
4514,6,5,11,EST,Morning Event- June 5
4520,6,11,17,EST,Morning Event- June 5
4521,3,11,14,EST,Morning Event- June 5
4526,4,11,15,CST,Morning Event- June 5
4529,2,6,8,CST,Morning Event- June 5
4531,4,11,15,CST,Morning Event- June 5
4533,6,5,11,CST,Morning Event- June 5
4538,2,11,13,CST,Morning Event- June 5
4540,4,6,10,EST,Morning Event- June 5
4553,3,11,14,CST,Morning Event- June 5
4554,3,6,9,CST,Morning Event- June 5
4556,5,5,10,EST,Morning Event- June 5
4558,4,5,9,EST,Morning Event- June 5
4564,6,6,12,EST,Morning Event- June 5
4568,6,5,11,CST,Morning Event- June 5
4569,5,5,10,CST,Morning Event- June 5
4570,4,5,9,EST,Morning Event- June 5
4574,4,11,15,EST,Morning Event- June 5
4581,6,5,11,CST,Morning Event- June 5
4583,4,11,15,EST,Morning Event- June 5
4588,2,11,13,EST,Morning Event- June 5
4590,5,11,16,CST,Morning Event- June 5
4593,5,11,16,EST,Morning Event- June 5
4594,3,6,9,EST,Morning Event- June 5
4597,6,11,17,EST,Morning Event- June 5
4600,3,11,14,CST,Morning Event- June 5
4606,5,10,15,CST,Morning Event- June 5
4609,4,6,10,EST,Morning Event- June 5
4611,5,5,10,CST,Morning Event- June 5
4612,5,11,16,EST,Morning Event- June 5
4615,2,11,13,CST,Morning Event- June 5
4616,6,11,17,EST,Morning Event- June 5
4623,6,5,11,EST,Morning Event- June 5
4627,2,11,13,CST,Morning Event- June 5
4631,6,16,22,CST,Morning Event- June 5
4635,6,11,17,EST,Morning Event- June 5
4636,2,5,7,EST,Morning Event- June 5
4637,2,11,13,CST,Morning Event- June 5
4638,4,5,9,EST,Morning Event- June 5
4641,4,6,10,CST,Morning Event- June 5
4643,5,5,10,EST,Morning Event- June 5
4644,2,6,8,EST,Morning Event- June 5
4660,5,11,16,EST,Morning Event- June 5
4664,6,11,17,EST,Morning Event- June 5
4677,2,5,7,CST,Morning Event- June 5
4679,2,5,7,CST,Morning Event- June 5
4681,6,5,11,EST,Morning Event- June 5
4682,5,11,16,EST,Morning Event- June 5
4683,2,5,7,CST,Morning Event- June 5
4687,3,6,9,EST,Morning Event- June 5
4690,4,5,9,EST,Morning Event- June 5
4695,6,6,12,CST,Morning Event- June 5
4697,5,6,11,EST,Morning Event- June 5
4699,2,5,7,CST,Morning Event- June 5
4849,7,11,18,CST,Morning Event- June 5
4865,6,11,17,CST,Morning Event- June 5
5012,4,11,15,EST,Morning Event- June 5
5022,2,5,7,CST,Morning Event- June 5
5025,3,11,14,EST,Morning Event- June 5
5027,3,11,14,EST,Morning Event- June 5
5028,6,11,17,EST,Morning Event- June 5
5029,6,11,17,EST,Morning Event- June 5
5030,2,11,13,EST,Morning Event- June 5
5034,5,11,16,EST,Morning Event- June 5
5035,3,11,14,EST,Morning Event- June 5
5036,2,11,13,EST,Morning Event- June 5
5037,3,11,14,EST,Morning Event- June 5
5039,2,11,13,EST,Morning Event- June 5
5040,3,11,14,EST,Morning Event- June 5
5044,6,5,11,CST,Morning Event- June 5
5045,6,11,17,CST,Morning Event- June 5
5046,2,11,13,EST,Morning Event- June 5
5047,3,5,8,EST,Morning Event- June 5
5048,3,11,14,EST,Morning Event- June 5
5054,2,11,13,EST,Morning Event- June 5
5055,4,6,10,EST,Morning Event- June 5
5056,5,11,16,CST,Morning Event- June 5
5057,2,11,13,CST,Morning Event- June 5
5058,4,6,10,CST,Morning Event- June 5
5060,4,11,15,CST,Morning Event- June 5
5063,5,5,10,EST,Morning Event- June 5
5064,4,6,10,EST,Morning Event- June 5
5065,2,6,8,EST,Morning Event- June 5
5066,4,11,15,EST,Morning Event- June 5
5071,16,16,32,CST,Morning Event- June 5
5076,2,11,13,EST,Morning Event- June 5
5077,3,6,9,EST,Morning Event- June 5
5079,3,11,14,CST,Morning Event- June 5
5080,5,11,16,CST,Morning Event- June 5
5082,6,11,17,EST,Morning Event- June 5
5085,4,11,15,EST,Morning Event- June 5
5087,5,11,16,EST,Morning Event- June 5
5088,4,11,15,EST,Morning Event- June 5
5089,4,5,9,CST,Morning Event- June 5
5090,3,11,14,CST,Morning Event- June 5
5091,2,16,18,CST,Morning Event- June 5
5092,6,6,12,CST,Morning Event- June 5
5095,2,16,18,EST,Morning Event- June 5
5097,3,11,14,EST,Morning Event- June 5
5103,2,11,13,EST,Morning Event- June 5
5104,5,6,11,EST,Morning Event- June 5
5105,5,11,16,EST,Morning Event- June 5
5111,2,11,13,EST,Morning Event- June 5
5113,6,11,17,CST,Morning Event- June 5
5115,5,11,16,CST,Morning Event- June 5
5116,6,11,17,CST,Morning Event- June 5
5117,5,11,16,EST,Morning Event- June 5
5118,3,5,8,EST,Morning Event- June 5
5126,6,5,11,CST,Morning Event- June 5
5127,5,11,16,CST,Morning Event- June 5
5129,2,11,13,EST,Morning Event- June 5
5130,3,11,14,EST,Morning Event- June 5
5131,5,11,16,EST,Morning Event- June 5
5141,6,11,17,CST,Morning Event- June 5
5142,3,11,14,EST,Morning Event- June 5
5144,2,11,13,CST,Morning Event- June 5
5145,5,11,16,CST,Morning Event- June 5
5146,6,11,17,CST,Morning Event- June 5
5147,3,11,14,CST,Morning Event- June 5
5150,5,11,16,CST,Morning Event- June 5
5151,6,16,22,EST,Morning Event- June 5
5157,5,5,10,CST,Morning Event- June 5
5159,11,11,22,EST,Morning Event- June 5
5160,6,16,22,EST,Morning Event- June 5
5165,4,16,20,CST,Morning Event- June 5
5172,8,5,13,EST,Morning Event- June 5
5173,3,16,19,EST,Morning Event- June 5
5174,3,6,9,CST,Morning Event- June 5
5175,7,11,18,CST,Morning Event- June 5
5178,5,6,11,EST,Morning Event- June 5
5184,5,11,16,EST,Morning Event- June 5
5185,5,11,16,EST,Morning Event- June 5
5191,3,11,14,CST,Morning Event- June 5
5196,5,5,10,CST,Morning Event- June 5
5197,4,6,10,CST,Morning Event- June 5
5199,4,11,15,CST,Morning Event- June 5
5200,2,11,13,EST,Morning Event- June 5
5201,4,6,10,EST,Morning Event- June 5
5202,5,11,16,EST,Morning Event- June 5
5203,6,11,17,EST,Morning Event- June 5
5210,5,5,10,CST,Morning Event- June 5
5211,4,6,10,CST,Morning Event- June 5
5214,3,23,26,EST,Morning Event- June 5
5216,15,11,26,CST,Morning Event- June 5
5218,6,6,12,EST,Morning Event- June 5
5219,4,5,9,CST,Morning Event- June 5
5220,6,6,12,EST,Morning Event- June 5
5227,5,11,16,EST,Morning Event- June 5
5228,2,5,7,EST,Morning Event- June 5
5229,10,5,15,EST,Morning Event- June 5
5236,5,11,16,CST,Morning Event- June 5
5239,5,11,16,EST,Morning Event- June 5
5240,2,11,13,EST,Morning Event- June 5
5241,4,11,15,EST,Morning Event- June 5
5242,2,16,18,EST,Morning Event- June 5
5244,4,5,9,CST,Morning Event- June 5
5245,6,16,22,CST,Morning Event- June 5
5246,7,5,12,CST,Morning Event- June 5
5247,4,11,15,CST,Morning Event- June 5
5250,3,11,14,EST,Morning Event- June 5
5251,4,11,15,EST,Morning Event- June 5
5252,4,11,15,EST,Morning Event- June 5
5253,4,5,9,EST,Morning Event- June 5
5254,2,11,13,EST,Morning Event- June 5
5260,4,18,22,CST,Morning Event- June 5
5261,5,11,16,CST,Morning Event- June 5
5262,4,5,9,CST,Morning Event- June 5
5263,6,11,17,EST,Morning Event- June 5
5264,6,5,11,EST,Morning Event- June 5
5266,6,11,17,EST,Morning Event- June 5
5275,4,16,20,EST,Morning Event- June 5
5276,3,5,8,CST,Morning Event- June 5
5278,3,17,20,EST,Morning Event- June 5
5280,4,6,10,EST,Morning Event- June 5
5281,5,11,16,EST,Morning Event- June 5
5282,10,5,15,EST,Morning Event- June 5
5285,5,6,11,EST,Morning Event- June 5
5287,3,11,14,CST,Morning Event- June 5
5288,3,11,14,CST,Morning Event- June 5
5292,5,5,10,EST,Morning Event- June 5
5293,2,18,20,EST,Morning Event- June 5
5294,3,11,14,EST,Morning Event- June 5
5295,3,11,14,EST,Morning Event- June 5
5296,2,11,13,EST,Morning Event- June 5
5298,6,6,12,EST,Morning Event- June 5
5299,2,16,18,EST,Morning Event- June 5
5300,3,11,14,EST,Morning Event- June 5
5301,6,6,12,EST,Morning Event- June 5
5307,5,11,16,CST,Morning Event- June 5
5309,3,5,8,EST,Morning Event- June 5
5311,6,6,12,CST,Morning Event- June 5
5312,6,11,17,CST,Morning Event- June 5
5313,6,11,17,CST,Morning Event- June 5
5316,5,11,16,CST,Morning Event- June 5
5317,5,11,16,CST,Morning Event- June 5
5319,7,11,18,EST,Morning Event- June 5
5320,5,6,11,EST,Morning Event- June 5
5325,2,6,8,EST,Morning Event- June 5
5326,4,11,15,EST,Morning Event- June 5
5340,5,11,16,EST,Morning Event- June 5
5343,6,11,17,EST,Morning Event- June 5
5345,2,6,8,EST,Morning Event- June 5
5346,5,5,10,EST,Morning Event- June 5
5347,2,11,13,EST,Morning Event- June 5
5348,2,5,7,CST,Morning Event- June 5
5352,2,5,7,CST,Morning Event- June 5
5355,5,5,10,EST,Morning Event- June 5
5356,6,5,11,EST,Morning Event- June 5
5358,4,6,10,EST,Morning Event- June 5
5359,4,11,15,CST,Morning Event- June 5
5360,5,5,10,EST,Morning Event- June 5
5361,2,11,13,CST,Morning Event- June 5
5363,2,5,7,EST,Morning Event- June 5
5373,3,17,20,CST,Morning Event- June 5
5374,6,6,12,EST,Morning Event- June 5
5376,10,11,21,EST,Morning Event- June 5
5379,2,11,13,EST,Morning Event- June 5
5381,4,6,10,EST,Morning Event- June 5
5382,3,11,14,EST,Morning Event- June 5
5384,4,6,10,EST,Morning Event- June 5
5385,8,11,19,EST,Morning Event- June 5
5386,3,6,9,EST,Morning Event- June 5
5387,5,11,16,EST,Morning Event- June 5
5388,5,11,16,CST,Morning Event- June 5
5389,6,11,17,CST,Morning Event- June 5
5390,2,6,8,EST,Morning Event- June 5
5391,5,11,16,EST,Morning Event- June 5
5392,6,5,11,EST,Morning Event- June 5
5397,6,11,17,CST,Morning Event- June 5
5398,4,5,9,CST,Morning Event- June 5
5399,6,6,12,CST,Morning Event- June 5
5402,2,11,13,CST,Morning Event- June 5
5403,4,11,15,CST,Morning Event- June 5
5409,4,11,15,EST,Morning Event- June 5
5410,5,11,16,EST,Morning Event- June 5
5411,6,11,17,EST,Morning Event- June 5
5414,6,11,17,EST,Morning Event- June 5
5416,4,11,15,CST,Morning Event- June 5
5417,4,6,10,EST,Morning Event- June 5
5418,2,5,7,EST,Morning Event- June 5
5419,4,5,9,CST,Morning Event- June 5
5420,2,23,25,EST,Morning Event- June 5
5422,2,5,7,EST,Morning Event- June 5
5432,3,11,14,CST,Morning Event- June 5
5433,4,5,9,CST,Morning Event- June 5
5436,3,6,9,EST,Morning Event- June 5
5438,6,5,11,CST,Morning Event- June 5
5439,4,5,9,EST,Morning Event- June 5
5441,4,6,10,CST,Morning Event- June 5
5442,4,5,9,CST,Morning Event- June 5
5443,2,11,13,EST,Morning Event- June 5
5444,6,5,11,CST,Morning Event- June 5
5445,5,5,10,EST,Morning Event- June 5
5446,5,5,10,EST,Morning Event- June 5
5447,2,18,20,EST,Morning Event- June 5
5448,2,6,8,EST,Morning Event- June 5
5449,3,11,14,CST,Morning Event- June 5
5450,3,11,14,EST,Morning Event- June 5
5455,4,11,15,EST,Morning Event- June 5
5460,7,11,18,CST,Morning Event- June 5
5463,3,6,9,CST,Morning Event- June 5
5466,2,16,18,EST,Morning Event- June 5
5469,2,11,13,EST,Morning Event- June 5
5470,2,6,8,EST,Morning Event- June 5
5471,2,11,13,EST,Morning Event- June 5
5472,2,11,13,EST,Morning Event- June 5
5476,5,11,16,EST,Morning Event- June 5
5477,6,11,17,CST,Morning Event- June 5
5479,5,11,16,CST,Morning Event- June 5
5480,4,16,20,CST,Morning Event- June 5
5481,3,5,8,EST,Morning Event- June 5
5482,3,5,8,EST,Morning Event- June 5
5483,4,6,10,EST,Morning Event- June 5
5485,5,11,16,CST,Morning Event- June 5
5486,6,5,11,CST,Morning Event- June 5
5487,6,11,17,EST,Morning Event- June 5
5488,3,11,14,EST,Morning Event- June 5
5489,6,5,11,EST,Morning Event- June 5
5495,6,5,11,EST,Morning Event- June 5
5497,12,11,23,EST,Morning Event- June 5
5498,4,5,9,EST,Morning Event- June 5
5499,3,11,14,EST,Morning Event- June 5
5612,3,11,14,CST,Morning Event- June 5
5616,3,5,8,CST,Morning Event- June 5
5617,4,11,15,CST,Morning Event- June 5
5649,4,5,9,EST,Morning Event- June 5
5667,3,6,9,CST,Morning Event- June 5
5668,2,5,7,CST,Morning Event- June 5
5669,2,6,8,CST,Morning Event- June 5
5671,5,11,16,EST,Morning Event- June 5
5672,5,5,10,CST,Morning Event- June 5
5673,2,5,7,CST,Morning Event- June 5
5703,6,11,17,CST,Morning Event- June 5
5705,6,5,11,EST,Morning Event- June 5
5706,3,5,8,CST,Morning Event- June 5
5707,5,11,16,CST,Morning Event- June 5
5709,4,11,15,EST,Morning Event- June 5
5713,2,17,19,CST,Morning Event- June 5
5727,2,11,13,EST,Morning Event- June 5
5728,5,11,16,CST,Morning Event- June 5
5731,5,5,10,EST,Morning Event- June 5
5732,4,11,15,EST,Morning Event- June 5
5735,4,11,15,EST,Morning Event- June 5
5743,4,11,15,EST,Morning Event- June 5
5745,3,11,14,EST,Morning Event- June 5
5747,2,11,13,EST,Morning Event- June 5
5748,6,11,17,CST,Morning Event- June 5
5752,4,17,21,EST,Morning Event- June 5
5753,4,6,10,EST,Morning Event- June 5
5761,3,5,8,EST,Morning Event- June 5
5764,5,11,16,CST,Morning Event- June 5
5772,2,11,13,EST,Morning Event- June 5
5777,5,6,11,EST,Morning Event- June 5
5779,4,5,9,EST,Morning Event- June 5
5786,6,6,12,EST,Morning Event- June 5
5787,3,5,8,EST,Morning Event- June 5
5793,55,150,205,AST,Morning Event- June 5
5795,4,11,15,EST,Morning Event- June 5
5797,6,5,11,EST,Morning Event- June 5
5802,55,160,215,AST,Morning Event- June 5
5803,70,200,270,AST,Morning Event- June 5
5806,3,5,8,CST,Morning Event- June 5
5808,5,11,16,CST,Morning Event- June 5
5809,6,16,22,CST,Morning Event- June 5
5810,3,5,8,CST,Morning Event- June 5
5812,7,11,18,EST,Morning Event- June 5
5814,4,11,15,EST,Morning Event- June 5
5823,2,5,7,CST,Morning Event- June 5
5842,2,11,13,EST,Morning Event- June 5
5844,3,11,14,EST,Morning Event- June 5
5845,4,11,15,CST,Morning Event- June 5
5847,3,5,8,EST,Morning Event- June 5
5851,5,6,11,EST,Morning Event- June 5
5854,5,11,16,EST,Morning Event- June 5
5857,3,5,8,EST,Morning Event- June 5
5866,5,5,10,CST,Morning Event- June 5
5867,2,16,18,EST,Morning Event- June 5
5871,3,5,8,EST,Morning Event- June 5
5872,4,5,9,CST,Morning Event- June 5
5879,2,5,7,EST,Morning Event- June 5
5880,3,6,9,EST,Morning Event- June 5
5881,2,5,7,EST,Morning Event- June 5
5882,3,11,14,EST,Morning Event- June 5
5888,3,11,14,EST,Morning Event- June 5
5889,5,5,10,CST,Morning Event- June 5
5891,4,11,15,EST,Morning Event- June 5
5893,3,11,14,EST,Morning Event- June 5
5894,2,6,8,EST,Morning Event- June 5
5898,3,16,19,CST,Morning Event- June 5
5911,4,5,9,EST,Morning Event- June 5
5912,4,5,9,EST,Morning Event- June 5
5922,3,5,8,EST,Morning Event- June 5
5927,6,5,11,CST,Morning Event- June 5
5932,4,11,15,EST,Morning Event- June 5
5936,3,11,14,EST,Morning Event- June 5
5944,2,5,7,EST,Morning Event- June 5
5959,3,11,14,CST,Morning Event- June 5
