Store #,Install Date,Install Time
2232,1/18/23,10:00 PM
2234,1/18/23,10:00 PM
2236,3/1/23,5:00 AM
2241,2/19/23,At Store Close
2242,2/1/23,5:00 AM
2245,2/7/23,5:00 AM
2247,1/31/23,12:00 AM
2250,2/19/23,1:30 AM
2251,2/21/23,5:00 AM
2253,1/12/23,5:00 AM
2255,2/21/23,5:00 AM
2256,2/9/23,3:00 AM
2257,1/9/23,5:00 AM
2258,1/26/2023,2:00 AM
2259,1/22/2023,At Store Close
2261,1/31/23,2:00 AM
2262,1/19/23,5:00 AM
2264,1/23/2023,5:00 AM
2265,TBD,TBD
2266,3/2/23,11:30 PM
2267,1/26/2023,At Store Close
2272,3/1/23,At Store Close
2274,2/1/23,5:00 AM
2277,1/4/23,5:00 AM
2278,1/10/23,5:00 AM
2280,1/24/2023,1:00 AM
2283,2/2/23,2:00 AM
2284,1/25/2023,2:00 AM
2285,1/11/23,10:00 PM
2286,1/24/2023,5:00 AM
2289,2/9/23,2:00 AM
2291,2/22/23,5:00 AM
2292,2/22/23,5:00 AM
2295,2/23/23,At Store Close
2297,2/28/23,5:00 AM
2302,1/18/23,10:00 PM
2308,1/31/23,At store close
2313,3/2/23,11:30 PM
2314,1/19/23,10:00 PM
2316,2/26/23,11:30 PM
2317,3/1/23,At Store Close
2319,1/19/23,3:15 AM
2320,3/2/23,5:00 AM
2321,2/23/23,At Store Close
2323,3/2/23,11:30 PM
2325,3/1/23,At Store Close
2328,TBD,TBD
2335,2/1/23,5:00 AM
2336,1/18/23,10:00 PM
2337,3/2/23,11:30 PM
2341,1/24/2023,4:00 AM
2350,1/29/23,At store close
2355,1/12/23,12:30 AM
2360,1/30/23,At store close
2362,3/1/23,11:30 PM
2366,TBD,TBD
2369,2/7/23,2:00 AM
2371,1/26/2023,2:00 AM
2373,2/1/23,2:00 AM
2385,1/3/23,5:00 AM
2386,1/23/2023,4:00 AM
2387,2/9/23,12:00 AM
2394,2/20/23,2:00 AM
2396,1/11/23,3:00 AM
2403,2/8/23,At store close
2405,2/8/23,1:00 AM
2406,1/18/23,10:00 PM
2412,2/7/23,5:00 AM
2414,1/30/23,At store close
2419,2/1/23,2:00 AM
2422,2/23/23,At Store Close
2425,1/30/23,1:30 AM
2426,2/1/23,At store close
2427,2/7/23,5:00 AM
2428,2/28/23,11:30 PM
2429,3/1/23,11:30 PM
2431,2/6/23,11:30 PM
2434,2/19/23,At Store Close
2436,2/19/23,At Store Close
2437,2/21/23,At Store Close
2438,1/24/2023,11:30 PM
2440,2/21/23,At Store Close
2441,2/22/23,11:30 PM
2443,1/23/2023,5:00 AM
2446,2/28/23,5:00 AM
2447,2/19/23,3:30 AM
2450,2/6/23,At store close
2452,1/26/2023,4:00 AM
2455,1/22/2023,At Store Close
2458,1/23/2023,1:00 AM
2459,2/22/23,2:00 AM
2460,2/2/23,2:00 AM
2463,2/27/23,At Store Close
2464,2/7/23,At store close
2465,1/10/23,10:00 PM
2466,3/1/23,5:00 AM
2468,2/28/23,3:00 AM
2469,2/7/23,11:30 PM
2472,1/30/23,At store close
2473,2/9/23,At store close
2475,1/9/23,12:30 AM
2477,2/1/23,11:30 PM
2479,1/24/2023,5:00 AM
2480,1/29/23,11:30 PM
2481,2/7/23,At store close
2482,1/10/23,10:00 PM
2483,2/22/23,5:00 AM
2486,2/9/23,3:00 AM
2487,1/30/23,5:00 AM
2488,2/1/23,At store close
2494,2/23/23,5:00 AM
2495,2/7/23,5:00 AM
2496,1/23/2023,1:00 AM
2502,2/28/23,5:00 AM
2503,1/10/23,2:00 AM
2506,2/28/23,11:30 PM
2507,2/19/23,11:30 PM
2508,1/3/23,5:00 AM
2509,1/31/23,At store close
2512,1/19/23,12:00 AM
2513,TBD,TBD
2515,1/11/23,10:00 PM
2518,3/1/23,4:00 AM
2519,1/31/23,At store close
2520,2/21/23,At Store Close
2522,2/19/23,At Store Close
2526,2/7/23,5:00 AM
2528,2/7/23,1:30 AM
2530,2/8/23,At store close
2531,2/1/23,5:00 AM
2532,1/25/2023,5:00 AM
2533,2/22/23,1:30 AM
2534,3/1/23,2:00 AM
2540,1/12/23,1:30 AM
2547,2/20/23,At Store Close
2548,2/28/23,1:30 AM
2549,2/27/23,At Store Close
2550,2/7/23,1:00 AM
2551,2/20/23,At Store Close
2552,2/9/23,1:00 AM
2553,2/20/23,11:30 PM
2558,1/12/23,10:00 PM
2559,1/11/23,10:00 PM
2561,1/8/23,10:00 PM
2565,3/2/23,11:30 PM
2574,1/29/23,At store close
2575,2/6/23,At store close
2580,3/1/23,1:00 AM
2584,TBD,TBD
2585,2/9/23,4:00 AM
2586,2/21/23,11:59 PM
2588,1/25/2023,5:00 AM
2592,2/27/23,5:00 AM
2596,1/19/23,12:30 AM
2597,1/12/23,5:00 AM
2598,2/2/23,At store close
2604,1/10/23,10:00 PM
2609,3/1/23,5:00 AM
2611,2/27/23,5:00 AM
2615,2/23/23,1:00 AM
2626,2/19/23,At Store Close
2629,TBD,TBD
2630,2/23/23,11:30 PM
2631,1/11/23,10:00 AM
2632,1/11/23,12:00 AM
2633,1/11/23,4:00 AM
2639,2/6/23,At store close
2646,3/2/23,11:30 PM
2647,1/11/23,2:00 AM
2649,1/30/23,5:00 AM
2650,2/21/23,At Store Close
2652,1/30/23,3:00 AM
2653,2/21/23,1:00 AM
2656,1/24/2023,3:00 AM
2660,1/25/2023,At Store Close
2663,2/5/23,At store close
2664,1/11/23,10:00 PM
2666,1/11/23,10:00 PM
2668,1/23/2023,2:00 AM
2671,1/9/23,2:00 AM
2672,2/22/23,5:00 AM
2674,2/21/23,At Store Close
2682,2/6/23,At store close
2684,2/21/23,10:45 PM
2688,2/27/23,At Store Close
2689,1/10/23,5:00 AM
2690,2/8/23,1:30 AM
2692,1/25/2023,At Store Close
2693,2/22/23,7:00 PM
2694,2/20/23,At Store Close
2695,2/6/23,12:00 AM
2697,2/6/23,3:00 AM
2699,1/9/23,10:00 PM
2706,1/9/23,11:00 PM
2708,TBD,TBD
2713,1/25/2023,4:00 AM
2717,2/19/23,11:30 PM
2719,1/9/23,10:00 PM
2720,2/21/23,11:30 PM
2722,1/11/23,5:00 AM
2723,2/27/23,At Store Close
2728,1/31/23,1:30 AM
2729,2/9/23,5:00 AM
2731,1/10/23,12:30 AM
2732,TBD,TBD
2733,1/24/2023,1:00 AM
2734,1/10/23,2:00 AM
2739,1/31/23,11:30 PM
2742,2/7/23,11:30 PM
2743,2/6/23,11:30 PM
2744,2/27/23,3:00 AM
2745,1/30/23,1:30 AM
2748,2/19/23,11:30 PM
2749,1/29/23,At store close
2753,1/23/2023,1:00 AM
2758,TBD,TBD
2761,1/22/2023,At Store Close
2762,3/1/23,11:30 PM
2765,2/22/23,5:00 AM
2767,1/11/23,10:00 PM
2768,1/10/23,4:00 AM
2773,1/11/23,10:00 PM
2777,1/22/2023,At Store Close
2778,1/23/2023,At Store Close
2781,1/19/23,5:00 AM
2782,2/7/23,5:00 AM
2783,2/20/23,11:30 PM
2786,2/19/23,At Store Close
2788,2/20/23,1:00 AM
2789,1/11/23,5:00 AM
2791,2/1/23,At store close
2795,1/23/2023,2:00 AM
2796,1/11/23,12:00 AM
2801,2/20/23,11:00 PM
2803,2/22/23,4:00 AM
2805,3/1/23,11:30 PM
2808,1/9/23,12:00 AM
2811,TBD,TBD
2812,2/1/23,At store close
2814,1/9/23,5:30 AM
2815,2/23/23,At Store Close
2818,1/11/23,10:00 PM
2827,2/8/23,11:30 PM
2828,1/30/23,4:00 AM
2830,2/20/23,5:00 AM
2833,2/22/23,12:30 AM
2835,1/25/2023,4:00 AM
2836,1/31/23,At store close
2838,1/9/23,5:00 AM
2840,2/22/23,11:00 PM
2843,2/27/23,1:30 AM
2859,2/23/23,11:59 PM
2865,2/28/23,At Store Close
2876,2/19/23,10:15 PM
2877,1/30/23,1:00 AM
2878,1/30/23,4:00 AM
2882,1/12/23,5:00 AM
2885,1/30/23,At store close
2888,2/21/23,5:00 AM
2889,2/7/23,11:30 PM
2890,1/23/2023,At Store Close
2891,2/28/23,1:30 AM
2893,2/23/23,At Store Close
2897,1/25/2023,At Store Close
2899,1/9/23,2:00 AM
2900,1/11/23,10:00 PM
2903,1/31/23,At store close
2909,TBD,TBD
2910,2/28/23,11:30 PM
2911,TBD,TBD
2915,1/3/23,12:00 AM
2917,1/3/23,2:00 AM
2918,2/20/23,At Store Close
2922,1/25/2023,2:00 AM
2923,1/10/23,10:00 PM
2924,1/23/2023,2:00 AM
2925,1/26/2023,5:00 AM
2929,2/20/23,3:00 AM
2930,1/19/23,12:30 AM
2931,2/20/23,At Store Close
2932,2/6/23,11:30 PM
2934,2/22/23,At Store Close
2938,2/19/23,At Store Close
2939,2/26/23,11:30 PM
2947,2/7/23,3:00 AM
2950,TBD,TBD
2951,TBD,TBD
2952,2/27/23,5:00 AM
2954,1/26/2023,At Store Close
2964,1/31/23,2:00 AM
2965,1/10/23,2:00 AM
2966,3/2/23,11:30 PM
2967,2/19/23,11:30 PM
2976,2/7/23,5:00 AM
2978,1/4/23,3:00 AM
2979,1/30/23,1:00 AM
2981,1/30/23,3:00 AM
2985,TBD,TBD
2986,2/2/23,2:30 AM
2988,2/19/23,At Store Close
2989,2/7/23,3:00 AM
2992,1/23/2023,At Store Close
2995,1/9/23,5:00 AM
2998,1/24/2023,5:00 AM
3008,2/1/23,12:30 AM
3011,1/11/23,12:30 AM
3018,2/1/23,5:00 AM
3019,2/7/23,5:00 AM
3022,1/31/23,5:00 AM
3023,2/9/23,5:00 AM
3026,1/26/2023,5:00 AM
3046,1/10/23,5:00 AM
3056,1/23/2023,2:30 AM
3058,1/25/2023,At Store Close
3060,2/27/23,11:30 PM
3061,2/19/23,At Store Close
3069,1/25/2023,3:00 AM
3071,TBD,TBD
3075,2/20/23,At Store Close
3081,2/9/23,At store close
3098,2/9/23,5:00 AM
3099,1/24/2023,5:00 AM
3103,2/27/23,11:30 PM
3107,1/26/2023,2:00 AM
3118,1/31/23,3:00 AM
3123,2/27/23,3:00 AM
3127,2/22/23,5:00 AM
3132,2/8/23,5:00 AM
3150,2/8/23,11:30 PM
3155,2/26/23,1:30 AM
3157,3/2/23,11:30 PM
3159,1/11/23,10:00 PM
3164,1/29/23,11:30 PM
3166,1/29/23,11:30 PM
3175,1/24/2023,5:00 AM
3176,TBD,TBD
3177,2/22/23,5:00 AM
3179,2/2/23,5:00 AM
3184,1/30/23,3:00 AM
3185,2/5/23,1:30 AM
3198,1/4/23,5:00 AM
3199,1/24/2023,5:00 AM
3206,2/21/23,At Store Close
3207,2/7/23,12:00 AM
3209,1/10/23,5:00 AM
3212,2/7/23,At store close
3213,1/30/23,3:00 AM
3215,2/20/23,At Store Close
3217,2/5/23,At store close
3218,TBD,TBD
3219,1/22/2023,At Store Close
3220,2/28/23,At Store Close
3221,1/23/2023,At Store Close
3228,2/21/23,5:00 AM
3229,3/1/23,At Store Close
3232,2/20/23,5:00 AM
3234,2/21/23,At Store Close
3235,1/26/2023,4:00 AM
3236,1/18/23,10:00 PM
3237,1/30/23,5:00 AM
3239,3/2/23,3:00 AM
3247,2/19/23,11:00 PM
3248,1/31/23,5:00 AM
3251,2/20/23,At Store Close
3253,1/9/23,10:00 PM
3260,2/19/23,At Store Close
3266,2/28/23,At Store Close
3268,1/26/2023,5:00 AM
3271,2/20/23,2:30 AM
3273,1/29/23,At store close
3274,1/30/23,At store close
3275,2/20/23,12:30 AM
3276,3/1/23,5:00 AM
3277,1/19/23,5:00 AM
3281,1/9/23,5:00 AM
3282,1/26/2023,At Store Close
3283,3/2/23,11:30 PM
3289,1/22/2023,At Store Close
3291,1/9/23,10:00 PM
3297,1/23/2023,5:00 AM
3302,2/6/23,5:00 AM
3303,2/9/23,At store close
3307,1/8/23,10:00 PM
3311,1/25/2023,At Store Close
3313,1/26/2023,5:00 AM
3319,1/10/23,2:00 AM
3320,2/8/23,5:00 AM
3324,2/1/23,4:30 AM
3327,2/19/23,At Store Close
3330,2/20/23,11:00 PM
3332,TBD,TBD
3337,2/8/23,2:00 AM
3341,1/9/23,5:00 AM
3344,1/12/23,4:00 AM
3347,1/9/23,2:00 AM
3349,2/9/23,5:00 AM
3351,2/21/23,5:00 AM
3354,1/9/23,5:00 AM
3355,TBD,TBD
3360,1/9/23,12:00 AM
3362,2/21/23,11:30 PM
3370,2/28/23,12:00 AM
3377,1/3/23,1:00 AM
3381,2/23/23,11:30 PM
3383,2/5/23,At store close
3390,1/29/23,At store close
3400,2/19/23,At Store Close
3406,2/28/23,5:00 AM
3408,2/28/23,5:00 AM
3409,1/29/23,At store close
3414,2/8/23,2:00 AM
3415,2/7/23,At store close
3420,1/23/2023,At Store Close
3423,1/23/2023,At Store Close
3429,TBD,TBD
3433,1/11/23,10:00 PM
3434,2/20/23,At Store Close
3443,1/23/2023,At Store Close
3447,1/9/23,10:00 PM
3449,1/12/23,2:00 AM
3455,2/7/23,1:00 AM
3456,2/21/23,3:00 AM
3459,1/29/23,11:30 PM
3463,2/9/23,2:00 AM
3471,1/23/2023,3:00 AM
3473,1/11/23,5:00 AM
3474,2/27/23,At Store Close
3475,2/28/23,5:00 AM
3479,2/5/23,1:30 AM
3480,1/30/23,At store close
3483,2/19/23,At Store Close
3484,2/20/23,2:45 AM
3485,1/29/23,At store close
3488,1/24/2023,12:01 AM
3491,2/1/23,At store close
3495,2/7/23,1:15 AM
3497,2/1/23,12:01 AM
3498,1/19/23,5:00 AM
3499,1/23/2023,5:00 AM
3503,2/2/23,At store close
3505,2/23/23,At Store Close
3510,2/8/23,3:00 AM
3511,2/21/23,At Store Close
3512,1/31/23,12:00 AM
3513,1/26/23,5:00 AM
3514,1/4/23,5:00 AM
3515,2/22/23,11:30 PM
3516,1/4/23,5:00 AM
3517,2/1/23,12:00 AM
3518,2/19/23,At Store Close
3520,TBD,TBD
3521,2/19/23,At Store Close
3525,2/8/23,At store close
3528,2/27/23,11:30 PM
3529,2/19/23,At Store Close
3531,2/6/23,11:30 PM
3533,2/8/23,5:00 AM
3534,1/31/23,5:00 AM
3535,1/3/23,10:00 PM
3538,1/26/2023,2:00 AM
3542,1/9/23,5:00 AM
3543,1/24/2023,2:00 AM
3546,1/23/2023,At Store Close
3547,1/27/2023,2:00 AM
3549,2/2/23,4:00 AM
3562,1/12/23,2:00 AM
3569,2/8/23,At store close
3574,1/9/23,10:00 PM
3579,TBD,TBD
3580,1/22/2023,At Store Close
3582,1/11/23,5:00 AM
3583,1/3/23,5:00 AM
3585,1/3/23,10:00 PM
3591,1/30/23,At store close
3593,2/22/23,1:00 AM
3596,1/24/2023,At Store Close
3597,1/29/23,11:30 PM
3598,1/31/23,2:00 AM
3599,1/30/23,11:30 PM
3601,2/19/23,At Store Close
3612,2/2/23,12:00 AM
3615,2/22/23,12:00 AM
3619,2/1/23,1:30 AM
3620,2/21/23,5:00 AM
3625,1/18/23,10:00 PM
3628,TBD,TBD
3629,1/9/23,2:00 AM
3632,1/12/23,10:00 PM
3638,1/22/2023,At Store Close
3643,1/30/23,At store close
3645,2/22/23,11:30 PM
3654,2/5/23,11:30 PM
3660,2/1/23,3:30 AM
3700,1/10/23,3:00 AM
3701,2/21/23,At Store Close
3708,1/26/2023,3:00 AM
3709,1/30/23,3:00 AM
3710,1/30/23,12:30 AM
3712,1/12/23,10:00 PM
3716,1/19/23,12:00 AM
3717,3/1/23,1:00 AM
3722,2/22/23,11:30 PM
3724,2/21/23,11:00 PM
3725,2/6/23,11:30 PM
3726,2/21/23,7:00 PM
3729,2/7/23,5:00 AM
3736,2/19/23,11:00 PM
3739,2/22/23,5:00 AM
3746,1/24/2023,5:00 AM
3748,1/23/2023,12:30 AM
3749,2/19/23,1:30 AM
3750,1/24/2023,At Store Close
3757,1/18/23,10:00 PM
3771,1/12/23,2:00 AM
3774,2/21/23,At Store Close
3775,1/31/23,At store close
3780,2/21/23,5:00 AM
3783,2/21/23,11:30 PM
3784,2/20/23,11:30 PM
3785,2/23/23,At Store Close
3789,2/22/23,5:00 AM
3790,2/26/23,At Store Close
3799,1/11/23,2:00 AM
3802,1/24/2023,At Store Close
3809,1/24/2023,At Store Close
3810,2/27/23,1:30 AM
3812,3/1/23,At Store Close
3816,1/12/23,12:00 AM
3825,2/1/23,1:00 AM
3826,1/11/23,5:00 AM
3828,1/8/23,10:00 PM
3830,2/7/23,2:00 AM
3833,1/11/23,2:00 AM
3843,2/28/23,At Store Close
3846,1/11/23,4:00 AM
3851,1/22/2023,At Store Close
3861,1/10/23,2:00 AM
3862,1/8/23,10:00 PM
3864,1/30/23,At store close
3870,3/2/23,5:00 AM
3874,1/10/23,10:00 PM
3883,1/26/2023,At Store Close
3885,2/19/23,At Store Close
3886,1/31/23,5:00 AM
3887,2/27/23,At Store Close
3893,1/30/23,At store close
3935,1/22/2023,At Store Close
3947,2/8/23,5:00 AM
3959,2/6/23,3:30 AM
3990,2/19/23,At Store Close
4048,1/4/23,3:00 AM
4049,2/19/23,11:30 PM
4053,2/23/23,At Store Close
4054,2/20/23,At Store Close
4056,1/22/2023,At Store Close
4100,1/31/23,5:00 AM
4101,2/28/23,5:00 AM
4102,2/6/23,12:00 AM
4103,2/7/23,At store close
4104,2/20/23,11:30 PM
4105,2/2/23,12:00 AM
4114,1/9/23,3:30 AM
4115,1/23/2023,12:00 AM
4128,2/6/23,11:30 PM
4132,1/10/23,5:00 AM
4140,1/30/23,12:30 AM
4144,1/18/23,10:00 PM
4148,2/9/23,12:00 AM
4156,2/7/23,At store close
4157,1/31/23,3:00 AM
4159,2/9/23,12:00 AM
4161,1/24/2023,12:30 AM
4165,1/30/23,1:00 AM
4171,2/7/23,5:00 AM
4180,2/21/23,5:00 AM
4188,3/1/23,At Store Close
4193,3/2/23,12:00 AM
4200,1/3/23,1:00 AM
4201,1/25/2023,At Store Close
4208,1/25/2023,5:00 AM
4211,1/22/2023,At Store Close
4216,2/28/23,11:30 PM
4218,1/23/2023,12:00 AM
4219,2/6/23,At store close
4221,2/9/23,5:00 AM
4224,1/26/2023,4:00 AM
4226,2/19/23,At Store Close
4230,3/1/23,1:30 AM
4233,1/19/23,4:00 AM
4238,2/8/23,5:00 AM
4239,2/23/23,5:00 AM
4240,1/23/2023,5:00 AM
4241,2/21/23,12:00 AM
4243,2/19/23,11:00 PM
4249,2/23/23,5:00 AM
4252,1/23/2023,2:00 AM
4257,2/2/23,3:00 AM
4262,1/18/23,10:00 PM
4264,1/25/2023,12:00 AM
4276,2/9/23,5:00 AM
4277,3/1/23,2:45 AM
4278,2/28/23,At Store Close
4283,1/3/23,10:00 PM
4284,1/30/23,5:00 AM
4286,1/23/2023,At Store Close
4288,1/10/23,5:00 AM
4293,1/12/23,12:00 AM
4295,2/20/23,At Store Close
4303,1/26/2023,12:30 AM
4318,2/8/23,11:30 PM
4323,1/4/23,3:00 AM
4324,TBD,TBD
4325,1/31/23,2:00 AM
4335,2/7/23,5:00 AM
4337,1/29/23,At store close
4339,1/10/23,5:00 AM
4350,1/23/2023,2:00 AM
4355,1/24/2023,2:00 AM
4366,1/31/23,12:00 AM
4367,2/7/23,1:00 AM
4371,2/6/23,At store close
4372,2/21/23,1:00 AM
4378,3/2/23,11:30 PM
4387,1/27/2023,2:00 AM
4388,2/20/23,At Store Close
4390,2/21/23,2:00 AM
4393,1/26/2023,At Store Close
4395,2/20/23,At Store Close
4403,2/20/23,At Store Close
4404,2/2/23,5:00 AM
4405,2/19/23,At Store Close
4409,1/18/23,10:00 PM
4410,1/25/2023,At Store Close
4412,1/9/23,10:00 PM
4413,2/20/23,3:30 AM
4414,1/22/2023,At Store Close
4415,1/30/23,2:00 AM
4416,2/27/23,5:00 AM
4420,1/25/2023,At Store Close
4421,TBD,TBD
4426,TBD,TBD
4427,1/10/23,10:00 PM
4430,1/12/23,3:00 AM
4431,2/1/23,At store close
4432,1/24/2023,3:00 AM
4434,2/26/23,11:30 PM
4436,1/11/23,3:00 AM
4441,2/21/23,5:00 AM
4456,2/20/23,At Store Close
4457,2/20/23,11:00 PM
4461,2/21/23,11:30 PM
4464,2/27/23,At Store Close
4466,2/21/23,5:00 AM
4469,2/7/23,At store close
4474,2/28/23,5:00 AM
4482,1/30/23,At store close
4484,TBD,TBD
4488,1/23/2023,5:00 AM
4491,TBD,TBD
4497,3/1/23,At Store Close
4498,2/6/23,11:00 PM
4501,3/2/23,5:00 AM
4503,2/20/23,At Store Close
4504,1/23/2023,4:00 PM
4506,2/26/23,11:00 PM
4509,1/3/23,10:00 PM
4514,1/12/23,1:00 AM
4516,1/30/23,11:30 PM
4517,2/20/23,1:00 AM
4519,2/26/23,1:30 AM
4525,2/26/23,3:30 AM
4526,1/31/23,5:00 AM
4527,2/22/23,At Store Close
4529,2/27/23,1:00 AM
4531,2/23/23,1:00 AM
4533,2/2/23,11:30 PM
4546,1/3/23,10:00 PM
4554,1/9/23,2:00 AM
4563,1/8/23,10:00 PM
4567,2/8/23,5:00 AM
4579,2/27/23,1:00 AM
4580,1/23/2023,3:00 AM
4581,2/8/23,3:30 AM
4582,2/22/23,12:00 AM
4586,2/19/23,3:30 AM
4589,2/7/23,2:30 AM
4593,1/18/23,10:00 PM
4594,2/23/23,12:00 AM
4595,1/19/23,3:30 AM
4599,2/1/23,5:00 AM
4603,1/3/23,2:00 AM
4605,3/1/23,12:00 AM
4607,2/20/23,1:30 AM
4609,2/19/23,11:30 PM
4612,1/3/23,5:00 AM
4616,2/21/23,At Store Close
4617,2/20/23,5:00 AM
4619,2/21/23,At Store Close
4626,2/19/23,At Store Close
4631,1/11/23,11:30 PM
4639,1/12/23,5:00 AM
4653,1/31/23,At store close
4654,2/2/23,11:30 PM
4657,2/8/23,11:30 PM
4659,1/31/23,11:30 PM
4669,1/30/23,12:00 AM
4672,2/9/23,11:30 PM
4673,1/30/23,11:30 PM
4674,2/20/23,At Store Close
4676,1/23/2023,4:00 AM
4678,2/22/23,At Store Close
4679,1/30/23,1:30 AM
4681,1/23/2023,4:00 AM
4687,2/27/23,5:00 AM
4689,3/1/23,5:00 AM
4692,1/31/23,11:30 PM
4695,2/2/23,11:30 PM
4700,2/28/23,5:00 AM
4706,2/6/23,5:00 AM
4734,TBD,TBD
4762,2/28/23,5:00 AM
4848,2/12/23,10:00 PM
4849,2/26/23,At Store Close
4866,2/7/23,7:00 PM
5012,3/1/23,1:00 AM
5021,1/23/2023,5:00 AM
5023,2/28/23,5:00 AM
5027,1/12/23,3:00 AM
5029,2/27/23,11:30 PM
5030,3/2/23,11:30 PM
5031,1/25/2023,4:00 AM
5033,TBD,TBD
5034,2/7/23,5:00 AM
5035,1/26/2023,2:00 AM
5037,1/8/23,10:00 PM
5038,1/29/23,At store close
5040,2/19/23,At Store Close
5041,2/8/23,At store close
5043,2/7/23,11:30 PM
5045,2/22/23,5:00 AM
5046,2/1/23,1:00 AM
5048,2/19/23,At Store Close
5049,1/24/2023,5:00 AM
5056,1/29/23,At store close
5062,1/30/23,1:30 AM
5063,1/24/23,12:00 AM
5071,2/22/23,12:00 AM
5073,1/4/23,5:00 AM
5075,2/9/23,5:00 AM
5076,1/19/23,2:00 AM
5077,1/3/23,10:00 PM
5078,2/20/23,At Store Close
5079,2/23/23,11:30 PM
5081,1/11/23,11:00 PM
5082,2/27/23,11:30 PM
5085,2/22/23,3:00 AM
5092,2/1/23,5:00 AM
5094,1/12/23,5:00 AM
5096,2/2/23,5:00 AM
5098,2/9/23,11:30 PM
5099,1/12/23,5:00 AM
5100,1/25/2023,3:00 AM
5102,1/10/23,10:00 PM
5104,2/26/23,11:30 PM
5105,1/10/23,10:00 PM
5106,2/9/23,2:00 AM
5107,1/30/23,At store close
5108,2/9/23,2:00 AM
5115,2/9/23,11:30 PM
5116,2/2/23,5:00 AM
5117,2/20/23,1:30 AM
5118,1/3/23,3:00 AM
5119,2/26/23,At Store Close
5122,2/8/23,11:30 PM
5125,2/5/23,11:30 PM
5126,2/1/23,11:30 PM
5130,2/22/23,5:00 AM
5132,2/8/23,At store close
5137,1/31/23,5:00 AM
5140,3/1/23,5:00 AM
5142,1/30/23,At store close
5143,2/1/23,11:30 PM
5145,1/24/2023,At Store Close
5151,1/11/23,10:00 PM
5152,2/1/23,5:00 AM
5154,2/21/23,5:00 AM
5155,2/5/23,At store close
5166,2/7/23,1:00 AM
5173,1/26/2023,12:30 AM
5175,1/29/23,11:30 PM
5178,1/11/23,2:00 AM
5180,2/1/23,1:00 AM
5184,2/20/23,At Store Close
5186,1/9/23,10:00 PM
5190,1/19/23,2:00 AM
5191,3/1/23,5:00 AM
5198,2/26/23,At Store Close
5199,2/19/23,At Store Close
5201,1/10/23,10:00 PM
5203,1/22/2023,At Store Close
5204,2/2/23,5:00 AM
5205,1/9/23,5:00 AM
5206,1/23/2023,5:00 AM
5207,1/31/23,11:00 PM
5216,2/22/23,7:00 PM
5220,1/26/2023,2:00 AM
5226,2/5/23,At store close
5227,2/6/23,3:00 AM
5229,2/20/23,At Store Close
5232,1/19/23,5:00 AM
5235,TBD,TBD
5239,2/21/23,At Store Close
5241,2/20/23,At Store Close
5242,TBD,TBD
5244,1/31/23,11:30 PM
5246,3/1/23,5:00 AM
5247,2/23/23,11:30 PM
5248,2/21/23,11:00 PM
5251,2/1/23,11:30 PM
5253,2/20/23,12:00 AM
5254,2/20/23,At Store Close
5255,1/11/23,2:00 AM
5256,3/2/23,2:00 AM
5257,1/11/23,12:00 AM
5258,2/7/23,5:00 AM
5260,2/5/23,11:30 PM
5265,2/8/23,At store close
5266,1/29/23,At store close
5267,1/8/23,10:00 PM
5272,3/1/23,At Store Close
5273,3/1/23,At Store Close
5274,2/21/23,At Store Close
5275,1/24/2023,3:00 AM
5276,2/22/23,1:00 AM
5281,TBD,TBD
5282,1/24/2023,At Store Close
5286,1/8/23,10:00 PM
5293,1/2/23,10:00 PM
5294,2/8/23,At store close
5295,1/24/2023,2:00 AM
5296,3/2/23,At Store Close
5298,1/24/2023,At Store Close
5299,2/6/23,2:00 AM
5300,2/23/23,12:00 AM
5301,2/22/23,At Store Close
5305,2/1/23,5:00 AM
5307,1/22/2023,At Store Close
5308,1/9/23,1:00 AM
5310,TBD,TBD
5311,1/19/23,5:00 AM
5312,1/29/23,At store close
5314,2/20/23,4:00 AM
5316,2/23/23,11:30 PM
5317,1/19/23,1:30 AM
5319,1/24/2023,3:15 AM
5321,2/7/23,3:00 AM
5323,1/29/23,At store close
5327,1/31/23,3:00 AM
5328,1/30/23,3:00 AM
5334,1/11/23,5:00 AM
5338,1/3/23,5:00 AM
5345,2/21/23,At Store Close
5346,2/2/23,3:00 AM
5347,2/20/23,5:00 AM
5349,1/11/23,4:00 AM
5353,2/7/23,3:00 AM
5355,2/22/23,At Store Close
5358,1/11/23,5:00 AM
5360,TBD,TBD
5363,TBD,TBD
5364,2/20/23,At Store Close
5365,1/26/2023,12:00 AM
5366,2/2/23,12:00 AM
5370,2/21/23,5:00 AM
5371,TBD,TBD
5374,2/20/23,11:30 PM
5381,2/20/23,1:30 AM
5383,1/8/23,10:00 PM
5390,1/12/23,12:30 AM
5392,2/21/23,At Store Close
5396,2/21/23,3:00 AM
5398,2/8/23,11:30 PM
5399,1/31/23,11:30 PM
5403,2/23/23,At Store Close
5408,2/26/23,At Store Close
5409,2/21/23,1:30 AM
5414,1/9/23,10:00 PM
5416,1/30/23,5:00 AM
5423,2/8/23,5:00 AM
5424,2/27/23,5:00 AM
5425,1/11/23,5:00 AM
5429,1/23/2023,4:00 AM
5433,2/19/23,At Store Close
5435,2/9/23,1:00 AM
5436,1/25/2023,2:00 AM
5438,1/29/23,At store close
5443,2/20/23,At Store Close
5445,1/9/23,1:30 AM
5446,2/22/23,At Store Close
5447,1/4/23,2:00 AM
5451,2/8/23,12:30 AM
