Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,2,BIC Soleil 3B 4 way (contains 144 packages),4-way,1,19,
1,9,34PC OFF! Mixed PDQ,Full Endcap,1,19,
1,9,Ozark Trail 10x10 Instant Canopy - White,Full Stack,1,19,
1,9,Ozark Trail Folding Cart Black,Half Stack,1,19,
1,40,J&J CTP 36pc PDQ,Full Endcap,2,19,
1,92,BF REAL MAYO 480PC 30OZ,Full Stack,1,19,
1,92,Knorr Pasta-Rice Sides Mixed Pallet,Full Stack,1,19,
1,95,Fruit Snack Characters Half Pallet,Half Stack,1,19,
1,95,"Hawaiian Punch Red, White & Blue",Full Stack,1,19,
1,95,Little Hugs 40CT,Full Stack,1,19,
1,95,Mac's 11oz Red Hot and Original,Full Stack,1,19,
2,1,"Summer Cotton Candy Pallet, 320ct",Full Stack,1,19,
2,9,Step2 Dino Showers Water Table,Full Stack,1,19,Merchant cancelled to reduce inventory
2,11,LSKO OPP BOX FAN,Half Stack,1,19,
2,14,288PC Nylon Dump Bin,Half Stack,1,19,
2,14,Imusa 6 Cup Cooked Rice Cooker - 24 - Half EC,Half Endcap,1,19,
2,14,"Joie Swirl Sidekick, 33pcs",Sidekick,1,19,
2,14,"Takeya 32oz Tritan Motivational WB Endcap, 200pc Assortment",Full Endcap,1,19,
2,14,Tal 40oz Ranger w-Silicone handle Assortment,Full Endcap,1,19,
2,16,Expert Gardener 3800 Sq Ft Oscillating Sprinkler,Full Endcap,1,19,
2,17,Mainstays Backrest 40Pcs,PDQ,1,19,
2,72,Canon MG2522 - 17,Half Stack,1,19,
2,72,HP DJ2752e - 18,Half Stack,1,19,
2,79,Hug Mov-Sng Disp,Half Stack,1,19,
2,92,Knorr Pasta-Rice Sides Mixed Pallet,Full Stack,1,19,
2,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,1,19,
2,95,"Capri Sun Mix Pallet, 384pcs",Full Stack,1,19,
2,95,"Hawaiian Punch Red, White & Blue",Full Stack,1,19,
2,95,Little Hugs 40CT,Full Stack,1,19,
2,95,Mac's 11oz Red Hot and Original,Full Stack,1,19,
2,96,Busch Light Peach 30-12C,Half Stack,1,19,
3,2,BIC Soleil 3B 4 way (contains 144 packages),4-way,1,19,
3,3,Duck 200 (50ft bonus) Bubble Wrap End Cap,Full Endcap,1,19,
3,9,Ozark Trail 10x10 Instant Canopy - White,Full Stack,2,19,
3,9,"Slumberjack Grand Mesa 15"" Queen  AIRBED",Full Endcap,1,19,
3,11,LASKO BOX FAN (Black & Purple) Assortment,Half Stack,2,19,
3,11,"LSKO 16"" PED FAN (Black & White) Assortment",Full Stack,1,19,
3,11,LSKO OPP BOX FAN,Half Stack,2,19,
3,13,DAMP RID HB FS 3PK,Half Endcap,1,19,
3,14,"Takeya 32oz Tritan Motivational WB Endcap, 200pc Assortment",Full Endcap,1,19,
3,16,"Good Ideas 50 Gallon Rain Barrel, Oak",Full Stack,1,19,
3,16,"Mainstays Folding High Back Web Chair, Black",PDQ,1,19,
3,16,"Mainstays Folding High Back Web Chair, Red White &",PDQ,1,19,
3,16,Mainstays High Back Web Chair Rainbow,PDQ,1,19,
3,40,Allegra-Xyzal-Nasacort Allergy Relief 42pc,Full Endcap,1,19,
3,40,Claritin 24HR Allergy Relief Tab 14pc,Full Endcap,1,19,
3,40,Cortisone Itch Relief 24pc,Full Endcap,1,19,
3,40,EQ IBU TAB 100,Full Endcap,1,19,
3,40,J&J CTP 36pc PDQ,Full Endcap,1,19,
3,40,QUEST COOKIES 30CT SK,Sidekick,1,19,
3,74,MS 18PK HNGR BLUSAP,Half Endcap,2,19,
3,74,MS 18PK HNGR BRORG,Half Endcap,1,19,
3,74,MS 18PK HNGR CARGRN,Half Endcap,2,19,
3,74,MS 18PK HNGR COMORG,Half Endcap,1,19,
3,74,MS 18PK HNGR DRKGRP,Half Endcap,2,19,
3,74,MS 18PK HNGR GRNBLA,Half Endcap,1,19,
3,74,MS 18PK HNGR MRNSUP,Half Endcap,1,19,
3,74,MS 18PK HNGR MUSTDJ,Half Endcap,2,19,
3,74,MS 18PK HNGR REDENG,Half Endcap,1,19,
3,74,MS 18PK HNGR REDSED,Half Endcap,2,19,
3,74,MS 18PK HNGR RYLSPC,Half Endcap,2,19,
3,74,MS 18PK HNGR SCBDYW,Half Endcap,2,19,
3,74,MS 18PK HNGR SLVHAI,Half Endcap,2,19,
3,74,MS 18PK HNGR TEXORG,Half Endcap,1,19,
3,74,MS 18PK HNGR VICBLU,Half Endcap,1,19,
3,79,Pampers Sensitive 12X DRP,Full Stack,1,19,
3,79,Pampers Splashers DRP,Full Stack,1,19,
3,79,Pampers Splashers Jumbo Sidekick,Sidekick,1,19,
3,95,"Capri Sun Mix Pallet, 384pcs",Full Stack,1,19,
3,95,CIRCUS TIME $1 BUTTER POPCORN,Full Stack,1,19,
3,95,Fruit Snack Characters Half Pallet,Half Stack,1,19,
3,95,"Hawaiian Punch Red, White & Blue",Full Stack,1,19,
4,40,Cortisone Itch Relief 24pc,Full Endcap,1,19,
4,40,J&J CTP 36pc PDQ,Full Endcap,1,19,
4,79,Pampers Splashers DRP,Full Stack,2,19,
4,92,BF REAL MAYO 480PC 30OZ,Full Stack,1,19,
4,95,Little Hugs 40CT,Full Stack,4,19,
5,1,"Summer Cotton Candy Pallet, 320ct",Full Stack,2,19,
5,9,ESPN $5 Ball Bin - 120 units,Full Stack,1,19,Merchant cancelled to reduce inventory
5,9,Ozark Trail 10x10 Instant Canopy - White,Full Stack,1,19,
5,11,LASKO BOX FAN (Black & Purple) Assortment,Half Stack,1,19,
5,11,LSKO OPP BOX FAN,Half Stack,1,19,
5,16,24PC OtO Lawns Smart Sprinkler,Half Stack,1,19,Replacement item due to sales history
5,16,Expert Gardener 3800 Sq Ft Oscillating Sprinkler,Full Endcap,1,19,
5,40,J&J CTP 36pc PDQ,Full Endcap,1,19,
5,74,MS 18PK HNGR DRKGRP,Half Endcap,1,19,
5,74,MS 18PK HNGR REDENG,Half Endcap,1,19,
5,74,MS 18PK HNGR REDSED,Half Endcap,1,19,
5,74,MS 18PK HNGR RYLSPC,Half Endcap,1,19,
5,92,Bumble Bee Chunk Light Tuna 10PK,Side-stack,1,19,
5,92,Snowcone On The Go ICE BITES 480pcs,Half Stack,1,19,
5,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,1,19,
5,95,"Capri Sun Mix Pallet, 384pcs",Full Stack,2,19,
5,95,CT 8QT LEMONADE 48PC,Side-stack,1,19,
