Store,USER ID,Store Rank 
2308,rkkasel,1
3290,LDESPIR,1
2473,M0R022Y,1
2346,e0b07zv,1
2085,SDR00AK,1
5803,O0M01ER,1
2240,cat00fz,1
2423,J0M04RH,1
1854,IJA0011,1
1822,A0S072V,1
5802,GROSAGA,1
2067,J0C0MTN,1
2449,J0P02FE,1
5274,RNKUWAY,1
3478,cthuynh,1
2721,CMR00NA,1
3693,LAO004R,1
1567,MKLARIO,1
2314,AADUCHA,1
1256,BJS00BQ,1
501,KDK002S,1
2072,r0a050h,1
2549,CRW007N,1
2026,LARONDA,1
1411,a0e012e,1
2302,AMROSAR,1
3716,L0G063S,1
5867,MVALENT,1
5419,j0m0mk5,1
1935,JAT0086,1
105,JDNONCZ,1
1597,a0s0ii5,1
3648,dvfiest,1
3469,A0B054B,1
461,E0P01WO,1
5115,jlprunc,1
2051,cnl001n,1
3473,n0f02i4,1
3351,j0b02c0,1
2708,TJPINTO,1
2245,ibb000g,1
1645,f0f0099,1
3212,i0a02s8,1
1772,t0m0chx,1
1440,szoucha,1
1405,m0r022q,1
715,KDMCMUL,1
1604,d0s0ph1,1
2071,BJCORTE,1
3833,JLKAYLO,1
5101,i0w00sa,1
2237,jssumas,1
2951,j0g028u,1
3529,BLS00CB,1
5858,jflegas,1
1885,CJP00CJ,1
2371,CMI000K,1
4359,t0b0l36,1
1979,mjh00aq,1
2946,P0A00SY,1
1859,O0R0071,1
2501,YAMORA,1
207,chl000p,1
1371,CJJ006C,1
5154,masende,1
1593,M0S03ER,1
3778,akw003n,1
1543,DMSCHME,1
2615,TDP0068,1
3495,R0R03W2,1
1853,SWHITWO,1
2492,HCW000S,1
3884,BMMCWIL,1
5124,M0M04X5,1
824,f0g056z,1
2206,r0c06yv,1
5368,J0V0190,1
1538,g0b0624,1
4553,CPPINE,1
5299,jcc00hn,1
2050,evayran,1
1922,wthorng,1
1299,d0s014u,1
1783,TJW00EB,1
2812,MFEUERH,1
1068,m0k00gr,1
3570,CDRICKE,1
6587,JWPREVE,1
3590,j0e06m0,1
695,ryblair,1
551,a0m0boh,1
3474,KRLISCU,1
1361,ETHANSE,1
2126,MANISHI,1
2321,aeo0015,1
5070,C0C0353,1
5330,jamendo,1
1685,AJC005T,1
275,jrk003r,1
2016,j0t0e66,1
3428,tlt000u,1
2811,KNROSS,1
512,C0A014B,1
2479,k0m0mdb,1
5142,b0m01f6,1
637,SLC00E7,1
2494,mjh004f,1
794,e0v040m,1
711,s0s0lkr,1
2403,lbsmith,1
2074,j0g0opd,1
999,D0R04E0,1
2616,DROMALL,1
2512,dtb005d,1
1915,r0w02px,1
690,DCT000R,1
2838,B0G03QS,1
1832,mlr008t,1
3180,i0m07qp,1
1203,l0r05jg,1
5072,aar003x,1
1091,dal00a8,1
4438,mbarthl,1
2596,jqd0003,1
3872,fmsolan,1
1768,r0f01nc,1
5108,j0e00jb,1
2420,adj0071,1
1721,KAHALVO,1
1457,amb00jw,1
5127,t0c0767,1
1020,CHRENCH,1
5410,arkeen,1
2028,a0b030u,1
3566,c0p04e0,1
1285,ADBISHO,1
36,l0a06fa,1
1598,r0m02ak,1
5439,h0p0160,1
110,INPADIL,1
3883,SJALMEI,1
990,ALG00F7,1
3757,j0w0a8r,1
1745,jdayton,1
2005,VGBELL,1
140,a0w01ci,1
586,r0c085y,1
5337,pmx0000,1
1120,k0k00qm,1
2815,SIR000X,1
2916,smb00c4,1
3219,car00lw,1
5968,ppokhar,1
3762,n0e00rp,1
4865,JLV005L,1
1528,JEM00FW,1
1700,feesho,1
1828,JASTASZ,1
4223,npmcque,1
5331,MEL0036,1
3807,msd0011,1
4653,b0v0132,1
721,r0q00v6,1
1001,mim000r,1
5242,SMGETMA,1
5626,L0B01W4,1
1520,MLBONNE,1
1884,WHORROC,1
2253,k0f00lq,1
4434,w0t00f5,1
2726,T0A01PM,1
389,cnangli,1
4142,awnatio,1
3350,i0n004n,1
4068,PEMAJCH,1
2087,hap002b,1
828,aspreec,1
5185,b0t00hh,1
2508,caf0081,1
2255,tmnunem,1
4184,CMJ0026,1
1654,e0l069g,1
598,JABOURL,1
3404,ALV002R,1
4101,a0m03x5,1
5269,MACARDO,1
