CLUB #,ITEM #,SDC,DC name,Item Description,DISTRO,Region,Market
4794,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
4795,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,14
4797,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,30
4798,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Northeast,34
4799,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,1
4801,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,2,Southeast,31
4802,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,28
4804,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,28
4805,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,Western,3
4808,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,16
4815,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,Central,21
4816,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,Western,5
4817,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,24
4818,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
4819,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,1
4820,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,2,Southeast,29
4822,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,2
4824,668313,4888,Colton,5IN WHITE LAYERS 48CT,2,Western,1
4825,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,Central,16
4828,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
4829,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,4
4830,668313,4888,Colton,5IN WHITE LAYERS 48CT,3,Western,4
4831,668313,4891,Henderson,5IN WHITE LAYERS 48CT,2,Southeast,35
4836,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,24
4837,668313,4887,Hammond,5IN WHITE LAYERS 48CT,1,Mississippi Valley,17
4839,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,10
4840,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
4843,668313,6295,Terrell,5IN WHITE LAYERS 48CT,3,South Central,15
4846,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,33
4847,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,33
4850,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,12
4851,668313,4044,Indy,5IN WHITE LAYERS 48CT,2,Central,22
4852,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
4853,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,Western,5
4855,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,1,Northeast,38
4857,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,32
4859,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,37
4860,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,34
4861,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
4866,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
4870,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,9
4872,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Southeast,35
4873,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,North Central,8
4874,668313,4887,Hammond,5IN WHITE LAYERS 48CT,1,Mississippi Valley,17
4875,668313,6294,Olney,5IN WHITE LAYERS 48CT,2,Central,19
4876,668313,6294,Olney,5IN WHITE LAYERS 48CT,2,Central,22
4878,668313,6294,Olney,5IN WHITE LAYERS 48CT,3,Central,19
4879,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Southeast,29
4901,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Southeast,30
4905,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,11
4906,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,14
4911,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,11
4914,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,12
4915,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,4
4917,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,30
4920,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,9
4926,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,Central,21
4933,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,7
4936,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,33
4938,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,2,South Central,6
4939,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,12
4942,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
4944,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
4946,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,35
4947,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
4948,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,11
4950,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Southeast,30
4952,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,37
4955,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,4
4958,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,12
4961,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,6
4962,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,2,North Central,26
4963,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
4969,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,16
4972,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,32
4973,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,8
4974,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,4
4982,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
4983,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,4
4985,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,16
4987,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,North Central,7
4989,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,24
4990,668313,4887,Hammond,5IN WHITE LAYERS 48CT,1,Mississippi Valley,24
4991,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,32
4992,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Central,22
4994,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,1,Northeast,39
4996,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Northeast,34
4998,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
4999,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,Central,19
6181,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,North Central,8
6188,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,13
6189,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
6201,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,37
6202,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,15
6203,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Southeast,35
6204,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,29
6205,668313,4888,Colton,5IN WHITE LAYERS 48CT,3,Western,4
6212,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
6213,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,4
6216,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,35
6217,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,32
6218,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
6219,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,4,Western,5
6220,668313,4887,Hammond,5IN WHITE LAYERS 48CT,1,Mississippi Valley,17
6225,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
6228,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
6235,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,2
6236,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,30
6238,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,10
6239,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,1,Northeast,38
6240,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,2
6242,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
6244,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,11
6245,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,11
6246,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,6
6247,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,9
6249,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Mississippi Valley,23
6251,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
6254,668313,7328,Mankato,5IN WHITE LAYERS 48CT,2,North Central,18
6255,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,14
6256,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Mississippi Valley,23
6257,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,4
6259,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,13
6260,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Mississippi Valley,23
6261,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,4
6262,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,12
6265,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,14
6267,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,10
6269,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,12
6270,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
6275,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,9
6302,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,33
6304,668313,4044,Indy,5IN WHITE LAYERS 48CT,2,Central,21
6305,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,33
6307,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
6308,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,2,Mississippi Valley,27
6309,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,18
6310,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,18
6311,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,18
6312,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,18
6313,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6314,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,33
6315,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6317,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,33
6319,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6320,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,7
6321,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,18
6322,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,33
6324,668313,4897,Sterling,5IN WHITE LAYERS 48CT,4,North Central,18
6325,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,Central,21
6326,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
6327,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,33
6328,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
6329,668313,4887,Hammond,5IN WHITE LAYERS 48CT,1,Mississippi Valley,24
6330,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,1,Northeast,39
6331,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
6332,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,3,Northeast,39
6333,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,40
6334,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Central,21
6335,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
6336,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,11
6338,668313,6295,Terrell,5IN WHITE LAYERS 48CT,2,South Central,13
6339,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
6341,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,32
6342,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,10
6343,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Northeast,34
6344,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,8
6345,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,Western,3
6347,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,South Central,6
6348,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,30
6349,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
6350,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,Central,10
6351,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Northeast,34
6352,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,40
6353,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,35
6354,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Northeast,34
6355,668313,4891,Henderson,5IN WHITE LAYERS 48CT,2,Southeast,30
6356,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,40
6357,668313,6296,Bedford,5IN WHITE LAYERS 48CT,3,Northeast,38
6358,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
6359,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6360,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,2,Western,3
6361,668313,4887,Hammond,5IN WHITE LAYERS 48CT,1,Mississippi Valley,24
6363,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,29
6364,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,32
6365,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Northeast,34
6366,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,37
6367,668313,6295,Terrell,5IN WHITE LAYERS 48CT,2,South Central,13
6368,668313,4891,Henderson,5IN WHITE LAYERS 48CT,2,Northeast,34
6369,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,40
6371,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,38
6372,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,14
6373,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
6375,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
6376,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,14
6378,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,2
6379,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,2,Western,3
6380,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Central,22
6381,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,14
6382,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,4
6383,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,1,Northeast,38
6384,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
6386,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,40
6387,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
6388,668313,4897,Sterling,5IN WHITE LAYERS 48CT,2,North Central,20
6401,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,2,Southeast,31
6402,668313,4891,Henderson,5IN WHITE LAYERS 48CT,2,Northeast,34
6403,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
6404,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,33
6405,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,1
6406,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,37
6407,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
6408,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,South Central,6
6409,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,28
6410,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,1
6412,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,26
6413,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,North Central,8
6414,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,30
6415,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,16
6418,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,9
6419,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6420,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
6421,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,13
6422,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,15
6423,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,40
6425,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,North Central,7
6426,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,9
6427,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,8
6428,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,3,Northeast,40
6429,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6431,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,37
6433,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,1
6434,668313,6296,Bedford,5IN WHITE LAYERS 48CT,3,Northeast,38
6435,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,24
6436,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,18
6437,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,Central,21
6439,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,2,South Central,6
6440,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,37
6441,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
6443,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,35
6444,668313,4897,Sterling,5IN WHITE LAYERS 48CT,2,North Central,20
6445,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,32
6448,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,31
6449,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Central,19
6450,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Central,22
6452,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,30
6453,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,13
6454,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,26
6455,668313,4888,Colton,5IN WHITE LAYERS 48CT,2,Western,1
6456,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,37
6457,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Mississippi Valley,27
6458,668313,4891,Henderson,5IN WHITE LAYERS 48CT,2,Northeast,34
6460,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,37
6462,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,40
6463,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Southeast,30
6464,668313,4897,Sterling,5IN WHITE LAYERS 48CT,1,North Central,20
6472,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,North Central,8
6474,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Central,19
6479,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Central,19
6482,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,14
6485,668313,4044,Indy,5IN WHITE LAYERS 48CT,2,Central,21
6487,668313,4897,Sterling,5IN WHITE LAYERS 48CT,2,North Central,20
6489,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,Central,21
6501,668313,6294,Olney,5IN WHITE LAYERS 48CT,2,Mississippi Valley,23
6502,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,6
6503,668313,4887,Hammond,5IN WHITE LAYERS 48CT,1,Mississippi Valley,17
6505,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Central,9
6506,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Southeast,29
6507,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Mississippi Valley,23
6509,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,28
6512,668313,6294,Olney,5IN WHITE LAYERS 48CT,1,Mississippi Valley,23
6517,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Central,22
6518,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Mississippi Valley,23
6520,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,32
6521,668313,4887,Hammond,5IN WHITE LAYERS 48CT,1,Mississippi Valley,17
6524,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Northeast,34
6527,668313,4887,Hammond,5IN WHITE LAYERS 48CT,1,Mississippi Valley,17
6528,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,2,Central,22
6535,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,18
6536,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,1,Northeast,39
6539,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,37
6540,668313,4891,Henderson,5IN WHITE LAYERS 48CT,2,Southeast,30
6543,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
6549,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,Western,5
6562,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6565,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,North Central,7
6569,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,34
6570,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,35
6571,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,35
6572,668313,4880,Monroe,5IN WHITE LAYERS 48CT,3,Mississippi Valley,23
6573,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,35
6575,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,33
6581,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,1,Northeast,40
6582,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,29
6619,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,2
6630,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,Western,5
6631,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,3,Western,5
6632,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,Western,5
6633,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,North Central,7
6634,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,Western,5
6635,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,2,Western,5
6636,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,40
6637,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,32
6643,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,28
6644,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,28
6646,668313,4880,Monroe,5IN WHITE LAYERS 48CT,1,Mississippi Valley,28
6650,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,2,Northeast,38
6651,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,2,Northeast,38
6652,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,38
6653,668313,6296,Bedford,5IN WHITE LAYERS 48CT,2,Northeast,38
6655,668313,6296,Bedford,5IN WHITE LAYERS 48CT,2,Northeast,38
6657,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,26
6658,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6659,668313,4044,Indy,5IN WHITE LAYERS 48CT,2,North Central,26
6661,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6662,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,26
6663,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,25
6664,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,26
6666,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,26
6667,668313,4044,Indy,5IN WHITE LAYERS 48CT,1,North Central,26
6670,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,1,Northeast,39
6671,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,39
6672,668313,4877,Cheyenne,5IN WHITE LAYERS 48CT,1,South Central,6
6673,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,37
6674,668313,6297,Johnstown,5IN WHITE LAYERS 48CT,1,Northeast,40
6675,668313,4885,Washington Court House,5IN WHITE LAYERS 48CT,1,Northeast,37
6676,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,1,Northeast,39
6677,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,33
6678,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,33
6679,668313,6296,Bedford,5IN WHITE LAYERS 48CT,1,Northeast,33
6680,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
6683,668313,4888,Colton,5IN WHITE LAYERS 48CT,1,Western,3
6684,668313,4888,Colton,5IN WHITE LAYERS 48CT,2,Western,3
6689,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
6690,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,36
6693,668313,4886,Pottsville,5IN WHITE LAYERS 48CT,2,Northeast,39
6779,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,Central,10
6781,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,11
6867,668313,6295,Terrell,5IN WHITE LAYERS 48CT,1,South Central,15
6976,668313,4891,Henderson,5IN WHITE LAYERS 48CT,1,Southeast,35
6979,668313,7328,Mankato,5IN WHITE LAYERS 48CT,1,North Central,8
7189,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,Central,10
7658,668313,4042,Cocoa,5IN WHITE LAYERS 48CT,1,Southeast,29
7676,668313,4883,Pauls Valley,5IN WHITE LAYERS 48CT,1,South Central,6
8102,668313,4887,Hammond,5IN WHITE LAYERS 48CT,2,Mississippi Valley,24
8104,668313,4882,Harrisonville,5IN WHITE LAYERS 48CT,1,Central,16
