Store Nbr,Market,Region,Tier,Details
2241,475,60,Tier 2,GM Pause
2985,449,57,Tier 2,GM Pause
1440,403,54,Tier 2,GM Pause
2517,466,57,Tier 2,GM Pause
4457,38,4,Tier 2,GM Pause
3434,270,25,Tier 2,GM Pause
3043,58,64,Tier 2,GM Pause
2842,461,57,Tier 2,GM Pause
2187,473,60,Tier 2,GM Pause
2208,226,17,Tier 2,GM Pause
1399,315,75,Tier 2,GM Pause
2006,475,60,Tier 2,GM Pause
2632,510,61,Tier 2,GM Pause
3650,446,57,Tier 2,GM Pause
2401,484,57,Tier 2,GM Pause
1615,452,56,Tier 2,GM Pause
4491,490,61,Tier 2,GM Pause
307,135,42,Tier 2,GM Pause
1703,280,75,Tier 2,GM Pause
2663,237,22,Tier 2,GM Pause
1300,302,26,Tier 2,GM Pause
6207,548,72,Tier 2,GM Pause
2756,280,75,Tier 2,GM Pause
1235,86,6,Tier 2,GM Pause
1535,430,54,Tier 2,GM Pause
3774,165,22,Tier 2,GM Pause
3847,405,46,Tier 2,GM Pause
47,351,44,Tier 2,GM Pause
4692,498,59,Tier 2,GM Pause
561,76,5,Tier 2,GM Pause
2781,399,56,Tier 2,GM Pause
653,253,41,Tier 2,GM Pause
1583,449,57,Tier 2,GM Pause
2529,289,75,Tier 2,GM Pause
4674,542,64,Tier 2,GM Pause
4337,365,57,Tier 2,GM Pause
652,406,47,Tier 2,GM Pause
5451,102,72,Tier 2,GM Pause
3485,18,2,Tier 2,GM Pause
647,414,52,Tier 2,GM Pause
4169,551,61,Tier 2,GM Pause
5030,207,19,Tier 2,GM Pause
1254,76,5,Tier 2,GM Pause
2674,228,17,Tier 2,GM Pause
1115,147,12,Tier 2,GM Pause
1284,16,3,Tier 2,GM Pause
3093,399,56,Tier 2,GM Pause
5875,559,72,Tier 2,GM Pause
3626,308,26,Tier 2,GM Pause
1416,207,19,Tier 2,GM Pause
4226,119,2,Tier 2,GM Pause
2648,511,56,Tier 2,GM Pause
2277,449,57,Tier 2,GM Pause
3683,800,29,Tier 2,GM Pause
599,124,4,Tier 2,GM Pause
3498,422,52,Tier 2,GM Pause
5073,514,60,Tier 2,GM Pause
4218,510,61,Tier 2,GM Pause
1212,1,14,Tier 2,GM Pause
5791,538,72,Tier 2,GM Pause
5817,549,72,Tier 2,GM Pause
4427,97,3,Tier 2,GM Pause
2629,156,16,Tier 2,GM Pause
5452,494,59,Tier 2,GM Pause
1194,122,2,Tier 2,GM Pause
4188,566,59,Tier 2,GM Pause
2799,508,75,Tier 2,GM Pause
6849,543,64,Tier 2,GM Pause
2127,440,53,Tier 2,GM Pause
3087,446,57,Tier 2,GM Pause
3634,232,22,Tier 2,GM Pause
3487,206,19,Tier 2,GM Pause
1319,122,2,Tier 2,GM Pause
1928,205,19,Tier 2,GM Pause
6149,559,72,Tier 2,GM Pause
5423,397,61,Tier 2,GM Pause
4388,502,59,Tier 2,GM Pause
3192,35,2,Tier 2,GM Pause
7146,499,59,Tier 2,GM Pause
238,147,12,Tier 2,GM Pause
4185,24,2,Tier 2,GM Pause
1825,286,75,Tier 2,GM Pause
1919,179,16,Tier 2,GM Pause
2045,281,75,Tier 2,GM Pause
6894,96,72,Tier 2,GM Pause
2880,507,64,Tier 2,GM Pause
480,275,25,Tier 2,GM Pause
124,324,42,Tier 2,GM Pause
846,85,6,Tier 2,GM Pause
2672,389,47,Tier 2,GM Pause
5643,481,61,Tier 2,GM Pause
760,256,41,Tier 2,GM Pause
1129,82,5,Tier 2,GM Pause
1076,32,3,Tier 2,GM Pause
1177,340,40,Tier 2,GM Pause
5345,508,75,Tier 2,GM Pause
3473,394,57,Tier 2,GM Pause
151,351,44,Tier 2,GM Pause
5331,368,46,Tier 2,GM Pause
5861,467,60,Tier 2,GM Pause
3297,67,6,Tier 2,GM Pause
1334,372,46,Tier 2,GM Pause
4134,551,61,Tier 2,GM Pause
626,73,46,Tier 2,GM Pause
3018,389,47,Tier 2,GM Pause
3736,541,64,Tier 2,GM Pause
5941,283,75,Tier 2,GM Pause
5305,458,57,Tier 2,GM Pause
1446,436,53,Tier 2,GM Pause
1001,389,47,Tier 2,GM Pause
4196,490,61,Tier 2,GM Pause
4428,294,2,Tier 2,GM Pause
4611,362,40,Tier 2,GM Pause
2762,312,75,Tier 2,GM Pause
5293,172,17,Tier 2,GM Pause
5244,324,42,Tier 2,GM Pause
1716,508,75,Tier 2,GM Pause
1645,581,57,Tier 2,GM Pause
1062,63,6,Tier 2,GM Pause
5829,509,59,Tier 2,GM Pause
3491,184,16,Tier 2,GM Pause
1197,301,26,Tier 2,GM Pause
3047,512,61,Tier 2,GM Pause
2418,455,56,Tier 2,GM Pause
4336,368,46,Tier 2,GM Pause
2885,161,16,Tier 3,Total Store ISA Pause
5166,387,46,Tier 2,GM Pause
482,61,6,Tier 2,GM Pause
1309,312,75,Tier 2,GM Pause
1435,413,52,Tier 2,GM Pause
14,357,40,Tier 2,GM Pause
2221,333,40,Tier 2,GM Pause
5608,552,61,Tier 2,GM Pause
1157,243,25,Tier 2,GM Pause
579,94,3,Tier 2,GM Pause
1862,462,57,Tier 2,GM Pause
2519,233,22,Tier 2,GM Pause
5745,305,4,Tier 2,GM Pause
1183,41,4,Tier 2,GM Pause
1789,452,56,Tier 2,GM Pause
192,147,12,Tier 2,GM Pause
2431,492,72,Tier 2,GM Pause
3401,19,2,Tier 2,GM Pause
4165,479,5,Tier 2,GM Pause
3268,440,53,Tier 2,GM Pause
477,119,2,Tier 2,GM Pause
5763,403,54,Tier 2,GM Pause
3604,510,61,Tier 2,GM Pause
1134,7,14,Tier 2,GM Pause
1697,454,56,Tier 2,GM Pause
5463,444,53,Tier 2,GM Pause
1388,248,21,Tier 2,GM Pause
2704,298,26,Tier 2,GM Pause
1485,382,54,Tier 2,GM Pause
3935,103,72,Tier 2,GM Pause
2582,174,17,Tier 2,GM Pause
1902,400,56,Tier 2,GM Pause
6975,492,72,Tier 2,GM Pause
2966,215,20,Tier 2,GM Pause
2144,173,17,Tier 2,GM Pause
5235,403,54,Tier 2,GM Pause
2121,472,60,Tier 2,GM Pause
2031,511,56,Tier 2,GM Pause
2199,216,20,Tier 2,GM Pause
4249,474,60,Tier 2,GM Pause
3215,320,75,Tier 2,GM Pause
1411,366,46,Tier 2,GM Pause
1934,314,75,Tier 2,GM Pause
5748,414,52,Tier 2,GM Pause
1442,405,46,Tier 2,GM Pause
5276,269,25,Tier 2,GM Pause
2870,496,59,Tier 2,GM Pause
556,28,3,Tier 2,GM Pause
1608,457,56,Tier 2,GM Pause
683,147,12,Tier 2,GM Pause
4677,435,53,Tier 2,GM Pause
2218,466,57,Tier 2,GM Pause
3897,400,56,Tier 2,GM Pause
5031,366,46,Tier 2,GM Pause
7185,24,2,Tier 2,GM Pause
3319,81,5,Tier 2,GM Pause
2904,159,16,Tier 2,GM Pause
1849,308,26,Tier 2,GM Pause
5808,569,6,Tier 2,GM Pause
1926,191,17,Tier 2,GM Pause
3492,409,44,Tier 2,GM Pause
1676,580,25,Tier 2,GM Pause
4168,326,42,Tier 2,GM Pause
2055,183,16,Tier 2,GM Pause
798,273,25,Tier 2,GM Pause
424,8,14,Tier 2,GM Pause
1414,384,46,Tier 2,GM Pause
5374,239,21,Tier 2,GM Pause
3230,324,42,Tier 2,GM Pause
3320,80,6,Tier 2,GM Pause
1172,98,3,Tier 2,GM Pause
1483,430,54,Tier 2,GM Pause
26,411,47,Tier 2,GM Pause
4556,29,4,Tier 2,GM Pause
2114,7,14,Tier 2,GM Pause
976,135,42,Tier 2,GM Pause
2007,473,60,Tier 2,GM Pause
2869,203,19,Tier 2,GM Pause
2639,181,16,Tier 2,GM Pause
1627,427,54,Tier 2,GM Pause
775,279,25,Tier 2,GM Pause
2021,160,16,Tier 2,GM Pause
3835,119,2,Tier 2,GM Pause
5495,166,22,Tier 2,GM Pause
761,129,13,Tier 2,GM Pause
1091,7,14,Tier 2,GM Pause
3412,232,22,Tier 2,GM Pause
5386,200,19,Tier 2,GM Pause
5635,512,61,Tier 2,GM Pause
352,271,25,Tier 2,GM Pause
2990,430,54,Tier 2,GM Pause
2792,316,20,Tier 2,GM Pause
2579,429,47,Tier 2,GM Pause
544,353,44,Tier 2,GM Pause
1306,387,46,Tier 2,GM Pause
1182,94,3,Tier 2,GM Pause
3278,433,47,Tier 2,GM Pause
110,89,9,Tier 2,GM Pause
2918,51,5,Tier 2,GM Pause
2807,315,75,Tier 2,GM Pause
1700,459,57,Tier 2,GM Pause
117,47,44,Tier 2,GM Pause
572,46,5,Tier 2,GM Pause
5893,203,19,Tier 2,GM Pause
1762,157,16,Tier 2,GM Pause
2318,231,22,Tier 2,GM Pause
4409,22,2,Tier 2,GM Pause
1826,581,57,Tier 2,GM Pause
4153,175,17,Tier 2,GM Pause
2326,194,17,Tier 2,GM Pause
129,350,44,Tier 2,GM Pause
836,28,3,Tier 3,Total Store ISA Pause
2878,533,64,Tier 2,GM Pause
2138,181,16,Tier 2,GM Pause
4381,333,40,Tier 2,GM Pause
2937,419,52,Tier 2,GM Pause
3136,505,46,Tier 2,GM Pause
1120,360,40,Tier 2,GM Pause
3482,51,5,Tier 2,GM Pause
810,426,52,Tier 2,GM Pause
22,347,44,Tier 2,GM Pause
5990,491,61,Tier 2,GM Pause
737,151,12,Tier 2,GM Pause
2867,203,19,Tier 2,GM Pause
1675,256,41,Tier 2,GM Pause
1396,441,53,Tier 2,GM Pause
2548,316,20,Tier 2,GM Pause
149,135,42,Tier 2,GM Pause
2012,156,16,Tier 2,GM Pause
1155,310,26,Tier 2,GM Pause
1779,265,25,Tier 2,GM Pause
1252,380,47,Tier 2,GM Pause
2024,226,17,Tier 2,GM Pause
2543,226,17,Tier 2,GM Pause
3260,473,60,Tier 2,GM Pause
3682,800,29,Tier 2,GM Pause
774,433,47,Tier 2,GM Pause
4563,103,72,Tier 2,GM Pause
5355,222,21,Tier 2,GM Pause
3599,492,72,Tier 2,GM Pause
1361,426,52,Tier 2,GM Pause
828,251,25,Tier 2,GM Pause
2923,382,54,Tier 2,GM Pause
1325,366,46,Tier 2,GM Pause
2560,285,75,Tier 2,GM Pause
1759,288,75,Tier 2,GM Pause
5805,533,64,Tier 2,GM Pause
2346,801,29,Tier 2,GM Pause
2177,459,57,Tier 2,GM Pause
4356,396,57,Tier 2,GM Pause
3090,552,61,Tier 2,GM Pause
7129,429,47,Tier 2,GM Pause
3339,165,22,Tier 2,GM Pause
818,15,14,Tier 2,GM Pause
4453,504,64,Tier 2,GM Pause
3858,108,9,Tier 2,GM Pause
203,359,40,Tier 2,GM Pause
3703,543,64,Tier 2,GM Pause
6978,101,3,Tier 2,GM Pause
792,279,25,Tier 2,GM Pause
337,335,40,Tier 2,GM Pause
1612,366,46,Tier 2,GM Pause
7242,537,72,Tier 2,GM Pause
4538,67,6,Tier 2,GM Pause
2325,472,60,Tier 2,GM Pause
5606,552,61,Tier 2,GM Pause
1773,288,75,Tier 2,GM Pause
1708,401,54,Tier 2,GM Pause
925,114,9,Tier 2,GM Pause
2100,196,53,Tier 2,GM Pause
1757,419,52,Tier 2,GM Pause
5275,26,2,Tier 2,GM Pause
5719,103,72,Tier 2,GM Pause
658,120,2,Tier 2,GM Pause
369,406,47,Tier 2,GM Pause
4625,491,61,Tier 2,GM Pause
749,414,52,Tier 2,GM Pause
5286,533,64,Tier 2,GM Pause
3200,159,16,Tier 2,GM Pause
1520,430,54,Tier 2,GM Pause
4421,546,72,Tier 2,GM Pause
3324,444,53,Tier 2,GM Pause
2136,291,75,Tier 2,GM Pause
7311,528,64,Tier 2,GM Pause
1323,278,25,Tier 2,GM Pause
2528,232,22,Tier 2,GM Pause
5758,488,72,Tier 2,GM Pause
515,18,2,Tier 2,GM Pause
7340,500,59,Tier 2,GM Pause
3726,205,19,Tier 2,GM Pause
3273,362,40,Tier 2,GM Pause
2745,537,72,Tier 2,GM Pause
5864,392,56,Tier 2,GM Pause
4519,546,72,Tier 2,GM Pause
1261,310,26,Tier 2,GM Pause
3792,219,21,Tier 2,GM Pause
1647,248,21,Tier 2,GM Pause
251,45,5,Tier 2,GM Pause
2224,181,16,Tier 2,GM Pause
1204,66,13,Tier 2,GM Pause
3281,228,17,Tier 2,GM Pause
462,61,6,Tier 2,GM Pause
5634,512,61,Tier 2,GM Pause
4600,433,47,Tier 2,GM Pause
582,94,3,Tier 2,GM Pause
690,124,4,Tier 2,GM Pause
1193,135,42,Tier 2,GM Pause
4240,53,5,Tier 2,GM Pause
4284,380,47,Tier 2,GM Pause
789,583,5,Tier 2,GM Pause
5826,102,72,Tier 2,GM Pause
4558,25,2,Tier 2,GM Pause
5197,5,12,Tier 2,GM Pause
4193,542,64,Tier 2,GM Pause
2646,317,20,Tier 2,GM Pause
5637,551,61,Tier 2,GM Pause
3587,455,56,Tier 2,GM Pause
1878,400,56,Tier 2,GM Pause
1462,7,14,Tier 2,GM Pause
1277,438,53,Tier 2,GM Pause
3661,526,64,Tier 2,GM Pause
2564,286,75,Tier 2,GM Pause
393,147,12,Tier 2,GM Pause
213,272,25,Tier 2,GM Pause
1275,482,25,Tier 2,GM Pause
1362,15,14,Tier 2,GM Pause
1292,312,75,Tier 2,GM Pause
61,361,40,Tier 2,GM Pause
2167,167,22,Tier 2,GM Pause
2102,200,19,Tier 2,GM Pause
3234,123,2,Tier 2,GM Pause
636,279,25,Tier 2,GM Pause
214,503,6,Tier 2,GM Pause
1170,256,41,Tier 2,GM Pause
1684,237,22,Tier 2,GM Pause
834,360,40,Tier 2,GM Pause
177,146,41,Tier 2,GM Pause
638,42,4,Tier 2,GM Pause
2443,430,54,Tier 2,GM Pause
917,81,5,Tier 2,GM Pause
1533,369,46,Tier 2,GM Pause
4664,37,4,Tier 2,GM Pause
5097,204,19,Tier 2,GM Pause
5368,477,60,Tier 2,GM Pause
2510,440,53,Tier 2,GM Pause
1189,258,41,Tier 2,GM Pause
1752,204,19,Tier 2,GM Pause
2571,514,60,Tier 2,GM Pause
2227,159,16,Tier 2,GM Pause
964,505,46,Tier 2,GM Pause
2101,475,60,Tier 2,GM Pause
2251,484,57,Tier 2,GM Pause
1070,18,2,Tier 2,GM Pause
1202,438,53,Tier 2,GM Pause
1055,583,5,Tier 2,GM Pause
4318,8,14,Tier 2,GM Pause
1886,234,22,Tier 2,GM Pause
5494,400,56,Tier 2,GM Pause
2110,465,57,Tier 2,GM Pause
39,410,44,Tier 2,GM Pause
5799,367,46,Tier 2,GM Pause
1968,281,75,Tier 2,GM Pause
197,278,25,Tier 2,GM Pause
1153,32,3,Tier 2,GM Pause
1467,121,2,Tier 2,GM Pause
4377,388,54,Tier 2,GM Pause
211,76,5,Tier 2,GM Pause
210,351,44,Tier 2,GM Pause
2013,179,16,Tier 2,GM Pause
1951,399,56,Tier 2,GM Pause
2092,187,17,Tier 2,GM Pause
492,273,25,Tier 2,GM Pause
261,325,42,Tier 2,GM Pause
640,35,2,Tier 2,GM Pause
5152,446,57,Tier 2,GM Pause
6370,123,2,Tier 2,GM Pause
3889,299,26,Tier 2,GM Pause
2453,392,56,Tier 2,GM Pause
3071,554,59,Tier 2,GM Pause
7043,557,61,Tier 2,GM Pause
3790,265,25,Tier 2,GM Pause
7099,543,64,Tier 2,GM Pause
4636,314,75,Tier 2,GM Pause
5956,581,57,Tier 2,GM Pause
4569,427,54,Tier 2,GM Pause
1705,191,17,Tier 2,GM Pause
2052,453,56,Tier 2,GM Pause
15,333,40,Tier 2,GM Pause
2079,196,53,Tier 2,GM Pause
2236,167,22,Tier 2,GM Pause
5717,505,46,Tier 2,GM Pause
5159,204,19,Tier 2,GM Pause
532,130,13,Tier 2,GM Pause
5903,546,72,Tier 2,GM Pause
5205,557,61,Tier 2,GM Pause
538,93,3,Tier 2,GM Pause
2077,460,57,Tier 2,GM Pause
5125,541,64,Tier 2,GM Pause
304,149,12,Tier 2,GM Pause
1935,237,22,Tier 2,GM Pause
1562,424,52,Tier 2,GM Pause
5240,190,17,Tier 2,GM Pause
1957,105,9,Tier 2,GM Pause
1297,93,3,Tier 2,GM Pause
5725,9,61,Tier 2,GM Pause
2419,285,75,Tier 2,GM Pause
2284,173,17,Tier 2,GM Pause
1042,85,6,Tier 2,GM Pause
2831,400,56,Tier 2,GM Pause
3252,167,22,Tier 2,GM Pause
4653,381,54,Tier 2,GM Pause
2030,450,56,Tier 2,GM Pause
5140,459,57,Tier 2,GM Pause
3692,800,29,Tier 2,GM Pause
3886,80,6,Tier 2,GM Pause
358,321,42,Tier 2,GM Pause
4490,9,61,Tier 2,GM Pause
290,77,6,Tier 2,GM Pause
586,37,4,Tier 2,GM Pause
4180,557,61,Tier 2,GM Pause
1236,302,26,Tier 2,GM Pause
2910,208,20,Tier 2,GM Pause
2530,181,16,Tier 2,GM Pause
3764,45,5,Tier 2,GM Pause
438,74,5,Tier 2,GM Pause
1794,232,22,Tier 2,GM Pause
5360,228,17,Tier 2,GM Pause
7179,302,26,Tier 2,GM Pause
3754,473,60,Tier 2,GM Pause
171,327,42,Tier 2,GM Pause
2000,301,26,Tier 2,GM Pause
351,68,6,Tier 2,GM Pause
1573,405,46,Tier 2,GM Pause
3143,9,61,Tier 2,GM Pause
523,46,5,Tier 2,GM Pause
693,259,41,Tier 2,GM Pause
2485,474,60,Tier 2,GM Pause
1712,111,9,Tier 2,GM Pause
1543,430,54,Tier 2,GM Pause
56,333,40,Tier 2,GM Pause
1200,391,47,Tier 2,GM Pause
4472,20,2,Tier 2,GM Pause
587,152,41,Tier 2,GM Pause
957,279,25,Tier 2,GM Pause
1955,263,53,Tier 2,GM Pause
5789,537,72,Tier 2,GM Pause
2719,163,17,Tier 2,GM Pause
5387,209,20,Tier 2,GM Pause
6392,411,47,Tier 2,GM Pause
4574,306,4,Tier 2,GM Pause
1828,439,53,Tier 2,GM Pause
7308,533,64,Tier 2,GM Pause
1005,426,52,Tier 2,GM Pause
1677,189,17,Tier 2,GM Pause
5371,497,59,Tier 2,GM Pause
2115,216,20,Tier 2,GM Pause
2275,239,21,Tier 2,GM Pause
3655,397,61,Tier 2,GM Pause
2935,413,52,Tier 2,GM Pause
2550,476,60,Tier 2,GM Pause
2778,373,46,Tier 2,GM Pause
986,388,54,Tier 2,GM Pause
1679,438,53,Tier 2,GM Pause
3342,225,21,Tier 2,GM Pause
4545,500,59,Tier 2,GM Pause
3094,557,61,Tier 2,GM Pause
3751,373,46,Tier 2,GM Pause
1342,128,13,Tier 2,GM Pause
1384,389,47,Tier 2,GM Pause
4426,546,72,Tier 2,GM Pause
90,347,44,Tier 2,GM Pause
3617,559,72,Tier 2,GM Pause
6078,504,64,Tier 2,GM Pause
1007,438,53,Tier 2,GM Pause
4601,387,46,Tier 2,GM Pause
1629,251,25,Tier 2,GM Pause
615,26,2,Tier 2,GM Pause
488,97,3,Tier 2,GM Pause
1663,294,2,Tier 2,GM Pause
806,387,46,Tier 2,GM Pause
3428,375,46,Tier 2,GM Pause
5116,60,6,Tier 2,GM Pause
827,45,5,Tier 2,GM Pause
1760,455,56,Tier 2,GM Pause
2405,194,17,Tier 2,GM Pause
3959,498,59,Tier 2,GM Pause
6583,541,64,Tier 2,GM Pause
978,406,47,Tier 2,GM Pause
559,418,52,Tier 2,GM Pause
5320,298,26,Tier 2,GM Pause
1640,237,22,Tier 2,GM Pause
1546,426,52,Tier 2,GM Pause
1473,421,52,Tier 2,GM Pause
2071,469,60,Tier 2,GM Pause
37,335,40,Tier 2,GM Pause
1842,298,26,Tier 2,GM Pause
5777,162,17,Tier 2,GM Pause
558,407,47,Tier 2,GM Pause
1617,381,54,Tier 2,GM Pause
2457,455,56,Tier 2,GM Pause
2265,35,2,Tier 2,GM Pause
1059,138,14,Tier 2,GM Pause
3123,512,61,Tier 2,GM Pause
5109,557,61,Tier 2,GM Pause
2245,460,57,Tier 2,GM Pause
1351,317,20,Tier 2,GM Pause
5691,515,61,Tier 2,GM Pause
3286,52,5,Tier 2,GM Pause
2474,320,75,Tier 2,GM Pause
2844,188,17,Tier 2,GM Pause
1498,298,26,Tier 2,GM Pause
1866,180,16,Tier 2,GM Pause
1525,287,75,Tier 2,GM Pause
893,349,44,Tier 2,GM Pause
5248,544,72,Tier 2,GM Pause
2540,229,20,Tier 2,GM Pause
5341,379,47,Tier 2,GM Pause
40,359,40,Tier 2,GM Pause
1214,406,47,Tier 2,GM Pause
1010,309,26,Tier 2,GM Pause
4641,270,25,Tier 2,GM Pause
4232,370,46,Tier 2,GM Pause
5343,291,75,Tier 2,GM Pause
24,326,42,Tier 2,GM Pause
4591,566,59,Tier 2,GM Pause
668,152,41,Tier 2,GM Pause
776,432,47,Tier 2,GM Pause
4667,548,72,Tier 2,GM Pause
593,28,3,Tier 2,GM Pause
5786,18,2,Tier 2,GM Pause
2088,195,17,Tier 2,GM Pause
1872,383,54,Tier 2,GM Pause
91,329,12,Tier 2,GM Pause
2921,401,54,Tier 2,GM Pause
3825,302,26,Tier 2,GM Pause
4330,13,14,Tier 2,GM Pause
984,391,47,Tier 2,GM Pause
1764,413,52,Tier 3,Total Store ISA Pause
1650,444,53,Tier 2,GM Pause
5460,78,6,Tier 2,GM Pause
2210,195,17,Tier 2,GM Pause
204,253,41,Tier 2,GM Pause
2091,110,9,Tier 2,GM Pause
1017,38,4,Tier 2,GM Pause
1778,382,54,Tier 2,GM Pause
4272,401,54,Tier 2,GM Pause
5444,436,53,Tier 2,GM Pause
1228,269,25,Tier 2,GM Pause
7162,496,59,Tier 2,GM Pause
1687,289,75,Tier 2,GM Pause
2440,294,2,Tier 2,GM Pause
6590,541,64,Tier 2,GM Pause
1451,275,25,Tier 2,GM Pause
3807,367,46,Tier 2,GM Pause
3845,510,61,Tier 2,GM Pause
3823,433,47,Tier 2,GM Pause
456,569,6,Tier 2,GM Pause
1053,242,41,Tier 2,GM Pause
3869,287,75,Tier 2,GM Pause
2392,102,72,Tier 2,GM Pause
4459,301,26,Tier 2,GM Pause
2874,189,17,Tier 2,GM Pause
2314,470,60,Tier 2,GM Pause
2316,214,20,Tier 2,GM Pause
1112,16,3,Tier 2,GM Pause
3072,554,59,Tier 2,GM Pause
2336,159,16,Tier 2,GM Pause
785,141,13,Tier 2,GM Pause
2877,533,64,Tier 2,GM Pause
3070,554,59,Tier 2,GM Pause
2768,372,46,Tier 2,GM Pause
713,114,9,Tier 2,GM Pause
5629,457,56,Tier 2,GM Pause
5605,481,61,Tier 2,GM Pause
5088,227,20,Tier 2,GM Pause
2069,468,56,Tier 2,GM Pause
1149,367,46,Tier 2,GM Pause
2124,223,21,Tier 2,GM Pause
5232,388,54,Tier 2,GM Pause
4177,269,25,Tier 2,GM Pause
921,388,54,Tier 2,GM Pause
2957,412,52,Tier 2,GM Pause
339,327,42,Tier 2,GM Pause
2222,157,16,Tier 2,GM Pause
3541,167,22,Tier 2,GM Pause
2686,534,72,Tier 2,GM Pause
3267,432,47,Tier 2,GM Pause
4635,121,2,Tier 2,GM Pause
5450,284,75,Tier 2,GM Pause
5337,449,57,Tier 2,GM Pause
790,429,47,Tier 2,GM Pause
3011,488,72,Tier 2,GM Pause
2729,378,54,Tier 2,GM Pause
1037,36,4,Tier 2,GM Pause
3456,500,59,Tier 2,GM Pause
183,138,14,Tier 2,GM Pause
3742,476,60,Tier 2,GM Pause
3372,111,9,Tier 2,GM Pause
3404,422,52,Tier 2,GM Pause
3210,275,25,Tier 2,GM Pause
5837,534,72,Tier 2,GM Pause
2692,206,19,Tier 2,GM Pause
2287,229,20,Tier 2,GM Pause
4678,405,46,Tier 2,GM Pause
3864,302,26,Tier 2,GM Pause
4605,542,64,Tier 2,GM Pause
5051,378,54,Tier 2,GM Pause
1609,419,52,Tier 2,GM Pause
1301,312,75,Tier 2,GM Pause
3315,510,61,Tier 2,GM Pause
2875,533,64,Tier 2,GM Pause
643,37,4,Tier 2,GM Pause
5440,477,60,Tier 2,GM Pause
512,505,46,Tier 2,GM Pause
3514,228,17,Tier 2,GM Pause
1632,412,52,Tier 2,GM Pause
5959,63,6,Tier 2,GM Pause
1263,254,41,Tier 2,GM Pause
4451,373,46,Tier 2,GM Pause
2697,452,56,Tier 2,GM Pause
1870,475,60,Tier 2,GM Pause
6732,546,72,Tier 2,GM Pause
2436,293,75,Tier 2,GM Pause
598,429,47,Tier 2,GM Pause
1513,111,9,Tier 2,GM Pause
418,407,47,Tier 2,GM Pause
6264,509,59,Tier 2,GM Pause
3057,506,6,Tier 2,GM Pause
5306,397,61,Tier 2,GM Pause
1713,278,25,Tier 2,GM Pause
5236,254,41,Tier 2,GM Pause
633,279,25,Tier 2,GM Pause
900,70,46,Tier 2,GM Pause
345,46,5,Tier 2,GM Pause
4374,421,52,Tier 2,GM Pause
3385,526,64,Tier 2,GM Pause
3450,528,64,Tier 2,GM Pause
180,46,5,Tier 2,GM Pause
95,335,40,Tier 2,GM Pause
1009,333,40,Tier 2,GM Pause
2822,131,13,Tier 2,GM Pause
5349,510,61,Tier 2,GM Pause
2366,160,16,Tier 2,GM Pause
1377,270,25,Tier 2,GM Pause
3479,534,72,Tier 2,GM Pause
5132,96,72,Tier 2,GM Pause
1857,209,20,Tier 2,GM Pause
3743,542,64,Tier 2,GM Pause
2626,101,3,Tier 2,GM Pause
1798,205,19,Tier 2,GM Pause
3637,533,64,Tier 2,GM Pause
2611,235,20,Tier 2,GM Pause
4599,378,54,Tier 2,GM Pause
3069,554,59,Tier 2,GM Pause
1133,309,26,Tier 2,GM Pause
4579,537,72,Tier 2,GM Pause
167,327,42,Tier 2,GM Pause
609,275,25,Tier 2,GM Pause
400,68,6,Tier 2,GM Pause
3627,21,2,Tier 2,GM Pause
1937,216,20,Tier 2,GM Pause
2254,165,22,Tier 3,Total Store ISA Pause
1984,154,16,Tier 2,GM Pause
3250,209,20,Tier 2,GM Pause
1008,378,54,Tier 2,GM Pause
735,151,12,Tier 2,GM Pause
2947,476,60,Tier 2,GM Pause
3431,48,5,Tier 2,GM Pause
4682,315,75,Tier 2,GM Pause
140,503,6,Tier 2,GM Pause
2862,399,56,Tier 2,GM Pause
1947,473,60,Tier 2,GM Pause
1088,143,13,Tier 2,GM Pause
5172,97,3,Tier 2,GM Pause
2508,399,56,Tier 2,GM Pause
3322,442,53,Tier 2,GM Pause
4389,181,16,Tier 2,GM Pause
3399,800,29,Tier 2,GM Pause
676,121,2,Tier 2,GM Pause
5214,90,9,Tier 2,GM Pause
232,350,44,Tier 2,GM Pause
1553,264,25,Tier 2,GM Pause
3055,345,44,Tier 2,GM Pause
1506,415,52,Tier 2,GM Pause
1350,315,75,Tier 2,GM Pause
1834,468,56,Tier 2,GM Pause
5855,491,61,Tier 2,GM Pause
5653,545,72,Tier 2,GM Pause
525,549,72,Tier 2,GM Pause
2047,179,16,Tier 2,GM Pause
5960,526,64,Tier 2,GM Pause
3546,173,17,Tier 2,GM Pause
2122,159,16,Tier 2,GM Pause
3349,118,9,Tier 2,GM Pause
236,503,6,Tier 2,GM Pause
346,409,44,Tier 2,GM Pause
898,73,46,Tier 2,GM Pause
428,130,13,Tier 2,GM Pause
4762,515,61,Tier 2,GM Pause
797,418,52,Tier 2,GM Pause
2183,180,16,Tier 2,GM Pause
1745,239,21,Tier 2,GM Pause
411,138,14,Tier 2,GM Pause
2107,195,17,Tier 2,GM Pause
118,4,12,Tier 2,GM Pause
5227,292,75,Tier 2,GM Pause
4637,356,44,Tier 2,GM Pause
1367,32,3,Tier 2,GM Pause
2536,581,57,Tier 2,GM Pause
2901,154,16,Tier 2,GM Pause
2476,475,60,Tier 2,GM Pause
3175,490,61,Tier 2,GM Pause
2369,181,16,Tier 2,GM Pause
2856,361,40,Tier 2,GM Pause
1738,421,52,Tier 2,GM Pause
1136,131,13,Tier 2,GM Pause
