Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
7009,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,91.60%,98.80%,6.5,90.70%,93.00%,93.70%,88.50%
7238,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202251,86.80%,97.60%,5.2,89.20%,85.00%,89.80%,82.80%
1849,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202251,91.70%,91.20%,10,95.60%,90.30%,91.20%,89.20%
1452,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202251,91.80%,96.80%,7.4,93.50%,93.80%,91.20%,87.60%
6879,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,91.80%,98.50%,8.3,94.30%,88.60%,92.30%,92.30%
6958,POINTPICKUP,Scheduled Express Delivery ,17,Executive Review,Recovering,Driver Supply Focus,202251,81.30%,93.20%,9.4,100.00%,92.30%,77.80%,40.00%
6264,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202251,88.80%,93.20%,9.2,94.40%,90.60%,84.10%,85.90%
5476,POINTPICKUP,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202251,51.30%,97.60%,8.9,60.00%,54.50%,66.70%,35.70%
2167,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202251,91.30%,93.30%,5.2,94.20%,92.00%,89.30%,89.70%
2167,UBER,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,92.40%,91.00%,5.6,92.10%,88.90%,96.20%,91.30%
2236,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,89.90%,92.40%,7.1,91.90%,93.80%,86.00%,88.40%
4687,SPARK,Scheduled Standard Delivery,40,Executive Review,Recovering,Driver Supply Focus,202251,89.50%,99.50%,9,92.60%,90.20%,87.70%,87.40%
5131,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202251,90.80%,98.10%,6.4,91.50%,92.00%,89.90%,89.60%
3830,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202251,83.20%,98.80%,5.8,82.60%,91.40%,75.00%,85.30%
2129,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202251,64.40%,96.50%,8.2,72.10%,69.80%,64.70%,49.40%
2318,UBER,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,90.00%,95.90%,9.7,97.20%,93.10%,90.30%,46.20%
3228,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,-,Driver Supply Focus,202251,77.90%,97.70%,8.3,,90.00%,78.10%,73.80%
3228,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202251,93.50%,96.60%,7.6,89.40%,96.20%,96.80%,91.30%
5241,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202251,93.90%,95.20%,9.6,95.10%,95.20%,95.00%,88.00%
1644,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202251,82.30%,93.70%,6.9,79.90%,88.80%,78.60%,82.70%
1644,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,202251,95.40%,94.50%,6.8,99.00%,97.30%,97.20%,85.70%
1887,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202251,93.20%,97.60%,7.3,88.00%,97.00%,96.20%,91.40%
2185,POINTPICKUP,Scheduled Express Delivery ,11,Executive Review,Degrading,Driver Supply Focus,202251,78.60%,92.70%,9.4,75.00%,87.50%,88.90%,33.30%
2340,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,-,Driver Supply Focus,202251,0.00%,100.00%,3.8,,,,0.00%
2519,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,94.20%,90.60%,8.9,97.50%,96.40%,93.40%,88.50%
2888,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,88.40%,99.30%,7.4,90.90%,87.50%,87.80%,87.00%
5200,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202251,90.00%,90.70%,7.7,93.80%,88.40%,89.20%,88.60%
5795,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202251,93.40%,90.30%,8.8,87.30%,96.60%,96.20%,94.40%
1850,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,89.40%,89.70%,9,93.30%,94.30%,83.20%,86.00%
1850,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,94.80%,90.00%,9.6,97.90%,98.20%,94.60%,86.90%
1886,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,93.10%,88.60%,9.8,93.90%,88.70%,94.90%,95.20%
3633,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,94.00%,97.80%,7.7,94.80%,97.80%,94.40%,88.10%
1607,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,87.90%,95.60%,6.6,98.10%,88.00%,90.70%,73.60%
1765,POINTPICKUP,Scheduled Standard Delivery,13,Executive Review,-,Driver Supply Focus,202251,66.70%,100.00%,7.3,,,50.00%,75.00%
2049,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,-,Driver Supply Focus,202251,80.00%,100.00%,6.2,,60.00%,100.00%,100.00%
2663,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202251,86.80%,99.60%,6.2,95.30%,93.90%,85.60%,67.30%
5047,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202251,88.70%,90.30%,7.6,90.50%,93.40%,83.40%,87.30%
1875,UBER,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Driver Supply Focus,202251,50.00%,100.00%,4.8,100.00%,,0.00%,50.00%
3481,SPARK,Scheduled Express Delivery ,9,Executive Review,Recovering,Driver Supply Focus,202251,73.40%,96.40%,7,100.00%,58.80%,75.00%,65.00%
5228,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202251,74.00%,88.80%,9,67.70%,83.70%,76.20%,70.20%
5228,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202251,91.10%,91.60%,8.3,91.00%,93.50%,93.50%,84.70%
1741,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202251,91.50%,95.90%,8.5,89.80%,88.60%,95.20%,92.50%
5384,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202251,88.60%,98.20%,5.8,94.00%,96.20%,82.70%,78.30%
2791,POINTPICKUP,Scheduled Express Delivery ,9,Executive Review,Recovering,Driver Supply Focus,202251,92.90%,90.90%,5.9,100.00%,100.00%,83.30%,100.00%
2791,POINTPICKUP,Scheduled Standard Delivery,13,Executive Review,-,Driver Supply Focus,202251,78.10%,100.00%,5.3,,88.90%,79.50%,69.20%
5105,POINTPICKUP,Scheduled Express Delivery ,14,Executive Review,Recovering,Driver Supply Focus,202251,92.50%,90.00%,7.2,100.00%,84.60%,100.00%,90.00%
5105,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202251,82.70%,88.70%,8.3,81.60%,81.90%,80.80%,86.90%
5847,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,93.40%,98.20%,9.1,96.50%,95.90%,91.40%,89.00%
1904,POINTPICKUP,Scheduled Express Delivery ,11,Executive Review,Recovering,Driver Supply Focus,202251,94.70%,95.00%,4.7,100.00%,100.00%,85.70%,100.00%
3639,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202251,89.80%,93.10%,7.2,75.80%,89.70%,100.00%,96.30%
5880,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202251,83.50%,98.10%,8.6,85.50%,80.30%,83.50%,85.10%
1243,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202251,91.40%,91.60%,8.4,92.40%,89.60%,90.20%,94.00%
1292,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202251,92.70%,94.60%,9.6,91.70%,89.40%,95.20%,94.70%
2762,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202251,91.50%,96.20%,5.8,94.40%,75.00%,93.40%,92.00%
1335,ROADIE,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202251,81.70%,97.70%,6.4,76.90%,95.80%,77.80%,71.40%
5117,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202251,86.50%,92.80%,7.5,92.20%,86.80%,85.10%,80.90%
1522,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202251,88.80%,92.20%,9.1,88.60%,79.70%,98.10%,84.00%
1714,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,91.50%,97.40%,7,97.00%,91.30%,94.30%,72.20%
1716,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202251,89.60%,96.20%,7.3,92.00%,94.90%,91.30%,79.50%
5345,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202251,92.90%,99.10%,5.9,87.50%,93.90%,96.30%,95.30%
606,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202251,90.50%,93.40%,5.8,88.50%,84.50%,96.60%,91.40%
1011,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202251,91.00%,93.20%,9.7,88.20%,91.20%,93.90%,90.20%
7181,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202251,91.10%,91.40%,8.4,87.80%,93.10%,92.40%,91.50%
628,SPARK,Scheduled Standard Delivery,39,Executive Review,Recovering,Driver Supply Focus,202251,91.90%,99.00%,9.7,94.00%,94.50%,88.30%,92.20%
3367,SPARK,Scheduled Standard Delivery,14,Executive Review,-,Driver Supply Focus,202251,87.80%,97.20%,9.4,,100.00%,86.10%,89.80%
742,ROADIE,Scheduled Express Delivery ,11,Executive Review,Recovering,Driver Supply Focus,202251,89.30%,90.30%,5.7,100.00%,83.30%,80.00%,100.00%
1080,UBER,Scheduled Standard Delivery,30,Executive Review,Recovering,Driver Supply Focus,202251,97.20%,97.10%,9.7,98.80%,97.80%,94.80%,88.10%
1060,POINTPICKUP,Scheduled Express Delivery ,13,Executive Review,Degrading,Driver Supply Focus,202251,44.40%,88.90%,7.1,50.00%,50.00%,33.30%,50.00%
1064,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202251,81.40%,90.60%,7.4,83.60%,93.40%,69.50%,77.80%
1064,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202251,90.90%,91.30%,7.9,91.70%,92.60%,93.30%,84.20%
1662,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,-,Driver Supply Focus,202251,55.60%,100.00%,7.8,,100.00%,0.00%,100.00%
4410,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,93.70%,94.00%,7.7,97.10%,93.20%,95.30%,88.10%
1821,SPARK,Scheduled Express Delivery ,9,Executive Review,Recovering,Driver Supply Focus,202251,72.60%,93.80%,7.2,92.30%,75.00%,43.80%,62.50%
1821,UBER,Scheduled Express Delivery ,10,Executive Review,Recovering,Driver Supply Focus,202251,78.30%,94.60%,5.3,94.10%,75.80%,77.10%,71.40%
5279,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,93.60%,94.80%,8.7,94.30%,94.90%,89.10%,97.10%
2328,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,91.10%,93.10%,8.7,92.10%,88.30%,88.90%,96.50%
1891,SPARK,Scheduled Standard Delivery,38,Executive Review,Recovering,Driver Supply Focus,202251,91.70%,90.10%,7.7,95.80%,82.60%,88.20%,100.00%
2022,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202251,83.00%,95.60%,7.6,87.60%,74.80%,89.00%,80.20%
2282,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202251,77.20%,95.30%,7.8,89.20%,83.10%,61.30%,77.30%
2854,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202251,74.10%,93.90%,8.5,84.10%,69.60%,68.40%,71.30%
2854,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202251,92.50%,92.80%,9.8,97.10%,90.80%,93.20%,86.20%
2898,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202251,87.20%,96.80%,4.9,85.70%,84.80%,82.00%,95.90%
2232,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,94.70%,94.00%,7.6,95.50%,96.60%,96.10%,89.90%
2371,POINTPICKUP,Scheduled Standard Delivery,36,Executive Review,Degrading,Driver Supply Focus,202251,73.00%,96.80%,8.1,70.30%,77.70%,69.60%,76.50%
2899,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,86.30%,89.90%,6.4,94.70%,87.90%,76.50%,88.20%
2104,POINTPICKUP,Scheduled Express Delivery ,5,At Risk,Recovering,Driver Supply Focus,202251,81.00%,91.30%,5.9,100.00%,75.00%,75.00%,80.00%
2905,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,91.20%,97.30%,7.6,93.30%,95.30%,87.30%,89.30%
2906,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202251,90.70%,99.30%,6.3,97.10%,94.90%,89.00%,80.30%
2915,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,94.80%,91.20%,7.6,98.60%,97.80%,94.10%,89.10%
2163,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,-,Driver Supply Focus,202251,65.80%,95.60%,7.8,,90.00%,66.70%,61.60%
2163,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,94.10%,97.70%,6,96.10%,93.50%,89.80%,97.80%
2954,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,88.50%,95.20%,9.9,95.00%,95.00%,82.00%,83.60%
3547,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202251,86.80%,98.40%,6.8,90.90%,92.70%,86.80%,79.10%
5294,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202251,90.80%,98.20%,6.8,88.30%,91.30%,92.20%,91.60%
2090,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202251,83.20%,90.40%,9,83.70%,87.50%,81.80%,77.80%
2365,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202251,89.20%,95.70%,9.8,96.50%,92.30%,91.90%,66.50%
2582,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202251,82.60%,96.60%,6.2,81.10%,92.00%,76.00%,80.00%
5111,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,91.60%,96.10%,8.2,96.60%,92.40%,88.40%,88.50%
5178,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,91.40%,92.90%,7.9,97.00%,88.30%,83.30%,96.00%
3329,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,91.90%,91.50%,7.7,91.60%,94.00%,87.40%,94.70%
2262,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,95.30%,97.40%,7.6,96.00%,98.30%,95.80%,89.60%
5732,POINTPICKUP,Scheduled Express Delivery ,19,Executive Review,Degrading,Driver Supply Focus,202251,85.70%,91.40%,7.8,80.00%,91.70%,78.60%,100.00%
1830,UBER,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,97.10%,100.00%,8.3,97.00%,98.90%,100.00%,80.00%
1966,ROADIE,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202251,85.90%,97.70%,8.7,84.60%,87.10%,85.70%,86.10%
1973,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,Recovering,Driver Supply Focus,202251,92.00%,88.90%,7.5,100.00%,100.00%,100.00%,66.70%
1973,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,81.20%,100.00%,8.1,93.80%,76.00%,76.50%,81.80%
3607,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202251,83.60%,98.00%,7.3,84.90%,87.30%,77.80%,
2278,ROADIE,Scheduled Express Delivery ,10,Executive Review,Degrading,Driver Supply Focus,202251,93.50%,91.20%,6.6,83.30%,85.70%,100.00%,100.00%
3429,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202251,85.30%,97.20%,6.2,100.00%,100.00%,85.70%,70.00%
3514,ROADIE,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,93.80%,100.00%,9.2,100.00%,83.30%,100.00%,100.00%
3562,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,92.70%,94.60%,9.6,96.60%,91.40%,89.60%,94.10%
284,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202251,86.30%,87.50%,18.3,83.70%,86.50%,83.60%,92.40%
2978,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202251,93.50%,90.80%,14.1,95.30%,89.40%,95.90%,93.80%
4279,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202251,89.90%,79.90%,13.6,84.00%,90.40%,92.60%,93.00%
5147,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202251,86.20%,92.40%,12,90.40%,88.80%,85.00%,79.60%
265,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202251,85.60%,76.10%,16.3,89.90%,91.60%,84.80%,74.70%
2688,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202251,93.70%,87.70%,12.1,92.40%,97.60%,94.30%,88.80%
6467,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202251,89.50%,81.90%,12.5,92.20%,90.50%,90.90%,83.30%
918,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202251,84.80%,87.80%,9.2,87.30%,81.20%,86.00%,84.60%
353,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202251,57.80%,89.90%,11.9,92.60%,47.60%,36.00%,47.10%
590,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202251,83.90%,86.30%,26.2,84.10%,83.10%,80.80%,88.10%
804,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202251,94.70%,76.00%,15.9,98.30%,94.80%,95.10%,88.40%
471,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202251,90.20%,87.90%,14.6,88.50%,86.40%,94.00%,92.40%
896,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202251,80.80%,69.30%,18.9,82.20%,80.40%,88.00%,70.30%
3432,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202251,92.80%,92.20%,10.2,94.90%,95.80%,93.10%,86.20%
3433,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202251,85.20%,79.20%,19.7,89.00%,85.30%,91.10%,68.90%
4503,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202251,79.80%,85.70%,20.4,85.30%,72.40%,84.80%,80.30%
807,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202251,94.50%,92.10%,12.7,98.20%,96.10%,95.10%,87.50%
880,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202251,88.90%,83.50%,15.9,91.70%,88.50%,89.60%,85.10%
1178,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202251,80.50%,62.40%,14.4,93.20%,94.00%,72.00%,67.60%
2649,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202251,83.10%,75.30%,22.9,77.90%,78.30%,90.00%,87.60%
3274,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202251,84.00%,62.40%,15.9,83.80%,83.30%,89.30%,78.90%
5080,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202251,88.90%,77.20%,12.7,92.50%,84.90%,88.60%,90.60%
1117,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202251,89.70%,84.50%,10.7,88.90%,90.10%,90.50%,89.30%
2918,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202251,88.80%,78.00%,11.8,94.60%,87.80%,80.30%,93.00%
3406,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202251,77.70%,76.80%,20,93.50%,56.80%,72.90%,78.20%
2427,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202251,91.90%,84.20%,16.6,87.70%,91.40%,94.50%,94.10%
6963,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202251,89.60%,84.90%,13.2,86.50%,88.40%,92.00%,93.80%
426,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202251,80.70%,72.60%,11.1,93.60%,76.70%,72.20%,79.80%
2105,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202251,88.20%,83.40%,14.9,86.00%,92.40%,84.60%,89.40%
4240,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202251,89.50%,81.30%,15.7,81.60%,91.60%,89.20%,97.90%
5092,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202251,89.50%,80.80%,15.9,98.90%,95.60%,83.50%,77.80%
1118,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202251,90.00%,85.60%,16.9,94.80%,94.40%,86.50%,82.40%
5191,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202251,89.70%,74.70%,17.5,93.90%,89.20%,83.40%,93.70%
2086,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202251,90.60%,93.40%,11.1,90.20%,93.00%,87.60%,91.70%
6300,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202251,89.10%,85.20%,15,94.40%,91.90%,82.60%,85.70%
3381,,Scheduled Delivery Express,16,Executive Review,Recovering,Store Focus,202251,94.10%,80.70%,9.2,96.90%,100.00%,93.80%,83.30%
610,,Scheduled Delivery Express,12,Executive Review,Degrading,Store Focus,202251,94.20%,75.20%,11.7,88.90%,94.40%,95.80%,100.00%
939,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202251,92.00%,83.90%,11.6,89.40%,93.20%,92.50%,93.10%
1253,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202251,87.00%,90.80%,11.2,91.40%,88.70%,80.90%,86.30%
2991,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202251,93.00%,87.30%,11,97.60%,96.90%,89.80%,86.20%
4163,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202251,94.00%,90.80%,12.2,94.70%,95.50%,88.90%,97.40%
940,,Scheduled Delivery Standard,45,Executive Review,Recovering,Store Focus,202251,92.20%,89.90%,11.6,97.30%,93.80%,89.70%,87.40%
972,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202251,80.20%,79.20%,19,92.90%,81.70%,77.80%,66.20%
2980,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202251,90.30%,84.40%,15.4,96.10%,92.50%,89.30%,81.70%
3773,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202251,92.30%,94.40%,15.3,88.90%,92.50%,95.10%,92.70%
5247,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202251,89.40%,80.30%,13.2,90.00%,87.10%,88.90%,92.20%
2974,,Scheduled Delivery Express,15,Executive Review,Recovering,Store Focus,202251,89.10%,87.10%,12.7,94.70%,82.10%,96.00%,85.00%
3204,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202251,86.20%,71.70%,12.5,87.00%,83.30%,86.50%,88.80%
1800,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202251,93.80%,89.80%,10.6,93.60%,96.60%,95.70%,88.80%
3224,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202251,93.10%,92.30%,11.1,97.30%,96.60%,97.10%,79.70%
5823,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202251,90.10%,91.90%,14.9,90.10%,89.40%,91.30%,89.50%
417,,Scheduled Delivery Express,9,Executive Review,Recovering,Store Focus,202251,90.60%,81.10%,11.5,99.00%,83.40%,87.60%,92.00%
427,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202251,93.50%,96.70%,10.5,97.80%,95.10%,93.10%,86.70%
392,,Scheduled Delivery Express,9,Executive Review,Recovering,Store Focus,202251,88.30%,76.50%,12,100.00%,79.60%,87.70%,85.00%
576,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202251,94.20%,94.40%,10.4,97.60%,97.00%,84.90%,97.20%
12,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202251,90.50%,75.60%,14.8,95.20%,94.80%,93.80%,75.90%
130,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202251,89.30%,79.90%,12.8,93.50%,88.90%,87.20%,87.00%
389,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202251,91.20%,86.90%,14,89.40%,93.80%,94.10%,86.30%
1626,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202251,87.80%,86.90%,16.7,92.40%,91.30%,92.00%,72.20%
2803,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202251,88.70%,82.60%,12.3,89.40%,91.70%,87.80%,85.60%
2804,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202251,86.30%,83.30%,14.7,96.20%,90.00%,74.30%,84.20%
331,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202251,91.50%,76.30%,12.5,91.30%,90.30%,89.00%,96.00%
651,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202251,92.30%,97.60%,11.5,94.90%,89.20%,92.90%,92.20%
553,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202251,94.50%,91.60%,13.9,97.40%,89.60%,95.00%,96.70%
3167,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202251,67.70%,80.00%,12.9,95.70%,61.30%,61.40%,49.60%
3167,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202251,87.20%,92.60%,11.5,90.30%,86.00%,85.80%,86.50%
