Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
353,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,Recovering,Driver Supply Focus,202251,18.20%,92.30%,9.2,100.00%,22.20%,0.00%,11.10%
5210,ROADIE,Scheduled Express Delivery ,10,Executive Review,Recovering,Driver Supply Focus,202251,96.80%,91.20%,6.4,100.00%,85.70%,100.00%,100.00%
260,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202251,55.00%,90.50%,9.8,80.00%,50.00%,60.00%,25.00%
2133,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,92.40%,97.50%,9.3,94.60%,92.40%,89.90%,93.20%
4219,POINTPICKUP,Scheduled Standard Delivery,46,Executive Review,Degrading,Driver Supply Focus,202251,76.10%,91.40%,9.6,83.30%,73.10%,71.10%,77.80%
4554,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202251,92.00%,94.80%,8,94.60%,93.40%,90.20%,89.10%
5480,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,95.10%,91.00%,9.3,97.00%,98.20%,89.20%,96.90%
3341,SPARK,Scheduled Standard Delivery,48,Executive Review,Recovering,Driver Supply Focus,202251,91.00%,92.10%,9.3,94.50%,93.60%,89.40%,86.00%
1055,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202251,91.40%,95.10%,9.9,94.50%,92.70%,91.00%,86.80%
113,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202251,73.30%,89.90%,8.1,90.00%,60.90%,62.50%,100.00%
129,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202251,69.30%,98.70%,9.4,64.00%,60.00%,82.40%,72.20%
185,POINTPICKUP,Scheduled Express Delivery ,17,Executive Review,Degrading,Driver Supply Focus,202251,92.90%,90.00%,9,87.50%,85.70%,100.00%,100.00%
185,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,70.50%,92.60%,9.7,91.70%,78.90%,69.60%,39.00%
1295,SPARK,Scheduled Express Delivery ,7,Executive Review,Recovering,Driver Supply Focus,202251,72.30%,89.90%,9.1,100.00%,44.40%,68.80%,72.70%
383,POINTPICKUP,Scheduled Express Delivery ,15,Executive Review,Recovering,Driver Supply Focus,202251,92.10%,88.20%,7.5,93.30%,86.70%,95.70%,90.00%
408,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202251,50.00%,100.00%,7.1,66.70%,0.00%,80.00%,0.00%
485,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202251,85.00%,95.70%,7.7,92.40%,78.40%,84.90%,85.90%
1206,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,90.00%,89.00%,10,92.70%,91.70%,92.20%,83.90%
309,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,91.90%,97.80%,9.5,95.50%,96.00%,90.30%,83.10%
708,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202251,68.80%,100.00%,9.6,50.00%,100.00%,50.00%,66.70%
3059,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202251,84.80%,94.20%,9.1,83.90%,84.90%,85.70%,84.70%
4659,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Driver Supply Focus,202251,91.10%,92.20%,9.7,88.70%,91.00%,94.30%,90.80%
7233,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,93.70%,92.40%,6.7,94.90%,89.70%,96.10%,95.60%
3703,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202251,92.50%,91.50%,9.5,95.00%,94.60%,91.00%,88.70%
1186,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202251,86.80%,94.60%,6.5,89.90%,84.00%,83.30%,90.50%
3298,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,93.70%,96.60%,9.9,95.60%,95.90%,89.70%,93.60%
351,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202251,92.30%,91.50%,7.7,88.90%,94.20%,92.70%,93.90%
1098,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,Recovering,Driver Supply Focus,202251,92.90%,93.30%,4.7,100.00%,0.00%,100.00%,100.00%
1042,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202251,90.70%,95.80%,8,90.60%,90.20%,93.60%,87.50%
999,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202251,89.30%,93.90%,8,93.20%,90.90%,86.30%,87.40%
1803,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,92.50%,90.20%,9.8,96.20%,93.90%,91.30%,87.60%
163,POINTPICKUP,Scheduled Express Delivery ,16,Executive Review,Recovering,Driver Supply Focus,202251,90.80%,92.60%,9.5,93.30%,80.00%,96.70%,94.10%
214,POINTPICKUP,Scheduled Express Delivery ,13,Executive Review,-,Driver Supply Focus,202251,89.50%,94.70%,7,,100.00%,85.70%,83.30%
249,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202251,92.20%,97.30%,9.5,96.40%,93.90%,87.40%,92.90%
275,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,84.90%,100.00%,8.1,100.00%,80.00%,69.20%,94.70%
4162,POINTPICKUP,Scheduled Express Delivery ,15,Executive Review,Degrading,Driver Supply Focus,202251,78.90%,89.50%,6.4,75.00%,80.00%,66.70%,100.00%
600,POINTPICKUP,Scheduled Express Delivery ,12,Executive Review,-,Driver Supply Focus,202251,68.80%,94.10%,4.4,,50.00%,57.10%,100.00%
1516,POINTPICKUP,Scheduled Express Delivery ,7,Executive Review,Recovering,Driver Supply Focus,202251,79.70%,98.20%,4.6,90.90%,68.00%,82.60%,85.00%
3384,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,-,Driver Supply Focus,202251,88.90%,94.60%,6,,85.70%,100.00%,72.70%
3384,SPARK,Scheduled Express Delivery ,10,Executive Review,Recovering,Driver Supply Focus,202251,89.50%,90.40%,6.8,97.20%,91.30%,73.30%,83.30%
5713,POINTPICKUP,Scheduled Express Delivery ,11,Executive Review,Recovering,Driver Supply Focus,202251,81.30%,100.00%,7.3,100.00%,100.00%,80.00%,33.30%
5329,UBER,Scheduled Standard Delivery,20,Executive Review,-,Driver Supply Focus,202251,92.60%,100.00%,8.8,,97.10%,91.30%,81.80%
611,POINTPICKUP,Scheduled Express Delivery ,15,Executive Review,Recovering,Driver Supply Focus,202251,84.00%,88.10%,3.8,100.00%,90.00%,80.00%,50.00%
611,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202251,62.50%,90.40%,7.4,72.50%,70.00%,55.20%,51.60%
657,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202251,77.30%,89.10%,9.2,83.30%,88.90%,77.80%,64.30%
674,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,94.30%,90.90%,9.7,94.70%,94.30%,96.70%,89.90%
497,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,81.50%,96.90%,6.3,100.00%,91.70%,81.20%,72.70%
1053,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202251,65.10%,90.30%,8.9,68.80%,61.50%,50.00%,75.00%
431,POINTPICKUP,Scheduled Express Delivery ,7,Executive Review,Recovering,Driver Supply Focus,202251,93.30%,88.20%,7.5,100.00%,100.00%,83.30%,100.00%
719,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202251,93.40%,97.30%,7.2,97.50%,96.00%,93.00%,83.00%
702,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,-,Driver Supply Focus,202251,81.80%,94.50%,6.6,,88.90%,90.90%,69.20%
1140,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,93.50%,93.30%,7.1,99.40%,97.50%,93.50%,75.00%
2872,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,93.90%,95.40%,9.7,94.80%,97.30%,96.00%,82.20%
1942,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,202251,91.80%,96.70%,8.2,98.80%,96.40%,97.80%,65.00%
2493,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,91.10%,93.40%,6.6,97.20%,93.90%,96.10%,41.10%
2061,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202251,92.70%,93.20%,6.1,98.10%,95.90%,95.80%,76.60%
2680,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202251,92.00%,88.30%,8.4,96.10%,96.80%,91.40%,77.50%
3436,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,96.40%,90.70%,8.1,97.50%,99.00%,100.00%,85.10%
5064,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,92.80%,91.40%,9,96.50%,94.90%,94.30%,80.70%
5065,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,90.60%,91.10%,6.4,94.40%,91.60%,91.30%,78.30%
1771,ROADIE,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,84.20%,89.50%,6.6,100.00%,63.60%,83.30%,100.00%
1733,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202251,96.10%,99.40%,8.8,98.50%,98.70%,98.10%,88.40%
2700,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,94.80%,98.60%,7.9,98.40%,96.70%,95.70%,87.10%
2866,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,89.00%,89.40%,6.9,96.20%,90.90%,92.00%,75.70%
2867,POINTPICKUP,Scheduled Express Delivery ,18,Executive Review,-,Driver Supply Focus,202251,85.70%,95.50%,7.3,,100.00%,100.00%,66.70%
1422,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,91.20%,94.70%,5.6,98.30%,90.30%,89.70%,84.30%
4243,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,95.00%,93.60%,9.3,97.60%,97.10%,94.80%,69.10%
4660,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,94.80%,94.30%,9.8,95.60%,98.60%,97.20%,87.10%
1445,ROADIE,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Driver Supply Focus,202251,85.20%,96.40%,5,100.00%,71.40%,85.70%,88.90%
1445,ROADIE,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202251,81.10%,100.00%,4.2,75.00%,66.70%,100.00%,81.80%
1445,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,94.20%,100.00%,4.2,94.60%,96.80%,96.70%,84.00%
1479,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202251,93.00%,91.90%,9.2,94.00%,97.90%,95.40%,84.40%
1576,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,93.60%,98.70%,5.5,93.30%,95.60%,95.60%,89.80%
1618,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202251,90.50%,97.10%,9.8,95.50%,89.90%,95.70%,78.80%
1160,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,93.30%,99.60%,6.4,97.20%,97.50%,96.80%,80.20%
1141,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,90.10%,92.70%,8.3,92.80%,90.60%,93.90%,82.10%
1307,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202251,92.20%,96.60%,7.5,92.80%,98.80%,96.50%,79.00%
4699,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202251,95.70%,98.30%,5.1,96.40%,100.00%,96.80%,88.50%
5038,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202251,96.00%,99.10%,7.1,98.70%,98.60%,98.60%,85.50%
1848,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202251,92.50%,95.60%,9,95.70%,90.60%,95.20%,88.70%
1898,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,92.90%,97.70%,8.3,93.70%,94.50%,94.60%,89.40%
4405,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202251,95.10%,97.30%,9.1,98.30%,97.20%,97.70%,87.80%
5442,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202251,93.20%,97.20%,8.8,97.50%,95.90%,93.20%,86.70%
1596,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202251,94.60%,97.20%,7.6,97.70%,97.00%,97.00%,87.50%
1779,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202251,89.40%,95.10%,7.7,91.10%,92.60%,95.20%,79.10%
1556,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202251,94.90%,96.40%,9.9,94.40%,98.90%,98.40%,88.40%
4529,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202251,88.70%,88.40%,9.9,98.70%,85.00%,94.40%,73.60%
2816,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202251,89.10%,97.50%,5.9,91.50%,93.30%,91.00%,79.30%
1892,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202251,92.80%,90.60%,9.8,89.90%,96.10%,95.70%,89.20%
4177,UBER,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Driver Supply Focus,202251,55.00%,100.00%,4.3,100.00%,80.00%,37.50%,25.00%
1211,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,85.90%,90.50%,6.4,93.90%,90.40%,80.30%,74.60%
1531,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202251,81.10%,98.10%,9,84.50%,80.20%,82.40%,77.60%
224,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202251,92.60%,99.20%,6.1,96.30%,95.00%,84.50%,89.80%
1690,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202251,91.70%,97.30%,9.4,100.00%,100.00%,66.70%,75.00%
2728,POINTPICKUP,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202251,78.70%,93.30%,9.1,88.10%,83.30%,68.80%,62.20%
2728,SPARK,Scheduled Standard Delivery,39,Executive Review,Recovering,Driver Supply Focus,202251,93.40%,94.70%,9.9,97.50%,95.50%,90.60%,86.70%
1028,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202251,92.10%,88.50%,10,90.50%,92.70%,95.30%,88.80%
3459,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,92.40%,89.20%,9.1,94.70%,95.00%,95.30%,82.00%
747,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,81.20%,95.60%,8.4,95.90%,88.10%,78.00%,62.70%
1655,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,78.30%,88.00%,8.5,90.60%,83.30%,76.90%,63.60%
1783,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202251,50.00%,100.00%,7.8,66.70%,42.90%,40.00%,0.00%
2193,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202251,89.30%,96.10%,9.1,95.20%,88.10%,91.60%,80.50%
1857,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,86.20%,97.10%,6.8,95.80%,89.60%,92.50%,69.00%
1863,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202251,87.80%,96.40%,9.1,95.70%,92.70%,88.40%,69.70%
5387,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,64.70%,94.70%,7.8,90.00%,65.90%,56.80%,44.30%
1894,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,79.80%,97.00%,10,96.10%,92.60%,84.80%,34.10%
5082,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,92.20%,97.60%,8.3,95.40%,94.20%,94.00%,82.40%
1895,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202251,88.90%,95.50%,9.1,97.50%,92.10%,97.50%,71.20%
3722,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202251,94.90%,98.10%,9.3,98.20%,96.60%,97.50%,84.20%
2078,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,-,Driver Supply Focus,202251,53.60%,94.90%,8.5,,100.00%,62.50%,47.40%
2852,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,93.80%,94.00%,7.3,98.30%,95.80%,94.60%,84.50%
3262,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,90.20%,97.30%,9.6,96.70%,93.10%,93.70%,71.50%
3581,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,92.70%,98.10%,8.6,97.30%,93.70%,94.80%,83.50%
1948,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,87.30%,94.20%,9.4,92.10%,88.30%,88.20%,79.40%
2603,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202251,82.60%,98.70%,5.4,91.60%,81.10%,81.90%,74.40%
5040,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202251,73.80%,89.20%,7.5,78.80%,80.60%,71.20%,61.20%
2008,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202251,86.60%,100.00%,6.7,95.70%,86.80%,87.50%,64.50%
3223,POINTPICKUP,Scheduled Express Delivery ,13,Executive Review,Recovering,Driver Supply Focus,202251,94.10%,88.30%,9.1,100.00%,100.00%,94.70%,0.00%
3223,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202251,78.90%,88.90%,9.5,86.30%,80.50%,73.50%,72.40%
5379,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202251,81.80%,90.70%,8.9,93.30%,86.50%,70.50%,67.30%
5446,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202251,80.70%,99.30%,7,81.90%,83.60%,78.60%,77.10%
4278,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,87.90%,97.10%,7.7,96.20%,85.10%,81.70%,90.30%
815,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202251,94.70%,94.50%,7.1,98.70%,93.20%,97.00%,89.20%
195,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202251,88.80%,96.20%,7.7,96.80%,88.00%,93.70%,74.20%
1599,ROADIE,Scheduled Express Delivery ,11,Executive Review,Recovering,Driver Supply Focus,202251,95.50%,90.90%,3.7,100.00%,100.00%,100.00%,80.00%
1599,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,94.20%,94.50%,9.1,95.30%,97.10%,94.80%,88.70%
982,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202251,86.70%,88.20%,7.9,88.80%,78.00%,88.20%,95.30%
1020,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,90.90%,90.80%,9,96.70%,93.00%,86.20%,85.00%
3534,ROADIE,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202251,60.00%,100.00%,6.9,50.00%,100.00%,50.00%,60.00%
3534,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,83.40%,94.80%,7.3,92.00%,77.10%,81.30%,83.10%
3488,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,94.50%,95.30%,9,96.60%,96.90%,96.10%,87.00%
1365,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,91.60%,100.00%,6,93.30%,85.70%,94.70%,95.20%
1819,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,-,Driver Supply Focus,202251,50.00%,100.00%,5.1,,,100.00%,0.00%
5373,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,92.40%,91.50%,9.6,93.50%,93.00%,95.20%,86.90%
1828,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,84.10%,98.50%,9,90.10%,81.90%,89.50%,73.60%
2127,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,92.10%,97.50%,8.2,96.50%,92.70%,93.90%,85.50%
1274,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,88.80%,98.60%,6.2,91.40%,85.00%,92.90%,85.80%
2335,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,91.80%,90.00%,9.2,96.20%,94.30%,88.10%,87.50%
910,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202251,91.30%,91.20%,9.8,93.30%,94.00%,95.30%,83.10%
1776,POINTPICKUP,Scheduled Express Delivery ,16,Executive Review,Recovering,Driver Supply Focus,202251,83.30%,100.00%,3.4,100.00%,33.30%,100.00%,100.00%
3322,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,89.50%,91.60%,7.3,96.60%,93.70%,90.60%,77.40%
3499,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202251,90.30%,94.20%,6.8,95.90%,95.00%,98.50%,70.60%
1012,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202251,53.70%,89.70%,7.7,42.90%,57.70%,51.50%,66.70%
2452,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202251,91.70%,96.40%,9.9,94.90%,95.70%,92.60%,84.00%
3324,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,202251,93.20%,93.20%,7.6,95.90%,97.90%,97.80%,78.40%
1595,ROADIE,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,88.10%,90.70%,9.7,100.00%,75.00%,78.60%,100.00%
1990,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,90.90%,97.60%,6.4,98.50%,93.70%,95.80%,77.30%
2471,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,93.30%,91.90%,10,94.50%,97.20%,95.40%,84.40%
3812,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,89.90%,97.90%,9.9,94.20%,95.10%,95.80%,74.40%
1594,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,93.10%,88.10%,9.9,95.00%,98.70%,99.80%,75.60%
3580,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202251,95.30%,95.30%,8.4,96.90%,96.90%,99.70%,86.90%
1289,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,202251,93.70%,98.70%,6.9,95.70%,99.40%,96.90%,82.30%
5499,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202251,88.80%,94.60%,7.8,97.30%,97.00%,93.20%,72.90%
1750,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,91.80%,88.90%,6.9,98.60%,94.60%,95.60%,77.30%
1510,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,92.00%,97.10%,10,99.30%,98.20%,96.60%,74.90%
1961,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202251,93.90%,98.80%,6.6,95.70%,99.40%,94.00%,84.10%
2967,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202251,91.90%,99.30%,8.1,95.20%,93.80%,93.60%,85.10%
1758,POINTPICKUP,Scheduled Express Delivery ,10,Executive Review,Recovering,Driver Supply Focus,202251,80.80%,91.30%,6.2,100.00%,75.00%,81.80%,0.00%
1758,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202251,73.00%,94.50%,9.3,88.90%,75.60%,77.90%,59.80%
2275,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202251,91.10%,94.80%,6.2,99.10%,95.30%,90.50%,76.50%
5374,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202251,86.00%,95.60%,7.2,88.10%,88.80%,95.20%,68.90%
1734,ROADIE,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202251,88.00%,95.20%,8.6,91.40%,78.60%,84.60%,100.00%
1294,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202251,92.90%,95.50%,6.5,97.30%,92.10%,94.10%,84.30%
1388,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,94.50%,90.80%,8.4,95.80%,98.60%,92.90%,88.80%
1419,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202251,96.20%,92.00%,7.8,98.30%,98.30%,97.10%,89.30%
991,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202251,93.20%,97.80%,8.2,93.00%,94.30%,94.60%,89.20%
5174,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202251,89.70%,93.70%,7.5,94.70%,94.00%,83.60%,84.80%
1158,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Driver Supply Focus,202251,93.20%,95.40%,9.9,96.40%,91.80%,95.00%,88.80%
7280,POINTPICKUP,Scheduled Express Delivery ,17,Executive Review,-,Driver Supply Focus,202251,75.00%,95.50%,5.7,,25.00%,81.80%,84.60%
7280,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,-,Driver Supply Focus,202251,81.70%,96.30%,9.5,,100.00%,77.60%,84.60%
