Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
75,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,85.60%,89.00%,12.5,84.50%,83.20%,85.60%,89.10%
1128,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202407,91.00%,94.40%,13.9,98.60%,86.70%,83.50%,96.40%
4295,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202407,83.60%,87.80%,13.5,85.50%,77.40%,82.30%,89.60%
909,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202407,89.60%,97.50%,12.2,95.60%,85.50%,90.50%,86.40%
1163,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202407,88.80%,96.60%,13.6,91.90%,84.10%,91.40%,88.10%
5022,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202407,81.10%,95.50%,12.7,86.60%,70.70%,83.80%,81.80%
541,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,78.30%,75.20%,14.9,87.80%,72.10%,64.20%,88.20%
989,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,86.60%,87.20%,13.3,89.00%,83.30%,85.40%,88.90%
1353,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202407,93.30%,97.40%,12.8,96.70%,88.20%,95.40%,92.80%
4129,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202407,91.10%,94.90%,17.2,90.10%,87.60%,93.50%,93.70%
501,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202407,82.00%,82.00%,10.7,92.70%,72.10%,83.20%,78.50%
916,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202407,82.60%,89.70%,17.4,78.70%,76.60%,83.30%,91.30%
2991,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202407,88.30%,85.30%,15.1,85.00%,86.50%,88.50%,92.80%
3771,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202407,86.50%,85.40%,17.7,89.00%,77.20%,87.80%,92.40%
2482,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,82.10%,84.60%,15.1,75.10%,86.00%,86.20%,80.90%
3884,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,89.10%,90.10%,14.1,81.50%,91.20%,89.50%,94.80%
491,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,86.30%,97.20%,15.5,89.20%,84.40%,81.30%,89.80%
5767,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202407,78.90%,66.60%,11.2,76.60%,74.10%,90.60%,74.40%
1026,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202407,93.50%,97.20%,11.2,94.50%,96.80%,94.70%,87.60%
1580,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202407,59.90%,69.20%,34.5,78.00%,55.30%,62.70%,32.60%
2787,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202407,80.30%,87.10%,18.8,72.90%,86.30%,84.80%,76.80%
3529,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,73.10%,70.90%,17.7,66.40%,82.30%,88.80%,45.10%
5443,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202407,79.40%,86.80%,20.9,83.60%,91.60%,93.60%,42.40%
1655,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202407,83.60%,83.90%,16.2,78.60%,85.40%,90.10%,80.00%
3781,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202407,88.10%,94.40%,12.6,88.40%,92.40%,89.20%,82.00%
3294,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,84.00%,83.70%,13.8,74.60%,90.40%,84.40%,86.10%
5417,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202407,92.20%,90.80%,14.9,94.80%,91.70%,94.10%,88.40%
5418,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202407,83.40%,82.10%,16.9,80.70%,81.80%,83.70%,87.30%
3476,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,90.80%,92.50%,11.6,89.20%,88.70%,93.10%,92.20%
4383,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,76.80%,90.40%,14.3,72.50%,75.10%,77.00%,83.20%
5842,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,91.40%,91.40%,11.1,88.00%,89.60%,95.90%,92.60%
2080,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202407,87.40%,88.80%,12,87.20%,85.90%,89.00%,87.80%
5160,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202407,87.90%,85.60%,16.3,92.90%,77.60%,93.00%,87.90%
5029,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,84.20%,96.30%,13.8,84.50%,85.00%,85.00%,82.30%
5030,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202407,76.60%,80.30%,15.6,96.30%,88.40%,68.80%,67.70%
5097,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,82.00%,88.20%,11.5,72.90%,84.10%,91.70%,80.90%
2354,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202407,82.70%,90.70%,10.1,76.20%,79.50%,88.00%,86.00%
3726,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,91.20%,90.20%,12.7,82.50%,94.10%,92.30%,97.10%
2959,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202407,87.50%,90.40%,13.5,88.50%,92.60%,91.50%,77.00%
5844,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,88.30%,92.70%,13.6,87.50%,87.70%,90.50%,87.50%
1923,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202407,83.10%,81.20%,13.3,77.80%,84.80%,86.40%,83.00%
2238,,Scheduled Delivery Standard,10,At Risk,Degrading,Store Focus,202407,90.10%,95.10%,12.4,87.80%,92.70%,92.10%,87.70%
2493,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202407,76.10%,77.80%,14,66.00%,75.10%,82.70%,80.90%
2567,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,78.90%,86.00%,10.9,75.20%,77.90%,79.70%,83.60%
3453,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,58.80%,52.20%,19.5,54.50%,56.70%,57.00%,68.90%
3876,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202407,70.80%,69.10%,14.9,73.90%,76.60%,71.20%,62.20%
5064,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202407,86.60%,93.20%,10.7,84.10%,86.30%,89.90%,86.40%
2817,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,89.10%,90.60%,13.9,85.70%,83.90%,92.70%,95.80%
2818,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202407,77.10%,89.90%,19.1,70.10%,77.00%,86.20%,70.40%
4631,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202407,92.70%,97.00%,14.9,91.20%,89.60%,93.50%,96.80%
481,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202407,91.30%,87.90%,11.4,85.90%,95.70%,94.00%,89.10%
1734,,Scheduled Delivery Standard,31,Executive Review,Recovering,Store Focus,202407,87.00%,84.90%,11.7,93.20%,87.60%,83.80%,83.70%
2491,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202407,83.60%,87.20%,10.7,76.00%,82.90%,87.70%,89.20%
1454,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202407,91.00%,90.20%,11.1,90.50%,85.10%,91.90%,96.40%
1602,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,79.10%,91.10%,17.3,77.90%,77.00%,88.30%,74.00%
2728,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,82.40%,83.70%,13.3,67.90%,81.80%,92.70%,88.60%
3210,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,78.90%,85.30%,18.5,64.60%,76.00%,89.10%,81.00%
3602,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202407,78.30%,91.60%,20.2,73.20%,78.50%,81.50%,80.70%
1028,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202407,87.30%,88.30%,14.5,84.40%,85.10%,88.60%,91.30%
1125,,Scheduled Delivery Standard,8,At Risk,Recovering,Store Focus,202407,90.80%,94.80%,13.9,94.50%,89.50%,91.80%,88.20%
3460,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202407,83.60%,92.50%,14.7,84.30%,80.20%,84.10%,85.70%
5402,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,83.40%,90.90%,11.8,81.60%,72.80%,87.30%,92.20%
5617,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,81.80%,91.10%,10.7,82.70%,77.30%,86.20%,81.10%
1938,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,90.50%,90.30%,14,88.40%,87.50%,92.50%,93.90%
3004,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,86.00%,89.50%,14.1,77.30%,79.60%,94.80%,92.90%
5485,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,85.20%,95.40%,19,79.80%,85.00%,86.50%,89.50%
2541,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202407,87.30%,90.70%,14.9,86.60%,84.80%,95.10%,82.50%
2300,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202407,89.80%,77.70%,15.4,83.60%,90.70%,95.70%,89.50%
2588,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,85.10%,91.70%,12.8,78.50%,86.80%,89.30%,87.20%
1739,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,87.80%,82.40%,13.5,84.00%,88.40%,91.10%,87.90%
1863,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202407,85.30%,84.90%,16.9,90.60%,84.30%,86.50%,80.80%
1927,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,83.10%,91.70%,15.5,88.40%,77.90%,87.40%,79.10%
2362,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,87.70%,98.30%,11.6,86.20%,89.30%,90.90%,84.50%
1839,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,88.10%,87.50%,15.6,89.10%,89.50%,89.40%,84.20%
2073,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,79.30%,94.70%,16.4,81.90%,80.40%,84.40%,67.80%
2316,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,84.80%,83.90%,18.6,80.40%,84.50%,92.00%,81.80%
1895,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,88.40%,97.50%,10.7,87.30%,87.90%,88.60%,89.90%
1911,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,84.90%,94.80%,17.6,87.80%,82.00%,87.40%,82.20%
2966,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,82.70%,91.20%,16.1,75.60%,81.70%,86.50%,88.80%
2115,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202407,77.40%,81.40%,17.5,92.70%,64.90%,80.50%,73.50%
2209,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202407,88.30%,96.90%,11.9,91.90%,87.40%,89.40%,84.50%
3262,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202407,88.80%,95.80%,10.8,90.20%,89.00%,85.90%,89.70%
2244,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,89.70%,98.80%,11.1,88.20%,87.50%,90.90%,92.90%
80,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202407,88.10%,86.40%,12.2,92.20%,86.60%,87.90%,86.10%
451,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,87.20%,84.20%,11.3,86.10%,88.80%,88.70%,85.00%
1094,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202407,83.20%,83.80%,15.7,87.80%,84.90%,81.10%,79.30%
4553,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,85.90%,84.30%,16.8,82.40%,87.90%,87.60%,85.60%
2855,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202407,86.70%,74.50%,13.5,91.10%,86.90%,84.40%,84.10%
2955,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,76.70%,89.50%,10.2,79.20%,75.60%,71.40%,82.80%
6172,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202407,89.70%,88.90%,11.1,83.30%,83.80%,96.20%,96.50%
213,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202407,83.70%,95.00%,11.5,74.40%,84.40%,86.40%,91.10%
1161,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202407,89.20%,87.30%,11.3,89.80%,87.80%,90.00%,89.10%
1188,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,82.00%,87.70%,17.2,77.40%,88.20%,79.00%,83.90%
1265,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202407,91.60%,97.90%,12.8,92.90%,92.80%,94.30%,85.40%
2616,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202407,85.60%,81.60%,18.9,83.40%,80.30%,89.30%,91.10%
5927,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202407,88.60%,93.40%,13.1,89.90%,87.70%,88.20%,89.10%
172,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202407,88.80%,97.50%,11.4,93.40%,86.10%,89.90%,85.40%
2694,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202407,74.70%,78.10%,19.8,85.10%,80.80%,58.70%,74.50%
3061,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202407,71.90%,86.70%,19.3,73.50%,78.10%,80.60%,53.30%
5150,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,69.20%,85.60%,21.9,61.80%,71.30%,75.20%,67.10%
3783,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,72.70%,80.50%,24.1,63.60%,66.90%,87.20%,73.60%
5104,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202407,67.00%,68.30%,20.9,83.10%,38.20%,72.20%,70.40%
1510,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202407,81.90%,80.20%,19,86.00%,83.50%,70.20%,87.50%
2967,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,84.60%,93.80%,15.4,87.50%,87.50%,81.90%,81.50%
3749,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,84.20%,75.00%,14.4,82.90%,76.50%,88.50%,89.30%
3894,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202407,91.40%,96.50%,14.3,92.70%,91.40%,91.70%,89.70%
1294,,Scheduled Delivery Standard,34,Executive Review,Recovering,Store Focus,202407,92.10%,89.00%,16.6,92.30%,98.00%,94.90%,83.40%
1566,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,78.20%,74.70%,13,80.50%,71.70%,86.10%,74.70%
2726,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202407,82.60%,89.20%,15.7,89.60%,81.30%,70.60%,86.70%
3447,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202407,83.80%,92.30%,14.2,90.50%,76.20%,85.30%,82.90%
5466,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,86.90%,83.10%,16,89.00%,86.70%,87.80%,83.60%
3206,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202407,88.20%,86.70%,10.6,84.60%,91.10%,91.10%,85.90%
2452,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202407,83.00%,87.90%,18.1,82.50%,77.80%,92.30%,80.80%
6394,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202407,76.30%,89.00%,20.7,58.90%,77.50%,84.70%,82.80%
991,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202407,90.00%,94.80%,12.2,94.20%,91.80%,89.60%,84.00%
930,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,86.30%,93.60%,13.1,87.50%,84.80%,86.80%,86.00%
938,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202407,87.40%,92.80%,11.1,91.80%,85.00%,86.00%,86.40%
1101,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,84.10%,84.70%,11.5,86.80%,80.00%,80.50%,89.40%
5348,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,81.20%,82.30%,16.5,80.30%,76.60%,86.90%,81.60%
2111,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202407,90.00%,94.00%,16.4,94.70%,86.30%,87.80%,91.60%
4504,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,86.70%,93.70%,11.2,86.10%,88.00%,85.20%,87.50%
990,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202407,85.00%,90.00%,19.3,90.10%,76.40%,84.50%,88.50%
1222,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202407,85.90%,85.60%,14.6,92.80%,78.70%,84.80%,88.00%
1224,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202407,91.40%,96.80%,11.7,94.80%,90.50%,91.40%,88.80%
4520,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,80.20%,77.60%,12.3,86.40%,81.60%,73.50%,79.40%
1711,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202407,90.40%,97.70%,13.3,94.50%,89.60%,90.70%,86.80%
356,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202407,89.50%,93.10%,12,90.90%,95.10%,82.90%,89.80%
432,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202407,78.60%,89.60%,10.9,62.50%,84.10%,84.60%,83.80%
730,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202407,87.30%,87.20%,12.5,95.80%,87.20%,83.70%,82.10%
4200,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202407,86.00%,88.60%,13.4,88.30%,79.80%,86.60%,89.40%
1390,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202407,81.00%,83.10%,17.5,95.00%,78.70%,76.60%,76.40%
1536,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202407,88.00%,92.90%,13.4,88.20%,84.50%,93.00%,86.30%
1245,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,76.70%,76.60%,22.7,78.90%,71.30%,70.30%,87.60%
3463,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,84.10%,83.60%,15.1,89.00%,89.00%,75.00%,82.90%
686,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202407,86.80%,95.90%,10,90.70%,89.50%,80.70%,85.90%
705,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202407,79.60%,90.80%,19.6,90.90%,68.90%,83.80%,72.70%
942,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202407,89.10%,84.10%,15.2,90.80%,86.40%,94.90%,84.40%
899,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,86.50%,94.00%,11.6,86.30%,94.80%,85.70%,78.10%
952,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,87.70%,90.30%,12.9,89.00%,94.90%,82.40%,85.20%
1072,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202407,89.50%,93.30%,14.2,90.80%,95.00%,88.50%,83.80%
5797,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202407,86.90%,91.70%,12.2,94.40%,93.80%,85.10%,75.40%
1219,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,88.00%,96.50%,11.4,89.50%,87.80%,87.10%,87.50%
3659,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,85.80%,95.40%,13.5,88.90%,75.90%,89.80%,89.60%
1469,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202407,77.60%,73.70%,18.1,84.30%,78.90%,73.50%,74.60%
5173,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,87.90%,87.00%,13.6,86.60%,83.30%,84.80%,96.30%
2310,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202407,74.50%,74.90%,17.5,78.10%,59.80%,81.20%,80.40%
690,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,83.80%,90.40%,13.1,89.00%,75.10%,82.40%,88.90%
716,,Scheduled Delivery Standard,7,Active Monitoring,Degrading,Store Focus,202407,93.00%,92.10%,11.5,89.10%,92.60%,96.40%,93.60%
175,,Scheduled Delivery Standard,38,Executive Review,Degrading,Store Focus,202407,73.10%,64.80%,23.2,66.80%,80.50%,83.20%,60.20%
848,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202407,73.60%,75.10%,17.6,72.80%,70.40%,78.00%,73.00%
5196,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202407,82.70%,85.50%,18.3,77.00%,76.50%,91.50%,85.70%
950,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202407,90.20%,91.80%,15.1,92.60%,93.10%,87.00%,87.40%
1561,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202407,83.30%,90.50%,18.3,89.40%,85.10%,86.90%,70.60%
2322,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202407,89.20%,87.50%,14.9,90.40%,87.90%,87.60%,91.10%
332,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,86.80%,86.30%,12.7,88.90%,85.40%,87.10%,85.80%
433,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,85.70%,89.20%,12.4,87.30%,86.40%,85.70%,83.60%
4435,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202407,88.40%,90.50%,13.4,92.10%,88.60%,87.70%,85.40%
659,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,71.50%,67.40%,15.2,39.40%,62.90%,87.20%,83.90%
710,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202407,85.60%,91.00%,10.1,86.40%,83.60%,86.10%,86.50%
5058,,Scheduled Delivery Standard,14,At Risk,Recovering,Store Focus,202407,89.30%,79.80%,14.4,97.90%,94.80%,86.80%,77.00%
715,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202407,89.70%,97.60%,12.1,92.00%,90.20%,90.00%,86.60%
2306,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202407,88.20%,91.40%,14,90.60%,90.20%,87.20%,84.50%
112,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202407,86.60%,98.10%,13.2,91.50%,89.80%,80.50%,84.70%
875,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202407,85.40%,93.30%,11.2,91.70%,81.10%,81.90%,87.20%
594,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,85.80%,91.60%,13.7,82.10%,85.70%,86.20%,89.00%
745,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202407,88.90%,96.50%,13.7,90.80%,92.20%,88.70%,84.20%
787,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,81.50%,81.20%,16.2,74.40%,75.50%,84.50%,88.50%
3609,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,87.20%,93.50%,13.2,81.40%,91.10%,86.90%,89.10%
3401,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202407,87.20%,93.30%,13.4,85.90%,87.50%,85.30%,89.90%
1400,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202407,88.30%,89.30%,12.3,91.50%,86.10%,86.30%,89.10%
3621,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,86.20%,96.10%,10.7,78.60%,89.80%,89.60%,87.30%
758,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,82.20%,82.40%,15.5,76.20%,77.70%,84.50%,90.50%
907,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202407,90.50%,91.80%,10.2,88.50%,94.30%,91.80%,87.80%
1153,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202407,77.40%,75.90%,17.5,88.90%,83.50%,71.60%,66.10%
1367,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202407,77.70%,84.60%,23.9,84.40%,78.90%,83.00%,63.80%
5267,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202407,90.50%,87.50%,5,91.60%,92.90%,90.80%,87.30%
1070,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,82.90%,80.70%,9.9,83.80%,79.90%,83.40%,84.40%
1403,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202407,83.90%,77.00%,12.2,88.10%,63.30%,90.50%,92.50%
618,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202407,89.60%,93.00%,12.5,95.10%,87.90%,85.80%,89.30%
855,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,84.90%,93.10%,15.1,86.80%,81.10%,86.80%,83.30%
3118,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,79.60%,93.20%,12.5,81.90%,77.50%,78.20%,81.00%
3709,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,86.80%,96.60%,11.6,88.20%,84.00%,85.10%,89.60%
6998,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202407,76.00%,77.30%,16,73.20%,73.30%,84.90%,72.70%
722,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202407,90.60%,94.90%,12.3,94.50%,93.80%,85.80%,88.70%
3205,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202407,86.10%,88.20%,13.8,80.80%,86.30%,89.50%,87.00%
3741,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,84.20%,96.90%,13.6,82.80%,88.90%,85.20%,78.90%
459,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202407,87.00%,97.50%,14,90.40%,84.00%,85.60%,87.90%
1340,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,83.40%,92.00%,20.2,80.90%,91.40%,85.50%,73.90%
754,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,72.20%,80.10%,15.7,85.20%,75.20%,66.30%,59.30%
1227,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202407,80.70%,88.40%,16.2,90.80%,74.30%,74.80%,81.90%
