Store Number,Tracking Number,Ship date ,Status ,Delivered date,Service type 
5063,391049001022,7/21/2025,Out for delivery,,FedEx Ground
2320,391049001206,7/21/2025,Out for delivery,,FedEx Ground
4249,391049002095,7/21/2025,On the way,,FedEx Ground
5234,391049002658,7/21/2025,Out for delivery,,FedEx Ground
3259,391049002886,7/21/2025,Out for delivery,,FedEx Ground
2922,391049002967,7/21/2025,Out for delivery,,FedEx Ground
1270,391049003286,7/21/2025,Out for delivery,,FedEx Ground
5956,391049003573,7/21/2025,Out for delivery,,FedEx Ground
1197,391049004135,7/21/2025,Out for delivery,,FedEx Ground
4556,391049004179,7/21/2025,Out for delivery,,FedEx Ground
3307,391049004238,7/21/2025,Out for delivery,,FedEx Ground
4176,391049004400,7/21/2025,Out for delivery,,FedEx Ground
2497,391049005039,7/21/2025,Out for delivery,,FedEx Ground
5488,391049005110,7/21/2025,Out for delivery,,FedEx Ground
5751,391049005201,7/21/2025,Out for delivery,,FedEx Ground
2888,391049005370,7/21/2025,Out for delivery,,FedEx Ground
4232,391049005944,7/21/2025,Out for delivery,,FedEx Ground
5929,391049006675,7/21/2025,Out for delivery,,FedEx Ground
2874,391049008050,7/21/2025,Out for delivery,,FedEx Ground
5218,391049009262,7/21/2025,Out for delivery,,FedEx Ground
1183,391049009516,7/21/2025,Out for delivery,,FedEx Ground
1340,391049010255,7/21/2025,Delivered,7/23/2025,FedEx Ground
5843,391049012567,7/21/2025,Out for delivery,,FedEx Ground
1172,391049013200,7/21/2025,Out for delivery,,FedEx Ground
3838,391049013405,7/21/2025,Out for delivery,,FedEx Ground
941,391049013839,7/21/2025,Out for delivery,,FedEx Ground
767,391049014114,7/21/2025,Out for delivery,,FedEx Ground
855,391049014169,7/21/2025,Out for delivery,,FedEx Ground
2262,391049015901,7/21/2025,Out for delivery,,FedEx Ground
1641,391049015945,7/21/2025,Out for delivery,,FedEx Ground
1338,391049016014,7/21/2025,Out for delivery,,FedEx Ground
1261,391049017293,7/21/2025,Delivered,7/24/2025,FedEx Ground
2593,391049017503,7/21/2025,Delivery updated,,FedEx Ground
4583,391049017617,7/21/2025,Out for delivery,,FedEx Ground
919,391049017801,7/21/2025,Out for delivery,,FedEx Ground
952,391049017926,7/21/2025,Out for delivery,,FedEx Ground
7194,391049018131,7/21/2025,Out for delivery,,FedEx Ground
4101,391049018164,7/21/2025,Out for delivery,,FedEx Ground
3118,391049018278,7/21/2025,Out for delivery,,FedEx Ground
1910,391049018679,7/21/2025,On the way,,FedEx Ground
3281,391049018896,7/21/2025,Delivered,7/23/2025,FedEx Ground
1708,391049018988,7/21/2025,Out for delivery,,FedEx Ground
2348,391049019024,7/21/2025,Out for delivery,,FedEx Ground
3474,391049019572,7/21/2025,Delivered,7/24/2025,FedEx Ground
1770,391049020381,7/21/2025,Delivered,7/23/2025,FedEx Ground
1726,391049020554,7/21/2025,Out for delivery,,FedEx Ground
1512,391049020668,7/21/2025,Out for delivery,,FedEx Ground
1646,391049020874,7/21/2025,Out for delivery,,FedEx Ground
3786,391049021355,7/21/2025,Out for delivery,,FedEx Ground
2038,391049021540,7/21/2025,Delivered,7/24/2025,FedEx Ground
1879,391049021664,7/21/2025,Out for delivery,,FedEx Ground
5879,391049021930,7/21/2025,Out for delivery,,FedEx Ground
4303,391049023406,7/21/2025,Out for delivery,,FedEx Ground
1995,391049023520,7/21/2025,Delivered,7/24/2025,FedEx Ground
4340,391049025247,7/21/2025,Out for delivery,,FedEx Ground
547,391049025361,7/21/2025,Out for delivery,,FedEx Ground
4365,391049026118,7/21/2025,Out for delivery,,FedEx Ground
623,391049027217,7/21/2025,Out for delivery,,FedEx Ground
1985,391049029838,7/21/2025,Delivered,7/24/2025,FedEx Ground
2152,391049029963,7/21/2025,Out for delivery,,FedEx Ground
3639,391049031220,7/21/2025,Delivered,7/24/2025,FedEx Ground
932,391049032823,7/21/2025,Delivered,7/23/2025,FedEx Ground
3768,391049033153,7/21/2025,Out for delivery,,FedEx Ground
877,391049037560,7/21/2025,Out for delivery,,FedEx Ground
5481,391049038350,7/21/2025,Delivered,7/24/2025,FedEx Ground
2607,391049038659,7/21/2025,Out for delivery,,FedEx Ground
6576,391049038773,7/21/2025,Out for delivery,,FedEx Ground
3884,391049038843,7/21/2025,Out for delivery,,FedEx Ground
5424,391049038876,7/21/2025,On the way,,FedEx Ground
2794,391049039600,7/21/2025,Out for delivery,,FedEx Ground
3239,391049039872,7/21/2025,Out for delivery,,FedEx Ground
3897,391049040199,7/21/2025,Out for delivery,,FedEx Ground
944,391049040306,7/21/2025,Out for delivery,,FedEx Ground
1720,391049040512,7/21/2025,Delivered,7/23/2025,FedEx Ground
5859,391049041390,7/21/2025,Out for delivery,,FedEx Ground
1288,391049041482,7/21/2025,Delivered,7/24/2025,FedEx Ground
3520,391049041791,7/21/2025,Out for delivery,,FedEx Ground
5425,391049042169,7/21/2025,Out for delivery,,FedEx Ground
5189,391049042880,7/21/2025,Out for delivery,,FedEx Ground
1302,391049043132,7/21/2025,Delivered,7/23/2025,FedEx Ground
5041,391049044069,7/21/2025,Out for delivery,,FedEx Ground
1806,391049044871,7/21/2025,Out for delivery,,FedEx Ground
2141,391049045021,7/21/2025,Out for delivery,,FedEx Ground
1144,391049045341,7/21/2025,Out for delivery,,FedEx Ground
1283,391049047263,7/21/2025,Out for delivery,,FedEx Ground
494,391049051174,7/21/2025,Delivered,7/23/2025,FedEx Ground
2019,391049051200,7/21/2025,Out for delivery,,FedEx Ground
1747,391049051542,7/21/2025,Out for delivery,,FedEx Ground
6879,391049052067,7/21/2025,Out for delivery,,FedEx Ground
769,391049052413,7/21/2025,Delivered,7/24/2025,FedEx Ground
3348,391049052468,7/21/2025,Out for delivery,,FedEx Ground
1173,391049052663,7/21/2025,Out for delivery,,FedEx Ground
1382,391049052685,7/21/2025,Out for delivery,,FedEx Ground
4472,391049053074,7/21/2025,Delivered,7/23/2025,FedEx Ground
3077,391049053394,7/21/2025,Delivery updated,,FedEx Ground
3228,391049053409,7/21/2025,Delivered,7/23/2025,FedEx Ground
1926,391049053556,7/21/2025,Out for delivery,,FedEx Ground
642,391049053810,7/21/2025,Out for delivery,,FedEx Ground
899,391049054037,7/21/2025,Out for delivery,,FedEx Ground
4200,391049054130,7/21/2025,Delivered,7/24/2025,FedEx Ground
2941,391049054302,7/21/2025,Out for delivery,,FedEx Ground
3770,391049054519,7/21/2025,Out for delivery,,FedEx Ground
2884,391049054574,7/21/2025,On the way,,FedEx Ground
2117,391049054806,7/21/2025,Out for delivery,,FedEx Ground
3589,391049055294,7/21/2025,Out for delivery,,FedEx Ground
538,391049055743,7/21/2025,Out for delivery,,FedEx Ground
5727,391049056110,7/21/2025,Out for delivery,,FedEx Ground
2255,391049056393,7/21/2025,Delivered,7/24/2025,FedEx Ground
5215,391049056544,7/21/2025,On the way,,FedEx Ground
3710,391049056614,7/21/2025,Delivered,7/23/2025,FedEx Ground
858,391049056810,7/21/2025,Out for delivery,,FedEx Ground
1849,391049057025,7/21/2025,Out for delivery,,FedEx Ground
5686,391049057985,7/21/2025,Out for delivery,,FedEx Ground
2671,391049058477,7/21/2025,Out for delivery,,FedEx Ground
2767,391049058514,7/21/2025,Out for delivery,,FedEx Ground
582,391049058992,7/21/2025,Out for delivery,,FedEx Ground
3700,391049059337,7/21/2025,Out for delivery,,FedEx Ground
5912,391049060124,7/21/2025,Out for delivery,,FedEx Ground
3511,391049060250,7/21/2025,On the way,,FedEx Ground
1851,391049061808,7/21/2025,Out for delivery,,FedEx Ground
1914,391049062506,7/21/2025,Out for delivery,,FedEx Ground
4588,391049062881,7/21/2025,Delivered,7/24/2025,FedEx Ground
3607,391049063156,7/21/2025,Out for delivery,,FedEx Ground
5735,391049066350,7/21/2025,Out for delivery,,FedEx Ground
2805,391049067780,7/21/2025,Out for delivery,,FedEx Ground
4636,391049068905,7/21/2025,Delivery updated,,FedEx Ground
2027,391049069338,7/21/2025,Out for delivery,,FedEx Ground
5031,391049074690,7/21/2025,Out for delivery,,FedEx Ground
1156,391049075837,7/21/2025,Out for delivery,,FedEx Ground
4594,391049076557,7/21/2025,Delivered,7/24/2025,FedEx Ground
3258,391049076649,7/21/2025,Out for delivery,,FedEx Ground
1391,391049076720,7/21/2025,Out for delivery,,FedEx Ground
1968,391049077851,7/21/2025,Out for delivery,,FedEx Ground
1950,391049077987,7/21/2025,Out for delivery,,FedEx Ground
2921,391049077998,7/21/2025,Out for delivery,,FedEx Ground
4378,391049078387,7/21/2025,Out for delivery,,FedEx Ground
1552,391049078906,7/21/2025,Delivered,7/24/2025,FedEx Ground
2249,391049078928,7/21/2025,Out for delivery,,FedEx Ground
5935,391049079464,7/21/2025,Out for delivery,,FedEx Ground
3367,391049079832,7/21/2025,Delivery updated,,FedEx Ground
3652,391049079968,7/21/2025,Out for delivery,,FedEx Ground
3159,391049080424,7/21/2025,Out for delivery,,FedEx Ground
5435,391049080490,7/21/2025,Out for delivery,,FedEx Ground
3389,391049081100,7/21/2025,Delivered,7/23/2025,FedEx Ground
1976,391049081122,7/21/2025,Out for delivery,,FedEx Ground
5330,391049081258,7/21/2025,Out for delivery,,FedEx Ground
500,391049082633,7/21/2025,Out for delivery,,FedEx Ground
2650,391049083695,7/21/2025,Out for delivery,,FedEx Ground
2843,391049085080,7/21/2025,Out for delivery,,FedEx Ground
859,391049087094,7/21/2025,Out for delivery,,FedEx Ground
2886,391049087360,7/21/2025,Out for delivery,,FedEx Ground
6887,391049087392,7/21/2025,Out for delivery,,FedEx Ground
3429,391049087624,7/21/2025,Out for delivery,,FedEx Ground
1219,391049088024,7/21/2025,Out for delivery,,FedEx Ground
5709,391049088116,7/21/2025,Delivered,7/23/2025,FedEx Ground
931,391049089204,7/21/2025,Out for delivery,,FedEx Ground
2615,391049090138,7/21/2025,Delivered,7/24/2025,FedEx Ground
1217,391049090252,7/21/2025,Out for delivery,,FedEx Ground
4283,391049090377,7/21/2025,Out for delivery,,FedEx Ground
1081,391049090539,7/21/2025,Out for delivery,,FedEx Ground
1994,391049091112,7/21/2025,Out for delivery,,FedEx Ground
4436,391049091340,7/21/2025,Delivered,7/23/2025,FedEx Ground
3067,391049091421,7/21/2025,Delivered,7/23/2025,FedEx Ground
4488,391049091903,7/21/2025,On the way,,FedEx Ground
4208,391049092071,7/21/2025,Out for delivery,,FedEx Ground
1603,391049092575,7/21/2025,Out for delivery,,FedEx Ground
5394,391049092737,7/21/2025,Out for delivery,,FedEx Ground
5470,391049092807,7/21/2025,Delivered,7/24/2025,FedEx Ground
3772,391049092932,7/21/2025,Delivered,7/23/2025,FedEx Ground
2387,391049093056,7/21/2025,Delivered,7/24/2025,FedEx Ground
6480,391049093284,7/21/2025,Out for delivery,,FedEx Ground
1488,391049093516,7/21/2025,Delivery updated,,FedEx Ground
5867,391049093700,7/21/2025,Out for delivery,,FedEx Ground
1884,391049093847,7/21/2025,Out for delivery,,FedEx Ground
3350,391049094306,7/21/2025,On the way,,FedEx Ground
1859,391049094854,7/21/2025,Out for delivery,,FedEx Ground
1298,391049094968,7/21/2025,Out for delivery,,FedEx Ground
2768,391049095129,7/21/2025,Out for delivery,,FedEx Ground
6397,391049095173,7/21/2025,Out for delivery,,FedEx Ground
1215,391049095600,7/21/2025,Delivered,7/23/2025,FedEx Ground
2181,391049096695,7/21/2025,Out for delivery,,FedEx Ground
5494,391049097051,7/21/2025,Out for delivery,,FedEx Ground
5871,391049097305,7/21/2025,Out for delivery,,FedEx Ground
6952,391049097350,7/21/2025,Out for delivery,,FedEx Ground
778,391049098974,7/21/2025,Delivered,7/24/2025,FedEx Ground
3235,391049102890,7/21/2025,Out for delivery,,FedEx Ground
5363,391049103841,7/21/2025,Delivered,7/23/2025,FedEx Ground
2645,391049104024,7/21/2025,Out for delivery,,FedEx Ground
2210,391049104296,7/21/2025,Out for delivery,,FedEx Ground
5046,391049105156,7/21/2025,Out for delivery,,FedEx Ground
5382,391049105395,7/21/2025,Out for delivery,,FedEx Ground
2015,391049105580,7/21/2025,Delivered,7/24/2025,FedEx Ground
1834,391049109298,7/21/2025,On the way,,FedEx Ground
4238,391049109346,7/21/2025,On the way,,FedEx Ground
5626,391049109758,7/21/2025,Out for delivery,,FedEx Ground
512,391049111894,7/21/2025,Out for delivery,,FedEx Ground
1060,391049112022,7/21/2025,Out for delivery,,FedEx Ground
2927,391049112066,7/21/2025,Out for delivery,,FedEx Ground
754,391049112754,7/21/2025,Out for delivery,,FedEx Ground
4696,391049112960,7/21/2025,Out for delivery,,FedEx Ground
3720,391049112993,7/21/2025,Out for delivery,,FedEx Ground
3754,391049113923,7/21/2025,On the way,,FedEx Ground
3889,391049115683,7/21/2025,Delivery updated,,FedEx Ground
5891,391049115878,7/21/2025,Delivered,7/24/2025,FedEx Ground
616,391049115960,7/21/2025,Out for delivery,,FedEx Ground
2160,391049116109,7/21/2025,Out for delivery,,FedEx Ground
555,391049118660,7/21/2025,Out for delivery,,FedEx Ground
5331,391049119255,7/21/2025,Out for delivery,,FedEx Ground
1742,391049119586,7/21/2025,Out for delivery,,FedEx Ground
1774,391049119715,7/21/2025,Delivered,7/24/2025,FedEx Ground
2475,391049119770,7/21/2025,Delivered,7/23/2025,FedEx Ground
2732,391049120075,7/21/2025,Out for delivery,,FedEx Ground
2053,391049120123,7/21/2025,Out for delivery,,FedEx Ground
1223,391049120260,7/21/2025,Out for delivery,,FedEx Ground
2526,391049120958,7/21/2025,Out for delivery,,FedEx Ground
3351,391049121060,7/21/2025,On the way,,FedEx Ground
2687,391049121840,7/21/2025,Delivered,7/24/2025,FedEx Ground
2040,391049121943,7/21/2025,Out for delivery,,FedEx Ground
3329,391049122262,7/21/2025,Out for delivery,,FedEx Ground
843,391049122630,7/21/2025,Out for delivery,,FedEx Ground
4350,391049122685,7/21/2025,Out for delivery,,FedEx Ground
5936,391049122847,7/21/2025,Delivered,7/24/2025,FedEx Ground
1164,391049123247,7/21/2025,Out for delivery,,FedEx Ground
5235,391049123280,7/21/2025,Out for delivery,,FedEx Ground
3877,391049123383,7/21/2025,Out for delivery,,FedEx Ground
759,391049123670,7/21/2025,Out for delivery,,FedEx Ground
1444,391049124151,7/21/2025,Out for delivery,,FedEx Ground
4132,391049124276,7/21/2025,Out for delivery,,FedEx Ground
1134,391049124346,7/21/2025,Out for delivery,,FedEx Ground
2504,391049124380,7/21/2025,Out for delivery,,FedEx Ground
1769,391049124416,7/21/2025,Delivered,7/24/2025,FedEx Ground
3463,391049124427,7/21/2025,Out for delivery,,FedEx Ground
3311,391049124622,7/21/2025,Out for delivery,,FedEx Ground
3864,391049124677,7/21/2025,Out for delivery,,FedEx Ground
1739,391049125000,7/21/2025,Out for delivery,,FedEx Ground
2778,391049125310,7/21/2025,Out for delivery,,FedEx Ground
3627,391049125846,7/21/2025,Delivered,7/23/2025,FedEx Ground
1153,391049126040,7/21/2025,Out for delivery,,FedEx Ground
5264,391049126566,7/21/2025,Out for delivery,,FedEx Ground
1385,391049126728,7/21/2025,Out for delivery,,FedEx Ground
1983,391049126739,7/21/2025,On the way,,FedEx Ground
2119,391049126912,7/21/2025,Out for delivery,,FedEx Ground
1935,391049127014,7/21/2025,Delivered,7/23/2025,FedEx Ground
779,391049127025,7/21/2025,Delivered,7/24/2025,FedEx Ground
2831,391049127070,7/21/2025,Out for delivery,,FedEx Ground
5701,391049127507,7/21/2025,Out for delivery,,FedEx Ground
3799,391049127768,7/21/2025,Out for delivery,,FedEx Ground
758,391049127816,7/21/2025,Out for delivery,,FedEx Ground
488,391049128330,7/21/2025,Out for delivery,,FedEx Ground
3339,391049139360,7/21/2025,Out for delivery,,FedEx Ground
2351,391049139463,7/21/2025,Out for delivery,,FedEx Ground
2580,391049139669,7/21/2025,Delivered,7/24/2025,FedEx Ground
1890,391049139750,7/21/2025,Out for delivery,,FedEx Ground
745,391049139761,7/21/2025,Delivered,7/23/2025,FedEx Ground
2517,391049140169,7/21/2025,Out for delivery,,FedEx Ground
5880,391049140217,7/21/2025,Delivered,7/24/2025,FedEx Ground
1111,391049140309,7/21/2025,Out for delivery,,FedEx Ground
3489,391049140607,7/21/2025,Out for delivery,,FedEx Ground
2006,391049140662,7/21/2025,On the way,,FedEx Ground
697,391049140776,7/21/2025,Delivered,7/24/2025,FedEx Ground
1763,391049140879,7/21/2025,Out for delivery,,FedEx Ground
1793,391049140890,7/21/2025,Out for delivery,,FedEx Ground
5799,391049141121,7/21/2025,Out for delivery,,FedEx Ground
4250,391049141202,7/21/2025,Out for delivery,,FedEx Ground
1817,391049141280,7/21/2025,Out for delivery,,FedEx Ground
4678,391049142404,7/21/2025,Out for delivery,,FedEx Ground
964,391049142584,7/21/2025,Out for delivery,,FedEx Ground
5303,391049143628,7/21/2025,Out for delivery,,FedEx Ground
2761,391049147050,7/21/2025,Delivered,7/23/2025,FedEx Ground
1179,391049148398,7/21/2025,Delivered,7/24/2025,FedEx Ground
1630,391049148733,7/21/2025,Out for delivery,,FedEx Ground
2543,391049151534,7/21/2025,Delivered,7/24/2025,FedEx Ground
518,391049154257,7/21/2025,Delivered,7/23/2025,FedEx Ground
4336,391049154761,7/21/2025,Out for delivery,,FedEx Ground
1608,391049155128,7/21/2025,Out for delivery,,FedEx Ground
3191,391049156065,7/21/2025,Out for delivery,,FedEx Ground
3418,391049156786,7/21/2025,Out for delivery,,FedEx Ground
3078,391049156878,7/21/2025,Out for delivery,,FedEx Ground
1135,391049157944,7/21/2025,Out for delivery,,FedEx Ground
4427,391049157988,7/21/2025,Out for delivery,,FedEx Ground
5428,391049158127,7/21/2025,Out for delivery,,FedEx Ground
4687,391049158149,7/21/2025,Out for delivery,,FedEx Ground
1367,391049158171,7/21/2025,Out for delivery,,FedEx Ground
5641,391049158790,7/21/2025,Out for delivery,,FedEx Ground
5779,391049159189,7/21/2025,Out for delivery,,FedEx Ground
4438,391049160035,7/21/2025,Out for delivery,,FedEx Ground
860,391049160150,7/21/2025,Out for delivery,,FedEx Ground
2214,391049160208,7/21/2025,Out for delivery,,FedEx Ground
3473,391049160414,7/21/2025,Out for delivery,,FedEx Ground
1086,391049160767,7/21/2025,Delivered,7/24/2025,FedEx Ground
1213,391049160940,7/21/2025,Out for delivery,,FedEx Ground
1688,391049161097,7/21/2025,Out for delivery,,FedEx Ground
2862,391049161351,7/21/2025,Out for delivery,,FedEx Ground
2154,391049162049,7/21/2025,Delivered,7/23/2025,FedEx Ground
3461,391049162050,7/21/2025,Delivered,7/23/2025,FedEx Ground
5300,391049162141,7/21/2025,Out for delivery,,FedEx Ground
5894,391049162211,7/21/2025,Out for delivery,,FedEx Ground
1034,391049162303,7/21/2025,Out for delivery,,FedEx Ground
1400,391049162472,7/21/2025,Delivered,7/24/2025,FedEx Ground
1403,391049162737,7/21/2025,Out for delivery,,FedEx Ground
3397,391049162829,7/21/2025,Out for delivery,,FedEx Ground
2890,391049163310,7/21/2025,Delivered,7/24/2025,FedEx Ground
3309,391049163972,7/21/2025,Out for delivery,,FedEx Ground
1245,391049164020,7/21/2025,Delivered,7/24/2025,FedEx Ground
4403,391049164464,7/21/2025,Out for delivery,,FedEx Ground
2082,391049165872,7/21/2025,Out for delivery,,FedEx Ground
5298,391049165975,7/21/2025,Out for delivery,,FedEx Ground
1555,391049166559,7/21/2025,Out for delivery,,FedEx Ground
3633,391049166700,7/21/2025,Out for delivery,,FedEx Ground
3810,391049167349,7/21/2025,Out for delivery,,FedEx Ground
5710,391049167728,7/21/2025,Out for delivery,,FedEx Ground
2005,391049168117,7/21/2025,Out for delivery,,FedEx Ground
1973,391049168139,7/21/2025,Out for delivery,,FedEx Ground
5969,391049173160,7/21/2025,Delivered,7/24/2025,FedEx Ground
1027,391049173951,7/21/2025,Delivered,7/24/2025,FedEx Ground
3523,391049175152,7/21/2025,Out for delivery,,FedEx Ground
5858,391049175358,7/21/2025,On the way,,FedEx Ground
2911,391049175601,7/21/2025,Delivered,7/24/2025,FedEx Ground
1061,391049176001,7/21/2025,Delivered,7/24/2025,FedEx Ground
2641,391049176240,7/21/2025,Delivered,7/24/2025,FedEx Ground
3402,391049176527,7/21/2025,Delivered,7/23/2025,FedEx Ground
1847,391049176560,7/21/2025,Delivered,7/24/2025,FedEx Ground
1486,391049176582,7/21/2025,Out for delivery,,FedEx Ground
3701,391049176917,7/21/2025,Out for delivery,,FedEx Ground
2931,391049176939,7/21/2025,Out for delivery,,FedEx Ground
2560,391049177236,7/21/2025,Out for delivery,,FedEx Ground
1889,391049177497,7/21/2025,On the way,,FedEx Ground
2476,391049177968,7/21/2025,Out for delivery,,FedEx Ground
1015,391049179651,7/21/2025,Out for delivery,,FedEx Ground
1699,391049180482,7/21/2025,Out for delivery,,FedEx Ground
3730,391049183253,7/21/2025,Out for delivery,,FedEx Ground
5847,391049184341,7/21/2025,Out for delivery,,FedEx Ground
4428,391049185933,7/21/2025,Out for delivery,,FedEx Ground
1915,391049186517,7/21/2025,Out for delivery,,FedEx Ground
1807,391049186848,7/21/2025,Out for delivery,,FedEx Ground
2263,391049189538,7/21/2025,Out for delivery,,FedEx Ground
722,391049193092,7/21/2025,Out for delivery,,FedEx Ground
2537,391049193173,7/21/2025,Out for delivery,,FedEx Ground
3236,391049194651,7/21/2025,Out for delivery,,FedEx Ground
4520,391049194824,7/21/2025,Out for delivery,,FedEx Ground
974,391049196003,7/21/2025,Out for delivery,,FedEx Ground
1324,391049196194,7/21/2025,Out for delivery,,FedEx Ground
585,391049196323,7/21/2025,Out for delivery,,FedEx Ground
1820,391049196448,7/21/2025,Delivered,7/23/2025,FedEx Ground
4356,391049196540,7/21/2025,Delivery updated,,FedEx Ground
728,391049196713,7/21/2025,Out for delivery,,FedEx Ground
4252,391049196780,7/21/2025,Out for delivery,,FedEx Ground
1805,391049196919,7/21/2025,Out for delivery,,FedEx Ground
4506,391049197374,7/21/2025,Out for delivery,,FedEx Ground
3750,391049197499,7/21/2025,Out for delivery,,FedEx Ground
3093,391049198278,7/21/2025,On the way,,FedEx Ground
1321,391049198462,7/21/2025,Delivery updated,,FedEx Ground
1070,391049198944,7/21/2025,Delivered,7/23/2025,FedEx Ground
5193,391049199193,7/21/2025,Out for delivery,,FedEx Ground
1363,391049199285,7/21/2025,Out for delivery,,FedEx Ground
1335,391049199506,7/21/2025,Out for delivery,,FedEx Ground
551,391049199572,7/21/2025,Out for delivery,,FedEx Ground
5763,391049199653,7/21/2025,Out for delivery,,FedEx Ground
3526,391049199826,7/21/2025,Out for delivery,,FedEx Ground
2533,391049200065,7/21/2025,Out for delivery,,FedEx Ground
459,391049200076,7/21/2025,Delivered,7/23/2025,FedEx Ground
2811,391049200180,7/21/2025,Out for delivery,,FedEx Ground
4064,391049200320,7/21/2025,Delivered,7/24/2025,FedEx Ground
1589,391049200422,7/21/2025,Out for delivery,,FedEx Ground
857,391049200823,7/21/2025,Out for delivery,,FedEx Ground
1236,391049200992,7/21/2025,Out for delivery,,FedEx Ground
2281,391049201197,7/21/2025,Delivered,7/23/2025,FedEx Ground
1712,391049201440,7/21/2025,Out for delivery,,FedEx Ground
2234,391049201451,7/21/2025,Delivered,7/24/2025,FedEx Ground
2733,391049201500,7/21/2025,Delivered,7/23/2025,FedEx Ground
3308,391049201705,7/21/2025,Delivered,7/24/2025,FedEx Ground
5886,391049202080,7/21/2025,Out for delivery,,FedEx Ground
1997,391049202171,7/21/2025,Out for delivery,,FedEx Ground
3702,391049202182,7/21/2025,Delivered,7/24/2025,FedEx Ground
3516,391049202859,7/21/2025,Out for delivery,,FedEx Ground
2368,391049202951,7/21/2025,Out for delivery,,FedEx Ground
2793,391049202984,7/21/2025,Out for delivery,,FedEx Ground
2705,391049208695,7/21/2025,Out for delivery,,FedEx Ground
1780,391049208879,7/21/2025,Out for delivery,,FedEx Ground
5242,391049209511,7/21/2025,Out for delivery,,FedEx Ground
4574,391049210000,7/21/2025,Out for delivery,,FedEx Ground
618,391049210077,7/21/2025,Delivery updated,,FedEx Ground
1184,391049211246,7/21/2025,Delivered,7/23/2025,FedEx Ground
1772,391049211706,7/21/2025,On the way,,FedEx Ground
1540,391049545161,7/22/2025,Out for delivery,,FedEx Ground
1265,391049546216,7/22/2025,Out for delivery,,FedEx Ground
2771,391049548377,7/22/2025,Out for delivery,,FedEx Ground
2723,391049548837,7/22/2025,Out for delivery,,FedEx Ground
4243,391049549237,7/22/2025,Delivery updated,,FedEx Ground
1088,391049549763,7/22/2025,Out for delivery,,FedEx Ground
5185,391049549888,7/22/2025,On the way,,FedEx Ground
1091,391049549970,7/22/2025,Delivery updated,,FedEx Ground
5713,391049551400,7/22/2025,Out for delivery,,FedEx Ground
3597,391049551524,7/22/2025,Out for delivery,,FedEx Ground
466,391049551671,7/22/2025,Out for delivery,,FedEx Ground
3765,391049551741,7/22/2025,Delivered,7/24/2025,FedEx Ground
4533,391049552016,7/22/2025,Out for delivery,,FedEx Ground
3206,391049552211,7/22/2025,Out for delivery,,FedEx Ground
3250,391049552440,7/22/2025,On the way,,FedEx Ground
788,391049552450,7/22/2025,Out for delivery,,FedEx Ground
3447,391049552509,7/22/2025,Delivered,7/24/2025,FedEx Ground
6932,391049552510,7/22/2025,Out for delivery,,FedEx Ground
198,391049552678,7/22/2025,Out for delivery,,FedEx Ground
1855,391049552910,7/22/2025,Out for delivery,,FedEx Ground
821,391049552943,7/22/2025,Out for delivery,,FedEx Ground
4194,391049553056,7/22/2025,Delivered,7/24/2025,FedEx Ground
3136,391049553207,7/22/2025,On the way,,FedEx Ground
2672,391049553663,7/22/2025,Out for delivery,,FedEx Ground
3170,391049553700,7/22/2025,Out for delivery,,FedEx Ground
1585,391049553803,7/22/2025,Delivered,7/24/2025,FedEx Ground
2869,391049553847,7/22/2025,Delivery updated,,FedEx Ground
1272,391049554556,7/22/2025,On the way,,FedEx Ground
1892,391049555107,7/22/2025,Delivered,7/24/2025,FedEx Ground
285,391049555817,7/22/2025,Out for delivery,,FedEx Ground
803,391049555909,7/22/2025,Out for delivery,,FedEx Ground
879,391049556927,7/22/2025,Out for delivery,,FedEx Ground
3364,391049556938,7/22/2025,Out for delivery,,FedEx Ground
3294,391049557198,7/22/2025,Out for delivery,,FedEx Ground
781,391049557235,7/22/2025,Out for delivery,,FedEx Ground
902,391049565943,7/22/2025,Out for delivery,,FedEx Ground
536,391049566560,7/22/2025,Delivered,7/24/2025,FedEx Ground
313,391049566755,7/22/2025,Delivery updated,,FedEx Ground
1201,391049567052,7/22/2025,Out for delivery,,FedEx Ground
876,391049567144,7/22/2025,Out for delivery,,FedEx Ground
3137,391049567188,7/22/2025,Out for delivery,,FedEx Ground
1556,391049567383,7/22/2025,Out for delivery,,FedEx Ground
336,391049568438,7/22/2025,Out for delivery,,FedEx Ground
1310,391049568942,7/22/2025,Out for delivery,,FedEx Ground
1510,391049569971,7/22/2025,Delivered,7/24/2025,FedEx Ground
128,391049570791,7/22/2025,Out for delivery,,FedEx Ground
736,391049571033,7/22/2025,Out for delivery,,FedEx Ground
1803,391049571136,7/22/2025,Delivery updated,,FedEx Ground
2716,391049571147,7/22/2025,Out for delivery,,FedEx Ground
3893,391049571651,7/22/2025,Out for delivery,,FedEx Ground
5399,391049576080,7/22/2025,Out for delivery,,FedEx Ground
153,391049576208,7/22/2025,Out for delivery,,FedEx Ground
730,391049577579,7/22/2025,Out for delivery,,FedEx Ground
476,391049579593,7/22/2025,Out for delivery,,FedEx Ground
2752,391049579630,7/22/2025,Out for delivery,,FedEx Ground
1649,391049581983,7/22/2025,On the way,,FedEx Ground
991,391049583151,7/22/2025,Out for delivery,,FedEx Ground
3747,391049583313,7/22/2025,Out for delivery,,FedEx Ground
5842,391049585213,7/22/2025,Delivery updated,,FedEx Ground
3209,391049585544,7/22/2025,Out for delivery,,FedEx Ground
