Store Number,Tracking Number,Ship date ,Status ,Delivered date,Service type 
5624,391047596056,7/22/2025,Out for delivery,,FedEx Ground
5837,391047597497,7/22/2025,Out for delivery,,FedEx Ground
3015,391047597692,7/22/2025,Out for delivery,,FedEx Ground
2981,391047598666,7/22/2025,Out for delivery,,FedEx Ground
6971,391047599798,7/22/2025,Out for delivery,,FedEx Ground
4470,391047600317,7/22/2025,Out for delivery,,FedEx Ground
3204,391047600729,7/22/2025,Out for delivery,,FedEx Ground
2977,391047601015,7/22/2025,Out for delivery,,FedEx Ground
3043,391047603018,7/22/2025,Out for delivery,,FedEx Ground
3153,391047620087,7/22/2025,Out for delivery,,FedEx Ground
4686,391047620709,7/22/2025,Out for delivery,,FedEx Ground
7232,391047621289,7/22/2025,Out for delivery,,FedEx Ground
5737,391047621727,7/22/2025,Out for delivery,,FedEx Ground
5738,391047622322,7/22/2025,Out for delivery,,FedEx Ground
2686,391047623502,7/22/2025,Out for delivery,,FedEx Ground
4139,391047624049,7/22/2025,Out for delivery,,FedEx Ground
5693,391047624174,7/22/2025,Out for delivery,,FedEx Ground
4046,391047630581,7/22/2025,Out for delivery,,FedEx Ground
3154,391047630630,7/22/2025,Out for delivery,,FedEx Ground
3341,391047635116,7/22/2025,Out for delivery,,FedEx Ground
5963,391047635470,7/22/2025,Out for delivery,,FedEx Ground
3111,391047635951,7/22/2025,Out for delivery,,FedEx Ground
3653,391047636226,7/22/2025,Out for delivery,,FedEx Ground
2397,391047638479,7/22/2025,Out for delivery,,FedEx Ground
7347,391047640045,7/22/2025,Out for delivery,,FedEx Ground
6960,391047640181,7/22/2025,Out for delivery,,FedEx Ground
4478,391047640446,7/22/2025,Out for delivery,,FedEx Ground
3870,391047640620,7/22/2025,Out for delivery,,FedEx Ground
7224,391047641556,7/22/2025,Out for delivery,,FedEx Ground
3479,391047641821,7/22/2025,Out for delivery,,FedEx Ground
5614,391047641876,7/22/2025,Out for delivery,,FedEx Ground
3135,391047642894,7/22/2025,Out for delivery,,FedEx Ground
6500,391047643353,7/22/2025,Out for delivery,,FedEx Ground
3594,391047660551,7/22/2025,Out for delivery,,FedEx Ground
4453,391047660860,7/22/2025,Out for delivery,,FedEx Ground
6953,391047661293,7/22/2025,Out for delivery,,FedEx Ground
3172,391047663399,7/22/2025,Out for delivery,,FedEx Ground
2839,391047664579,7/22/2025,Out for delivery,,FedEx Ground
7242,391047666538,7/22/2025,Out for delivery,,FedEx Ground
2741,391047667410,7/22/2025,Delivery updated,,FedEx Ground
3198,391047668563,7/22/2025,Out for delivery,,FedEx Ground
5021,391047668872,7/22/2025,Out for delivery,,FedEx Ground
2979,391047670232,7/22/2025,Out for delivery,,FedEx Ground
2744,391047670872,7/22/2025,Out for delivery,,FedEx Ground
3287,391047675900,7/22/2025,Out for delivery,,FedEx Ground
3238,391047676470,7/22/2025,Out for delivery,,FedEx Ground
5613,391047677097,7/22/2025,Out for delivery,,FedEx Ground
3173,391047677189,7/22/2025,Out for delivery,,FedEx Ground
2742,391047677190,7/22/2025,Out for delivery,,FedEx Ground
3419,391047678120,7/22/2025,Out for delivery,,FedEx Ground
4057,391047679560,7/22/2025,Out for delivery,,FedEx Ground
3654,391047679906,7/22/2025,Out for delivery,,FedEx Ground
2974,391047693299,7/22/2025,Out for delivery,,FedEx Ground
3199,391047693623,7/22/2025,Out for delivery,,FedEx Ground
7240,391047694766,7/22/2025,Out for delivery,,FedEx Ground
3521,391047695019,7/22/2025,Out for delivery,,FedEx Ground
6578,391047697592,7/22/2025,Delivered,7/24/2025,FedEx Ground
4182,391047701246,7/22/2025,On the way,,FedEx Ground
2976,391047701463,7/22/2025,Out for delivery,,FedEx Ground
3530,391047704094,7/22/2025,Out for delivery,,FedEx Ground
5657,391047706226,7/22/2025,Out for delivery,,FedEx Ground
6078,391047708090,7/22/2025,Out for delivery,,FedEx Ground
5824,391047708983,7/22/2025,Out for delivery,,FedEx Ground
5791,391047765464,7/22/2025,Out for delivery,,FedEx Ground
5286,391047765751,7/22/2025,Out for delivery,,FedEx Ground
5840,391047767320,7/22/2025,Out for delivery,,FedEx Ground
3723,391047768187,7/22/2025,Out for delivery,,FedEx Ground
4390,391047768268,7/22/2025,Out for delivery,,FedEx Ground
5990,391047768280,7/22/2025,Out for delivery,,FedEx Ground
3202,391047768371,7/22/2025,Out for delivery,,FedEx Ground
5863,391047768794,7/22/2025,Out for delivery,,FedEx Ground
6172,391047768809,7/22/2025,Out for delivery,,FedEx Ground
4198,391047768897,7/22/2025,Out for delivery,,FedEx Ground
2984,391047768912,7/22/2025,Out for delivery,,FedEx Ground
5323,391047768989,7/22/2025,Out for delivery,,FedEx Ground
5207,391047768990,7/22/2025,Out for delivery,,FedEx Ground
3637,391047769070,7/22/2025,Out for delivery,,FedEx Ground
3457,391047769128,7/22/2025,Out for delivery,,FedEx Ground
2876,391047769448,7/22/2025,Out for delivery,,FedEx Ground
3155,391047769459,7/22/2025,Out for delivery,,FedEx Ground
7308,391047769540,7/22/2025,Out for delivery,,FedEx Ground
5314,391047769702,7/22/2025,Delivery updated,,FedEx Ground
998,391047769919,7/22/2025,Out for delivery,,FedEx Ground
6170,391047769930,7/22/2025,Out for delivery,,FedEx Ground
5308,391047770007,7/22/2025,Out for delivery,,FedEx Ground
6585,391047770110,7/22/2025,Delivered,7/24/2025,FedEx Ground
5093,391047770121,7/22/2025,Out for delivery,,FedEx Ground
3340,391047770132,7/22/2025,Out for delivery,,FedEx Ground
2875,391047770316,7/22/2025,Delivery updated,,FedEx Ground
5991,391047770419,7/22/2025,Out for delivery,,FedEx Ground
4626,391047770485,7/22/2025,Out for delivery,,FedEx Ground
5477,391048258226,7/22/2025,Out for delivery,,FedEx Ground
2997,391048258351,7/22/2025,Out for delivery,,FedEx Ground
7368,391048258833,7/22/2025,Out for delivery,,FedEx Ground
3762,391048261358,7/22/2025,Out for delivery,,FedEx Ground
845,391048263800,7/22/2025,Out for delivery,,FedEx Ground
2203,391048282952,7/22/2025,Out for delivery,,FedEx Ground
7634,391048284922,7/22/2025,Out for delivery,,FedEx Ground
1779,391048290034,7/22/2025,Out for delivery,,FedEx Ground
783,391048292677,7/22/2025,Out for delivery,,FedEx Ground
44,391048298528,7/22/2025,Out for delivery,,FedEx Ground
4606,391048299650,7/22/2025,Out for delivery,,FedEx Ground
5312,391048301388,7/22/2025,Out for delivery,,FedEx Ground
4627,391048314745,7/22/2025,Out for delivery,,FedEx Ground
7635,391048316770,7/22/2025,Out for delivery,,FedEx Ground
2994,391048328307,7/22/2025,Delivered,7/24/2025,FedEx Ground
326,391048334530,7/22/2025,Delivered,7/23/2025,FedEx Ground
7261,391048344417,7/22/2025,Out for delivery,,FedEx Ground
4215,391048347276,7/22/2025,Out for delivery,,FedEx Ground
3229,391048348695,7/22/2025,Out for delivery,,FedEx Ground
2855,391048738180,7/22/2025,Out for delivery,,FedEx Ground
210,391048738592,7/22/2025,Out for delivery,,FedEx Ground
4637,391048739051,7/22/2025,Out for delivery,,FedEx Ground
4321,391048739588,7/22/2025,Out for delivery,,FedEx Ground
2428,391048739945,7/22/2025,Out for delivery,,FedEx Ground
607,391048739956,7/22/2025,Out for delivery,,FedEx Ground
893,391048739978,7/22/2025,Out for delivery,,FedEx Ground
1802,391048740147,7/22/2025,Out for delivery,,FedEx Ground
3283,391048740342,7/22/2025,Out for delivery,,FedEx Ground
4615,391048740456,7/22/2025,Out for delivery,,FedEx Ground
1691,391048740835,7/22/2025,Out for delivery,,FedEx Ground
3492,391048740846,7/22/2025,Out for delivery,,FedEx Ground
2490,391048740938,7/22/2025,Delivered,7/24/2025,FedEx Ground
5260,391049466693,7/22/2025,Out for delivery,,FedEx Ground
1055,391049468207,7/22/2025,Out for delivery,,FedEx Ground
1389,391049469898,7/22/2025,Out for delivery,,FedEx Ground
1120,391049471556,7/22/2025,Delivered,7/23/2025,FedEx Ground
101,391049471898,7/22/2025,Out for delivery,,FedEx Ground
373,391049473570,7/22/2025,Out for delivery,,FedEx Ground
4209,391049473732,7/22/2025,Out for delivery,,FedEx Ground
89,391049473776,7/22/2025,Out for delivery,,FedEx Ground
947,391049476547,7/22/2025,Out for delivery,,FedEx Ground
109,391049493366,7/22/2025,Out for delivery,,FedEx Ground
1800,391049504389,7/22/2025,Out for delivery,,FedEx Ground
363,391049514081,7/22/2025,Out for delivery,,FedEx Ground
2105,391049514118,7/22/2025,Out for delivery,,FedEx Ground
66,391049518444,7/22/2025,Out for delivery,,FedEx Ground
807,391049518856,7/22/2025,Out for delivery,,FedEx Ground
284,391049519863,7/22/2025,Out for delivery,,FedEx Ground
96,391049528879,7/22/2025,Out for delivery,,FedEx Ground
581,391049539270,7/22/2025,Out for delivery,,FedEx Ground
3224,391049543191,7/22/2025,Out for delivery,,FedEx Ground
7178,391049550860,7/22/2025,Out for delivery,,FedEx Ground
2427,391049550940,7/22/2025,Out for delivery,,FedEx Ground
78,391049552185,7/22/2025,Out for delivery,,FedEx Ground
3274,391049553961,7/22/2025,On the way,,FedEx Ground
1216,391049554924,7/22/2025,Out for delivery,,FedEx Ground
13,391049567979,7/22/2025,Out for delivery,,FedEx Ground
748,391049571515,7/22/2025,Out for delivery,,FedEx Ground
1637,391049584950,7/22/2025,Out for delivery,,FedEx Ground
2667,391049585897,7/22/2025,Out for delivery,,FedEx Ground
5080,391049591274,7/22/2025,Out for delivery,,FedEx Ground
801,391049591675,7/22/2025,Out for delivery,,FedEx Ground
166,391049598235,7/22/2025,Out for delivery,,FedEx Ground
914,391049599985,7/22/2025,Out for delivery,,FedEx Ground
2996,391049621190,7/22/2025,Out for delivery,,FedEx Ground
3151,391049622336,7/22/2025,Out for delivery,,FedEx Ground
286,391049624475,7/22/2025,Out for delivery,,FedEx Ground
3433,391049624913,7/22/2025,Out for delivery,,FedEx Ground
206,391049627257,7/22/2025,Out for delivery,,FedEx Ground
25,391049627614,7/22/2025,Out for delivery,,FedEx Ground
880,391049628047,7/22/2025,On the way,,FedEx Ground
1014,391049635428,7/22/2025,Delivered,7/23/2025,FedEx Ground
2918,391049637361,7/22/2025,On the way,,FedEx Ground
4,391049640699,7/22/2025,Out for delivery,,FedEx Ground
1683,391049649332,7/22/2025,Out for delivery,,FedEx Ground
135,391049649571,7/22/2025,Out for delivery,,FedEx Ground
3267,391049653140,7/22/2025,Out for delivery,,FedEx Ground
260,391049654103,7/22/2025,Out for delivery,,FedEx Ground
3014,391049658749,7/22/2025,Out for delivery,,FedEx Ground
1178,391049663428,7/22/2025,Out for delivery,,FedEx Ground
5211,391049663830,7/22/2025,Out for delivery,,FedEx Ground
2649,391049664674,7/22/2025,Out for delivery,,FedEx Ground
217,391049665306,7/22/2025,Out for delivery,,FedEx Ground
48,391049665464,7/22/2025,Out for delivery,,FedEx Ground
3285,391049667710,7/22/2025,Out for delivery,,FedEx Ground
54,391049676737,7/22/2025,Out for delivery,,FedEx Ground
4358,391049693567,7/22/2025,Delivered,7/24/2025,FedEx Ground
5191,391049693604,7/22/2025,Out for delivery,,FedEx Ground
3406,391049696408,7/22/2025,Out for delivery,,FedEx Ground
5311,391049701422,7/22/2025,Out for delivery,,FedEx Ground
426,391049702771,7/22/2025,Out for delivery,,FedEx Ground
7249,391049702782,7/22/2025,Out for delivery,,FedEx Ground
21,391049703583,7/22/2025,Out for delivery,,FedEx Ground
20,391049703745,7/22/2025,Out for delivery,,FedEx Ground
29,391049705174,7/22/2025,Out for delivery,,FedEx Ground
4108,391049716642,7/22/2025,Out for delivery,,FedEx Ground
1965,391049718163,7/22/2025,Out for delivery,,FedEx Ground
2784,391049719777,7/22/2025,Out for delivery,,FedEx Ground
5141,391049726860,7/22/2025,Out for delivery,,FedEx Ground
88,391049735052,7/22/2025,Out for delivery,,FedEx Ground
5147,391049737798,7/22/2025,Out for delivery,,FedEx Ground
27,391049739058,7/22/2025,Out for delivery,,FedEx Ground
148,391049741323,7/22/2025,Out for delivery,,FedEx Ground
59,391049742433,7/22/2025,Out for delivery,,FedEx Ground
80,391049744193,7/22/2025,Out for delivery,,FedEx Ground
789,391049744517,7/22/2025,Out for delivery,,FedEx Ground
5092,391049745627,7/22/2025,Out for delivery,,FedEx Ground
3150,391049756072,7/22/2025,Out for delivery,,FedEx Ground
2847,391049758833,7/22/2025,Out for delivery,,FedEx Ground
940,391049759450,7/22/2025,Out for delivery,,FedEx Ground
5361,391049760097,7/22/2025,Delivered,7/24/2025,FedEx Ground
5810,391049771598,7/22/2025,Out for delivery,,FedEx Ground
86,391049778662,7/22/2025,Out for delivery,,FedEx Ground
79,391049779820,7/22/2025,Out for delivery,,FedEx Ground
871,391049780640,7/22/2025,Out for delivery,,FedEx Ground
590,391049784738,7/22/2025,Delivery updated,,FedEx Ground
159,391049785918,7/22/2025,Out for delivery,,FedEx Ground
4568,391049794305,7/22/2025,Out for delivery,,FedEx Ground
1435,391049796385,7/22/2025,Out for delivery,,FedEx Ground
896,391049799800,7/22/2025,Out for delivery,,FedEx Ground
1671,391049800050,7/22/2025,Out for delivery,,FedEx Ground
900,391049812146,7/22/2025,Out for delivery,,FedEx Ground
5823,391049812320,7/22/2025,Out for delivery,,FedEx Ground
138,391049815605,7/22/2025,Out for delivery,,FedEx Ground
234,391049816667,7/22/2025,Delivered,7/23/2025,FedEx Ground
67,391049820019,7/22/2025,Out for delivery,,FedEx Ground
17,391049820990,7/22/2025,Out for delivery,,FedEx Ground
292,391049896366,7/22/2025,Out for delivery,,FedEx Ground
8,391049896859,7/22/2025,Out for delivery,,FedEx Ground
440,391049897020,7/22/2025,Out for delivery,,FedEx Ground
1580,391049897844,7/22/2025,Out for delivery,,FedEx Ground
257,391049897866,7/22/2025,On the way,,FedEx Ground
2616,391049898016,7/22/2025,Out for delivery,,FedEx Ground
57,391049898325,7/22/2025,Delivered,7/24/2025,FedEx Ground
5196,391049898336,7/22/2025,Out for delivery,,FedEx Ground
3876,391049899343,7/22/2025,Out for delivery,,FedEx Ground
3602,391049899869,7/22/2025,Out for delivery,,FedEx Ground
3726,391049899972,7/22/2025,Delivery updated,,FedEx Ground
1196,391049900307,7/22/2025,Out for delivery,,FedEx Ground
1147,391049900384,7/22/2025,Out for delivery,,FedEx Ground
152,391049900487,7/22/2025,Out for delivery,,FedEx Ground
318,391049901060,7/22/2025,Out for delivery,,FedEx Ground
3296,391049901325,7/22/2025,Out for delivery,,FedEx Ground
4679,391049901531,7/22/2025,Out for delivery,,FedEx Ground
694,391049901884,7/22/2025,Out for delivery,,FedEx Ground
5387,391049901932,7/22/2025,On the way,,FedEx Ground
636,391049902012,7/22/2025,Out for delivery,,FedEx Ground
5159,391049902354,7/22/2025,Delivery updated,,FedEx Ground
1005,391049902479,7/22/2025,Delivered,7/24/2025,FedEx Ground
1466,391049902880,7/22/2025,Delivered,7/24/2025,FedEx Ground
729,391049903063,7/22/2025,Out for delivery,,FedEx Ground
3888,391049904563,7/22/2025,Out for delivery,,FedEx Ground
1433,391049904931,7/22/2025,Out for delivery,,FedEx Ground
5409,391049904997,7/22/2025,Out for delivery,,FedEx Ground
2939,391049907735,7/22/2025,Out for delivery,,FedEx Ground
1013,391049907827,7/22/2025,Out for delivery,,FedEx Ground
702,391049908628,7/22/2025,Out for delivery,,FedEx Ground
2751,391049908694,7/22/2025,Out for delivery,,FedEx Ground
1740,391049911495,7/22/2025,Out for delivery,,FedEx Ground
315,391049911554,7/22/2025,Out for delivery,,FedEx Ground
2882,391049913123,7/22/2025,Out for delivery,,FedEx Ground
913,391049913260,7/22/2025,Out for delivery,,FedEx Ground
1422,391049914439,7/22/2025,Delivery updated,,FedEx Ground
1604,391049915435,7/22/2025,Out for delivery,,FedEx Ground
1332,391049915630,7/22/2025,Out for delivery,,FedEx Ground
924,391049919338,7/22/2025,Out for delivery,,FedEx Ground
1150,391049923385,7/22/2025,Out for delivery,,FedEx Ground
917,391049923878,7/22/2025,Out for delivery,,FedEx Ground
3271,391049923915,7/22/2025,On the way,,FedEx Ground
197,391049924863,7/22/2025,Out for delivery,,FedEx Ground
2544,391049925344,7/22/2025,Out for delivery,,FedEx Ground
572,391049927347,7/22/2025,Out for delivery,,FedEx Ground
1734,391049927370,7/22/2025,Out for delivery,,FedEx Ground
2313,391049927380,7/22/2025,On the way,,FedEx Ground
4414,391049928354,7/22/2025,Out for delivery,,FedEx Ground
478,391049928505,7/22/2025,Out for delivery,,FedEx Ground
1074,391049928674,7/22/2025,Out for delivery,,FedEx Ground
1229,391049928755,7/22/2025,Out for delivery,,FedEx Ground
1075,391049929063,7/22/2025,Out for delivery,,FedEx Ground
3596,391049930766,7/22/2025,Out for delivery,,FedEx Ground
11,391049932450,7/22/2025,Out for delivery,,FedEx Ground
251,391049932747,7/22/2025,Out for delivery,,FedEx Ground
1140,391049933607,7/22/2025,Out for delivery,,FedEx Ground
70,391049934382,7/22/2025,Out for delivery,,FedEx Ground
5893,391049934430,7/22/2025,Out for delivery,,FedEx Ground
160,391049934717,7/22/2025,Out for delivery,,FedEx Ground
2787,391049934750,7/22/2025,Out for delivery,,FedEx Ground
398,391049935183,7/22/2025,Out for delivery,,FedEx Ground
891,391049936249,7/22/2025,Out for delivery,,FedEx Ground
3336,391049936330,7/22/2025,Out for delivery,,FedEx Ground
6807,391049936422,7/22/2025,Out for delivery,,FedEx Ground
91,391049936433,7/22/2025,Out for delivery,,FedEx Ground
1108,391049936466,7/22/2025,Out for delivery,,FedEx Ground
797,391049936640,7/22/2025,Out for delivery,,FedEx Ground
5386,391049937245,7/22/2025,Out for delivery,,FedEx Ground
5499,391049937256,7/22/2025,Delivered,7/24/2025,FedEx Ground
3297,391049937635,7/22/2025,Out for delivery,,FedEx Ground
505,391049938149,7/22/2025,On the way,,FedEx Ground
693,391049938826,7/22/2025,Delivered,7/24/2025,FedEx Ground
1093,391049938962,7/22/2025,Out for delivery,,FedEx Ground
1467,391049939292,7/22/2025,Out for delivery,,FedEx Ground
1718,391049939752,7/22/2025,Delivery updated,,FedEx Ground
143,391049939903,7/22/2025,Delivered,7/24/2025,FedEx Ground
3293,391049940826,7/22/2025,On the way,,FedEx Ground
4131,391049940848,7/22/2025,Out for delivery,,FedEx Ground
2293,391049943435,7/22/2025,Out for delivery,,FedEx Ground
4216,391049943814,7/22/2025,Out for delivery,,FedEx Ground
875,391049944486,7/22/2025,Out for delivery,,FedEx Ground
309,391049944718,7/22/2025,Out for delivery,,FedEx Ground
355,391049946375,7/22/2025,Delivery updated,,FedEx Ground
1722,391049947084,7/22/2025,Out for delivery,,FedEx Ground
1732,391049947452,7/22/2025,Out for delivery,,FedEx Ground
288,391049947636,7/22/2025,Out for delivery,,FedEx Ground
5044,391049947717,7/22/2025,Out for delivery,,FedEx Ground
3381,391049947740,7/22/2025,Out for delivery,,FedEx Ground
2358,391049949043,7/22/2025,Delivery updated,,FedEx Ground
1067,391049950702,7/22/2025,Out for delivery,,FedEx Ground
3872,391049950860,7/22/2025,Out for delivery,,FedEx Ground
1231,391049956788,7/22/2025,Out for delivery,,FedEx Ground
438,391049957800,7/22/2025,Out for delivery,,FedEx Ground
400,391049958129,7/22/2025,On the way,,FedEx Ground
406,391049958162,7/22/2025,Out for delivery,,FedEx Ground
5126,391049958600,7/22/2025,Out for delivery,,FedEx Ground
2388,391049959147,7/22/2025,Out for delivery,,FedEx Ground
2111,391049960769,7/22/2025,Out for delivery,,FedEx Ground
447,391049961011,7/22/2025,Out for delivery,,FedEx Ground
969,391049961949,7/22/2025,Out for delivery,,FedEx Ground
190,391049962121,7/22/2025,Out for delivery,,FedEx Ground
216,391049962794,7/22/2025,Out for delivery,,FedEx Ground
698,391049964010,7/22/2025,Out for delivery,,FedEx Ground
612,391049964087,7/22/2025,Out for delivery,,FedEx Ground
898,391049964786,7/22/2025,Out for delivery,,FedEx Ground
407,391049964834,7/22/2025,Out for delivery,,FedEx Ground
2653,391049965197,7/22/2025,Out for delivery,,FedEx Ground
2266,391049965532,7/22/2025,On the way,,FedEx Ground
3529,391049967866,7/22/2025,Out for delivery,,FedEx Ground
1114,391049968120,7/22/2025,Out for delivery,,FedEx Ground
804,391049968564,7/22/2025,Out for delivery,,FedEx Ground
4734,391049970369,7/22/2025,Out for delivery,,FedEx Ground
1107,391049970792,7/22/2025,On the way,,FedEx Ground
1733,391049970840,7/22/2025,Delivery updated,,FedEx Ground
475,391049970895,7/22/2025,Delivery updated,,FedEx Ground
410,391049970954,7/22/2025,Out for delivery,,FedEx Ground
119,391049971950,7/22/2025,Out for delivery,,FedEx Ground
1420,391049972111,7/22/2025,Out for delivery,,FedEx Ground
3453,391049972729,7/22/2025,Out for delivery,,FedEx Ground
3828,391049972935,7/22/2025,Out for delivery,,FedEx Ground
2493,391049973140,7/22/2025,Out for delivery,,FedEx Ground
104,391049973552,7/22/2025,Out for delivery,,FedEx Ground
30,391049973644,7/22/2025,Out for delivery,,FedEx Ground
1724,391049973780,7/22/2025,On the way,,FedEx Ground
485,391049974537,7/22/2025,Out for delivery,,FedEx Ground
1053,391049974732,7/22/2025,Out for delivery,,FedEx Ground
1497,391049974905,7/22/2025,Out for delivery,,FedEx Ground
3302,391049975062,7/22/2025,Out for delivery,,FedEx Ground
1190,391049975680,7/22/2025,Delivered,7/24/2025,FedEx Ground
3840,391049976610,7/22/2025,Delivery updated,,FedEx Ground
2400,391049976621,7/22/2025,On the way,,FedEx Ground
4162,391049977960,7/22/2025,On the way,,FedEx Ground
3177,391049978819,7/22/2025,Out for delivery,,FedEx Ground
1729,391049979767,7/22/2025,Out for delivery,,FedEx Ground
539,391049979892,7/22/2025,Out for delivery,,FedEx Ground
155,391049980716,7/22/2025,Out for delivery,,FedEx Ground
5197,391049982579,7/22/2025,Out for delivery,,FedEx Ground
1858,391049984137,7/22/2025,Out for delivery,,FedEx Ground
1592,391049985361,7/22/2025,Delivery updated,,FedEx Ground
775,391049985751,7/22/2025,Out for delivery,,FedEx Ground
77,391049986313,7/22/2025,Out for delivery,,FedEx Ground
3319,391049986346,7/22/2025,Out for delivery,,FedEx Ground
1306,391049987401,7/22/2025,On the way,,FedEx Ground
1535,391049987710,7/22/2025,Out for delivery,,FedEx Ground
724,391049988658,7/22/2025,Out for delivery,,FedEx Ground
962,391049989356,7/22/2025,Out for delivery,,FedEx Ground
283,391049991529,7/22/2025,Out for delivery,,FedEx Ground
5263,391049993944,7/22/2025,Out for delivery,,FedEx Ground
670,391049996634,7/22/2025,Out for delivery,,FedEx Ground
477,391049997630,7/22/2025,Out for delivery,,FedEx Ground
60,391049999438,7/22/2025,Out for delivery,,FedEx Ground
1783,391050000589,7/22/2025,Out for delivery,,FedEx Ground
798,391050000637,7/22/2025,Out for delivery,,FedEx Ground
1210,391050000821,7/22/2025,Out for delivery,,FedEx Ground
381,391050001302,7/22/2025,Out for delivery,,FedEx Ground
6286,391050003360,7/22/2025,Out for delivery,,FedEx Ground
4497,391050003750,7/22/2025,Out for delivery,,FedEx Ground
5442,391050004908,7/22/2025,Out for delivery,,FedEx Ground
5443,391050006142,7/22/2025,Out for delivery,,FedEx Ground
543,391050006212,7/22/2025,On the way,,FedEx Ground
94,391050006808,7/22/2025,Out for delivery,,FedEx Ground
4699,391050006922,7/22/2025,Out for delivery,,FedEx Ground
1999,391050006966,7/22/2025,Out for delivery,,FedEx Ground
4439,391050007594,7/22/2025,Delivered,7/24/2025,FedEx Ground
1492,391050007995,7/22/2025,Out for delivery,,FedEx Ground
861,391050008557,7/22/2025,Out for delivery,,FedEx Ground
395,391050008579,7/22/2025,On the way,,FedEx Ground
916,391050008719,7/22/2025,Out for delivery,,FedEx Ground
2567,391050009222,7/22/2025,Out for delivery,,FedEx Ground
4168,391050009440,7/22/2025,Out for delivery,,FedEx Ground
295,391050009667,7/22/2025,Out for delivery,,FedEx Ground
412,391050009932,7/22/2025,Out for delivery,,FedEx Ground
422,391050009976,7/22/2025,Out for delivery,,FedEx Ground
2694,391050009998,7/22/2025,Out for delivery,,FedEx Ground
507,391050010053,7/22/2025,Out for delivery,,FedEx Ground
1521,391050010330,7/22/2025,Delivered,7/24/2025,FedEx Ground
5028,391050010373,7/22/2025,Delivery updated,,FedEx Ground
18,391050010785,7/22/2025,Delivered,7/24/2025,FedEx Ground
3784,391050011391,7/22/2025,Delivered,7/24/2025,FedEx Ground
5479,391050011483,7/22/2025,Out for delivery,,FedEx Ground
352,391050012089,7/22/2025,Out for delivery,,FedEx Ground
3425,391050012538,7/22/2025,Out for delivery,,FedEx Ground
4295,391050012700,7/22/2025,Out for delivery,,FedEx Ground
773,391050013166,7/22/2025,Out for delivery,,FedEx Ground
1655,391050013350,7/22/2025,Out for delivery,,FedEx Ground
5480,391050013590,7/22/2025,Out for delivery,,FedEx Ground
5104,391050013692,7/22/2025,Out for delivery,,FedEx Ground
1273,391050014060,7/22/2025,Out for delivery,,FedEx Ground
3732,391050014151,7/22/2025,Out for delivery,,FedEx Ground
848,391050015000,7/22/2025,Out for delivery,,FedEx Ground
3395,391050015206,7/22/2025,Out for delivery,,FedEx Ground
5145,391050015890,7/22/2025,Out for delivery,,FedEx Ground
2004,391050016636,7/22/2025,On the way,,FedEx Ground
740,391050017415,7/22/2025,Delivery updated,,FedEx Ground
6929,391050021040,7/22/2025,Out for delivery,,FedEx Ground
2062,391050022193,7/22/2025,Out for delivery,,FedEx Ground
4849,391050023785,7/22/2025,Out for delivery,,FedEx Ground
957,391050024222,7/22/2025,Out for delivery,,FedEx Ground
3268,391050024288,7/22/2025,Out for delivery,,FedEx Ground
595,391050024690,7/22/2025,On the way,,FedEx Ground
2443,391050025300,7/22/2025,Out for delivery,,FedEx Ground
824,391050025696,7/22/2025,Out for delivery,,FedEx Ground
1080,391050025983,7/22/2025,Out for delivery,,FedEx Ground
2223,391050031100,7/22/2025,Out for delivery,,FedEx Ground
456,391050031831,7/22/2025,On the way,,FedEx Ground
4635,391050033720,7/22/2025,Delivered,7/24/2025,FedEx Ground
7280,391050035870,7/22/2025,Out for delivery,,FedEx Ground
2020,391050037027,7/22/2025,Out for delivery,,FedEx Ground
587,391050037336,7/22/2025,Out for delivery,,FedEx Ground
464,391050038983,7/22/2025,Out for delivery,,FedEx Ground
3362,391050039269,7/22/2025,Out for delivery,,FedEx Ground
4286,391050039876,7/22/2025,Out for delivery,,FedEx Ground
442,391050040582,7/22/2025,Out for delivery,,FedEx Ground
792,391050042997,7/22/2025,Out for delivery,,FedEx Ground
375,391050045985,7/22/2025,Out for delivery,,FedEx Ground
343,391050046227,7/22/2025,Out for delivery,,FedEx Ground
685,391050046250,7/22/2025,Out for delivery,,FedEx Ground
3233,391050046455,7/22/2025,Out for delivery,,FedEx Ground
870,391050046547,7/22/2025,Out for delivery,,FedEx Ground
2505,391050046786,7/22/2025,Out for delivery,,FedEx Ground
2417,391050047017,7/22/2025,Delivery updated,,FedEx Ground
1689,391050047131,7/22/2025,Out for delivery,,FedEx Ground
401,391050047635,7/22/2025,Out for delivery,,FedEx Ground
2717,391050047727,7/22/2025,Out for delivery,,FedEx Ground
3328,391050048105,7/22/2025,Out for delivery,,FedEx Ground
5313,391050048951,7/22/2025,Out for delivery,,FedEx Ground
85,391050049476,7/22/2025,Out for delivery,,FedEx Ground
2250,391050050642,7/22/2025,Out for delivery,,FedEx Ground
5236,391050050995,7/22/2025,Out for delivery,,FedEx Ground
1675,391050051009,7/22/2025,Out for delivery,,FedEx Ground
1105,391050051010,7/22/2025,Out for delivery,,FedEx Ground
1410,391050051487,7/22/2025,Out for delivery,,FedEx Ground
1429,391050051568,7/22/2025,Delivered,7/24/2025,FedEx Ground
226,391050052299,7/22/2025,Out for delivery,,FedEx Ground
5402,391050052440,7/22/2025,Out for delivery,,FedEx Ground
3500,391050052895,7/22/2025,Out for delivery,,FedEx Ground
