Store #,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail
3738,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
3838,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2008,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2597,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2909,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
5360,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
1568,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
1656,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2278,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2287,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2561,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2674,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
3253,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
3281,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
5445,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
1739,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2281,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2300,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2420,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
5040,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
5446,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2019,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2588,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2611,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
4501,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
5241,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
5339,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
5379,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2059,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
2502,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
3228,4.43,,2.36,,4.15,,2.22,,3.94,,2.12,,3.77,,2.03,,4.12,,2.21,
1769,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
1792,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
2540,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
3429,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
3514,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
1607,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
1640,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
2049,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
2129,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
2230,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
4348,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
5470,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
1684,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
1765,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
1935,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
2318,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
2663,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
2664,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
5356,4.51,,2.37,,4.23,,2.23,,4.03,,2.12,,3.86,,2.04,,4.3,,2.26,
