Store Nbr,Store Type Descr,Store Name,State,Market,Reg,Cupcake Double Bucket,"DZ Roses 
Double Bucket","DZ Roses 
Pallet","DZ Roses 
Double Decker",LG Carnations Double Bucket,LG Vase DZ Roses Pallet,MED Vase Mixed Bqt Display,Mega Mixed Bqt Pallet,Mini Rose Plus Double Bucket,"Mixed BQT 
Double Bucket","Mixed BQT 
Pallet","Mixed BQT 
Double Decker","Rose Lily
Double Bucket",Small Bouquet Double Bucket,"XL Premium Roses
Double Bucket","XL Premium Roses
Pallet",TOTAL PROMO DISPLAYS
304,Supercenter,SPRINGFIELD TN,TN,149,12,3,2,,1,5,10,,2,4,1,1,2,,3,3,,37
306,Supercenter,ARAB AL,AL,5,12,4,2,,2,,6,5,2,6,3,1,2,2,,4,1,40
313,Supercenter,HIGH RIDGE MO,MO,335,40,2,2,,1,,4,3,,,2,,2,2,,1,,19
314,Supercenter,FAYETTEVILLE TN,TN,151,12,7,2,,1,,6,5,,12,1,1,2,2,,3,1,43
315,Supercenter,ONEONTA AL,AL,3,14,7,4,,,,12,2,2,10,3,2,2,2,8,3,,57
319,Supercenter,"RAYMORE,MO",MO,361,40,5,2,2,3,,,3,,2,2,,2,2,,,,23
328,Supercenter,"WATERLOO, IL",IL,341,25,1,3,,1,,3,,,,2,,2,2,,3,,17
329,Supercenter,ANNISTON AL,AL,10,14,8,2,,,,6,5,,8,1,1,2,2,,4,,39
335,Supercenter,JACKSON TN,TN,146,41,3,2,1,3,,7,4,,2,2,1,2,2,1,4,,34
358,Supercenter,ALMA AR,AR,321,42,7,2,,,,2,,,2,1,1,2,,,,1,18
366,Supercenter,MADISONVILLE TN,TN,121,2,7,2,2,1,4,5,5,,4,1,1,2,2,4,2,,42
371,Supercenter,GRANBURY TX,TX,48,5,4,3,2,3,3,3,3,2,6,4,,2,2,,5,,42
374,Supercenter,COWETA OK,OK,347,44,,2,1,1,,7,2,,,1,,2,2,,1,,19
381,Supercenter,COPPERAS COVE TX,TX,81,5,7,2,2,2,,7,4,1,2,1,1,2,2,,2,,35
383,Supercenter,SILSBEE TX,TX,66,13,4,2,1,2,,4,4,,2,1,,2,2,,2,,26
384,Supercenter,LUMBERTON TX,TX,66,13,5,2,,3,,4,,2,4,1,,2,2,,1,1,27
389,Supercenter,EDMOND OK,OK,352,44,5,2,,3,9,10,5,3,,1,2,2,4,2,8,2,58
393,Supercenter,JACKSON TN/BEMIS,TN,147,12,1,2,1,1,,8,5,,6,1,,2,2,,3,,32
394,Supercenter,MOULTON AL,AL,137,12,7,4,,1,,9,,,8,4,,2,,,2,,37
395,Supercenter,MISSION TX,TX,80,6,5,3,1,4,3,3,4,,4,2,1,2,2,11,2,1,48
396,Supercenter,ANDERSON SC,SC,39,2,,2,,2,,4,,,8,1,1,2,,,2,,22
397,Supercenter,"MCALLEN, TX",TX,80,6,4,2,1,2,,2,,,2,3,1,2,,,,1,20
399,Supercenter,LONGVIEW TX,TX,46,5,1,2,,3,,5,5,2,2,1,,2,2,,,2,27
404,Supercenter,SAN MARCOS TX,TX,87,6,4,3,,4,7,5,5,1,12,3,1,2,2,9,3,2,63
407,Supercenter,KILLEEN TX,TX,81,5,,4,1,7,9,10,3,2,12,2,2,2,2,2,2,,60
416,Supercenter,MURFREESBORO S TN,TN,151,12,6,2,1,1,,6,4,,6,3,,2,2,,4,,37
424,Supercenter,CLANTON AL,AL,8,14,6,2,,,,7,4,,12,1,2,2,2,9,4,,51
429,Supercenter,EDINBURG TX,TX,80,6,7,2,1,4,7,5,4,2,,1,1,2,2,4,,2,44
431,Supercenter,PADUCAH KY,KY,253,41,3,3,,2,,5,,,4,3,,2,,6,1,1,30
435,Supercenter,HIGHLAND IL,IL,272,25,7,3,1,1,,4,4,2,2,1,1,2,2,7,4,,41
437,Supercenter,SEALY TX,TX,84,6,3,2,1,3,3,3,2,2,6,2,,2,4,,,2,35
442,Supercenter,KINGSVILLE TX,TX,78,6,7,3,,3,,7,2,1,4,2,,2,2,8,2,2,45
444,Supercenter,SPRINGFIELD MO,MO,333,40,9,3,2,1,,5,3,,,1,2,2,2,3,1,1,35
445,Supercenter,LEITCHFIELD KY,KY,256,41,3,4,1,2,3,5,2,,4,2,,2,2,,4,,34
452,Supercenter,MCALLEN TX,TX,80,6,,2,1,3,10,4,3,2,18,1,1,2,2,4,1,2,56
459,Supercenter,COVINGTON GA,GA,25,2,6,2,2,4,3,6,5,2,8,1,1,2,2,8,,2,54
461,Supercenter,EAGLE PASS TX,TX,88,46,4,2,2,2,7,7,5,,,1,,2,4,,,2,38
462,Supercenter,ALVIN TX,TX,61,6,6,2,,4,,6,3,2,,2,,2,4,,4,1,36
464,Supercenter,CORPUS CHRISTI TX,TX,78,6,1,3,1,4,9,10,5,2,4,3,,2,4,8,6,2,64
470,Supercenter,CORPUS CHRISTI TX,TX,78,6,7,2,2,2,,3,2,,6,1,,2,2,,1,2,32
471,Supercenter,"LANCASTER, TX",TX,49,5,4,2,2,6,9,9,2,2,2,1,,2,2,5,4,,52
475,Supercenter,ROUND ROCK TX,TX,83,5,,2,1,4,5,6,3,1,10,2,1,2,2,2,2,1,44
479,Supercenter,ALTUS OK,OK,349,44,4,3,1,1,3,6,4,,2,1,,2,2,6,4,1,40
481,Supercenter,MATTOON IL,IL,273,25,8,3,,2,,4,3,,2,1,1,2,2,3,5,,36
491,Supercenter,PADUCAH KY,KY,253,41,9,3,2,2,,7,5,2,8,1,1,2,2,1,1,2,48
497,Supercenter,"SHELBYVILLE, KY",KY,242,41,2,2,1,2,,7,2,,4,1,,2,2,2,3,,30
500,Supercenter,EL PASO TX,TX,505,46,6,2,2,4,9,18,5,2,14,2,,2,2,7,2,2,79
508,Supercenter,KERRVILLE TX,TX,506,6,6,3,,2,,4,3,,,1,,2,2,5,1,,29
511,Supercenter,SUMTER SC,SC,38,4,5,2,1,5,3,15,3,2,10,1,,2,2,5,5,2,63
512,Supercenter,EL PASO TX,TX,505,46,12,3,2,2,10,10,2,2,6,3,2,2,4,7,8,2,77
516,Supercenter,"GUN BARREL CITY, TX",TX,45,5,6,4,,3,,3,,,6,3,1,2,2,,2,,32
520,Supercenter,WINDER GA,GA,25,2,2,3,1,,,6,2,,6,1,1,2,2,4,3,,33
535,Supercenter,ABILENE TX (S),TX,74,5,3,2,,4,,8,5,1,4,1,2,2,2,7,1,2,44
544,Supercenter,"DEL CITY (MWC), OK",OK,353,44,5,2,,6,7,9,,2,6,1,,2,,4,4,2,50
568,Supercenter,CARTHAGE TN,TN,152,41,,2,,1,,4,5,,4,1,,2,2,,,,21
574,Supercenter,"SURFSIDE BEACH, SC",SC,37,4,4,3,2,3,5,7,2,2,8,3,,2,2,5,2,1,51
579,Supercenter,ST AUGUSTINE FL,FL,94,3,,2,,4,3,3,3,,8,2,,2,2,6,5,,40
581,Supercenter,MARSHALLTOWN IA,IA,414,52,2,3,2,,5,5,5,2,2,1,2,2,2,3,2,2,40
582,Supercenter,PORT ORANGE/DAYTONA BEACH,FL,94,3,3,2,1,3,,5,5,,2,1,2,2,2,,4,,32
586,Supercenter,CONWAY SC,SC,37,4,7,2,,5,9,5,3,2,10,1,,2,2,5,3,1,57
590,Supercenter,BENBROOK TX/FT WORTH,TX,48,5,7,3,1,3,,6,5,2,,1,1,2,2,5,4,2,44
593,Supercenter,DOUGLAS GA,GA,28,3,4,2,2,3,3,11,,2,4,4,,2,,7,3,1,48
594,Supercenter,"FAYETTEVILLE, GA",GA,22,2,2,3,2,4,,,5,,2,2,,2,2,,,,24
598,Supercenter,"KEARNEY, NE",NE,429,47,6,3,,2,9,7,,2,8,1,2,2,,5,4,1,52
610,Supercenter,STEPHENVILLE TX,TX,76,5,6,3,,4,4,7,4,2,6,1,1,2,4,3,4,1,52
615,Supercenter,CARTERSVILLE GA,GA,26,2,9,4,,3,,6,5,1,4,1,2,2,2,,,,39
630,Supercenter,FLORENCE SC,SC,38,4,6,3,,5,,6,3,,6,1,,2,2,4,1,1,40
631,Supercenter,EASLEY SC,SC,35,2,3,3,1,3,4,8,4,,,1,1,2,2,4,1,,37
634,Supercenter,CAMDEN SC,SC,38,4,6,3,1,3,7,10,5,2,4,2,1,2,2,5,3,1,57
641,Supercenter,GREENVILLE SC,SC,35,2,2,2,2,2,,9,5,2,2,1,,2,4,7,4,,44
645,Supercenter,NORFOLK NE,NE,433,47,3,3,,1,6,7,4,,2,1,,2,2,6,1,1,39
657,Supercenter,COOKEVILLE TN,TN,152,41,8,2,,5,,5,4,,2,2,1,2,2,,4,,37
658,Supercenter,ROME GA,GA,120,2,7,2,,1,4,8,5,,4,1,1,2,2,7,3,,47
666,Supercenter,SEBRING FL,FL,115,9,4,2,1,2,,8,2,2,2,1,1,2,4,,4,1,36
668,Supercenter,"MCMINNVILLE, TN",TN,152,41,7,3,2,2,7,7,5,2,10,2,1,2,2,4,2,1,59
669,Supercenter,DALTON GA,GA,120,2,5,2,1,4,9,14,4,2,14,4,,2,4,4,,2,71
671,Supercenter,LEBANON TN,TN,152,41,5,2,1,3,,12,2,2,8,1,1,2,2,4,3,1,49
675,Supercenter,UNION CITY TN,TN,146,41,4,2,1,2,,4,4,,12,1,1,2,2,,4,,39
677,Supercenter,DYERSBURG TN,TN,146,41,4,2,,2,,9,,,6,4,,2,,,2,,31
683,Supercenter,LAWRENCEBURG TN,TN,147,12,6,2,2,1,,8,2,,10,3,1,2,2,3,1,,43
684,Supercenter,LEXINGTON TN,TN,147,12,7,3,2,1,,8,4,,14,1,,2,2,1,4,,49
691,Supercenter,"FT. PAYNE, AL",AL,3,14,7,3,,3,3,6,5,2,4,1,1,2,4,,,2,43
698,Supercenter,CLEVELAND TN,TN,119,2,2,3,1,3,3,10,,2,2,3,1,2,,3,5,,40
706,Supercenter,ZEPHYRHILLS FL /UNATILLA,FL,114,9,3,2,,3,,5,2,2,2,3,1,2,2,7,3,,37
711,Supercenter,GLASGOW KY,KY,257,41,1,3,,1,,10,5,2,4,3,2,2,2,8,4,1,48
712,Supercenter,SCOTTSBORO AL,AL,5,12,5,3,1,2,,6,4,2,4,1,1,2,2,7,1,1,42
715,Supercenter,TUSCALOOSA AL,AL,11,14,4,3,2,4,,9,,,6,4,,2,,8,3,,45
729,Supercenter,BARDSTOWN KY,KY,256,41,3,3,,1,3,5,5,,2,1,,2,2,1,3,,31
736,Supercenter,RUSSELVILLE KY,KY,253,41,3,2,1,,4,6,5,,2,2,2,2,2,,,1,32
737,Supercenter,LEWISBURG TN,TN,151,12,9,4,1,1,,4,3,,4,1,1,2,2,,4,,36
752,Supercenter,PASADENA TX,TX,63,6,8,3,2,5,9,6,2,2,4,3,,2,2,,6,2,56
754,Supercenter,STATESBORO GA,GA,30,3,11,3,,6,,7,5,2,4,2,,2,2,4,2,,50
765,Supercenter,"SAN ANTONIO, TX",TX,87,6,2,2,,3,,7,5,2,6,1,1,2,2,,5,,38
768,Supercenter,KATY FRY RD AND I10 TX,TX,65,6,1,4,1,3,,8,2,2,4,1,,2,2,4,1,2,37
780,Supercenter,MONROE GA,GA,25,2,7,3,2,2,,11,2,2,10,1,1,2,2,6,5,,56
789,Supercenter,MESQUITE TX,TX,583,5,1,2,1,5,,9,3,2,,1,,2,4,4,4,2,40
790,Supercenter,MCCOOK NE,NE,429,47,2,3,1,1,,3,4,,2,4,,2,2,,3,,27
796,Supercenter,PERU IL,IL,279,25,4,2,2,1,9,3,2,2,4,2,,2,4,3,5,,45
805,Supercenter,FENTON MO,MO,340,40,3,2,2,1,3,5,2,2,,1,1,2,2,1,4,,31
807,Supercenter,"N RICHLAND HILLS, TX",TX,50,5,3,2,1,3,,7,,,4,2,1,2,2,,1,2,30
813,Supercenter,BROWNWOOD TX,TX,81,5,1,3,2,2,,5,,2,,2,1,2,2,7,2,1,32
816,Supercenter,BROOKHAVEN MS,MS,141,13,3,4,,3,,8,2,,2,1,,2,2,10,1,,38
819,Supercenter,CAPE CORAL FL/FT MYERS,FL,105,9,10,2,1,4,,5,5,2,4,1,,2,4,3,3,1,47
826,Supercenter,FARMINGTON NM,NM,375,46,7,3,1,2,,5,2,,4,1,,2,2,,5,,34
842,Supercenter,"PUEBLO (N), CO",CO,389,54,,2,1,1,,3,5,,6,3,1,2,2,,3,2,31
857,Supercenter,SANFORD FL,FL,94,3,6,2,1,3,,7,2,2,,2,,2,2,,1,,30
865,Supercenter,NEW BRAUNFELS TX,TX,87,6,3,3,1,2,9,10,,2,6,1,2,2,2,10,2,,55
866,Supercenter,"MOBILE (S), AL",AL,1,14,8,3,2,3,3,7,2,2,6,2,,2,2,,4,,46
867,Supercenter,SCOTTSBLUFF NE,NE,429,47,4,2,1,1,5,10,5,2,6,1,1,2,2,4,4,1,51
870,Supercenter,JASPER IN,IN,580,25,5,2,2,1,,5,2,,4,3,,2,2,,2,,30
872,Supercenter,PEARLAND TX,TX,62,6,4,2,,6,6,3,5,2,4,1,2,2,4,,3,2,46
879,Supercenter,LAFAYETTE TN,TN,152,41,7,2,1,1,,7,,,4,3,,2,,,5,,32
880,Supercenter,IRVING TX,TX,50,5,5,3,2,4,3,8,5,2,4,1,,2,2,6,5,2,54
890,Supercenter,ORLANDO (UNION PARK) FL,FL,91,9,6,3,1,6,,10,5,2,8,2,1,2,4,4,1,2,57
896,Supercenter,GRAND PRARIE TX,TX,49,5,5,3,2,3,,7,,2,,1,2,2,,10,,2,39
906,Supercenter,GALLUP NM,NM,384,46,5,2,,5,,10,5,2,40,1,1,2,2,,5,,80
915,Supercenter,STAFFORD/MISSOURI CITY TX,TX,62,6,,2,,5,9,14,2,2,2,3,1,2,2,9,3,,56
919,Supercenter,FT WALTON BEACH FL,FL,15,14,14,2,2,3,4,9,2,2,4,2,1,2,2,,,1,50
938,Supercenter,MONTGOMERY (E) AL,AL,8,14,,2,1,2,,2,4,,,2,,2,2,,2,,19
939,Supercenter,WACO TX,TX,76,5,5,3,2,4,,4,,2,2,2,1,2,,,1,1,29
945,Supercenter,LUBBOCK TX (W),TX,71,46,5,3,2,2,5,5,5,2,8,1,1,2,2,,3,,46
958,Supercenter,PLATTEVILLE WI,WI,263,53,2,2,1,2,,4,5,,2,1,1,2,2,,3,,27
960,Supercenter,DUNNELLON FL,FL,93,3,7,3,,2,3,5,,,4,3,1,2,,5,2,,37
964,Supercenter,EL PASO (S) TX,TX,505,46,3,3,1,3,9,8,4,2,12,1,,2,2,10,8,2,70
967,Supercenter,SPRINGHILL / BROOKSVILLE,FL,104,9,5,3,2,3,,5,2,,2,1,1,2,2,9,1,,38
972,Supercenter,LAKE WORTH TX,TX,479,5,5,3,1,4,5,7,5,2,,2,1,2,2,5,,2,46
974,Supercenter,"WEST MELBOURNE, FL",FL,92,9,5,4,,4,,6,2,2,6,3,1,2,2,5,4,1,47
980,Supercenter,GREELEY CO,CO,378,54,3,3,1,1,3,10,5,,4,3,1,2,2,8,4,1,51
994,Supercenter,NEW PORT RICHNEY (ELFERS),FL,104,9,1,4,,4,,8,3,2,6,1,,2,4,3,3,1,42
999,Supercenter,SAN ANTONIO RAY ELLISON &,TX,86,6,7,2,2,4,,7,2,2,4,3,1,2,2,,,2,40
1001,Supercenter,"PUEBLO, CO",CO,389,54,9,2,1,2,8,6,5,2,8,4,,2,2,,2,,53
1009,Supercenter,REPUBLIC MO,MO,333,40,7,2,2,2,7,5,2,2,2,1,,2,2,4,3,,43
1010,Supercenter,ROCKINGHAM NC,NC,309,26,5,4,,3,,5,2,,2,1,,2,2,7,4,2,39
1023,Supercenter,GALAX VA,VA,311,20,8,3,,1,,3,5,,2,3,1,2,2,4,2,,36
1032,Supercenter,PANAMA CITY FL,FL,15,14,5,4,1,2,,12,2,2,8,2,1,2,2,3,1,,47
1039,Supercenter,MOUNT AIRY NC,NC,304,4,9,2,,5,3,6,,2,4,1,1,2,,10,1,2,48
1041,Supercenter,WESLACO TX,TX,569,6,4,2,,6,9,6,5,2,12,3,1,2,2,4,1,2,61
1055,Supercenter,GARLAND TX,TX,583,5,4,2,,5,9,5,2,2,4,1,1,2,2,7,,2,48
1056,Supercenter,NEWCASTLE OK,OK,353,44,9,3,2,3,,8,2,2,,1,1,2,2,,4,2,41
1058,Supercenter,MONTROSE CO,CO,388,54,2,3,2,,,3,5,,2,2,,2,2,,2,,25
1060,Supercenter,MORGANTON NC,NC,304,4,,2,1,2,,2,3,,6,2,1,2,2,,2,1,26
1062,Supercenter,WEBSTER TX,TX,63,6,2,2,1,3,,7,2,2,,3,,2,2,,1,1,28
1066,Supercenter,PASCAGOULA MS,MS,143,13,7,2,1,4,,6,2,,6,4,,2,4,,4,1,43
1070,Supercenter,ELLIJAY GA,GA,18,2,7,3,,2,,4,,,2,2,1,2,4,,2,,29
1072,Supercenter,TIFTON GA,GA,27,3,3,2,1,2,3,8,3,,,1,,2,2,,,,27
1075,Supercenter,CLARKSVILLE TN,TN,149,12,5,2,2,3,,7,,2,6,1,,2,,4,3,,37
1083,Supercenter,JACKSONVILLE FL,FL,101,3,3,2,1,3,3,6,5,,20,4,,2,2,4,4,,59
1087,Supercenter,STUART FL,FL,107,9,5,2,2,3,,8,5,,,3,1,2,2,5,2,,40
1091,Supercenter,ANDALUSIA AL,AL,7,14,6,3,1,1,,5,,,10,1,1,2,,,,2,32
1099,Supercenter,WICHITA KS,KS,409,44,4,2,1,1,,5,4,,,1,1,2,2,,5,,28
1104,Supercenter,INVERNESS FL,FL,104,9,8,3,1,2,,5,5,,8,1,,2,2,,3,,40
1105,Supercenter,NORTH LITTLE ROCK AR,AR,326,42,2,3,2,1,,5,2,,,1,,2,3,,5,,26
1112,Supercenter,THOMASTON GA,GA,16,3,8,3,1,,,2,5,,2,4,,2,2,,3,1,33
1115,Supercenter,HOHENWALD TN,TN,147,12,,2,1,1,,5,2,,4,1,1,2,2,,2,,23
1118,Supercenter,BALCH SPRINGS TX,TX,55,5,1,2,,3,4,7,4,,8,3,1,2,4,7,3,1,50
1120,Supercenter,GLADSTONE MO,MO,360,40,6,2,2,,,4,5,,6,1,,2,2,8,2,,40
1121,Supercenter,MILLEDGEVILLE GA,GA,21,2,7,3,,3,,2,,,4,2,,2,,,3,,26
1122,Supercenter,EASTANOLLEE GA,GA,18,2,13,2,2,1,,4,3,,4,1,1,2,2,,1,,36
1126,Supercenter,BOERNE TX,TX,506,6,3,2,1,1,,4,3,,2,1,,2,2,2,3,1,27
1132,Supercenter,ASHEBORO NC,NC,298,26,6,2,2,4,7,13,5,2,14,2,2,2,2,10,1,2,76
1133,Supercenter,ALBEMARLE NC,NC,309,26,7,2,1,2,,5,2,,4,4,,2,2,,1,,32
1134,Supercenter,DE FUNIAK SPRINGS FL,FL,7,14,7,2,1,,9,3,5,2,2,3,,2,2,6,2,2,48
1135,Supercenter,HARTSVILLE SC,SC,38,4,8,2,2,1,8,7,,,10,1,2,2,,,5,,48
1137,Supercenter,HOUSTON (UVALDE) TX,TX,60,6,,3,,3,7,5,3,2,8,2,1,2,4,4,4,2,50
1148,Supercenter,WICHITA FALLS TX,TX,349,44,2,2,2,3,7,8,5,1,,4,,2,2,4,3,1,46
1149,Supercenter,"SAFFORD, AZ",AZ,367,46,7,3,,2,,4,,2,10,1,,2,,4,3,1,39
1152,Supercenter,SIOUX CENTER IA,IA,426,52,2,2,2,,8,4,2,2,4,1,,2,2,,4,,35
1156,Supercenter,MOORESVILLE NC,NC,306,4,6,2,,2,,7,2,,,1,2,2,2,,4,1,31
1161,Supercenter,ST CHARLES MO,MO,339,40,1,2,,4,3,3,4,2,,2,,2,2,3,4,2,34
1164,Supercenter,COLUMBIA SC,SC,41,4,6,2,2,2,,4,3,,12,3,1,2,2,,3,,42
1167,Supercenter,KENOSHA WI,WI,435,53,7,2,2,3,,4,,,,1,2,2,,,5,,28
1182,Supercenter,PALM COAST FL,FL,94,3,3,2,,3,3,3,4,,4,2,1,2,2,7,5,,41
1183,Supercenter,"WEST COLUMBIA, SC",SC,41,4,4,2,1,4,5,11,5,2,4,2,1,2,2,7,1,,53
1192,Supercenter,MAGEE MS,MS,141,13,3,2,,2,,7,,,6,2,,2,,,2,,26
1195,Supercenter,WAVELAND MS,MS,143,13,9,2,,2,,6,,,8,1,,2,,7,2,1,40
1197,Supercenter,ROCKY MOUNT NC,NC,301,26,3,3,,4,,5,,,3,1,2,2,,6,2,,31
1203,Supercenter,WIMAUMA FL,FL,116,9,9,2,,4,,5,4,2,12,2,,2,2,9,5,2,60
1205,Supercenter,MACCLENNY FL,FL,101,3,1,2,1,2,3,,2,,12,3,,2,2,,1,2,33
1209,Supercenter,LINCOLNTON NC,NC,305,4,9,2,,3,,6,5,,4,1,,2,2,5,,,39
1213,Supercenter,"BROOKSVILLE, FL",FL,104,9,3,2,1,2,,8,3,2,8,2,1,2,2,,3,2,41
1226,Supercenter,ASHLAND CITY TN,TN,149,12,6,3,1,2,,4,5,,4,2,,2,2,3,1,,35
1231,Supercenter,THORNTON CO,CO,379,54,8,2,,3,,9,2,2,6,1,,2,2,4,,1,42
1232,Supercenter,BELTON TX,TX,81,5,8,3,,2,,5,,2,2,2,,2,2,,2,1,31
1236,Supercenter,GOLDSBORO NC,NC,302,26,3,2,,2,,4,3,,3,2,1,2,2,9,3,1,37
1242,Supercenter,HENDERSONVILLE NC,NC,294,2,7,2,2,2,3,4,4,,12,1,,2,2,4,3,,48
1255,Supercenter,LAURINBURG NC,NC,309,26,6,2,2,1,,7,5,,6,3,,2,2,5,2,,43
1263,Supercenter,"EVANSVILLE, IN",IN,254,41,5,3,,,,11,4,,8,1,,2,2,,1,1,38
1273,Supercenter,FOUNTAIN CO,CO,389,54,11,3,2,1,7,9,2,2,6,3,2,2,2,5,5,2,64
1280,Supercenter,GRAND JUNCTION CO,CO,388,54,6,3,2,1,,5,5,,8,1,,2,2,,4,,39
1287,Supercenter,BURLINGTON NC,NC,296,26,13,3,,4,9,6,3,2,14,2,,2,4,9,1,1,73
1290,Supercenter,WILKESBORO NC,NC,304,4,3,2,,1,,7,5,,4,3,1,2,2,6,,2,38
1292,Supercenter,CHRISTIANSBURG VA,VA,312,75,7,3,2,2,,3,4,,6,1,,2,2,,2,1,35
1293,Supercenter,AUGUSTA GA,GA,30,3,3,2,1,2,,6,2,,,2,,2,2,9,1,,32
1296,Supercenter,SAN BENITO TX,TX,569,6,1,2,1,4,9,4,5,2,8,1,,2,2,,3,,44
1297,Supercenter,CHIEFLAND FL,FL,93,3,5,2,1,1,3,7,4,,4,1,2,2,2,,1,,35
1303,Supercenter,GEORGETOWN TX,TX,81,5,,2,,3,,5,2,1,4,3,2,2,2,6,2,1,35
1306,Supercenter,ALAMOGORDO NM,NM,387,46,5,4,1,1,,6,5,2,4,1,1,2,2,4,5,2,45
1321,Supercenter,"SMITHFIELD, NC",NC,299,26,5,2,1,2,5,9,2,2,8,1,,2,2,6,3,2,52
1322,Supercenter,LEXINGTON NC,NC,308,26,5,3,,3,6,5,5,2,,1,1,2,2,1,1,,37
1324,Supercenter,NOGALES AZ,AZ,366,46,5,4,,2,7,6,5,,2,1,1,2,2,,4,,41
1337,Supercenter,ELKIN NC,NC,304,4,3,3,1,1,3,6,2,,2,1,,2,2,5,,2,33
1338,Supercenter,COLUMBUS (S) GA,GA,16,3,5,4,1,,3,5,,,,3,1,2,,4,3,,31
1339,Supercenter,COLUMBIA (NE) SC,SC,41,4,7,2,2,3,,9,,,12,1,,2,,10,,2,50
1346,Supercenter,OCEAN SPRINGS MS,MS,143,13,12,3,1,2,,10,5,2,8,3,1,2,2,5,2,2,60
1350,Supercenter,LYNCHBURG VA,VA,315,75,8,3,2,5,,5,2,,8,2,,2,2,,2,,41
1355,Supercenter,MOREHEAD CITY NC,NC,302,26,4,3,1,1,,4,2,,2,1,1,2,2,,4,1,28
1360,Supercenter,"FAYETTEVILLE, WV",WV,317,20,6,2,,,,9,4,,4,1,2,2,2,,5,,37
1363,Supercenter,MADISON GA,GA,21,2,1,4,1,,,8,5,,2,1,,2,2,,1,,27
1367,Supercenter,WARNER ROBINS GA,GA,32,3,8,3,2,3,,7,4,,2,2,2,2,2,,1,,38
1368,Supercenter,WEST UNION OH,OH,218,21,,3,1,,,2,4,,4,3,,2,2,,,,21
1375,Supercenter,MARIANNA FL,FL,97,3,8,2,,1,,2,4,,2,1,1,2,2,,,2,27
1379,Supercenter,GREENVILLE NC,NC,301,26,3,2,2,2,,8,3,,2,1,,2,2,,,1,28
1380,Supercenter,LAS VEGAS NM,NM,375,46,2,3,1,2,9,7,2,2,4,1,1,2,4,,8,2,50
1397,Supercenter,ALBQUERQUE (NW) NM,NM,384,46,5,4,1,1,3,5,2,2,6,1,1,2,2,,,2,37
1399,Supercenter,BEDFORD VA,VA,315,75,5,3,,2,,4,5,,,1,,2,2,,3,,27
1406,Supercenter,WINCHESTER VA,VA,286,75,8,3,,2,,3,2,,6,1,2,2,2,4,1,1,37
1408,Supercenter,TALLAHASSEE(W) FL,FL,97,3,5,3,,3,3,6,5,,4,2,,2,2,,5,,40
1414,Supercenter,BELEN NM,NM,384,46,9,3,1,1,6,7,2,2,14,2,,2,4,3,3,,59
1424,Supercenter,COLONIAL HEIGHTS VA,VA,290,75,6,3,1,4,,10,3,,4,1,,2,2,7,4,,47
1426,Supercenter,ASHLAND KY,KY,259,41,8,3,,1,,8,5,,6,2,1,2,2,,,1,39
1446,Supercenter,RICE LAKE WI,WI,436,53,12,2,2,1,,5,4,,4,1,,2,2,,2,2,39
1450,Supercenter,RIPLEY WV,WV,316,20,,2,1,,,2,2,,8,1,,2,2,1,3,,24
1454,Supercenter,QUINCY IL,IL,275,25,5,2,1,3,,3,2,,8,1,,2,2,,2,,31
1458,Supercenter,"FT. OGLETHORPE, GA",GA,120,2,7,2,2,5,,5,,,8,1,2,2,,4,2,1,41
1463,Supercenter,XENIA OH,OH,221,21,6,3,,1,,3,2,,4,1,1,2,2,6,4,,35
1469,Supercenter,CHATTANOOGA (CENTRAL) TN,TN,120,2,4,2,1,2,,6,5,,8,1,,2,2,4,5,,42
1474,Supercenter,YUMA AZ,AZ,365,57,9,2,2,2,5,6,5,2,10,1,1,2,2,2,3,2,56
1479,Supercenter,VALPARAISO IN,IN,238,19,6,4,1,2,,3,5,,8,1,,2,2,3,2,,39
1486,Supercenter,FARMVILLE VA,VA,314,75,6,2,,2,,3,5,,4,1,,2,2,,4,,31
1494,Supercenter,CORPUS CHRISTI TX,TX,78,6,9,2,,3,,5,5,,2,2,1,2,2,,1,,34
1499,Supercenter,LEWISBURG WV,WV,317,20,2,4,1,1,,4,3,,2,1,,2,2,,1,,23
1502,Supercenter,ROANOKE RAPIDS NC,NC,301,26,6,2,,2,,8,5,,4,1,2,2,2,,3,,37
1505,Supercenter,PIKEVILLE KY,KY,258,41,7,2,1,2,3,9,,,8,2,,2,,,1,,37
1514,Supercenter,ARNOLD MO,MO,340,40,1,3,2,2,,5,,2,,1,2,2,,7,3,1,31
1522,Supercenter,ELKINS WV,WV,320,75,7,2,,3,,4,5,,8,3,2,2,2,,,2,40
1524,Supercenter,"CHESTER, VA",VA,290,75,2,2,,3,,6,5,,4,1,2,2,2,,3,,32
1525,Supercenter,MECHANICSVILLE VA,VA,287,75,6,2,1,1,,3,5,,,4,,2,2,,5,,31
1529,Supercenter,YORK PA,PA,233,22,4,2,,5,,5,2,,6,2,1,2,2,,3,,34
1531,Supercenter,CARPENTERSVILLE IL,IL,270,25,7,2,,4,10,7,,2,,2,1,2,,5,5,,47
1541,Supercenter,ROYAL PALM BEACH FL,FL,107,9,3,2,2,3,,4,,1,2,1,,2,2,5,,1,28
1544,Supercenter,CLARKSBURG WV,WV,320,75,6,3,2,3,,8,5,,4,1,,2,2,1,,1,38
1554,Supercenter,STOCKTON CA,CA,452,56,5,3,1,2,,7,5,2,10,1,,2,2,8,5,,53
