Market Number,Store Number,Total Season Pallets Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
165,3337,13,13,13
165,3339,35,31,33
165,3774,19,18,19
165,5384,-   ,0,0
165,5476,18,16,17
166,2141,42,36,35
166,5495,-   , -   ,0
166,5881,18,18,19
166,5891,21,20,20
167,2263,18,18,19
167,2945,21,21,22
167,3475,17,16,16
167,3501,24,22,24
167,3541,16,13,14
167,4687,22,19,20
167,5239,24,22,23
168,1777,17,17,17
168,2145,28,25,26
168,2252,21,20,21
168,2614,28,27,29
168,2641,25,23,24
168,3810,16,16,17
168,4612,29,26,29
170,2068,26,24,26
170,2096,17,14,15
170,2445,14,13,14
170,2446,26,25,26
170,2650,18,19,20
170,3564,14,14,14
170,5130,-   ,0,0
170,5649,13,12,12
171,2156,-   , -   ,0
171,8331,35,33,34
172,2916,-   ,0,0
172,5293,97,89,89
172,5295,38,36,38
173,2163,-   ,0,0
173,2284,19,19,19
173,3543,-   ,0,0
174,2003,15,11,10
174,2294,7,6,6
174,2365,18,17,18
174,2368,25,24,25
174,2497,17,16,17
174,2503,10,9,10
174,2582,-   ,1,1
175,2633,-   ,0,0
175,2651,10,9,10
175,2825,-   ,0,0
175,3078,16,15,16
175,3469,33,30,32
175,4153,16,12,12
175,5201,-   , -   ,0
176,3292,-   ,0,0
176,3912,11,8,7
176,5111,-   ,0,0
176,5447,45,31,31
176,5867,27,25,27
176,7636,,,8
178,1977,14,13,14
178,2195,8,8,8
178,3236,21,19,19
178,3830,17,16,17
178,5012,19,20,22
178,5142,15,14,15
178,5414,10,9,9
179,1797,28,24,24
179,1856,55,52,56
179,1924,57,57,61
179,1932,23,22,24
179,1974,-   , -   ,0
179,2013,34,31,31
179,2047,29,27,29
179,2143,17,17,18
179,2178,75,75,82
179,5076,28,24,26
180,1866,21,18,19
180,1868,25,24,25
180,1939,24,23,23
180,2046,22,21,23
180,2140,17,16,17
180,2183,18,17,18
180,2202,16,15,16
180,2634,23,22,23
180,3269,9,9,9
181,1975,19,18,20
181,2369,13,12,13
181,2639,13,12,13
181,2682,12,12,13
181,2758,9,8,8
181,4156,32,31,33
181,4389,23,22,24
183,1698,9,9,10
183,1749,13,12,12
183,1788,17,16,16
183,1954,12,11,12
183,2055,20,19,20
183,2130,12,8,7
183,2153,18,17,16
183,2330,17,15,16
183,2398,-   ,0,0
184,1753,12,11,11
184,1796,17,15,16
184,1907,26,24,26
184,2142,13,10,10
184,2399,12,11,12
187,1871,56,53,57
187,1946,59,61,67
187,1994,63,60,65
187,2092,9,9,10
187,2116,35,34,37
187,2424,21,20,22
187,3329,40,39,42
187,3334,37,35,38
187,4403,25,23,25
187,5497,30,27,29
187,5498,27,24,26
188,1940,28,23,24
188,1997,34,26,26
188,2056,31,27,29
188,2097,17,13,13
188,2152,15,14,14
188,2351,23,20,20
188,2370,17,16,17
188,2504,31,30,32
188,2844,25,22,22
188,3583,18,16,16
189,1677,35,33,35
189,1806,32,29,31
189,2093,30,25,24
189,2146,22,21,22
189,2234,56,51,56
189,2264,-   , -   ,0
189,2285,40,36,39
189,2444,45,42,42
189,2874,24,23,24
190,1781,43,38,39
190,1835,57,50,52
190,1976,48,46,48
190,2120,43,41,45
190,2135,31,30,30
190,2262,36,34,36
190,2992,30,29,31
190,3221,26,23,25
190,5240,22,21,23
190,5732,26,22,23
191,1705,32,29,31
191,1830,37,35,37
191,1831,23,20,21
191,1926,21,17,17
191,2166,25,24,26
191,2581,26,23,24
191,2911,36,33,35
191,3332,33,31,32
191,5242,31,28,30
192,1619,21,19,21
192,1673,28,26,27
192,1731,21,20,22
192,1744,29,28,31
192,1813,24,23,24
192,2785,20,14,14
192,3280,18,17,18
192,3842,19,20,22
192,5282,19,18,18
194,1949,39,37,40
194,1966,28,27,28
194,1973,42,41,43
194,2159,46,44,47
194,2164,29,27,28
194,2326,-   ,0,0
194,2405,41,39,42
194,2859,24,22,23
194,5027,29,27,29
195,1909,57,56,57
195,1993,32,30,33
195,2088,39,36,39
195,2107,34,32,35
195,2210,21,18,18
195,2355,25,21,22
195,2586,32,27,26
195,3607,21,19,20
195,4597,23,21,22
196,1542,32,27,28
196,1936,60,57,58
196,2079,27,24,25
196,2100,28,25,28
196,2338,26,24,24
196,2358,29,26,27
196,2417,21,19,20
196,2434,35,31,33
196,2522,24,21,22
196,2545,26,24,27
197,1790,25,21,20
197,2631,24,21,22
197,2872,22,20,21
197,2912,24,20,19
197,3336,16,15,15
197,3476,14,11,11
197,4383,33,26,27
197,5761,28,9,8
197,5842,25,21,21
200,1791,20,19,20
200,1923,21,11,9
200,1942,6,7,8
200,2102,18,16,16
200,2238,20,17,17
200,2493,10,9,8
200,2567,12,10,11
200,3328,14,16,16
200,3453,10,9,9
200,3458,24,22,21
200,3876,7,7,7
200,5386,14,13,14
201,1540,18,20,20
201,2010,35,33,33
201,2061,17,14,14
201,2062,14,15,15
201,2678,17,15,15
201,3436,20,17,17
201,4439,22,19,19
201,5064,13,12,12
201,5065,13,9,9
201,5280,14,12,12
202,1593,18,16,16
202,1642,16,14,15
202,1771,17,15,15
202,1809,29,20,18
202,1836,28,22,22
202,2080,18,15,16
202,2620,13,11,11
202,3791,14,9,9
202,5160,29,24,25
202,5411,12,9,9
202,5472,17,14,15
203,1423,16,15,14
203,1733,17,15,15
203,1754,18,16,17
203,2618,16,15,15
203,2700,21,18,18
203,2869,20,20,19
203,4540,13,14,14
203,5048,19,16,16
203,5893,19,13,12
204,1422,21,19,20
204,1428,24,19,20
204,1432,35,29,30
204,1719,33,27,26
204,1752,25,23,25
204,2014,39,36,38
204,2619,21,19,20
204,2644,18,14,14
204,5097,20,17,18
204,5159,39,37,37
204,5376,26,24,26
205,1592,25,22,23
205,1611,47,41,42
205,1798,33,25,24
205,1928,12,12,13
205,1987,30,28,30
205,2273,19,19,20
205,2354,15,12,12
205,2693,33,30,32
205,3632,22,20,21
205,3726,22,18,18
205,4243,27,22,23
206,2559,16,14,15
206,2692,20,20,22
206,2873,20,17,18
206,2959,22,20,21
206,3487,18,15,15
206,4424,28,25,27
206,4660,16,14,15
206,5844,42,39,40
207,1416,12,12,12
207,1913,9,8,9
207,2191,17,15,16
207,2350,15,14,14
207,3445,15,14,13
207,4479,11,10,10
207,5028,16,13,13
207,5029,22,19,19
207,5030,21,19,20
207,5385,15,11,11
208,1707,31,29,31
208,2063,22,23,25
208,2197,42,36,38
208,2211,32,28,29
208,2506,12,11,11
208,2541,29,25,26
208,2910,31,28,29
208,3722,22,19,18
208,3860,24,21,22
209,1857,-   , -   ,0
209,1863,21,19,19
209,1927,21,20,20
209,2313,18,17,17
209,2359,62,58,60
209,2362,22,20,20
209,3250,24,21,22
209,3293,30,26,28
209,3608,21,19,19
209,5387,41,39,39
213,1429,22,21,23
213,1445,11,10,10
213,1448,32,30,31
213,1539,28,24,26
213,1622,14,13,13
213,1628,16,16,16
213,1986,24,22,23
213,2613,15,13,12
213,3809,9,8,9
213,5309,26,19,19
213,5471,24,23,24
214,1839,25,23,24
214,2073,29,26,26
214,2266,22,21,22
214,2316,24,18,17
214,4255,23,21,22
214,4285,24,23,22
214,5066,25,20,20
214,5082,19,18,18
215,1812,27,22,23
215,1894,25,23,24
215,1911,25,23,23
215,2323,12,10,11
215,2914,35,33,34
215,2966,29,27,29
215,5285,18,17,18
215,5410,32,29,28
216,1724,17,16,17
216,1782,41,38,41
216,1937,35,27,27
216,2078,37,35,36
216,2115,38,35,38
216,2149,30,25,26
216,2209,41,37,39
216,2684,37,34,36
216,2823,47,44,47
216,2852,22,20,21
216,3262,37,34,36
216,3581,36,30,30
217,1239,11,10,11
217,1595,14,13,14
217,2426,47,18,17
217,2471,6,7,7
217,2725,17,16,17
217,2774,9,9,9
217,3812,7,6,7
217,5185,18,17,18
217,5203,14,13,13
218,1368,25,23,24
218,1427,33,26,26
218,1519,34,33,34
218,1564,46,44,44
218,2400,41,37,39
218,2572,29,26,27
218,2605,46,41,44
218,3251,25,21,21
218,3282,18,16,16
218,3486,31,28,30
218,3515,30,27,27
219,1594,33,28,28
219,2098,36,32,32
219,2726,25,23,24
219,3447,15,14,15
219,3580,37,35,37
219,3792,21,20,20
219,5184,17,17,18
219,5466,21,19,20
219,5857,15,15,16
221,1289,30,24,22
221,1407,16,13,13
221,1441,8,9,10
221,1503,13,13,13
221,1504,9,8,9
221,2309,16,13,13
221,2441,12,11,12
221,3502,11,10,10
221,3571,17,15,16
221,3784,17,16,16
221,5499,19,18,17
222,1264,19,17,18
222,1330,20,17,18
222,1333,14,13,13
222,1433,9,9,10
222,1718,17,15,16
222,1750,22,21,22
222,2542,8,8,8
222,3206,21,20,21
222,3300,20,18,17
222,3840,15,13,14
222,5355,21,16,16
223,1331,19,18,19
223,1410,11,11,12
223,1463,42,29,28
223,1495,19,15,15
223,2124,18,19,19
223,2429,41,33,33
223,3641,30,28,30
223,3765,13,11,12
223,3783,14,11,12
223,5104,10,10,11
223,5409,14,12,13
225,1443,22,17,16
225,1510,17,16,17
225,1521,7,6,6
225,1961,19,16,17
225,2250,11,8,8
225,2447,12,12,12
225,2967,22,18,18
225,3342,21,20,21
225,3749,13,9,8
225,4609,10,10,10
226,1623,37,35,37
226,1884,51,43,46
226,1945,36,32,35
226,2024,40,34,35
226,2064,24,23,24
226,2208,63,58,60
226,2480,36,34,37
226,2543,23,23,23
226,4276,19,16,16
227,1948,29,27,28
227,2193,42,37,38
227,2300,26,25,27
227,2588,33,31,33
227,3738,23,21,22
227,3838,26,24,25
227,4644,20,19,21
228,1656,34,33,33
228,2278,40,38,41
228,2561,39,36,39
228,2597,47,45,49
228,2674,28,26,28
228,2909,27,26,28
228,3253,29,27,29
228,3281,35,33,33
228,3429,33,31,33
228,3514,30,31,32
228,5360,29,27,28
228,5445,23,21,21
229,1568,36,35,35
229,1770,28,24,25
229,1820,43,38,38
229,1883,33,31,32
229,1885,63,57,60
229,2008,-   ,0,0
229,2287,37,33,35
229,2540,47,41,44
229,3223,40,39,38
229,4643,18,15,16
231,1765,35,33,35
231,1935,52,47,49
231,2059,35,32,35
231,2318,27,27,29
231,2502,34,31,33
231,2663,44,41,44
231,2664,41,32,34
231,3228,26,22,20
231,5241,36,33,35
231,5356,19,18,19
232,1644,30,28,30
232,1794,30,29,31
232,2169,39,38,41
232,2185,31,27,28
232,2255,22,21,22
232,2481,26,26,28
232,2528,34,31,33
232,2535,33,31,32
232,3412,27,24,25
232,3634,27,25,27
233,1529,50,48,49
233,2023,36,28,27
233,2205,25,25,26
233,2334,24,24,26
233,2340,29,32,34
233,2519,31,30,32
233,2888,27,26,28
233,4404,29,27,28
233,5200,-   ,0,0
234,1591,29,27,29
234,1823,33,31,33
234,1850,30,28,30
234,1886,36,32,34
234,2574,32,31,33
234,3633,34,35,38
234,5358,19,20,21
234,5469,24,23,24
234,5888,12,12,12
235,1739,55,47,48
235,2019,45,43,46
235,2199,46,38,38
235,2281,40,38,39
235,2420,42,39,41
235,2611,32,30,32
235,4501,26,25,27
235,5088,39,33,35
235,5379,28,27,29
235,5446,25,24,25
237,1607,36,34,37
237,1640,18,17,18
237,1684,-   ,0,0
237,1769,45,43,47
237,1792,39,34,36
237,2049,50,45,48
237,2129,49,47,51
237,2230,31,28,30
237,4348,41,39,42
237,5470,36,32,34
238,1479,27,23,23
238,1487,15,14,14
238,1618,27,24,22
238,2276,21,20,20
238,2544,22,20,22
238,2817,40,25,22
238,2818,23,19,20
238,4631,18,16,16
239,1480,10,9,9
239,1665,18,19,20
239,1728,22,21,22
239,1729,17,16,17
239,1745,28,26,27
239,1758,24,21,22
239,2035,16,13,14
239,2275,9,8,8
239,2388,13,13,14
239,3747,18,19,21
239,5374,23,21,22
242,497,24,22,24
242,526,11,11,11
242,1053,22,21,21
242,3294,26,25,27
242,4450,15,14,15
242,5417,19,17,19
242,5418,20,12,11
242,7290,17,15,16
243,922,30,29,30
243,1033,24,23,24
243,1142,27,23,24
243,1157,16,12,12
243,1160,23,19,19
243,1180,18,17,18
243,1327,31,27,28
243,1476,43,33,32
243,2691,26,24,25
243,2968,15,13,13
243,7087,20,20,22
246,854,12,9,9
246,1329,26,23,25
246,1547,17,19,20
246,1962,30,26,27
246,2339,13,12,13
246,2771,15,12,12
246,3851,21,20,20
247,1294,19,19,21
247,1304,19,17,18
247,1378,19,22,23
247,1425,16,16,17
247,1566,12,11,12
247,1639,9,12,12
247,1667,22,20,20
247,1978,31,30,32
247,2311,14,14,15
247,2679,20,17,18
247,4399,14,12,13
248,1388,20,16,16
248,1419,14,11,11
248,1570,25,22,23
248,1647,21,14,13
248,1709,22,20,21
248,1804,12,11,11
248,2819,14,14,14
248,4230,26,18,19
248,4231,11,10,11
248,5025,15,15,16
249,884,24,21,22
249,1141,31,29,32
249,1459,16,14,15
249,1580,28,22,21
249,2787,14,12,12
249,3435,16,14,14
249,3529,26,24,25
249,5443,16,14,15
249,5483,24,20,21
251,828,22,19,20
251,902,22,20,21
251,995,24,21,21
251,1310,23,23,25
251,1356,25,22,23
251,1629,-   , -   ,0
251,1991,28,26,28
251,4235,31,28,27
251,4417,22,19,20
253,143,34,24,24
253,204,25,24,25
253,282,23,22,24
253,294,20,19,20
253,430,26,27,28
253,431,30,28,29
253,491,41,40,44
253,653,25,24,25
253,655,31,29,30
253,736,18,17,18
253,3362,17,15,15
254,257,20,13,13
254,299,32,27,28
254,333,21,19,20
254,694,36,31,32
254,701,23,25,26
254,1263,31,26,26
254,1341,24,24,25
254,1676,30,27,28
254,3363,27,23,25
254,5236,20,18,18
254,5728,22,20,21
256,445,47,41,44
256,589,25,22,23
256,709,45,41,42
256,729,30,28,30
256,1165,27,22,23
256,1170,24,21,20
256,1675,17,15,15
256,4118,28,25,26
256,6931,16,16,16
257,569,34,30,31
257,665,35,29,28
257,689,43,39,41
257,711,45,38,38
257,719,35,33,36
257,825,26,22,22
257,1048,36,31,33
257,1190,29,27,29
257,1234,38,27,28
257,2654,15,13,13
258,552,1,1,1
258,739,66,56,54
258,1113,74,70,76
258,1233,84,79,85
258,1247,81,75,80
258,1259,34,32,34
258,1505,83,75,80
258,1743,-   ,0,0
259,591,26,25,27
259,702,28,25,27
259,1139,52,47,48
259,1140,31,29,31
259,1426,47,43,46
259,1478,64,57,60
259,1569,37,33,36
259,2638,39,34,36
259,3894,30,24,25
259,4461,35,30,31
260,493,20,21,23
260,507,29,23,23
260,519,16,14,14
260,571,30,27,27
260,584,28,25,26
260,692,30,27,28
260,720,21,20,21
260,1210,29,26,26
260,2628,16,14,15
260,2783,25,23,23
262,844,25,19,19
262,852,13,12,12
262,1003,19,18,19
262,1307,19,16,17
262,1386,19,16,17
262,1548,16,14,16
262,2956,13,12,13
262,4323,12,11,11
262,4699,13,11,12
263,802,20,13,13
263,933,16,15,16
263,958,15,16,17
263,1490,22,20,22
263,1740,31,27,29
263,1955,19,19,20
263,2532,28,21,20
263,3837,25,18,18
263,5044,11,9,9
263,5398,16,14,15
264,786,18,16,17
264,1420,9,7,8
264,1553,8,7,7
264,1814,11,9,10
264,1848,8,7,8
264,1898,10,8,8
264,4405,12,11,11
264,5352,20,14,14
264,5442,7,7,7
265,1401,17,14,14
265,1596,11,8,8
265,2215,12,11,12
265,3400,13,12,12
265,3790,11,10,10
265,4286,11,10,10
265,4531,12,11,11
266,1256,16,13,12
266,1497,13,12,13
266,1556,16,14,14
266,3601,10,8,8
266,4049,16,15,16
266,4529,10,9,10
266,5486,9,8,8
266,5965,16,12,13
267,1998,11,11,11
267,2204,14,11,11
267,3725,11,11,12
267,5402,14,13,14
267,5617,18,14,15
268,1681,13,11,11
268,1737,8,7,7
268,1892,17,18,19
268,1897,8,8,8
268,1938,12,8,8
268,3004,20,19,20
268,5485,13,11,11
269,1228,10,10,11
269,1404,8,7,7
269,1668,13,12,12
269,1735,8,7,8
269,3891,10,9,9
269,3893,12,11,12
269,5199,14,13,14
269,5276,-   ,0,0
270,1211,10,8,9
270,1377,14,14,15
270,1413,16,15,16
270,1531,5,6,7
270,3434,20,12,12
270,3597,20,18,19
270,4641,13,10,11
270,5060,11,10,10
271,196,18,15,14
271,216,37,35,37
271,222,29,27,28
271,233,15,13,13
271,237,30,28,30
271,252,16,15,16
271,262,33,27,27
271,302,21,18,19
271,833,17,15,16
272,198,29,27,26
272,213,36,34,37
272,224,31,29,31
272,317,23,21,22
272,435,34,32,33
272,436,25,24,24
272,454,15,13,15
272,506,11,13,13
272,936,36,32,31
272,1395,27,25,27
272,4259,12,11,11
273,254,20,18,18
273,422,21,20,20
273,481,33,25,24
273,550,13,11,11
273,612,17,15,16
273,798,11,10,11
273,1093,14,14,15
273,1734,15,12,13
273,2491,27,22,22
273,2934,16,14,14
273,3255,16,13,13
273,5403,16,13,13
275,200,42,40,43
275,334,17,15,15
275,343,21,18,19
275,609,52,42,41
275,1451,13,13,13
275,1454,39,37,39
275,1602,22,21,23
275,1690,38,36,36
275,2728,23,22,23
275,3210,26,21,22
275,3602,28,26,29
278,197,21,20,21
278,199,16,15,16
278,603,32,29,30
278,1028,21,20,22
278,1125,23,20,18
278,1421,23,19,20
278,3459,14,12,13
278,3460,28,25,26
278,5157,12,11,12
279,633,21,19,20
279,636,14,14,14
279,775,28,25,27
279,792,1,1,1
279,796,32,27,28
279,891,23,20,21
279,2231,30,27,30
279,4511,30,25,25
279,5399,23,20,21
280,1674,39,38,42
280,1703,34,33,35
280,2233,21,21,21
280,2357,27,24,23
280,2566,29,26,28
280,2756,21,22,22
280,2790,25,24,26
280,4423,43,26,25
281,1968,24,20,20
281,2045,26,22,21
281,2577,23,20,22
281,3489,12,12,12
281,3780,29,28,29
282,1875,37,33,34
282,2279,29,25,25
282,2435,24,23,24
282,5382,25,23,24
283,1985,19,19,20
283,2194,-   ,0,0
283,3035,11,10,11
283,5753,10,10,11
283,5936,7,7,7
283,5968,8,8,8
284,1736,37,36,38
284,1741,33,32,35
284,1860,30,28,30
284,3802,36,34,36
284,5039,34,32,35
284,5450,23,22,23
284,5795,22,21,22
285,1890,32,30,32
285,2272,20,21,21
285,2460,36,34,35
285,2514,28,24,24
285,2560,20,19,19
285,2791,26,25,26
285,2931,25,24,25
285,3843,23,21,21
285,4378,17,16,18
286,1406,22,21,21
286,1825,15,12,13
286,2437,12,10,10
286,2564,12,11,12
286,2647,15,14,15
286,3344,32,31,33
286,3573,22,21,21
286,4514,18,17,18
286,5105,23,22,23
286,6952,16,14,15
287,1523,15,14,15
287,1525,18,17,17
287,1730,24,23,23
287,2295,18,17,18
287,2795,18,18,18
287,3869,5,5,5
287,4191,5,5,5
287,4350,16,15,16
287,7032,18,17,18
288,1631,27,22,23
288,1682,23,17,17
288,1687,22,19,20
288,1759,26,25,26
288,1773,24,23,25
288,3214,27,16,16
288,3219,19,19,20
288,3265,33,31,33
288,3831,21,19,18
288,4623,11,10,11
289,1688,14,13,14
289,1811,17,17,17
289,1841,24,23,24
289,2529,24,25,26
289,3216,25,26,27
289,3644,33,31,32
289,4064,26,25,25
289,5253,26,25,25
289,5488,23,20,20
289,5922,11,10,11
290,1424,22,21,22
290,1524,15,14,15
290,1969,15,14,14
290,2160,16,16,17
290,2808,19,18,19
290,2821,15,12,13
290,4476,13,12,13
290,5847,15,14,15
291,1833,20,18,18
291,1852,25,21,20
291,2136,27,27,29
291,2438,22,22,22
291,2520,16,15,16
291,3588,29,24,24
291,4258,17,16,18
291,4638,25,25,28
291,5343,39,36,37
291,5731,16,15,16
292,1904,16,15,17
292,2015,11,10,11
292,2038,18,17,18
292,3077,18,15,15
292,3639,11,11,11
292,5880,7,7,7
292,5969,7,5,5
293,2412,25,25,25
293,2436,17,16,16
293,2850,17,17,18
293,3720,15,14,15
293,3804,16,14,14
294,1036,32,29,29
294,1179,20,19,20
294,1217,12,12,12
294,1242,14,13,12
294,1663,23,22,22
294,2440,17,16,17
294,4334,21,21,23
294,4428,12,11,11
296,1191,13,12,12
296,1287,25,23,23
296,1288,14,15,14
296,1579,11,8,7
296,2137,16,15,16
296,2256,18,15,14
296,2845,13,12,13
296,3182,3,5,5
296,3612,17,16,16
296,5346,17,16,17
297,1614,8,7,7
297,1751,-   , -   ,0
297,1953,21,16,16
297,2058,12,10,10
297,4250,10,10,11
297,4484,23,17,17
297,5118,18,17,18
297,5254,7,9,10
297,5292,30,23,23
298,1132,25,23,25
298,1498,12,12,12
298,1558,21,20,22
298,1842,19,17,17
298,2704,17,15,16
298,3304,16,15,15
298,3305,15,12,13
298,3658,24,21,22
298,5320,31,30,32
299,1237,24,22,21
299,1321,32,29,28
299,1372,23,19,19
299,1664,37,34,34
299,2247,13,12,12
299,2836,23,19,20
299,3889,13,12,12
299,4458,17,14,15
299,4499,30,30,29
299,4564,35,24,24
299,5046,27,25,24
299,5743,26,24,24
300,1268,30,19,17
300,1348,18,16,16
300,1352,16,15,15
300,1392,15,11,11
300,1767,42,39,39
300,2580,27,24,23
300,2772,31,25,23
300,4065,17,14,14
300,4273,29,26,26
300,7243,11,8,8
301,1197,54,44,43
301,1354,25,22,22
301,1379,20,18,18
301,1502,35,33,33
301,1527,33,31,33
301,1641,18,15,15
301,1950,22,20,20
301,2000,12,12,13
301,2730,25,21,21
301,4459,25,21,20
301,5851,31,29,28
302,1236,28,24,23
302,1298,32,24,22
302,1300,39,30,30
302,1355,24,22,23
302,1661,27,23,22
302,3701,15,13,14
302,3825,24,17,16
302,3864,32,30,31
302,7009,21,19,19
302,7179,26,23,23
302,7238,12,7,6
304,948,25,17,17
304,1039,28,26,28
304,1060,24,20,21
304,1064,24,18,19
304,1096,15,14,14
304,1131,12,10,11
304,1290,20,18,19
304,1337,17,15,16
304,1662,24,21,22
304,4224,24,22,22
304,4410,19,15,16
305,1034,17,18,18
305,1209,23,22,23
305,1385,15,16,18
305,1464,14,13,14
305,4274,25,23,24
305,4594,15,14,15
305,5085,7,7,7
305,5298,15,14,15
305,5481,12,10,10
305,5745,20,20,21
306,1027,16,15,15
306,1133,15,14,15
306,1156,6,8,9
306,1821,-   ,0,0
306,2005,30,26,26
306,2134,6,4,3
306,4574,18,12,12
306,5747,16,16,16
306,5879,13,12,13
308,1322,17,17,17
308,1552,23,21,20
308,1613,15,13,13
308,1849,18,18,18
308,2472,16,16,16
308,2793,15,16,17
308,3503,19,19,19
308,3626,19,20,20
308,4477,13,14,15
308,6789,14,13,14
309,877,23,20,19
309,1010,20,19,20
309,1097,22,15,15
309,1255,21,20,21
309,1452,5,5,5
309,1666,13,12,13
309,2908,15,12,12
309,3371,12,10,11
309,3700,19,18,20
309,5063,13,12,13
310,1155,28,23,23
310,1238,29,28,28
310,1261,22,20,21
310,1312,11,9,9
310,1774,26,25,26
310,2929,33,30,31
310,3595,22,19,20
310,5489,14,11,11
310,5787,16,15,16
310,6879,28,26,28
310,6958,29,25,27
311,154,24,23,25
311,1023,34,32,34
311,1302,41,39,42
311,1763,46,43,46
311,2089,25,23,25
311,2761,22,21,23
311,3270,22,20,22
311,3303,18,17,18
311,3480,18,17,18
311,3772,33,26,26
312,1243,20,16,16
312,1292,18,16,16
312,1301,18,15,15
312,1309,11,12,13
312,1652,17,15,16
312,2312,15,15,16
312,2337,18,17,17
312,2762,18,15,14
312,3243,17,16,17
312,3770,25,20,20
314,1345,15,14,15
314,1465,25,23,24
314,1486,27,25,27
314,1934,19,16,18
314,2645,2,6,6
314,2705,14,14,15
314,2805,16,14,15
314,3768,13,12,13
314,4636,20,19,20
315,1335,18,17,17
315,1344,14,14,14
315,1350,29,25,25
315,1399,13,13,13
315,1726,13,12,12
315,1780,12,11,12
315,2565,20,16,16
315,2807,13,12,13
315,4682,48,28,24
315,4697,15,15,16
315,5117,19,20,21
316,1450,43,38,39
316,2244,38,33,34
316,2548,55,48,51
316,2576,66,52,49
316,2610,65,60,66
316,2792,21,21,21
316,2810,20,18,19
316,2849,29,25,25
316,4277,42,38,40
316,5296,33,29,30
317,1351,46,43,46
317,1360,32,30,32
317,1477,33,30,30
317,1499,40,37,36
317,2036,54,48,50
317,2646,13,11,12
317,2662,16,15,17
317,2933,40,37,39
317,4278,65,52,51
317,5319,46,41,44
317,6951,24,22,23
320,1522,39,31,31
320,1544,56,62,67
320,1653,29,27,30
320,1714,51,49,48
320,2027,60,58,63
320,2083,31,29,32
320,2474,34,33,34
320,2696,14,14,15
320,2809,26,25,27
320,2833,21,20,21
320,2894,40,38,40
320,3215,33,30,33
320,4372,25,24,25
321,16,45,30,30
321,55,18,17,18
321,66,27,24,25
321,67,25,24,25
321,125,41,36,38
321,141,40,38,41
321,230,-   , -   ,0
321,279,13,13,14
321,358,20,18,20
321,388,21,19,20
321,3231,22,21,22
322,2,42,37,37
322,54,40,13,13
322,76,25,23,24
322,144,29,29,29
322,359,26,24,26
322,373,9,9,9
322,914,21,20,20
323,1,24,22,23
323,4,32,30,30
323,100,37,35,37
323,4108,32,26,25
323,5260,29,26,28
323,5261,31,30,32
324,85,26,24,26
324,124,22,19,19
324,126,12,12,12
324,3230,27,25,27
324,4460,17,16,15
324,5244,11,10,10
324,5706,18,17,18
325,33,11,10,10
325,52,28,26,27
325,58,39,31,30
325,127,20,19,19
325,133,6,7,8
325,261,30,28,31
325,296,22,22,22
325,318,12,11,12
325,336,15,14,14
325,1065,10,10,10
325,5433,19,18,20
326,5,38,33,35
326,7,22,21,22
326,8,24,20,19
326,24,26,23,22
326,169,13,13,13
326,1105,23,22,24
326,2575,24,21,20
326,2587,41,35,34
326,4168,21,20,21
327,83,11,10,10
327,102,10,11,12
327,167,8,8,8
327,171,11,12,13
327,289,-   ,0,0
327,348,17,16,16
327,530,19,19,20
327,714,9,8,9
327,3331,27,24,23
328,11,49,46,47
328,18,11,9,10
328,71,33,28,28
328,119,35,33,35
328,157,46,43,44
328,160,37,29,29
328,281,18,17,18
328,788,20,19,20
328,1114,20,19,19
328,1147,18,17,18
329,36,33,30,32
329,45,25,21,21
329,62,10,9,10
329,68,12,12,13
329,70,20,19,21
329,74,9,8,8
329,91,15,13,13
329,128,16,15,16
329,190,30,25,25
329,229,13,12,12
333,15,54,50,52
333,56,16,15,16
333,379,21,20,20
333,444,19,19,21
333,1009,25,25,27
333,2175,26,24,26
333,2221,26,25,26
333,2702,21,19,20
333,4381,36,35,38
334,13,22,20,22
334,17,38,34,36
334,34,34,31,31
334,48,23,19,20
334,59,40,37,39
334,79,31,29,32
334,92,28,21,21
334,267,31,25,26
334,338,17,16,16
334,888,18,17,16
334,7249,13,11,12
335,9,31,28,28
335,19,74,62,65
335,30,35,32,33
335,37,44,42,45
335,69,66,59,60
335,82,16,15,16
335,95,46,42,41
335,122,20,20,21
335,152,35,33,34
335,188,40,35,36
335,337,23,22,24
336,21,41,36,38
336,29,42,39,41
336,65,30,28,29
336,89,33,31,32
336,101,35,33,35
336,219,50,48,50
336,354,25,23,25
336,357,27,22,22
336,815,24,23,25
336,5477,26,22,23
339,60,34,32,34
339,145,20,19,20
339,243,36,35,36
339,648,30,25,25
339,1021,28,27,28
339,1161,27,23,24
339,1188,9,8,9
339,1265,15,14,16
339,2600,24,19,17
339,2616,36,33,33
339,5313,32,31,31
339,5927,16,15,16
340,99,26,25,26
340,172,41,38,40
340,295,24,19,18
340,313,37,36,38
340,805,36,31,31
340,1177,18,17,16
340,1514,47,45,47
340,2213,26,25,26
340,2694,16,15,15
340,3061,12,12,12
340,5150,22,21,21
341,201,31,29,31
341,253,25,25,24
341,256,40,36,36
341,328,34,29,29
341,361,25,21,22
341,1071,37,35,38
341,1418,30,23,22
341,1761,22,22,22
341,4695,38,36,38
344,108,21,19,20
344,132,12,11,11
344,134,29,25,26
344,150,25,23,25
344,178,9,8,8
344,221,25,23,25
344,227,19,18,18
344,392,24,21,21
344,499,28,26,27
344,564,31,29,31
344,622,31,29,31
