DC Number,Type,Date,Application,Summary,CRQ,CRQ Link,Blast Radius
8852,Enhancement,8/7/2025,Inventory,Auto purge jobs were enabled for Witron and Dematic DCs,CHG3396289,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=1186d88c83db66900dfa36647daad3ba&recordUrl=change_request.do%3Fsys_id%3D1186d88c83db66900dfa36647daad3ba&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL001"
2364,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
4020,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
6055,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
6062,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
6071,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
6073,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
6099,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
7019,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
7030,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
7055,Enhancement Pilot,8/7/2025,Order Filling/ Order Processing,Pilot deployment of Atlas OT to EI fixes was completed to resolve order tracking and allocation issues.,CHG3386185,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=3a4e4296974f2a5c74c3f52f2153af60&recordUrl=change_request.do%3Fsys_id%3D3a4e4296974f2a5c74c3f52f2153af60&sysparm_stack=&sysparm_view=,CELL011
2971,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
4047,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6047,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6059,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6074,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6091,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6097,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6858,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
7014,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
7016,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
2364,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
4020,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6055,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6062,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6071,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6073,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6099,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
7019,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
7030,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
7055,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
3010,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
4154,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6072,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6085,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6095,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6096,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
7012,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
7017,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
7023,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
8851,Enhancement Pilot,8/7/2025,Atlas Moves,Pilot purge job change in Atlas was backed out due to failure. Modification in-process.,CHG3278391,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=737485ff474e26d4941906f0a36d4325&recordUrl=change_request.do%3Fsys_id%3D737485ff474e26d4941906f0a36d4325&sysparm_stack=&sysparm_view=,"Cell010, Cell011 and Cell012"
6042,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6057,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6065,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6077,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6082,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6083,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6084,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
8348,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
7013,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
7021,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
7047,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
7048,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
7077,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
7084,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
8397,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
8852,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
3010,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
4154,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6072,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6085,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6095,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
6096,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
7012,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
7017,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
7023,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
8851,Enhancement,8/7/2025,Inventory,New rapid relayer was successfully installed under the inventory namespace ,CHG3388559,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4d75857e878baa9cd3dbc8c5cebb35ca&recordUrl=change_request.do%3Fsys_id%3D4d75857e878baa9cd3dbc8c5cebb35ca&sysparm_stack=&sysparm_view=,"Cell001, Cell002, Cell012"
3010,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
4154,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
6072,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
