win,store,codeid,barcode,,,
104378258,5845,614,078742231740006214498538895819,,,
104404891,1435,615,078742231740006214498539351078,,,
104408878,5162,616,078742231740006214498539606395,,,
104435862,1009,617,078742231740006214498541191191,,,
104503741,1567,618,078742231740006214498546301654,,,
104513004,1917,619,078742231740006214498551465169,,,
104568525,923,620,078742231740006214498551730630,,,
104591913,3589,621,078742231740006214498552227515,,,
104693859,1274,622,078742231740006214498552481957,,,
104696230,544,623,078742231740006214498552550130,,,
104757799,1240,624,078742231740006214498554843036,,,
104791391,1256,625,078742231740006214498555713444,,,
104911813,2141,626,078742231740006214498556331064,,,
104925199,4450,627,078742231740006214498562734596,,,
104955598,1596,628,078742231740006214498563172910,,,
104969314,2894,629,078742231740006214498568139384,,,
105008808,99,630,078742231740006214498569430490,,,
105058615,115,631,078742231740006214498570409284,,,
105078445,469,632,078742231740006214498572020332,,,
105088535,2123,633,078742231740006214498573736307,,,
105162096,2844,634,078742231740006214498575922130,,,
105289534,284,635,078742231740006214498577690031,,,
105395100,2725,636,078742231740006214498578384201,,,
105404410,2516,637,078742231740006214498581297790,,,
105458837,4430,638,078742231740006214498583052258,,,
105480935,1302,639,078742231740006214498583098412,,,
105591184,3624,640,078742231740006214498587555520,,,
105605106,100,641,078742231740006214498592794544,,,
105641733,7301,642,078742231740006214498593234943,,,
105705333,2609,643,078742231740006214498595722612,,,
105712163,923,644,078742231740006214498605394104,,,
105748197,1900,645,078742231740006214498607366900,,,
105753275,1560,646,078742231740006214498607479352,,,
105866103,5048,647,078742231740006214498609410056,,,
105866816,3407,648,078742231740006214498613097200,,,
105897196,49,649,078742231740006214498613704153,,,
105928920,2023,650,078742231740006214498618583018,,,
105979493,1261,651,078742231740006214498627266131,,,
106064839,3510,652,078742231740006214498631496483,,,
106078585,541,653,078742231740006214498631887443,,,
106110652,1439,654,078742231740006214498632922179,,,
106115425,2804,655,078742231740006214498633132733,,,
106116522,1588,656,078742231740006214498634419522,,,
106131405,1874,657,078742231740006214498634862795,,,
106160959,2832,658,078742231740006214498636606413,,,
106294608,563,659,078742231740006214498640065477,,,
106305895,2103,660,078742231740006214498643209953,,,
106348855,811,661,078742231740006214498644673658,,,
106433666,414,662,078742231740006214498645008008,,,
106451439,119,663,078742231740006214498648758536,,,
106453470,4336,664,078742231740006214498648897761,,,
106524590,517,665,078742231740006214498650341024,,,
106545472,189,666,078742231740006214498653166374,,,
106550448,2141,667,078742231740006214498654996470,,,
106597952,3751,668,078742231740006214498655336670,,,
106605845,3017,669,078742231740006214498658616492,,,
106694897,2638,670,078742231740006214498659883312,,,
106695400,405,671,078742231740006214498660305226,,,
106899971,3207,672,078742231740006214498660809723,,,
106903327,1535,673,078742231740006214498661136236,,,
106904597,2692,674,078742231740006214498661933125,,,
106905576,773,675,078742231740006214498664122032,,,
108330527,360,676,078742231740006214498668506852,,,
108352875,1243,677,078742231740006214498670237308,,,
108429475,2366,678,078742231740006214498671430332,,,
108467926,3056,679,078742231740006214498675522896,,,
108761762,5368,680,078742231740006214498677738644,,,
109029756,886,681,078742231740006214498683321047,,,
109073043,2073,682,078742231740006214498683460750,,,
109168794,5326,683,078742231740006214498685201132,,,
109188080,2021,684,078742231740006214498686796898,,,
109573467,4484,685,078742231740006214498687304586,,,
111301515,5445,686,078742231740006214498688576394,,,
205706411,5402,687,078742231740006214498689205544,,,
206031805,988,688,078742231740006214498692428496,,,
206089474,2288,689,078742231740006214498693516979,,,
206709470,1446,690,078742231740006214498694511815,,,
208436975,1748,691,078742231740006214498696225544,,,
208439889,3709,692,078742231740006214498697933260,,,
208464668,1205,693,078742231740006214498698151984,,,
208476192,332,694,078742231740006214498699197683,,,
208856156,772,695,078742231740006214498699413039,,,
210037419,1395,696,078742231740006214498699553203,,,
210038026,3825,697,078742231740006214498703219602,,,
210108101,5300,698,078742231740006214498711935730,,,
210233166,1146,699,078742231740006214498714627494,,,
210319500,3795,700,078742231740006214498717619437,,,
210336538,5133,701,078742231740006214498724628353,,,
210424869,4674,702,078742231740006214498725046781,,,
210482197,5095,703,078742231740006214498728530478,,,
210533653,5316,704,078742231740006214498733684935,,,
210590019,659,705,078742231740006214498733743772,,,
210805914,3218,706,078742231740006214498733754375,,,
210892869,1920,707,078742231740006214498737438740,,,
210904442,3838,708,078742231740006214498737489945,,,
210952393,2333,709,078742231740006214498739055408,,,
210967868,1596,710,078742231740006214498745568070,,,
211085024,159,711,078742231740006214498746671007,,,
211270589,5156,712,078742231740006214498746936121,,,
211319532,2334,713,078742231740006214498747883747,,,
211320763,2279,714,078742231740006214498748471650,,,
211376469,2078,715,078742231740006214498749217523,,,
211422936,1596,716,078742231740006214498749688107,,,
211439529,4156,717,078742231740006214498751484773,,,
211779083,1965,718,078742231740006214498756311330,,,
211924403,3739,719,078742231740006214498758419751,,,
212033777,5962,720,078742231740006214498759999285,,,
212035357,1134,721,078742231740006214498762524831,,,
212206484,1130,722,078742231740006214498763306962,,,
212628563,3422,723,078742231740006214498763462400,,,
212704494,2607,724,078742231740006214498764970483,,,
212786687,5118,725,078742231740006214498765673730,,,
212794299,3620,726,078742231740006214498767359112,,,
212853792,947,727,078742231740006214498768504411,,,
213045439,5402,728,078742231740006214498768648948,,,
213060099,1240,729,078742231740006214498769844009,,,
213105598,1845,730,078742231740006214498770706471,,,
213285587,2105,731,078742231740006214498770811385,,,
213504098,1144,732,078742231740006214498773938665,,,
213611121,5455,733,078742231740006214498774848117,,,
213652102,5334,734,078742231740006214498775768395,,,
213663423,5876,735,078742231740006214498776848371,,,
214334905,247,736,078742231740006214498779574870,,,
214335708,5410,737,078742231740006214498783234732,,,
214526554,5402,738,078742231740006214498786135277,,,
214998789,3542,739,078742231740006214498787416616,,,
215080961,1928,740,078742231740006214498789331890,,,
215663747,3762,741,078742231740006214498789857104,,,
215741864,819,742,078742231740006214498790320668,,,
216023043,2482,743,078742231740006214498790904549,,,
216333367,4530,744,078742231740006214498791491641,,,
216401367,4325,745,078742231740006214498793204168,,,
216488667,772,746,078742231740006214498794194404,,,
216868792,5134,747,078742231740006214498798306932,,,
217278998,673,748,078742231740006214498799847309,,,
217347350,5293,749,078742231740006214498800400236,,,
217397356,2595,750,078742231740006214498800515252,,,
217851828,48,751,078742231740006214498802225778,,,
218004676,2469,752,078742231740006214498806665701,,,
218315951,772,753,078742231740006214498809446931,,,
218577388,2805,754,078742231740006214498812349672,,,
218723741,1341,755,078742231740006214498812426984,,,
218743866,3136,756,078742231740006214498813790539,,,
218766939,1628,757,078742231740006214498814039099,,,
218768162,1917,758,078742231740006214498815896525,,,
218881967,315,759,078742231740006214498817010189,,,
218888267,3324,760,078742231740006214498819317510,,,
218933398,3709,761,078742231740006214498819703371,,,
218990208,5190,762,078742231740006214498820682715,,,
219097528,964,763,078742231740006214498821812439,,,
219228777,3827,764,078742231740006214498825521292,,,
219278320,1943,765,078742231740006214498826534538,,,
219380957,5402,766,078742231740006214498829283822,,,
219522611,3403,767,078742231740006214498829924416,,,
219529985,1807,768,078742231740006214498830621656,,,
219639421,1229,769,078742231740006214498830843247,,,
219639496,113,770,078742231740006214498831557447,,,
219778596,3439,771,078742231740006214498834452089,,,
219862263,2517,772,078742231740006214498839780165,,,
220095921,247,773,078742231740006214498841194656,,,
220145193,1216,774,078742231740006214498841464889,,,
220658739,2142,775,078742231740006214498841922055,,,
220661350,52,776,078742231740006214498842906024,,,
220752696,2805,777,078742231740006214498848467494,,,
220885773,3523,778,078742231740006214498851591928,,,
221068852,7009,779,078742231740006214498854940232,,,
221134160,2310,780,078742231740006214498859733057,,,
221737487,2897,781,078742231740006214498860127293,,,
221910499,4115,782,078742231740006214498862162988,,,
222084519,2141,783,078742231740006214498864348762,,,
222084626,4368,784,078742231740006214498865879692,,,
222228381,5817,785,078742231740006214498874879417,,,
222717250,284,786,078742231740006214498875426634,,,
222931979,914,787,078742231740006214498878509017,,,
223011905,2745,788,078742231740006214498881796989,,,
223489449,2695,789,078742231740006214498883210012,,,
223576071,942,790,078742231740006214498887581520,,,
223679851,2065,791,078742231740006214498889909039,,,
224278431,1461,792,078742231740006214498892963661,,,
224462304,1794,793,078742231740006214498900129039,,,
224605330,1265,794,078742231740006214498901820480,,,
225098923,6370,795,078742231740006214498905948152,,,
225156706,3067,796,078742231740006214498907332467,,,
225185975,2493,797,078742231740006214498915387476,,,
225440376,1173,798,078742231740006214498917322533,,,
225488574,709,799,078742231740006214498920345228,,,
225718091,5046,800,078742231740006214498920422428,,,
225841837,755,801,078742231740006214498922701068,,,
228971282,7032,802,078742231740006214498923932395,,,
229258324,2204,803,078742231740006214498924249972,,,
229845808,3435,804,078742231740006214498936801751,,,
229941986,1121,805,078742231740006214498943004282,,,
229965470,5150,806,078742231740006214498954741782,,,
230006284,5293,807,078742231740006214498957401178,,,
100044887,2221,808,078742231740006214498959128223,,,
100051091,126,809,078742231740006214498960472506,,,
100061232,477,810,078742231740006214498960783100,,,
100061693,343,811,078742231740006214498968619761,,,
100082463,7,812,078742231740006214498972538892,,,
100088404,144,813,078742231740006214498974181794,,,
100100363,508,814,078742231740006214498976198922,,,
100100908,3627,815,078742231740006214498979754040,,,
100178800,1382,816,078742231740006214498982623676,,,
100191922,1631,817,078742231740006214498984109216,,,
100224921,5320,818,078742231740006214498991335518,,,
100252477,2720,819,078742231740006214498991703615,,,
100391531,343,820,078742231740006214498992412677,,,
100471565,1245,821,078742231740006214498995469924,,,
100485728,2495,822,078742231740006214498995672020,,,
100531129,1549,823,078742231740006214498996538830,,,
100611678,1131,824,078742231740006214498999933493,,,
100619124,917,825,078742231740006214499001004297,,,
100629138,1631,826,078742231740006214499001287527,,,
100710681,1761,827,078742231740006214499001499319,,,
100767031,277,828,078742231740006214499004713082,,,
100772727,624,829,078742231740006214499009946360,,,
100863124,1862,830,078742231740006214499011139389,,,
100906008,1379,831,078742231740006214499011285889,,,
100916761,925,832,078742231740006214499011349655,,,
100922189,1708,833,078742231740006214499014273970,,,
100945866,6978,834,078742231740006214499017201848,,,
100946128,722,835,078742231740006214499020259976,,,
101019430,2643,836,078742231740006214499021012357,,,
101045544,5105,837,078742231740006214499022210343,,,
101093125,2130,838,078742231740006214499023330940,,,
101115768,2881,839,078742231740006214499023928155,,,
101122570,915,840,078742231740006214499030477424,,,
101134067,167,841,078742231740006214499031330790,,,
101357374,1293,842,078742231740006214499031428124,,,
101360206,1892,843,078742231740006214499034462826,,,
101371934,1215,844,078742231740006214499038802779,,,
101419256,1829,845,078742231740006214499041969525,,,
101423833,614,846,078742231740006214499042419251,,,
101444415,5460,847,078742231740006214499042577179,,,
101465306,1293,848,078742231740006214499044248766,,,
101468466,1284,849,078742231740006214499044447727,,,
101489202,285,850,078742231740006214499045796698,,,
101494182,3268,851,078742231740006214499046194197,,,
101539233,2115,852,078742231740006214499047892331,,,
101565854,698,853,078742231740006214499056752470,,,
101584821,3281,854,078742231740006214499058376830,,,
101629823,2785,855,078742231740006214499062865373,,,
101678891,2316,856,078742231740006214499063612373,,,
101702089,359,857,078742231740006214499066564595,,,
101733784,100,858,078742231740006214499068045275,,,
101752447,3077,859,078742231740006214499069610618,,,
101765881,1072,860,078742231740006214499071452563,,,
101773040,100,861,078742231740006214499072317782,,,
101800436,1768,862,078742231740006214499072713656,,,
101810136,4579,863,078742231740006214499075489226,,,
101811457,5150,864,078742231740006214499079255007,,,
101835820,3297,865,078742231740006214499090614623,,,
101904014,3351,866,078742231740006214499093158260,,,
101910554,4381,867,078742231740006214499094454757,,,
101941021,2073,868,078742231740006214499095787211,,,
101965853,2037,869,078742231740006214499095924218,,,
102003969,578,870,078742231740006214499095984060,,,
102007545,185,871,078742231740006214499096368986,,,
102024707,1439,872,078742231740006214499096649002,,,
102037759,205,873,078742231740006214499100186803,,,
102160240,1635,874,078742231740006214499101525645,,,
102173377,5425,875,078742231740006214499102444048,,,
102200609,1134,876,078742231740006214499102596993,,,
102236850,3199,877,078742231740006214499103530182,,,
102238239,844,878,078742231740006214499104060956,,,
102304565,1964,879,078742231740006214499105214212,,,
102309964,5404,880,078742231740006214499106958684,,,
102310535,71,881,078742231740006214499108547121,,,
102311445,4325,882,078742231740006214499109687613,,,
102314671,1739,883,078742231740006214499111530844,,,
102332643,2101,884,078742231740006214499112394726,,,
102336866,2644,885,078742231740006214499112602951,,,
102344924,1240,886,078742231740006214499112641528,,,
102352394,730,887,078742231740006214499118446581,,,
102367198,3510,888,078742231740006214499118525988,,,
102398841,2956,889,078742231740006214499118535259,,,
102439428,3624,890,078742231740006214499121223482,,,
102498479,2702,891,078742231740006214499121471937,,,
102500742,723,892,078742231740006214499122209086,,,
102518563,1498,893,078742231740006214499123707894,,,
102527809,2221,894,078742231740006214499128703187,,,
102685649,4161,895,078742231740006214499129216624,,,
102739303,5275,896,078742231740006214499130458047,,,
102740760,3493,897,078742231740006214499130537674,,,
102801260,1778,898,078742231740006214499139593210,,,
102808282,1073,899,078742231740006214499140776596,,,
102809307,2923,900,078742231740006214499142827511,,,
102815453,4616,901,078742231740006214499144241507,,,
102819724,4129,902,078742231740006214499148098549,,,
102830021,1554,903,078742231740006214499148409551,,,
102846951,3307,904,078742231740006214499148733964,,,
102898522,477,905,078742231740006214499152703456,,,
102943109,789,906,078742231740006214499155182091,,,
102949376,6394,907,078742231740006214499155562228,,,
102996766,1371,908,078742231740006214499158124374,,,
103010201,2690,909,078742231740006214499158897276,,,
103067434,2253,910,078742231740006214499161763675,,,
103085081,5234,911,078742231740006214499163373361,,,
103109917,2265,912,078742231740006214499166231286,,,
103125321,2865,913,078742231740006214499169962964,,,
103194056,309,914,078742231740006214499171790232,,,
103218438,914,915,078742231740006214499172928135,,,
103258074,2626,916,078742231740006214499173673091,,,
103269413,3241,917,078742231740006214499175922438,,,
103275853,969,918,078742231740006214499182201440,,,
103285979,2545,919,078742231740006214499182322665,,,
103289123,1176,920,078742231740006214499187033510,,,
103295614,647,921,078742231740006214499188672300,,,
103305892,381,922,078742231740006214499192843880,,,
103356484,5717,923,078742231740006214499192869113,,,
103367664,501,924,078742231740006214499195262794,,,
103397739,250,925,078742231740006214499204913329,,,
103404188,447,926,078742231740006214499206198235,,,
103485850,3309,927,078742231740006214499211107783,,,
103495463,3896,928,078742231740006214499211894880,,,
103510669,4581,929,078742231740006214499212758229,,,
103514406,3858,930,078742231740006214499214528496,,,
103544880,1074,931,078742231740006214499215554281,,,
103673972,2855,932,078742231740006214499217752975,,,
103698478,673,933,078742231740006214499219865181,,,
103698791,5078,934,078742231740006214499219958662,,,
103705479,381,935,078742231740006214499230425526,,,
103725222,984,936,078742231740006214499232500156,,,
103727781,100,937,078742231740006214499232812831,,,
103730203,1504,938,078742231740006214499233226219,,,
103735945,148,939,078742231740006214499233449006,,,
103752278,4219,940,078742231740006214499234314943,,,
103762249,73,941,078742231740006214499238352350,,,
103839364,4529,942,078742231740006214499242370423,,,
103863616,1681,943,078742231740006214499244724262,,,
103910981,407,944,078742231740006214499248651887,,,
103912189,2438,945,078742231740006214499249311491,,,
103927864,2352,946,078742231740006214499249911720,,,
103956739,2291,947,078742231740006214499254269487,,,
103976306,5210,948,078742231740006214499255469034,,,
104026177,1224,949,078742231740006214499255584374,,,
104035493,318,950,078742231740006214499256609939,,,
104038500,950,951,078742231740006214499260313173,,,
104066344,944,952,078742231740006214499260954797,,,
104164573,1249,953,078742231740006214499261528947,,,
104166822,513,954,078742231740006214499265220119,,,
104206597,2649,955,078742231740006214499266796114,,,
104228413,4488,956,078742231740006214499266986106,,,
104262643,1664,957,078742231740006214499267680814,,,
104331703,4690,958,078742231740006214499267807411,,,
104339581,6932,959,078742231740006214499270363578,,,
104404590,401,960,078742231740006214499273182894,,,
104411508,5419,961,078742231740006214499275459786,,,
104415481,6879,962,078742231740006214499280355050,,,
104431091,1372,963,078742231740006214499283947375,,,
104472307,125,964,078742231740006214499284448263,,,
104475974,1585,965,078742231740006214499288351017,,,
104513903,1238,966,078742231740006214499291189119,,,
104553917,371,967,078742231740006214499292565392,,,
104631670,5612,968,078742231740006214499292626569,,,
104763690,2330,969,078742231740006214499293049274,,,
104768715,5388,970,078742231740006214499298221001,,,
104773149,1769,971,078742231740006214499298394505,,,
104804852,5085,972,078742231740006214499300698424,,,
104806368,5960,973,078742231740006214499302118891,,,
104837117,1707,974,078742231740006214499310516627,,,
104840805,3106,975,078742231740006214499311796257,,,
104844154,348,976,078742231740006214499312955162,,,
104863173,1225,977,078742231740006214499313305500,,,
104865865,2285,978,078742231740006214499315145160,,,
104867183,2587,979,078742231740006214499315927275,,,
104906355,3214,980,078742231740006214499316906930,,,
104934132,1578,981,078742231740006214499319582051,,,
104943054,745,982,078742231740006214499320284886,,,
104959395,1014,983,078742231740006214499323303246,,,
105068321,5037,984,078742231740006214499325421555,,,
105080244,3201,985,078742231740006214499326289134,,,
105104655,4168,986,078742231740006214499327423175,,,
105113217,2211,987,078742231740006214499327697530,,,
105126723,5057,988,078742231740006214499332141312,,,
105128472,5231,989,078742231740006214499333922170,,,
105135459,1229,990,078742231740006214499333930961,,,
105138624,13,991,078742231740006214498031906851,,,
105147281,543,992,078742231740006214498032272692,,,
105149553,1963,993,078742231740006214498033722193,,,
105166647,2803,994,078742231740006214498037422325,,,
105189370,1040,995,078742231740006214498045793433,,,
105193031,3888,996,078742231740006214498045951753,,,
105251189,7326,997,078742231740006214498046871115,,,
105260202,2862,998,078742231740006214498048475978,,,
105265789,3510,999,078742231740006214498051189626,,,
105341408,415,1000,078742231740006214498052153682,,,
105342054,4678,1001,078742231740006214498052896594,,,
105359453,1075,1002,078742231740006214498055295328,,,
105365739,3461,1003,078742231740006214498057622983,,,
105377127,5301,1004,078742231740006214498061460381,,,
105447474,1322,1005,078742231740006214498069108213,,,
105448999,3387,1006,078742231740006214498070589568,,,
105461173,893,1007,078742231740006214498070957965,,,
105516030,2012,1008,078742231740006214498074880772,,,
105544571,435,1009,078742231740006214498077386968,,,
105561111,5335,1010,078742231740006214498083130245,,,
105680158,653,1011,078742231740006214498084477509,,,
105724072,595,1012,078742231740006214498086763206,,,
105775641,5743,1013,078742231740006214498088301912,,,
105799751,5353,1014,078742231740006214498090197774,,,
105800827,1847,1015,078742231740006214498092264214,,,
105845182,3596,1016,078742231740006214498093651461,,,
105907783,1683,1017,078742231740006214498094829539,,,
105913244,381,1018,078742231740006214498096807620,,,
105917180,1849,1019,078742231740006214498096863827,,,
105978904,3639,1020,078742231740006214498105409237,,,
105979957,1542,1021,078742231740006214498107020699,,,
105980644,1708,1022,078742231740006214498110984005,,,
105990136,1618,1023,078742231740006214498111961128,,,
106006748,5313,1024,078742231740006214498115314723,,,
106011176,100,1025,078742231740006214498115840334,,,
106041080,673,1026,078742231740006214498119579850,,,
106078123,943,1027,078742231740006214498121049301,,,
106085749,3500,1028,078742231740006214498121971140,,,
106155492,1762,1029,078742231740006214498125287292,,,
106157499,4378,1030,078742231740006214498126729233,,,
106175319,5799,1031,078742231740006214498127371910,,,
106212884,3763,1032,078742231740006214498127973746,,,
106228888,5882,1033,078742231740006214498128085025,,,
106254303,3219,1034,078742231740006214498129134388,,,
106264759,1785,1035,078742231740006214498129334729,,,
106283230,2950,1036,078742231740006214498131786150,,,
106316003,7294,1037,078742231740006214498133559503,,,
106343098,4285,1038,078742231740006214498133724762,,,
106346689,5092,1039,078742231740006214498136496482,,,
106480679,645,1040,078742231740006214498136896897,,,
106482101,965,1041,078742231740006214498137998319,,,
106495578,221,1042,078742231740006214498139126814,,,
106535431,743,1043,078742231740006214498139211103,,,
106540760,924,1044,078742231740006214498141195507,,,
106548939,719,1045,078742231740006214498143481012,,,
106564212,721,1046,078742231740006214498144977385,,,
106575684,2526,1047,078742231740006214498146240998,,,
106612717,944,1048,078742231740006214498147610216,,,
106613305,661,1049,078742231740006214498148303398,,,
106615847,3563,1050,078742231740006214498148981338,,,
106649680,4627,1051,078742231740006214498149949510,,,
106689033,4643,1052,078742231740006214498150178584,,,
106697599,2674,1053,078742231740006214498150432689,,,
106714807,1905,1054,078742231740006214498151083725,,,
106726680,5091,1055,078742231740006214498153345667,,,
106743112,819,1056,078742231740006214498156398333,,,
106761375,4616,1057,078742231740006214498156581502,,,
106768053,3400,1058,078742231740006214498157900389,,,
106776100,5300,1059,078742231740006214498158990490,,,
106776424,4627,1060,078742231740006214498163847759,,,
106781798,753,1061,078742231740006214498164211201,,,
106809587,1042,1062,078742231740006214498164756507,,,
106815850,3103,1063,078742231740006214498165851727,,,
106817564,660,1064,078742231740006214498166853313,,,
106850410,1731,1065,078742231740006214498171264953,,,
106855105,1298,1066,078742231740006214498172573997,,,
108248346,144,1067,078742231740006214498174033884,,,
108267809,163,1068,078742231740006214498176919674,,,
108268597,203,1069,078742231740006214498178480729,,,
108367450,517,1070,078742231740006214498183813782,,,
108422301,3383,1071,078742231740006214498183939987,,,
108423324,105,1072,078742231740006214498185659228,,,
108452786,746,1073,078742231740006214498189076933,,,
108464797,676,1074,078742231740006214498189491790,,,
108571210,1280,1075,078742231740006214498189682131,,,
108617524,1082,1076,078742231740006214498189710011,,,
108720114,1800,1077,078742231740006214498190815944,,,
108785911,1623,1078,078742231740006214498191310887,,,
108911644,1172,1079,078742231740006214498193259995,,,
109056693,1677,1080,078742231740006214498193284182,,,
109088709,5155,1081,078742231740006214498195560643,,,
109097206,2882,1082,078742231740006214498197284001,,,
109227132,3371,1083,078742231740006214498201629283,,,
109310804,3493,1084,078742231740006214498201680335,,,
109326567,5193,1085,078742231740006214498202638124,,,
109332778,5152,1086,078742231740006214498202760179,,,
109334444,5152,1087,078742231740006214498209103104,,,
109413192,2122,1088,078742231740006214498212937740,,,
109455740,1960,1089,078742231740006214498214289451,,,
109631108,5428,1090,078742231740006214498216705237,,,
110932719,3562,1091,078742231740006214498223091416,,,
110990649,3473,1092,078742231740006214498226460346,,,
112356038,2607,1093,078742231740006214498227867877,,,
112356560,5422,1094,078742231740006214498229404482,,,
112524221,990,1095,078742231740006214498229808199,,,
114118147,5369,1096,078742231740006214498230305636,,,
114850303,2317,1097,078742231740006214498236307281,,,
115022640,1242,1098,078742231740006214498240853562,,,
201540138,144,1099,078742231740006214498241539016,,,
203871720,4558,1100,078742231740006214498241859697,,,
205796797,3270,1101,078742231740006214498243401499,,,
205884290,2990,1102,078742231740006214498244991218,,,
206582631,1254,1103,078742231740006214498252533162,,,
206729127,1,1104,078742231740006214498255203096,,,
207826049,1181,1105,078742231740006214498256113204,,,
207847957,404,1106,078742231740006214498257053506,,,
208013369,1440,1107,078742231740006214498258765305,,,
208374940,1406,1108,078742231740006214498259187865,,,
208376111,152,1109,078742231740006214498259740278,,,
208402991,3831,1110,078742231740006214498261257693,,,
208406968,1111,1111,078742231740006214498261535343,,,
208419672,1684,1112,078742231740006214498261744185,,,
208426171,4168,1113,078742231740006214498262417011,,,
208431757,622,1114,078742231740006214498263275323,,,
208441389,445,1115,078742231740006214498268908227,,,
208444595,2761,1116,078742231740006214498269585126,,,
208539560,2922,1117,078742231740006214498274092690,,,
208573550,2614,1118,078742231740006214498274561456,,,
208601555,1816,1119,078742231740006214498274699564,,,
208606070,1134,1120,078742231740006214498277202467,,,
208606476,1015,1121,078742231740006214498278482347,,,
208630666,548,1122,078742231740006214498279256782,,,
208675366,1374,1123,078742231740006214498280541990,,,
208718366,3331,1124,078742231740006214498283789314,,,
208750507,3127,1125,078742231740006214498284446879,,,
208857925,1370,1126,078742231740006214498285624282,,,
208865794,595,1127,078742231740006214498287584462,,,
208907924,143,1128,078742231740006214498287911228,,,
208907925,744,1129,078742231740006214498288195747,,,
208927644,2682,1130,078742231740006214498289467529,,,
208956065,1563,1131,078742231740006214498291437465,,,
209034518,5420,1132,078742231740006214498292369748,,,
210018415,1075,1133,078742231740006214498296281087,,,
210048702,7361,1134,078742231740006214498297910613,,,
210170094,228,1135,078742231740006214498301503371,,,
210205265,3847,1136,078742231740006214498304292197,,,
210221788,1578,1137,078742231740006214498305558360,,,
210221876,5858,1138,078742231740006214498305736193,,,
210314938,141,1139,078742231740006214498309158620,,,
210319862,5461,1140,078742231740006214498313052352,,,
210339683,1229,1141,078742231740006214498313858186,,,
210365643,1514,1142,078742231740006214498316905178,,,
210395073,2842,1143,078742231740006214498317746202,,,
210448459,1458,1144,078742231740006214498319232293,,,
210453477,1014,1145,078742231740006214498322792898,,,
210534300,700,1146,078742231740006214498324774657,,,
210556829,1987,1147,078742231740006214498325692528,,,
210558717,1379,1148,078742231740006214498326306109,,,
210579696,1691,1149,078742231740006214498336018062,,,
210652510,1298,1150,078742231740006214498337460430,,,
210766615,706,1151,078742231740006214498339204561,,,
210774632,2400,1152,078742231740006214498341633735,,,
210812510,5140,1153,078742231740006214498345952779,,,
210954823,330,1154,078742231740006214498350613752,,,
211021806,3114,1155,078742231740006214498353291536,,,
211038742,3379,1156,078742231740006214498354759670,,,
211101770,743,1157,078742231740006214498359935045,,,
211126027,325,1158,078742231740006214498361290356,,,
211133788,4255,1159,078742231740006214498362145847,,,
211160386,2888,1160,078742231740006214498364266116,,,
211313746,1732,1161,078742231740006214498365222637,,,
211325485,370,1162,078742231740006214498365499669,,,
211333087,2459,1163,078742231740006214498366176544,,,
211334562,3796,1164,078742231740006214498370368491,,,
211337236,4137,1165,078742231740006214498378657974,,,
211337976,1482,1166,078742231740006214498381292684,,,
211378987,817,1167,078742231740006214498381663600,,,
211399403,5101,1168,078742231740006214498381844427,,,
211407122,3296,1169,078742231740006214498385712655,,,
211419915,3241,1170,078742231740006214498386660510,,,
211451315,480,1171,078742231740006214498386699872,,,
211467954,4233,1172,078742231740006214498387525603,,,
211473741,5394,1173,078742231740006214498388551151,,,
211516130,1293,1174,078742231740006214498389048558,,,
211545468,462,1175,078742231740006214498389094450,,,
211575028,4240,1176,078742231740006214498390420038,,,
211588217,916,1177,078742231740006214498390548123,,,
211608076,3601,1178,078742231740006214498392389108,,,
211660588,5469,1179,078742231740006214498394278252,,,
211752272,5085,1180,078742231740006214498396208081,,,
211791290,1640,1181,078742231740006214498396331804,,,
211815547,890,1182,078742231740006214498397649480,,,
211860301,4638,1183,078742231740006214498398484642,,,
211943178,722,1184,078742231740006214498399155599,,,
211963918,4472,1185,078742231740006214498400599747,,,
211973718,1515,1186,078742231740006214498405271921,,,
212021502,1352,1187,078742231740006214498406123788,,,
212067420,1882,1188,078742231740006214498406169746,,,
212074957,2307,1189,078742231740006214498406929656,,,
212088964,3489,1190,078742231740006214498407620244,,,
212121510,1894,1191,078742231740006214498415095785,,,
212127957,5373,1192,078742231740006214498416169179,,,
212140619,2604,1193,078742231740006214498416311652,,,
212171572,221,1194,078742231740006214498418187331,,,
212173492,103,1195,078742231740006214498421301556,,,
212226802,2475,1196,078742231740006214498425799335,,,
212583287,1849,1197,078742231740006214498427818137,,,
212628524,3008,1198,078742231740006214498428445776,,,
212643608,2177,1199,078742231740006214498435643427,,,
212644394,4283,1200,078742231740006214498437134573,,,
212692838,3729,1201,078742231740006214498437689130,,,
212727646,1560,1202,078742231740006214498439481021,,,
212732262,532,1203,078742231740006214498439589621,,,
212851348,21,1204,078742231740006214498439842075,,,
212874259,1009,1205,078742231740006214498440004238,,,
212887736,5471,1206,078742231740006214498440341096,,,
212970701,4498,1207,078742231740006214498444640165,,,
212981606,2789,1208,078742231740006214498446379374,,,
213004894,4472,1209,078742231740006214498451979566,,,
213006505,4394,1210,078742231740006214498452002928,,,
213012124,1400,1211,078742231740006214498453121664,,,
213030689,594,1212,078742231740006214498453999085,,,
213072325,2041,1213,078742231740006214498457510001,,,
213156453,1932,1214,078742231740006214498457744506,,,
213156741,3167,1215,078742231740006214498458486892,,,
213164911,4137,1216,078742231740006214498458694179,,,
213326408,2005,1217,078742231740006214498461354602,,,
213370866,741,1218,078742231740006214498464419151,,,
