Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments,
2045,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2045,40,Alka seltzer PDQ,Half Endcap,1,41,,
2045,40,Airborne 4 way PDQ,4-way,1,41,,
2045,92,Hellmann's Mayo 480PC 30oz,Full Stack,1,41,,
2046,40,18pc MOTRIN 50ct,SK,1,41,,
2046,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
2046,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
2046,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
2046,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
2046,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
2046,13,MCME $5 Side Kick,SK,1,41,,
2046,13,Swiffer WetJet SK PDQ,PDQ,1,41,,
2046,13,Swiffer Sweeper SK PDQ,PDQ,2,41,,
2046,23,Wm3-016-C409yb/48PC Down Jacket and Flannel Jacket,4-way,1,41,,
2046,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
2046,40,15PC SLEEP GUMMY SK,SK,1,41,,
2046,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2046,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
2046,40,Airborne 19pc sidekick,SK,1,41,,
2046,40,Alka seltzer PDQ,Half Endcap,1,41,,
2046,40,Airborne 4 way PDQ,4-way,1,41,,
2046,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
2046,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,2,41,,
2046,92,"Kellogg's cereal WIC pallet, 240 pieces",Full Stack,1,41,,
2046,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
2046,95,Welch's Six Flavor Sparkling Pallet,Full Stack,2,41,,
2046,95,Wicked Cutz Bacon Jerky 60ct 2oz Shipper,PDQ,1,41,,
2046,95,Martinelli Display 5 Flavor Pallet,Full Stack,2,41,,
2047,34,SKI JKT & Pant Assortment,4-way,1,41,,
2047,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
2047,11,HART 4pk Black Sharp Tip Marker Set,SK,1,41,,
2047,11,HART 25' Autolock Tape,SK,1,41,,
2047,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,2,41,,
2047,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,1,41,,
2047,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
2047,22,Electric Mattress Pad,Full Endcap,2,41,,
2047,22,2 Piece Hugger Set - Throw + Pillow / 75 units,PDQ,1,41,,
2047,23,Cold Front Heavy Winter Assorted/108,Full Endcap,1,41,,
2047,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
2047,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
2047,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
2047,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
2048,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,2,41,,
2048,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
2048,14,52pc PW Holiday Bake & Store PLT,Half Stack,2,41,,
2048,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,2,41,,
2048,14,Chefman 2-Slice Digital Toaster / 16 per half EC,Half Endcap,2,41,,
2048,17,Teddy Pillow PDQ Pillow,Train,1,41,,
2048,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
2048,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,1,41,,
2048,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2048,82,Star Shower,Half Stack,1,41,,
2048,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
2048,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
2048,92,Best Foods 30oz Mayo 480pcs,Full Stack,1,41,,
2048,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
2048,95,Martinelli Display 5 Flavor Pallet,Full Stack,2,41,,
2049,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,2,41,,
2049,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,2,41,,
2049,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,2,41,,
2049,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,2,41,,
2049,7,Hot Wheels Nemesis Assortment - 4 Styles,Full Endcap,1,41,Per merchant - Reduced item quantity to avoid overstock.,
2049,7,HWMT COLOR SHIFT 3PK / 16PC,Half Stack,1,41,,
2049,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
2049,11,HART 4pk Black Sharp Tip Marker Set,SK,1,41,,
2049,11,HART 25' Autolock Tape,SK,1,41,,
2049,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
2049,13,Swiffer WetJet SK PDQ,PDQ,1,41,,
2049,13,Swiffer Sweeper SK PDQ,PDQ,1,41,,
2049,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,3,41,,
2049,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,1,41,,
2049,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
2049,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
2049,17,Teddy Pillow PDQ Pillow,Train,1,41,,
2049,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
2049,40,Airborne 19pc sidekick,SK,1,41,,
2049,40,Alka seltzer PLus,SK,1,41,,
2049,46,HALLY BARBIE SHADE STIX 18CT SIDEKICK,SK,1,41,,
2049,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,3,41,,
2049,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
2049,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
2049,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
2049,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
2049,92,Delgrossos Sloppy Joe Sauce,Side-stack,2,41,,
2049,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
2049,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
2049,95,Welch's Six Flavor Sparkling Pallet,Full Stack,2,41,,
2049,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
2050,14,Chefman 18L Toaster Oven /10 units per half pallet,Half Stack,1,41,,
2050,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
2050,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,1,41,,
2050,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
2050,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,1,41,,
2050,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
2050,74,Hamilton Beach 15.6 cu. Ft. Side by side Stainless,Full Stack,2,41,,
2050,95,8z 4pk half pallet Winter LTO - Pear Cinnamon,Half Stack,1,41,,
2050,95,Welch's Six Flavor Sparkling Pallet,Full Stack,2,41,,
2051,80,YANCEY BACON SAMPLER,Bunker,1,41,,
2051,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
2051,92,Best Foods 30oz Mayo 480pcs,Full Stack,1,41,,
2051,93,SHRMP 1/2 MOON 20OZ,Bunker,2,41,,
2051,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
2052,11,Command Outdoor Light Clip,SK,2,41,,
2052,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
2052,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
2052,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,1,41,,
2052,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
2052,22,2 piece Hoodiwink - Throw + Hood / 75 units,PDQ,1,41,,
2052,23,Cold Front Winter Headwear Assorted/ 300,Full Endcap,1,41,,
2052,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
2052,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
2053,92,125 Piece Jarritos Party Pack Shipper,Full Stack,1,41,,
2053,40,Alka seltzer PDQ,Half Endcap,1,41,,
2053,40,Airborne 4 way PDQ,4-way,1,41,,
2053,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
2053,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
2053,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
2054,24,240 PC KIDS CHARACTER PACKAGED BRIEF UNDERWEAR,Half Stack,2,41,,
2054,92,"Seasonal Cheerios Pallet, 240 units",Full Stack,1,41,,
2054,96,Spirits Holiday Gift Set,Table,1,41,,
2054,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,6,41,,
2054,22,2 Piece Hugger Set - Throw + Pillow / 75 units,PDQ,1,41,,
2054,22,2 piece Hoodiwink - Throw + Hood / 75 units,PDQ,2,41,,
2054,22,2 piece Santa Hat+ Throw Set / 75 units,PDQ,2,41,,
2054,22,24in Large Squishy Plush Pillow Buddies/ 40pcs,PDQ,2,41,,
2054,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
2054,92,Best Foods 30oz Mayo 480pcs,Full Stack,2,41,,
2054,95,Martinelli Display 5 Flavor Pallet,Full Stack,2,41,,
2054,96,Opt-in Opp: Whiskey Barrel Picks/300 bottles,Full Stack,1,41,,
2055,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,2,41,,
2055,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,2,41,,
2055,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,2,41,,
2055,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,2,41,,
2055,7,"Care Bears 3"" Micro Plush 40 pc Sidekick - #6 Plus",SK,2,41,,
2055,7,Hot Wheels Nemesis Assortment - 4 Styles,Full Endcap,1,41,Per merchant - Reduced item quantity to avoid overstock.,
2055,7,1/2 PALLET MODELKITS / 105 PCS,Half Stack,1,41,,
2055,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
2055,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
2055,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
2055,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
2055,22,Electric Mattress Pad,Full Endcap,2,41,,
2055,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,2,41,,
2055,22,28pc Mossy Oak Comforter Sets & Mossy Oak Sheet Set Assortment,Full Endcap,1,41,,
2055,22,2 Piece Hugger Set - Throw + Pillow / 75 units,PDQ,2,41,,
2055,22,2 piece Santa Hat+ Throw Set / 75 units,PDQ,1,41,,
2055,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
2055,22,Sherpa Backed Present Wrapped 46x60 Throw/ 24pcs,PDQ,1,41,,
2055,22,"ENT: Plush 11"" Hugger with 50” x 60” ST / 100pcs",PDQ,2,41,,
2055,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,1,41,,
2055,23,Cold Front Heavy Winter Assorted/108,Full Endcap,1,41,,
2055,31,Swiss Tech Ski Gloves & Headwear Pallet,Half Stack,1,41,,
2055,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
2055,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
2055,71,Big Joe bean Bag Assortment,Full Stack,2,41,,
2055,82,Handy Heater Feature,Half Stack,1,41,,
2055,82,Star Shower,Half Stack,1,41,,
2055,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
2055,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,2,41,,
2055,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
2055,96,Wine Champagne 6pk Giftset,Full Endcap,1,41,,
2056,40,45 DS Miralax 10CT,PDQ,1,41,,
2056,92,"Seasonal Cheerios Pallet, 240 units",Full Stack,2,41,,
2056,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
2056,92,Hellmann's Mayo 480PC 30oz,Full Stack,1,41,,
2057,7,Fall 2023 Holiday Barbie Doll,Full Endcap,1,41,,
2057,32,Celebrate Hanukkah 186,SK,1,41,,
2057,40,EQ DUAL ACTION 30ct SIDEKICK,SK,1,41,,
2057,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
2057,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
2057,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
2057,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
2057,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
2057,7,"Care Bears 14"" Plush Always Here 48pc",Half Endcap,1,41,,
2057,7,"Care Bears 14"" Plush Calming Heart 48pc",Half Endcap,1,41,,
2057,8,"6 QT ROUND HEATED PET BOWL, 48",Full Endcap,1,41,,
2057,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
2057,20,Hooded Towel Wrap / 96 units,PDQ,1,41,,
2057,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,1,41,,
2057,22,2 Piece Hugger Set - Throw + Pillow / 75 units,PDQ,1,41,,
2057,22,Hooded Throw Wrap / 75 units,PDQ,1,41,,
2057,22,2 piece Hoodiwink - Throw + Hood / 75 units,PDQ,1,41,,
2057,22,2 piece Santa Hat+ Throw Set / 75 units,PDQ,1,41,,
2057,40,Alka seltzer PLus,SK,1,41,,
2057,40,Alka seltzer PDQ,Half Endcap,1,41,,
2057,40,Airborne 4 way PDQ,4-way,1,41,,
2057,40,15PC SLEEP GUMMY SK,SK,1,41,,
2057,46,HALLY BARBIE SHADE STIX 18CT SIDEKICK,SK,1,41,,
2057,71,AK FOAM CHAIR ASSORTMENT,Full Stack,1,41,,
2057,95,8z 4pk half pallet Winter LTO - Pear Cinnamon,Half Stack,1,41,,
2057,96,Stella Rosa Wine 5pk VAP,Half Endcap,1,41,,
2057,96,Wine Champagne 6pk Giftset,Full Endcap,1,41,,
2059,7,Hot Wheels Car Dump Bin /,Q-Bin,1,41,,
2059,22,2 Piece Hugger Set - Throw + Pillow / 75 units,PDQ,1,41,,
2059,40,Alka seltzer PDQ,Half Endcap,1,41,,
2059,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
2061,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
2061,40,Airborne 19pc sidekick,SK,1,41,,
2061,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
2062,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2062,40,Airborne 4 way PDQ,4-way,1,41,,
2063,96,Spirits Holiday Gift Set,Table,1,41,,
2063,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
2063,13,Swiffer WetJet SK PDQ,PDQ,2,41,,
2063,13,Swiffer Sweeper SK PDQ,PDQ,1,41,,
2063,14,Ninja Double Oven DCT400 /10 units per half pallet,Half Stack,2,41,Per merchant - reduced feature to 2 to avoid MDs,
2063,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
2063,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
2063,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
2063,22,24in Large Squishy Plush Pillow Buddies/ 40pcs,PDQ,1,41,,
2063,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2063,40,Alka seltzer PDQ,Half Endcap,1,41,,
2063,40,Airborne 4 way PDQ,4-way,1,41,,
2063,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,4,41,,
2063,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
2063,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,2,41,,
2063,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,2,41,,
2063,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
2063,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
2064,14,288PC Nylon Dump Bin,Half Stack,1,41,,
2064,32,Celebrate Hanukkah 186,SK,1,41,,
2064,34,CORE BIB & Ski Jacket Assortment,4-way,2,41,,
2064,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
2064,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,2,41,,
2064,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,2,41,,
2064,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
2064,13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,1,41,,
2064,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
2064,14,Chefman 2-Slice Digital Toaster / 16 per half EC,Half Endcap,4,41,,
2064,23,Cold Front Midweight Winter Assorted/216,Full Endcap,1,41,,
2064,71,"Clear Acrylic Office Chair, 4",Full Endcap,2,41,,
2064,92,Hellmann's Mayo 480PC 30oz,Full Stack,1,41,,
2064,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
2064,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
2065,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,1,41,,
2065,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2066,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2066,40,Airborne 4 way PDQ,4-way,1,41,,
2066,92,"Kellogg's cereal WIC pallet, 240 pieces",Full Stack,1,41,,
2066,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
2067,14,288PC Nylon Dump Bin,Half Stack,2,41,,
2067,14,Farberware 12pc CW Set in Aqua/12,Full Endcap,1,41,,
2067,14,Farberware 12pc CW Set in Black/12,Full Endcap,1,41,,
2067,14,Tramontina 12qt SS Stock Pot / 20,Full Endcap,1,41,,
2067,24,120 PC BOYS 4PK PERFORMANCE CHARACTER BOXER BRIEFS,Full Stack,2,41,,
2067,24,240 PC KIDS CHARACTER PACKAGED BRIEF UNDERWEAR,Half Stack,1,41,,
2067,32,Juniors Gifting 90,SK,1,41,,
2067,32,Men's Gifting 107,SK,1,41,,
2067,32,Pretty Little Things 240,SK,1,41,,
2067,32,Religious 176,SK,1,41,,
2067,40,18pc MOTRIN 50ct,SK,1,41,,
2067,40,EQ DUAL ACTION 30ct SIDEKICK,SK,1,41,,
2067,92,125 Piece Jarritos Party Pack Shipper,Full Stack,1,41,,
2067,7,MONSTER HIGH HOWLIDAY DOLL  CLAWDEEN,Half Endcap,1,41,,
2067,7,Hot Wheels Nemesis Assortment - 4 Styles,Full Endcap,1,41,Per merchant - Reduced item quantity to avoid overstock.,
2067,11,HART 25' Autolock Tape,SK,1,41,,
2067,11,HART 4pk Black Sharp Tip Marker Set,SK,1,41,,
2067,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
2067,14,Kalorik MAXX 26QT Toaster Oven/10units half pallet,Half Stack,2,41,Per merchant - reduced feature to 2 to avoid markdowns,
2067,14,Ninja 7QT Mega Air Fryer /10 units per half pallet,Half Stack,3,41,Per merchant - reduced feature to 3 to avoid markdowns,
2067,14,Ninja 2Basket Air Fryer DZ300/6units per half plt,Half Stack,4,41,Per merchant - reduced feature to 4 to avoid markdowns,
2067,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,6,41,,
2067,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,2,41,,
2067,14,Ninja Double Oven DCT400 /10 units per half pallet,Half Stack,2,41,Per merchant - reduced feature to 2 to avoid MDs,
2067,14,Chefman 18L Toaster Oven /10 units per half pallet,Half Stack,4,41,Per merchant - reduced feature to 4 to avoid MDs,
2067,14,PW TEAL 14PC SET,Full Endcap,1,41,,
2067,14,Ninja Speedi Cooker SF300/ 9 units per half pallet,Half Stack,4,41,Per merchant - reduced feature to 4 to avoid MDs,
2067,14,Chefman 2-Slice Digital Toaster / 16 per half EC,Half Endcap,6,41,,
2067,14,PW LINEN 14PC SET,Full Endcap,1,41,,
2067,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2067,46,HALLY BARBIE SHADE STIX 18CT SIDEKICK,SK,1,41,,
2067,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
2067,71,"Clear Acrylic Office Chair, 4",Full Endcap,2,41,,
2068,13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,1,41,,
2068,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
2068,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
2068,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,1,41,,
2068,14,Ninja Speedi Cooker SF300/ 9 units per half pallet,Half Stack,1,41,,
2068,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
2068,23,Wm3-115-195Yb/48PC Shell Pant and Snow Pant,4-way,1,41,,
2068,23,Cold Front Heavy Winter Assorted/108,Full Endcap,1,41,,
2068,40,Alka seltzer PLus,SK,1,41,,
2068,82,Star Shower,Half Stack,1,41,,
2068,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
2068,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
2068,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
2068,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
2069,14,288PC Nylon Dump Bin,Half Stack,1,41,,
2069,80,YANCEY BACON SAMPLER,Bunker,1,41,,
2069,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
2069,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
2069,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
2069,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
2069,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
2069,7,"Care Bears 14"" Plush Always Here 48pc",Half Endcap,1,41,,
2069,7,"Care Bears 14"" Plush Calming Heart 48pc",Half Endcap,1,41,,
2069,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
2069,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
2069,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,2,41,,
2069,20,Hooded Towel Wrap / 96 units,PDQ,1,41,,
2069,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,1,41,,
2069,40,Airborne 4 way PDQ,4-way,1,41,,
2069,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
2069,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
2069,92,Best Foods 30oz Mayo 480pcs,Full Stack,1,41,,
2069,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
2069,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
2070,7,Monster Jam 1:64 Dump Bin / 192 pieces in feature,Q-Bin,1,41,,
2070,14,288PC Nylon Dump Bin,Half Stack,1,41,,
2070,24,120 PC BOYS 4PK PERFORMANCE CHARACTER BOXER BRIEFS,Full Stack,1,41,,
2070,24,240 PC KIDS CHARACTER PACKAGED BRIEF UNDERWEAR,Half Stack,1,41,,
2070,33,345 PC KIDS CHARACTER 6 PACK SOCKS HALF PALLET,Half Stack,1,41,,
2070,40,EQ DUAL ACTION 30ct SIDEKICK,SK,1,41,,
2070,92,125 Piece Jarritos Party Pack Shipper,Full Stack,1,41,,
2070,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
2070,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
2070,11,HART 4pk Black Sharp Tip Marker Set,SK,1,41,,
2070,11,HART 25' Autolock Tape,SK,1,41,,
2070,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
2070,13,Swiffer WetJet SK PDQ,PDQ,1,41,,
2070,13,Swiffer Sweeper SK PDQ,PDQ,2,41,,
2070,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
2070,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
2070,17,Teddy Pillow PDQ Pillow,Train,1,41,,
2070,23,Cold Front Midweight Winter Assorted/216,Full Endcap,1,41,,
2070,23,Cold Front Heavy Winter Assorted/108,Full Endcap,1,41,,
2070,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2070,40,Alka seltzer PDQ,Half Endcap,1,41,,
2070,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
2070,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
2070,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
2070,95,Wicked Cutz Bacon Jerky 60ct 2oz Shipper,PDQ,2,41,,
2070,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
2071,2,Working Hands Combo 26pc,SK,1,41,,
2071,7,Hot Wheels Car Dump Bin /,Q-Bin,1,41,,
2071,7,Monster Jam 1:64 Dump Bin / 192 pieces in feature,Q-Bin,1,41,,
2071,14,288PC Nylon Dump Bin,Half Stack,1,41,,
2071,32,Celebrate Hanukkah 186,SK,1,41,,
2071,32,Happy New Year 135,SK,1,41,,
2071,34,12PC CRM SHACKET Faux Jkt Faux Legging Assortment,4-way,1,41,,
2071,34,CORE BIB & Ski Jacket Assortment,4-way,2,41,,
2071,34,PONGEE JKT & Core Pant Assortment,4-way,2,41,,
2071,34,SKI JKT & Pant Assortment,4-way,2,41,,
2071,40,18pc MOTRIN 50ct,SK,1,41,,
2071,40,EQ DUAL ACTION 30ct SIDEKICK,SK,1,41,,
2071,71,"Mainstays Folding XL Oversized Tray Table, Rustic",Full Endcap,1,41,,
2071,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
2071,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
2071,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
2071,7,"Care Bears 3"" Micro Plush 40 pc Sidekick - #6 Plus",SK,2,41,,
2071,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
2071,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
2071,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,2,41,,
2071,14,Ninja Double Oven DCT400 /10 units per half pallet,Half Stack,1,41,,
2071,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
2071,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
2071,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,3,41,,
2071,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,2,41,,
2071,17,Teddy Pillow PDQ Pillow,Train,1,41,,
2071,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
2071,40,15PC SLEEP GUMMY SK,SK,1,41,,
2071,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
2071,40,Airborne 19pc sidekick,SK,1,41,,
2071,40,Alka seltzer PLus,SK,1,41,,
2071,40,Alka seltzer PDQ,Half Endcap,1,41,,
2071,40,Airborne 4 way PDQ,4-way,1,41,,
