Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments,
385,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
385,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
385,22,Electric Mattress Pad,Full Endcap,1,41,,
385,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,1,41,,
385,22,"ENT: Plush 11"" Hugger with 50” x 60” ST / 100pcs",PDQ,1,41,,
385,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
385,40,Alka seltzer PLus,SK,1,41,,
385,74,"Frigidaire 7.5 Cu. ft. Refrigerator, Platinum Seri",Full Stack,1,41,,
386,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
386,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
386,40,Airborne 4 way PDQ,4-way,1,41,,
387,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
387,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,1,41,,
387,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
387,40,Alka seltzer PDQ,Half Endcap,1,41,,
387,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
387,92,Hellmann's Mayo 480PC 30oz,Full Stack,1,41,,
388,2,Working Hands Combo 26pc,SK,1,41,,
388,7,"Care Bears 14"" Plush Always Here 48pc",Half Endcap,1,41,,
388,7,"Care Bears 14"" Plush Calming Heart 48pc",Half Endcap,1,41,,
388,7,MONSTER HIGH HOWLIDAY DOLL  CLAWDEEN,Half Endcap,1,41,,
388,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
388,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,1,41,,
388,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
388,22,"ENT: Plush 11"" Hugger with 50” x 60” ST / 100pcs",PDQ,1,41,,
388,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
388,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
388,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
388,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
388,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
389,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
389,13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,1,41,,
389,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
389,40,Airborne 4 way PDQ,4-way,1,41,,
389,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,2,41,,
389,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
390,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
390,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
390,13,Swiffer WetJet SK PDQ,PDQ,2,41,,
390,13,Swiffer Sweeper SK PDQ,PDQ,2,41,,
390,17,Teddy Pillow PDQ Pillow,Train,1,41,,
390,22,Electric Mattress Pad,Full Endcap,2,41,,
390,23,Wm3-016-C409yb/48PC Down Jacket and Flannel Jacket,4-way,1,41,,
390,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
390,40,Alka seltzer PLus,SK,1,41,,
390,40,Alka seltzer PDQ,Half Endcap,1,41,,
390,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
390,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,2,41,,
390,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
390,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
390,96,Winemakers Selection Brut $5 & Prosecco $10,Full Stack,1,41,,
390,96,Stella Rosa Wine 5pk VAP,Half Endcap,2,41,,
391,7,Fall 2023 Holiday Barbie Doll,Full Endcap,1,41,,
391,14,288PC Nylon Dump Bin,Half Stack,1,41,,
391,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
391,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,1,41,,
391,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,2,41,,
391,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,2,41,,
391,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
391,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
391,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
391,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
391,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
392,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
392,8,"6 QT ROUND HEATED PET BOWL, 48",Full Endcap,1,41,,
392,13,MCME $5 Side Kick,SK,1,41,,
392,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
392,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
392,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
392,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,1,41,,
392,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
392,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
392,40,Airborne 4 way PDQ,4-way,1,41,,
392,82,Star Shower,Half Stack,1,41,,
392,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
392,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
392,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
392,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
392,96,Stella Rosa Wine 5pk VAP,Half Endcap,2,41,,
393,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
393,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
393,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
393,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
393,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
393,7,Hot Wheels Nemesis Assortment - 4 Styles,Full Endcap,1,41,Per merchant - Reduced item quantity to avoid overstock.,
393,7,HWMT COLOR SHIFT 3PK / 16PC,Half Stack,1,41,,
393,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
393,7,1/2 PALLET MODELKITS / 105 PCS,Half Stack,1,41,,
393,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
393,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
393,22,2 Piece Hugger Set - Throw + Pillow / 75 units,PDQ,1,41,,
393,22,2 piece Hoodiwink - Throw + Hood / 75 units,PDQ,1,41,,
393,22,2 piece Santa Hat+ Throw Set / 75 units,PDQ,1,41,,
393,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
393,22,"ENT: Plush 11"" Hugger with 50” x 60” ST / 100pcs",PDQ,1,41,,
393,23,Wm3-016-C409yb/48PC Down Jacket and Flannel Jacket,4-way,1,41,,
393,23,Cold Front Midweight Winter Assorted/216,Full Endcap,1,41,,
393,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
393,40,Alka seltzer PDQ,Half Endcap,1,41,,
393,46,HALLY BARBIE SHADE STIX 18CT SIDEKICK,SK,1,41,,
393,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
393,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
393,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
393,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
393,95,Martinelli Display 5 Flavor Pallet,Full Stack,1,41,,
394,32,Happy New Year 135,SK,1,41,,
394,32,Juniors Gifting 90,SK,1,41,,
394,32,Men's Gifting 107,SK,1,41,,
394,32,Pretty Little Things 240,SK,1,41,,
394,32,Religious 176,SK,1,41,,
394,40,45 DS Miralax 10CT,PDQ,1,41,,
394,40,EQ DUAL ACTION 30ct SIDEKICK,SK,1,41,,
394,80,YANCEY BACON SAMPLER,Bunker,1,41,,
394,96,Guinness Draught 8/15C Givesback America,Full Endcap,1,41,,
394,7,"Care Bears 3"" Micro Plush 40 pc Sidekick - #6 Plus",SK,1,41,,
394,7,Hot Wheels Nemesis Assortment - 4 Styles,Full Endcap,1,41,Per merchant - Reduced item quantity to avoid overstock.,
394,7,HWMT COLOR SHIFT 3PK / 16PC,Half Stack,1,41,,
394,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
394,8,"6 QT ROUND HEATED PET BOWL, 48",Full Endcap,2,41,,
394,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,2,41,,
394,11,HART 25' Autolock Tape,SK,1,41,,
394,13,MCME $5 Side Kick,SK,2,41,,
394,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,1,41,,
394,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,1,41,,
394,14,Ninja Double Oven DCT400 /10 units per half pallet,Half Stack,1,41,,
394,14,Kalorik MAXX 26QT Toaster Oven/10units half pallet,Half Stack,1,41,,
394,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
394,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
394,20,Hooded Towel Wrap / 96 units,PDQ,1,41,,
394,22,Electric Mattress Pad,Full Endcap,1,41,,
394,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,1,41,,
394,22,28pc Mossy Oak Comforter Sets & Mossy Oak Sheet Set Assortment,Full Endcap,1,41,,
394,23,Wm3-016-C409yb/48PC Down Jacket and Flannel Jacket,4-way,1,41,,
394,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
394,40,15PC SLEEP GUMMY SK,SK,1,41,,
394,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
394,40,Airborne 19pc sidekick,SK,1,41,,
394,74,"MORA 18 Cu Ft Top Mount , White",Full Stack,1,41,,
394,74,"Frigidaire 7.5 Cu. ft. Refrigerator, Platinum Seri",Full Stack,2,41,,
394,74,Hamilton Beach 15.6 cu. Ft. Side by side Stainless,Full Stack,2,41,,
394,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
394,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
394,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
394,92,Hellmann's Mayo 480PC 30oz,Full Stack,1,41,,
394,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
394,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
394,96,Winemakers Selection Brut $5 & Prosecco $10,Full Stack,1,41,,
394,96,Stella Rosa Wine 5pk VAP,Half Endcap,1,41,,
394,96,Wine Champagne 6pk Giftset,Full Endcap,1,41,,
394,97,AL DBLCRME BRIE 8OZ 42,Bunker,1,41,,
394,97,PRES RONDELE GH 6.5 42,Bunker,1,41,,
394,97,PRES RONDELE GV 6.5 42,Bunker,1,41,,
395,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
395,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
395,40,Airborne 4 way PDQ,4-way,1,41,,
395,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
396,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
396,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
396,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
396,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
396,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
396,14,PW TEAL 14PC SET,Full Endcap,1,41,,
396,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
396,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,4,41,,
396,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
396,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
396,95,Liquid Death - 324 units Assortment,Full Stack,1,41,,
397,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
397,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
397,40,Airborne 4 way PDQ,4-way,1,41,,
397,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
398,14,288PC Nylon Dump Bin,Half Stack,1,41,,
398,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
398,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
398,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,1,41,,
398,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
398,40,Airborne 4 way PDQ,4-way,1,41,,
398,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
398,93,SHRMP 1/2 MOON 20OZ,Bunker,2,41,,
399,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
399,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
399,40,Airborne 4 way PDQ,4-way,1,41,,
400,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
400,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
400,40,Airborne 4 way PDQ,4-way,1,41,,
400,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
401,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
401,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
401,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
401,14,PW TEAL 14PC SET,Full Endcap,1,41,,
401,14,PW LINEN 14PC SET,Full Endcap,1,41,,
401,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
401,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
401,40,Alka seltzer PDQ,Half Endcap,1,41,,
401,95,Welch's Six Flavor Sparkling Pallet,Full Stack,1,41,,
402,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
402,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
402,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
402,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
402,40,Airborne 4 way PDQ,4-way,1,41,,
403,80,YANCEY BACON SAMPLER,Bunker,1,41,,
403,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,2,41,,
403,13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,1,41,,
403,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
403,14,Chefman 18L Toaster Oven /10 units per half pallet,Half Stack,2,41,,
403,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,6,41,,
403,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,1,41,,
403,14,Ninja 7QT Mega Air Fryer /10 units per half pallet,Half Stack,1,41,,
403,14,Kalorik MAXX 26QT Toaster Oven/10units half pallet,Half Stack,1,41,,
403,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,1,41,,
403,14,52pc PW Holiday Bake & Store PLT,Half Stack,1,41,,
403,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,3,41,,
403,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,2,41,,
403,14,Chefman 2-Slice Digital Toaster / 16 per half EC,Half Endcap,2,41,,
403,14,Ninja Speedi Cooker SF300/ 9 units per half pallet,Half Stack,2,41,,
403,17,Teddy Pillow PDQ Pillow,Train,1,41,,
403,20,Hooded Towel Wrap / 96 units,PDQ,1,41,,
403,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,2,41,,
403,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,2,41,,
403,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,1,41,,
403,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
403,40,15PC SLEEP GUMMY SK,SK,1,41,,
403,40,Alka seltzer PDQ,Half Endcap,1,41,,
403,40,Airborne 4 way PDQ,4-way,1,41,,
403,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
403,92,Fruity King Dump Bin,Full Stack,2,41,,
403,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
403,92,Taco Bell 600 Piece Mixed 1/2 Pallet Mod,Half Stack,1,41,,
403,92,Hellmann's Mayo 480PC 30oz,Full Stack,1,41,,
403,93,SHRMP 1/2 MOON 20OZ,Bunker,2,41,,
403,95,Ocean Spray 64oz 60case Pallet,Full Stack,1,41,,
404,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
404,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
404,40,Airborne 4 way PDQ,4-way,1,41,,
404,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
405,17,Teddy Pillow PDQ Pillow,Train,1,41,,
405,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
405,40,Airborne 4 way PDQ,4-way,1,41,,
406,8,"6 QT ROUND HEATED PET BOWL, 48",Full Endcap,1,41,,
406,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,2,41,,
406,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,2,41,,
406,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
406,92,Taco Bell Seasoning Shipper 288 Count,Quarter Stack,1,41,,
406,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
407,7,DISNEY PRINCESS ROYAL ADVENTURES CASTLE,Full Endcap,1,41,,
407,14,288PC Nylon Dump Bin,Half Stack,1,41,,
407,14,AH 9IN PIE PAN 1PC,Half Endcap,1,41,,
407,14,Tramontina 12qt SS Stock Pot / 20,Full Endcap,1,41,,
407,24,120 PC BOYS 4PK PERFORMANCE CHARACTER BOXER BRIEFS,Full Stack,1,41,,
407,32,Celebrate Hanukkah 186,SK,1,41,,
407,32,Happy Kwanza 188,SK,1,41,,
407,32,Juniors Gifting 90,SK,1,41,,
407,32,Pretty Little Things 240,SK,1,41,,
407,32,Religious 176,SK,1,41,,
407,34,12PC CRM SHACKET Faux Jkt Faux Legging Assortment,4-way,1,41,,
407,34,PONGEE JKT & Core Pant Assortment,4-way,2,41,,
407,40,18pc MOTRIN 50ct,SK,1,41,,
407,80,YANCEY BACON SAMPLER,Bunker,1,41,,
407,92,125 Piece Jarritos Party Pack Shipper,Full Stack,1,41,,
407,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
407,2,Dr. Squatch Pine Tar PDQ 56pc,PDQ,1,41,,
407,2,Dr. Squatch Fresh Falls Bar Soap PDQ 56pc,PDQ,1,41,,
407,2,Dr. Squatch Wood Barrel Bourbon PDQ 56pc,PDQ,1,41,,
407,2,Dr. Squatch Birchwood Breeze PDQ 56pc,PDQ,1,41,,
407,7,"Care Bears 3"" Micro Plush 40 pc Sidekick - #6 Plus",SK,5,41,,
407,7,"Care Bears 14"" Plush Always Here 48pc",Half Endcap,1,41,Per merchant - Reduced feature quantity to support stronger sell-thru,
407,7,"Care Bears 14"" Plush Calming Heart 48pc",Half Endcap,1,41,Per merchant - Reduced feature quantity to support stronger sell-thru,
407,7,Hot Wheels Nemesis Assortment - 4 Styles,Full Endcap,1,41,Per merchant - Reduced item quantity to avoid overstock.,
407,7,HWMT COLOR SHIFT 3PK / 16PC,Half Stack,1,41,,
407,7,Tonka Steel Classics Tow&4X4&DT Assortment,Full Endcap,1,41,,
407,7,MONSTER HIGH HOWLIDAY DOLL  CLAWDEEN,Half Endcap,1,41,,
407,8,"6 QT ROUND HEATED PET BOWL, 48",Full Endcap,3,41,,
407,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
407,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,1,41,,
407,11,Command Outdoor Light Clip,SK,2,41,,
407,11,HART 4pk Black Sharp Tip Marker Set,SK,2,41,,
407,11,HART 25' Autolock Tape,SK,2,41,,
407,13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,1,41,,
407,13,MCME $5 Side Kick,SK,2,41,,
407,13,3PK Holiday 1/2 Pallet Display,Half Stack,1,41,,
407,13,Swiffer WetJet SK PDQ,PDQ,2,41,,
407,13,Swiffer Sweeper SK PDQ,PDQ,2,41,,
407,14,Chefman 18L Toaster Oven /10 units per half pallet,Half Stack,4,41,Per merchant - reduced feature to 4 to avoid MDs,
407,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,6,41,,
407,14,Chefman  Warming Tray / 20 units per half endcap,Half Endcap,4,41,Per merchant - reduced order from 6 features to 4 to avoid MDs,
407,14,Ninja Double Oven DCT400 /10 units per half pallet,Half Stack,2,41,Per merchant - reduced feature to 2 to avoid MDs,
407,14,Ninja 7QT Mega Air Fryer /10 units per half pallet,Half Stack,3,41,Per merchant - reduced feature to 3 to avoid markdowns,
407,14,Kalorik MAXX 26QT Toaster Oven/10units half pallet,Half Stack,2,41,Per merchant - reduced feature to 2 to avoid markdowns,
407,14,Ninja 2Basket Air Fryer DZ300/6units per half plt,Half Stack,4,41,Per merchant - reduced feature to 4 to avoid markdowns,
407,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
407,14,52pc PW Holiday Bake & Store PLT,Half Stack,2,41,,
407,14,Chefman 4.5L Deep Fryer / 10 units per half endcap,Half Endcap,3,41,,
407,14,Chefman Window 5QT Air Fryer / 12 per half pallet,Half Stack,2,41,,
407,14,Chefman 2-Slice Digital Toaster / 16 per half EC,Half Endcap,6,41,,
407,14,Ninja Speedi Cooker SF300/ 9 units per half pallet,Half Stack,4,41,Per merchant - reduced feature to 4 to avoid MDs,
407,14,PW TEAL 14PC SET,Full Endcap,1,41,,
407,14,PW LINEN 14PC SET,Full Endcap,1,41,,
407,14,PW RED 14PC SET,Full Endcap,1,41,,
407,17,Top Religious Saints 1/4 Stack 360pc,Quarter Stack,1,41,,
407,17,White Religious 1/4 Stack 360pc,Quarter Stack,1,41,,
407,17,Top Holiday Saints 1/4 Stack - 360pc,Quarter Stack,1,41,,
407,17,Teddy Pillow PDQ Pillow,Train,1,41,,
407,20,Hooded Towel Wrap / 96 units,PDQ,1,41,,
407,20,Bath Towel/Face Scrubby 48 Units,PDQ,1,41,,
407,22,Electric Mattress Pad,Full Endcap,2,41,,
407,22,144pc Mossy Oak and Realtree Throw Blanket Assortment,Full Stack,1,41,,
407,22,28pc Mossy Oak Comforter Sets & Mossy Oak Sheet Set Assortment,Full Endcap,2,41,,
407,22,2 Piece Hugger Set - Throw + Pillow / 75 units,PDQ,1,41,,
407,22,2 piece Hoodiwink - Throw + Hood / 75 units,PDQ,1,41,,
407,22,2 piece Santa Hat+ Throw Set / 75 units,PDQ,1,41,,
407,22,"ENT: 11"" Round Cloud Pillows / 64pcs",PDQ,1,41,,
407,22,Hooded Throw Wrap / 75 units,PDQ,1,41,,
407,22,24in Large Squishy Plush Pillow Buddies/ 40pcs,PDQ,1,41,,
407,22,Sherpa Backed Present Wrapped 46x60 Throw/ 24pcs,PDQ,1,41,,
407,22,"ENT: Plush 11"" Hugger with 50” x 60” ST / 100pcs",PDQ,1,41,,
407,22,46” x 60” Silk Touch Throw with Sherpa 45pcs,PDQ,1,41,,
407,23,Wm3-016-C409yb/48PC Down Jacket and Flannel Jacket,4-way,1,41,,
407,23,Cold Front Midweight Winter Assorted/216,Full Endcap,1,41,,
407,23,Cold Front Heavy Winter Assorted/108,Full Endcap,1,41,,
407,23,WM3-013-1118YB/48PC Board Parka and Shell Jacket,4-way,1,41,,
407,31,Swiss Tech Ski Gloves & Headwear Pallet,Half Stack,1,41,,
407,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
407,40,15PC SLEEP GUMMY SK,SK,1,41,,
407,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
407,40,Chapstick 108pc Qbin,Q-Bin,1,41,,
407,40,Airborne 19pc sidekick,SK,1,41,,
407,40,Alka seltzer PLus,SK,1,41,,
407,40,Alka seltzer PDQ,Half Endcap,1,41,,
407,40,Airborne 4 way PDQ,4-way,1,41,,
407,46,HALLY BARBIE SHADE STIX 18CT SIDEKICK,SK,1,41,,
407,71,"X Rocker Nemesis Pedestal Rocker Gaming Chair, 4",Half Stack,2,41,,
407,71,"Clear Acrylic Office Chair, 4",Full Endcap,2,41,,
407,71,Big Joe bean Bag Assortment,Full Stack,1,41,,
407,71,AK FOAM CHAIR ASSORTMENT,Full Stack,1,41,,
407,71,DHP Miller Recliner,Full Stack,2,41,,
407,74,"MORA 18 Cu Ft Top Mount , White",Full Stack,2,41,,
407,74,"Frigidaire 7.5 Cu. ft. Refrigerator, Platinum Seri",Full Stack,2,41,,
407,74,Hamilton Beach 15.6 cu. Ft. Side by side Stainless,Full Stack,2,41,,
407,82,Plush,Half Stack,1,41,,
407,82,Dude Perfect,Half Stack,1,41,,
407,82,Handy Heater Feature,Half Stack,1,41,,
407,82,Star Shower,Half Stack,1,41,,
407,92,Oregon Pie Filling Assorted PDQ,Quarter Stack,1,41,,
407,92,"Rice Krispies Holiday LTO Pallet, 192 pieces",Half Stack,1,41,,
407,92,"Kellogg's cereal WIC pallet, 240 pieces",Full Stack,1,41,,
407,92,"Chex Rice/Corn MidSize Pallet, 372 pieces",Full Stack,1,41,,
407,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
407,92,Delgrossos Sloppy Joe Sauce,Side-stack,1,41,,
407,92,30oz Miracle Whip Half Pallet,Half Stack,1,41,,
407,92,Taco Bell Seasoning Shipper 288 Count,Quarter Stack,2,41,,
407,92,Taco Bell 600 Piece Mixed 1/2 Pallet Mod,Half Stack,2,41,,
407,92,125 Piece Jarritos Party Pack Shipper,Half Stack,1,41,,
407,92,Hellmann's Mayo 480PC 30oz,Full Stack,2,41,,
407,93,SHRMP 1/2 MOON 20OZ,Bunker,1,41,,
407,95,Ocean Spray 64oz 60case Pallet,Full Stack,2,41,,
407,95,8z 4pk half pallet Winter LTO - Pear Cinnamon,Half Stack,1,41,,
407,95,Welch's Six Flavor Sparkling Pallet,Full Stack,2,41,,
407,95,Wicked Cutz Bacon Jerky 60ct 2oz Shipper,PDQ,1,41,,
407,95,Martinelli Display 5 Flavor Pallet,Full Stack,2,41,,
407,96,Winemakers Selection Brut $5 & Prosecco $10,Full Stack,1,41,,
407,96,Stella Rosa Wine 5pk VAP,Half Endcap,2,41,,
407,96,Wine Champagne 6pk Giftset,Full Endcap,2,41,,
407,97,AL DBLCRME BRIE 8OZ 42,Bunker,1,41,,
407,97,PRES RONDELE GH 6.5 42,Bunker,1,41,,
407,97,PRES RONDELE GV 6.5 42,Bunker,1,41,,
408,40,MUCINEX® Pediatrics  23CT,SK,1,41,,
408,40,Emergency Immune + Triple Action 15 PC,PDQ,1,41,,
408,40,Airborne 4 way PDQ,4-way,1,41,,
408,92,JP Marsh Mini 10 oz,Half Stack,1,41,,
409,2,Dr. Teals Salts & Foaming Bath 304pc,Full Endcap,1,41,,
409,8,VL CEDBEDNG 141L 25ct Pallet,Full Stack,1,41,,
409,8,VL PINEBEDNG 141L 25ct Pallet,Full Stack,1,41,,
409,14,Chefman 6QT Slow Cooker / 10 units per half endcap,Half Endcap,2,41,,
409,14,379PC Holiday Time Colored Disposable Foil Pallet,Half Stack,2,41,,
409,17,MS 50pk Tealights - 270pc,Quarter Stack,1,41,,
