primary,col1
1886,1ZE15F400370065901
1888,1ZE15F400370079110
1890,1ZE15F400370841125
1891,1ZE15F400372015934
1896,1ZE15F400372187544
1898,1ZE15F400372459956
1899,1ZE15F400371057169
1900,1ZE15F400372923177
1901,1ZE15F400372321988
1902,1ZE15F400371437598
1903,1ZE15F400371974007
1904,1ZE15F400372755215
1910,1ZE15F400370325228
1911,1ZE15F400371548030
1912,1ZE15F400370207641
1913,1ZE15F400371608055
1915,1ZE15F400372173264
1916,1ZE15F400372047276
1924,1ZE15F400372694086
1932,1ZE15F400371588265
1935,1ZE15F400371362105
1938,1ZE15F400372311319
1939,1ZE15F400372089329
1941,1ZE15F400372760138
1942,1ZE15F400372307744
1943,1ZE15F400371236153
1955,1ZE15F400370169362
1956,1ZE15F400370451378
1960,1ZE15F400371746183
1961,1ZE15F400372637790
1962,1ZE15F400371230202
1964,1ZE15F400371747413
1965,1ZE15F400370133426
1968,1ZE15F400372652237
1969,1ZE15F400372487845
1971,1ZE15F400371344250
1975,1ZE15F400371135477
1978,1ZE15F400371857894
1981,1ZE15F400371578301
1982,1ZE15F400371063518
1985,1ZE15F400370457523
1986,1ZE15F400371224335
1987,1ZE15F400370747942
1988,1ZE15F400371932356
1991,1ZE15F400371801569
1995,1ZE15F400371099570
2001,1ZE15F400371890384
2002,1ZE15F400372157997
2003,1ZE15F400372406404
2004,1ZE15F400370259612
2005,1ZE15F400370061629
2006,1ZE15F400371476439
2007,1ZE15F400370088048
2010,1ZE15F400370000453
2012,1ZE15F400372437667
2013,1ZE15F400370343673
2016,1ZE15F400372982489
2019,1ZE15F400370538098
2021,1ZE15F400370714503
2023,1ZE15F400372335713
2024,1ZE15F400371945726
2030,1ZE15F400370408531
2033,1ZE15F400370508147
2036,1ZE15F400371548558
2038,1ZE15F400372953760
2040,1ZE15F400371867776
2046,1ZE15F400372754583
2049,1ZE15F400372823052
2050,1ZE15F400372502603
2051,1ZE15F400371291816
2055,1ZE15F400370109828
2058,1ZE15F400371020635
2064,1ZE15F400372008246
2065,1ZE15F400370576654
2066,1ZE15F400370349864
2069,1ZE15F400372671878
2071,1ZE15F400371206686
2079,1ZE15F400370538294
2081,1ZE15F400371770709
2083,1ZE15F400370127915
2086,1ZE15F400370553928
2087,1ZE15F400370312732
2089,1ZE15F400371588345
2094,1ZE15F400370084757
2095,1ZE15F400370625967
2096,1ZE15F400372755975
2098,1ZE15F400371338785
2101,1ZE15F400372158398
2102,1ZE15F400371518803
2103,1ZE15F400371844013
2105,1ZE15F400370278020
2106,1ZE15F400371284833
2108,1ZE15F400372248442
2111,1ZE15F400370072859
2112,1ZE15F400370782065
2115,1ZE15F400372120070
2117,1ZE15F400370150881
2119,1ZE15F400371858491
2122,1ZE15F400371746905
2123,1ZE15F400370440111
2125,1ZE15F400372282128
2129,1ZE15F400370936934
2130,1ZE15F400370988549
2131,1ZE15F400370540950
2132,1ZE15F400370818160
2133,1ZE15F400370764174
2134,1ZE15F400370642984
2136,1ZE15F400372638593
2142,1ZE15F400372455003
2145,1ZE15F400371916212
2147,1ZE15F400370566227
2149,1ZE15F400372269036
2153,1ZE15F400370808644
2154,1ZE15F400371489050
2157,1ZE15F400370734269
2158,1ZE15F400371688273
2160,1ZE15F400372815089
2169,1ZE15F400371498693
2174,1ZE15F400370643107
2175,1ZE15F400370272311
2181,1ZE15F400371130329
2189,1ZE15F400372281138
2193,1ZE15F400371708741
2197,1ZE15F400372917157
2198,1ZE15F400370530363
2201,1ZE15F400371892373
2202,1ZE15F400370667181
2204,1ZE15F400371438793
2208,1ZE15F400372311202
2209,1ZE15F400371508412
2213,1ZE15F400370974429
2214,1ZE15F400370973233
2218,1ZE15F400370688846
2221,1ZE15F400371825258
2231,1ZE15F400370206464
2233,1ZE15F400371376476
2239,1ZE15F400370199286
2241,1ZE15F400372458895
2243,1ZE15F400371459305
2244,1ZE15F400372624517
2249,1ZE15F400370098528
2250,1ZE15F400371345339
2255,1ZE15F400370748941
2256,1ZE15F400371213356
2257,1ZE15F400372762565
2259,1ZE15F400370140570
2265,1ZE15F400371411383
2266,1ZE15F400371558994
2269,1ZE15F400371087403
2272,1ZE15F400370620613
2273,1ZE15F400371502623
2274,1ZE15F400370397437
2276,1ZE15F400371889047
2278,1ZE15F400371081454
2279,1ZE15F400372198667
2281,1ZE15F400371184674
2282,1ZE15F400371303482
2283,1ZE15F400371739093
2284,1ZE15F400371195500
2287,1ZE15F400371496711
2289,1ZE15F400372186723
2295,1ZE15F400371129537
2300,1ZE15F400371109148
2306,1ZE15F400371429552
2307,1ZE15F400371514763
2309,1ZE15F400371508770
2310,1ZE15F400372875587
2311,1ZE15F400372999195
2312,1ZE15F400371783606
2313,1ZE15F400372252811
2316,1ZE15F400372150823
2322,1ZE15F400370541637
2323,1ZE15F400371409243
2325,1ZE15F400372257656
2330,1ZE15F400370710865
2331,1ZE15F400371112876
2334,1ZE15F400370127684
2335,1ZE15F400372339291
2336,1ZE15F400372851709
2339,1ZE15F400372888911
2340,1ZE15F400371394929
2350,1ZE15F400371633732
2352,1ZE15F400372789340
2354,1ZE15F400370565755
2359,1ZE15F400372786969
2360,1ZE15F400372996974
2362,1ZE15F400372059781
2365,1ZE15F400372759391
2366,1ZE15F400371399808
2367,1ZE15F400370405016
2368,1ZE15F400372919020
2369,1ZE15F400371405836
2385,1ZE15F400372249441
2386,1ZE15F400372353855
2387,1ZE15F400371743060
2393,1ZE15F400371161073
2394,1ZE15F400372671887
2395,1ZE15F400371259496
2397,1ZE15F400370427903
2399,1ZE15F400370801114
2400,1ZE15F400370723128
2402,1ZE15F400372857936
2403,1ZE15F400372789546
2414,1ZE15F400371621950
2420,1ZE15F400370579160
2421,1ZE15F400371605174
2425,1ZE15F400371963984
2426,1ZE15F400370839594
2427,1ZE15F400372936001
2428,1ZE15F400371077218
2429,1ZE15F400370807225
2432,1ZE15F400372990032
2433,1ZE15F400371409645
2434,1ZE15F400371370052
2436,1ZE15F400372295267
2437,1ZE15F400371329277
2438,1ZE15F400372936083
2439,1ZE15F400371499692
2441,1ZE15F400372924103
2442,1ZE15F400371233316
2443,1ZE15F400370171322
2445,1ZE15F400371802139
2448,1ZE15F400371109746
2453,1ZE15F400371598156
2460,1ZE15F400370891367
2463,1ZE15F400372662271
2464,1ZE15F400372588183
2465,1ZE15F400370239796
2469,1ZE15F400370392209
2471,1ZE15F400371269412
2472,1ZE15F400371815429
2476,1ZE15F400372294231
2482,1ZE15F400371889841
2483,1ZE15F400372306254
2485,1ZE15F400371512694
2491,1ZE15F400371617474
2493,1ZE15F400370920281
2494,1ZE15F400370059892
2497,1ZE15F400371340307
2499,1ZE15F400371185511
2502,1ZE15F400372739528
2505,1ZE15F400371466333
2506,1ZE15F400370749940
2508,1ZE15F400370494359
2511,1ZE15F400370723566
2512,1ZE15F400372181577
2513,1ZE15F400370932385
2515,1ZE15F400370959991
2520,1ZE15F400372768407
2528,1ZE15F400370981617
2529,1ZE15F400372943628
2532,1ZE15F400372318438
2534,1ZE15F400370690048
2537,1ZE15F400372162454
2539,1ZE15F400371959668
2540,1ZE15F400372025674
2541,1ZE15F400372624482
2543,1ZE15F400372940096
2544,1ZE15F400371676508
2545,1ZE15F400370657718
2549,1ZE15F400372427721
2550,1ZE15F400371850533
2552,1ZE15F400371710149
2554,1ZE15F400371310554
2560,1ZE15F400370075767
2561,1ZE15F400371149775
2566,1ZE15F400372996581
2575,1ZE15F400370000195
2577,1ZE15F400371064606
2587,1ZE15F400370213812
2590,1ZE15F400371191826
2592,1ZE15F400370062637
2595,1ZE15F400370810248
2596,1ZE15F400370938656
2599,1ZE15F400371071867
2600,1ZE15F400372553871
2612,1ZE15F400372048686
2614,1ZE15F400371140292
2616,1ZE15F400370932705
2618,1ZE15F400372649910
2619,1ZE15F400372235929
2628,1ZE15F400372954732
2629,1ZE15F400370990349
2631,1ZE15F400371046751
2638,1ZE15F400371947966
2641,1ZE15F400370237976
2642,1ZE15F400372780787
2643,1ZE15F400370360396
2644,1ZE15F400371280800
2647,1ZE15F400371966016
2649,1ZE15F400372560023
2651,1ZE15F400371526830
2656,1ZE15F400372250448
2658,1ZE15F400371634857
2665,1ZE15F400372704065
2667,1ZE15F400370202075
2668,1ZE15F400372192887
2671,1ZE15F400370660491
2678,1ZE15F400372108905
2679,1ZE15F400371162116
2685,1ZE15F400372164121
2686,1ZE15F400371778934
2688,1ZE15F400371590547
2690,1ZE15F400372702950
2691,1ZE15F400370340167
2692,1ZE15F400372446175
2693,1ZE15F400370284988
2694,1ZE15F400372040595
2695,1ZE15F400370417003
2702,1ZE15F400370238215
2703,1ZE15F400371048222
2704,1ZE15F400370711033
2706,1ZE15F400372010644
2708,1ZE15F400371251056
2712,1ZE15F400370856262
2713,1ZE15F400370970272
2715,1ZE15F400370057081
2716,1ZE15F400371500698
2717,1ZE15F400372205103
2720,1ZE15F400372194312
2725,1ZE15F400372212328
2726,1ZE15F400371323139
2727,1ZE15F400370510741
2728,1ZE15F400370279154
2729,1ZE15F400371252368
2733,1ZE15F400371774376
2734,1ZE15F400371509180
2735,1ZE15F400372040791
2739,1ZE15F400371473209
2740,1ZE15F400371030419
2741,1ZE15F400372656420
2743,1ZE15F400370615236
2744,1ZE15F400370090848
2745,1ZE15F400372787253
2748,1ZE15F400371528463
2755,1ZE15F400371858473
2756,1ZE15F400371641287
2757,1ZE15F400370660893
2761,1ZE15F400371221301
2762,1ZE15F400372746510
2764,1ZE15F400372380521
2766,1ZE15F400371587337
2772,1ZE15F400370750947
2774,1ZE15F400372775355
2777,1ZE15F400371684562
2780,1ZE15F400371222579
2786,1ZE15F400370453385
2787,1ZE15F400370360994
2788,1ZE15F400371449405
2789,1ZE15F400371342618
2790,1ZE15F400371384627
2793,1ZE15F400371239436
2795,1ZE15F400372491045
2796,1ZE15F400370243450
2803,1ZE15F400371720665
2804,1ZE15F400372866677
2807,1ZE15F400370945488
2808,1ZE15F400371141095
2811,1ZE15F400372157504
2812,1ZE15F400372818719
2813,1ZE15F400372668720
2817,1ZE15F400372571539
2818,1ZE15F400372311140
2821,1ZE15F400371191559
2822,1ZE15F400371636766
2827,1ZE15F400370790770
2832,1ZE15F400370117588
2834,1ZE15F400370001194
2838,1ZE15F400370345608
2839,1ZE15F400371174818
2843,1ZE15F400370232828
2846,1ZE15F400372583633
2847,1ZE15F400370211243
2850,1ZE15F400372619658
2852,1ZE15F400371432860
2855,1ZE15F400370994872
2857,1ZE15F400370969686
2860,1ZE15F400372941291
2861,1ZE15F400372013703
2864,1ZE15F400369580606
2869,1ZE15F400370076926
2870,1ZE15F400371275736
2871,1ZE15F400372191342
2872,1ZE15F400371527759
2873,1ZE15F400371108961
2875,1ZE15F400370478975
2876,1ZE15F400370501788
2877,1ZE15F400370961399
2878,1ZE15F400371161804
2880,1ZE15F400370527019
2882,1ZE15F400372201027
2883,1ZE15F400371647834
2884,1ZE15F400372251447
2886,1ZE15F400370915859
2887,1ZE15F400370665067
2889,1ZE15F400372243072
2890,1ZE15F400371713888
2891,1ZE15F400370789906
2892,1ZE15F400370789906
2910,1ZE15F400371523119
2912,1ZE15F400370605121
2913,1ZE15F400370699932
2914,1ZE15F400370391540
2918,1ZE15F400370783957
2920,1ZE15F400370101166
2921,1ZE15F400370287172
2922,1ZE15F400371605987
2923,1ZE15F400370241596
2924,1ZE15F400370898002
2925,1ZE15F400372399217
2926,1ZE15F400371289221
2927,1ZE15F400371432039
2928,1ZE15F400372611647
2932,1ZE15F400371132050
2934,1ZE15F400372417269
2938,1ZE15F400370611276
2939,1ZE15F400370178085
2940,1ZE15F400371501697
2941,1ZE15F400371486106
2944,1ZE15F400370155313
2945,1ZE15F400371253321
2946,1ZE15F400370844131
2950,1ZE15F400372911742
2951,1ZE15F400371960156
2953,1ZE15F400371613361
2955,1ZE15F400370215374
2956,1ZE15F400373198969
2958,1ZE15F400370841796
2962,1ZE15F400372554209
2963,1ZE15F400370791411
2964,1ZE15F400370497427
2966,1ZE15F400371936236
2973,1ZE15F400371291843
2974,1ZE15F400370268255
2975,1ZE15F400370689461
2976,1ZE15F400372099470
2977,1ZE15F400372362283
2979,1ZE15F400371261894
2980,1ZE15F400371102305
2981,1ZE15F400371307513
2984,1ZE15F400372021525
2985,1ZE15F400371708330
2986,1ZE15F400370751946
2987,1ZE15F400372056355
2988,1ZE15F400372645567
2991,1ZE15F400370263572
2993,1ZE15F400372974381
2994,1ZE15F400372761995
2995,1ZE15F400370130401
2996,1ZE15F400371703611
3004,1ZE15F400372825621
3017,1ZE15F400370160432
3018,1ZE15F400371292048
3026,1ZE15F400371324450
3042,1ZE15F400371481665
3043,1ZE15F400370707673
3044,1ZE15F400372266486
3047,1ZE15F400372342090
3055,1ZE15F400372638502
3056,1ZE15F400371979717
3059,1ZE15F400372909728
3061,1ZE15F400370292531
3075,1ZE15F400372912143
3077,1ZE15F400371072553
3078,1ZE15F400370197760
3081,1ZE15F400370431774
3084,1ZE15F400370238582
3090,1ZE15F400370002193
3098,1ZE15F400372626604
3101,1ZE15F400372135813
3119,1ZE15F400372273825
3136,1ZE15F400372104632
3137,1ZE15F400372612244
3138,1ZE15F400371300654
3139,1ZE15F400370940223
3141,1ZE15F400372435874
3150,1ZE15F400372890686
3163,1ZE15F400371742294
3164,1ZE15F400370094700
3169,1ZE15F400372171917
3175,1ZE15F400370917928
3178,1ZE15F400372596736
3180,1ZE15F400370392343
3182,1ZE15F400372008755
3192,1ZE15F400370269969
3197,1ZE15F400370719973
3198,1ZE15F400371222784
3199,1ZE15F400371562390
3202,1ZE15F400371042808
3204,1ZE15F400372088017
3205,1ZE15F400371842024
3206,1ZE15F400371768838
3207,1ZE15F400372252446
3208,1ZE15F400370196850
3209,1ZE15F400371626062
3210,1ZE15F400371284075
3212,1ZE15F400371234888
3213,1ZE15F400372462497
3214,1ZE15F400372470906
3215,1ZE15F400371884113
3216,1ZE15F400372046124
3218,1ZE15F400372620931
3219,1ZE15F400372192547
3220,1ZE15F400371864957
3222,1ZE15F400372862162
3223,1ZE15F400371128172
3224,1ZE15F400372926987
3225,1ZE15F400371442591
3226,1ZE15F400371379008
3227,1ZE15F400371560212
3228,1ZE15F400371530227
3230,1ZE15F400372153035
3232,1ZE15F400370212644
3233,1ZE15F400371013054
3236,1ZE15F400370978265
3237,1ZE15F400370252271
3238,1ZE15F400370299089
3239,1ZE15F400371502696
3241,1ZE15F400370767108
3243,1ZE15F400371116318
3254,1ZE15F400370294324
3255,1ZE15F400370365131
3258,1ZE15F400372312747
3259,1ZE15F400370641154
3260,1ZE15F400371974365
3261,1ZE15F400371656379
3265,1ZE15F400372351188
3267,1ZE15F400372642793
3271,1ZE15F400370635205
3273,1ZE15F400370552410
3274,1ZE15F400371338427
3275,1ZE15F400370257230
3277,1ZE15F400372492848
3278,1ZE15F400370749253
3281,1ZE15F400372850460
3282,1ZE15F400372340476
3283,1ZE15F400370083285
3284,1ZE15F400371862897
3285,1ZE15F400370983302
3286,1ZE15F400372868513
3287,1ZE15F400371662522
3288,1ZE15F400371829334
3293,1ZE15F400370752945
3294,1ZE15F400371337357
3295,1ZE15F400370606568
3296,1ZE15F400372304578
3297,1ZE15F400372495381
3298,1ZE15F400372162990
3299,1ZE15F400371811405
3302,1ZE15F400372064613
3304,1ZE15F400371266620
3307,1ZE15F400372081434
3308,1ZE15F400370093041
3309,1ZE15F400372405450
3310,1ZE15F400371242664
3313,1ZE15F400371548674
3317,1ZE15F400370587482
3319,1ZE15F400370543091
3324,1ZE15F400370119504
3327,1ZE15F400371140710
3328,1ZE15F400370150729
3331,1ZE15F400371013536
3336,1ZE15F400370513140
3337,1ZE15F400370953559
3338,1ZE15F400371758769
3339,1ZE15F400370072779
3340,1ZE15F400370359586
3341,1ZE15F400370003192
3342,1ZE15F400371907606
3347,1ZE15F400370096815
3348,1ZE15F400371314827
3349,1ZE15F400371625634
3350,1ZE15F400372013249
3352,1ZE15F400372981659
3354,1ZE15F400372154865
3356,1ZE15F400370876875
3359,1ZE15F400371811683
3362,1ZE15F400370543297
3363,1ZE15F400371175700
3364,1ZE15F400371932918
3366,1ZE15F400371758929
3367,1ZE15F400370917731
3370,1ZE15F400371593348
3372,1ZE15F400372489754
3379,1ZE15F400372430968
3380,1ZE15F400370960970
3382,1ZE15F400371943782
3383,1ZE15F400372163391
3384,1ZE15F400370923804
3386,1ZE15F400370649012
3387,1ZE15F400371483029
3388,1ZE15F400371889832
3389,1ZE15F400372253445
3390,1ZE15F400372477856
3391,1ZE15F400372587068
3395,1ZE15F400370325077
3397,1ZE15F400370755880
3400,1ZE15F400371863494
3403,1ZE15F400371151904
3406,1ZE15F400372245114
3407,1ZE15F400370487125
3408,1ZE15F400371541939
3409,1ZE15F400370993542
3411,1ZE15F400372945957
3414,1ZE15F400372623161
3415,1ZE15F400371969175
3417,1ZE15F400371247981
3418,1ZE15F400372643596
3422,1ZE15F400371860004
3423,1ZE15F400370721219
3424,1ZE15F400371771226
3428,1ZE15F400372874033
3430,1ZE15F400370813647
3431,1ZE15F400370894051
3433,1ZE15F400372539262
3434,1ZE15F400372893272
3436,1ZE15F400370420080
3439,1ZE15F400371503695
3442,1ZE15F400370048108
3445,1ZE15F400372077314
3449,1ZE15F400372335320
3450,1ZE15F400372886137
3454,1ZE15F400371713744
3457,1ZE15F400372322156
3458,1ZE15F400372335366
3459,1ZE15F400370097378
3460,1ZE15F400371272186
3462,1ZE15F400371443796
3463,1ZE15F400371716205
3471,1ZE15F400370313419
3472,1ZE15F400372179428
3473,1ZE15F400371578230
3474,1ZE15F400370693849
3475,1ZE15F400371230257
3476,1ZE15F400372011465
3482,1ZE15F400372581475
3483,1ZE15F400370804282
3484,1ZE15F400372463898
3486,1ZE15F400370864306
3487,1ZE15F400371429516
3488,1ZE15F400371303526
3492,1ZE15F400371950336
3495,1ZE15F400370753944
3497,1ZE15F400370618359
3502,1ZE15F400371567564
3503,1ZE15F400371345571
3508,1ZE15F400372016380
3510,1ZE15F400371563997
3511,1ZE15F400370492404
3513,1ZE15F400372425616
3515,1ZE15F400372707624
3516,1ZE15F400371002431
3518,1ZE15F400371894040
3521,1ZE15F400370486457
3522,1ZE15F400371003663
3523,1ZE15F400372389675
3525,1ZE15F400371908481
3526,1ZE15F400371744096
3527,1ZE15F400370600500
3529,1ZE15F400370301717
3531,1ZE15F400370391728
3533,1ZE15F400371734534
3534,1ZE15F400371114141
3535,1ZE15F400370834553
3537,1ZE15F400370319762
3538,1ZE15F400372713779
3541,1ZE15F400370480588
3564,1ZE15F400370004191
3566,1ZE15F400265479413
3568,1ZE15F400371057810
3569,1ZE15F400370355820
3570,1ZE15F400371146634
3571,1ZE15F400371414246
3572,1ZE15F400371662657
3580,1ZE15F400372515868
3581,1ZE15F400372317877
3582,1ze15f400370732681
3584,1ze15f400372344294
3587,1ze15f400372256700
3588,1ze15f400371693918
3589,1ze15f400372599920
3590,1ze15f400372238739
3591,1ze15f400372794343
3594,1ze15f400372970750
3596,1ze15f400371591966
3597,1ZE15F400371201976
3602,1ZE15F400372664788
3604,1ZE15F400372764394
3606,1ZE15F400370804808
3608,1ZE15F400372210017
3611,1ZE15F400371124023
3612,1ZE15F400372010831
3615,1ZE15F400372254444
3616,1ZE15F400371758858
3617,1ZE15F400370548069
3619,1ZE15F400372366074
3620,1ZE15F400370276880
3624,1ZE15F400371264499
3625,1ZE15F400372832908
3626,1ZE15F400372606117
3627,1ZE15F400371928129
3628,1ZE15F400370462937
3629,1ZE15F400372794549
3630,1ZE15F400371026951
3631,1ZE15F400372384161
3633,1ZE15F400372810173
3637,1ZE15F400372568981
3639,1ZE15F400370844597
3640,1ZE15F400372341000
3641,1ZE15F400372882211
3644,1ZE15F400372012222
3645,1ZE15F400370595035
3646,1ZE15F400371414648
3648,1ZE15F400370775055
3652,1ZE15F400371100263
3654,1ZE15F400372534276
3655,1ZE15F400370541084
3658,1ZE15F400371504694
3659,1ZE15F400265479413
3660,1ZE15F400370038315
3700,1ZE15F400371376323
3702,1ZE15F400372407136
3703,1ZE15F400371114749
3705,1ZE15F400371003154
3708,1ZE15F400372696360
3713,1ZE15F400371538372
3717,1ZE15F400370193184
3720,1ZE15F400370244799
3722,1ZE15F400372797206
3725,1ZE15F400370074419
3726,1ZE15F400370020422
3728,1ZE15F400372899230
3729,1ZE15F400371894844
3731,1ZE15F400371711255
3732,1ZE15F400371172463
3733,1ZE15F400372822473
3745,1ZE15F400371525288
3746,1ZE15F400370064895
3747,1ZE15F400370745300
3748,1ZE15F400372990514
3749,1ZE15F400370944523
3750,1ZE15F400372071338
3751,1ZE15F400370754943
3754,1ZE15F400372899356
3757,1ZE15F400372528569
3762,1ZE15F400370386574
3763,1ZE15F400371537382
3764,1ZE15F400370964994
3771,1ZE15F400372173406
3773,1ZE15F400372786610
3774,1ZE15F400371148623
3775,1ZE15F400372923435
3777,1ZE15F400370695043
3778,1ZE15F400371567457
3780,1ZE15F400370764665
3781,1ZE15F400370230679
3782,1ZE15F400370229485
3783,1ZE15F400372945091
3784,1ZE15F400371081507
3785,1ZE15F400372462719
3786,1ZE15F400370632726
3788,1ZE15F400372455530
3789,1ZE15F400371715144
3790,1ZE15F400370715557
3792,1ZE15F400371880760
3794,1ZE15F400372354774
3795,1ZE15F400370601581
3796,1ZE15F400370005190
3799,1ZE15F400370469609
3802,1ZE15F400372018815
3804,1ZE15F400372396827
3810,1ZE15F400370667636
3812,1ZE15F400370815243
3823,1ZE15F400370343655
3824,1ZE15F400372876862
3825,1ZE15F400370758878
3826,1ZE15F400372653683
3827,1ZE15F400371145297
3828,1ZE15F400370337706
3829,1ZE15F400371454917
3830,1ZE15F400370440924
3831,1ZE15F400370559735
3833,1ZE15F400370995344
3835,1ZE15F400370451752
3837,1ZE15F400370752963
3838,1ZE15F400371442975
3840,1ZE15F400370385780
3843,1ZE15F400370365391
3846,1ZE15F400370685803
3848,1ZE15F400370771013
3850,1ZE15F400370765020
3851,1ZE15F400372131835
3860,1ZE15F400372255443
3862,1ZE15F400371039858
3864,1ZE15F400371509064
3867,1ZE15F400371407076
3868,1ZE15F400372797886
3870,1ZE15F400370665496
3874,1ZE15F400374710947
3877,1ZE15F400372967111
3884,1ZE15F400370369128
3886,1ZE15F400372383939
3887,1ZE15F400371595542
3888,1ZE15F400372107951
3889,1ZE15F400372145160
3891,1ZE15F400370651170
3893,1ZE15F400370889987
3894,1ZE15F400372045590
3896,1ZE15F400372822008
3897,1ZE15F400372043216
3899,1ZE15F400372253221
3935,1ZE15F400371316030
3947,1ZE15F400372015649
3959,1ZE15F400370656059
3988,1ZE15F400372661263
3990,1ZE15F400372175271
4049,1ZE15F400370662088
4054,1ZE15F400371505693
4055,1ZE15F400371610104
4056,1ZE15F400370999313
4064,1ZE15F400370417325
4065,1ZE15F400371928138
4068,1ZE15F400370515746
4104,1ZE15F400372684159
4108,1ZE15F400370057367
4111,1ZE15F400372979377
4114,1ZE15F400372114185
4115,1ZE15F400372045796
4118,1ZE15F400370878202
4129,1ZE15F400372835414
4130,1ZE15F400370861425
4132,1ZE15F400371220231
4140,1ZE15F400375136950
4144,1ZE15F400372192252
4153,1ZE15F400370333460
4157,1ZE15F400370063476
4162,1ZE15F400372246284
4163,1ZE15F400370665898
4164,1ZE15F400370626304
4165,1ZE15F400371551517
4168,1ZE15F400370585528
4169,1ZE15F400372192332
4171,1ZE15F400370755942
4176,1ZE15F400372180354
4177,1ZE15F400371136985
4182,1ZE15F400370489561
4183,1ZE15F400372427570
4185,1ZE15F400371058382
4187,1ZE15F400370365999
4189,1ZE15F400370854406
4193,1ZE15F400370147617
4194,1ZE15F400372589628
4195,1ZE15F400371844433
4197,1ZE15F400372496040
4201,1ZE15F400372648457
4203,1ZE15F400370525664
4206,1ZE15F400371071670
4215,1ZE15F400371550483
4216,1ZE15F400371146090
4219,1ZE15F400371562505
4221,1ZE15F400371623716
4223,1ZE15F400370873725
4230,1ZE15F400370176532
4231,1ZE15F400372316145
4235,1ZE15F400370596552
4237,1ZE15F400370441763
4238,1ZE15F400371995771
4239,1ZE15F400370722585
4240,1ZE15F400370006199
4241,1ZE15F400372750603
4243,1ZE15F400372979813
4250,1ZE15F400371437829
4255,1ZE15F400370188636
4256,1ZE15F400370216248
4258,1ZE15F400372024657
4260,1ZE15F400370237869
4262,1ZE15F400372199871
4264,1ZE15F400371574681
4272,1ZE15F400372946296
4273,1ZE15F400371418706
4274,1ZE15F400371215916
4277,1ZE15F400371281925
4279,1ZE15F400371880733
4286,1ZE15F400372196347
4288,1ZE15F400370932750
4295,1ZE15F400372913964
4299,1ZE15F400371683974
4303,1ZE15F400371106785
4309,1ZE15F400370966394
4318,1ZE15F400370566807
4321,1ZE15F400372332010
4323,1ZE15F400370406024
4324,1ZE15F400372252839
4325,1ZE15F400372256442
4330,1ZE15F400370320858
4333,1ZE15F400372470068
4334,1ZE15F400370448079
4335,1ZE15F400371726310
4340,1ZE15F400370066491
4348,1ZE15F400370194905
4352,1ZE15F400370328118
4365,1ZE15F400371810120
4366,1ZE15F400371304936
4367,1ZE15F400370396545
4368,1ZE15F400370188958
4370,1ZE15F400371906161
4371,1ZE15F400371492171
4373,1ZE15F400372704323
4375,1ZE15F400370246591
4376,1ZE15F400370303000
4378,1ZE15F400371204213
4379,1ZE15F400372494220
4381,1ZE15F400372037036
4384,1ZE15F400372616642
4387,1ZE15F400370537053
4388,1ZE15F400371222266
4392,1ZE15F400371816277
4394,1ZE15F400370783082
4395,1ZE15F400371506692
4399,1ZE15F400370891107
4404,1ZE15F400372458322
4405,1ZE15F400371449138
4407,1ZE15F400372916747
4410,1ZE15F400371365157
4412,1ZE15F400370418360
4416,1ZE15F400371420373
4417,1ZE15F400371035183
4420,1ZE15F400370846791
4423,1ZE15F400371959202
4430,1ZE15F400372596414
4431,1ZE15F400371702425
4434,1ZE15F400372541231
4436,1ZE15F400371296848
4438,1ZE15F400372673250
4440,1ZE15F400372494462
4441,1ZE15F400370304474
4443,1ZE15F400372967282
4444,1ZE15F400371266899
4445,1ZE15F400370507308
4446,1ZE15F400370112510
4450,1ZE15F400370226522
4451,1ZE15F400372313335
4452,1ZE15F400370756941
4453,1ZE15F400371461356
4456,1ZE15F400371450564
4458,1ZE15F400371468573
4459,1ZE15F400370579384
4460,1ZE15F400372766990
4464,1ZE15F400372584365
4466,1ZE15F400370508610
4468,1ZE15F400371030624
4469,1ZE15F400370765431
4470,1ZE15F400371297043
4475,1ZE15F400370729453
4476,1ZE15F400370286664
4478,1ZE15F400371912672
4479,1ZE15F400372871483
4482,1ZE15F400372347095
4483,1ZE15F400370561188
4484,1ZE15F400370784714
4487,1ZE15F400371114721
4490,1ZE15F400370897530
4491,1ZE15F400372917148
4494,1ZE15F400370477556
4497,1ZE15F400372002760
4499,1ZE15F400371636775
4501,1ZE15F400370843589
4503,1ZE15F400375496973
4509,1ZE15F400372031603
4511,1ZE15F400370940812
4512,1ZE15F400370478822
4514,1ZE15F400372709631
4516,1ZE15F400372617249
4517,1ZE15F400370705657
4519,1ZE15F400370598863
4520,1ZE15F400370640879
4521,1ZE15F400370495689
4525,1ZE15F400371747299
4527,1ZE15F400372499707
4528,1ZE15F400370976918
4529,1ZE15F400372122925
4530,1ZE15F400370201736
4531,1ZE15F400370397348
4533,1ZE15F400371413756
4538,1ZE15F400372074960
4540,1ZE15F400371924972
4545,1ZE15F400371827783
4546,1ZE15F400371567395
4553,1ZE15F400370447801
4557,1ZE15F400370893016
4558,1ZE15F400370047029
4561,1ZE15F400372373833
4563,1ZE15F400372257441
4564,1ZE15F400372601854
4565,1ZE15F400370431069
4567,1ZE15F400372489076
4574,1ZE15F400371839887
4577,1ZE15F400371875909
4580,1ZE15F400371875909
4581,1ZE15F400370689112
