STORE,ITEM_NUMBER,UPC,DEPARTMENT,ITEM_DESCRIPTION,RETAIL_PRICE,VENDOR_ID,VENDOR_NAME,ONHAND_QTY
2831,7000167,3607772118250.00,98,DINASOUR PALS,0.05,791082,"DECOPAC, INC.",1
2831,7000168,3607772278740.00,98,ENCANTO RINGS,0.05,791082,"DECOPAC, INC.",1
2831,7000169,2607772110280.00,98,PIPING,0.05,791082,"DECOPAC, INC.",1
2831,7000170,2607772139930.00,98,EDIBLEB IMAGE,0.05,791082,"DECOPAC, INC.",1
2831,7000171,607772148120.00,98,CAKE DEC,0.05,791082,"DECOPAC, INC.",17
2831,7000172,607772233520.00,98,CAKE,0.05,761082,RESERVED FOR US MDM,2
2831,7000173,4607772292050.00,98,POKEMON,0.05,791082,"DECOPAC, INC.",1
2831,7000174,3086876162240.00,98,SPATULA,0.05,761082,RESERVED FOR US MDM,1
2831,7000175,607772266980.00,98,DECOSET,0.05,791082,"DECOPAC, INC.",48
2831,7000176,86876162240.00,98,SPATULA,0.05,791082,"DECOPAC, INC.",1
2831,7000177,214660444210.00,98,CAKE FORM 6,0.05,791082,"DECOPAC, INC.",1
2831,7000178,2607772284780.00,98,FELIZ,0.05,791082,"DECOPAC, INC.",1
2831,7000179,607772284460.00,98,RINGS,0.05,791082,"DECOPAC, INC.",1
2831,7000180,607772280350.00,98,HAPPY BDAY GOLD,0.05,791082,"DECOPAC, INC.",5
2831,7000181,607772280360.00,98,CELABRATE,0.05,791082,"DECOPAC, INC.",1
2831,7000182,607772281520.00,98,CELEBRATE,0.05,791082,"DECOPAC, INC.",4
2831,7000183,607772281410.00,98,BIRTHDAY,0.05,791082,"DECOPAC, INC.",5
2831,7000018,607772292980.00,98,POPTOPS,0.05,791082,"DECOPAC, INC.",1
2831,7000020,607772284600.00,98,MDAY RINGS,0.05,791082,"DECOPAC, INC.",1
2831,7000024,607772134050.00,98,PINK BABY BOOTS,0.05,791082,"DECOPAC, INC.",19
2831,7000026,607772284810.00,98,SUGAR CANDY STREWBER,0.05,791082,"DECOPAC, INC.",1
2831,7000028,2607772255050.00,98,COOL SUMMER TREATS,0.05,791082,"DECOPAC, INC.",1
2831,7000030,607772285140.00,98,TOPS STREW,0.05,791082,"DECOPAC, INC.",1
2831,7000401,607772279780.00,98,COCOMELON,0.05,791082,"DECOPAC, INC.",10
5935,7000005,607772232410.00,98,CAKE,0.05,791082,"DECOPAC, INC.",64
1822,7000082,31508625770.00,10,MOTORCRAFT 10W-30,5.17,200816,FORD MOTOR COMPANY,6
5686,7000086,26635403750.00,67,SPACEDAY,7.73,265523,BALLOONS ARE EVERYWHERE,0
2215,7000024,786935486360.00,23,THERMAL SET,17.97,413356,WALMART.COM,0
3716,7000042,352083321080.00,38,APETIGEN,25.65,77602,CARDINAL INDUSTRIES INC,-7
3716,7000130,9607370850.00,38,DHS TAR SHAMPOO,15.42,77602,CARDINAL INDUSTRIES INC,-1
1129,7000085,34000017980.00,34,VANILLA STAR JEANS,17.98,542654,WAL-MART IMPORT,-1
5095,7000002,2902750.00,40,GLUCERNA SHK STRAWBE,17.98,68798,MCKESSON MEDICAL-SURGICAL INC.,8
1942,7003303,10719830050.00,3,MICHIGAN CAP,17.99,434562,CONTINENTAL FLORAL LLC,0
1942,7000131,10719830120.00,3,PATRIOTIC MI HAT,17.99,318613,PENROD HIAWATHA COMPANY,0
1942,7003302,10719830060.00,3,MICHGAN CAP,17.99,434562,CONTINENTAL FLORAL LLC,0
2102,7000061,10719830060.00,3,HAT MICH 1837 GREEN,17.99,318613,PENROD HIAWATHA COMPANY,0
2102,7000162,10719830120.00,3,HAT MI RED WHITE BLU,17.99,318613,PENROD HIAWATHA COMPANY,9
2102,7000174,10719830110.00,3,HAT MESH MICHIGAN BA,17.99,318613,PENROD HIAWATHA COMPANY,0
1610,7000014,7428036726630.00,34,TOP,17.99,163314,WAL MART STORES INC,0
595,7000107,7319963092500.00,69,FANTASLOOK,17.99,413356,WALMART.COM,0
595,7000037,83141457980.00,69,SNOWMAN PAJAMAS,17.99,413356,WALMART.COM,0
595,7000109,7848539837950.00,69,FANTASLOOK B,17.99,413356,WALMART.COM,0
595,7000086,749684897810.00,69,WOMEN S STRA,17.99,413356,WALMART.COM,0
595,7000087,749684897960.00,69,WOMAN S SHAP,17.99,413356,WALMART.COM,0
3360,7000016,499006461410.00,23,AND1,7.76,222474,WAL-MART,0
842,7000128,7660639002670.00,16,BY HIS HANDS FEEDER,18,830062,ATHENS STONECASTING,10
1129,7000105,43935558180.00,23,HANES 4PK VNECK,18,413356,WALMART.COM,0
1788,7000140,96842000120.00,33,JUSTICE SPORT ACTIVE,18,737113,JUSTICE NUT COMPANY LLC,-1
595,7000041,196062861510.00,69,PLAYTEX,18,413356,WALMART.COM,0
776,7000072,607772293390.00,98,LITTLE PEOP BARNY,18,791082,"DECOPAC, INC.",4
776,7000075,607772293310.00,98,GABBYS DOLLHOUSE,18,791082,"DECOPAC, INC.",4
776,7000080,607772293280.00,98,MINIONS BLASTER,18,791082,"DECOPAC, INC.",4
776,7000082,607772292790.00,98,SONIC HEDGEHOG,18,791082,"DECOPAC, INC.",9
776,7000083,607772294810.00,98,NIGHTMARE B XMAS,18,791082,"DECOPAC, INC.",4
595,7000113,1502610.00,99,VIALS,0.1,601341,MCKESSON,0
595,7000036,1502640.00,99,BOTTLES,0.1,205372,MCKESSON MEDICAL SURGICAL INC.,0
595,7000115,1502620.00,99,BOTTLE S,0.1,122663,MCKESSON,0
2831,7000062,800093512100.00,98,LIME GREEN,7.78,791082,"DECOPAC, INC.",3
2626,7000064,607772276910.00,98,CANDY PEARLS GOLD,10.34,791082,"DECOPAC, INC.",1
595,7000091,2513250.00,99,VIALS,0.11,601341,MCKESSON,0
4337,7000040,30625369470.00,3,SHE COULD DO IT,2.67,265523,BALLOONS ARE EVERYWHERE,1
1439,7000041,52329147120.00,67,HEART,2.67,43642,LOTUS INTERNATIONAL COMPANY,-23
2157,7000164,607772232660.00,81,RAINBOW TOPS,5.24,791082,"DECOPAC, INC.",1
1439,7000001,25317005920.00,91,SAVORY TURKEY BREALF,5.24,715543,WALMART FOUNDATION,-6
1540,7000000,5221810.00,92,MCRMICK CELERY SEED,5.24,487975,"MCCORMICK & COMPANY, INC",0
547,7000045,607772232660.00,98,RAINBOW WITH CLOUDS,5.24,543412,DECOART INC,1
776,7000057,607772232660.00,98,RAINBOW POP TOP,5.24,791082,"DECOPAC, INC.",1
1705,7000072,607772232660.00,98,POPTOPS RAINBOW,5.24,791082,"DECOPAC, INC.",1
1993,7000087,607772232660.00,98,RAINBOW,5.24,791082,"DECOPAC, INC.",1
2626,7000050,607772232660.00,98,PTOPS RAINBOW CLOUDS,5.24,791082,"DECOPAC, INC.",1
2782,7000119,607772232660.00,98,POP TOPS RAINBOW,5.24,791082,"DECOPAC, INC.",1
842,7000125,7660634048190.00,16,WATER JAR FOUNTAIN,315,830062,ATHENS STONECASTING,1
1610,7000046,19474814340.00,26,TODDLER 3PC SWIM,35.98,163314,WAL MART STORES INC,0
2211,7000002,798716162530.00,40,PEPTAMEN JR,192.14,122663,MCKESSON,0
2423,7000050,680444105410.00,94,AJO PELADO,5.27,258533,AGRO PRODUCE PUERTO RICO INC,-319
3623,7000061,26635437320.00,67,VAL FLOWERS AIR FILL,12.95,265523,BALLOONS ARE EVERYWHERE,5
1129,7000080,715996270780.00,34,LADIES JACKET AGNES,35.99,413356,WALMART.COM,-1
547,7000002,195030034620.00,22,MATTRESS,99.99,413356,WALMART.COM,0
1129,7000093,768114575520.00,32,13CT 14KT WG STUD,99.99,413356,WALMART.COM,-1
5935,7000041,194343122060.00,69,VASAGLE 472 TABLE,99.99,413356,WALMART.COM,0
34,7000125,6077720933480.00,98,CAKE FORM RND 6X35,2.72,791082,"DECOPAC, INC.",2
547,7000048,607772285140.00,98,TOP STRAWBERRY,7.84,791082,"DECOPAC, INC.",1
2072,7000050,600484114520.00,5,CHAPO,12.96,446620,ALLIANCE ENTERTAINMENT LLC,0
2423,7000200,842908716720.00,5,MEL MARTINEZ,12.96,542654,WAL-MART IMPORT,1
1822,7000104,9780990807216.00,21,UNA VIDA EN SALUD,12.96,542654,WAL-MART IMPORT,0
1822,7000088,9780446693360.00,21,JOURNAL,12.96,38438,INGRAM BOOK GROUP LLC,0
1822,7000106,9780990807210.00,21,UNA VIDA EN SALUD,12.96,542654,WAL-MART IMPORT,0
3273,7000043,4061459658996.00,29,SERRA FLEECE LINED,12.96,542654,WAL-MART IMPORT,0
768,7000040,26635428390.00,67,BALLOON,12.96,265523,BALLOONS ARE EVERYWHERE,0
3179,7000022,26635386990.00,67,BEAR AIR BALLOON,12.96,542654,WAL-MART IMPORT,0
5416,7000093,30625357460.00,67,PANDA BALLOON,12.96,413356,WALMART.COM,62
115,7000014,2323070.00,38,CLIC CLOSURE 58,36,100891,BUCCANEER ENTERPRISES INC,4
4508,7000020,37297500410.00,98,MASECA PREMIUM 10 W,36,413356,WALMART.COM,0
2102,7000447,43909104780.00,14,20PC FIREFLY DESK MG,100,458166,WILTON INDUSTRIES INC,0
2067,7000071,625012180200.00,7,AMERICAN TRIVIA,12.97,542654,WAL-MART IMPORT,0
2072,7000112,82180804150.00,9,SWING RING,12.97,667142,FRIEND SMITH & CO INC,12
1345,7000033,37000977820.00,13,TIDE PODS 4N1 AF,12.97,542654,WAL-MART IMPORT,0
2474,7000218,855000202750.00,16,RAIN GAGESTAKE,12.97,472332,SWEETWATER TRADING CO,0
171,7000004,8400116492520.00,18,GARDEN FLAG,12.97,163314,WAL MART STORES INC,0
171,7000005,8400116265500.00,18,GARDEN FLAG,12.97,163314,WAL MART STORES INC,0
171,7000009,840011649250.00,18,PUMPKIN FLAG,12.97,163314,WAL MART STORES INC,0
171,7000010,840011636470.00,18,GNOME FLAG,12.97,163314,WAL MART STORES INC,0
171,7000011,840011626550.00,18,FALL FLAG,12.97,163314,WAL MART STORES INC,0
171,7000000,8400116492690.00,18,FALL FLAG,12.97,163314,WAL MART STORES INC,0
171,7000003,8400116363200.00,18,FALL FLAG,12.97,163314,WAL MART STORES INC,0
171,7000055,840011627250.00,18,WINTER DOORMAT,12.97,163314,WAL MART STORES INC,0
171,7000056,840011628170.00,18,WINTER DOORMAT,12.97,163314,WAL MART STORES INC,0
171,7000057,840011626570.00,18,FALL MAT,12.97,163314,WAL MART STORES INC,0
171,7000058,840011647230.00,18,FALL MAT,12.97,163314,WAL MART STORES INC,0
171,7000059,840011636490.00,18,GNOMES MAT,12.97,163314,WAL MART STORES INC,0
171,7000060,840011649260.00,18,HOUSE FLAG,12.97,163314,WAL MART STORES INC,0
171,7000061,840011636320.00,18,HOUSE FLAG,12.97,163314,WAL MART STORES INC,0
171,7000062,840011636480.00,18,HOUSE FLAG,12.97,163314,WAL MART STORES INC,0
171,7000063,840011627240.00,18,HOUSE FLAG,12.97,163314,WAL MART STORES INC,0
171,7000064,840011628100.00,18,HOUSE FLAG,12.97,163314,WAL MART STORES INC,0
171,7000065,840011616420.00,18,HOUSE FLAG,12.97,163314,WAL MART STORES INC,0
2423,7000100,9780829746980.00,21,GRACIA DIVINA,12.97,542654,WAL-MART IMPORT,13
7261,7000006,86598017160.00,40,MUG TX 30 OZ EVERYTH,12.97,319004,SMITH-SOUTHWESTERN INC,-12
407,7000012,26635423390.00,67,D LARGE HEART BALLOO,12.97,102254,CHERYL LANKFORD,0
1296,7000207,656665003540.00,67,SPRING VASE,12.97,542654,WAL-MART IMPORT,0
776,7000077,1502650.00,99,OVALS,15.53,122663,MCKESSON,0
5802,7000003,52525404790.00,4,ST PLT 7 IN,2.74,542654,WAL-MART IMPORT,-8
547,7000061,196328463240.00,23,SHIRT,12.98,413356,WALMART.COM,0
1129,7000037,636458199890.00,23,ISOTONER MENS BRUSHE,12.98,542654,WAL-MART IMPORT,-2
5930,7000069,1964986218550.00,23,RAYON SHIRT WATERMEL,12.98,619471,NO BOUNDARIES,0
3716,7000077,8887110017650.00,32,UNICORN SET,12.98,82224,"CLAIRE'S BOUTIQUES, INC.",-1
1129,7000158,340000000.00,34,BLACK SKIRT,12.98,542654,WAL-MART IMPORT,0
2067,7000043,400070000440.00,38,ADMISSION KIT MALE,12.98,271612,DROGUERIA BETANCES INC,0
2067,7000044,111430.00,38,ADMISSION KIT MALE,12.98,271612,DROGUERIA BETANCES INC,1
1166,7000028,196328463260.00,41,SUNSHINE SALT LI WMN,12.98,744073,CREEDENCE HOLDINGS LLC,0
1166,7000029,196328463180.00,41,SOUTHERN MY SUNS WMN,12.98,755705,KERUSSO ACTIVEWEAR INC,0
1166,7000005,196328463250.00,41,SUNSHINE SALT LI WMN,12.98,744073,CREEDENCE HOLDINGS LLC,3
3623,7000063,26635424210.00,67,HALLOWEEN CREEPY TRE,12.98,265523,BALLOONS ARE EVERYWHERE,0
3623,7000064,26635424180.00,67,HALLOWEEN WITCH AIR,12.98,265523,BALLOONS ARE EVERYWHERE,0
1705,7000058,607772259920.00,98,YELLOW,30.9,791082,"DECOPAC, INC.",15
1296,7000041,30625261720.00,67,HAPPY MOTHER DAY,2.75,38553,ANAGRAM INTERNATIONAL INC,0
1439,7000108,30625263370.00,67,FOIL MOM DAY,2.75,6695,ANAGRAM INTERNATIONAL INC,0
1439,7000111,30625369560.00,67,FOIL GRAD BALLOON,2.75,6695,ANAGRAM INTERNATIONAL INC,0
2157,7000022,71444880250.00,67,BIRTHDAY METALIC DOT,2.75,265523,BALLOONS ARE EVERYWHERE,6
2157,7000024,71444881940.00,67,ES NINA BABY BALLOON,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000027,30625369800.00,67,ITS A GIRL PLAID,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000042,71444879900.00,67,BIRTHDAY RAINBOW DOT,2.75,265523,BALLOONS ARE EVERYWHERE,12
2157,7000047,26635421940.00,67,DISNEY FROZEN 2 HB,2.75,265523,BALLOONS ARE EVERYWHERE,10
2157,7000048,26635406770.00,67,HB REASON TO CELEBRA,2.75,265523,BALLOONS ARE EVERYWHERE,-5
2157,7000054,26635410520.00,67,GRAD NEON,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000057,26635418920.00,67,HB MICKEY MOUSE,2.75,265523,BALLOONS ARE EVERYWHERE,15
2157,7000061,26635412850.00,67,HB FANCY TYPE RAINBO,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000128,71444881960.00,67,ES NINO,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000127,26635397350.00,67,SWEET SIXTEEN,2.75,265523,BALLOONS ARE EVERYWHERE,10
2157,7000067,80518092230.00,67,HB MICKEY  FRIENDS,2.75,265523,BALLOONS ARE EVERYWHERE,10
2157,7009186,26635417800.00,67,HAPPY BIRTHDQY CAKE,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7006727,26635412790.00,67,HAPPY BIRTHDAY MOM,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7009206,71444880020.00,67,BABY GIRL STRIPES,2.75,265523,BALLOONS ARE EVERYWHERE,-1
2157,7000073,30625369810.00,67,BUFFALO ITS A BOY,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000074,26635339350.00,67,HB LITTLE MERMAID,2.75,265523,BALLOONS ARE EVERYWHERE,10
2157,7000126,26635403700.00,67,FIRST BIRTHDAT BOY,2.75,265523,BALLOONS ARE EVERYWHERE,10
2157,7000076,71444166690.00,67,BIRTHDAY CAKE BLUE,2.75,265523,BALLOONS ARE EVERYWHERE,-2
2157,7000125,26635411590.00,67,THINKING OF YOU,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000123,26635397410.00,67,ELEGANT SWEET SIXTEE,2.75,265523,BALLOONS ARE EVERYWHERE,6
2157,7000122,26635416960.00,67,GET WELL SOON,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000121,26635423860.00,67,HB DINSEY PRINCESS,2.75,265523,BALLOONS ARE EVERYWHERE,10
2157,7000120,71444881440.00,67,BIRTHDAY SUPER HERO,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000119,71444122660.00,67,HB GOLDDOTS,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000116,26635412860.00,67,BIRTHDAY BOHO FLOWER,2.75,265523,BALLOONS ARE EVERYWHERE,-2
2157,7000085,26635427990.00,67,BIRTHDAY LOL SURPRIS,2.75,265523,BALLOONS ARE EVERYWHERE,15
2157,7000115,26635413030.00,67,BIRTHDAY GRANDPA,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000112,26635403690.00,67,FIRST BIRTHDAY GIRL,2.75,265523,BALLOONS ARE EVERYWHERE,10
2157,7000091,26635412970.00,67,BIRTHDAY FROSTED CON,2.75,265523,BALLOONS ARE EVERYWHERE,4
2157,7000102,26635418930.00,67,HB MINNIE MOUSE,2.75,265523,BALLOONS ARE EVERYWHERE,15
2157,7009203,26635412780.00,67,HAPPY BIRTHDAY DAD,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7009205,71444879990.00,67,BABY BOY STRIPES,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7009201,26635414260.00,67,ITS A BOY BLUE,2.75,265523,BALLOONS ARE EVERYWHERE,-1
2157,7009200,26635414250.00,67,ITS A GIRL PINK,2.75,265523,BALLOONS ARE EVERYWHERE,-2
2157,7009199,26635346560.00,67,HB AVENGERS,2.75,265523,BALLOONS ARE EVERYWHERE,10
2157,7009192,26635412820.00,67,BIRTHDAY WATERCOLOR,2.75,265523,BALLOONS ARE EVERYWHERE,0
2157,7000199,26635415600.00,67,HELLO BABY GIRL RATT,2.75,265523,BALLOONS ARE EVERYWHERE,3
2157,7000215,26635433480.00,67,CHRISTMAS SMILEY SAN,2.75,265523,BALLOONS ARE EVERYWHERE,13
2157,7000221,26635448980.00,67,XMAS SNOWY SANTA,2.75,265523,BALLOONS ARE EVERYWHERE,19
2157,7000222,26635448950.00,67,HOLIDAYS NORDIC SNOW,2.75,265523,BALLOONS ARE EVERYWHERE,24
2157,7000230,26635433490.00,67,XMAS FESTIVE TREE,2.75,265523,BALLOONS ARE EVERYWHERE,11
2157,7000231,26635433470.00,67,HOLIDAYS ADORABLE EL,2.75,265523,BALLOONS ARE EVERYWHERE,8
2157,7000239,26635433450.00,67,HOLIDAY SMILEY SNOW,2.75,265523,BALLOONS ARE EVERYWHERE,16
2157,7000259,26635420620.00,67,NEW YEARS VINTAGE,2.75,265523,BALLOONS ARE EVERYWHERE,13
2157,7000267,26635438010.00,67,NEW YEAR MIDNIGHT HR,2.75,265523,BALLOONS ARE EVERYWHERE,0
2404,7000176,26635338080.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-3
2404,7000024,26635421940.00,67,FROZEN,2.75,265523,BALLOONS ARE EVERYWHERE,8
2404,7000027,26635315920.00,67,PEPA,2.75,265523,BALLOONS ARE EVERYWHERE,-2
2404,7000029,26635427990.00,67,LOL,2.75,266523,"BUMBO DISTRIBUTION USA, LLC",5
2404,7000030,80518092230.00,67,MICKEY,2.75,265523,BALLOONS ARE EVERYWHERE,3
2404,7000032,26635423860.00,67,PRINCESS,2.75,266523,"BUMBO DISTRIBUTION USA, LLC",11
2404,7000033,26635290070.00,67,HAPPY BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-2
2404,7000182,26635396330.00,67,BABY,2.75,265523,BALLOONS ARE EVERYWHERE,-1
2404,7000158,26635417940.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-2
2404,7000159,30625369640.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-7
2404,7000160,71444192840.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-9
2404,7000161,26635384840.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-4
2404,7000162,26635412860.00,67,BDAY,2.75,265524,RESERVED FOR MX MDM,-4
2404,7000163,26635390660.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-1
2404,7000164,26635428940.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-2
2404,7000165,26635417950.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-7
2404,7000168,71444122740.00,67,BDAY,2.75,265524,RESERVED FOR MX MDM,-5
2404,7000169,30625369630.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-6
2404,7000170,26635413060.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-4
2404,7000171,26635417730.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-1
2404,7000172,71444102590.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-2
2404,7000175,26635338100.00,67,BDAY,2.75,265523,BALLOONS ARE EVERYWHERE,-4
2831,7003462,26635395370.00,67,PICADO FIESTA,2.75,265523,BALLOONS ARE EVERYWHERE,8
4272,7000030,26635423100.00,67,V DAY BALLOON,2.75,282504,LOFTUS INTERNATIONAL,1
5124,7000040,26635323370.00,67,BALLOON,2.75,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000041,30625867560.00,67,GRAD BALLOON,2.75,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000042,26635135620.00,67,OVER BALLOON,2.75,419183,WALMART CORPORATE LEARNING CTR,0
5124,7000043,2663529950.00,67,BABY BALLOON,2.75,419183,WALMART CORPORATE LEARNING CTR,0
4508,7000067,52329429140.00,94,GRAD,2.75,851456,MARCELINO G GARCIA,35
4508,7000019,52329923410.00,94,BALLONS,2.75,851456,MARCELINO G GARCIA,-13
1540,7000075,10719440430.00,3,OVEN MITT,12.99,318613,PENROD HIAWATHA COMPANY,1
2102,7000109,10719406540.00,3,MUG BLK MI LKS YLW,12.99,318613,PENROD HIAWATHA COMPANY,11
2102,7000150,10719341650.00,3,2023 CALENDER MI 8X1,12.99,318613,PENROD HIAWATHA COMPANY,12
1859,7000004,681066376430.00,6,GADGET BAG,12.99,413356,WALMART.COM,1
2072,7000019,88491030310.00,14,BATIDORA 5 VEL,12.99,547351,INSULAR TRADING COMPANY INC,-8
1129,7000185,194134287150.00,24,2 PACK JOGGER,12.99,542654,WAL-MART IMPORT,0
1466,7000066,7428036726560.00,34,FANTASLOOK LS KNIT T,12.99,543703,WALMART DC 7084,0
3273,7000023,697444285210.00,34,MOSHU TANK,12.99,542654,WAL-MART IMPORT,0
429,7000053,1003885803410.00,67,RUBY VASE,12.99,90924,"AMISTAD FLORAL & CRAFTS, LLC",0
429,7000054,388580341030.00,67,RUBY VASE,12.99,90924,"AMISTAD FLORAL & CRAFTS, LLC",0
429,7000064,300580305320.00,67,VASE,12.99,90924,"AMISTAD FLORAL & CRAFTS, LLC",0
3623,7000027,26635428290.00,67,AIRLOONZ BDAY BALLOO,12.99,265523,BALLOONS ARE EVERYWHERE,27
3623,7000032,26635424500.00,67,AIRLOONZ BDAY STACKE,12.99,265523,BALLOONS ARE EVERYWHERE,32
3623,7000072,26635441810.00,67,AIRLOONZ MOTHERS DAY,12.99,265523,BALLOONS ARE EVERYWHERE,0
3623,7000097,26635437730.00,67,AIRLOONZ LUCKY LEPRE,12.99,265523,BALLOONS ARE EVERYWHERE,2
3623,7000099,26635422570.00,67,CONGRATZ AIRLOONZ,12.99,265523,BALLOONS ARE EVERYWHERE,2
3623,7000100,26635437720.00,67,EASTER BUNNY AIRLOON,12.99,265523,BALLOONS ARE EVERYWHERE,3
3623,7000101,26635428210.00,67,MOTHERS DAY FLOWER,12.99,265523,BALLOONS ARE EVERYWHERE,1
3623,7000103,26635424630.00,67,ELEGANT STAR AIRLOON,12.99,265523,BALLOONS ARE EVERYWHERE,17
1610,7000017,7523567893290.00,82,SPORT BRA,12.99,163314,WAL MART STORES INC,0
2157,7000088,607772284780.00,98,LAYON,28.35,791082,"DECOPAC, INC.",6
2072,7000872,700332482450.00,19,RAT TAIL 100YD,0.2,63201,NEW PORT SALES INC,0
3716,7000335,349502830030.00,38,SODIUM CHLORIDE,0.2,271612,DROGUERIA BETANCES INC,142210
2782,7000020,607772237500.00,98,SUMMER FUN,7.88,791082,"DECOPAC, INC.",2
4337,7003209,30625250970.00,3,FRESH PICK MOTHERS,13,265523,BALLOONS ARE EVERYWHERE,8
4337,7000078,30625251160.00,3,IE CREAM BALLOON,13,265523,BALLOONS ARE EVERYWHERE,1
4337,7004501,30300013000.00,3,BALLOONS,13,542654,WAL-MART IMPORT,15
4337,7000178,30625251150.00,3,BIRTHDAY FLOWER,13,265523,BALLOONS ARE EVERYWHERE,-1
1129,7000089,518960429710.00,23,MENS SHORT,13,542654,WAL-MART IMPORT,-1
1129,7000022,7343270578420.00,25,WOMEN SANDAL,13,542654,WAL-MART IMPORT,0
1129,7000098,26000025900.00,26,LITTLE STAR SET BABI,13,542654,WAL-MART IMPORT,-1
3273,7000046,7300974192240.00,34,BELLY TOP SWIM SHORT,13,542654,WAL-MART IMPORT,0
3179,7000041,26635424640.00,67,STARS,13,542654,WAL-MART IMPORT,-1
3179,7000051,26635424500.00,67,STACKED BDAY,13,542654,WAL-MART IMPORT,0
3179,7000054,26635424270.00,67,UNICORN BIG BALLOON,13,542654,WAL-MART IMPORT,-1
3179,7000664,26635387000.00,67,LOVE OPEN HEARTS,13,265523,BALLOONS ARE EVERYWHERE,-1
1822,7004390,26635264370.00,94,BALLOON MINNIE,2.77,6695,ANAGRAM INTERNATIONAL INC,484
4337,7000034,3748240.00,40,SIMPLYTHICK GEL,105.18,122663,MCKESSON,0
1822,7000054,49000067770.00,95,PR POWERRADE MOUNTAI,2.79,685446,CC1 LIMITED PARTNERSHIP.,0
2157,7000055,607772213510.00,81,WHITE PEARL,7.91,791082,"DECOPAC, INC.",11
1788,7000003,30.00,3,7000005,2.8,647211,MAINE SCENE INC,-53
4601,7000012,714442699710.00,67,BDAY BALLOON,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000013,306252628040.00,67,BDAY BALLOON,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000039,266354179450.00,67,BDAY BALLOON,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000040,306252612890.00,67,BDAY BALLOON,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000046,266353566880.00,67,BDAY BALLOON,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000074,26635406670.00,67,DINOMITE PARTY,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000079,266353664890.00,67,BDAY BALLOON,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000097,26635419850.00,67,BALLOON,2.8,265523,BALLOONS ARE EVERYWHERE,-1
4601,7000112,266354159960.00,67,BDAY BALLOON,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000115,266354168700.00,67,BDAY BALLOON SP,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000117,26635429640.00,67,BALLOON,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000133,26635413130.00,67,ALL OF US,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000138,714448819440.00,67,BDAY BALLOON SP,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000145,714448907480.00,67,BDAY BALLOON SP,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000155,714448819680.00,67,BDAY BALLOON SP,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000167,266354112570.00,67,BDAY BALLOON SP,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000175,266351465930.00,67,BDAY BALLOON SP,2.8,265523,BALLOONS ARE EVERYWHERE,0
4601,7000181,266354112400.00,67,BDAY BALLOON SP,2.8,265523,BALLOONS ARE EVERYWHERE,0
