Store,Dept,Inventory Dollars,Format
40,80,"$8,423.34",WM Supercenter
40,93,"$55,594.17",WM Supercenter
40,94,"$23,470.59",WM Supercenter
40,98,"$20,090.47",WM Supercenter
41,80,"$23,314.24",WM Supercenter
41,93,"$95,837.90",WM Supercenter
41,94,"$30,247.72",WM Supercenter
41,98,"$25,924.17",WM Supercenter
42,80,"$20,301.23",WM Supercenter
42,93,"$72,703.47",WM Supercenter
42,94,"$19,501.06",WM Supercenter
42,98,"$18,360.43",WM Supercenter
43,80,"$16,609.11",WM Supercenter
43,93,"$66,698.70",WM Supercenter
43,94,"$29,687.84",WM Supercenter
43,98,"$22,089.41",WM Supercenter
45,80,"$18,451.80",WM Supercenter
45,93,"$80,341.15",WM Supercenter
45,94,"$23,071.75",WM Supercenter
45,98,"$35,166.04",WM Supercenter
46,80,"$13,535.90",WM Supercenter
46,93,"$68,106.78",WM Supercenter
46,94,"$24,040.49",WM Supercenter
46,98,"$23,602.76",WM Supercenter
47,80,"$7,485.62",WM Supercenter
47,93,"$65,650.22",WM Supercenter
47,94,"$24,297.36",WM Supercenter
47,98,"$23,927.81",WM Supercenter
48,80,"$12,934.34",WM Supercenter
48,93,"$71,484.85",WM Supercenter
48,94,"$40,328.87",WM Supercenter
48,98,"$26,985.53",WM Supercenter
49,80,"$5,856.43",WM Supercenter
49,93,"$60,329.28",WM Supercenter
49,94,"$22,218.93",WM Supercenter
49,98,"$3,486.78",WM Supercenter
50,80,"$11,284.90",WM Supercenter
50,93,"$46,314.99",WM Supercenter
50,94,"$17,792.54",WM Supercenter
50,98,"$6,860.62",WM Supercenter
51,80,"$5,849.72",WM Supercenter
51,93,"$27,559.21",WM Supercenter
51,94,"$16,555.32",WM Supercenter
51,98,"$4,647.75",WM Supercenter
52,80,"$25,504.14",WM Supercenter
52,93,"$68,858.69",WM Supercenter
52,94,"$15,493.55",WM Supercenter
52,98,"$19,855.06",WM Supercenter
54,80,"$16,062.40",WM Supercenter
54,93,"$53,068.36",WM Supercenter
54,94,"$32,051.63",WM Supercenter
54,98,"$28,800.38",WM Supercenter
55,80,"$9,919.46",WM Supercenter
55,93,"$50,241.07",WM Supercenter
55,94,"$19,388.68",WM Supercenter
55,98,"$15,158.44",WM Supercenter
56,80,"$6,854.65",WM Supercenter
56,93,"$47,842.14",WM Supercenter
56,94,"$15,696.40",WM Supercenter
56,98,"$7,684.04",WM Supercenter
58,80,"$35,989.27",WM Supercenter
58,93,"$87,273.08",WM Supercenter
58,94,"$37,423.56",WM Supercenter
58,98,"$25,511.53",WM Supercenter
59,80,"$19,052.47",WM Supercenter
59,93,"$79,255.81",WM Supercenter
59,94,"$29,151.00",WM Supercenter
59,98,"$27,093.46",WM Supercenter
60,80,"$18,656.05",WM Supercenter
60,93,"$63,436.21",WM Supercenter
60,94,"$19,949.13",WM Supercenter
60,98,"$26,994.07",WM Supercenter
61,80,"$20,367.34",WM Supercenter
61,93,"$65,134.26",WM Supercenter
61,94,"$24,025.67",WM Supercenter
61,98,"$21,618.13",WM Supercenter
62,80,"$14,642.70",WM Supercenter
62,93,"$93,647.61",WM Supercenter
62,94,"$25,398.36",WM Supercenter
62,98,"$22,646.68",WM Supercenter
63,80,"$5,684.88",WM Supercenter
63,93,"$40,574.73",WM Supercenter
63,94,"$13,306.51",WM Supercenter
63,98,"$13,372.49",WM Supercenter
64,80,"$7,679.45",WM Supercenter
64,93,"$60,439.57",WM Supercenter
64,94,"$20,015.37",WM Supercenter
64,98,"$16,433.22",WM Supercenter
65,80,"$15,975.33",WM Supercenter
65,93,"$59,497.45",WM Supercenter
65,94,"$19,875.63",WM Supercenter
65,98,"$17,344.36",WM Supercenter
66,80,"$18,121.43",WM Supercenter
66,93,"$80,092.40",WM Supercenter
66,94,"$32,304.12",WM Supercenter
66,98,"$19,763.06",WM Supercenter
67,80,"$16,378.80",WM Supercenter
67,93,"$61,811.85",WM Supercenter
67,94,"$21,477.24",WM Supercenter
67,98,"$17,326.40",WM Supercenter
68,80,"$10,910.17",WM Supercenter
68,93,"$51,055.92",WM Supercenter
68,94,"$13,829.68",WM Supercenter
68,98,"$6,729.38",WM Supercenter
69,80,"$27,052.50",WM Supercenter
69,93,"$94,834.14",WM Supercenter
69,94,"$37,514.63",WM Supercenter
69,98,"$30,096.31",WM Supercenter
70,80,"$22,897.01",WM Supercenter
70,93,"$81,426.93",WM Supercenter
70,94,"$27,704.01",WM Supercenter
70,98,"$20,772.64",WM Supercenter
71,80,"$13,914.73",WM Supercenter
71,93,"$63,885.49",WM Supercenter
71,94,"$17,787.92",WM Supercenter
71,98,"$10,599.99",WM Supercenter
72,80,"$19,665.62",WM Supercenter
72,93,"$66,181.07",WM Supercenter
72,94,"$22,842.72",WM Supercenter
72,98,"$21,299.96",WM Supercenter
73,80,"$16,078.96",WM Supercenter
73,93,"$74,255.13",WM Supercenter
73,94,"$24,419.60",WM Supercenter
73,98,"$22,776.61",WM Supercenter
74,80,"$1,745.25",WM Supercenter
74,93,"$36,241.69",WM Supercenter
74,94,"$15,385.59",WM Supercenter
74,98,"$10,285.22",WM Supercenter
75,80,"$9,006.30",WM Supercenter
75,93,"$88,092.75",WM Supercenter
75,94,"$28,026.61",WM Supercenter
75,98,"$22,509.87",WM Supercenter
76,80,"$12,277.98",WM Supercenter
76,93,"$73,057.60",WM Supercenter
76,94,"$21,678.45",WM Supercenter
76,98,"$19,193.46",WM Supercenter
77,80,"$13,440.63",WM Supercenter
77,93,"$43,480.27",WM Supercenter
77,94,"$17,367.92",WM Supercenter
77,98,"$17,353.28",WM Supercenter
78,80,"$6,363.61",WM Supercenter
78,93,"$61,671.46",WM Supercenter
78,94,"$25,936.66",WM Supercenter
78,98,"$23,761.22",WM Supercenter
79,80,"$18,024.35",WM Supercenter
79,93,"$68,613.94",WM Supercenter
79,94,"$21,864.32",WM Supercenter
79,98,"$25,898.18",WM Supercenter
80,80,"$21,168.84",WM Supercenter
80,93,"$59,413.16",WM Supercenter
80,94,"$28,586.36",WM Supercenter
80,98,"$18,213.25",WM Supercenter
81,80,"$7,814.68",WM Supercenter
81,93,"$46,353.41",WM Supercenter
81,94,"$15,787.15",WM Supercenter
81,98,"$10,205.50",WM Supercenter
82,80,"$6,583.65",WM Supercenter
82,93,"$40,071.11",WM Supercenter
82,94,"$13,663.49",WM Supercenter
82,98,"$8,141.63",WM Supercenter
83,80,"$6,086.95",WM Supercenter
83,93,"$53,484.33",WM Supercenter
83,94,"$16,884.94",WM Supercenter
83,98,"$16,247.30",WM Supercenter
85,80,"$14,882.15",WM Supercenter
85,93,"$71,759.41",WM Supercenter
85,94,"$22,347.62",WM Supercenter
85,98,"$20,731.46",WM Supercenter
86,80,"$19,893.24",WM Supercenter
86,93,"$92,500.36",WM Supercenter
86,94,"$42,890.38",WM Supercenter
86,98,"$21,908.04",WM Supercenter
87,80,"$17,732.99",WM Supercenter
87,93,"$103,955.33",WM Supercenter
87,94,"$49,769.58",WM Supercenter
87,98,"$19,482.72",WM Supercenter
88,80,"$13,330.33",WM Supercenter
88,93,"$53,388.76",WM Supercenter
88,94,"$21,950.30",WM Supercenter
88,98,"$8,153.48",WM Supercenter
89,80,"$17,583.38",WM Supercenter
89,93,"$56,701.51",WM Supercenter
89,94,"$15,349.90",WM Supercenter
89,98,"$18,460.24",WM Supercenter
90,80,"$21,539.08",WM Supercenter
90,93,"$79,549.48",WM Supercenter
90,94,"$16,932.44",WM Supercenter
90,98,"$28,474.53",WM Supercenter
91,80,"$13,126.98",WM Supercenter
91,93,"$68,803.42",WM Supercenter
91,94,"$16,542.14",WM Supercenter
91,98,"$60,956.44",WM Supercenter
92,80,"$13,043.60",WM Supercenter
92,93,"$65,632.83",WM Supercenter
92,94,"$33,076.98",WM Supercenter
92,98,"$23,292.99",WM Supercenter
93,80,"$20,312.70",WM Supercenter
93,93,"$78,031.52",WM Supercenter
93,94,"$25,045.64",WM Supercenter
93,98,"$18,880.36",WM Supercenter
94,80,"$25,606.90",WM Supercenter
94,93,"$90,574.64",WM Supercenter
94,94,"$28,644.88",WM Supercenter
94,98,"$18,867.90",WM Supercenter
95,80,"$15,472.83",WM Supercenter
95,93,"$62,158.87",WM Supercenter
95,94,"$16,290.81",WM Supercenter
95,98,"$25,069.82",WM Supercenter
96,80,"$12,357.70",WM Supercenter
96,93,"$69,268.19",WM Supercenter
96,94,"$29,621.89",WM Supercenter
96,98,"$20,177.84",WM Supercenter
97,80,,WM Supercenter
97,93,"$61,953.32",WM Supercenter
97,94,"$15,653.92",WM Supercenter
97,98,"$6,847.51",WM Supercenter
98,80,"$8,750.11",WM Supercenter
98,93,"$58,351.96",WM Supercenter
98,94,"$16,843.43",WM Supercenter
98,98,"$14,207.24",WM Supercenter
99,80,"$9,637.64",WM Supercenter
99,93,"$38,241.75",WM Supercenter
99,94,"$16,062.80",WM Supercenter
99,98,"$10,183.56",WM Supercenter
100,80,"$33,666.78",WM Supercenter
100,93,"$109,635.28",WM Supercenter
100,94,"$87,445.94",WM Supercenter
100,98,"$32,709.72",WM Supercenter
101,80,"$8,213.73",WM Supercenter
101,93,"$62,871.64",WM Supercenter
101,94,"$23,537.93",WM Supercenter
101,98,"$19,347.19",WM Supercenter
102,80,"$7,957.37",WM Supercenter
102,93,"$58,489.24",WM Supercenter
102,94,"$27,107.96",WM Supercenter
102,98,"$4,285.45",WM Supercenter
103,80,"$24,322.31",WM Supercenter
103,93,"$104,264.35",WM Supercenter
103,94,"$38,207.79",WM Supercenter
103,98,"$35,051.21",WM Supercenter
104,80,"$17,470.26",WM Supercenter
104,93,"$49,772.92",WM Supercenter
104,94,"$19,685.38",WM Supercenter
104,98,"$17,381.57",WM Supercenter
105,80,"$12,472.73",WM Supercenter
105,93,"$92,880.17",WM Supercenter
105,94,"$26,103.39",WM Supercenter
105,98,"$23,669.29",WM Supercenter
106,80,"$12,675.92",WM Supercenter
106,93,"$40,455.61",WM Supercenter
106,94,"$13,577.95",WM Supercenter
106,98,"$5,059.47",WM Supercenter
107,80,"$15,685.01",WM Supercenter
107,93,"$63,103.53",WM Supercenter
107,94,"$16,167.32",WM Supercenter
107,98,"$24,000.15",WM Supercenter
108,80,"$11,723.76",WM Supercenter
108,93,"$64,677.09",WM Supercenter
108,94,"$25,414.97",WM Supercenter
108,98,"$22,104.49",WM Supercenter
109,80,"$11,670.51",WM Supercenter
109,93,"$35,699.77",WM Supercenter
109,94,"$8,285.13",WM Supercenter
109,98,"$3,843.61",WM Supercenter
110,80,"$9,054.67",WM Supercenter
110,93,"$93,451.65",WM Supercenter
110,94,"$46,412.00",WM Supercenter
110,98,"$14,920.09",WM Supercenter
111,80,"$7,864.64",WM Supercenter
111,93,"$49,746.40",WM Supercenter
111,94,"$11,768.46",WM Supercenter
111,98,"$21,428.02",WM Supercenter
112,80,"$18,815.51",WM Supercenter
112,93,"$61,505.71",WM Supercenter
112,94,"$24,433.87",WM Supercenter
112,98,"$19,065.57",WM Supercenter
113,80,"$14,302.02",WM Supercenter
113,93,"$85,336.71",WM Supercenter
113,94,"$32,304.10",WM Supercenter
113,98,"$26,999.09",WM Supercenter
114,80,"$5,868.08",WM Supercenter
114,93,"$60,659.34",WM Supercenter
114,94,"$20,790.64",WM Supercenter
114,98,"$15,632.67",WM Supercenter
115,80,"$6,426.75",WM Supercenter
115,93,"$53,342.19",WM Supercenter
115,94,"$18,975.15",WM Supercenter
115,98,"$14,660.83",WM Supercenter
118,80,"$13,863.49",WM Supercenter
118,93,"$53,714.78",WM Supercenter
118,94,"$20,889.47",WM Supercenter
118,98,"$21,687.74",WM Supercenter
119,80,"$18,530.89",WM Supercenter
119,93,"$79,728.41",WM Supercenter
119,94,"$29,585.56",WM Supercenter
119,98,"$23,034.37",WM Supercenter
120,80,"$6,573.75",WM Supercenter
120,93,"$77,527.21",WM Supercenter
120,94,"$18,057.38",WM Supercenter
120,98,"$17,044.31",WM Supercenter
121,80,"$33,825.02",WM Supercenter
121,93,"$75,647.48",WM Supercenter
121,94,"$35,764.92",WM Supercenter
121,98,"$20,743.75",WM Supercenter
122,80,"$1,492.24",WM Supercenter
122,93,"$48,359.43",WM Supercenter
122,94,"$22,872.88",WM Supercenter
122,98,"$9,046.20",WM Supercenter
123,80,"$19,150.43",WM Supercenter
123,93,"$78,006.45",WM Supercenter
123,94,"$28,781.37",WM Supercenter
123,98,"$3,348.01",WM Supercenter
124,80,"$32,059.80",WM Supercenter
124,93,"$90,495.31",WM Supercenter
124,94,"$25,800.50",WM Supercenter
124,98,"$18,967.15",WM Supercenter
125,80,"$15,947.82",WM Supercenter
125,93,"$97,371.62",WM Supercenter
125,94,"$34,998.26",WM Supercenter
125,98,"$23,746.30",WM Supercenter
126,80,"$19,397.63",WM Supercenter
126,93,"$73,679.52",WM Supercenter
126,94,"$29,569.24",WM Supercenter
126,98,"$22,335.28",WM Supercenter
127,80,"$18,157.05",WM Supercenter
127,93,"$58,834.96",WM Supercenter
127,94,"$19,749.81",WM Supercenter
127,98,"$19,520.50",WM Supercenter
128,80,"$10,354.10",WM Supercenter
128,93,"$74,809.82",WM Supercenter
128,94,"$28,890.20",WM Supercenter
128,98,"$16,302.24",WM Supercenter
129,80,"$13,314.80",WM Supercenter
129,93,"$123,706.97",WM Supercenter
129,94,"$51,514.83",WM Supercenter
129,98,"$26,807.93",WM Supercenter
130,80,"$14,476.02",WM Supercenter
130,93,"$108,903.91",WM Supercenter
130,94,"$51,839.81",WM Supercenter
130,98,"$21,891.11",WM Supercenter
131,80,"$22,017.87",WM Supercenter
131,93,"$96,007.08",WM Supercenter
131,94,"$57,191.66",WM Supercenter
131,98,"$16,052.54",WM Supercenter
132,80,"$10,474.62",WM Supercenter
132,93,"$46,161.83",WM Supercenter
132,94,"$11,506.94",WM Supercenter
132,98,"$11,198.11",WM Supercenter
133,80,"$10,139.42",WM Supercenter
133,93,"$54,998.47",WM Supercenter
133,94,"$15,144.72",WM Supercenter
133,98,"$8,359.08",WM Supercenter
134,80,"$12,878.20",WM Supercenter
134,93,"$95,925.87",WM Supercenter
134,94,"$40,843.48",WM Supercenter
134,98,"$20,090.21",WM Supercenter
135,80,"$12,824.73",WM Supercenter
135,93,"$38,011.55",WM Supercenter
135,94,"$9,457.62",WM Supercenter
135,98,"$15,125.10",WM Supercenter
137,80,"$16,969.96",WM Supercenter
137,93,"$65,507.35",WM Supercenter
137,94,"$39,080.75",WM Supercenter
137,98,"$23,618.73",WM Supercenter
138,80,"$13,903.32",WM Supercenter
138,93,"$81,577.30",WM Supercenter
138,94,"$23,810.51",WM Supercenter
138,98,"$24,216.89",WM Supercenter
139,80,"$12,195.70",WM Supercenter
139,93,"$52,949.49",WM Supercenter
139,94,"$19,872.69",WM Supercenter
139,98,"$21,482.74",WM Supercenter
140,80,"$12,931.88",WM Supercenter
140,93,"$80,787.99",WM Supercenter
140,94,"$13,956.49",WM Supercenter
140,98,"$19,630.73",WM Supercenter
141,80,"$9,376.78",WM Supercenter
141,93,"$82,064.15",WM Supercenter
141,94,"$41,598.34",WM Supercenter
141,98,"$19,965.23",WM Supercenter
143,80,"$18,265.51",WM Supercenter
143,93,"$52,535.55",WM Supercenter
143,94,"$23,267.71",WM Supercenter
143,98,"$21,862.15",WM Supercenter
144,80,"$15,534.96",WM Supercenter
144,93,"$84,296.76",WM Supercenter
144,94,"$28,889.19",WM Supercenter
144,98,"$29,962.00",WM Supercenter
145,80,"$9,091.30",WM Supercenter
145,93,"$45,956.25",WM Supercenter
145,94,"$13,926.32",WM Supercenter
145,98,"$17,586.11",WM Supercenter
146,80,"$12,170.92",WM Supercenter
146,93,"$56,352.34",WM Supercenter
146,94,"$33,364.53",WM Supercenter
146,98,"$3,503.06",WM Supercenter
147,80,"$21,000.15",WM Supercenter
147,93,"$76,754.87",WM Supercenter
147,94,"$27,147.77",WM Supercenter
147,98,"$21,986.92",WM Supercenter
148,80,"$7,395.26",WM Supercenter
148,93,"$105,418.59",WM Supercenter
148,94,"$13,342.21",WM Supercenter
148,98,"$20,406.68",WM Supercenter
149,80,"$9,427.77",WM Supercenter
149,93,"$39,982.76",WM Supercenter
149,94,"$13,308.09",WM Supercenter
149,98,"$6,270.70",WM Supercenter
150,80,"$12,494.24",WM Supercenter
150,93,"$63,304.44",WM Supercenter
150,94,"$27,103.82",WM Supercenter
150,98,"$22,589.33",WM Supercenter
151,80,"$20,817.13",WM Supercenter
151,93,"$127,701.36",WM Supercenter
151,94,"$61,849.53",WM Supercenter
151,98,"$27,965.12",WM Supercenter
152,80,"$12,126.22",WM Supercenter
152,93,"$61,910.76",WM Supercenter
152,94,"$27,806.04",WM Supercenter
152,98,"$18,813.34",WM Supercenter
153,80,"$7,231.84",WM Supercenter
153,93,"$55,826.58",WM Supercenter
153,94,"$20,185.68",WM Supercenter
153,98,"$8,280.11",WM Supercenter
154,80,"$13,084.77",WM Supercenter
154,93,"$65,124.02",WM Supercenter
154,94,"$24,162.32",WM Supercenter
154,98,"$17,827.83",WM Supercenter
155,80,"$18,418.73",WM Supercenter
155,93,"$81,720.46",WM Supercenter
155,94,"$27,347.24",WM Supercenter
155,98,"$19,066.95",WM Supercenter
157,80,"$19,490.69",WM Supercenter
157,93,"$73,851.58",WM Supercenter
157,94,"$31,912.49",WM Supercenter
157,98,"$22,037.18",WM Supercenter
158,80,"$15,486.57",WM Supercenter
158,93,"$51,153.93",WM Supercenter
158,94,"$17,144.75",WM Supercenter
158,98,"$8,874.10",WM Supercenter
159,80,"$16,452.95",WM Supercenter
159,93,"$59,126.85",WM Supercenter
159,94,"$13,890.28",WM Supercenter
159,98,"$21,887.66",WM Supercenter
160,80,"$1,037.25",WM Supercenter
160,93,"$74,562.77",WM Supercenter
160,94,"$16,915.06",WM Supercenter
160,98,"$7,681.62",WM Supercenter
161,80,"$7,207.42",WM Supercenter
161,93,"$31,963.92",WM Supercenter
161,94,"$13,708.35",WM Supercenter
161,98,"$3,477.20",WM Supercenter
162,80,"$8,090.81",WM Supercenter
162,93,"$56,566.33",WM Supercenter
162,94,"$17,555.64",WM Supercenter
162,98,"$5,197.03",WM Supercenter
163,80,"$24,564.84",WM Supercenter
163,93,"$75,765.03",WM Supercenter
163,94,"$22,755.98",WM Supercenter
163,98,"$22,855.63",WM Supercenter
164,80,"$12,300.52",WM Supercenter
164,93,"$55,599.87",WM Supercenter
164,94,"$28,327.43",WM Supercenter
164,98,"$19,855.64",WM Supercenter
165,80,"$11,737.95",WM Supercenter
165,93,"$53,289.60",WM Supercenter
165,94,"$21,700.62",WM Supercenter
165,98,"$20,088.13",WM Supercenter
166,80,"$9,922.86",WM Supercenter
166,93,"$37,784.73",WM Supercenter
166,94,"$18,011.74",WM Supercenter
166,98,"$5,231.30",WM Supercenter
167,80,"$22,498.95",WM Supercenter
167,93,"$73,803.04",WM Supercenter
167,94,"$22,754.14",WM Supercenter
167,98,"$21,194.13",WM Supercenter
168,80,"$17,392.19",WM Supercenter
168,93,"$92,326.40",WM Supercenter
168,94,"$36,565.79",WM Supercenter
168,98,"$26,963.19",WM Supercenter
169,80,"$12,228.91",WM Supercenter
169,93,"$49,772.38",WM Supercenter
169,94,"$17,067.46",WM Supercenter
169,98,"$11,411.67",WM Supercenter
170,80,"$10,864.89",WM Supercenter
170,93,"$74,150.83",WM Supercenter
170,94,"$25,582.09",WM Supercenter
170,98,"$18,703.87",WM Supercenter
171,80,"$18,078.51",WM Supercenter
171,93,"$63,669.82",WM Supercenter
171,94,"$36,052.05",WM Supercenter
171,98,"$20,281.19",WM Supercenter
172,80,"$17,469.72",WM Supercenter
172,93,"$68,072.56",WM Supercenter
172,94,"$21,262.85",WM Supercenter
172,98,"$22,143.76",WM Supercenter
173,80,"$8,463.65",WM Supercenter
173,93,"$40,854.85",WM Supercenter
173,94,"$17,569.83",WM Supercenter
173,98,"$5,973.75",WM Supercenter
174,80,"$22,953.99",WM Supercenter
174,93,"$99,278.93",WM Supercenter
174,94,"$27,624.04",WM Supercenter
174,98,"$22,808.77",WM Supercenter
175,80,"$19,459.22",WM Supercenter
175,93,"$53,800.32",WM Supercenter
175,94,"$21,088.35",WM Supercenter
175,98,"$20,969.10",WM Supercenter
177,80,"$9,386.17",WM Supercenter
177,93,"$77,072.39",WM Supercenter
177,94,"$33,716.50",WM Supercenter
177,98,"$24,641.39",WM Supercenter
178,80,"$9,779.82",WM Supercenter
178,93,"$42,646.99",WM Supercenter
178,94,"$18,066.10",WM Supercenter
178,98,"$3,451.47",WM Supercenter
179,80,"$18,108.17",WM Supercenter
179,93,"$63,580.20",WM Supercenter
179,94,"$26,945.31",WM Supercenter
179,98,"$24,046.50",WM Supercenter
180,80,"$14,134.21",WM Supercenter
180,93,"$44,495.64",WM Supercenter
180,94,"$12,002.56",WM Supercenter
180,98,"$17,067.41",WM Supercenter
181,80,"$11,123.55",WM Supercenter
181,93,"$55,495.38",WM Supercenter
181,94,"$21,754.45",WM Supercenter
181,98,"$13,936.93",WM Supercenter
182,80,"$9,436.24",WM Supercenter
182,93,"$125,237.21",WM Supercenter
182,94,"$36,507.15",WM Supercenter
182,98,"$21,272.51",WM Supercenter
183,80,"$7,892.64",WM Supercenter
183,93,"$42,032.51",WM Supercenter
183,94,"$11,404.05",WM Supercenter
183,98,"$13,819.43",WM Supercenter
184,80,"$11,898.77",WM Supercenter
184,93,"$58,848.78",WM Supercenter
184,94,"$26,317.24",WM Supercenter
184,98,"$21,378.14",WM Supercenter
185,80,"$14,893.28",WM Supercenter
185,93,"$58,858.61",WM Supercenter
185,94,"$46,358.71",WM Supercenter
185,98,"$21,903.37",WM Supercenter
186,80,"$14,018.74",WM Supercenter
186,93,"$64,848.00",WM Supercenter
186,94,"$25,041.59",WM Supercenter
186,98,"$20,964.50",WM Supercenter
188,80,"$18,468.14",WM Supercenter
188,93,"$77,333.81",WM Supercenter
