Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
541,64,7233,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202310,90.90%,95.00%,7.1,88.60%,94.50%,92.50%,88.70%
541,64,7262,SPARK,Scheduled Standard Delivery,37,Executive Review,Recovering,Driver Supply Focus,202310,91.40%,93.90%,8,91.30%,94.90%,94.10%,86.00%
543,64,5102,SPARK,Scheduled Standard Delivery,30,Executive Review,Recovering,Driver Supply Focus,202310,92.30%,95.50%,9.7,93.30%,96.20%,90.60%,89.80%
63,6,5612,ROADIE,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202310,87.80%,99.50%,8.9,86.70%,88.80%,85.20%,91.20%
85,6,321,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202310,89.30%,97.30%,7.3,92.70%,91.00%,85.70%,87.20%
506,6,3107,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202310,87.90%,97.10%,5.5,93.90%,88.80%,88.40%,79.10%
71,46,549,SPARK,Scheduled Standard Delivery,19,At Risk,Recovering,Driver Supply Focus,202310,95.60%,98.50%,8.5,97.00%,99.00%,97.50%,88.80%
375,46,2656,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202310,90.20%,88.40%,8.7,87.70%,96.20%,91.80%,84.10%
385,46,4201,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202310,91.40%,98.80%,6.7,94.00%,98.20%,88.20%,83.00%
152,41,657,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202310,92.90%,95.70%,9.6,92.30%,100.00%,83.30%,100.00%
152,41,5175,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202310,90.00%,98.60%,7.1,84.60%,94.70%,88.20%,90.50%
257,41,1190,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202310,90.50%,91.40%,9,86.60%,95.70%,91.00%,88.70%
258,41,1247,SPARK,Scheduled Standard Delivery,29,Executive Review,Recovering,Driver Supply Focus,202310,90.30%,96.00%,8.3,92.60%,93.10%,87.10%,88.30%
200,19,2567,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202310,92.30%,94.20%,8.3,89.60%,95.90%,91.80%,91.70%
200,19,3328,ROADIE,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202310,95.70%,100.00%,8.6,100.00%,100.00%,100.00%,80.00%
201,19,5064,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202310,91.40%,96.60%,7.4,95.20%,95.50%,88.20%,86.70%
202,19,1809,SPARK,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202310,92.20%,99.40%,9.2,96.90%,97.60%,92.50%,81.60%
202,19,1836,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202310,93.60%,98.20%,8.6,91.70%,99.20%,95.50%,88.00%
202,19,2080,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202310,88.00%,90.10%,9.5,86.80%,97.00%,90.70%,76.50%
202,19,5411,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202310,89.50%,92.30%,7.6,88.20%,97.10%,88.40%,84.80%
203,19,2869,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202310,91.70%,96.00%,9.8,89.10%,92.50%,92.90%,92.10%
203,19,4540,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202310,78.30%,95.50%,6.1,78.60%,93.40%,71.90%,69.30%
204,19,1752,UBER,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202310,94.00%,99.90%,9.1,95.30%,98.40%,96.20%,86.80%
205,19,1928,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202310,96.60%,97.00%,7.3,97.90%,97.90%,98.50%,89.40%
205,19,3726,SPARK,Scheduled Standard Delivery,41,Executive Review,Recovering,Driver Supply Focus,202310,95.80%,94.10%,7.9,95.50%,99.00%,97.30%,87.00%
206,19,2959,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202310,92.20%,95.90%,8.9,91.90%,95.70%,89.80%,91.30%
207,19,5028,SPARK,Scheduled Standard Delivery,47,Executive Review,Recovering,Driver Supply Focus,202310,93.50%,97.10%,10,95.90%,95.70%,94.70%,88.00%
213,19,1445,ROADIE,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202310,85.90%,98.80%,5.5,91.70%,87.50%,85.70%,78.30%
238,19,1576,SPARK,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202310,91.90%,99.70%,6,93.40%,94.00%,93.50%,86.30%
262,25,1307,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202310,91.90%,95.60%,9.9,91.60%,96.30%,94.50%,83.60%
262,25,4323,POINTPICKUP,Scheduled Standard Delivery,33,Executive Review,-,Driver Supply Focus,202310,76.00%,94.10%,8.7,,95.70%,51.30%,89.50%
263,53,1490,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202310,92.30%,95.90%,9.7,85.10%,95.70%,95.40%,91.80%
267,25,5402,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202310,81.70%,96.60%,9.8,78.20%,82.20%,86.20%,80.00%
271,25,262,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202310,84.40%,95.60%,9,92.50%,83.30%,85.40%,74.40%
272,25,224,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202310,84.60%,99.20%,6.8,73.10%,95.50%,88.10%,81.30%
275,25,2728,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202310,84.40%,89.30%,9.9,74.50%,95.10%,89.30%,77.50%
278,25,3460,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202310,91.20%,94.40%,9.7,91.20%,92.80%,94.50%,87.30%
279,25,775,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202310,90.60%,95.10%,8.4,91.60%,95.60%,97.10%,78.10%
279,25,796,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202310,90.90%,93.80%,9.3,83.20%,92.70%,97.00%,89.90%
208,20,1883,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202310,91.70%,95.90%,9.6,90.30%,95.90%,91.20%,89.30%
208,20,2193,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202310,89.50%,96.50%,9.4,86.50%,96.10%,80.70%,94.90%
209,20,5387,SPARK,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202310,88.70%,93.60%,7.2,91.20%,89.90%,87.50%,86.10%
227,20,1948,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202310,91.60%,99.20%,9.4,89.60%,94.50%,89.80%,93.20%
227,20,2603,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202310,84.60%,99.70%,5.2,77.40%,91.50%,79.70%,90.60%
227,20,5040,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202310,79.90%,95.10%,8.3,82.90%,81.10%,81.90%,72.70%
227,20,5088,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202310,86.50%,93.90%,9.4,85.80%,90.80%,84.60%,85.30%
229,20,2287,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202310,89.50%,95.10%,9.8,91.40%,93.10%,90.10%,83.70%
235,20,2019,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202310,79.40%,96.30%,9.4,74.30%,80.00%,81.30%,82.40%
311,20,3270,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202310,83.40%,99.30%,7.3,84.80%,86.70%,86.70%,75.10%
317,20,4278,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202310,88.90%,98.90%,7,88.60%,88.10%,89.50%,89.30%
495,59,5427,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202310,92.80%,88.70%,8.3,94.50%,94.60%,95.00%,87.20%
196,53,2417,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202310,91.10%,96.70%,6.6,93.80%,94.90%,86.80%,89.30%
196,53,2545,SPARK,Scheduled Standard Delivery,29,Executive Review,Recovering,Driver Supply Focus,202310,93.80%,96.00%,9.2,90.80%,98.20%,94.70%,89.50%
425,53,982,ROADIE,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202310,94.70%,94.70%,9.8,100.00%,100.00%,85.70%,100.00%
435,53,1551,SPARK,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202310,93.10%,90.60%,9,95.40%,97.30%,94.70%,86.10%
435,53,5669,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202310,91.80%,92.80%,7.9,92.00%,96.40%,95.40%,84.90%
436,53,1365,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202310,89.60%,100.00%,6.5,85.20%,90.30%,95.50%,88.60%
439,53,1982,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202310,91.80%,97.90%,7.8,99.60%,87.20%,95.90%,85.00%
441,53,1274,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202310,89.80%,98.60%,7,87.80%,87.20%,97.10%,87.20%
441,53,3505,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202310,90.90%,94.20%,7,90.80%,89.50%,95.00%,88.20%
442,53,1515,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202310,87.30%,94.20%,9.8,88.60%,89.00%,90.80%,80.60%
217,21,1595,ROADIE,Scheduled Standard Delivery,28,Executive Review,-,Driver Supply Focus,202310,73.30%,97.80%,7.8,,71.40%,82.60%,60.00%
222,21,1750,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202310,91.10%,92.40%,6.4,94.10%,97.80%,94.30%,77.60%
223,21,3641,ROADIE,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202310,75.00%,93.80%,5.8,85.70%,77.80%,55.60%,85.70%
239,21,1745,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202310,86.50%,98.30%,9.7,84.20%,88.50%,87.80%,85.30%
239,21,2275,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202310,87.70%,93.70%,6.3,86.00%,85.00%,88.80%,90.90%
239,21,5374,SPARK,Scheduled Standard Delivery,29,Executive Review,Recovering,Driver Supply Focus,202310,92.80%,96.20%,6.8,90.70%,97.50%,94.60%,88.60%
248,21,1425,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202310,86.00%,97.50%,6.3,83.10%,87.10%,86.30%,87.50%
2,14,670,POINTPICKUP,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202310,88.00%,99.70%,7.2,88.50%,90.50%,86.00%,86.90%
10,14,432,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202310,91.10%,95.40%,8.4,90.20%,97.60%,91.90%,84.80%
544,72,4580,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Driver Supply Focus,202310,91.10%,89.40%,8.6,80.70%,96.70%,96.80%,91.40%
545,72,5653,SPARK,Scheduled Standard Delivery,7,Active Monitoring,Degrading,Driver Supply Focus,202310,90.80%,98.60%,6.4,86.10%,94.30%,96.60%,83.60%
27,3,843,SPARK,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202310,90.70%,96.30%,9.1,85.10%,92.60%,96.30%,88.30%
32,3,2890,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202310,90.30%,95.40%,9.9,88.20%,91.60%,94.40%,86.80%
93,3,538,UBER,Scheduled Standard Delivery,32,Executive Review,Degrading,Driver Supply Focus,202310,89.50%,98.90%,8.2,88.50%,87.60%,94.00%,88.40%
93,3,3877,SPARK,Scheduled Standard Delivery,45,Executive Review,Recovering,Driver Supply Focus,202310,89.30%,92.00%,8.2,91.70%,89.60%,84.60%,91.80%
93,3,3877,UBER,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202310,88.40%,91.30%,8.6,86.70%,89.80%,89.50%,87.20%
97,3,488,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202310,86.50%,91.90%,7.6,89.20%,85.70%,84.20%,87.00%
546,72,2840,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202310,89.10%,95.70%,8.8,84.10%,94.80%,92.80%,84.70%
147,12,192,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Driver Supply Focus,202310,91.60%,90.80%,10,87.90%,95.80%,88.00%,94.90%
147,12,393,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202310,88.10%,92.50%,9,90.60%,90.80%,85.40%,86.20%
149,12,695,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202310,86.40%,89.80%,8.8,83.40%,92.10%,83.50%,87.20%
149,12,1075,POINTPICKUP,Scheduled Standard Delivery,34,Executive Review,Recovering,Driver Supply Focus,202310,91.80%,93.40%,8.8,93.10%,94.70%,92.30%,85.70%
149,12,3137,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,202310,89.90%,94.00%,7.3,91.20%,93.80%,91.00%,83.00%
153,12,4482,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202310,93.20%,94.90%,9.8,100.00%,100.00%,86.70%,85.70%
18,2,1070,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202310,89.00%,95.70%,6.5,91.90%,95.40%,89.70%,79.20%
18,2,2753,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Driver Supply Focus,202310,92.70%,99.30%,4.4,93.60%,94.60%,89.70%,92.60%
18,2,5812,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Driver Supply Focus,202310,84.90%,99.10%,7.1,87.30%,87.60%,86.70%,79.20%
19,2,6998,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202310,86.20%,95.60%,8.9,91.00%,89.90%,80.40%,84.20%
21,2,3,UBER,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202310,96.10%,98.00%,8.6,84.60%,100.00%,100.00%,100.00%
22,2,4409,POINTPICKUP,Scheduled Standard Delivery,30,Executive Review,Degrading,Driver Supply Focus,202310,83.00%,95.40%,6.1,84.10%,75.60%,86.20%,84.40%
26,2,937,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202310,90.50%,94.80%,8.2,92.20%,93.90%,90.90%,85.20%
35,2,641,SPARK,Scheduled Standard Delivery,29,Executive Review,Recovering,Driver Supply Focus,202310,93.50%,90.90%,9.4,92.30%,98.50%,94.40%,89.50%
35,2,3192,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Driver Supply Focus,202310,92.60%,90.10%,10,90.00%,96.20%,94.50%,89.90%
39,2,1130,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202310,81.80%,95.20%,9.8,81.80%,87.60%,84.00%,73.90%
120,2,3660,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202310,92.30%,98.40%,6.3,92.10%,92.60%,95.90%,88.80%
121,2,366,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202310,88.00%,98.90%,7.3,82.80%,93.10%,89.80%,86.70%
123,2,1159,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202310,88.90%,100.00%,4.5,84.10%,97.80%,98.10%,74.50%
294,2,1795,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202310,75.50%,98.10%,7.9,83.70%,75.00%,81.10%,55.60%
294,2,4428,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202310,89.00%,98.10%,8.3,89.20%,87.20%,89.90%,89.40%
498,59,4692,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202310,94.10%,90.10%,8,98.00%,94.60%,94.00%,89.90%
322,42,373,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202310,83.90%,99.00%,8.6,89.00%,91.30%,79.80%,75.30%
323,42,5261,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202310,83.70%,89.10%,10,76.90%,89.90%,83.30%,84.30%
328,42,119,UBER,Scheduled Standard Delivery,11,Executive Review,-,Driver Supply Focus,202310,82.90%,98.50%,7,,84.00%,76.50%,89.40%
96,72,5365,POINTPICKUP,Scheduled Standard Delivery,5,Active Monitoring,-,Driver Supply Focus,202310,66.70%,100.00%,9.1,,,50.00%,100.00%
553,9,4303,ROADIE,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202310,77.30%,91.00%,8.9,67.90%,78.00%,81.90%,76.30%
467,60,5861,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202310,83.40%,96.20%,6.9,83.10%,80.80%,81.50%,88.50%
472,60,2121,ROADIE,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202310,89.80%,99.30%,7.1,84.20%,94.20%,93.40%,88.30%
472,60,2121,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202310,90.30%,98.30%,6.9,90.10%,87.10%,90.10%,94.40%
472,60,2317,SPARK,Scheduled Standard Delivery,34,Executive Review,Recovering,Driver Supply Focus,202310,94.60%,95.50%,8.6,95.80%,96.00%,100.00%,86.60%
474,60,4394,ROADIE,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202310,92.90%,94.40%,7.5,95.10%,91.70%,95.50%,88.80%
476,60,1876,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202310,81.10%,95.10%,5.2,74.10%,94.10%,79.20%,81.50%
476,60,2550,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202310,93.20%,96.70%,9.2,92.00%,95.50%,95.20%,89.70%
413,52,1723,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,202310,86.00%,96.70%,9.4,87.90%,87.40%,88.50%,80.40%
414,52,892,POINTPICKUP,Scheduled Standard Delivery,30,Executive Review,Degrading,Driver Supply Focus,202310,86.80%,91.20%,9.5,85.70%,88.40%,83.80%,88.50%
419,52,1447,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202310,81.30%,97.60%,8.5,87.20%,80.50%,83.60%,65.60%
419,52,2937,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,-,Driver Supply Focus,202310,63.00%,98.00%,6.1,,,0.00%,68.00%
419,52,3233,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202310,85.40%,95.00%,6.4,85.70%,95.50%,89.20%,63.90%
419,52,4849,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202310,94.00%,99.80%,7.5,98.20%,99.70%,92.80%,84.40%
422,52,3404,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202310,90.10%,95.60%,9.3,86.30%,93.60%,96.20%,82.60%
422,52,3498,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202310,70.70%,98.50%,7.3,50.00%,74.20%,83.80%,66.70%
423,52,1855,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202310,90.70%,93.90%,7.3,87.90%,93.00%,95.30%,83.30%
424,52,2352,ROADIE,Scheduled Standard Delivery,22,Executive Review,-,Driver Supply Focus,202310,85.30%,100.00%,5.7,,95.70%,83.30%,76.20%
424,52,3102,ROADIE,Scheduled Standard Delivery,20,Executive Review,-,Driver Supply Focus,202310,62.70%,100.00%,5.2,,55.60%,70.40%,53.30%
424,52,3102,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202310,78.30%,97.70%,5.6,76.60%,80.60%,80.30%,76.10%
449,57,5701,ROADIE,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202310,87.00%,95.40%,8.4,87.20%,89.80%,93.30%,76.00%
460,57,2494,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,-,Driver Supply Focus,202310,33.30%,100.00%,6.6,,,0.00%,50.00%
481,61,5659,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202310,88.00%,99.50%,6.9,96.20%,80.40%,79.10%,95.60%
581,57,5859,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202310,87.30%,100.00%,5.8,77.20%,90.00%,89.90%,90.60%
381,54,1461,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202310,90.20%,99.20%,6.6,87.10%,97.00%,89.00%,87.00%
388,54,921,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202310,82.80%,97.60%,5,84.80%,85.50%,84.90%,71.70%
388,54,986,SPARK,Scheduled Standard Delivery,38,Executive Review,Degrading,Driver Supply Focus,202310,49.30%,94.60%,8.7,72.70%,46.20%,46.70%,32.00%
388,54,1199,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,202310,62.50%,95.20%,7.3,78.60%,62.90%,58.50%,52.50%
582,54,1827,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202310,91.40%,98.70%,6.5,95.70%,91.20%,93.80%,85.90%
582,54,1827,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202310,87.20%,97.10%,9,73.70%,85.70%,92.70%,88.50%
585,47,2293,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Driver Supply Focus,202310,86.30%,98.60%,7.3,78.80%,82.60%,92.20%,93.90%
450,56,2039,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202310,94.10%,98.70%,10,95.80%,97.40%,93.80%,87.90%
382,54,1485,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202310,92.50%,99.00%,7.7,81.90%,93.20%,96.00%,96.30%
427,54,1695,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202310,92.50%,93.80%,6.1,86.70%,99.00%,98.20%,84.30%
427,54,3648,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202310,94.10%,92.40%,9.1,91.00%,97.20%,97.40%,88.40%
433,47,774,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202310,89.10%,89.20%,9.4,86.20%,81.30%,94.60%,95.00%
157,16,2660,SPARK,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202310,83.00%,96.60%,7,72.60%,84.80%,89.20%,91.20%
157,16,2903,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202310,91.80%,94.80%,7.7,94.70%,97.40%,84.90%,89.50%
157,16,3535,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,-,Driver Supply Focus,202310,71.40%,100.00%,6.5,,,,71.40%
159,16,1970,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202310,94.50%,96.40%,9.3,92.70%,98.30%,98.40%,88.50%
159,16,2341,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202310,83.70%,97.00%,9.2,74.00%,86.00%,89.00%,86.40%
