Primary key,Division,Region,Market,Facility,Bucket
225,E,21,225,1521,GI Only
320,F,75,320,1522,FSR Investment -$14
287,F,75,287,1523,GI Only
290,F,75,290,1524,GI Only
287,F,75,287,1525,GI Only
426,M,52,426,1526,GI Only
301,F,26,301,1527,FSR Investment -$14
415,M,52,415,1528,GI Only
233,F,22,233,1529,GI Only
136,A,12,136,1530,FSR Investment -$14
270,E,25,270,1531,Increase to Market
369,B,46,369,1532,GI Only
369,B,46,369,1533,GI Only
427,M,47,427,1534,GI Only
430,M,47,430,1535,GI Only
111,A,9,111,1536,FSR Investment -$14
234,F,22,234,1537,GI Only
430,M,47,430,1538,GI Only
213,E,19,213,1539,FSR Investment -$14
201,E,19,201,1540,FSR Investment -$14
107,A,9,107,1541,FSR Investment -$14
196,E,53,196,1542,GI Only
430,M,47,430,1543,GI Only
320,F,75,320,1544,FSR Investment -$14
412,M,52,412,1545,GI Only
426,M,52,426,1546,GI Only
246,E,21,246,1547,FSR Investment -$14
262,E,25,262,1548,GI Only
368,B,46,368,1549,GI Only
388,M,54,388,1550,GI Only
435,E,53,435,1551,FSR Investment -$14
308,F,26,308,1552,GI Only
264,E,25,264,1553,GI Only
452,M,56,452,1554,GI Only
463,M,57,463,1555,GI Only
266,E,25,266,1556,GI Only
482,E,25,482,1557,FSR Investment -$14
298,F,26,298,1558,FSR Investment -$14
394,M,57,394,1559,GI Only
396,M,57,396,1560,GI Only
145,A,12,145,1561,GI Only
424,M,52,424,1562,GI Only
448,M,57,448,1563,GI Only
218,E,21,218,1564,FSR Investment -$14
427,M,47,427,1565,GI Only
247,E,21,247,1566,GI Only
427,M,47,427,1567,GI Only
229,E,20,229,1568,FSR Investment -$14
259,E,41,259,1569,GI Only
248,E,21,248,1570,FSR Investment -$14
442,E,53,442,1571,FSR Investment -$14
582,M,54,582,1572,GI Only
405,B,46,405,1573,GI Only
447,M,57,447,1574,GI Only
457,M,56,457,1575,GI Only
238,E,19,238,1576,GI Only
424,M,52,424,1577,GI Only
23,A,2,23,1578,FSR Investment -$14
296,F,26,296,1579,FSR Investment -$14
249,E,25,249,1580,FSR Investment -$14
427,M,47,427,1581,GI Only
449,M,57,449,1583,GI Only
396,M,57,396,1584,GI Only
429,M,47,429,1585,FSR Investment -$14
26,A,2,26,1586,FSR Investment -$14
450,M,56,450,1587,GI Only
445,M,57,445,1588,GI Only
108,A,9,108,1589,FSR Investment -$14
553,A,9,553,1590,FSR Investment -$14
234,F,22,234,1591,GI Only
205,E,19,205,1592,FSR Investment -$14
202,E,19,202,1593,FSR Investment -$14
219,E,21,219,1594,GI Only
217,E,21,217,1595,GI Only
265,E,25,265,1596,GI Only
356,B,44,356,1597,FSR Investment -$14
370,B,46,370,1598,GI Only
362,E,40,362,1599,GI Only
447,M,57,447,1600,GI Only
482,E,25,482,1601,GI Only
275,E,25,275,1602,FSR Investment -$14
42,F,4,42,1603,GI Only
430,M,47,430,1604,GI Only
14,A,14,14,1605,FSR Investment -$14
119,A,2,119,1606,FSR Investment -$14
237,F,22,237,1607,FSR Investment -$14
457,M,56,457,1608,GI Only
419,M,52,419,1609,Increase to Market
192,F,17,192,1610,GI Only
205,E,19,205,1611,FSR Investment -$14
366,B,46,366,1612,GI Only
308,F,26,308,1613,FSR Investment -$14
297,F,26,297,1614,FSR Investment -$14
452,M,56,452,1615,GI Only
457,M,56,457,1616,GI Only
381,M,54,381,1617,GI Only
238,E,19,238,1618,GI Only
192,F,17,192,1619,GI Only
14,A,14,14,1620,FSR Investment -$14
418,M,52,418,1621,GI Only
213,E,19,213,1622,FSR Investment -$14
226,F,17,226,1623,GI Only
447,M,57,447,1624,GI Only
426,M,52,426,1625,GI Only
352,B,44,352,1626,FSR Investment -$14
427,M,47,427,1627,GI Only
213,E,19,213,1628,GI Only
251,E,25,251,1629,FSR Investment -$14
457,M,56,457,1630,GI Only
288,F,75,288,1631,FSR Investment -$14
412,M,52,412,1632,GI Only
424,M,52,424,1633,GI Only
419,M,52,419,1634,GI Only
442,E,53,442,1635,FSR Investment -$14
427,M,47,427,1636,GI Only
432,M,47,432,1637,GI Only
7,A,14,7,1638,FSR Investment -$14
247,E,21,247,1639,FSR Investment -$14
237,F,22,237,1640,GI Only
301,F,26,301,1641,FSR Investment -$14
202,E,19,202,1642,FSR Investment -$14
439,E,53,439,1643,GI Only
232,F,22,232,1644,GI Only
581,M,57,581,1645,GI Only
372,B,46,372,1646,GI Only
248,E,21,248,1647,FSR Investment -$14
392,M,56,392,1648,GI Only
427,M,47,427,1649,GI Only
444,E,53,444,1650,FSR Investment -$14
453,M,56,453,1651,GI Only
312,F,75,312,1652,FSR Investment -$14
320,F,75,320,1653,FSR Investment -$14
419,M,52,419,1654,GI Only
482,E,25,482,1655,FSR Investment -$14
228,F,17,228,1656,FSR Investment -$14
425,E,53,425,1657,GI Only
30,A,3,30,1658,FSR Investment -$14
379,M,54,379,1659,GI Only
448,M,57,448,1660,GI Only
302,F,26,302,1661,FSR Investment -$14
304,F,4,304,1662,GI Only
294,A,2,294,1663,GI Only
299,F,26,299,1664,FSR Investment -$14
239,E,21,239,1665,GI Only
306,F,4,306,1666,GI Only
247,E,21,247,1667,FSR Investment -$14
269,E,25,269,1668,GI Only
438,E,53,438,1669,Increase to Market
168,F,22,168,1670,GI Only
433,M,47,433,1671,GI Only
436,E,53,436,1672,Increase to Market
192,F,17,192,1673,GI Only
280,F,75,280,1674,GI Only
256,E,41,256,1675,FSR Investment -$14
580,E,25,580,1676,Increase to Market
189,F,17,189,1677,GI Only
442,E,53,442,1678,FSR Investment -$14
438,E,53,438,1679,FSR Investment -$14
110,A,9,110,1680,FSR Investment -$14
268,E,25,268,1681,GI Only
288,F,75,288,1682,FSR Investment -$14
413,M,52,413,1683,GI Only
237,F,22,237,1684,FSR Investment -$14
430,M,47,430,1685,GI Only
403,M,54,403,1686,GI Only
289,F,75,289,1687,FSR Investment -$14
289,F,75,289,1688,FSR Investment -$14
376,M,54,376,1689,GI Only
275,E,25,275,1690,FSR Investment -$14
362,E,40,362,1691,GI Only
445,M,57,445,1692,GI Only
445,M,57,445,1693,GI Only
124,F,4,124,1694,GI Only
427,M,47,427,1695,GI Only
412,M,52,412,1696,GI Only
454,M,56,454,1697,GI Only
183,F,16,183,1698,GI Only
401,M,54,401,1699,GI Only
459,M,57,459,1700,GI Only
21,A,2,21,1701,FSR Investment -$14
92,A,9,92,1702,FSR Investment -$14
280,F,75,280,1703,GI Only
453,M,56,453,1704,GI Only
191,F,17,191,1705,GI Only
208,E,20,208,1707,FSR Investment -$14
401,M,54,401,1708,GI Only
248,E,21,248,1709,GI Only
140,B,13,140,1710,FSR Investment -$14
2,A,14,2,1711,FSR Investment -$14
111,A,9,111,1712,FSR Investment -$14
278,E,25,278,1713,FSR Investment -$14
320,F,75,320,1714,FSR Investment -$14
285,F,75,285,1715,GI Only
508,F,75,508,1716,GI Only
508,F,75,508,1717,GI Only
222,E,21,222,1718,FSR Investment -$14
204,E,19,204,1719,FSR Investment -$14
25,A,2,25,1720,FSR Investment -$14
418,M,52,418,1721,GI Only
421,M,52,421,1722,GI Only
413,M,52,413,1723,GI Only
216,E,20,216,1724,FSR Investment -$14
315,F,75,315,1726,GI Only
439,E,53,439,1727,FSR Investment -$14
239,E,21,239,1728,FSR Investment -$14
239,E,21,239,1729,FSR Investment -$14
287,F,75,287,1730,FSR Investment -$14
192,F,17,192,1731,GI Only
414,M,52,414,1732,GI Only
203,E,19,203,1733,FSR Investment -$14
246,E,21,246,1734,GI Only
269,E,25,269,1735,GI Only
284,F,75,284,1736,GI Only
268,E,25,268,1737,GI Only
421,M,52,421,1738,GI Only
227,E,20,227,1739,GI Only
263,E,53,263,1740,GI Only
284,F,75,284,1741,GI Only
165,F,22,165,1742,GI Only
258,E,41,258,1743,FSR Investment -$14
192,F,17,192,1744,GI Only
239,E,21,239,1745,GI Only
371,B,46,371,1746,GI Only
461,M,57,461,1747,GI Only
36,F,4,36,1748,GI Only
183,F,16,183,1749,GI Only
222,E,21,222,1750,FSR Investment -$14
297,F,26,297,1751,FSR Investment -$14
204,E,19,204,1752,FSR Investment -$14
184,F,16,184,1753,GI Only
203,E,19,203,1754,GI Only
453,M,56,453,1755,GI Only
462,M,57,462,1756,GI Only
419,M,52,419,1757,Increase to Market
239,E,21,239,1758,FSR Investment -$14
288,F,75,288,1759,FSR Investment -$14
455,M,56,455,1760,GI Only
341,E,25,341,1761,GI Only
157,F,16,157,1762,GI Only
311,E,20,311,1763,FSR Investment -$14
413,M,52,413,1764,GI Only
237,F,22,237,1765,FSR Investment -$14
23,A,2,23,1766,FSR Investment -$14
300,F,26,300,1767,FSR Investment -$14
582,M,54,582,1768,GI Only
231,F,22,231,1769,FSR Investment -$14
229,E,20,229,1770,GI Only
202,E,19,202,1771,GI Only
468,M,56,468,1772,GI Only
288,F,75,288,1773,FSR Investment -$14
310,F,26,310,1774,FSR Investment -$14
478,M,60,478,1775,GI Only
442,E,53,442,1776,FSR Investment -$14
168,F,22,168,1777,GI Only
382,M,47,382,1778,GI Only
265,E,25,265,1779,GI Only
315,F,75,315,1780,GI Only
190,F,17,190,1781,GI Only
216,E,20,216,1782,FSR Investment -$14
580,E,25,580,1783,Increase to Market
477,M,60,477,1784,GI Only
184,F,16,184,1785,GI Only
423,M,52,423,1786,GI Only
414,M,52,414,1787,GI Only
183,F,16,183,1788,GI Only
452,M,56,452,1789,GI Only
197,E,19,197,1790,GI Only
200,E,19,200,1791,FSR Investment -$14
231,F,22,231,1792,GI Only
477,M,60,477,1793,GI Only
232,F,22,232,1794,GI Only
294,A,2,294,1795,GI Only
184,F,16,184,1796,GI Only
179,F,16,179,1797,GI Only
205,E,19,205,1798,FSR Investment -$14
441,E,53,441,1799,FSR Investment -$14
583,B,5,583,1800,FSR Investment -$14
44,B,5,44,1801,FSR Investment -$14
411,M,47,411,1802,GI Only
87,B,6,87,1803,FSR Investment -$14
248,E,21,248,1804,GI Only
463,M,57,463,1805,GI Only
189,F,17,189,1806,GI Only
165,F,22,165,1807,GI Only
388,M,54,388,1808,GI Only
202,E,19,202,1809,GI Only
164,F,17,164,1810,GI Only
288,F,75,288,1811,FSR Investment -$14
215,E,20,215,1812,FSR Investment -$14
192,F,17,192,1813,GI Only
264,E,25,264,1814,GI Only
449,M,57,449,1815,GI Only
297,F,26,297,1816,FSR Investment -$14
475,M,60,475,1817,GI Only
436,E,53,436,1819,GI Only
229,E,20,229,1820,FSR Investment -$14
306,F,4,306,1821,GI Only
234,F,22,234,1823,GI Only
286,F,75,286,1825,GI Only
581,M,57,581,1826,GI Only
582,M,54,582,1827,GI Only
439,E,53,439,1828,GI Only
37,F,4,37,1829,FSR Investment -$14
191,F,17,191,1830,GI Only
191,F,17,191,1831,GI Only
463,M,57,463,1832,GI Only
291,F,75,291,1833,FSR Investment -$14
468,M,56,468,1834,GI Only
190,F,17,190,1835,GI Only
202,E,19,202,1836,GI Only
59,B,6,59,1837,FSR Investment -$14
394,M,57,394,1838,GI Only
214,E,20,214,1839,FSR Investment -$14
511,M,56,511,1840,GI Only
999,X,99,999,1841,FSR Investment -$14
298,F,26,298,1842,FSR Investment -$14
477,M,60,477,1843,GI Only
178,F,22,178,1844,GI Only
109,A,9,109,1845,FSR Investment -$14
366,B,46,366,1846,GI Only
93,A,3,93,1847,FSR Investment -$14
264,E,25,264,1848,GI Only
308,F,26,308,1849,FSR Investment -$14
234,F,22,234,1850,GI Only
109,A,9,109,1851,FSR Investment -$14
291,F,75,291,1852,FSR Investment -$14
461,M,57,461,1853,GI Only
423,M,52,423,1855,GI Only
179,F,16,179,1856,GI Only
209,E,20,209,1857,FSR Investment -$14
421,M,52,421,1858,Increase to Market
463,M,57,463,1859,GI Only
284,F,75,284,1860,GI Only
422,M,52,422,1861,GI Only
462,M,57,462,1862,GI Only
209,E,20,209,1863,FSR Investment -$14
422,M,52,422,1864,GI Only
421,M,52,421,1865,GI Only
180,F,16,180,1866,GI Only
293,F,75,293,1867,GI Only
180,F,16,180,1868,GI Only
165,F,22,165,1869,GI Only
475,M,60,475,1870,GI Only
187,F,17,187,1871,GI Only
383,M,47,383,1872,GI Only
161,F,16,161,1873,GI Only
118,A,9,118,1874,GI Only
282,F,75,282,1875,GI Only
476,M,60,476,1876,GI Only
581,M,57,581,1877,GI Only
400,M,56,400,1878,FSR Investment -$14
445,M,57,445,1879,GI Only
468,M,56,468,1880,GI Only
454,M,56,454,1881,GI Only
581,M,57,581,1882,GI Only
208,E,20,208,1883,FSR Investment -$14
226,F,17,226,1884,GI Only
229,E,20,229,1885,GI Only
234,F,22,234,1886,GI Only
232,F,22,232,1887,GI Only
401,M,54,401,1888,GI Only
475,M,60,475,1889,GI Only
285,F,75,285,1890,GI Only
162,F,17,162,1891,GI Only
268,E,25,268,1892,GI Only
508,F,75,508,1893,GI Only
214,E,20,214,1894,GI Only
215,E,20,215,1895,FSR Investment -$14
391,M,54,391,1896,GI Only
268,E,25,268,1897,GI Only
264,E,25,264,1898,GI Only
461,M,57,461,1899,GI Only
400,M,56,400,1900,FSR Investment -$14
383,M,47,383,1901,GI Only
400,M,56,400,1902,FSR Investment -$14
455,M,56,455,1903,GI Only
292,F,75,292,1904,GI Only
400,M,56,400,1905,FSR Investment -$14
160,F,16,160,1906,GI Only
184,F,16,184,1907,GI Only
440,E,53,440,1908,FSR Investment -$14
195,F,17,195,1909,GI Only
457,M,56,457,1910,GI Only
215,E,20,215,1911,GI Only
461,M,57,461,1912,GI Only
207,E,19,207,1913,GI Only
445,M,57,445,1914,GI Only
463,M,57,463,1915,GI Only
108,A,9,108,1916,FSR Investment -$14
459,M,57,459,1917,GI Only
156,F,16,156,1918,GI Only
179,F,16,179,1919,GI Only
477,M,60,477,1920,GI Only
178,F,22,178,1921,GI Only
462,M,57,462,1922,GI Only
200,E,19,200,1923,GI Only
179,F,16,179,1924,GI Only
478,M,60,478,1925,GI Only
191,F,17,191,1926,GI Only
214,E,20,214,1927,GI Only
205,E,19,205,1928,GI Only
419,M,52,419,1929,Increase to Market
184,F,16,184,1930,GI Only
440,E,53,440,1931,GI Only
179,F,16,179,1932,GI Only
267,E,25,267,1933,GI Only
314,F,75,314,1934,FSR Investment -$14
237,F,22,237,1935,FSR Investment -$14
196,E,53,196,1936,GI Only
216,E,20,216,1937,FSR Investment -$14
268,E,25,268,1938,GI Only
180,F,16,180,1939,GI Only
188,F,17,188,1940,GI Only
462,M,57,462,1941,GI Only
200,E,19,200,1942,FSR Investment -$14
433,M,47,433,1943,GI Only
226,F,17,226,1945,GI Only
187,F,17,187,1946,GI Only
473,M,60,473,1947,GI Only
227,E,20,227,1948,FSR Investment -$14
194,F,17,194,1949,GI Only
301,F,26,301,1950,FSR Investment -$14
399,M,56,399,1951,GI Only
422,M,52,422,1952,GI Only
297,F,26,297,1953,FSR Investment -$14
183,F,16,183,1954,GI Only
263,E,53,263,1955,GI Only
382,M,47,382,1956,GI Only
105,A,9,105,1957,GI Only
80,B,6,80,1958,FSR Investment -$14
164,F,17,164,1959,GI Only
112,A,9,112,1960,FSR Investment -$14
225,E,21,225,1961,GI Only
247,E,21,247,1962,FSR Investment -$14
450,M,56,450,1963,GI Only
161,F,16,161,1964,GI Only
432,M,47,432,1965,GI Only
194,F,17,194,1966,GI Only
154,F,16,154,1967,GI Only
281,F,75,281,1968,GI Only
290,F,75,290,1969,GI Only
159,F,16,159,1970,GI Only
425,E,53,425,1971,GI Only
511,M,56,511,1972,GI Only
194,F,17,194,1973,GI Only
179,F,16,179,1974,GI Only
181,F,16,181,1975,GI Only
190,F,17,190,1976,GI Only
178,F,22,178,1977,GI Only
247,E,21,247,1978,FSR Investment -$14
453,M,56,453,1979,GI Only
162,F,17,162,1980,GI Only
508,F,75,508,1981,GI Only
439,E,53,439,1982,FSR Investment -$14
450,M,56,450,1983,GI Only
154,F,16,154,1984,GI Only
508,F,75,508,1985,GI Only
213,E,19,213,1986,FSR Investment -$14
205,E,19,205,1987,GI Only
455,M,56,455,1988,GI Only
447,M,57,447,1989,GI Only
217,E,21,217,1990,GI Only
251,E,25,251,1991,GI Only
462,M,57,462,1992,GI Only
195,F,17,195,1993,GI Only
187,F,17,187,1994,GI Only
400,M,56,400,1995,FSR Investment -$14
553,A,9,553,1996,FSR Investment -$14
188,F,17,188,1997,GI Only
267,E,25,267,1998,GI Only
424,M,52,424,1999,GI Only
301,F,26,301,2000,FSR Investment -$14
449,M,57,449,2001,GI Only
451,M,56,451,2002,GI Only
174,F,17,174,2003,GI Only
415,M,52,415,2004,GI Only
306,F,4,306,2005,GI Only
475,M,60,475,2006,GI Only
473,M,60,473,2007,GI Only
229,E,20,229,2008,FSR Investment -$14
281,F,75,281,2009,GI Only
201,E,19,201,2010,GI Only
156,F,16,156,2012,GI Only
179,F,16,179,2013,GI Only
204,E,19,204,2014,FSR Investment -$14
292,F,75,292,2015,GI Only
473,M,60,473,2016,GI Only
235,E,20,235,2019,FSR Investment -$14
246,E,21,246,2020,FSR Investment -$14
160,F,16,160,2021,GI Only
162,F,17,162,2022,GI Only
233,F,22,233,2023,GI Only
226,F,17,226,2024,GI Only
511,M,56,511,2025,GI Only
280,F,75,280,2027,GI Only
461,M,57,461,2028,GI Only
450,M,56,450,2030,GI Only
511,M,56,511,2031,GI Only
446,M,57,446,2032,GI Only
427,M,47,427,2033,GI Only
239,E,21,239,2035,GI Only
317,E,20,317,2036,FSR Investment -$14
472,M,60,472,2037,GI Only
292,F,75,292,2038,GI Only
450,M,56,450,2039,GI Only
170,F,22,170,2040,GI Only
284,F,75,284,2041,GI Only
194,F,17,194,2043,GI Only
457,M,56,457,2044,GI Only
281,F,75,281,2045,GI Only
180,F,16,180,2046,GI Only
179,F,16,179,2047,GI Only
453,M,56,453,2048,GI Only
237,F,22,237,2049,FSR Investment -$14
396,M,57,396,2050,GI Only
405,B,46,405,2051,GI Only
453,M,56,453,2052,GI Only
457,M,56,457,2053,GI Only
450,M,56,450,2054,GI Only
183,F,16,183,2055,GI Only
188,F,17,188,2056,GI Only
184,F,16,184,2057,GI Only
297,F,26,297,2058,FSR Investment -$14
231,F,22,231,2059,GI Only
201,E,19,201,2061,FSR Investment -$14
201,E,19,201,2062,GI Only
208,E,20,208,2063,FSR Investment -$14
226,F,17,226,2064,GI Only
122,A,2,122,2065,FSR Investment -$14
64,B,6,64,2066,FSR Investment -$14
170,F,22,170,2068,GI Only
468,M,56,468,2069,GI Only
469,M,60,469,2070,GI Only
469,M,60,469,2071,GI Only
214,E,20,214,2073,FSR Investment -$14
469,M,60,469,2074,GI Only
478,M,60,478,2075,GI Only
460,M,57,460,2077,GI Only
216,E,20,216,2078,FSR Investment -$14
196,E,53,196,2079,FSR Investment -$14
202,E,19,202,2080,FSR Investment -$14
111,A,9,111,2081,FSR Investment -$14
464,M,57,464,2082,GI Only
320,F,75,320,2083,FSR Investment -$14
382,M,47,382,2084,GI Only
56,B,5,56,2086,FSR Investment -$14
422,M,52,422,2087,GI Only
195,F,17,195,2088,GI Only
311,E,20,311,2089,GI Only
174,F,17,174,2090,GI Only
110,A,9,110,2091,FSR Investment -$14
187,F,17,187,2092,GI Only
189,F,17,189,2093,GI Only
460,M,57,460,2094,GI Only
160,F,16,160,2095,GI Only
170,F,22,170,2096,GI Only
188,F,17,188,2097,GI Only
219,E,21,219,2098,GI Only
447,M,57,447,2099,GI Only
196,E,53,196,2100,GI Only
475,M,60,475,2101,GI Only
200,E,19,200,2102,FSR Investment -$14
159,F,16,159,2103,GI Only
164,F,17,164,2104,GI Only
53,B,5,53,2105,FSR Investment -$14
392,M,56,392,2106,GI Only
195,F,17,195,2107,GI Only
165,F,22,165,2108,GI Only
165,F,22,165,2109,GI Only
465,M,57,465,2110,GI Only
13,A,14,13,2111,FSR Investment -$14
372,B,46,372,2112,GI Only
370,B,46,370,2113,GI Only
7,A,14,7,2114,FSR Investment -$14
216,E,20,216,2115,GI Only
187,F,17,187,2116,GI Only
450,M,56,450,2117,GI Only
156,F,16,156,2118,GI Only
451,M,56,451,2119,GI Only
190,F,17,190,2120,GI Only
472,M,60,472,2121,GI Only
159,F,16,159,2122,GI Only
47,B,44,47,2123,FSR Investment -$14
223,E,21,223,2124,GI Only
380,M,54,380,2125,GI Only
470,M,60,470,2126,GI Only
440,E,53,440,2127,GI Only
159,F,16,159,2128,GI Only
231,F,22,231,2129,FSR Investment -$14
183,F,16,183,2130,GI Only
411,M,47,411,2131,GI Only
131,B,13,131,2132,FSR Investment -$14
82,B,5,82,2133,FSR Investment -$14
306,F,4,306,2134,GI Only
190,F,17,190,2135,GI Only
291,F,75,291,2136,FSR Investment -$14
296,F,26,296,2137,FSR Investment -$14
181,F,16,181,2138,GI Only
157,F,16,157,2139,GI Only
180,F,16,180,2140,GI Only
166,F,22,166,2141,GI Only
184,F,16,184,2142,GI Only
179,F,16,179,2143,GI Only
173,F,17,173,2144,GI Only
168,F,22,168,2145,GI Only
189,F,17,189,2146,GI Only
383,M,47,383,2147,GI Only
216,E,20,216,2149,FSR Investment -$14
458,M,57,458,2150,GI Only
109,A,9,109,2151,FSR Investment -$14
188,F,17,188,2152,GI Only
183,F,16,183,2153,GI Only
24,A,2,24,2154,FSR Investment -$14
156,F,16,156,2155,GI Only
171,F,17,171,2156,GI Only
160,F,16,160,2157,GI Only
156,F,16,156,2158,GI Only
194,F,17,194,2159,GI Only
290,F,75,290,2160,GI Only
511,M,56,511,2161,GI Only
173,F,17,173,2163,GI Only
194,F,17,194,2164,GI Only
191,F,17,191,2166,GI Only
167,F,22,167,2167,GI Only
232,F,22,232,2169,GI Only
162,F,17,162,2170,GI Only
154,F,16,154,2174,GI Only
333,E,40,333,2175,GI Only
107,A,9,107,2176,FSR Investment -$14
459,M,57,459,2177,GI Only
179,F,16,179,2178,GI Only
157,F,16,157,2180,GI Only
463,M,57,463,2181,GI Only
180,F,16,180,2183,GI Only
160,F,16,160,2184,GI Only
232,F,22,232,2185,GI Only
473,M,60,473,2187,GI Only
469,M,60,469,2188,GI Only
392,M,56,392,2189,GI Only
453,M,56,453,2190,GI Only
207,E,19,207,2191,GI Only
436,E,53,436,2192,FSR Investment -$14
208,E,20,208,2193,GI Only
283,F,75,283,2194,GI Only
178,F,22,178,2195,GI Only
472,M,60,472,2196,GI Only
208,E,20,208,2197,FSR Investment -$14
423,M,52,423,2198,GI Only
216,E,20,216,2199,FSR Investment -$14
162,F,17,162,2200,GI Only
505,B,46,505,2201,FSR Investment -$14
180,F,16,180,2202,GI Only
267,E,25,267,2204,GI Only
233,F,22,233,2205,GI Only
466,M,57,466,2206,GI Only
403,M,54,403,2207,GI Only
226,F,17,226,2208,GI Only
216,E,20,216,2209,FSR Investment -$14
195,F,17,195,2210,GI Only
208,E,20,208,2211,GI Only
340,E,40,340,2213,GI Only
41,F,4,41,2214,FSR Investment -$14
265,E,25,265,2215,GI Only
466,M,57,466,2218,GI Only
333,E,40,333,2221,FSR Investment -$14
157,F,16,157,2222,GI Only
585,M,54,585,2223,GI Only
181,F,16,181,2224,GI Only
161,F,16,161,2225,GI Only
481,O,61,481,2226,GI Only
159,F,16,159,2227,GI Only
154,F,16,154,2228,GI Only
237,F,22,237,2230,GI Only
279,E,25,279,2231,FSR Investment -$14
163,F,17,163,2232,GI Only
280,F,75,280,2233,GI Only
189,F,17,189,2234,GI Only
167,F,22,167,2236,GI Only
118,A,9,118,2237,FSR Investment -$14
200,E,19,200,2238,FSR Investment -$14
86,B,6,86,2239,FSR Investment -$14
475,M,60,475,2241,GI Only
464,M,57,464,2242,GI Only
478,M,60,478,2243,GI Only
316,E,20,316,2244,FSR Investment -$14
460,M,57,460,2245,GI Only
299,F,26,299,2247,FSR Investment -$14
293,F,75,293,2248,GI Only
467,M,60,467,2249,GI Only
225,E,21,225,2250,GI Only
484,M,57,484,2251,GI Only
168,F,22,168,2252,GI Only
458,M,57,458,2253,GI Only
165,F,22,165,2254,GI Only
232,F,22,232,2255,GI Only
296,F,26,296,2256,FSR Investment -$14
67,B,6,67,2257,FSR Investment -$14
283,F,75,283,2258,GI Only
383,M,47,383,2259,GI Only
161,F,16,161,2261,GI Only
190,F,17,190,2262,GI Only
167,F,22,167,2263,GI Only
189,F,17,189,2264,GI Only
35,A,2,35,2265,FSR Investment -$14
214,E,20,214,2266,GI Only
156,F,16,156,2267,GI Only
473,M,60,473,2269,GI Only
375,B,46,375,2270,GI Only
440,E,53,440,2271,FSR Investment -$14
285,F,75,285,2272,GI Only
205,E,19,205,2273,GI Only
424,M,52,424,2274,GI Only
239,E,21,239,2275,GI Only
238,E,19,238,2276,GI Only
449,M,57,449,2277,GI Only
228,F,17,228,2278,GI Only
282,F,75,282,2279,GI Only
451,M,56,451,2280,GI Only
235,E,20,235,2281,FSR Investment -$14
162,F,17,162,2282,GI Only
161,F,16,161,2283,GI Only
173,F,17,173,2284,GI Only
189,F,17,189,2285,GI Only
171,F,17,171,2286,GI Only
229,E,20,229,2287,FSR Investment -$14
462,M,57,462,2288,GI Only
154,F,16,154,2289,GI Only
458,M,57,458,2291,GI Only
484,M,57,484,2292,GI Only
585,M,54,585,2293,GI Only
174,F,17,174,2294,GI Only
287,F,75,287,2295,GI Only
448,M,57,448,2297,GI Only
163,F,17,163,2299,GI Only
227,E,20,227,2300,GI Only
11,A,14,11,2306,FSR Investment -$14
582,M,54,582,2307,GI Only
470,M,60,470,2308,GI Only
221,E,21,221,2309,GI Only
123,A,2,123,2310,FSR Investment -$14
248,E,21,248,2311,FSR Investment -$14
312,F,75,312,2312,FSR Investment -$14
209,E,20,209,2313,GI Only
470,M,60,470,2314,GI Only
478,M,60,478,2315,GI Only
214,E,20,214,2316,GI Only
472,M,60,472,2317,GI Only
231,F,22,231,2318,GI Only
472,M,60,472,2319,GI Only
468,M,56,468,2320,GI Only
470,M,60,470,2321,GI Only
145,A,12,145,2322,GI Only
215,E,20,215,2323,FSR Investment -$14
472,M,60,472,2325,GI Only
194,F,17,194,2326,GI Only
497,O,59,497,2328,FSR Investment -$14
156,F,16,156,2329,GI Only
183,F,16,183,2330,GI Only
162,F,17,162,2331,GI Only
181,F,16,181,2332,GI Only
445,M,57,445,2333,GI Only
233,F,22,233,2334,GI Only
441,E,53,441,2335,GI Only
159,F,16,159,2336,GI Only
312,F,75,312,2337,FSR Investment -$14
196,E,53,196,2338,GI Only
246,E,21,246,2339,FSR Investment -$14
233,F,22,233,2340,GI Only
159,F,16,159,2341,GI Only
36,F,4,36,2348,GI Only
207,E,19,207,2350,GI Only
188,F,17,188,2351,GI Only
424,M,52,424,2352,GI Only
205,E,19,205,2354,GI Only
195,F,17,195,2355,GI Only
283,F,75,283,2357,GI Only
196,E,53,196,2358,GI Only
209,E,20,209,2359,FSR Investment -$14
23,A,2,23,2360,FSR Investment -$14
215,E,20,215,2361,FSR Investment -$14
209,E,20,209,2362,GI Only
174,F,17,174,2365,GI Only
160,F,16,160,2366,GI Only
419,M,52,419,2367,GI Only
174,F,17,174,2368,GI Only
181,F,16,181,2369,GI Only
188,F,17,188,2370,GI Only
163,F,17,163,2371,GI Only
161,F,16,161,2373,GI Only
514,M,60,514,2385,GI Only
154,F,16,154,2386,GI Only
114,A,9,114,2387,FSR Investment -$14
239,E,21,239,2388,GI Only
548,O,72,548,2391,FSR Investment -$14
102,O,72,102,2392,GI Only
533,O,64,533,2393,FSR Investment -$14
533,O,64,533,2394,FSR Investment -$14
507,O,64,507,2395,FSR Investment -$14
488,O,72,488,2396,FSR Investment -$14
58,O,64,58,2397,FSR Investment -$14
183,F,16,183,2398,GI Only
184,F,16,184,2399,GI Only
218,E,21,218,2400,GI Only
484,M,57,484,2401,GI Only
392,M,56,392,2402,GI Only
514,M,60,514,2403,GI Only
