Store,Market,Region,BU,Final Tier,Details
1649,427,54,WEST BU,Tier 1 - ISA On in Total Store,
1650,444,53,NORTH BU,Tier 1 - ISA On in Total Store,
1651,453,56,WEST BU,Tier 2 - GM Pause,
1652,312,75,EAST BU,Tier 2 - GM Pause,
1653,320,75,EAST BU,Tier 2 - GM Pause,
1654,419,52,WEST BU,Tier 2 - GM Pause,
1655,482,25,NORTH BU,Tier 1 - ISA On in Total Store,
1656,228,17,EAST BU,Tier 1 - ISA On in Total Store,
1657,425,53,NORTH BU,Tier 2 - GM Pause,
1658,30,3,SOUTHEAST BU,Tier 2 - GM Pause,
1659,379,47,WEST BU,Tier 1 - ISA On in Total Store,
1660,448,57,WEST BU,Tier 1 - ISA On in Total Store,
1661,302,26,EAST BU,Tier 2 - GM Pause,
1662,304,4,EAST BU,Tier 2 - GM Pause,
1663,294,2,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1664,299,26,EAST BU,Tier 2 - GM Pause,
1665,239,21,NORTH BU,Tier 2 - GM Pause,
1666,306,4,EAST BU,Tier 2 - GM Pause,
1667,247,21,NORTH BU,Tier 2 - GM Pause,
1668,269,25,NORTH BU,Tier 1 - ISA On in Total Store,
1669,438,53,NORTH BU,Tier 3 - Total Store ISA Pause,
1670,168,22,EAST BU,Tier 1 - ISA On in Total Store,
1671,433,47,WEST BU,Tier 2 - GM Pause,
1672,436,53,NORTH BU,Tier 2 - GM Pause,
1673,192,17,EAST BU,Tier 2 - GM Pause,
1674,280,75,EAST BU,Tier 2 - GM Pause,
1675,256,41,NORTH BU,Tier 1 - ISA On in Total Store,
1676,580,25,NORTH BU,Tier 1 - ISA On in Total Store,
1677,189,17,EAST BU,Tier 2 - GM Pause,
1678,442,53,NORTH BU,Tier 2 - GM Pause,
1679,438,53,NORTH BU,Tier 3 - Total Store ISA Pause,
1680,110,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1681,268,25,NORTH BU,Tier 1 - ISA On in Total Store,
1682,288,75,EAST BU,Tier 1 - ISA On in Total Store,
1683,413,52,WEST BU,Tier 1 - ISA On in Total Store,
1684,237,22,EAST BU,Tier 2 - GM Pause,
1685,430,54,WEST BU,Tier 2 - GM Pause,
1686,403,54,WEST BU,Tier 1 - ISA On in Total Store,
1687,289,75,EAST BU,Tier 2 - GM Pause,
1688,289,75,EAST BU,Tier 2 - GM Pause,
1689,376,47,WEST BU,Tier 1 - ISA On in Total Store,
1690,275,25,NORTH BU,Tier 1 - ISA On in Total Store,
1691,362,40,NORTH BU,Tier 1 - ISA On in Total Store,
1692,445,57,WEST BU,Tier 1 - ISA On in Total Store,
1693,445,57,WEST BU,Tier 2 - GM Pause,
1694,124,4,EAST BU,Tier 2 - GM Pause,
1695,427,54,WEST BU,Tier 1 - ISA On in Total Store,
1696,412,52,WEST BU,Tier 1 - ISA On in Total Store,
1697,454,56,WEST BU,Tier 1 - ISA On in Total Store,
1698,183,16,EAST BU,Tier 2 - GM Pause,
1699,401,54,WEST BU,Tier 2 - GM Pause,
1700,459,57,WEST BU,Tier 1 - ISA On in Total Store,
1701,21,2,SOUTHEAST BU,Tier 2 - GM Pause,
1702,92,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1703,280,75,EAST BU,Tier 2 - GM Pause,
1704,453,56,WEST BU,Tier 2 - GM Pause,
1705,191,17,EAST BU,Tier 2 - GM Pause,
1707,208,20,NORTH BU,Tier 2 - GM Pause,
1708,401,54,WEST BU,Tier 2 - GM Pause,
1709,248,21,NORTH BU,Tier 2 - GM Pause,
1710,140,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,RVP Request
1711,2,14,SOUTHEAST BU,Tier 2 - GM Pause,
1712,111,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1713,278,25,NORTH BU,Tier 1 - ISA On in Total Store,
1714,320,75,EAST BU,Tier 2 - GM Pause,
1715,285,75,EAST BU,Tier 2 - GM Pause,
1716,508,75,EAST BU,Tier 2 - GM Pause,
1717,508,75,EAST BU,Tier 2 - GM Pause,
1718,222,21,NORTH BU,Tier 1 - ISA On in Total Store,
1719,204,19,NORTH BU,Tier 2 - GM Pause,
1720,25,2,SOUTHEAST BU,Tier 2 - GM Pause,
1721,418,52,WEST BU,Tier 2 - GM Pause,
1722,421,52,WEST BU,Tier 3 - Total Store ISA Pause,Will re-evaluate weekly
1723,413,52,WEST BU,Tier 1 - ISA On in Total Store,
1724,216,20,NORTH BU,Tier 2 - GM Pause,
1726,315,75,EAST BU,Tier 1 - ISA On in Total Store,
1727,439,53,NORTH BU,Tier 1 - ISA On in Total Store,
1728,239,21,NORTH BU,Tier 2 - GM Pause,
1729,239,21,NORTH BU,Tier 2 - GM Pause,
1730,287,75,EAST BU,Tier 2 - GM Pause,
1731,192,17,EAST BU,Tier 2 - GM Pause,
1732,414,52,WEST BU,Tier 1 - ISA On in Total Store,
1733,203,19,NORTH BU,Tier 2 - GM Pause,
1734,246,21,NORTH BU,Tier 2 - GM Pause,
1735,269,25,NORTH BU,Tier 2 - GM Pause,
1736,284,75,EAST BU,Tier 2 - GM Pause,
1737,268,25,NORTH BU,Tier 2 - GM Pause,
1738,421,52,WEST BU,Tier 3 - Total Store ISA Pause,Will re-evaluate weekly and progressively move forward
1739,227,20,NORTH BU,Tier 3 - Total Store ISA Pause,
1740,263,53,NORTH BU,Tier 2 - GM Pause,
1741,284,75,EAST BU,Tier 2 - GM Pause,
1742,165,22,EAST BU,Tier 2 - GM Pause,
1743,258,41,NORTH BU,Tier 2 - GM Pause,
1744,192,17,EAST BU,Tier 2 - GM Pause,
1745,239,21,NORTH BU,Tier 2 - GM Pause,
1746,371,46,SOUTWEST BU,Tier 2 - GM Pause,
1747,461,57,WEST BU,Tier 2 - GM Pause,
1748,36,4,EAST BU,Tier 2 - GM Pause,
1749,183,16,EAST BU,Tier 2 - GM Pause,
1750,222,21,NORTH BU,Tier 1 - ISA On in Total Store,
1751,297,26,EAST BU,Tier 2 - GM Pause,
1752,204,19,NORTH BU,Tier 2 - GM Pause,
1753,184,16,EAST BU,Tier 2 - GM Pause,
1754,203,19,NORTH BU,Tier 2 - GM Pause,
1755,453,56,WEST BU,Tier 2 - GM Pause,
1756,462,57,WEST BU,Tier 1 - ISA On in Total Store,
1757,419,52,WEST BU,Tier 2 - GM Pause,
1758,239,21,NORTH BU,Tier 2 - GM Pause,
1759,288,75,EAST BU,Tier 1 - ISA On in Total Store,
1760,455,56,WEST BU,Tier 1 - ISA On in Total Store,
1761,341,25,NORTH BU,Tier 1 - ISA On in Total Store,
1762,157,16,EAST BU,Tier 1 - ISA On in Total Store,
1763,311,20,NORTH BU,Tier 1 - ISA On in Total Store,
1764,413,52,WEST BU,Tier 1 - ISA On in Total Store,
1765,237,22,EAST BU,Tier 2 - GM Pause,
1766,23,2,SOUTHEAST BU,Tier 2 - GM Pause,
1767,300,26,EAST BU,Tier 2 - GM Pause,
1768,582,54,WEST BU,Tier 2 - GM Pause,
1769,231,22,EAST BU,Tier 1 - ISA On in Total Store,
1770,229,20,NORTH BU,Tier 2 - GM Pause,
1771,202,19,NORTH BU,Tier 2 - GM Pause,
1772,468,56,WEST BU,Tier 2 - GM Pause,
1773,288,75,EAST BU,Tier 1 - ISA On in Total Store,
1774,310,26,EAST BU,Tier 2 - GM Pause,
1775,478,60,WEST BU,Tier 2 - GM Pause,
1776,442,53,NORTH BU,Tier 2 - GM Pause,
1777,168,22,EAST BU,Tier 1 - ISA On in Total Store,
1778,382,54,WEST BU,Tier 1 - ISA On in Total Store,
1779,265,25,NORTH BU,Tier 1 - ISA On in Total Store,
1780,315,75,EAST BU,Tier 1 - ISA On in Total Store,
1781,190,17,EAST BU,Tier 2 - GM Pause,
1782,216,20,NORTH BU,Tier 2 - GM Pause,
1783,580,25,NORTH BU,Tier 1 - ISA On in Total Store,
1784,477,60,WEST BU,Tier 2 - GM Pause,
1785,184,16,EAST BU,Tier 2 - GM Pause,
1786,423,52,WEST BU,Tier 1 - ISA On in Total Store,
1787,414,52,WEST BU,Tier 1 - ISA On in Total Store,
1788,183,16,EAST BU,Tier 3 - Total Store ISA Pause,
1789,452,56,WEST BU,Tier 1 - ISA On in Total Store,
1790,197,19,NORTH BU,Tier 2 - GM Pause,
1791,200,19,NORTH BU,Tier 2 - GM Pause,
1792,231,22,EAST BU,Tier 1 - ISA On in Total Store,
1793,477,60,WEST BU,Tier 2 - GM Pause,
1794,232,22,EAST BU,Tier 1 - ISA On in Total Store,
1795,294,2,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1796,184,16,EAST BU,Tier 2 - GM Pause,
1797,179,16,EAST BU,Tier 2 - GM Pause,
1798,205,19,NORTH BU,Tier 1 - ISA On in Total Store,
1799,441,53,NORTH BU,Tier 3 - Total Store ISA Pause,
1800,583,5,SOUTWEST BU,Tier 2 - GM Pause,
1801,44,5,SOUTWEST BU,Tier 2 - GM Pause,
1802,411,47,WEST BU,Tier 2 - GM Pause,
1803,87,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
1804,248,21,NORTH BU,Tier 2 - GM Pause,
1805,463,57,WEST BU,Tier 1 - ISA On in Total Store,
1806,189,17,EAST BU,Tier 2 - GM Pause,
1807,165,22,EAST BU,Tier 2 - GM Pause,
1808,388,54,WEST BU,Tier 2 - GM Pause,
1809,202,19,NORTH BU,Tier 2 - GM Pause,
1810,164,17,EAST BU,Tier 2 - GM Pause,
1811,288,75,EAST BU,Tier 1 - ISA On in Total Store,
1812,215,20,NORTH BU,Tier 2 - GM Pause,
1813,192,17,EAST BU,Tier 2 - GM Pause,
1814,264,25,NORTH BU,Tier 2 - GM Pause,
1815,449,57,WEST BU,Tier 2 - GM Pause,
1816,297,26,EAST BU,Tier 1 - ISA On in Total Store,
1817,475,60,WEST BU,Tier 2 - GM Pause,
1819,436,53,NORTH BU,Tier 2 - GM Pause,
1820,229,20,NORTH BU,Tier 2 - GM Pause,
1821,306,4,EAST BU,Tier 1 - ISA On in Total Store,
1822,801,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1823,234,22,EAST BU,Tier 2 - GM Pause,
1825,286,75,EAST BU,Tier 2 - GM Pause,
1826,581,57,WEST BU,Tier 1 - ISA On in Total Store,
1827,582,54,WEST BU,Tier 2 - GM Pause,
1828,439,53,NORTH BU,Tier 3 - Total Store ISA Pause,
1829,37,4,EAST BU,Tier 2 - GM Pause,
1830,191,17,EAST BU,Tier 2 - GM Pause,
1831,191,17,EAST BU,Tier 2 - GM Pause,
1832,463,57,WEST BU,Tier 1 - ISA On in Total Store,
1833,291,75,EAST BU,Tier 1 - ISA On in Total Store,
1834,468,56,WEST BU,Tier 1 - ISA On in Total Store,
1835,190,17,EAST BU,Tier 2 - GM Pause,
1836,202,19,NORTH BU,Tier 2 - GM Pause,
1837,59,6,SOUTWEST BU,Tier 2 - GM Pause,
1838,394,57,WEST BU,Tier 1 - ISA On in Total Store,
1839,214,20,NORTH BU,Tier 2 - GM Pause,Upgrade from Tier 3
1840,511,56,WEST BU,Tier 1 - ISA On in Total Store,
1841,289,75,EAST BU,Tier 2 - GM Pause,
1842,298,26,EAST BU,Tier 2 - GM Pause,
1843,477,60,WEST BU,Tier 2 - GM Pause,
1844,178,22,EAST BU,Tier 2 - GM Pause,
1845,109,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1846,366,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
1847,93,3,SOUTHEAST BU,Tier 2 - GM Pause,
1848,264,25,NORTH BU,Tier 2 - GM Pause,
1849,308,26,EAST BU,Tier 2 - GM Pause,
1850,234,22,EAST BU,Tier 2 - GM Pause,
1851,109,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1852,291,75,EAST BU,Tier 1 - ISA On in Total Store,
1853,461,57,WEST BU,Tier 1 - ISA On in Total Store,
1854,801,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,"Requested by Orlando on 9/8 for Total Region to have ISA """"ON"""" total store"
1855,423,52,WEST BU,Tier 1 - ISA On in Total Store,
1856,179,16,EAST BU,Tier 3 - Total Store ISA Pause,
1857,209,20,NORTH BU,Tier 2 - GM Pause,
1858,421,52,WEST BU,Tier 1 - ISA On in Total Store,
1859,463,57,WEST BU,Tier 1 - ISA On in Total Store,
1860,284,75,EAST BU,Tier 2 - GM Pause,
1861,422,52,WEST BU,Tier 2 - GM Pause,
1862,462,57,WEST BU,Tier 1 - ISA On in Total Store,
1863,209,20,NORTH BU,Tier 3 - Total Store ISA Pause,
1864,422,52,WEST BU,Tier 1 - ISA On in Total Store,
1865,421,52,WEST BU,Tier 1 - ISA On in Total Store,
1866,180,16,EAST BU,Tier 2 - GM Pause,
1867,293,75,EAST BU,Tier 2 - GM Pause,
1868,180,16,EAST BU,Tier 2 - GM Pause,
1869,165,22,EAST BU,Tier 2 - GM Pause,
1870,475,60,WEST BU,Tier 2 - GM Pause,
1871,187,17,EAST BU,Tier 2 - GM Pause,
1872,383,54,WEST BU,Tier 1 - ISA On in Total Store,
1873,161,16,EAST BU,Tier 2 - GM Pause,
1874,118,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1875,282,75,EAST BU,Tier 2 - GM Pause,
1876,476,60,WEST BU,Tier 1 - ISA On in Total Store,MM Request
1877,581,57,WEST BU,Tier 1 - ISA On in Total Store,
1878,400,56,WEST BU,Tier 1 - ISA On in Total Store,
1879,445,57,WEST BU,Tier 1 - ISA On in Total Store,
1880,468,56,WEST BU,Tier 2 - GM Pause,
1881,454,56,WEST BU,Tier 2 - GM Pause,
1882,581,57,WEST BU,Tier 1 - ISA On in Total Store,
1883,208,20,NORTH BU,Tier 2 - GM Pause,
1884,226,17,EAST BU,Tier 2 - GM Pause,
1885,229,20,NORTH BU,Tier 2 - GM Pause,
1886,234,22,EAST BU,Tier 2 - GM Pause,
1887,232,22,EAST BU,Tier 1 - ISA On in Total Store,
1888,401,54,WEST BU,Tier 2 - GM Pause,
1889,475,60,WEST BU,Tier 2 - GM Pause,
1890,285,75,EAST BU,Tier 2 - GM Pause,
1891,162,17,EAST BU,Tier 2 - GM Pause,
1892,268,25,NORTH BU,Tier 3 - Total Store ISA Pause,
1893,508,75,EAST BU,Tier 2 - GM Pause,
1894,214,20,NORTH BU,Tier 1 - ISA On in Total Store,
1895,215,20,NORTH BU,Tier 1 - ISA On in Total Store,
1896,391,47,WEST BU,Tier 2 - GM Pause,
1897,268,25,NORTH BU,Tier 2 - GM Pause,
1898,264,25,NORTH BU,Tier 2 - GM Pause,
1899,461,57,WEST BU,Tier 1 - ISA On in Total Store,
1900,400,56,WEST BU,Tier 1 - ISA On in Total Store,
1901,383,54,WEST BU,Tier 1 - ISA On in Total Store,
1902,400,56,WEST BU,Tier 1 - ISA On in Total Store,
1903,455,56,WEST BU,Tier 2 - GM Pause,
1904,292,75,EAST BU,Tier 2 - GM Pause,
1905,400,56,WEST BU,Tier 1 - ISA On in Total Store,
1906,160,16,EAST BU,Tier 2 - GM Pause,
1907,184,16,EAST BU,Tier 2 - GM Pause,
1908,440,53,NORTH BU,Tier 2 - GM Pause,
1909,195,17,EAST BU,Tier 2 - GM Pause,
1910,457,56,WEST BU,Tier 2 - GM Pause,
1911,215,20,NORTH BU,Tier 2 - GM Pause,
1912,461,57,WEST BU,Tier 1 - ISA On in Total Store,
1913,207,19,NORTH BU,Tier 2 - GM Pause,
1914,445,57,WEST BU,Tier 1 - ISA On in Total Store,
1915,463,57,WEST BU,Tier 1 - ISA On in Total Store,
1916,108,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1917,459,57,WEST BU,Tier 1 - ISA On in Total Store,
1918,156,16,EAST BU,Tier 3 - Total Store ISA Pause,
1919,179,16,EAST BU,Tier 2 - GM Pause,
1920,477,60,WEST BU,Tier 1 - ISA On in Total Store,
1921,178,22,EAST BU,Tier 1 - ISA On in Total Store,
1922,462,57,WEST BU,Tier 1 - ISA On in Total Store,
1923,200,19,NORTH BU,Tier 3 - Total Store ISA Pause,
1924,179,16,EAST BU,Tier 2 - GM Pause,
1925,478,60,WEST BU,Tier 2 - GM Pause,
1926,191,17,EAST BU,Tier 2 - GM Pause,
1927,214,20,NORTH BU,Tier 2 - GM Pause,Upgrade to Tier 2
1928,205,19,NORTH BU,Tier 2 - GM Pause,
1929,419,52,WEST BU,Tier 2 - GM Pause,
1930,184,16,EAST BU,Tier 2 - GM Pause,
1931,440,53,NORTH BU,Tier 2 - GM Pause,
1932,179,16,EAST BU,Tier 3 - Total Store ISA Pause,
1933,267,25,NORTH BU,Tier 1 - ISA On in Total Store,
1934,314,75,EAST BU,Tier 2 - GM Pause,
1935,237,22,EAST BU,Tier 2 - GM Pause,
1936,196,53,NORTH BU,Tier 2 - GM Pause,
1937,216,20,NORTH BU,Tier 1 - ISA On in Total Store,
1938,268,25,NORTH BU,Tier 2 - GM Pause,
1939,180,16,EAST BU,Tier 2 - GM Pause,
1940,188,17,EAST BU,Tier 1 - ISA On in Total Store,
1941,462,57,WEST BU,Tier 1 - ISA On in Total Store,
1942,200,19,NORTH BU,Tier 2 - GM Pause,
1943,433,47,WEST BU,Tier 2 - GM Pause,
1945,226,17,EAST BU,Tier 2 - GM Pause,
1946,187,17,EAST BU,Tier 2 - GM Pause,
1947,473,60,WEST BU,Tier 2 - GM Pause,
1948,227,20,NORTH BU,Tier 2 - GM Pause,
1949,194,17,EAST BU,Tier 2 - GM Pause,
1950,301,26,EAST BU,Tier 2 - GM Pause,
1951,399,56,WEST BU,Tier 1 - ISA On in Total Store,
1952,422,52,WEST BU,Tier 2 - GM Pause,
1953,297,26,EAST BU,Tier 3 - Total Store ISA Pause,
1954,183,16,EAST BU,Tier 2 - GM Pause,
1955,263,53,NORTH BU,Tier 2 - GM Pause,
1956,382,54,WEST BU,Tier 2 - GM Pause,
1957,105,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1958,80,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
1959,164,17,EAST BU,Tier 2 - GM Pause,
1960,112,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1961,225,21,NORTH BU,Tier 1 - ISA On in Total Store,
1962,247,21,NORTH BU,Tier 2 - GM Pause,
1963,450,56,WEST BU,Tier 2 - GM Pause,
1964,161,16,EAST BU,Tier 2 - GM Pause,
1965,432,47,WEST BU,Tier 1 - ISA On in Total Store,
1966,194,17,EAST BU,Tier 2 - GM Pause,
1967,154,16,EAST BU,Tier 3 - Total Store ISA Pause,
1968,281,75,EAST BU,Tier 2 - GM Pause,
1969,290,75,EAST BU,Tier 2 - GM Pause,
1970,159,16,EAST BU,Tier 2 - GM Pause,
1971,425,53,NORTH BU,Tier 2 - GM Pause,
1972,511,56,WEST BU,Tier 2 - GM Pause,
1973,194,17,EAST BU,Tier 2 - GM Pause,
1974,179,16,EAST BU,Tier 2 - GM Pause,
1975,181,16,EAST BU,Tier 2 - GM Pause,
1976,190,17,EAST BU,Tier 2 - GM Pause,
1977,178,22,EAST BU,Tier 2 - GM Pause,
1978,247,21,NORTH BU,Tier 2 - GM Pause,
1979,453,56,WEST BU,Tier 3 - Total Store ISA Pause,
1980,162,17,EAST BU,Tier 2 - GM Pause,
1981,508,75,EAST BU,Tier 2 - GM Pause,
1982,439,53,NORTH BU,Tier 2 - GM Pause,
1983,450,56,WEST BU,Tier 2 - GM Pause,
1984,154,16,EAST BU,Tier 2 - GM Pause,
1985,508,75,EAST BU,Tier 2 - GM Pause,
1986,213,19,NORTH BU,Tier 2 - GM Pause,
1987,205,19,NORTH BU,Tier 1 - ISA On in Total Store,
1988,455,56,WEST BU,Tier 1 - ISA On in Total Store,
1989,447,57,WEST BU,Tier 1 - ISA On in Total Store,
1990,217,21,NORTH BU,Tier 1 - ISA On in Total Store,
1991,251,25,NORTH BU,Tier 2 - GM Pause,
1992,462,57,WEST BU,Tier 1 - ISA On in Total Store,
1993,195,17,EAST BU,Tier 2 - GM Pause,
1994,187,17,EAST BU,Tier 2 - GM Pause,
1995,400,56,WEST BU,Tier 1 - ISA On in Total Store,
1996,553,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
1997,188,17,EAST BU,Tier 2 - GM Pause,
1998,267,25,NORTH BU,Tier 1 - ISA On in Total Store,
1999,424,52,WEST BU,Tier 1 - ISA On in Total Store,
2000,301,26,EAST BU,Tier 3 - Total Store ISA Pause,
2001,449,57,WEST BU,Tier 1 - ISA On in Total Store,
2002,451,56,WEST BU,Tier 1 - ISA On in Total Store,
2003,174,17,EAST BU,Tier 2 - GM Pause,
2004,415,52,WEST BU,Tier 1 - ISA On in Total Store,
2005,306,4,EAST BU,Tier 1 - ISA On in Total Store,
2006,475,60,WEST BU,Tier 2 - GM Pause,
2007,473,60,WEST BU,Tier 2 - GM Pause,
2008,229,20,NORTH BU,Tier 2 - GM Pause,
2009,281,75,EAST BU,Tier 1 - ISA On in Total Store,
2010,201,19,NORTH BU,Tier 2 - GM Pause,
2012,156,16,EAST BU,Tier 2 - GM Pause,
2013,179,16,EAST BU,Tier 3 - Total Store ISA Pause,
2014,204,19,NORTH BU,Tier 2 - GM Pause,
2015,292,75,EAST BU,Tier 1 - ISA On in Total Store,
2016,473,60,WEST BU,Tier 1 - ISA On in Total Store,
2019,235,20,NORTH BU,Tier 2 - GM Pause,
2020,246,21,NORTH BU,Tier 2 - GM Pause,
2021,160,16,EAST BU,Tier 2 - GM Pause,
2022,162,17,EAST BU,Tier 2 - GM Pause,
2023,233,22,EAST BU,Tier 2 - GM Pause,
2024,226,17,EAST BU,Tier 2 - GM Pause,
2025,511,56,WEST BU,Tier 1 - ISA On in Total Store,
2026,811,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,"Requested by Orlando on 9/8 for Total Region to have ISA """"ON"""" total store"
2027,280,75,EAST BU,Tier 2 - GM Pause,
2028,461,57,WEST BU,Tier 1 - ISA On in Total Store,
2030,450,56,WEST BU,Tier 1 - ISA On in Total Store,
2031,511,56,WEST BU,Tier 2 - GM Pause,
2032,446,57,WEST BU,Tier 1 - ISA On in Total Store,
2033,427,54,WEST BU,Tier 1 - ISA On in Total Store,
2035,239,21,NORTH BU,Tier 1 - ISA On in Total Store,
2036,317,20,NORTH BU,Tier 3 - Total Store ISA Pause,
2037,472,60,WEST BU,Tier 1 - ISA On in Total Store,MM Request
2038,292,75,EAST BU,Tier 1 - ISA On in Total Store,
2039,450,56,WEST BU,Tier 1 - ISA On in Total Store,
2040,170,22,EAST BU,Tier 2 - GM Pause,
2041,284,75,EAST BU,Tier 2 - GM Pause,
2043,194,17,EAST BU,Tier 1 - ISA On in Total Store,
2044,457,56,WEST BU,Tier 2 - GM Pause,
2045,281,75,EAST BU,Tier 2 - GM Pause,
2046,180,16,EAST BU,Tier 2 - GM Pause,
2047,179,16,EAST BU,Tier 1 - ISA On in Total Store,
2048,453,56,WEST BU,Tier 2 - GM Pause,
2049,237,22,EAST BU,Tier 2 - GM Pause,
2050,396,57,WEST BU,Tier 1 - ISA On in Total Store,
2051,405,46,SOUTWEST BU,Tier 2 - GM Pause,
2052,453,56,WEST BU,Tier 2 - GM Pause,
2053,457,56,WEST BU,Tier 2 - GM Pause,
2054,450,56,WEST BU,Tier 1 - ISA On in Total Store,
2055,183,16,EAST BU,Tier 2 - GM Pause,
2056,188,17,EAST BU,Tier 1 - ISA On in Total Store,
2057,184,16,EAST BU,Tier 2 - GM Pause,
2058,297,26,EAST BU,Tier 2 - GM Pause,
2059,231,22,EAST BU,Tier 2 - GM Pause,
2061,201,19,NORTH BU,Tier 1 - ISA On in Total Store,
2062,201,19,NORTH BU,Tier 2 - GM Pause,
2063,208,20,NORTH BU,Tier 2 - GM Pause,
2064,226,17,EAST BU,Tier 2 - GM Pause,
2065,122,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
2066,64,6,SOUTWEST BU,Tier 2 - GM Pause,
2067,811,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,"Requested by Orlando on 9/8 for Total Region to have ISA """"ON"""" total store"
2068,170,22,EAST BU,Tier 2 - GM Pause,
2069,468,56,WEST BU,Tier 1 - ISA On in Total Store,
2070,469,60,WEST BU,Tier 1 - ISA On in Total Store,
2071,469,60,WEST BU,Tier 1 - ISA On in Total Store,
2072,811,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,"Requested by Orlando on 9/8 for Total Region to have ISA """"ON"""" total store"
2073,214,20,NORTH BU,Tier 2 - GM Pause,Upgrade to Tier 2
2074,469,60,WEST BU,Tier 1 - ISA On in Total Store,
2075,478,60,WEST BU,Tier 3 - Total Store ISA Pause,
2077,460,57,WEST BU,Tier 1 - ISA On in Total Store,
2078,216,20,NORTH BU,Tier 2 - GM Pause,
2079,196,53,NORTH BU,Tier 2 - GM Pause,
2080,202,19,NORTH BU,Tier 2 - GM Pause,
2081,111,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2082,464,57,WEST BU,Tier 1 - ISA On in Total Store,
2083,320,75,EAST BU,Tier 2 - GM Pause,
2084,382,54,WEST BU,Tier 2 - GM Pause,
2085,811,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,"Requested by Orlando on 9/8 for Total Region to have ISA """"ON"""" total store"
2086,56,5,SOUTWEST BU,Tier 2 - GM Pause,
2087,422,52,WEST BU,Tier 2 - GM Pause,
2088,195,17,EAST BU,Tier 2 - GM Pause,
2089,311,20,NORTH BU,Tier 3 - Total Store ISA Pause,
2090,174,17,EAST BU,Tier 2 - GM Pause,
2091,110,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2092,187,17,EAST BU,Tier 1 - ISA On in Total Store,
2093,189,17,EAST BU,Tier 2 - GM Pause,
2094,460,57,WEST BU,Tier 1 - ISA On in Total Store,
2095,160,16,EAST BU,Tier 2 - GM Pause,
2096,170,22,EAST BU,Tier 2 - GM Pause,
2097,188,17,EAST BU,Tier 2 - GM Pause,
2098,219,21,NORTH BU,Tier 1 - ISA On in Total Store,
2099,447,57,WEST BU,Tier 1 - ISA On in Total Store,
2100,196,53,NORTH BU,Tier 2 - GM Pause,
2101,475,60,WEST BU,Tier 2 - GM Pause,
2102,200,19,NORTH BU,Tier 2 - GM Pause,
2103,159,16,EAST BU,Tier 1 - ISA On in Total Store,
2104,164,17,EAST BU,Tier 2 - GM Pause,
2105,53,5,SOUTWEST BU,Tier 2 - GM Pause,
2106,392,56,WEST BU,Tier 2 - GM Pause,
2107,195,17,EAST BU,Tier 2 - GM Pause,
2108,165,22,EAST BU,Tier 2 - GM Pause,
2109,165,22,EAST BU,Tier 2 - GM Pause,
2110,465,57,WEST BU,Tier 1 - ISA On in Total Store,
2111,13,14,SOUTHEAST BU,Tier 2 - GM Pause,
2112,372,46,SOUTWEST BU,Tier 2 - GM Pause,
2113,370,46,SOUTWEST BU,Tier 2 - GM Pause,
2114,7,14,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2115,216,20,NORTH BU,Tier 3 - Total Store ISA Pause,
2116,187,17,EAST BU,Tier 2 - GM Pause,
2117,450,56,WEST BU,Tier 1 - ISA On in Total Store,
2118,156,16,EAST BU,Tier 3 - Total Store ISA Pause,
2119,451,56,WEST BU,Tier 2 - GM Pause,
2120,190,17,EAST BU,Tier 2 - GM Pause,
2121,472,60,WEST BU,Tier 2 - GM Pause,
2122,159,16,EAST BU,Tier 1 - ISA On in Total Store,
2123,47,44,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2124,223,21,NORTH BU,Tier 2 - GM Pause,
2125,380,47,WEST BU,Tier 1 - ISA On in Total Store,
2126,470,60,WEST BU,Tier 2 - GM Pause,
2127,440,53,NORTH BU,Tier 2 - GM Pause,
2128,159,16,EAST BU,Tier 1 - ISA On in Total Store,
