Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
76,2833,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202334,85.20%,99.00%,5.2,89.30%,80.80%,83.30%,88.30%
76,3215,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202334,85.60%,91.90%,9.1,93.70%,82.70%,84.90%,81.60%
26,2000,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202334,89.80%,100.00%,6.2,95.90%,93.50%,84.40%,82.90%
26,2000,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202334,91.40%,100.00%,5,83.30%,100.00%,100.00%,100.00%
26,7238,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202334,85.50%,95.20%,7.3,98.60%,72.60%,87.20%,82.00%
59,7162,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202334,92.40%,96.00%,8,98.50%,89.30%,97.20%,83.70%
26,1579,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,83.00%,91.30%,7.7,84.70%,79.40%,87.30%,83.00%
75,1465,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202334,87.80%,90.40%,8.8,93.50%,91.20%,77.10%,90.60%
75,1335,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202334,86.30%,97.90%,7.2,89.10%,80.40%,89.00%,86.40%
75,2565,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202334,91.50%,96.10%,9.4,92.80%,95.80%,85.20%,93.30%
75,1525,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202334,90.20%,93.10%,9.3,94.90%,89.80%,83.80%,92.80%
75,1687,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202334,80.80%,95.00%,8.9,70.80%,86.50%,77.60%,87.80%
75,1773,ROADIE,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202334,76.90%,96.50%,9,83.30%,80.30%,71.40%,71.10%
75,5253,ROADIE,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202334,73.30%,92.00%,6.5,88.20%,58.80%,64.30%,100.00%
4,4440,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202334,90.20%,92.30%,9.5,94.50%,88.80%,88.80%,88.60%
4,3733,UBER,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202334,90.70%,92.50%,8.7,92.50%,93.90%,90.20%,85.00%
4,1795,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202334,79.50%,94.40%,6.1,84.90%,72.70%,83.30%,74.40%
22,2096,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,86.40%,93.80%,9.2,88.00%,86.10%,83.20%,88.50%
22,5414,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202334,71.80%,96.30%,8.6,61.70%,71.80%,70.90%,79.20%
22,1537,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,86.20%,97.60%,6.3,87.20%,88.90%,85.60%,83.60%
22,1886,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,86.10%,92.70%,9.7,86.80%,85.70%,85.30%,86.70%
4,728,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202334,90.90%,92.00%,9.7,91.90%,90.40%,90.90%,89.90%
4,2832,POINTPICKUP,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202334,80.40%,89.20%,7,78.60%,80.00%,84.60%,77.80%
4,4556,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,86.90%,98.30%,9,85.40%,87.00%,88.20%,87.30%
4,7181,SPARK,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202334,87.40%,91.10%,7.3,89.20%,90.00%,90.50%,75.20%
22,5130,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202334,85.50%,91.40%,9.5,90.60%,83.30%,82.70%,86.20%
22,2167,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202334,81.40%,93.20%,8.6,90.10%,77.30%,75.10%,82.10%
22,2481,POINTPICKUP,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202334,91.00%,94.00%,8.1,88.70%,94.40%,87.00%,93.80%
22,2230,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202334,90.30%,90.60%,9.4,96.10%,95.60%,87.10%,82.30%
22,5470,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202334,81.40%,98.60%,4.6,94.70%,77.80%,66.70%,85.70%
5,3284,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202334,87.40%,99.50%,17,86.00%,91.00%,84.10%,88.50%
5,4503,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202334,90.50%,92.50%,12.4,94.30%,88.50%,91.40%,88.30%
5,284,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202334,86.10%,86.90%,17.6,95.40%,84.40%,87.00%,76.60%
5,471,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202334,77.00%,84.70%,22.7,80.10%,74.40%,75.70%,77.80%
5,3014,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202334,87.60%,93.10%,11.9,79.90%,88.10%,93.30%,89.60%
5,5810,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202334,70.60%,88.40%,16.6,60.20%,63.20%,74.50%,78.70%
5,202,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202334,86.40%,96.10%,10.4,86.90%,80.50%,88.30%,90.60%
5,1117,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202334,89.80%,93.20%,12.5,89.60%,90.00%,89.50%,90.20%
5,2105,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202334,90.00%,96.10%,11.8,84.90%,90.40%,92.40%,92.20%
5,2086,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202334,90.00%,91.10%,11.1,93.40%,79.70%,92.00%,94.50%
5,6300,,Scheduled Delivery Standard,38,Executive Review,Recovering,Store Focus,202334,92.70%,97.10%,10.3,94.50%,93.80%,89.20%,93.10%
5,789,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202334,91.20%,96.20%,15.2,84.70%,91.80%,92.60%,96.00%
5,3225,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,88.80%,93.10%,12.3,87.70%,87.60%,91.10%,89.00%
5,5823,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202334,87.00%,97.80%,12.4,80.50%,87.60%,90.50%,91.40%
5,590,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202334,84.30%,94.30%,13.5,85.90%,81.70%,83.10%,86.40%
44,622,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202334,86.70%,92.30%,17.1,91.80%,95.50%,64.90%,91.30%
44,389,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202334,91.10%,93.40%,12.2,90.90%,88.50%,92.70%,92.50%
44,1626,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202334,86.70%,85.60%,13.8,89.80%,84.10%,81.70%,91.50%
44,2803,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,81.20%,86.90%,15.8,78.90%,77.10%,81.40%,87.60%
44,2804,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202334,80.10%,87.60%,19.9,91.30%,58.90%,80.40%,87.70%
44,130,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,82.20%,84.00%,14.4,87.30%,75.70%,79.30%,87.50%
44,1507,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202334,88.60%,89.50%,13.2,91.50%,81.50%,92.50%,87.40%
64,4048,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202334,87.80%,81.30%,12.6,91.40%,93.90%,81.30%,84.20%
64,7233,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,84.60%,82.20%,9,84.50%,75.40%,88.90%,90.20%
13,331,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202334,91.90%,90.20%,11.6,96.00%,88.30%,88.30%,95.20%
13,1204,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,85.90%,93.70%,17.8,83.00%,81.30%,89.80%,89.00%
13,400,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,86.40%,91.70%,13.5,85.70%,85.20%,88.70%,86.00%
13,602,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,78.40%,78.80%,15,79.70%,73.50%,81.00%,79.50%
13,3390,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202334,90.40%,81.80%,9.4,86.60%,91.70%,94.50%,89.00%
13,2938,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,86.80%,97.20%,14.7,87.40%,88.10%,85.20%,86.60%
13,1128,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202334,86.60%,95.40%,13.3,90.60%,81.80%,88.00%,85.80%
13,4295,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,85.80%,87.00%,12.1,88.80%,84.00%,80.70%,90.60%
13,140,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,82.70%,84.50%,16.1,73.40%,83.60%,89.00%,84.20%
13,1163,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,78.30%,81.30%,18.5,76.30%,77.90%,70.00%,89.70%
13,2706,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,80.80%,93.60%,15.2,72.30%,84.20%,77.10%,89.30%
13,5022,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202334,87.20%,91.80%,12.5,88.80%,84.40%,84.50%,91.20%
13,489,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202334,80.20%,81.50%,17.1,72.70%,69.20%,88.80%,90.80%
13,541,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,73.80%,67.90%,17.2,75.30%,59.20%,82.90%,78.00%
13,911,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,81.40%,82.60%,15.4,78.80%,80.90%,74.00%,92.70%
13,989,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202334,74.10%,84.10%,20.5,65.40%,79.50%,62.30%,89.30%
13,1353,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,65.00%,83.70%,23.2,72.90%,48.50%,48.00%,84.00%
13,3616,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,83.30%,81.40%,9.7,82.10%,90.60%,74.40%,88.60%
13,4129,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202334,82.60%,86.90%,20.8,84.00%,85.60%,81.90%,79.20%
13,501,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,86.70%,87.70%,15.6,88.20%,84.20%,93.20%,80.50%
13,1025,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202334,89.90%,91.80%,18,93.10%,93.00%,83.40%,89.50%
13,1066,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202334,78.70%,71.90%,16.6,81.20%,81.40%,69.80%,82.30%
13,2715,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,82.20%,77.80%,14.2,71.60%,83.70%,88.90%,85.20%
6,2133,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202334,86.30%,81.30%,10.2,85.10%,85.20%,87.20%,88.00%
6,3169,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,81.20%,81.10%,11,89.90%,89.30%,85.50%,58.40%
6,3569,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202334,88.50%,86.40%,13.8,75.90%,91.80%,94.20%,92.40%
6,5479,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,85.40%,80.10%,15.5,82.30%,82.60%,89.70%,86.90%
6,5480,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,87.30%,85.80%,13.9,89.70%,77.70%,89.30%,92.90%
6,404,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202334,86.30%,92.20%,14.2,90.70%,92.10%,89.90%,72.40%
6,3572,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202334,83.20%,82.50%,14.8,81.20%,85.20%,79.90%,86.30%
6,504,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202334,90.00%,90.50%,12.9,91.50%,92.50%,81.80%,94.70%
7,6898,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202334,80.20%,71.20%,21.8,80.10%,75.50%,78.40%,88.10%
7,537,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202334,81.70%,76.00%,16.7,83.00%,68.70%,83.30%,91.30%
7,608,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202334,82.90%,80.60%,17.3,84.10%,85.30%,83.60%,79.00%
7,535,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202334,78.40%,74.40%,18.4,64.90%,81.20%,79.00%,86.20%
46,3771,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,79.90%,85.90%,21.5,78.40%,71.80%,81.70%,88.40%
46,5768,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202334,84.30%,85.50%,13.5,83.10%,80.70%,87.30%,86.20%
46,2656,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,83.20%,86.70%,12,88.30%,74.30%,85.60%,84.60%
46,835,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,80.30%,78.60%,17.5,73.50%,81.80%,77.70%,88.70%
46,850,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,78.80%,92.20%,18.3,76.40%,65.60%,84.30%,88.90%
41,282,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,87.20%,88.60%,11.6,89.40%,83.30%,89.20%,87.20%
59,5804,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,76.10%,84.30%,17.3,79.70%,63.80%,78.10%,84.80%
41,492,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,81.60%,79.60%,14.1,82.70%,78.10%,79.30%,86.30%
41,870,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202334,82.20%,73.40%,16.5,83.20%,77.00%,82.90%,87.20%
41,1002,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202334,78.60%,75.20%,8,85.30%,84.80%,75.90%,66.70%
41,1580,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202334,91.00%,90.70%,15,88.70%,91.70%,94.20%,89.20%
41,3435,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202334,92.00%,89.60%,11.8,91.40%,90.80%,96.30%,89.60%
41,5443,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202334,71.20%,74.30%,24.8,71.20%,62.20%,64.90%,87.10%
41,720,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202334,88.10%,86.30%,12.9,80.40%,90.70%,88.20%,93.70%
41,2628,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,77.40%,78.50%,17.2,75.60%,71.10%,85.50%,77.10%
41,526,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,85.90%,76.20%,12,87.90%,80.30%,86.50%,88.80%
41,3294,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,83.30%,84.70%,14.4,85.80%,80.10%,90.50%,77.00%
41,4450,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202334,87.30%,93.70%,12.4,89.80%,88.60%,88.60%,81.60%
41,5417,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202334,88.30%,91.00%,15.6,89.20%,89.30%,90.00%,84.50%
41,5418,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202334,75.60%,71.90%,18.9,60.90%,78.70%,77.90%,85.40%
41,1476,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202334,85.20%,84.90%,12.5,92.80%,79.10%,80.80%,87.50%
19,1790,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202334,85.40%,82.20%,12.5,89.70%,92.10%,80.10%,80.40%
19,2631,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202334,53.00%,59.90%,19.3,76.60%,56.90%,41.00%,32.80%
19,2912,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,70.80%,76.70%,27.3,74.30%,80.80%,53.20%,74.20%
19,3476,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,71.30%,71.10%,21.7,88.40%,80.00%,72.40%,49.10%
19,5842,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,82.90%,80.80%,16,84.10%,89.00%,82.60%,75.00%
19,2559,,Scheduled Delivery Standard,47,Executive Review,Recovering,Store Focus,202334,88.50%,90.00%,12.2,91.00%,93.40%,86.60%,83.20%
19,2692,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202334,82.60%,80.10%,15.5,90.80%,89.50%,78.80%,76.20%
19,5844,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,88.80%,92.10%,11.1,88.30%,87.70%,87.90%,91.70%
19,1593,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202334,89.70%,76.00%,12.7,96.10%,85.60%,88.90%,87.40%
19,2080,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202334,70.70%,68.50%,17,72.70%,72.80%,67.10%,69.90%
19,5160,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,76.40%,81.80%,18.7,76.30%,76.00%,71.40%,82.90%
19,5472,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202334,89.70%,97.80%,10.8,85.10%,91.30%,92.80%,89.30%
19,1423,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,82.70%,71.60%,9.4,76.30%,81.00%,89.90%,82.80%
19,1754,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202334,77.90%,64.80%,9.4,86.20%,75.70%,78.10%,68.80%
19,2867,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,82.40%,82.10%,11.6,88.00%,80.50%,83.60%,77.70%
19,2869,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,77.60%,87.50%,19.1,85.70%,89.90%,75.00%,55.90%
19,5893,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202334,83.40%,87.50%,15.6,81.60%,91.30%,79.50%,81.70%
19,1432,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202334,83.50%,85.20%,13.1,87.40%,84.00%,75.70%,87.40%
19,5097,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202334,77.50%,78.50%,12.5,85.30%,83.00%,75.50%,70.30%
19,1928,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,79.90%,86.00%,14.2,83.80%,74.10%,81.30%,80.30%
19,2273,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202334,80.40%,82.50%,11.8,88.10%,76.00%,75.30%,81.20%
19,2693,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202334,82.60%,81.20%,9.6,80.30%,90.00%,69.70%,92.20%
19,3726,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,76.00%,72.90%,14.9,89.00%,66.20%,73.00%,72.30%
19,1923,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202334,65.60%,62.70%,13.8,81.00%,81.70%,70.60%,54.10%
19,2238,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202334,86.80%,92.90%,11.8,87.30%,88.20%,83.30%,88.40%
19,2493,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202334,77.90%,81.40%,8.6,79.90%,75.40%,80.70%,75.00%
19,3453,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202334,71.30%,67.80%,12.1,70.50%,65.50%,65.50%,89.40%
19,3876,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202334,78.20%,69.90%,11.7,83.20%,72.30%,74.80%,82.30%
19,5386,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202334,81.00%,74.20%,13.6,84.70%,89.80%,78.30%,76.40%
19,2678,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202334,88.00%,88.80%,10.8,91.40%,90.60%,85.50%,84.10%
19,5064,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202334,78.30%,80.60%,10.2,91.60%,78.40%,76.70%,66.50%
19,5065,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202334,75.80%,73.60%,8.6,91.40%,70.60%,77.80%,63.50%
19,5280,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202334,81.20%,69.80%,10.5,89.70%,80.70%,78.30%,74.50%
19,1618,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,85.60%,84.50%,16.8,78.80%,87.20%,85.50%,89.90%
19,2544,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,88.70%,92.20%,15.8,82.80%,91.70%,89.80%,91.90%
19,2818,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,82.70%,93.40%,14.5,78.50%,84.20%,77.90%,89.90%
19,4631,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,79.20%,83.80%,17.4,85.60%,73.90%,70.40%,88.30%
25,1734,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202334,75.10%,86.20%,20.6,70.90%,75.40%,81.60%,72.90%
25,2491,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202334,90.30%,92.30%,10.9,93.30%,86.10%,84.80%,96.70%
25,5403,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202334,83.00%,90.50%,13.9,93.40%,79.80%,83.50%,75.00%
25,1454,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202334,88.70%,83.30%,10.9,82.30%,86.30%,92.20%,94.10%
25,1602,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202334,84.80%,89.30%,10.3,89.90%,82.20%,84.00%,82.80%
25,2728,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202334,84.10%,87.60%,11.8,90.60%,66.30%,87.20%,92.60%
25,3210,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202334,59.10%,53.60%,20.4,76.00%,52.00%,39.50%,68.90%
25,3602,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202334,72.20%,70.60%,25.3,85.40%,68.20%,55.50%,77.50%
25,603,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202334,85.30%,87.00%,14.8,92.30%,78.80%,85.00%,86.40%
25,1028,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202334,78.30%,85.60%,14.4,77.70%,65.90%,81.30%,89.80%
25,3460,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202334,81.90%,88.10%,12.7,85.30%,77.80%,75.70%,88.70%
25,775,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202334,73.50%,81.20%,18.6,85.70%,52.80%,78.90%,78.40%
25,1307,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202334,87.70%,91.60%,11.9,88.90%,87.00%,86.60%,87.80%
25,3597,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202334,85.60%,88.40%,15.2,91.50%,77.90%,86.40%,86.60%
25,786,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202334,77.50%,85.80%,19.4,78.50%,72.80%,76.90%,82.60%
25,1553,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,80.70%,84.80%,17.1,82.20%,67.80%,85.40%,87.60%
25,4529,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202334,90.90%,91.30%,14.5,93.20%,93.20%,86.70%,90.00%
25,1998,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202334,86.20%,94.70%,14.8,93.50%,80.30%,84.70%,86.00%
25,5402,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,83.40%,85.20%,18.9,88.00%,72.00%,84.90%,88.80%
25,5617,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202334,83.70%,81.30%,15.4,86.70%,76.80%,81.60%,89.60%
25,5485,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202334,89.90%,95.50%,16.9,93.60%,85.60%,85.80%,94.80%
20,2063,,Scheduled Delivery Standard,5,Active Monitoring,Degrading,Store Focus,202334,85.70%,89.50%,15.4,77.90%,82.60%,91.40%,90.80%
20,2197,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,86.70%,92.70%,12.6,87.80%,84.70%,85.90%,88.40%
20,2541,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202334,82.30%,79.90%,12.9,88.70%,77.40%,76.90%,86.10%
20,1739,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,68.20%,66.80%,15.2,64.90%,66.10%,67.90%,72.90%
20,3838,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202334,66.30%,76.00%,21.4,80.80%,55.50%,64.20%,65.30%
20,5040,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202334,85.50%,85.10%,8.9,87.30%,80.70%,86.40%,87.50%
20,1883,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202334,82.90%,89.00%,15.3,80.20%,84.80%,81.40%,85.50%
20,2588,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202334,78.30%,77.10%,12.9,73.70%,70.20%,77.50%,90.80%
20,1863,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,82.30%,79.10%,16.8,87.30%,79.90%,73.00%,88.40%
20,1927,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202334,87.50%,90.00%,12.2,85.00%,89.90%,88.80%,86.40%
20,1839,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202334,84.20%,84.60%,16.9,88.20%,80.10%,77.90%,89.80%
20,2266,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202334,89.10%,87.60%,13.9,89.40%,89.50%,88.00%,89.40%
20,2362,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202334,86.20%,92.60%,13,92.40%,85.00%,79.60%,87.30%
