Store,Code ID,Win,Barcode,Blank
1215,1,102408250,78700000000000000000000000000,
9301,2,109557241,78700000000000000000000000000,
9149,3,209106433,78700000000000000000000000000,
9149,4,212587400,78700000000000000000000000000,
9271,5,220901119,78700000000000000000000000000,
8465,6,224139198,78700000000000000000000000000,
2670,7,226072191,78700000000000000000000000000,
9149,8,226554215,78700000000000000000000000000,
5781,9,227225131,78700000000000000000000000000,
2475,10,227527140,78700000000000000000000000000,
9271,11,227726372,78700000000000000000000000000,
9065,12,228067021,78700000000000000000000000000,
5997,13,228753362,78700000000000000000000000000,
5997,14,218418760,78700000000000000000000000000,
131,15,101056953,78700000000000000000000000000,
931,16,103151997,78700000000000000000000000000,
891,17,104326687,78700000000000000000000000000,
2881,18,105244576,78700000000000000000000000000,
4460,19,105435915,78700000000000000000000000000,
2336,20,105811821,78700000000000000000000000000,
2753,21,106389152,78700000000000000000000000000,
200,22,106422169,78700000000000000000000000000,
1595,23,106432121,78700000000000000000000000000,
5342,24,113516491,78700000000000000000000000000,
5025,25,202126065,78700000000000000000000000000,
789,26,210487574,78700000000000000000000000000,
2883,27,211263521,78700000000000000000000000000,
1578,28,211308541,78700000000000000000000000000,
3302,29,212659744,78700000000000000000000000000,
2401,30,213138512,78700000000000000000000000000,
1238,31,215004587,78700000000000000000000000000,
4332,32,216462828,78700000000000000000000000000,
2720,33,216541166,78700000000000000000000000000,
1563,34,216757272,78700000000000000000000000000,
527,35,218881901,78700000000000000000000000000,
3835,36,219553163,78700000000000000000000000000,
2422,37,219980878,78700000000000000000000000000,
2131,38,220439929,78700000000000000000000000000,
5769,39,220459529,78700000000000000000000000000,
5859,40,221092668,78700000000000000000000000000,
6932,41,221869266,78700000000000000000000000000,
5394,42,222211212,78700000000000000000000000000,
5338,43,222451994,78700000000000000000000000000,
1434,44,223265789,78700000000000000000000000000,
4567,45,223478399,78700000000000000000000000000,
5649,46,223852147,78700000000000000000000000000,
2968,47,224068747,78700000000000000000000000000,
2990,48,224264123,78700000000000000000000000000,
628,49,224284015,78700000000000000000000000000,
2834,50,224331295,78700000000000000000000000000,
435,51,224537334,78700000000000000000000000000,
376,52,224698728,78700000000000000000000000000,
1873,53,225400677,78700000000000000000000000000,
3286,54,225931848,78700000000000000000000000000,
3337,55,226382767,78700000000000000000000000000,
4615,56,226395862,78700000000000000000000000000,
2440,57,226526997,78700000000000000000000000000,
1784,58,226786676,78700000000000000000000000000,
1617,59,227006790,78700000000000000000000000000,
1209,60,227760804,78700000000000000000000000000,
3481,61,227906805,78700000000000000000000000000,
932,62,228178285,78700000000000000000000000000,
3739,63,228311760,78700000000000000000000000000,
1153,64,228482748,78700000000000000000000000000,
4049,65,228686911,78700000000000000000000000000,
4233,66,228722254,78700000000000000000000000000,
1497,67,228887197,78700000000000000000000000000,
