Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
256,41,4118,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202218,86.63%,99.18%,5.1,95.80%,89.80%,76.80%,86.50%
257,41,825,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202218,89.29%,100.00%,4.9,92.30%,87.50%,92.30%,86.20%
257,41,1234,DOORDASH,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Driver Supply Focus,202218,94.34%,92.73%,5.8,100.00%,91.70%,100.00%,84.60%
258,41,1113,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,87.78%,88.74%,11.8,88.20%,86.10%,88.50%,88.30%
259,41,591,POINTPICKUP,Scheduled Express Delivery ,7,Executive Review,Degrading,Driver Supply Focus,202218,75.00%,96.15%,7.7,50.00%,33.30%,100.00%,83.30%
259,41,1426,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,81.38%,82.31%,8.5,72.20%,80.00%,87.00%,86.00%
259,41,3894,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202218,76.42%,53.64%,12.8,84.60%,56.90%,70.00%,85.10%
259,41,3894,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,80.39%,58.42%,9.5,89.00%,68.60%,78.90%,85.00%
260,41,1210,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202218,87.47%,76.38%,9.4,85.10%,87.30%,83.10%,94.50%
260,41,2783,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,202218,90.98%,82.37%,7.5,91.70%,90.30%,93.50%,89.00%
494,59,4524,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202218,79.87%,92.72%,4.5,91.20%,83.60%,72.20%,70.60%
1,14,866,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202218,90.35%,79.31%,6.8,100.00%,91.70%,84.00%,94.90%
1,14,991,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Recovering,Store Focus,202218,83.95%,77.44%,9.9,91.40%,79.00%,81.30%,87.80%
1,14,991,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202218,74.85%,81.82%,9.6,88.20%,79.70%,62.60%,70.00%
1,14,1212,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202218,87.76%,89.38%,8.3,92.00%,83.30%,84.50%,92.20%
1,14,2748,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202218,48.74%,39.08%,35.6,56.80%,27.80%,25.00%,84.50%
1,14,2748,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202218,50.00%,50.00%,21.5,58.30%,35.60%,28.00%,72.30%
2,14,1158,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202218,78.01%,93.80%,7.2,79.50%,69.50%,78.00%,84.80%
2,14,1711,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202218,83.93%,75.36%,13.9,72.20%,85.20%,86.50%,87.80%
2,14,1711,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,81.76%,78.02%,7.9,81.00%,84.90%,81.10%,80.40%
3,14,301,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202218,88.70%,87.83%,8,88.00%,89.90%,84.20%,92.50%
3,14,2713,POINTPICKUP,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202218,78.89%,81.00%,16.4,80.00%,66.70%,71.90%,84.00%
3,14,2713,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202218,79.49%,78.38%,11.5,75.60%,91.70%,76.80%,79.40%
11,14,715,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,202218,90.55%,80.82%,7.4,94.90%,93.60%,88.20%,88.00%
11,14,764,UBER,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202218,90.48%,86.05%,9.2,100.00%,100.00%,87.50%,87.00%
11,14,764,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202218,77.27%,84.41%,9.2,87.10%,86.00%,75.60%,71.10%
13,14,1481,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202218,83.53%,89.53%,9.2,70.50%,85.40%,88.80%,89.10%
13,14,1481,UBER,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202218,72.20%,83.47%,19.4,71.20%,69.10%,70.60%,78.40%
13,14,4497,POINTPICKUP,Scheduled Express Delivery ,5,At Risk,Degrading,Store Focus,202218,94.35%,68.88%,15.9,77.80%,95.00%,100.00%,93.10%
13,14,4497,POINTPICKUP,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202218,84.98%,78.66%,10.4,74.90%,86.30%,85.90%,90.00%
13,14,4497,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202218,81.89%,78.35%,9.6,77.50%,83.10%,77.30%,88.80%
14,14,990,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202218,83.70%,90.25%,8.7,90.40%,78.50%,82.90%,82.70%
14,14,1224,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,83.86%,87.63%,7.2,90.00%,74.10%,85.30%,86.40%
15,14,818,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,83.15%,83.25%,5.8,74.20%,87.10%,87.00%,83.80%
15,14,944,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202218,73.44%,75.54%,9,84.70%,66.00%,74.90%,70.60%
15,14,944,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202218,69.45%,73.21%,14.3,80.40%,59.70%,82.40%,61.40%
15,14,1032,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,84.22%,61.74%,10,88.10%,80.90%,79.60%,88.70%
15,14,1362,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202218,83.52%,92.00%,11.4,86.00%,68.90%,86.60%,94.20%
15,14,1362,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202218,83.78%,95.24%,6,76.20%,77.00%,91.00%,89.80%
15,14,3119,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,74.73%,84.62%,5.3,63.10%,73.90%,79.90%,81.10%
15,14,5845,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202218,85.84%,70.87%,10.4,74.80%,81.80%,97.50%,87.00%
544,72,4504,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202218,76.37%,84.64%,6.2,82.60%,85.50%,82.30%,58.10%
545,72,5740,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202218,85.04%,86.86%,6.4,83.10%,89.70%,84.20%,83.80%
545,72,5744,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202218,91.17%,78.57%,8.4,88.90%,87.10%,92.80%,94.40%
44,5,1801,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202218,86.80%,82.72%,8.8,89.40%,83.50%,93.30%,81.00%
44,5,5147,SPARK,Scheduled Standard Delivery,39,Executive Review,Recovering,Store Focus,202218,87.63%,83.90%,8.2,91.50%,87.50%,87.70%,83.00%
45,5,827,POINTPICKUP,Scheduled Express Delivery ,15,Executive Review,Degrading,Driver Supply Focus,202218,80.82%,91.40%,7.5,68.40%,89.50%,81.80%,84.60%
46,5,572,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202218,88.10%,91.27%,5.7,89.00%,88.00%,85.40%,90.00%
49,5,471,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202218,89.01%,90.73%,7.4,90.90%,88.60%,89.80%,86.40%
49,5,3014,SPARK,Scheduled Standard Delivery,40,Executive Review,Recovering,Driver Supply Focus,202218,90.33%,97.94%,6.8,96.10%,94.30%,89.20%,81.80%
49,5,5810,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202218,86.77%,93.07%,7.1,95.30%,89.30%,85.20%,76.60%
50,5,2649,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202218,85.91%,82.35%,8.7,88.00%,88.20%,81.30%,86.20%
52,5,2427,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202218,80.42%,73.23%,10.4,82.40%,82.30%,81.50%,76.20%
53,5,2105,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,88.61%,70.06%,12.4,86.40%,91.10%,89.30%,87.70%
53,5,5889,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202218,82.34%,98.21%,4.8,86.50%,82.00%,80.60%,80.00%
74,5,535,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202218,88.08%,80.31%,8.3,86.60%,89.70%,92.50%,85.20%
74,5,3381,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Driver Supply Focus,202218,93.94%,93.20%,8.1,96.20%,90.50%,100.00%,88.00%
82,5,1129,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202218,88.05%,76.87%,8.6,90.80%,79.40%,90.40%,90.60%
82,5,1129,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202218,84.86%,77.35%,9.6,88.80%,85.30%,81.80%,82.70%
82,5,1253,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202218,75.98%,89.87%,5.1,86.90%,82.00%,64.50%,68.60%
82,5,2991,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202218,88.44%,86.77%,7.8,88.10%,85.00%,91.70%,89.30%
82,5,4130,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202218,78.29%,69.20%,11.7,62.10%,85.20%,76.40%,88.10%
82,5,4219,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202218,85.36%,83.67%,6.6,82.10%,78.00%,92.10%,85.50%
82,5,4554,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202218,88.44%,93.52%,4,90.10%,91.50%,86.30%,86.00%
83,5,475,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202218,88.20%,77.60%,8.5,92.20%,87.40%,84.90%,90.00%
83,5,475,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Store Focus,202218,86.27%,77.80%,6.7,92.30%,86.40%,79.40%,88.10%
83,5,1185,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202218,75.85%,64.12%,20.4,75.60%,81.70%,70.50%,75.90%
83,5,1185,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202218,66.54%,65.37%,11,79.40%,71.80%,56.70%,56.00%
83,5,3169,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202218,83.64%,85.35%,10.9,79.70%,83.00%,84.70%,86.40%
83,5,3170,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202218,75.19%,84.93%,6.5,70.00%,77.30%,75.00%,76.50%
83,5,3569,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202218,80.47%,67.66%,11.7,80.30%,78.90%,85.00%,77.70%
83,5,5479,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202218,86.42%,72.05%,8.2,87.80%,91.20%,78.80%,88.00%
83,5,5480,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Recovering,Store Focus,202218,91.54%,70.59%,9.9,95.80%,89.70%,91.20%,90.50%
83,5,5480,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202218,89.19%,75.00%,6,96.40%,90.20%,85.30%,86.00%
479,5,940,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202218,80.44%,73.65%,7.4,89.00%,90.00%,68.30%,75.20%
561,64,3198,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202218,82.18%,65.77%,9.5,90.90%,85.70%,73.70%,78.60%
561,64,3204,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202218,94.35%,91.95%,5.5,98.50%,98.70%,94.40%,85.00%
561,64,3341,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Store Focus,202218,47.10%,69.84%,13.3,61.30%,55.40%,36.70%,33.60%
154,16,1967,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,75.33%,69.37%,19.3,83.80%,87.50%,58.10%,74.20%
154,16,1967,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,75.58%,75.21%,12.8,80.10%,85.70%,61.90%,71.50%
154,16,2174,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202218,77.44%,82.29%,12.3,71.10%,78.40%,79.50%,80.00%
154,16,5278,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202218,70.83%,70.61%,18.6,85.90%,87.70%,43.80%,65.20%
154,16,5278,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202218,67.98%,76.14%,12.2,77.90%,82.20%,44.60%,57.10%
156,16,2629,POINTPICKUP,Scheduled Express Delivery ,29,Executive Review,Degrading,Store Focus,202218,89.36%,87.00%,11.9,88.90%,84.60%,85.20%,96.30%
156,16,2964,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202218,92.76%,94.67%,4.3,99.10%,96.10%,83.50%,92.90%
156,16,4387,DOORDASH,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202218,81.65%,71.29%,11.1,84.90%,75.50%,77.80%,87.70%
156,16,4387,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202218,83.46%,73.51%,9.4,90.80%,83.30%,78.70%,81.90%
157,16,1762,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202218,65.34%,57.62%,7.5,80.40%,59.80%,52.00%,62.10%
157,16,2222,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202218,77.94%,79.74%,9.9,76.40%,76.80%,78.10%,82.80%
157,16,3114,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202218,56.40%,56.99%,12.3,55.70%,64.40%,42.20%,68.00%
157,16,3535,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202218,90.82%,82.91%,6.9,97.30%,94.30%,82.30%,93.50%
157,16,3535,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,83.13%,87.24%,5.9,89.60%,84.70%,74.80%,86.50%
159,16,1970,DOORDASH,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,202218,85.50%,57.83%,11.2,89.40%,84.10%,88.70%,79.00%
159,16,1970,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202218,74.16%,69.16%,7.9,85.10%,78.40%,75.20%,58.30%
159,16,2103,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202218,76.74%,72.96%,11.6,89.60%,86.50%,53.10%,81.40%
159,16,2336,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202218,73.77%,61.40%,8.4,65.60%,82.40%,69.70%,78.70%
159,16,2341,DOORDASH,Scheduled Standard Delivery,48,Executive Review,Degrading,Store Focus,202218,74.14%,91.48%,9.5,75.70%,75.00%,74.20%,68.70%
159,16,2341,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202218,44.56%,91.23%,8.2,53.20%,54.60%,37.30%,25.00%
160,16,2095,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202218,79.56%,52.84%,14.8,78.60%,63.60%,85.90%,81.00%
160,16,2095,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202218,75.47%,55.96%,10.9,79.50%,83.10%,69.90%,70.70%
160,16,2366,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202218,76.44%,74.32%,8.8,84.50%,87.00%,75.60%,58.60%
160,16,2953,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202218,81.48%,94.17%,6.6,72.80%,80.20%,87.90%,83.80%
160,16,5448,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202218,89.04%,79.80%,8.4,97.00%,89.00%,86.20%,87.70%
161,16,2225,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,83.43%,83.05%,7.8,76.90%,86.40%,84.90%,84.60%
161,16,2261,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202218,87.47%,89.68%,5,79.40%,86.00%,95.60%,85.40%
180,16,1939,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202218,79.49%,65.64%,13.6,75.90%,82.10%,72.80%,87.20%
180,16,1939,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,84.58%,73.14%,9.4,85.10%,77.10%,88.00%,86.20%
181,16,2682,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Recovering,Store Focus,202218,85.71%,67.39%,10.9,97.10%,70.80%,75.00%,93.80%
181,16,2682,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202218,77.86%,81.23%,7.7,81.00%,77.70%,73.60%,78.10%
183,16,1698,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202218,90.53%,82.08%,6.7,95.20%,87.60%,86.10%,92.40%
183,16,1788,POINTPICKUP,Scheduled Express Delivery ,5,At Risk,Recovering,Driver Supply Focus,202218,88.33%,90.91%,8,90.90%,100.00%,95.00%,73.70%
183,16,1788,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202218,88.55%,94.15%,5.8,94.20%,89.20%,93.90%,82.40%
183,16,2055,DOORDASH,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202218,85.95%,61.90%,10.8,85.70%,86.00%,88.30%,83.30%
183,16,2055,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202218,70.04%,66.67%,8.7,69.70%,75.40%,52.30%,82.50%
183,16,2130,POINTPICKUP,Scheduled Express Delivery ,35,Executive Review,Recovering,Store Focus,202218,80.00%,86.96%,5.1,100.00%,,80.00%,66.70%
183,16,2130,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202218,76.87%,89.58%,6.2,91.70%,78.30%,75.00%,68.60%
183,16,2130,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202218,88.72%,85.97%,6.2,94.00%,95.40%,88.10%,80.20%
184,16,1796,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,-,Store Focus,202218,90.91%,93.75%,16.5,,,,90.90%
184,16,1796,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202218,64.91%,63.56%,11.3,73.40%,66.80%,57.10%,65.70%
296,26,1191,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202218,82.94%,84.23%,7.4,82.20%,86.50%,76.50%,86.80%
296,26,1287,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,202218,90.52%,76.71%,23.6,88.90%,85.00%,90.90%,94.40%
296,26,1287,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202218,61.92%,62.61%,20.3,64.40%,43.20%,63.10%,68.10%
296,26,1287,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202218,70.60%,65.15%,17.4,79.70%,39.10%,66.90%,76.70%
296,26,1288,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202218,85.22%,85.80%,9.1,82.90%,78.50%,93.20%,88.50%
296,26,2137,SPARK,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202218,57.95%,60.78%,12.2,65.90%,47.40%,52.00%,68.90%
296,26,2137,UBER,Scheduled Express Delivery ,6,At Risk,Recovering,Store Focus,202218,88.33%,72.58%,21.8,94.40%,71.40%,85.70%,100.00%
296,26,2137,UBER,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202218,56.40%,55.28%,20.6,67.60%,58.70%,37.40%,59.50%
296,26,3182,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202218,81.77%,92.66%,4.4,87.20%,78.70%,79.50%,82.80%
296,26,3182,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202218,81.90%,88.92%,10,86.50%,84.80%,75.60%,82.80%
296,26,5346,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Recovering,Store Focus,202218,91.07%,83.10%,17.4,100.00%,100.00%,87.00%,91.30%
296,26,5346,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,202218,76.03%,80.92%,12.7,93.00%,64.50%,81.00%,67.00%
296,26,5346,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202218,85.03%,78.46%,13.2,90.20%,77.50%,90.80%,78.80%
297,26,1614,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202218,80.69%,90.15%,7.8,88.80%,83.20%,75.80%,76.10%
297,26,4250,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202218,46.62%,52.71%,21.7,65.10%,44.70%,17.10%,65.10%
297,26,4250,UBER,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202218,56.19%,43.70%,31.7,47.40%,57.70%,43.80%,68.10%
297,26,4484,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,-,Store Focus,202218,60.00%,68.75%,17.6,,,20.00%,80.00%
297,26,4484,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202218,71.61%,60.01%,12.9,63.60%,57.30%,86.20%,88.10%
297,26,4484,UBER,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202218,72.21%,59.28%,21.3,63.00%,64.30%,75.70%,81.90%
297,26,5118,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202218,64.32%,68.27%,11.2,73.50%,64.00%,78.60%,39.10%
297,26,5118,UBER,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202218,69.38%,57.75%,20.5,78.70%,70.70%,85.50%,46.10%
297,26,5254,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Store Focus,202218,85.18%,59.84%,10.4,93.90%,71.90%,88.40%,88.40%
297,26,5254,UBER,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202218,82.30%,61.75%,15.1,78.40%,79.50%,82.00%,97.60%
298,26,2704,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202218,86.96%,94.29%,7.7,90.90%,92.00%,82.40%,81.30%
298,26,3658,DOORDASH,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202218,91.70%,83.96%,9.5,89.70%,86.90%,96.90%,95.10%
299,26,1372,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,-,Store Focus,202218,66.67%,83.33%,6.7,,,,66.70%
299,26,2247,UBER,Scheduled Standard Delivery,30,Executive Review,Recovering,Store Focus,202218,93.22%,84.27%,9.6,91.10%,92.60%,98.50%,89.90%
299,26,2836,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202218,68.66%,73.61%,17.8,78.60%,72.20%,68.80%,57.90%
299,26,4499,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202218,86.45%,76.58%,7.5,92.00%,76.10%,89.40%,88.20%
299,26,4499,UBER,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202218,86.32%,68.85%,10.7,85.70%,77.20%,87.60%,95.20%
299,26,5046,UBER,Scheduled Standard Delivery,33,Executive Review,Recovering,Store Focus,202218,75.12%,70.89%,15.4,92.90%,87.90%,63.70%,69.40%
299,26,5743,UBER,Scheduled Standard Delivery,23,Executive Review,Recovering,Store Focus,202218,87.85%,84.69%,9.7,93.20%,89.10%,82.10%,89.80%
300,26,1348,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202218,47.42%,77.69%,15.8,51.90%,40.00%,42.40%,58.80%
300,26,1392,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202218,58.51%,53.64%,17.5,12.90%,39.30%,70.20%,70.70%
