Store,,,
396,Yes,,
514,Yes,,
574,Yes,,
585,Yes,,
586,Yes,,
605,Yes,,
606,Yes,,
616,Yes,,
621,Yes,,
624,Yes,,
625,Yes,,
627,Yes,,
628,Yes,,
629,Yes,,
630,Yes,,
631,Yes,,
632,Yes,,
634,Yes,,
635,Yes,,
638,Yes,,
640,Yes,,
641,Yes,,
642,Yes,,
643,Yes,,
644,Yes,,
728,Yes,,
795,Yes,,
877,Yes,,
881,Yes,,
948,Yes,,
1010,Yes,,
1011,Yes,,
1017,Yes,,
1027,Yes,,
1030,Yes,,
1034,Yes,,
1035,Yes,,
1036,Yes,,
1037,Yes,,
1039,Yes,,
1060,Yes,,
1064,Yes,,
1096,Yes,,
1097,Yes,,
1123,Yes,,
1130,Yes,,
1131,Yes,,
1132,Yes,,
1133,Yes,,
1135,Yes,,
1144,Yes,,
1146,Yes,,
1155,Yes,,
1156,Yes,,
1164,Yes,,
1166,Yes,,
1179,Yes,,
1183,Yes,,
1191,Yes,,
1197,Yes,,
1209,Yes,,
1217,Yes,,
1236,Yes,,
1237,Yes,,
1238,Yes,,
1242,Yes,,
1243,Yes,,
1244,Yes,,
1255,Yes,,
1261,Yes,,
1268,Yes,,
1270,Yes,,
1281,Yes,,
1286,Yes,,
1287,Yes,,
1288,Yes,,
1290,Yes,,
1292,Yes,,
1298,Yes,,
1300,Yes,,
1301,Yes,,
1309,Yes,,
1312,Yes,,
1317,Yes,,
1321,Yes,,
1322,Yes,,
1335,Yes,,
1337,Yes,,
1344,Yes,,
1345,Yes,,
1348,Yes,,
1350,Yes,,
1352,Yes,,
1354,Yes,,
1355,Yes,,
1358,Yes,,
1359,Yes,,
1372,Yes,,
1379,Yes,,
1382,Yes,,
1383,Yes,,
1385,Yes,,
1392,Yes,,
1399,Yes,,
1406,Yes,,
1424,Yes,,
1452,Yes,,
1464,Yes,,
1465,Yes,,
1486,Yes,,
1498,Yes,,
1502,Yes,,
1522,Yes,,
1523,Yes,,
1524,Yes,,
1525,Yes,,
1527,Yes,,
1529,Yes,,
1537,Yes,,
1544,Yes,,
1552,Yes,,
1558,Yes,,
1579,Yes,,
1591,Yes,,
1603,Yes,,
1607,Yes,,
1610,Yes,,
1613,Yes,,
1614,Yes,,
1619,Yes,,
1623,Yes,,
1631,Yes,,
1640,Yes,,
1641,Yes,,
1644,Yes,,
1652,Yes,,
1653,Yes,,
1656,Yes,,
1661,Yes,,
1662,Yes,,
1663,Yes,,
1664,Yes,,
1666,Yes,,
1670,Yes,,
1673,Yes,,
1674,Yes,,
1677,Yes,,
1682,Yes,,
1684,Yes,,
1687,Yes,,
1688,Yes,,
1698,Yes,,
1703,Yes,,
1705,Yes,,
1714,Yes,,
1715,Yes,,
1716,Yes,,
1717,Yes,,
1726,Yes,,
1730,Yes,,
1731,Yes,,
1736,Yes,,
1741,Yes,,
1742,Yes,,
1744,Yes,,
1748,Yes,,
1749,Yes,,
1751,Yes,,
1753,Yes,,
1759,Yes,,
1762,Yes,,
1765,Yes,,
1767,Yes,,
1769,Yes,,
1773,Yes,,
1774,Yes,,
1777,Yes,,
1780,Yes,,
1781,Yes,,
1785,Yes,,
1788,Yes,,
1792,Yes,,
1794,Yes,,
1795,Yes,,
1796,Yes,,
1797,Yes,,
1806,Yes,,
1807,Yes,,
1810,Yes,,
1811,Yes,,
1813,Yes,,
1816,Yes,,
1821,Yes,,
1823,Yes,,
1825,Yes,,
1829,Yes,,
1830,Yes,,
1831,Yes,,
1833,Yes,,
1835,Yes,,
1841,Yes,,
1842,Yes,,
1844,Yes,,
1849,Yes,,
1850,Yes,,
1852,Yes,,
1856,Yes,,
1860,Yes,,
1866,Yes,,
1867,Yes,,
1868,Yes,,
1869,Yes,,
1871,Yes,,
1873,Yes,,
1875,Yes,,
1884,Yes,,
1886,Yes,,
1887,Yes,,
1890,Yes,,
1891,Yes,,
1893,Yes,,
1904,Yes,,
1906,Yes,,
1907,Yes,,
1909,Yes,,
1918,Yes,,
1919,Yes,,
1921,Yes,,
1924,Yes,,
1926,Yes,,
1930,Yes,,
1932,Yes,,
1934,Yes,,
1935,Yes,,
1939,Yes,,
1940,Yes,,
1945,Yes,,
1946,Yes,,
1949,Yes,,
1950,Yes,,
1953,Yes,,
1954,Yes,,
1959,Yes,,
1964,Yes,,
1966,Yes,,
1967,Yes,,
1968,Yes,,
1969,Yes,,
1970,Yes,,
1973,Yes,,
1974,Yes,,
1975,Yes,,
1976,Yes,,
1977,Yes,,
1980,Yes,,
1981,Yes,,
1984,Yes,,
1985,Yes,,
1993,Yes,,
1994,Yes,,
1997,Yes,,
2000,Yes,,
2003,Yes,,
2005,Yes,,
2009,Yes,,
2012,Yes,,
2013,Yes,,
2015,Yes,,
2021,Yes,,
2022,Yes,,
2023,Yes,,
2024,Yes,,
2027,Yes,,
2038,Yes,,
2040,Yes,,
2041,Yes,,
2043,Yes,,
2045,Yes,,
2046,Yes,,
2047,Yes,,
2049,Yes,,
2055,Yes,,
2056,Yes,,
2057,Yes,,
2058,Yes,,
2059,Yes,,
2064,Yes,,
2068,Yes,,
2083,Yes,,
2088,Yes,,
2090,Yes,,
2092,Yes,,
2093,Yes,,
2095,Yes,,
2096,Yes,,
2097,Yes,,
2103,Yes,,
2104,Yes,,
2107,Yes,,
2108,Yes,,
2109,Yes,,
2116,Yes,,
2118,Yes,,
2120,Yes,,
2122,Yes,,
2128,Yes,,
2129,Yes,,
2130,Yes,,
2134,Yes,,
2135,Yes,,
2136,Yes,,
2137,Yes,,
2138,Yes,,
2139,Yes,,
2140,Yes,,
2141,Yes,,
2142,Yes,,
2143,Yes,,
2144,Yes,,
2145,Yes,,
2146,Yes,,
