Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL,
2911,12/6/2024,282955243244,3018 East Ave,Central Square,NY,13036,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955243244,
2444,12/6/2024,282955244387,2024 Genesee St,Oneida,NY,13421,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955244387,
2056,12/6/2024,282955245898,16 Old Gick Rd,Saratoga Springs,NY,12866,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955245898,
2156,12/6/2024,282955245100,750 Middle Country Rd,Middle Island,NY,11953,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955245100,
1993,12/6/2024,282955240017,6265 Brockport Spencerport Rd,Brockport,NY,14420,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955240017,
2107,12/6/2024,282955243987,5735 South Transit Road,Lockport,NY,14094,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955243987,
1926,12/6/2024,282955242785,341 State Route 104,Oswego,NY,13126,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955242785,
1959,12/6/2024,282955245270,470 Route 211 E,Middletown,NY,10940,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955245270,
1946,12/6/2024,282955252216,43 Stephenville St,Massena,NY,13662,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955252216,
2097,12/6/2024,282955243428,460 Fairview Ave,Hudson,NY,12534,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955243428,
2326,12/6/2024,282955252889,1000 State Route 36,Hornell,NY,14843,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955252889,
2146,12/6/2024,282955237606,101 Sanford Farms Shopping Ctr,Amsterdam,NY,12010,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955237606,
1973,12/6/2024,282955244940,350 E Fairmount Ave,Lakewood,NY,14750,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955244940,
3332,12/6/2024,282955243060,1818 State Route #3,Fulton,NY,13069,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955243060,
2583,12/6/2024,282955245339,1123 Jerusalem Ave,Uniondale,NY,11553,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955245339,
2286,12/6/2024,282955246460,161 Centereach Mall,Centereach,NY,11720,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955246460,
2917,12/6/2024,282955247787,1850 Veterans Hwy,Islandia,NY,11749,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955247787,
2264,12/6/2024,282955246493,1320 Altamont Ave,Schenectady,NY,12303,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955246493,
1810,12/6/2024,282955247397,26 W Merritt Blvd,Fishkill,NY,12524,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955247397,
1909,12/6/2024,282955247489,1540 Military Rd,Niagara Falls,NY,14304,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955247489,
2043,12/6/2024,282955254789,2348 Route #19,Warsaw,NY,14569,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955254789,
1619,12/6/2024,282955247684,1200 Marketplace Dr,Rochester,NY,14623,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955247684,
2135,12/6/2024,282955256510,139 Merchant Pl,Cobleskill,NY,12043,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955256510,
1781,12/6/2024,282955246770,819 Bennie Rd,Cortland,NY,13045,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955246770,
1835,12/6/2024,282955249404,2405 Vestal Pkwy E,Vestal,NY,13850,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955249404,
1994,12/6/2024,282955249827,25 Consumer Sq,Plattsburgh,NY,12901,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955249827,
1940,12/6/2024,282955252731,279 Troy Rd,East Greenbush,NY,12144,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955252731,
3334,12/6/2024,282955260692,3222 State Route 11,Malone,NY,12953,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955260692,
2370,12/6/2024,282955253072,760 Hoosick Rd,Troy,NY,12180,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955253072,
2906,12/6/2024,282955250121,1890 Old Country Rd,Riverhead,NY,11901,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955250121,
2234,12/6/2024,282955253186,5815 Rome Taberg Rd,Rome,NY,13440,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955253186,
2166,12/6/2024,282955253587,6438 Basile Rowe,East Syracuse,NY,13057,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955253587,
2874,12/6/2024,282955254734,200 Dutch Meadows Ln,Glenville,NY,12302,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955254734,
2844,12/6/2024,282955254859,1549 Route 9,Clifton Park,NY,12065-5614,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955254859,
2116,12/6/2024,282955253646,891 Route #9,Queensbury,NY,12804,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955253646,
2104,12/6/2024,282955254506,1201 Route 300,Newburgh,NY,12550,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955254506,
2504,12/6/2024,282955254930,601 Frank Stottile Blvd,Kingston,NY,12401,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955254930,
2424,12/6/2024,282955261596,1134 Wicker St,Ticonderoga,NY,12883,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955261596,
2637,12/6/2024,282955254767,288 Larkin Dr,Monroe,NY,10950,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955254767,
1677,12/6/2024,282955254057,4765 Commercial Dr,New Hartford,NY,13413,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955254057,
2915,12/6/2024,282955255590,3990 Nesconset Hwy,East Setauket,NY,11733,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955255590,
1830,12/6/2024,282955256108,297 Grant Ave,Auburn,NY,13021,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955256108,
2152,12/6/2024,282955254881,141 Washington Ave Extension,Albany,NY,12205,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955254881,
1966,12/6/2024,282955256818,4235 Veteran Dr,Geneseo,NY,14454,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955256818,
3221,12/6/2024,282955260501,515 E 4Th St,Watkins Glen,NY,14891,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955260501,
3329,12/6/2024,282955263990,7494 Us Highway 11,Potsdam,NY,13676,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955263990,
2159,12/6/2024,282955255189,1869 Plaza Dr,Olean,NY,14760,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955255189,
2547,12/6/2024,282955261964,41 Anawana Lake Rd,Monticello,NY,12701,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955261964,
1976,12/6/2024,282955257137,1400 County Rd 64,Horseheads,NY,14845,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955257137,
2351,12/6/2024,282955264779,30 Catskill Cmns,Catskill,NY,12414-1755,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955264779,
2088,12/6/2024,282955257115,4133 Veterans Memorial Dr,Batavia,NY,14020,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955257115,
3420,12/6/2024,282955256965,1220 Old Country Rd,Westbury,NY,11590,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955256965,
1731,12/6/2024,282955257582,990 State Route 5 And 20,Geneva,NY,14456,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955257582,
1949,12/6/2024,282955259460,10401 Bennett Rd,Fredonia,NY,14063,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955259460,
2093,12/6/2024,282955259346,710 Horatio St,Utica,NY,13502,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955259346,
4570,12/6/2024,282955259725,7500 Route 209,Napanoch,NY,12458,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955259725,
4184,12/6/2024,282955258020,3335 Hempstead Tpke,Levittown,NY,11756,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955258020,
5027,12/6/2024,282955260795,4975 Transit Rd,Lancaster,NY,14043,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955260795,
3607,12/6/2024,282955258615,13858 State Route 31,Albion,NY,14411,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955258615,
5240,12/6/2024,282955258773,135 Fairgrounds Memorial Pkwy,Ithaca,NY,14850,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955258773,
5282,12/6/2024,282955262938,3800 Dewey Ave,Greece,NY,14616,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955262938,
5295,12/6/2024,282955262960,965 Broadhollow Rd,Farmingdale,NY,11735,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955262960,
5498,12/6/2024,282955265878,7155 State Route 12,Lowville,NY,13367,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955265878,
6038,12/6/2024,282955261449,8827 Old River Rd,Marcy,NY,13403,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955261449,
6096,12/6/2024,282955261519,300 Enterprise Road,Johnstown,NY,12095,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955261519,
6356,12/6/2024,282955262802,56 W Merritt Blvd,Fishkill,NY,12524,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955262802,
6428,12/6/2024,282955261806,2950 Horseblock Rd,Medford,NY,11763,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955261806,
6406,12/6/2024,282955265157,1580 Military Road,Niagara Falls,NY,14304,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955265157,
6440,12/6/2024,282955264091,579 Troy Schenectady Rd,Latham,NY,12110,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955264091,
6539,12/6/2024,282955264117,21341 Sam'S Dr,Watertown,NY,13601,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955264117,
6674,12/6/2024,282955265065,333 Saw Mill River Rd,Elmsford,NY,10523,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955265065,
6838,12/6/2024,282955265260,8827 Old River Rd,Marcy,NY,13403-3030,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955265260,
8331,12/6/2024,282955262630,901 Boulevard East,Yaphank,NY,11980,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955262630,
3583,12/6/2024,282955263485,311 Route 9W,Glenmont,NY,12077,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955263485,
4403,12/6/2024,282955266451,24 Quaker Ridge Blvd,Queensbury,NY,12804,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955266451,
3842,12/6/2024,282955266727,425 State Route 31,Macedon,NY,14502,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955266727,
5242,12/6/2024,282955265249,8064 Brewereton Road,Cicero,NY,13039,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955265249,
5202,12/6/2024,282955265271,85 Crooked Hill Rd,Commack,NY,11725,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955265271,
4597,12/6/2024,282955262700,886 Niagara Falls Blvd,North Tonawanda,NY,14120,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955262700,
6201,12/6/2024,282955265124,801 Frank Sottile Blvd,Kingston,NY,12401,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955265124,
6431,12/6/2024,282955266131,830 County Road 64 Ste 2,Elmira,NY,14903,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955266131,
6041,12/6/2024,282955269439,180 High St,Sharon Springs,NY,13459,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955269439,
6366,12/6/2024,282955266543,2441 Vestal Pkwy E,Vestal,NY,13850,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955266543,
5293,12/6/2024,282955262011,77 Green Acres Rd,Valley Stream,NY,11581,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955262011,
5497,12/6/2024,282955269976,25737 Us Route #11,Evans Mills,NY,13637,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955269976,
6738,12/6/2024,282955268053,8827 Old River Rd,Marcy,NY,13403-3030,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955268053,
6896,12/6/2024,282955267182,300 Enterprise Rd,Johnstown,NY,12095-3345,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955267182,
6423,12/6/2024,282955268855,300 N Galleria Dr,Middletown,NY,10941,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955268855,
6456,12/6/2024,282955269494,#7 Consumer Square,Plattsburgh,NY,12901,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955269494,
6673,12/6/2024,282955268638,3735 Union Rd,Cheektowaga,NY,14225,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955268638,
5732,12/6/2024,282955268134,2 Gannett Dr,Johnson City,NY,13790,https://www.fedex.com/apps/fedextrack/?tracknumbers=282955268134,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
