Store ,Market ,Store Type,Launch Date 
3168,537,Neighborhood Market,TBD
3169,83,WM Supercenter,TBD
3170,83,WM Supercenter,TBD
3172,491,Neighborhood Market,TBD
3173,491,Neighborhood Market,TBD
3184,544,Neighborhood Market,TBD
3185,#N/A,Neighborhood Market,TBD
3199,504,Neighborhood Market,TBD
3202,533,Neighborhood Market,TBD
3204,561,Neighborhood Market,TBD
3209,424,WM Supercenter,TBD
3210,275,WM Supercenter,TBD
3213,68,WM Supercenter,TBD
3224,583,WM Supercenter,TBD
3225,583,WM Supercenter,TBD
3229,349,WM Supercenter,TBD
3230,324,WM Supercenter,TBD
3231,321,WM Supercenter,TBD
3233,419,WM Supercenter,TBD
3237,430,WM Supercenter,TBD
3245,436,WM Supercenter,TBD
3247,442,WM Supercenter,TBD
3255,273,WM Supercenter,TBD
3267,432,WM Supercenter,TBD
3268,440,WM Supercenter,TBD
3271,13,WM Supercenter,TBD
3273,362,WM Supercenter,TBD
3274,50,WM Supercenter,TBD
3275,533,Neighborhood Market,TBD
3278,433,WM Supercenter,TBD
3279,77,WM Supercenter,TBD
3283,409,WM Supercenter,TBD
3285,44,WM Supercenter,TBD
3286,52,WM Supercenter,TBD
3287,504,Neighborhood Market,TBD
3288,131,WM Supercenter,TBD
3295,356,WM Supercenter,TBD
3296,64,WM Supercenter,TBD
3297,67,WM Supercenter,TBD
3298,60,WM Supercenter,TBD
3302,64,WM Supercenter,TBD
3319,81,WM Supercenter,TBD
3320,80,WM Supercenter,TBD
3322,442,Wal-Mart,TBD
3324,444,WM Supercenter,TBD
3327,533,Neighborhood Market,TBD
3331,327,WM Supercenter,TBD
3340,507,Neighborhood Market,TBD
3341,58,Neighborhood Market,TBD
3362,253,WM Supercenter,TBD
3363,254,WM Supercenter,TBD
3364,422,WM Supercenter,TBD
3381,74,WM Supercenter,TBD
3383,70,WM Supercenter,TBD
3384,70,WM Supercenter,TBD
3386,3,WM Supercenter,TBD
3390,68,WM Supercenter,TBD
3391,87,WM Supercenter,TBD
3392,58,Neighborhood Market,TBD
3394,413,WM Supercenter,TBD
3395,433,WM Supercenter,TBD
3400,265,WM Supercenter,TBD
3404,422,WM Supercenter,TBD
3419,58,Neighborhood Market,TBD
3425,63,WM Supercenter,TBD
3430,352,WM Supercenter,TBD
3431,48,WM Supercenter,TBD
3432,49,WM Supercenter,TBD
3433,49,WM Supercenter,TBD
3434,270,WM Supercenter,TBD
3439,15,WM Supercenter,TBD
3449,528,Neighborhood Market,TBD
3450,528,Neighborhood Market,TBD
3452,562,Neighborhood Market,TBD
3457,507,Neighborhood Market,TBD
3459,278,WM Supercenter,TBD
3460,278,WM Supercenter,TBD
3479,534,Neighborhood Market,TBD
3483,129,WM Supercenter,TBD
3484,14,WM Supercenter,TBD
3488,435,WM Supercenter,TBD
3492,409,WM Supercenter,TBD
3495,149,WM Supercenter,TBD
3497,444,WM Supercenter,TBD
3498,422,WM Supercenter,TBD
3499,442,WM Supercenter,TBD
3500,60,WM Supercenter,TBD
3505,441,WM Supercenter,TBD
3508,507,Neighborhood Market,TBD
3509,562,Neighborhood Market,TBD
3510,62,WM Supercenter,TBD
3513,423,WM Supercenter,TBD
3518,88,WM Supercenter,TBD
3521,504,Neighborhood Market,TBD
3528,143,WM Supercenter,TBD
3530,561,Neighborhood Market,TBD
3534,425,WM Supercenter,TBD
3542,562,Neighborhood Market,TBD
3567,80,WM Supercenter,TBD
3569,83,WM Supercenter,TBD
3572,62,WM Supercenter,TBD
3574,504,Neighborhood Market,TBD
3579,562,Neighborhood Market,TBD
3584,64,WM Supercenter,TBD
3585,68,WM Supercenter,TBD
3590,426,WM Supercenter,TBD
3591,68,WM Supercenter,TBD
3593,492,Neighborhood Market,TBD
3594,58,Neighborhood Market,TBD
3597,270,WM Supercenter,TBD
3599,492,Neighborhood Market,TBD
3601,266,WM Supercenter,TBD
3602,275,WM Supercenter,TBD
3615,533,Neighborhood Market,TBD
3616,128,WM Supercenter,TBD
3623,88,WM Supercenter,TBD
3624,424,WM Supercenter,TBD
3630,415,WM Supercenter,TBD
3631,44,WM Supercenter,TBD
3637,533,Neighborhood Market,TBD
3640,65,WM Supercenter,TBD
3643,440,WM Supercenter,TBD
3645,73,WM Supercenter,TBD
3648,427,WM Supercenter,TBD
3653,58,Neighborhood Market,TBD
3654,534,Neighborhood Market,TBD
3703,543,Neighborhood Market,TBD
3717,153,WM Supercenter,TBD
3723,537,Neighborhood Market,TBD
3725,267,WM Supercenter,TBD
3727,541,Neighborhood Market,TBD
3734,430,WM Supercenter,TBD
3736,541,Neighborhood Market,TBD
3743,542,Neighborhood Market,TBD
3745,542,Neighborhood Market,TBD
3746,542,Neighborhood Market,TBD
3752,542,Neighborhood Market,TBD
3758,412,WM Supercenter,TBD
3760,421,WM Supercenter,TBD
3761,412,WM Supercenter,TBD
3762,413,WM Supercenter,TBD
3764,45,WM Supercenter,TBD
3773,479,WM Supercenter,TBD
3777,56,WM Supercenter,TBD
3785,14,WM Supercenter,TBD
3790,265,WM Supercenter,TBD
3806,421,WM Supercenter,TBD
3823,433,WM Supercenter,TBD
3826,71,WM Supercenter,TBD
3827,64,WM Supercenter,TBD
3828,46,WM Supercenter,TBD
3837,263,WM Supercenter,TBD
3853,430,WM Supercenter,TBD
3857,441,WM Supercenter,TBD
3868,127,WM Supercenter,TBD
3870,561,Neighborhood Market,TBD
3875,427,WM Supercenter,TBD
3886,80,WM Supercenter,TBD
3888,86,WM Supercenter,TBD
3891,269,WM Supercenter,TBD
3893,269,WM Supercenter,TBD
4046,561,Neighborhood Market,TBD
4048,541,Neighborhood Market,TBD
4049,266,WM Supercenter,TBD
4055,87,WM Supercenter,TBD
4056,528,Neighborhood Market,TBD
4057,538,Neighborhood Market,TBD
4102,86,WM Supercenter,TBD
4103,77,WM Supercenter,TBD
4104,504,Neighborhood Market,TBD
4111,65,WM Supercenter,TBD
4112,569,WM Supercenter,TBD
4114,542,Neighborhood Market,TBD
4115,87,WM Supercenter,TBD
4128,537,Neighborhood Market,TBD
4129,128,WM Supercenter,TBD
4130,82,WM Supercenter,TBD
4131,506,WM Supercenter,TBD
4138,491,Neighborhood Market,TBD
4139,491,Neighborhood Market,TBD
4162,506,WM Supercenter,TBD
4163,82,WM Supercenter,TBD
4164,55,WM Supercenter,TBD
4165,479,WM Supercenter,TBD
4168,326,WM Supercenter,TBD
4183,85,WM Supercenter,TBD
4187,137,WM Supercenter,TBD
4188,566,Neighborhood Market,TBD
4193,542,Neighborhood Market,TBD
4194,84,WM Supercenter,TBD
4195,352,WM Supercenter,TBD
4198,485,Neighborhood Market,TBD
4209,407,WM Supercenter,TBD
4210,545,Neighborhood Market,TBD
4215,55,WM Supercenter,TBD
4219,82,WM Supercenter,TBD
4226,119,WM Supercenter,TBD
4240,53,WM Supercenter,TBD
4241,352,WM Supercenter,TBD
4244,412,WM Supercenter,TBD
4246,412,WM Supercenter,TBD
4253,412,WM Supercenter,TBD
4256,414,WM Supercenter,TBD
4257,425,WM Supercenter,TBD
4259,272,WM Supercenter,TBD
4279,44,WM Supercenter,TBD
4281,436,WM Supercenter,TBD
4286,265,WM Supercenter,TBD
4295,134,WM Supercenter,TBD
4298,59,WM Supercenter,TBD
4299,71,WM Supercenter,TBD
4318,8,WM Supercenter,TBD
4321,409,WM Supercenter,TBD
4322,407,WM Supercenter,TBD
4323,262,WM Supercenter,TBD
4330,13,WM Supercenter,TBD
4333,1,WM Supercenter,TBD
4352,427,WM Supercenter,TBD
4357,545,Neighborhood Market,TBD
4358,432,WM Supercenter,TBD
4367,542,Neighborhood Market,TBD
4371,542,Neighborhood Market,TBD
4373,542,Neighborhood Market,TBD
4374,421,WM Supercenter,TBD
4376,534,Neighborhood Market,TBD
4381,333,WM Supercenter,TBD
4390,507,Neighborhood Market,TBD
4405,264,WM Supercenter,TBD
4407,8,WM Supercenter,TBD
4414,152,WM Supercenter,TBD
4416,67,WM Supercenter,TBD
4435,149,WM Supercenter,TBD
4453,504,Neighborhood Market,TBD
4460,324,WM Supercenter,TBD
4464,570,Neighborhood Market,TBD
4465,562,Neighborhood Market,TBD
4466,562,Neighborhood Market,TBD
4468,562,Neighborhood Market,TBD
4469,566,Neighborhood Market,TBD
4475,362,WM Supercenter,TBD
4482,152,WM Supercenter,TBD
4483,149,WM Supercenter,TBD
4497,13,WM Supercenter,TBD
4503,44,WM Supercenter,TBD
4504,544,Neighborhood Market,TBD
4508,80,WM Supercenter,TBD
4509,48,WM Supercenter,TBD
4511,279,WM Supercenter,TBD
4512,65,WM Supercenter,TBD
4516,537,Neighborhood Market,TBD
4526,63,WM Supercenter,TBD
4529,266,WM Supercenter,TBD
4531,265,WM Supercenter,TBD
4533,145,WM Supercenter,TBD
4538,67,WM Supercenter,TBD
4553,361,WM Supercenter,TBD
4554,82,WM Supercenter,TBD
4568,432,WM Supercenter,TBD
4569,427,WM Supercenter,TBD
4577,542,Neighborhood Market,TBD
4581,1,WM Supercenter,TBD
4582,545,Neighborhood Market,TBD
4585,507,Neighborhood Market,TBD
4586,543,Neighborhood Market,TBD
4589,566,Neighborhood Market,TBD
4590,361,WM Supercenter,TBD
4591,566,Neighborhood Market,TBD
4600,432,WM Supercenter,TBD
4605,542,Neighborhood Market,TBD
4606,413,WM Supercenter,TBD
4611,362,WM Supercenter,TBD
4615,356,WM Supercenter,TBD
4618,562,Neighborhood Market,TBD
4625,491,Neighborhood Market,TBD
4626,491,Neighborhood Market,TBD
4627,52,WM Supercenter,TBD
4631,238,WM Supercenter,TBD
4637,356,WM Supercenter,TBD
4641,270,WM Supercenter,TBD
4648,545,Neighborhood Market,TBD
4655,507,Neighborhood Market,TBD
4657,545,Neighborhood Market,TBD
4659,541,Neighborhood Market,TBD
4672,544,Neighborhood Market,TBD
4674,542,Neighborhood Market,TBD
4677,435,WM Supercenter,TBD
4679,131,WM Supercenter,TBD
4683,130,WM Supercenter,TBD
4686,534,Neighborhood Market,TBD
4691,544,Neighborhood Market,TBD
4695,341,WM Supercenter,TBD
4699,262,WM Supercenter,TBD
4849,419,WM Supercenter,TBD
4865,430,WM Supercenter,TBD
5022,125,WM Supercenter,TBD
5043,492,Neighborhood Market,TBD
5044,263,WM Supercenter,TBD
5045,67,WM Supercenter,TBD
5056,131,WM Supercenter,TBD
5057,151,WM Supercenter,TBD
5058,153,WM Supercenter,TBD
5059,566,Neighborhood Market,TBD
5060,270,WM Supercenter,TBD
5062,544,Neighborhood Market,TBD
5071,349,WM Supercenter,TBD
5079,143,WM Supercenter,TBD
5080,50,WM Supercenter,TBD
5081,543,Neighborhood Market,TBD
5089,423,Wal-Mart,TBD
5090,440,WM Supercenter,TBD
5091,67,WM Supercenter,TBD
5092,53,WM Supercenter,TBD
5093,507,Neighborhood Market,TBD
5094,562,Neighborhood Market,TBD
5098,545,Neighborhood Market,TBD
5100,544,Neighborhood Market,TBD
5102,543,Neighborhood Market,TBD
5107,566,Neighborhood Market,TBD
5113,2,WM Supercenter,TBD
5115,418,WM Supercenter,TBD
5116,60,WM Supercenter,TBD
5119,566,Neighborhood Market,TBD
5122,492,Neighborhood Market,TBD
5125,541,Neighborhood Market,TBD
5126,3,WM Supercenter,TBD
5127,438,WM Supercenter,TBD
5141,432,WM Supercenter,TBD
5144,77,WM Supercenter,TBD
5145,86,WM Supercenter,TBD
5146,506,WM Supercenter,TBD
5148,566,Neighborhood Market,TBD
5149,485,Neighborhood Market,TBD
5150,340,WM Supercenter,TBD
5157,278,WM Supercenter,TBD
5165,80,WM Supercenter,TBD
5174,1,WM Supercenter,TBD
5175,121,WM Supercenter,TBD
5182,566,Neighborhood Market,TBD
5196,144,WM Supercenter,TBD
5197,5,WM Supercenter,TBD
5199,269,WM Supercenter,TBD
5204,542,Neighborhood Market,TBD
5207,485,Neighborhood Market,TBD
5210,51,WM Supercenter,TBD
5211,52,WM Supercenter,TBD
5216,70,WM Supercenter,TBD
5219,411,WM Supercenter,TBD
5224,528,Neighborhood Market,TBD
5226,528,Neighborhood Market,TBD
5236,254,WM Supercenter,TBD
5244,324,WM Supercenter,TBD
5245,77,WM Supercenter,TBD
5246,65,WM Supercenter,TBD
5247,479,WM Supercenter,TBD
5260,323,WM Supercenter,TBD
5262,13,WM Supercenter,TBD
5276,269,Wal-Mart,TBD
5286,533,Neighborhood Market,TBD
5287,68,WM Supercenter,TBD
5288,49,WM Supercenter,TBD
5290,528,Neighborhood Market,TBD
5307,410,WM Supercenter,TBD
5308,485,Neighborhood Market,TBD
5310,541,Neighborhood Market,TBD
5311,52,WM Supercenter,TBD
5312,479,WM Supercenter,TBD
5313,339,WM Supercenter,TBD
5314,533,Neighborhood Market,TBD
5316,479,WM Supercenter,TBD
5317,82,WM Supercenter,TBD
5323,533,Neighborhood Market,TBD
5327,541,Neighborhood Market,TBD
5328,541,Neighborhood Market,TBD
5336,507,Neighborhood Market,TBD
5348,8,WM Supercenter,TBD
5352,264,WM Supercenter,TBD
5353,562,Neighborhood Market,TBD
5359,48,WM Supercenter,TBD
5361,432,WM Supercenter,TBD
5364,507,Neighborhood Market,TBD
5372,485,Neighborhood Market,TBD
5373,438,WM Supercenter,TBD
5388,61,WM Supercenter,TBD
5389,76,WM Supercenter,TBD
5397,438,WM Supercenter,TBD
5398,263,WM Supercenter,TBD
5399,279,WM Supercenter,TBD
5402,267,WM Supercenter,TBD
5403,273,WM Supercenter,TBD
5416,50,WM Supercenter,TBD
5419,144,WM Supercenter,TBD
5421,485,Neighborhood Market,TBD
5427,485,Neighborhood Market,TBD
5432,436,WM Supercenter,TBD
5433,325,WM Supercenter,TBD
5438,442,WM Supercenter,TBD
5441,411,WM Supercenter,TBD
5442,264,WM Supercenter,TBD
5444,436,WM Supercenter,TBD
5449,62,WM Supercenter,TBD
5452,485,Neighborhood Market,TBD
5460,78,WM Supercenter,TBD
5463,444,WM Supercenter,TBD
5464,543,Neighborhood Market,TBD
5477,336,WM Supercenter,TBD
5479,83,WM Supercenter,TBD
5480,83,WM Supercenter,TBD
5485,268,WM Supercenter,TBD
5486,266,WM Supercenter,TBD
5490,528,Neighborhood Market,TBD
5612,63,WM Supercenter,TBD
5613,58,Neighborhood Market,TBD
5614,58,Neighborhood Market,TBD
5616,153,WM Supercenter,TBD
5617,267,WM Supercenter,TBD
5624,58,Neighborhood Market,TBD
5657,504,Neighborhood Market,TBD
5667,435,WM Supercenter,TBD
5668,435,WM Supercenter,TBD
5669,442,WM Supercenter,TBD
5672,51,WM Supercenter,TBD
5692,538,Neighborhood Market,TBD
5693,538,Neighborhood Market,TBD
5695,494,Neighborhood Market,TBD
5697,#N/A,Neighborhood Market,TBD
5700,542,Neighborhood Market,TBD
5702,570,Neighborhood Market,TBD
5703,137,WM Supercenter,TBD
5706,324,WM Supercenter,TBD
5707,52,WM Supercenter,TBD
5713,88,WM Supercenter,TBD
5715,528,Neighborhood Market,TBD
5716,566,Neighborhood Market,TBD
5722,543,Neighborhood Market,TBD
5728,254,WM Supercenter,TBD
5737,537,Neighborhood Market,TBD
5738,534,Neighborhood Market,TBD
5748,414,WM Supercenter,TBD
5764,479,WM Supercenter,TBD
5773,541,Neighborhood Market,TBD
5774,543,Neighborhood Market,TBD
5776,543,Neighborhood Market,TBD
5805,533,Neighborhood Market,TBD
5806,412,WM Supercenter,TBD
5808,569,WM Supercenter,TBD
5809,80,WM Supercenter,TBD
5810,49,WM Supercenter,TBD
5824,561,Neighborhood Market,TBD
5832,543,Neighborhood Market,TBD
5840,507,Neighborhood Market,TBD
5845,15,WM Supercenter,TBD
5855,491,Neighborhood Market,TBD
5863,533,Neighborhood Market,TBD
5866,56,WM Supercenter,TBD
5872,15,WM Supercenter,TBD
5889,53,WM Supercenter,TBD
5898,78,WM Supercenter,TBD
5925,566,Neighborhood Market,TBD
5927,339,WM Supercenter,TBD
5959,63,WM Supercenter,TBD
5963,504,Neighborhood Market,TBD
5965,267,WM Supercenter,TBD
5976,424,WM Supercenter,TBD
5977,423,WM Supercenter,TBD
5987,583,WM Supercenter,TBD
5990,491,Neighborhood Market,TBD
5991,491,Neighborhood Market,TBD
5992,423,WM Supercenter,TBD
6078,504,Neighborhood Market,TBD
6098,528,Neighborhood Market,TBD
6159,528,Neighborhood Market,TBD
6165,543,Neighborhood Market,TBD
6166,543,Neighborhood Market,TBD
6170,507,Neighborhood Market,TBD
6172,485,Neighborhood Market,TBD
6173,1,WM Supercenter,TBD
6286,81,WM Supercenter,TBD
6300,56,WM Supercenter,TBD
6323,543,Neighborhood Market,TBD
6392,411,WM Supercenter,TBD
6394,444,WM Supercenter,TBD
6459,528,Neighborhood Market,TBD
6467,45,WM Supercenter,TBD
6469,140,WM Supercenter,TBD
6500,485,Neighborhood Market,TBD
6577,543,Neighborhood Market,TBD
6578,58,Neighborhood Market,TBD
6579,59,WM Supercenter,TBD
6583,562,Neighborhood Market,TBD
6585,491,Neighborhood Market,TBD
6588,543,Neighborhood Market,TBD
6590,562,Neighborhood Market,TBD
6786,528,Neighborhood Market,TBD
6807,145,WM Supercenter,TBD
6849,543,Neighborhood Market,TBD
6850,528,Neighborhood Market,TBD
6851,504,Neighborhood Market,TBD
6876,492,Neighborhood Market,TBD
6878,5,WM Supercenter,TBD
6898,71,WM Supercenter,TBD
6929,76,WM Supercenter,TBD
6932,127,WM Supercenter,TBD
6942,507,Neighborhood Market,TBD
6953,534,Neighborhood Market,TBD
6960,537,Neighborhood Market,TBD
6964,144,WM Supercenter,TBD
6966,504,Neighborhood Market,TBD
6971,534,Neighborhood Market,TBD
7020,153,WM Supercenter,TBD
7072,538,Neighborhood Market,TBD
7099,543,Neighborhood Market,TBD
7127,538,Neighborhood Market,TBD
7156,76,WM Supercenter,TBD
7178,56,WM Supercenter,TBD
7220,528,Neighborhood Market,TBD
7224,561,Neighborhood Market,TBD
7229,526,Neighborhood Market,TBD
7232,561,Neighborhood Market,TBD
7233,541,Neighborhood Market,TBD
7240,561,Neighborhood Market,TBD
7241,541,Neighborhood Market,TBD
7242,537,Neighborhood Market,TBD
7247,14,WM Supercenter,TBD
7249,334,WM Supercenter,TBD
7251,58,Neighborhood Market,TBD
7262,541,Neighborhood Market,TBD
7280,2,WM Supercenter,TBD
7281,74,WM Supercenter,TBD
7294,353,WM Supercenter,TBD
7301,132,WM Supercenter,TBD
7308,533,Neighborhood Market,TBD
7309,562,Neighborhood Market,TBD
7311,528,Neighborhood Market,TBD
7317,537,Neighborhood Market,TBD
7324,5,WM Supercenter,TBD
7326,353,WM Supercenter,TBD
7342,566,Neighborhood Market,TBD
7347,58,Neighborhood Market,TBD
7349,570,Neighborhood Market,TBD
7357,562,Neighborhood Market,TBD
7361,562,Neighborhood Market,TBD
7362,570,Neighborhood Market,TBD
8930,583,WM Supercenter,TBD
3,21,WM Supercenter,TBD
110,89,WM Supercenter,TBD
154,311,WM Supercenter,TBD
174,92,WM Supercenter,TBD
366,121,WM Supercenter,TBD
377,516,Neighborhood Market,TBD
396,39,WM Supercenter,TBD
459,25,WM Supercenter,TBD
477,119,WM Supercenter,TBD
488,97,WM Supercenter,TBD
492,580,WM Supercenter,TBD
493,259,WM Supercenter,TBD
494,16,WM Supercenter,TBD
497,242,WM Supercenter,TBD
500,505,WM Supercenter,TBD
507,260,WM Supercenter,TBD
510,21,WM Supercenter,TBD
511,38,WM Supercenter,TBD
512,505,WM Supercenter,TBD
514,39,WM Supercenter,TBD
515,18,WM Supercenter,TBD
518,24,WM Supercenter,TBD
519,260,WM Supercenter,TBD
520,21,WM Supercenter,TBD
525,549,Neighborhood Market,TBD
526,242,WM Supercenter,TBD
528,115,WM Supercenter,TBD
538,93,WM Supercenter,TBD
545,258,Wal-Mart,TBD
547,114,WM Supercenter,TBD
548,25,WM Supercenter,TBD
549,71,WM Supercenter,TBD
551,93,WM Supercenter,TBD
552,258,Wal-Mart,TBD
555,32,WM Supercenter,TBD
556,28,WM Supercenter,TBD
563,94,WM Supercenter,TBD
571,260,WM Supercenter,TBD
574,37,WM Supercenter,TBD
575,26,WM Supercenter,TBD
578,123,WM Supercenter,TBD
579,94,WM Supercenter,TBD
580,116,WM Supercenter,TBD
582,94,WM Supercenter,TBD
583,121,WM Supercenter,TBD
584,260,WM Supercenter,TBD
585,42,WM Supercenter,TBD
586,37,WM Supercenter,TBD
588,27,WM Supercenter,TBD
589,256,WM Supercenter,TBD
591,259,WM Supercenter,TBD
593,28,WM Supercenter,TBD
594,19,WM Supercenter,TBD
599,124,WM Supercenter,TBD
605,29,WM Supercenter,TBD
606,29,Wal-Mart,TBD
611,387,WM Supercenter,TBD
613,94,WM Supercenter,TBD
614,16,WM Supercenter,TBD
615,22,WM Supercenter,TBD
616,41,WM Supercenter,TBD
617,580,Wal-Mart,TBD
618,26,WM Supercenter,TBD
619,119,WM Supercenter,TBD
620,124,WM Supercenter,TBD
621,38,WM Supercenter,TBD
623,118,WM Supercenter,TBD
624,39,WM Supercenter,TBD
625,36,WM Supercenter,TBD
627,38,WM Supercenter,TBD
628,33,WM Supercenter,TBD
629,39,WM Supercenter,TBD
630,38,WM Supercenter,TBD
631,35,WM Supercenter,TBD
632,36,WM Supercenter,TBD
634,38,WM Supercenter,TBD
635,29,WM Supercenter,TBD
638,42,WM Supercenter,TBD
639,28,WM Supercenter,TBD
640,35,WM Supercenter,TBD
641,35,WM Supercenter,TBD
642,38,WM Supercenter,TBD
643,37,WM Supercenter,TBD
644,39,WM Supercenter,TBD
649,92,WM Supercenter,TBD
658,120,WM Supercenter,TBD
663,119,WM Supercenter,TBD
665,257,WM Supercenter,TBD
666,116,WM Supercenter,TBD
669,120,WM Supercenter,TBD
672,122,WM Supercenter,TBD
676,121,WM Supercenter,TBD
678,123,WM Supercenter,TBD
680,123,WM Supercenter,TBD
685,123,WM Supercenter,TBD
686,28,WM Supercenter,TBD
689,257,WM Supercenter,TBD
690,124,WM Supercenter,TBD
692,260,WM Supercenter,TBD
693,259,Wal-Mart,TBD
696,258,Wal-Mart,TBD
697,93,WM Supercenter,TBD
698,119,WM Supercenter,TBD
702,259,WM Supercenter,TBD
705,89,WM Supercenter,TBD
706,89,WM Supercenter,TBD
709,256,WM Supercenter,TBD
713,89,Wal-Mart,TBD
718,116,WM Supercenter,TBD
719,257,WM Supercenter,TBD
720,260,WM Supercenter,TBD
721,118,WM Supercenter,TBD
722,22,WM Supercenter,TBD
724,123,WM Supercenter,TBD
725,116,WM Supercenter,TBD
727,22,WM Supercenter,TBD
728,29,WM Supercenter,TBD
729,256,WM Supercenter,TBD
739,258,WM Supercenter,TBD
741,121,WM Supercenter,TBD
742,124,WM Supercenter,TBD
745,19,WM Supercenter,TBD
754,30,WM Supercenter,TBD
756,120,WM Supercenter,TBD
758,32,WM Supercenter,TBD
759,116,WM Supercenter,TBD
767,101,WM Supercenter,TBD
769,115,WM Supercenter,TBD
771,92,WM Supercenter,TBD
778,118,WM Supercenter,TBD
779,114,WM Supercenter,TBD
780,21,WM Supercenter,TBD
787,19,WM Supercenter,TBD
795,33,WM Supercenter,TBD
800,89,WM Supercenter,TBD
806,387,WM Supercenter,TBD
811,118,WM Supercenter,TBD
814,107,WM Supercenter,TBD
817,90,WM Supercenter,TBD
819,105,WM Supercenter,TBD
821,71,WM Supercenter,TBD
824,385,WM Supercenter,TBD
825,257,WM Supercenter,TBD
826,375,WM Supercenter,TBD
828,251,WM Supercenter,TBD
829,385,Wal-Mart,TBD
835,385,WM Supercenter,TBD
836,28,WM Supercenter,TBD
840,546,Neighborhood Market,TBD
842,389,WM Supercenter,TBD
843,27,WM Supercenter,TBD
850,385,WM Supercenter,TBD
851,387,WM Supercenter,TBD
854,246,WM Supercenter,TBD
855,20,WM Supercenter,TBD
856,22,WM Supercenter,TBD
857,94,WM Supercenter,TBD
858,97,WM Supercenter,TBD
859,116,WM Supercenter,TBD
860,94,WM Supercenter,TBD
862,28,WM Supercenter,TBD
864,28,WM Supercenter,TBD
867,429,WM Supercenter,TBD
868,387,WM Supercenter,TBD
869,375,WM Supercenter,TBD
870,580,WM Supercenter,TBD
873,375,Wal-Mart,TBD
877,309,WM Supercenter,TBD
878,24,WM Supercenter,TBD
881,41,WM Supercenter,TBD
884,249,WM Supercenter,TBD
889,27,WM Supercenter,TBD
890,91,WM Supercenter,TBD
899,27,WM Supercenter,TBD
902,251,WM Supercenter,TBD
905,379,WM Supercenter,TBD
906,384,WM Supercenter,TBD
907,32,WM Supercenter,TBD
908,90,WM Supercenter,TBD
920,546,Neighborhood Market,TBD
921,388,WM Supercenter,TBD
922,243,WM Supercenter,TBD
923,482,WM Supercenter,TBD
924,378,WM Supercenter,TBD
925,112,Wal-Mart,TBD
928,98,WM Supercenter,TBD
929,107,WM Supercenter,TBD
931,92,WM Supercenter,TBD
932,16,WM Supercenter,TBD
937,26,WM Supercenter,TBD
941,114,WM Supercenter,TBD
942,89,WM Supercenter,TBD
943,91,WM Supercenter,TBD
948,304,WM Supercenter,TBD
952,27,WM Supercenter,TBD
953,378,WM Supercenter,TBD
955,91,WM Supercenter,TBD
956,92,Wal-Mart,TBD
959,95,WM Supercenter,TBD
960,93,WM Supercenter,TBD
962,389,WM Supercenter,TBD
964,505,WM Supercenter,TBD
966,375,WM Supercenter,TBD
967,104,WM Supercenter,TBD
968,116,WM Supercenter,TBD
973,92,WM Supercenter,TBD
974,92,WM Supercenter,TBD
977,98,Wal-Mart,TBD
980,378,WM Supercenter,TBD
984,376,WM Supercenter,TBD
986,388,Wal-Mart,TBD
987,105,WM Supercenter,TBD
988,104,WM Supercenter,TBD
994,104,WM Supercenter,TBD
995,251,WM Supercenter,TBD
996,251,Wal-Mart,TBD
1001,389,WM Supercenter,TBD
1002,580,WM Supercenter,TBD
1004,115,WM Supercenter,TBD
1006,27,WM Supercenter,TBD
1008,378,WM Supercenter,TBD
1010,309,WM Supercenter,TBD
1011,29,WM Supercenter,TBD
1013,251,Wal-Mart,TBD
1015,505,WM Supercenter,TBD
1017,36,WM Supercenter,TBD
1018,28,WM Supercenter,TBD
1019,389,WM Supercenter,TBD
1023,311,WM Supercenter,TBD
1024,30,WM Supercenter,TBD
1026,580,WM Supercenter,TBD
1027,306,WM Supercenter,TBD
1029,95,WM Supercenter,TBD
1030,42,WM Supercenter,TBD
1033,243,WM Supercenter,TBD
1034,305,WM Supercenter,TBD
1035,42,WM Supercenter,TBD
1036,294,WM Supercenter,TBD
1037,33,WM Supercenter,TBD
1039,304,WM Supercenter,TBD
1045,379,WM Supercenter,TBD
1047,20,WM Supercenter,TBD
1048,257,WM Supercenter,TBD
1053,242,WM Supercenter,TBD
1058,388,WM Supercenter,TBD
1060,304,WM Supercenter,TBD
1061,28,WM Supercenter,TBD
1064,304,WM Supercenter,TBD
1068,92,WM Supercenter,TBD
1070,18,WM Supercenter,TBD
1072,27,WM Supercenter,TBD
1076,32,WM Supercenter,TBD
1077,97,WM Supercenter,TBD
1079,94,WM Supercenter,TBD
1080,124,WM Supercenter,TBD
1081,93,WM Supercenter,TBD
1082,98,WM Supercenter,TBD
1083,101,WM Supercenter,TBD
1084,91,Wal-Mart,TBD
1085,104,WM Supercenter,TBD
1086,90,WM Supercenter,TBD
1087,107,WM Supercenter,TBD
1090,101,WM Supercenter,TBD
1095,388,Wal-Mart,TBD
1096,304,WM Supercenter,TBD
1097,309,WM Supercenter,TBD
1104,95,WM Supercenter,TBD
1111,21,WM Supercenter,TBD
1112,16,WM Supercenter,TBD
1113,258,WM Supercenter,TBD
1119,105,Wal-Mart,TBD
1121,21,WM Supercenter,TBD
1122,18,WM Supercenter,TBD
1123,35,WM Supercenter,TBD
1130,39,WM Supercenter,TBD
1131,304,WM Supercenter,TBD
1132,298,WM Supercenter,TBD
1133,306,WM Supercenter,TBD
1135,38,WM Supercenter,TBD
