Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
4387,DOORDASH,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202229,79.45%,60.17%,22.8,81.00%,81.60%,78.60%,70.40%
4387,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,80.10%,67.26%,14.5,83.20%,78.00%,82.60%,67.40%
1762,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202229,79.72%,67.98%,12.8,83.40%,79.60%,66.50%,89.90%
2139,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,61.64%,83.85%,8.9,51.90%,52.30%,65.70%,89.30%
2222,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202229,59.18%,68.28%,19.7,45.50%,18.30%,69.10%,76.90%
2660,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202229,70.97%,91.67%,7,80.00%,63.60%,60.00%,80.00%
3114,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202229,65.80%,77.23%,19.6,64.70%,66.60%,63.30%,69.80%
2103,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,74.44%,59.25%,21.3,75.10%,66.80%,74.80%,81.40%
2122,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,74.20%,63.09%,15,85.00%,42.30%,70.60%,95.00%
2128,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202229,96.55%,90.70%,8.8,50.00%,100.00%,100.00%,100.00%
2128,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,75.53%,85.59%,11.5,76.80%,82.90%,77.00%,68.60%
2128,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202229,90.17%,86.92%,10.4,92.40%,83.20%,94.20%,92.00%
2902,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,77.01%,83.64%,10.5,66.70%,75.90%,81.60%,87.90%
2021,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202229,91.94%,80.07%,16.2,93.30%,91.50%,88.10%,95.80%
2157,DOORDASH,Scheduled Express Delivery ,4,At Risk,Degrading,Store Focus,202229,89.11%,92.92%,16.9,87.50%,100.00%,85.00%,92.70%
2157,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202229,59.04%,82.68%,24.1,21.40%,33.30%,74.00%,76.30%
2157,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,82.69%,84.25%,18.7,71.70%,76.20%,82.50%,95.90%
2184,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,86.13%,78.73%,11.4,89.10%,82.60%,89.40%,83.30%
2366,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202229,79.83%,72.75%,13.8,60.00%,80.00%,77.80%,89.90%
2953,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,88.52%,93.85%,13.3,76.50%,,84.20%,100.00%
2953,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202229,80.12%,88.68%,13,70.80%,84.60%,74.40%,91.80%
3561,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,41.74%,91.67%,10.2,28.00%,68.60%,36.00%,26.70%
5448,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,82.73%,73.63%,14.2,80.40%,84.90%,84.80%,81.10%
5448,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,86.74%,72.10%,13,87.10%,82.90%,88.70%,88.80%
1964,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,74.60%,61.11%,20.6,70.60%,50.00%,80.00%,95.00%
1964,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,77.54%,68.26%,14,79.40%,49.30%,80.40%,93.00%
2225,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,66.64%,73.25%,26.6,79.50%,58.60%,64.00%,66.80%
2225,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202229,80.37%,76.96%,20.4,87.20%,73.40%,79.90%,78.40%
2261,POINTPICKUP,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202229,50.00%,78.57%,13,0.00%,33.30%,75.00%,100.00%
2261,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202229,85.59%,79.79%,9.8,91.30%,77.10%,88.70%,83.70%
2283,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202229,66.09%,59.19%,20.2,75.90%,54.50%,56.70%,81.70%
2283,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,71.89%,65.70%,16.8,81.30%,54.10%,62.70%,86.80%
2885,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202229,66.67%,59.09%,15.2,100.00%,60.00%,57.10%,71.40%
2885,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,40.15%,84.46%,9.2,41.20%,45.90%,39.40%,32.10%
1797,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202229,79.49%,93.18%,8.4,100.00%,100.00%,77.40%,73.50%
2013,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Driver Supply Focus,202229,73.68%,90.48%,8.4,0.00%,50.00%,83.30%,88.90%
1868,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,202229,71.88%,83.78%,7.5,80.00%,62.50%,75.00%,72.70%
1868,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202229,75.32%,95.00%,11.5,92.90%,70.80%,68.20%,76.50%
1939,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202229,74.07%,90.32%,8.2,100.00%,90.90%,50.00%,80.00%
2046,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,75.00%,80.00%,13.7,85.70%,75.00%,0.00%,75.00%
2202,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202229,82.34%,93.19%,8.9,85.10%,80.60%,66.70%,80.90%
2138,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202229,76.32%,72.09%,20.5,100.00%,100.00%,80.00%,68.40%
2224,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202229,73.39%,97.32%,6.7,72.70%,76.50%,76.00%,66.70%
2332,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,87.50%,66.67%,10.8,75.00%,100.00%,87.50%,88.60%
2369,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202229,74.66%,97.72%,6,71.40%,59.70%,82.20%,85.30%
2369,UBER,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Driver Supply Focus,202229,95.00%,95.24%,7.6,85.70%,100.00%,100.00%,100.00%
2369,UBER,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202229,77.59%,98.36%,5.4,84.20%,70.60%,75.00%,80.00%
2682,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202229,88.79%,74.07%,11.3,70.60%,92.00%,95.20%,87.00%
1698,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Recovering,Store Focus,202229,85.00%,72.84%,10.3,100.00%,78.80%,85.50%,90.30%
1788,POINTPICKUP,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202229,53.57%,91.18%,10.2,27.30%,83.30%,42.90%,100.00%
2055,DOORDASH,Scheduled Standard Delivery,29,Executive Review,Recovering,Store Focus,202229,84.13%,60.00%,15.8,100.00%,85.00%,80.80%,81.80%
2055,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,202229,74.59%,72.65%,12.2,81.70%,69.10%,75.20%,71.60%
2130,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202229,76.42%,83.92%,9.1,85.90%,66.80%,73.90%,79.50%
2153,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,79.29%,65.02%,13.1,76.40%,78.10%,84.50%,79.60%
2330,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202229,89.39%,74.16%,13.2,94.50%,83.80%,84.70%,93.70%
1785,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202229,68.92%,88.78%,7.3,64.30%,58.80%,87.50%,57.90%
1796,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,202229,81.79%,71.78%,12.9,90.70%,78.10%,76.40%,81.20%
1907,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,81.18%,73.56%,9.6,85.70%,100.00%,78.80%,81.80%
1930,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,68.75%,80.85%,8.8,86.70%,69.70%,43.80%,58.80%
2399,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,70.43%,64.29%,27.9,80.00%,66.70%,69.90%,65.50%
1191,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202229,80.91%,76.67%,17.9,93.00%,78.40%,61.00%,92.10%
1191,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202229,68.82%,78.98%,12.4,85.00%,57.10%,40.90%,84.50%
1287,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202229,47.03%,51.20%,25.7,72.20%,69.90%,19.40%,38.20%
1287,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202229,51.87%,57.80%,22.3,75.50%,66.10%,18.90%,40.60%
1288,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,202229,86.21%,74.81%,16,96.40%,91.70%,96.70%,64.70%
1288,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,68.06%,81.73%,14,75.30%,76.50%,58.80%,59.50%
2137,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Store Focus,202229,67.85%,65.25%,13.7,7.10%,69.00%,72.80%,73.60%
2137,UBER,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202229,81.43%,63.22%,12.9,57.10%,93.80%,80.00%,81.80%
2256,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,79.40%,84.13%,21.1,85.70%,76.10%,71.70%,83.30%
3182,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,74.67%,74.39%,14.5,61.50%,80.90%,86.00%,71.80%
3182,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,68.94%,74.59%,20.4,72.20%,83.90%,80.80%,50.00%
5346,POINTPICKUP,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202229,58.40%,64.77%,26.3,80.00%,68.20%,22.20%,67.60%
5346,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202229,62.70%,79.23%,19.6,66.00%,65.30%,24.60%,76.60%
1614,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202229,75.40%,72.49%,15.3,53.90%,75.00%,78.00%,83.10%
2058,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,65.02%,84.92%,16.1,61.80%,77.20%,49.20%,69.40%
2058,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,74.38%,79.70%,20.5,75.30%,87.40%,63.40%,74.20%
4250,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202229,65.02%,59.72%,19.3,60.00%,75.50%,75.30%,51.90%
4250,UBER,Scheduled Standard Delivery,42,Executive Review,Degrading,Store Focus,202229,69.29%,52.86%,25.4,73.30%,80.00%,73.30%,57.40%
4484,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202229,66.18%,66.35%,21.5,59.10%,67.90%,58.10%,75.20%
4484,UBER,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202229,63.32%,57.32%,30.2,73.90%,72.40%,48.30%,64.80%
5118,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202229,71.39%,70.40%,11.4,53.00%,77.10%,73.40%,70.70%
5118,UBER,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202229,77.24%,72.79%,18.9,50.00%,81.50%,81.80%,75.40%
5254,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202229,66.39%,52.58%,16,80.00%,70.00%,53.50%,62.70%
5254,UBER,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202229,63.30%,52.14%,31.9,81.80%,72.20%,35.70%,70.60%
5292,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,61.91%,58.28%,19.2,66.20%,62.30%,46.90%,69.60%
5292,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,68.53%,49.72%,24.9,80.00%,67.80%,53.80%,75.60%
1498,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,69.76%,71.39%,17.8,66.90%,81.20%,56.60%,71.80%
1558,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,77.89%,80.19%,13.3,77.40%,90.70%,74.50%,70.90%
3304,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,83.05%,86.26%,11.7,84.50%,87.80%,80.00%,79.60%
3305,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,46.15%,86.14%,9.3,54.50%,37.50%,44.40%,53.30%
3658,DOORDASH,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202229,61.94%,48.48%,31.5,49.80%,77.20%,66.60%,55.10%
3658,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,62.11%,60.00%,22.5,57.10%,73.10%,60.10%,54.70%
5320,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,61.22%,62.26%,18,75.80%,64.40%,57.10%,41.10%
1237,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,65.90%,67.41%,29.8,68.80%,60.30%,67.70%,66.40%
1372,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,73.09%,56.73%,24.1,70.40%,79.20%,75.00%,68.60%
2836,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,63.38%,49.52%,21.6,58.60%,67.20%,47.60%,97.80%
4499,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,65.31%,64.87%,18.9,80.60%,67.50%,30.00%,63.30%
5046,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,33.18%,46.72%,29.2,37.00%,47.90%,42.70%,8.40%
5046,UBER,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,202229,26.36%,40.00%,42.1,50.00%,34.80%,31.40%,8.20%
5743,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,73.32%,67.02%,21.6,70.60%,86.30%,78.30%,57.90%
5743,UBER,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202229,61.02%,64.85%,24.3,64.40%,62.30%,72.70%,45.10%
1268,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,82.49%,80.54%,11.3,85.50%,93.30%,78.80%,76.60%
1268,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,59.18%,70.49%,18.1,37.50%,80.00%,66.70%,68.40%
1348,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,69.49%,58.95%,20.7,62.60%,63.70%,67.80%,75.60%
1392,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202229,27.31%,40.22%,23.3,32.80%,21.70%,29.20%,50.00%
2772,DOORDASH,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,58.96%,60.00%,15.8,80.00%,48.30%,48.80%,64.90%
2772,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,75.08%,68.19%,15.7,84.50%,76.60%,75.90%,65.50%
4065,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,82.77%,76.63%,14.1,82.00%,59.50%,87.60%,85.40%
4273,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202229,74.35%,55.20%,20.1,72.20%,83.80%,67.10%,72.90%
4273,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,78.47%,56.54%,26.5,80.00%,85.70%,62.90%,87.70%
1197,POINTPICKUP,Scheduled Standard Delivery,33,Executive Review,Recovering,Store Focus,202229,64.86%,62.22%,23,100.00%,62.50%,53.80%,66.70%
1197,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,68.52%,57.19%,23.2,80.40%,85.50%,46.70%,63.30%
1354,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,64.89%,84.62%,11.1,70.80%,55.40%,64.30%,67.70%
1379,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,50.00%,43.59%,21.5,62.50%,37.50%,43.80%,75.00%
1527,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202229,82.79%,89.78%,18.7,61.00%,93.00%,83.70%,84.80%
1527,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,80.81%,91.14%,16.7,78.70%,76.80%,79.80%,86.90%
2000,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,60.65%,78.29%,15.1,61.10%,66.70%,43.80%,66.70%
2730,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,77.11%,80.95%,11.3,71.40%,76.20%,80.00%,81.00%
2730,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,79.14%,86.03%,9,83.50%,74.20%,73.10%,84.80%
1236,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,69.81%,62.59%,19.7,85.60%,86.10%,66.00%,46.80%
1298,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,82.48%,79.53%,15.9,77.20%,89.10%,80.30%,82.90%
1355,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202229,84.62%,92.31%,13.7,100.00%,100.00%,75.00%,66.70%
1355,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202229,91.90%,82.72%,11.1,95.00%,93.70%,88.60%,90.30%
1552,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202229,40.27%,59.46%,27.2,63.90%,26.10%,25.90%,36.20%
1552,UBER,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202229,36.71%,50.21%,34.9,82.60%,53.30%,26.80%,18.80%
2472,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,62.99%,50.15%,22.7,70.40%,74.30%,50.60%,60.40%
2793,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202229,42.07%,55.31%,24.8,48.30%,53.00%,39.20%,25.50%
877,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202229,70.14%,63.15%,20.4,73.90%,85.30%,62.90%,48.80%
877,UBER,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202229,67.86%,60.70%,22.8,80.90%,84.10%,59.50%,42.00%
1010,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202229,65.76%,55.21%,27.1,62.20%,87.40%,49.00%,61.20%
1010,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,63.57%,55.69%,28.1,59.80%,82.50%,48.00%,59.10%
1097,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Recovering,Store Focus,202229,67.65%,58.93%,32.8,91.90%,84.80%,55.60%,55.30%
1097,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,202229,74.55%,70.51%,24,91.00%,81.90%,64.10%,54.50%
1255,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,59.51%,61.42%,25.2,74.40%,68.90%,24.00%,56.00%
1255,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,63.71%,66.67%,18.8,73.90%,54.50%,46.30%,70.20%
1452,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202229,74.61%,90.00%,6.9,74.30%,86.00%,69.70%,56.10%
3700,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202229,74.08%,65.93%,20.5,71.60%,86.00%,83.30%,54.80%
3700,UBER,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202229,66.92%,58.31%,25.4,82.00%,77.40%,77.00%,43.90%
5063,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202229,89.24%,86.70%,9.4,90.30%,88.90%,87.60%,89.90%
1238,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,85.86%,80.44%,17.7,85.50%,86.60%,93.40%,79.40%
1238,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,76.90%,81.51%,15.2,73.20%,75.70%,89.20%,70.60%
1261,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,66.82%,83.73%,16.3,62.60%,63.60%,68.50%,72.40%
1774,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,72.52%,58.75%,21.4,86.90%,87.70%,69.40%,48.20%
7162,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,65.73%,57.58%,19.7,65.00%,68.60%,60.40%,68.80%
2414,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,83.33%,84.62%,16,66.70%,100.00%,100.00%,72.70%
4157,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202229,76.36%,74.51%,10.1,79.00%,75.70%,71.60%,78.10%
4157,UBER,Scheduled Standard Delivery,21,Executive Review,-,Driver Supply Focus,202229,85.71%,100.00%,5.2,,100.00%,100.00%,75.00%
6263,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202229,82.35%,88.40%,11.1,86.80%,77.50%,79.10%,84.80%
494,POINTPICKUP,Scheduled Express Delivery ,11,Executive Review,Degrading,Store Focus,202229,72.73%,50.00%,17.8,75.00%,100.00%,50.00%,66.70%
494,POINTPICKUP,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202229,55.56%,75.00%,19.2,71.40%,66.70%,0.00%,42.90%
494,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202229,75.07%,73.08%,16.8,87.40%,76.70%,41.50%,86.60%
843,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202229,84.91%,98.15%,6.1,100.00%,75.00%,100.00%,82.10%
889,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,85.17%,71.07%,19.8,71.40%,84.10%,87.50%,98.20%
1072,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,75.00%,73.53%,19.8,72.70%,62.50%,88.90%,75.00%
2615,POINTPICKUP,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202229,82.61%,75.51%,18.9,87.50%,77.80%,81.30%,84.60%
556,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202229,30.30%,32.43%,56,7.10%,20.00%,44.40%,80.00%
556,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,53.97%,42.35%,21.9,52.50%,50.00%,50.00%,72.20%
593,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202229,71.43%,54.24%,22.8,60.00%,60.00%,87.50%,80.00%
593,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,75.72%,71.86%,16,73.90%,70.60%,90.60%,66.70%
639,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,202229,86.34%,57.84%,17,83.30%,84.10%,87.90%,89.70%
639,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202229,51.81%,43.37%,23.2,39.00%,49.00%,63.40%,52.10%
836,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,66.40%,61.81%,21,80.80%,69.30%,43.50%,66.90%
862,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202229,69.88%,51.01%,19.3,70.60%,74.70%,39.40%,89.30%
864,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202229,67.86%,58.62%,45,60.00%,75.00%,57.10%,100.00%
864,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202229,71.82%,64.87%,24,64.10%,76.40%,70.80%,77.20%
754,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,51.29%,42.55%,20.4,46.80%,58.70%,45.70%,53.30%
754,UBER,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202229,64.36%,40.34%,24.8,83.30%,84.60%,56.00%,58.80%
1227,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202229,73.30%,66.09%,17.2,76.10%,84.90%,46.90%,80.90%
1227,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202229,64.73%,54.43%,23.7,80.00%,82.80%,45.20%,64.70%
3570,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202229,74.41%,65.86%,20.9,95.50%,51.50%,66.70%,88.40%
5735,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202229,71.72%,60.58%,21.4,88.20%,79.20%,57.00%,75.00%
1367,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202229,79.93%,71.14%,15.8,85.20%,90.40%,83.50%,56.90%
538,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,77.75%,79.93%,12.2,76.80%,65.60%,79.30%,88.60%
551,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202229,74.17%,59.11%,18.3,61.10%,65.80%,75.30%,85.90%
551,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202229,78.61%,65.38%,18.3,67.40%,78.20%,76.60%,91.70%
697,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202229,71.89%,59.43%,16.1,65.10%,59.70%,79.00%,82.50%
1081,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202229,61.36%,60.41%,27.2,23.30%,51.30%,72.20%,84.60%
